EventKey,EmployeeKey,DateKey,DepartmentKey,RoleKey,LocationKey,EmploymentTypeKey,ManagerKey,EventType,EventReason
10620,3387,20170702,1,31,5,3,NULL,Hire,New hire
10621,3428,20170516,4,20,2,2,NULL,Transfer,Voluntary resignation
10622,3468,20170330,7,30,7,1,NULL,Promotion,Transfer to new team
10623,3509,20170211,10,19,4,3,NULL,Rolechange,Promotion to senior
10624,3550,20161226,3,29,1,2,NULL,Locationchange,New hire
10625,3590,20161109,6,18,6,1,NULL,Termination,Voluntary resignation
10626,3631,20160923,9,28,3,3,NULL,Hire,Transfer to new team
10627,3671,20160807,2,17,8,2,NULL,Transfer,Promotion to senior
10628,3712,20160621,5,27,5,1,NULL,Promotion,New hire
10629,3753,20160505,8,16,2,3,NULL,Rolechange,Voluntary resignation
10630,3793,20160319,1,26,7,2,NULL,Locationchange,Transfer to new team
10631,3834,20160201,4,15,4,1,NULL,Termination,Promotion to senior
10632,3874,20151216,7,25,1,3,NULL,Hire,New hire
10633,3915,20151030,10,14,6,2,NULL,Transfer,Voluntary resignation
10634,3956,20150913,3,24,3,1,NULL,Promotion,Transfer to new team
10635,3996,20150728,6,13,8,3,NULL,Rolechange,Promotion to senior
10636,4037,20150611,9,23,5,2,NULL,Locationchange,New hire
10637,4077,20150425,2,12,2,1,NULL,Termination,Voluntary resignation
10638,4118,20150309,5,22,7,3,NULL,Hire,Transfer to new team
10639,4158,20150121,8,11,4,2,NULL,Transfer,Promotion to senior
10640,4199,20241202,1,21,1,1,NULL,Promotion,New hire
10641,4240,20241016,4,10,6,3,NULL,Rolechange,Voluntary resignation
10642,4280,20240830,7,40,3,2,NULL,Locationchange,Transfer to new team
10643,4321,20240714,10,9,8,1,NULL,Termination,Promotion to senior
10644,4361,20240528,3,39,5,3,NULL,Hire,New hire
10645,4402,20240411,6,8,2,2,NULL,Transfer,Voluntary resignation
10646,4443,20240224,9,38,7,1,NULL,Promotion,Transfer to new team
10647,4483,20240108,2,7,4,3,NULL,Rolechange,Promotion to senior
10648,4524,20231122,5,37,1,2,NULL,Locationchange,New hire
10649,4564,20231006,8,6,6,1,NULL,Termination,Voluntary resignation
10650,4605,20230820,1,36,3,3,NULL,Hire,Transfer to new team
10651,4646,20230704,4,5,8,2,NULL,Transfer,Promotion to senior
10652,4686,20230518,7,35,5,1,NULL,Promotion,New hire
10653,4727,20230401,10,4,2,3,NULL,Rolechange,Voluntary resignation
10654,4767,20230213,3,34,7,2,NULL,Locationchange,Transfer to new team
10655,4808,20221228,6,3,4,1,NULL,Termination,Promotion to senior
10656,4849,20221111,9,33,1,3,NULL,Hire,New hire
10657,4889,20220925,2,2,6,2,NULL,Transfer,Voluntary resignation
10658,4930,20220809,5,32,3,1,NULL,Promotion,Transfer to new team
10659,4970,20220623,8,1,8,3,NULL,Rolechange,Promotion to senior
10660,5011,20220507,1,31,5,2,NULL,Locationchange,New hire
10661,5051,20220321,4,20,2,1,NULL,Termination,Voluntary resignation
10662,5092,20220202,7,30,7,3,NULL,Hire,Transfer to new team
10663,5133,20211217,10,19,4,2,NULL,Transfer,Promotion to senior
10664,5173,20211031,3,29,1,1,NULL,Promotion,New hire
10665,5214,20210914,6,18,6,3,NULL,Rolechange,Voluntary resignation
10666,5254,20210729,9,28,3,2,NULL,Locationchange,Transfer to new team
10667,5295,20210612,2,17,8,1,NULL,Termination,Promotion to senior
10668,5336,20210426,5,27,5,3,NULL,Hire,New hire
10669,5376,20210310,8,16,2,2,NULL,Transfer,Voluntary resignation
10670,5417,20210122,1,26,7,1,NULL,Promotion,Transfer to new team
10671,5457,20201206,4,15,4,3,NULL,Rolechange,Promotion to senior
10672,5498,20201020,7,25,1,2,NULL,Locationchange,New hire
10673,5539,20200903,10,14,6,1,NULL,Termination,Voluntary resignation
10674,5579,20200718,3,24,3,3,NULL,Hire,Transfer to new team
10675,5620,20200601,6,13,8,2,NULL,Transfer,Promotion to senior
10676,5660,20200415,9,23,5,1,NULL,Promotion,New hire
10677,5701,20200228,2,12,2,3,NULL,Rolechange,Voluntary resignation
10678,5742,20200112,5,22,7,2,NULL,Locationchange,Transfer to new team
10679,5782,20191126,8,11,4,1,NULL,Termination,Promotion to senior
10680,5823,20191010,1,21,1,3,NULL,Hire,New hire
10681,5863,20190824,4,10,6,2,NULL,Transfer,Voluntary resignation
10682,5904,20190708,7,40,3,1,NULL,Promotion,Transfer to new team
10683,5944,20190522,10,9,8,3,NULL,Rolechange,Promotion to senior
10684,5985,20190405,3,39,5,2,NULL,Locationchange,New hire
10685,6026,20190217,6,8,2,1,NULL,Termination,Voluntary resignation
10686,6066,20190101,9,38,7,3,NULL,Hire,Transfer to new team
10687,6107,20181115,2,7,4,2,NULL,Transfer,Promotion to senior
10688,6147,20180929,5,37,1,1,NULL,Promotion,New hire
10689,6188,20180813,8,6,6,3,NULL,Rolechange,Voluntary resignation
10690,6229,20180627,1,36,3,2,NULL,Locationchange,Transfer to new team
10691,6269,20180511,4,5,8,1,NULL,Termination,Promotion to senior
10692,6310,20180325,7,35,5,3,NULL,Hire,New hire
10693,6350,20180206,10,4,2,2,NULL,Transfer,Voluntary resignation
10694,6391,20171221,3,34,7,1,NULL,Promotion,Transfer to new team
10695,6432,20171104,6,3,4,3,NULL,Rolechange,Promotion to senior
10696,6472,20170918,9,33,1,2,NULL,Locationchange,New hire
10697,6513,20170802,2,2,6,1,NULL,Termination,Voluntary resignation
10698,6553,20170616,5,32,3,3,NULL,Hire,Transfer to new team
10699,6594,20170430,8,1,8,2,NULL,Transfer,Promotion to senior
10700,6634,20170314,1,31,5,1,NULL,Promotion,New hire
10701,6675,20170126,4,20,2,3,NULL,Rolechange,Voluntary resignation
10702,6716,20161210,7,30,7,2,NULL,Locationchange,Transfer to new team
10703,6756,20161024,10,19,4,1,NULL,Termination,Promotion to senior
10704,6797,20160907,3,29,1,3,NULL,Hire,New hire
10705,6837,20160722,6,18,6,2,NULL,Transfer,Voluntary resignation
10706,6878,20160605,9,28,3,1,NULL,Promotion,Transfer to new team
10707,6919,20160419,2,17,8,3,NULL,Rolechange,Promotion to senior
10708,6959,20160303,5,27,5,2,NULL,Locationchange,New hire
10709,7000,20160116,8,16,2,1,NULL,Termination,Voluntary resignation
10710,7040,20151130,1,26,7,3,NULL,Hire,Transfer to new team
10711,7081,20151014,4,15,4,2,NULL,Transfer,Promotion to senior
10712,7122,20150828,7,25,1,1,NULL,Promotion,New hire
10713,7162,20150712,10,14,6,3,NULL,Rolechange,Voluntary resignation
10714,7203,20150526,3,24,3,2,NULL,Locationchange,Transfer to new team
10715,7243,20150409,6,13,8,1,NULL,Termination,Promotion to senior
10716,7284,20150221,9,23,5,3,NULL,Hire,New hire
10717,7325,20150105,2,12,2,2,NULL,Transfer,Voluntary resignation
10718,7365,20241116,5,22,7,1,NULL,Promotion,Transfer to new team
10719,7406,20240930,8,11,4,3,NULL,Rolechange,Promotion to senior
10720,7446,20240814,1,21,1,2,NULL,Locationchange,New hire
10721,7487,20240628,4,10,6,1,NULL,Termination,Voluntary resignation
10722,7527,20240512,7,40,3,3,NULL,Hire,Transfer to new team
10723,7568,20240326,10,9,8,2,NULL,Transfer,Promotion to senior
10724,7609,20240208,3,39,5,1,NULL,Promotion,New hire
10725,7649,20231223,6,8,2,3,NULL,Rolechange,Voluntary resignation
10726,7690,20231106,9,38,7,2,NULL,Locationchange,Transfer to new team
10727,7730,20230920,2,7,4,1,NULL,Termination,Promotion to senior
10728,7771,20230804,5,37,1,3,NULL,Hire,New hire
10729,7812,20230618,8,6,6,2,NULL,Transfer,Voluntary resignation
10730,7852,20230502,1,36,3,1,NULL,Promotion,Transfer to new team
10731,7893,20230316,4,5,8,3,NULL,Rolechange,Promotion to senior
10732,7933,20230128,7,35,5,2,NULL,Locationchange,New hire
10733,7974,20221212,10,4,2,1,NULL,Termination,Voluntary resignation
10734,8015,20221026,3,34,7,3,NULL,Hire,Transfer to new team
10735,8055,20220909,6,3,4,2,NULL,Transfer,Promotion to senior
10736,8096,20220724,9,33,1,1,NULL,Promotion,New hire
10737,8136,20220607,2,2,6,3,NULL,Rolechange,Voluntary resignation
10738,8177,20220421,5,32,3,2,NULL,Locationchange,Transfer to new team
10739,8217,20220305,8,1,8,1,NULL,Termination,Promotion to senior
10740,8258,20220117,1,31,5,3,NULL,Hire,New hire
10741,8299,20211201,4,20,2,2,NULL,Transfer,Voluntary resignation
10742,8339,20211015,7,30,7,1,NULL,Promotion,Transfer to new team
10743,8380,20210829,10,19,4,3,NULL,Rolechange,Promotion to senior
10744,8420,20210713,3,29,1,2,NULL,Locationchange,New hire
10745,8461,20210527,6,18,6,1,NULL,Termination,Voluntary resignation
10746,8502,20210410,9,28,3,3,NULL,Hire,Transfer to new team
10747,8542,20210222,2,17,8,2,NULL,Transfer,Promotion to senior
10748,8583,20210106,5,27,5,1,NULL,Promotion,New hire
10749,8623,20201120,8,16,2,3,NULL,Rolechange,Voluntary resignation
10750,8664,20201004,1,26,7,2,NULL,Locationchange,Transfer to new team
10751,8705,20200818,4,15,4,1,NULL,Termination,Promotion to senior
10752,8745,20200702,7,25,1,3,NULL,Hire,New hire
10753,8786,20200516,10,14,6,2,NULL,Transfer,Voluntary resignation
10754,8826,20200330,3,24,3,1,NULL,Promotion,Transfer to new team
10755,8867,20200212,6,13,8,3,NULL,Rolechange,Promotion to senior
10756,8908,20191227,9,23,5,2,NULL,Locationchange,New hire
10757,8948,20191110,2,12,2,1,NULL,Termination,Voluntary resignation
10758,8989,20190924,5,22,7,3,NULL,Hire,Transfer to new team
10759,9029,20190808,8,11,4,2,NULL,Transfer,Promotion to senior
10760,9070,20190622,1,21,1,1,NULL,Promotion,New hire
10761,9110,20190506,4,10,6,3,NULL,Rolechange,Voluntary resignation
10762,9151,20190320,7,40,3,2,NULL,Locationchange,Transfer to new team
10763,9192,20190201,10,9,8,1,NULL,Termination,Promotion to senior
10764,9232,20181216,3,39,5,3,NULL,Hire,New hire
10765,9273,20181030,6,8,2,2,NULL,Transfer,Voluntary resignation
10766,9313,20180913,9,38,7,1,NULL,Promotion,Transfer to new team
10767,9354,20180728,2,7,4,3,NULL,Rolechange,Promotion to senior
10768,9395,20180611,5,37,1,2,NULL,Locationchange,New hire
10769,9435,20180425,8,6,6,1,NULL,Termination,Voluntary resignation
10770,9476,20180309,1,36,3,3,NULL,Hire,Transfer to new team
10771,9516,20180121,4,5,8,2,NULL,Transfer,Promotion to senior
10772,9557,20171205,7,35,5,1,NULL,Promotion,New hire
10773,9598,20171019,10,4,2,3,NULL,Rolechange,Voluntary resignation
10774,9638,20170902,3,34,7,2,NULL,Locationchange,Transfer to new team
10775,9679,20170717,6,3,4,1,NULL,Termination,Promotion to senior
10776,9719,20170531,9,33,1,3,NULL,Hire,New hire
10777,9760,20170414,2,2,6,2,NULL,Transfer,Voluntary resignation
10778,9801,20170226,5,32,3,1,NULL,Promotion,Transfer to new team
10779,9841,20170110,8,1,8,3,NULL,Rolechange,Promotion to senior
10780,9882,20161124,1,31,5,2,NULL,Locationchange,New hire
10781,9922,20161008,4,20,2,1,NULL,Termination,Voluntary resignation
10782,9963,20160822,7,30,7,3,NULL,Hire,Transfer to new team
10783,10003,20160706,10,19,4,2,NULL,Transfer,Promotion to senior
10784,10044,20160520,3,29,1,1,NULL,Promotion,New hire
10785,10085,20160403,6,18,6,3,NULL,Rolechange,Voluntary resignation
10786,10125,20160216,9,28,3,2,NULL,Locationchange,Transfer to new team
10787,10166,20151231,2,17,8,1,NULL,Termination,Promotion to senior
10788,10206,20151114,5,27,5,3,NULL,Hire,New hire
10789,10247,20150928,8,16,2,2,NULL,Transfer,Voluntary resignation
10790,10288,20150812,1,26,7,1,NULL,Promotion,Transfer to new team
10791,10328,20150626,4,15,4,3,NULL,Rolechange,Promotion to senior
10792,10369,20150510,7,25,1,2,NULL,Locationchange,New hire
10793,10409,20150324,10,14,6,1,NULL,Termination,Voluntary resignation
10794,10450,20150205,3,24,3,3,NULL,Hire,Transfer to new team
10795,10491,20241217,6,13,8,2,NULL,Transfer,Promotion to senior
10796,10531,20241031,9,23,5,1,NULL,Promotion,New hire
10797,10572,20240914,2,12,2,3,NULL,Rolechange,Voluntary resignation
10798,10612,20240729,5,22,7,2,NULL,Locationchange,Transfer to new team
10799,10653,20240612,8,11,4,1,NULL,Termination,Promotion to senior
10800,10693,20240426,1,21,1,3,NULL,Hire,New hire
10801,10734,20240310,4,10,6,2,NULL,Transfer,Voluntary resignation
10802,10775,20240123,7,40,3,1,NULL,Promotion,Transfer to new team
10803,10815,20231207,10,9,8,3,NULL,Rolechange,Promotion to senior
10804,10856,20231021,3,39,5,2,NULL,Locationchange,New hire
10805,10896,20230904,6,8,2,1,NULL,Termination,Voluntary resignation
10806,10937,20230719,9,38,7,3,NULL,Hire,Transfer to new team
10807,10978,20230602,2,7,4,2,NULL,Transfer,Promotion to senior
10808,11018,20230416,5,37,1,1,NULL,Promotion,New hire
10809,11059,20230228,8,6,6,3,NULL,Rolechange,Voluntary resignation
10810,11099,20230112,1,36,3,2,NULL,Locationchange,Transfer to new team
10811,11140,20221126,4,5,8,1,NULL,Termination,Promotion to senior
10812,11181,20221010,7,35,5,3,NULL,Hire,New hire
10813,11221,20220824,10,4,2,2,NULL,Transfer,Voluntary resignation
10814,11262,20220708,3,34,7,1,NULL,Promotion,Transfer to new team
10815,11302,20220522,6,3,4,3,NULL,Rolechange,Promotion to senior
10816,11343,20220405,9,33,1,2,NULL,Locationchange,New hire
10817,11384,20220217,2,2,6,1,NULL,Termination,Voluntary resignation
10818,11424,20220101,5,32,3,3,NULL,Hire,Transfer to new team
10819,11465,20211115,8,1,8,2,NULL,Transfer,Promotion to senior
10820,11505,20210929,1,31,5,1,NULL,Promotion,New hire
10821,11546,20210813,4,20,2,3,NULL,Rolechange,Voluntary resignation
10822,11586,20210627,7,30,7,2,NULL,Locationchange,Transfer to new team
10823,11627,20210511,10,19,4,1,NULL,Termination,Promotion to senior
10824,11668,20210325,3,29,1,3,NULL,Hire,New hire
10825,11708,20210206,6,18,6,2,NULL,Transfer,Voluntary resignation
10826,11749,20201221,9,28,3,1,NULL,Promotion,Transfer to new team
10827,11789,20201104,2,17,8,3,NULL,Rolechange,Promotion to senior
10828,11830,20200918,5,27,5,2,NULL,Locationchange,New hire
10829,11871,20200802,8,16,2,1,NULL,Termination,Voluntary resignation
10830,31,20200616,1,26,7,3,NULL,Hire,Transfer to new team
10831,72,20200430,4,15,4,2,NULL,Transfer,Promotion to senior
10832,112,20200314,7,25,1,1,NULL,Promotion,New hire
10833,153,20200127,10,14,6,3,NULL,Rolechange,Voluntary resignation
10834,194,20191211,3,24,3,2,NULL,Locationchange,Transfer to new team
10835,234,20191025,6,13,8,1,NULL,Termination,Promotion to senior
10836,275,20190908,9,23,5,3,NULL,Hire,New hire
10837,315,20190723,2,12,2,2,NULL,Transfer,Voluntary resignation
10838,356,20190606,5,22,7,1,NULL,Promotion,Transfer to new team
10839,396,20190420,8,11,4,3,NULL,Rolechange,Promotion to senior
10840,437,20190304,1,21,1,2,NULL,Locationchange,New hire
10841,478,20190116,4,10,6,1,NULL,Termination,Voluntary resignation
10842,518,20181130,7,40,3,3,NULL,Hire,Transfer to new team
10843,559,20181014,10,9,8,2,NULL,Transfer,Promotion to senior
10844,599,20180828,3,39,5,1,NULL,Promotion,New hire
10845,640,20180712,6,8,2,3,NULL,Rolechange,Voluntary resignation
10846,681,20180526,9,38,7,2,NULL,Locationchange,Transfer to new team
10847,721,20180409,2,7,4,1,NULL,Termination,Promotion to senior
10848,762,20180221,5,37,1,3,NULL,Hire,New hire
10849,802,20180105,8,6,6,2,NULL,Transfer,Voluntary resignation
10850,843,20171119,1,36,3,1,NULL,Promotion,Transfer to new team
10851,884,20171003,4,5,8,3,NULL,Rolechange,Promotion to senior
10852,924,20170817,7,35,5,2,NULL,Locationchange,New hire
10853,965,20170701,10,4,2,1,NULL,Termination,Voluntary resignation
10854,1005,20170515,3,34,7,3,NULL,Hire,Transfer to new team
10855,1046,20170329,6,3,4,2,NULL,Transfer,Promotion to senior
10856,1087,20170210,9,33,1,1,NULL,Promotion,New hire
10857,1127,20161225,2,2,6,3,NULL,Rolechange,Voluntary resignation
10858,1168,20161108,5,32,3,2,NULL,Locationchange,Transfer to new team
10859,1208,20160922,8,1,8,1,NULL,Termination,Promotion to senior
10860,1249,20160806,1,31,5,3,NULL,Hire,New hire
10861,1289,20160620,4,20,2,2,NULL,Transfer,Voluntary resignation
10862,1330,20160504,7,30,7,1,NULL,Promotion,Transfer to new team
10863,1371,20160318,10,19,4,3,NULL,Rolechange,Promotion to senior
10864,1411,20160131,3,29,1,2,NULL,Locationchange,New hire
10865,1452,20151215,6,18,6,1,NULL,Termination,Voluntary resignation
10866,1492,20151029,9,28,3,3,NULL,Hire,Transfer to new team
10867,1533,20150912,2,17,8,2,NULL,Transfer,Promotion to senior
10868,1574,20150727,5,27,5,1,NULL,Promotion,New hire
10869,1614,20150610,8,16,2,3,NULL,Rolechange,Voluntary resignation
10870,1655,20150424,1,26,7,2,NULL,Locationchange,Transfer to new team
10871,1695,20150308,4,15,4,1,NULL,Termination,Promotion to senior
10872,1736,20150120,7,25,1,3,NULL,Hire,New hire
10873,1777,20241201,10,14,6,2,NULL,Transfer,Voluntary resignation
10874,1817,20241015,3,24,3,1,NULL,Promotion,Transfer to new team
10875,1858,20240829,6,13,8,3,NULL,Rolechange,Promotion to senior
10876,1898,20240713,9,23,5,2,NULL,Locationchange,New hire
10877,1939,20240527,2,12,2,1,NULL,Termination,Voluntary resignation
10878,1980,20240410,5,22,7,3,NULL,Hire,Transfer to new team
10879,2020,20240223,8,11,4,2,NULL,Transfer,Promotion to senior
10880,2061,20240107,1,21,1,1,NULL,Promotion,New hire
10881,2101,20231121,4,10,6,3,NULL,Rolechange,Voluntary resignation
10882,2142,20231005,7,40,3,2,NULL,Locationchange,Transfer to new team
10883,2182,20230819,10,9,8,1,NULL,Termination,Promotion to senior
10884,2223,20230703,3,39,5,3,NULL,Hire,New hire
10885,2264,20230517,6,8,2,2,NULL,Transfer,Voluntary resignation
10886,2304,20230331,9,38,7,1,NULL,Promotion,Transfer to new team
10887,2345,20230212,2,7,4,3,NULL,Rolechange,Promotion to senior
10888,2385,20221227,5,37,1,2,NULL,Locationchange,New hire
10889,2426,20221110,8,6,6,1,NULL,Termination,Voluntary resignation
10890,2467,20220924,1,36,3,3,NULL,Hire,Transfer to new team
10891,2507,20220808,4,5,8,2,NULL,Transfer,Promotion to senior
10892,2548,20220622,7,35,5,1,NULL,Promotion,New hire
10893,2588,20220506,10,4,2,3,NULL,Rolechange,Voluntary resignation
10894,2629,20220320,3,34,7,2,NULL,Locationchange,Transfer to new team
10895,2670,20220201,6,3,4,1,NULL,Termination,Promotion to senior
10896,2710,20211216,9,33,1,3,NULL,Hire,New hire
10897,2751,20211030,2,2,6,2,NULL,Transfer,Voluntary resignation
10898,2791,20210913,5,32,3,1,NULL,Promotion,Transfer to new team
10899,2832,20210728,8,1,8,3,NULL,Rolechange,Promotion to senior
10900,2872,20210611,1,31,5,2,NULL,Locationchange,New hire
10901,2913,20210425,4,20,2,1,NULL,Termination,Voluntary resignation
10902,2954,20210309,7,30,7,3,NULL,Hire,Transfer to new team
10903,2994,20210121,10,19,4,2,NULL,Transfer,Promotion to senior
10904,3035,20201205,3,29,1,1,NULL,Promotion,New hire
10905,3075,20201019,6,18,6,3,NULL,Rolechange,Voluntary resignation
10906,3116,20200902,9,28,3,2,NULL,Locationchange,Transfer to new team
10907,3157,20200717,2,17,8,1,NULL,Termination,Promotion to senior
10908,3197,20200531,5,27,5,3,NULL,Hire,New hire
10909,3238,20200414,8,16,2,2,NULL,Transfer,Voluntary resignation
10910,3278,20200227,1,26,7,1,NULL,Promotion,Transfer to new team
10911,3319,20200111,4,15,4,3,NULL,Rolechange,Promotion to senior
10912,3360,20191125,7,25,1,2,NULL,Locationchange,New hire
10913,3400,20191009,10,14,6,1,NULL,Termination,Voluntary resignation
10914,3441,20190823,3,24,3,3,NULL,Hire,Transfer to new team
10915,3481,20190707,6,13,8,2,NULL,Transfer,Promotion to senior
10916,3522,20190521,9,23,5,1,NULL,Promotion,New hire
10917,3563,20190404,2,12,2,3,NULL,Rolechange,Voluntary resignation
10918,3603,20190216,5,22,7,2,NULL,Locationchange,Transfer to new team
10919,3644,20181231,8,11,4,1,NULL,Termination,Promotion to senior
10920,3684,20181114,1,21,1,3,NULL,Hire,New hire
10921,3725,20180928,4,10,6,2,NULL,Transfer,Voluntary resignation
10922,3765,20180812,7,40,3,1,NULL,Promotion,Transfer to new team
10923,3806,20180626,10,9,8,3,NULL,Rolechange,Promotion to senior
10924,3847,20180510,3,39,5,2,NULL,Locationchange,New hire
10925,3887,20180324,6,8,2,1,NULL,Termination,Voluntary resignation
10926,3928,20180205,9,38,7,3,NULL,Hire,Transfer to new team
10927,3968,20171220,2,7,4,2,NULL,Transfer,Promotion to senior
10928,4009,20171103,5,37,1,1,NULL,Promotion,New hire
10929,4050,20170917,8,6,6,3,NULL,Rolechange,Voluntary resignation
10930,4090,20170801,1,36,3,2,NULL,Locationchange,Transfer to new team
10931,4131,20170615,4,5,8,1,NULL,Termination,Promotion to senior
10932,4171,20170429,7,35,5,3,NULL,Hire,New hire
10933,4212,20170313,10,4,2,2,NULL,Transfer,Voluntary resignation
10934,4253,20170125,3,34,7,1,NULL,Promotion,Transfer to new team
10935,4293,20161209,6,3,4,3,NULL,Rolechange,Promotion to senior
10936,4334,20161023,9,33,1,2,NULL,Locationchange,New hire
10937,4374,20160906,2,2,6,1,NULL,Termination,Voluntary resignation
10938,4415,20160721,5,32,3,3,NULL,Hire,Transfer to new team
10939,4455,20160604,8,1,8,2,NULL,Transfer,Promotion to senior
10940,4496,20160418,1,31,5,1,NULL,Promotion,New hire
10941,4537,20160302,4,20,2,3,NULL,Rolechange,Voluntary resignation
10942,4577,20160115,7,30,7,2,NULL,Locationchange,Transfer to new team
10943,4618,20151129,10,19,4,1,NULL,Termination,Promotion to senior
10944,4658,20151013,3,29,1,3,NULL,Hire,New hire
10945,4699,20150827,6,18,6,2,NULL,Transfer,Voluntary resignation
10946,4740,20150711,9,28,3,1,NULL,Promotion,Transfer to new team
10947,4780,20150525,2,17,8,3,NULL,Rolechange,Promotion to senior
10948,4821,20150408,5,27,5,2,NULL,Locationchange,New hire
10949,4861,20150220,8,16,2,1,NULL,Termination,Voluntary resignation
10950,4902,20250101,1,26,7,3,NULL,Hire,Transfer to new team
10951,4943,20241115,4,15,4,2,NULL,Transfer,Promotion to senior
10952,4983,20240929,7,25,1,1,NULL,Promotion,New hire
10953,5024,20240813,10,14,6,3,NULL,Rolechange,Voluntary resignation
10954,5064,20240627,3,24,3,2,NULL,Locationchange,Transfer to new team
10955,5105,20240511,6,13,8,1,NULL,Termination,Promotion to senior
10956,5146,20240325,9,23,5,3,NULL,Hire,New hire
10957,5186,20240207,2,12,2,2,NULL,Transfer,Voluntary resignation
10958,5227,20231222,5,22,7,1,NULL,Promotion,Transfer to new team
10959,5267,20231105,8,11,4,3,NULL,Rolechange,Promotion to senior
10960,5308,20230919,1,21,1,2,NULL,Locationchange,New hire
10961,5348,20230803,4,10,6,1,NULL,Termination,Voluntary resignation
10962,5389,20230617,7,40,3,3,NULL,Hire,Transfer to new team
10963,5430,20230501,10,9,8,2,NULL,Transfer,Promotion to senior
10964,5470,20230315,3,39,5,1,NULL,Promotion,New hire
10965,5511,20230127,6,8,2,3,NULL,Rolechange,Voluntary resignation
10966,5551,20221211,9,38,7,2,NULL,Locationchange,Transfer to new team
10967,5592,20221025,2,7,4,1,NULL,Termination,Promotion to senior
10968,5633,20220908,5,37,1,3,NULL,Hire,New hire
10969,5673,20220723,8,6,6,2,NULL,Transfer,Voluntary resignation
10970,5714,20220606,1,36,3,1,NULL,Promotion,Transfer to new team
10971,5754,20220420,4,5,8,3,NULL,Rolechange,Promotion to senior
10972,5795,20220304,7,35,5,2,NULL,Locationchange,New hire
10973,5836,20220116,10,4,2,1,NULL,Termination,Voluntary resignation
10974,5876,20211130,3,34,7,3,NULL,Hire,Transfer to new team
10975,5917,20211014,6,3,4,2,NULL,Transfer,Promotion to senior
10976,5957,20210828,9,33,1,1,NULL,Promotion,New hire
10977,5998,20210712,2,2,6,3,NULL,Rolechange,Voluntary resignation
10978,6039,20210526,5,32,3,2,NULL,Locationchange,Transfer to new team
10979,6079,20210409,8,1,8,1,NULL,Termination,Promotion to senior
10980,6120,20210221,1,31,5,3,NULL,Hire,New hire
10981,6160,20210105,4,20,2,2,NULL,Transfer,Voluntary resignation
10982,6201,20201119,7,30,7,1,NULL,Promotion,Transfer to new team
10983,6241,20201003,10,19,4,3,NULL,Rolechange,Promotion to senior
10984,6282,20200817,3,29,1,2,NULL,Locationchange,New hire
10985,6323,20200701,6,18,6,1,NULL,Termination,Voluntary resignation
10986,6363,20200515,9,28,3,3,NULL,Hire,Transfer to new team
10987,6404,20200329,2,17,8,2,NULL,Transfer,Promotion to senior
10988,6444,20200211,5,27,5,1,NULL,Promotion,New hire
10989,6485,20191226,8,16,2,3,NULL,Rolechange,Voluntary resignation
10990,6526,20191109,1,26,7,2,NULL,Locationchange,Transfer to new team
10991,6566,20190923,4,15,4,1,NULL,Termination,Promotion to senior
10992,6607,20190807,7,25,1,3,NULL,Hire,New hire
10993,6647,20190621,10,14,6,2,NULL,Transfer,Voluntary resignation
10994,6688,20190505,3,24,3,1,NULL,Promotion,Transfer to new team
10995,6729,20190319,6,13,8,3,NULL,Rolechange,Promotion to senior
10996,6769,20190131,9,23,5,2,NULL,Locationchange,New hire
10997,6810,20181215,2,12,2,1,NULL,Termination,Voluntary resignation
10998,6850,20181029,5,22,7,3,NULL,Hire,Transfer to new team
10999,6891,20180912,8,11,4,2,NULL,Transfer,Promotion to senior
11000,6931,20180727,1,21,1,1,NULL,Promotion,New hire
11001,6972,20180610,4,10,6,3,NULL,Rolechange,Voluntary resignation
11002,7013,20180424,7,40,3,2,NULL,Locationchange,Transfer to new team
11003,7053,20180308,10,9,8,1,NULL,Termination,Promotion to senior
11004,7094,20180120,3,39,5,3,NULL,Hire,New hire
11005,7134,20171204,6,8,2,2,NULL,Transfer,Voluntary resignation
11006,7175,20171018,9,38,7,1,NULL,Promotion,Transfer to new team
11007,7216,20170901,2,7,4,3,NULL,Rolechange,Promotion to senior
11008,7256,20170716,5,37,1,2,NULL,Locationchange,New hire
11009,7297,20170530,8,6,6,1,NULL,Termination,Voluntary resignation
11010,7337,20170413,1,36,3,3,NULL,Hire,Transfer to new team
11011,7378,20170225,4,5,8,2,NULL,Transfer,Promotion to senior
11012,7419,20170109,7,35,5,1,NULL,Promotion,New hire
11013,7459,20161123,10,4,2,3,NULL,Rolechange,Voluntary resignation
11014,7500,20161007,3,34,7,2,NULL,Locationchange,Transfer to new team
11015,7540,20160821,6,3,4,1,NULL,Termination,Promotion to senior
11016,7581,20160705,9,33,1,3,NULL,Hire,New hire
11017,7622,20160519,2,2,6,2,NULL,Transfer,Voluntary resignation
11018,7662,20160402,5,32,3,1,NULL,Promotion,Transfer to new team
11019,7703,20160215,8,1,8,3,NULL,Rolechange,Promotion to senior
11020,7743,20151230,1,31,5,2,NULL,Locationchange,New hire
11021,7784,20151113,4,20,2,1,NULL,Termination,Voluntary resignation
11022,7824,20150927,7,30,7,3,NULL,Hire,Transfer to new team
11023,7865,20150811,10,19,4,2,NULL,Transfer,Promotion to senior
11024,7906,20150625,3,29,1,1,NULL,Promotion,New hire
11025,7946,20150509,6,18,6,3,NULL,Rolechange,Voluntary resignation
11026,7987,20150323,9,28,3,2,NULL,Locationchange,Transfer to new team
