Title ID;Type;Title;Production year;Duration;# Titles
tt0300757;TV Series;Epifaneia;2001;45;1
tt0300776;TV Series;History vs. Hollywood;2001;22;1
tt0300781;TV Miniseries;Human Remains;2000;173;1
tt0300792;TV Series;The Kumars at No. 42;2001;30;1
tt0300802;TV Series;Mary-Kate and Ashley in Action!;2001;30;1
tt0300819;TV Series;The Mystery of Black Rose Castle;2001;25;1
tt0300842;TV Series;Ramdam;2001;22;1
tt0300848;TV Series;Rozengeur & Wodka Lime;2001;60;1
tt0300865;TV Series;That's So Raven;2003;30;1
tt0300879;TV Miniseries;The Way We Live Now;2001;300;1
tt0300902;Film;Absolon;2003;96;1
tt0300922;Film;All Babes Want to Kill Me;2005;82;1
tt0300926;Film;Alles wegen Paul;2001;75;1
tt0300949;Film;Apartment #5C;2002;88;1
tt0300968;Film;BachelorMan;2003;90;1
tt0300996;Film;The Biggest Fan;2002;93;1
tt0301036;Film;Black Wine;2005;88;1
tt0301083;Film;Cardcaptor Sakura: The Sealed Card;2000;79;1
tt0301126;TV Movie;The Complete Works of William Shakespeare (Abridged);2000;88;1
tt0301157;Film;Home Truths;2002;90;1
tt0301167;Film;Dead or Alive: Final;2002;89;1
tt0301181;Film;Deliver Us from Eva;2003;105;1
tt0301199;Film;Dirty Pretty Things;2002;97;1
tt0301212;TV Movie;Donner;2001;30;1
tt0301235;Film;Hell House;2001;85;1
tt0301240;Film;Moksha: Salvation;2001;150;1
tt0301245;Film;Oysters at Nam Kee's;2002;99;1
tt0301263;TV Series;Eco moda;2001;60;1
tt0301265;Film;Dark Assassin;2005;82;1
tt0301325;Film;The Faith of the Volcano;2001;90;1
tt0301339;TV Movie;Gentle Ben;2002;100;1
tt0301348;Film;Der Glanz von Berlin;2002;91;1
tt0301357;Film;Good Bye Lenin!;2003;121;1
tt0301358;Film;Crazy Like a Fox;2004;98;1
tt0301360;Film;Gott ist tot;2003;95;1
tt0301390;Film;The Heart of Me;2002;96;1
tt0301400;TV Movie;Herzstolpern;2001;89;1
tt0301414;Film;Man on the Train;2002;90;1
tt0301417;Film;The Honourable Wally Norman;2003;88;1
tt0301429;Film;Volcano High;2001;120;1
tt0301470;Film;Jeepers Creepers 2;2003;106;1
tt0301485;Film;The Idle Ones;2001;78;1
tt0301499;Film;Kameleon;2001;110;1
tt0301520;Film;Queen of the Night;2001;95;1
tt0301524;Film;The Other Side of the Bed;2002;114;1
tt0301563;Film;Love's Brother;2004;103;1
tt0301587;Film;The Chimp;2001;98;1
tt0301604;Film;Marc, la sucia rata;2003;90;1
tt0301607;Film;Mater Dei;2000;83;1
tt0301611;TV Movie;Mein Vater und andere Betrüger;2001;88;1
tt0301634;Film;Frozen Stiff;2002;90;1
tt0301647;Film;Nada x perder;2001;120;1
tt0301677;Film;Nutcracker;2001;81;1
tt0301684;Film;Once Upon a Time in the Midlands;2002;104;1
tt0301727;Film;Winged Migration;2001;98;1
tt0301730;Film;The Pharmacist;2003;84;1
tt0301744;Film;The Principles of Lust;2003;108;1
tt0301754;TV Miniseries;Pusselbitar;2001;174;1
tt0301771;Film;Our Italian Husband;2004;108;1
tt0301777;Film;Robot Stories;2003;85;1
tt0301816;Film;Seasons of Blood and Hope;2001;70;1
tt0301825;Film;Sellâle;2001;120;1
tt0301887;TV Movie;Späte Rache;2001;89;1
tt0301893;Film;State Property;2002;88;1
tt0301975;TV Movie;Unholy War;2001;39;1
tt0301976;Film;The United States of Leland;2003;108;1
tt0301989;Film;Visitors;2003;100;1
tt0301992;Film;Volle maan;2002;100;1
tt0302016;TV Movie;Der Wannsee-Mörder;2002;90;1
tt0302017;Film;Warrior Angels;2002;92;1
tt0302022;TV Movie;We Stand Alone Together;2001;78;1
tt0302057;TV Movie;Young Talent Time Tells All;2001;60;1
tt0302076;TV Series;Bliss;2002;30;1
tt0302103;TV Series;Footballers' Wives;2002;49;1
tt0302128;TV Series;Judge John Deed;2001;185;1
tt0302135;TV Series;Marshall Law;2002;50;1
tt0302148;TV Series;Nissene på låven;2001;12;1
tt0302152;TV Series;Olsenbandens første kupp;2001;600;1
tt0302161;TV Series;Piet Piraat;2001;5;1
tt0302199;TV Series;Sweet Life;2001;58;1
tt0302280;Film;I Murder Seriously;2002;84;1
tt0302297;Film;Barely Legal;2003;90;1
tt0302309;Film;Gasoline;2001;90;1
tt0302346;Film;Blanche;2002;104;1
tt0302361;Film;Bookies;2003;88;1
tt0302431;TV Movie;Cornered;2001;88;1
tt0302436;Film;To Kill a King;2003;102;1
tt0302447;TV Series;Cuéntame;2001;60;1
tt0302463;Film;Wildheart: Hell of Boomerang;2001;123;1
tt0302471;Film;El descanso;2002;95;1
tt0302472;Film;Design;2002;112;1
tt0302498;Film;Raising Flagg;2006;103;1
tt0302513;TV Movie;Durch dick und dünn;2001;90;1
tt0302531;Film;Endangered Species;2002;94;1
tt0302538;Film;Esprit D'Amour;2001;89;1
tt0302585;Film;Fubar;2002;76;1
tt0302602;Film;Ggot seom;2001;115;1
tt0302622;TV Movie;The Marriage of Gustav III;2001;180;1
tt0302640;Film;The Hot Chick;2002;104;1
tt0302671;Film;The Year of the First Kiss;2002;94;1
tt0302713;Film;Strong as a Lion;2003;89;1
tt0302739;TV Series;The Lost World;2001;150;1
tt0302819;Film;Mr. Bones;2001;110;1
tt0302882;Film;L'odyssée d'Alice Tremblay;2002;102;1
tt0302886;Film;Old School;2003;88;1
tt0302889;Film;On_Line;2002;97;1
tt0302890;Film;On the Old Roman Road;2001;76;1
tt0302935;Film;Polle Fiction;2002;90;1
tt0302962;Film;Rappin-n-Rhyming;2002;90;1
tt0303010;Film;Savage Messiah;2002;94;1
tt0303017;Film;Scorcher;2002;91;1
tt0303021;Film;Second Name;2002;93;1
tt0303103;Film;Sunstorm;2001;89;1
tt0303110;TV Movie;Superfire;2002;210;1
tt0303116;TV Series;Swallow;2001;210;1
tt0303146;Film;Tigermännchen sucht Tigerweibchen;2003;90;1
tt0303162;Film;The Uncertainty Principle;2002;133;1
tt0303184;Film;A Kind of America;2002;115;1
tt0303243;Film;Happy Times;2000;102;1
tt0303260;Film;Purple Sunset;2001;106;1
tt0303267;Film;The Last Train;2002;94;1
tt0303273;Film;Do Not Go Gentle;2001;89;1
tt0303274;Film;The Romanovs: An Imperial Family;2000;140;1
tt0303275;Film;Symphony of Silence;2001;110;1
tt0303281;Film;Daughter from Danang;2002;83;1
tt0303307;Film;Blue Vinyl;2002;98;1
tt0303313;Film;The Business of Fancydancing;2002;103;1
tt0303321;Film;The Cockettes;2002;100;1
tt0303324;Film;Daddy and Papa;2002;57;1
tt0303326;Film;Derrida;2002;84;1
tt0303334;Film;Family Fundamentals;2002;75;1
tt0303348;Film;How to Draw a Bunny;2002;90;1
tt0303353;Film;The Kid Stays in the Picture;2002;93;1
tt0303356;Film;Biggie and Tupac;2002;108;1
tt0303357;Film;Laundry;2002;126;1
tt0303361;Film;May;2002;93;1
tt0303373;TV Movie;Our America;2002;95;1
tt0303374;Film;Paradox Lake;2002;85;1
tt0303389;Film;Ribelli per caso;2001;100;1
tt0303392;Film;Missing Young Woman;2001;74;1
tt0303396;Film;Smokers Only;2001;91;1
tt0303397;Film;Soft for Digging;2001;74;1
tt0303408;Film;The Trespasser;2001;97;1
tt0303411;Film;Two Towns of Jasper;2002;90;1
tt0303419;TV Series;Alienators: Evolution Continues;2001;30;1
tt0303421;TV Series;Ana y los 7;2002;70;1
tt0303430;TV Series;Australians at War;2001;446;1
tt0303453;TV Series;Eisai to tairi mou!;2001;45;1
tt0303457;TV Miniseries;L'enfant des Lumières;2002;180;1
tt0303458;TV Series;Esencia de poder;2001;30;1
tt0303461;TV Series;Firefly;2002;44;1
tt0303477;TV Series;Das Jugendgericht;2001;48;1
tt0303487;TV Series;Ladykracher;2002;25;1
tt0303496;TV Series;Micawber;2001;195;1
tt0303506;TV Movie;The Overcoat;2001;84;1
tt0303544;TV Miniseries;Talismanen;2003;390;1
tt0303550;TV Series;Thumb Bandits;2001;25;1
tt0303564;TV Series;The Vault;2002;60;1
tt0303580;TV Movie;100 Days in the Jungle;2002;93;1
tt0303586;TV Movie;1809 Andreas Hofer - Die Freiheit des Adlers;2002;111;1
tt0303603;Film;Absolut Warhola;2001;80;1
tt0303619;Film;The Cistern;2001;110;1
tt0303635;TV Series;American Family;2002;60;1
tt0303645;Film;The Dangerous Sex Date;2001;96;1
tt0303661;Film;Anita & Me;2002;89;1
tt0303668;TV Movie;The Apocalypse;2000;180;1
tt0303714;Film;Barbershop;2002;102;1
tt0303720;Film;West Side Avenue;2001;315;1
tt0303758;Film;Betrayal;2003;90;1
tt0303773;Film;Deadly Swarm;2003;90;1
tt0303781;TV Movie;Bobby;2002;90;1
tt0303785;Film;Bollywood/Hollywood;2002;105;1
tt0303792;Film;The Box of Life;2002;112;1
tt0303797;Film;Broadway: The Golden Age, by the Legends Who Were There;2003;111;1
tt0303814;Film;Hu die de wei xiao;2001;90;1
tt0303816;Film;Cabin Fever;2002;93;1
tt0303821;Film;The Mars Canon;2002;121;1
tt0303832;Film;Casting;2001;87;1
tt0303844;Film;The Chosen Few;2002;96;1
tt0303858;Film;The Collector;2002;125;1
tt0303860;Film;Changing Hearts;2002;92;1
tt0303884;Film;Dark Eyes;2001;93;1
tt0303898;Film;Karamuk;2003;97;1
tt0303912;TV Movie;Dienstreise - Was für eine Nacht;2002;90;1
tt0303933;Film;Drumline;2002;118;1
tt0303938;Film;Dust;2001;90;1
tt0303961;Film;L'empire du milieu du sud;2002;86;1
tt0303990;Film;Family;2001;111;1
tt0303991;Film;Family Secret;2001;58;1
tt0303998;Film;Fatma;2001;124;1
tt0304008;Film;Film School Confidential;2002;82;1
tt0304023;Film;Flower & Garnet;2002;103;1
tt0304081;Film;Gigantic (A Tale of Two Johns);2002;102;1
tt0304091;Film;Suicide;2001;92;1
tt0304120;Film;H;2002;106;1
tt0304123;Film;Hainburg - Je t'aime, gendarme;2001;94;1
tt0304126;Film;Grill Point;2002;111;1
tt0304141;Film;Harry Potter and the Prisoner of Azkaban;2004;142;1
tt0304166;Film;Horror;2003;77;1
tt0304229;Film;Japanese Story;2003;110;1
tt0304262;Film;The Happiness of the Katakuris;2001;113;1
tt0304267;Film;Kedma;2002;100;1
tt0304283;TV Movie;Kermit's Swamp Years;2002;82;1
tt0304327;Film;Andi Ommsen ist der letzte Lude;2003;90;1
tt0304328;Film;Levity;2003;100;1
tt0304356;Film;Love Thy Neighbor;2005;89;1
tt0304363;Film;My Life on Ice;2002;102;1
tt0304389;Film;Girl;2002;93;1
tt0304391;Film;The Code;2002;116;1
tt0304415;Film;Mona Lisa Smile;2003;117;1
tt0304417;Film;Monique;2002;92;1
tt0304448;Film;Más allá del límite;2002;90;1
tt0304477;TV Movie;El niño;2000;119;1
tt0304478;Film;No Dogs Allowed;2002;98;1
tt0304513;Film;Overwhelming Women;2002;93;1
tt0304514;Film;The Pact;2003;94;1
tt0304547;Film;Small Cuts;2003;95;1
tt0304550;Film;Pigs Will Fly;2002;98;1
tt0304574;Film;Posers;2002;80;1
tt0304584;TV Movie;The President's Man: A Line in the Sand;2002;90;1
tt0304601;Film;Quand tu descendras du ciel;2003;95;1
tt0304626;Film;Ein Engel und Paul;2002;88;1
tt0304628;Film;Resin;2001;87;1
tt0304638;Film;Rolling Kansas;2003;89;1
tt0304669;Film;The Santa Clause 2;2002;104;1
tt0304689;Film;Serial Intentions;2001;75;1
tt0304692;Film;Sex with Strangers;2002;105;1
tt0304704;Film;An Adolescent;2001;132;1
tt0304711;Film;The Order;2003;102;1
tt0304722;Film;Skinned Deep;2004;97;1
tt0304728;TV Movie;So schnell Du kannst;2002;89;1
tt0304729;Film;Soap Girl;2002;90;1
tt0304769;Film;Everything's for People;2001;91;1
tt0304776;Film;Pleasant Days;2002;99;1
tt0304790;Film;The Road to Love;2001;70;1
tt0304808;Film;Ten Minutes Older: The Trumpet;2002;92;1
tt0304855;Film;Tunel;2000;85;1
tt0304874;Film;Unloved;2001;117;1
tt0304876;Film;Live Wire;2009;81;1
tt0304897;Film;La vie nue;2003;90;1
tt0304906;Film;Viva Sapato!;2003;94;1
tt0304907;Film;Life Kills Me;2002;89;1
tt0304912;Film;Vote for Me;2003;90;1
tt0304931;Film;Werner - Gekotzt wird später!;2003;76;1
tt0305000;TV Series;Bedtime Stories;2000;30;1
tt0305004;TV Series;CWC/Canal Wild Card;2001;12;1
tt0305040;TV Series;Hotel Szekszárdi;2002;25;1
tt0305043;TV Series;Der Jahrhundertkrieg;2002;45;1
tt0305044;TV Series;The Jamie Kennedy Experiment;2002;22;1
tt0305046;TV Series;Android Kikaider: The Animation;2000;22;1
tt0305058;TV Series;Love, Lies, Passions;2002;90;1
tt0305095;TV Series;Die Rosenheim-Cops;2002;50;1
tt0305123;TV Movie;Taurus;2002;180;1
tt0305132;TV Series;For Heaven's Sake;2002;50;1
tt0305173;Film;Aamdani Atthanni Kharcha Rupaiya;2001;150;1
tt0305178;Film;James' Journey to Jerusalem;2003;91;1
tt0305206;Film;American Splendor;2003;101;1
tt0305211;Film;Amour Infinity;2000;85;1
tt0305224;Film;Anger Management;2003;106;1
tt0305229;Film;Rana's Wedding;2002;90;1
tt0305233;TV Movie;Anwalt des Herzens;2001;90;1
tt0305240;Film;Agitator;2001;150;1
tt0305316;Film;Fool's Song;2003;106;1
tt0305337;Film;Brownsville Black and White;2000;83;1
tt0305357;Film;Charlie's Angels: Full Throttle;2003;106;1
tt0305396;Film;The Crocodile Hunter: Collision Course;2002;90;1
tt0305430;TV Movie;Dick Whittington;2002;90;1
tt0305438;Film;Garmento;2002;90;1
tt0305472;TV Series;That '80s Show;2002;30;1
tt0305499;Film;Long Dark Night;2004;200;1
tt0305556;Film;Evil Alien Conquerors;2003;89;1
tt0305563;Film;Fade to Black;2001;79;1
tt0305568;Film;Fanfan;2003;97;1
tt0305574;Film;Looking for Mister Perfect;2003;101;1
tt0305583;Film;Two Brothers & a Bride;2003;94;1
tt0305589;TV Movie;Froid comme l'été;2002;88;1
tt0305632;Film;Fascination;2004;95;1
tt0305669;Film;Bringing Down the House;2003;105;1
tt0305711;Film;Just Married;2003;95;1
tt0305747;Film;The Last Summer;2004;95;1
tt0305753;Film;Leave No Trace;2004;98;1
tt0305762;Film;Lifetime Guarantee: Phranc's Adventure in Plastic;2001;58;1
tt0305813;TV Series;Maximum Exposure;2000;60;1
tt0305831;Film;Mindstorm;2001;96;1
tt0305847;Film;Mrs Caldicot's Cabbage War;2002;106;1
tt0305858;Film;Funny Valentine;2005;90;1
tt0305859;Film;My Life as a Troll;2001;88;1
tt0305873;Film;Swimming Alone;2003;94;1
tt0305882;Film;The Nature of Nicholas;2002;90;1
tt0305945;Film;Paradise;2003;115;1
tt0305961;Film;Perníková vez;2002;101;1
tt0305962;Film;Petty Crimes;2002;78;1
tt0305973;Film;Sonny;2002;110;1
tt0305975;Film;Potlatch;2001;95;1
tt0305999;Film;The Rage in Placid Lake;2003;89;1
tt0306009;Film;René;2002;85;1
tt0306011;Film;Resistance;2003;92;1
tt0306047;Film;Scary Movie 3;2003;84;1
tt0306069;Film;The Singles Ward;2002;102;1
tt0306079;Film;Minor Mishaps;2002;109;1
tt0306097;Film;Stratosphere Girl;2004;85;1
tt0306110;Film;The Sweet Life;2003;86;1
tt0306135;Film;The Theory of the Leisure Class;2001;109;1
tt0306174;Film;A Great Little Business;2003;90;1
tt0306219;Film;The Making and Meaning of 'We Are Family';2002;64;1
tt0306220;TV Series;My Adventures in Television;2002;30;1
tt0306239;TV Series;Worst Case Scenarios;2002;60;1
tt0306272;TV Miniseries;101;2002;50;1
tt0306273;TV Series;All About Me;2002;30;1
tt0306274;TV Series;What's New, Scooby-Doo?;2002;30;1
tt0306275;TV Series;An American in Canada;2002;22;1
tt0306276;TV Series;Anatomy of a Scene;2001;30;1
tt0306294;TV Series;Ha-Chaim Ze Lo Ha-Kol;2001;25;1
tt0306298;TV Series;Ninpuu Sentai Hurricaneger;2002;24;1
tt0306307;TV Series;CrashBurn;2003;50;1
tt0306309;TV Series;Cuori rubati;2002;25;1
tt0306326;TV Miniseries;Granitsa. Tayozhnyy roman;2000;53;1
tt0306331;TV Series;Heja Björn;2002;30;1
tt0306345;TV Series;Kochvey Hashchuna;2001;24;1
tt0306348;TV Miniseries;Lekestue;2002;30;1
tt0306355;TV Movie;Mark Twain;2001;212;1
tt0306359;Film;Transistor Love Story;2001;90;1
tt0306363;TV Series;Neighbours Revealed;2000;25;1
tt0306370;TV Series;The Osbournes;2002;22;1
tt0306410;TV Series;Watching Ellie;2002;30;1
tt0306413;TV Series;Witse;2004;50;1
tt0306414;TV Series;The Wire;2002;59;1
tt0306432;Film;My Mother Likes Women;2002;96;1
tt0306434;Film;Aankhen;2002;165;1
tt0306442;Film;Afrika;2002;112;1
tt0306452;Film;Another World Is Possible;2001;60;1
tt0306456;Film;Amnèsia;2002;114;1
tt0306474;Film;Princess Arete;2001;105;1
tt0306500;Film;Babylon Vista;2001;90;1
tt0306510;TV Movie;Un ballo in maschera;2001;137;1
tt0306522;Film;Bat sei ching mai;2001;107;1
tt0306597;Film;Brother to Brother;2004;94;1
tt0306629;Film;La repubblica di San Gennaro;2003;100;1
tt0306651;Film;La Brassiere;2001;105;1
tt0306685;Film;Cradle 2 the Grave;2003;101;1
tt0306698;TV Movie;Cybermutt;2003;95;1
tt0306708;Film;Dance of a Dream;2001;94;1
tt0306734;Film;The Divorce;2003;117;1
tt0306735;Film;Do It for Uncle Manny;2002;95;1
tt0306741;Film;Doraemon: Nobita and the Winged Braves;2001;95;1
tt0306748;TV Movie;Drive Time Murders;2006;100;1
tt0306760;TV Series;Edel & Starck;2002;46;1
tt0306761;Film;Eden's Curve;2003;93;1
tt0306774;Film;Engine Trouble;2002;94;1
tt0306800;Film;The Face of the Serpent;2003;116;1
tt0306806;TV Movie;Federal Protection;2002;94;1
tt0306836;Film;Haack: The King of Techno;2004;70;1
tt0306840;Film;Koi Mere Dil Se Poochhe;2002;165;1
tt0306841;Film;The Lizzie McGuire Movie;2003;94;1
tt0306846;Film;No Pain, No Gain;2004;129;1
tt0306855;Film;Style;2001;157;1
tt0306874;Film;The After School Special;2000;90;1
tt0306892;Film;George and the Dragon;2004;93;1
tt0306909;Film;Public Enemy;2002;138;1
tt0306951;Film;Heart;2001;100;1
tt0306956;TV Movie;The Hit Factory: The Pete Waterman Story;2001;55;1
tt0307001;Film;In Camera;2001;86;1
tt0307076;Film;Lovers & Leavers;2002;117;1
tt0307077;Film;My First Miracle;2002;90;1
tt0307101;TV Movie;Little John;2002;100;1
tt0307109;Film;The Lost Skeleton of Cadavra;2001;90;1
tt0307156;Film;Michel Vaillant;2003;103;1
tt0307162;Film;All About Our House;2001;116;1
tt0307189;Film;Motown;2003;94;1
tt0307196;Film;The Bricklayer;2002;95;1
tt0307197;Film;Murder on a Sunday Morning;2001;111;1
tt0307206;Film;My Mother India;2001;52;1
tt0307247;TV Movie;Unser Papa, das Genie;2002;90;1
tt0307283;Film;One Blood Planet;2001;80;1
tt0307316;Film;Past Perfect;2002;91;1
tt0307343;Film;À ton image;2004;94;1
tt0307383;Film;Ringeraja;2002;99;1
tt0307384;TV Movie;Riverdance: Live à l'Arena de Genève;2001;115;1
tt0307385;Film;Rivers and Tides: Andy Goldsworthy Working with Time;2001;90;1
tt0307440;Film;Seoul;2002;110;1
tt0307448;Film;Sex Court: The Movie;2001;95;1
tt0307451;Film;Sexgunsmoney@20;2002;115;1
tt0307453;Film;Shark Tale;2004;90;1
tt0307456;Film;Shaye & Kiki;2004;96;1
tt0307466;Film;Sin;2003;107;1
tt0307479;Film;Solaris;2002;99;1
tt0307483;Film;Son;2002;125;1
tt0307496;TV Movie;Spital in Angst;2003;88;1
tt0307507;Film;The Stickup;2002;97;1
tt0307553;Film;Tempo;2003;83;1
tt0307566;Film;Make Believe;2003;109;1
tt0307568;Film;Time of the Wolf;2002;87;1
tt0307596;Film;The Tulse Luper Suitcases, Part 1: The Moab Story;2003;127;1
tt0307618;Film;Until Morning;2002;90;1
tt0307639;Film;Virginia's Run;2002;103;1
tt0307681;Film;I Not Stupid;2002;105;1
tt0307683;Film;Yellowknife;2002;110;1
tt0307710;TV Series;The 5th Quadrant;2002;27;1
tt0307716;TV Series;Andy Richter Controls the Universe;2002;30;1
tt0307720;TV Series;Bad Cop, Bad Cop;2002;26;1
tt0307728;TV Series;Borettslaget;2002;360;1
tt0307729;TV Series;Buzz;2000;30;1
tt0307742;TV Series;Entre el amor y el odio;2002;60;1
tt0307745;TV Series;Escape of the Artful Dodger;2001;80;1
tt0307751;TV Series;Tango Lover;2002;60;1
tt0307776;TV Series;Hallo België;2003;30;1
tt0307803;TV Series;Pirate Islands;2003;30;1
tt0307816;TV Series;The Random Years;2002;30;1
tt0307827;TV Movie;Il sequestro Soffiantini;2002;180;1
tt0307829;TV Series;Shotetut;2001;24;1
tt0307832;TV Series;Sweethearts;2002;60;1
tt0307833;TV Series;Stan the Man;2002;50;1
tt0307839;Film;Tomorrow La Scala!;2002;108;1
tt0307847;TV Series;Brotherhood;2002;88;1
tt0307866;Film;Filhaal...;2002;151;1
tt0307873;Film;Raaz;2002;151;1
tt0307879;Film;Burning Annie;2004;95;1
tt0307901;Film;25th Hour;2002;135;1
tt0307913;Film;Our Father;2002;84;1
tt0307919;Film;The Actors;2003;91;1
tt0307920;Film;What's Up with Cinta?;2002;112;1
tt0307922;Film;Adiós querida luna;2004;100;1
tt0307934;TV Movie;Agent of Influence;2002;98;1
tt0307950;Film;At the Lake;2001;45;1
tt0307971;Film;Man Walking on Snow;2001;103;1
tt0307987;Film;Bad Santa;2003;92;1
tt0308041;TV Movie;Bitter Winter;2001;86;1
tt0308055;Film;Bobby;2006;117;1
tt0308058;Film;A Bomba;2002;90;1
tt0308064;Film;Les Boys IV;2005;121;1
tt0308071;Film;Burning in the Wind;2002;118;1
tt0308120;Film;Chúmbale;2002;83;1
tt0308129;Film;Conspiracy of Silence;2003;90;1
tt0308152;Film;Dead End;2003;85;1
tt0308204;Film;Easy Listening;2002;85;1
tt0308208;Film;Ballistic: Ecks vs. Sever;2002;91;1
tt0308214;Film;Elephant Heart;2002;95;1
tt0308224;Film;Investigation Into the Invisible World;2002;87;1
tt0308252;Film;Fear of the Dark;2003;86;1
tt0308281;Film;Frog-g-g!;2004;80;1
tt0308290;Film;Beauty and the Breast;2002;97;1
tt0308320;Film;God Is on Their Side;2002;96;1
tt0308347;Film;Yes, I Have Loved As Well;2002;174;1
tt0308353;Film;Happily N'Ever After;2006;75;1
tt0308358;TV Movie;Harold i Mod;2001;90;1
tt0308363;Film;Waiting for Happiness;2002;90;1
tt0308365;Film;Heart Over Head;2001;90;1
tt0308379;Film;Dark Water;2002;101;1
tt0308383;Film;The Human Stain;2003;106;1
tt0308448;TV Miniseries;Järnvägshotellet;2003;174;1
tt0308454;Film;Beyond the Bend;2002;105;1
tt0308463;TV Movie;A Killing Spring;2002;90;1
tt0308476;Film;The Cuckoo;2002;99;1
tt0308493;Film;Life Pornography;2003;89;1
tt0308496;Film;Leo;2002;104;1
tt0308506;Film;Like Mike;2002;99;1
tt0308507;Film;Don't Cry Wolf;2003;94;1
tt0308514;Film;Lost in La Mancha;2002;93;1
tt0308519;TV Movie;Lucie de Lammermoor;2002;136;1
tt0308556;Film;Marie;2001;73;1
tt0308567;Film;My Russia;2002;93;1
tt0308577;Film;Micaela, una película mágica;2002;90;1
tt0308595;Film;Monsieur N.;2003;120;1
tt0308644;Film;Finding Neverland;2004;106;1
tt0308648;Film;Neither Fish, Nor Fowl;2002;90;1
tt0308670;Film;Oi ching bak min bau;2001;101;1
tt0308671;Film;Tycoon: A New Russian;2002;123;1
tt0308692;TV Movie;Warning: Parental Advisory;2002;100;1
tt0308727;Film;Pins and Needles;2001;80;1
tt0308772;Film;Pure;2002;96;1
tt0308865;Film;September;2003;115;1
tt0308878;Film;The Shape of Things;2003;96;1
tt0308903;Film;The Tale of Fedot, the Shooter;2002;102;1
tt0308905;Film;Slammed;2004;99;1
tt0308911;Film;Smack;2001;84;1
tt0308918;TV Movie;Der Solist - Kuriertag;2002;90;1
tt0308940;Film;Storno;2002;85;1
tt0308983;Film;Stormy Weather;2003;87;1
tt0309012;Film;Killed by Lightning;2002;65;1
tt0309047;Film;War;2002;120;1
tt0309048;Film;Volesse il cielo!;2002;90;1
tt0309049;Film;Step on It;2002;96;1
tt0309059;Film;Wannabes;2000;110;1
tt0309061;Film;War Photographer;2001;96;1
tt0309076;Film;A Woman and a Half: Hildegard Knef;2001;90;1
tt0309110;Film;Zwischen den Sternen;2002;86;1
tt0309125;TV Series;Ace Lightning;2002;30;1
tt0309135;TV Series;Runaway Lady;2002;60;1
tt0309141;TV Series;Cyberchase;2002;30;1
tt0309150;TV Movie;DreamKeeper;2003;174;1
tt0309159;TV Series;Grandiosas;2002;60;1
tt0309221;TV Series;Tom Stone;2002;60;1
tt0309291;Film;Blue Spring;2001;83;1
tt0309292;Film;Passionate People;2002;100;1
tt0309320;Film;Baader;2002;115;1
tt0309326;Film;The Backyard;2002;80;1
tt0309377;Film;Blood Work;2002;110;1
tt0309380;Film;Blurred;2002;95;1
tt0309395;Film;The Brooklyn Boys;2002;109;1
tt0309404;Film;Bungalow;2002;85;1
tt0309452;Film;The Circuit;2002;91;1
tt0309474;Film;True Files;2002;98;1
tt0309510;Film;Devil's Gate;2003;95;1
tt0309521;Film;The Dogwalker;2002;99;1
tt0309530;Film;Down with Love;2003;101;1
tt0309531;Film;Downtown: A Street Tale;2004;103;1
tt0309564;Film;Crooks;2002;80;1
tt0309565;Film;Low Heights;2002;115;1
tt0309567;Film;Estrella del sur;2002;97;1
tt0309577;Film;Madame Brouette;2002;104;1
tt0309578;Film;Extreme Dating;2005;96;1
tt0309593;Film;Final Destination 2;2003;90;1
tt0309594;Film;Flash!;2003;96;1
tt0309600;Film;Food of Love;2002;112;1
tt0309614;Film;Freedom Downtime;2001;121;1
tt0309626;Film;Made in Iceland;2002;80;1
tt0309630;Film;Scars;2002;76;1
tt0309675;Film;Hesus, rebolusyunaryo;2002;112;1
tt0309698;Film;Identity;2003;90;1
tt0309700;TV Series;The Ice Dream with Roy and H.G. (2002);2002;60;1
tt0309705;Film;Everyday God Kisses Us on the Mouth;2001;93;1
tt0309725;Film;Yes Nurse! No Nurse!;2002;100;1
tt0309751;Film;KT;2002;138;1
tt0309757;Film;Kali's Vibe;2002;93;1
tt0309781;Film;Temptations;2002;85;1
tt0309798;Film;Lilith on Top;2001;100;1
tt0309804;Film;Ljubljana;2002;71;1
tt0309813;Film;Love Relations;2002;103;1
tt0309820;Film;Luther;2003;123;1
tt0309821;Film;El lápiz del carpintero;2003;106;1
tt0309825;TV Movie;Madame Sans-Gêne;2002;90;1
tt0309832;Film;Maléfique;2002;90;1
tt0309853;Film;Mechanical Suite;2002;100;1
tt0309870;Film;Moment in Time;2001;90;1
tt0309897;Film;Nothing More;2001;90;1
tt0309912;Film;Nicholas Nickleby;2002;132;1
tt0309916;Film;Nikos the Impaler;2003;100;1
tt0309918;Film;No Tomorrow;2002;91;1
tt0309986;Film;Paper Soldiers;2002;88;1
tt0309987;Film;The Dreamers;2003;115;1
tt0309988;Film;(Paris: XY);2001;80;1
tt0309992;Film;Paz!;2002;102;1
tt0310001;Film;Stones;2002;135;1
tt0310029;Film;Pulsação Zero;2002;83;1
tt0310065;Film;The Dolemite Explosion;2002;76;1
tt0310149;Film;The Princess Blade;2001;92;1
tt0310154;Film;In This World;2002;88;1
tt0310168;Film;Rising Low;2002;88;1
tt0310182;Film;Strut!;2001;68;1
tt0310203;Film;Ruby & Quentin;2003;85;1
tt0310224;Film;This Is Not a Love Song;2002;94;1
