Name ID;Person name;Birth Year (Film person);Death Year (Film person);Profession (Film person);# Film people
nm0205157;Michael Davis;1961;;producer;1
nm0205169;Mick Davis;1961;;producer;1
nm0205181;Michael Shane Davis;1977;;actor;1
nm0205219;Neriah Davis;1972;;actress;1
nm0205251;Pamela Kay Davis;1955;;actress;1
nm0205289;Phil Davis;1953;;actor;1
nm0205416;Ryan Davis;1982;;director;1
nm0205417;Ryan Davis;1968;;actor;1
nm0205423;Sammi Davis;1964;;actress;1
nm0205446;Sharen Davis;1957;;costume_designer;1
nm0205483;Spencer Davis;1939;2020;soundtrack;1
nm0205498;Stephen Davis;1950;;writer;1
nm0205502;Stephen Lee Davis;1955;2017;assistant_director;1
nm0205506;Steve Davis;1957;;actor;1
nm0205528;Suzanne Davis;1974;;actress;1
nm0205542;Tamra Davis;1962;;director;1
nm0205545;Taryn Davis;1985;;actress;1
nm0205569;Tom Davis;1952;2012;writer;1
nm0205615;Vicki Davis;1980;;actress;1
nm0205620;Vince Davis;1954;2014;actor;1
nm0205621;Vincent Davis;1944;2009;producer;1
nm0205630;Viveka Davis;1969;;actress;1
nm0205634;Wade Davis;1953;;writer;1
nm0205684;Paul Davis-Miller;1962;;producer;1
nm0205688;Shanesia Davis;1966;;actress;1
nm0205691;Steve Davislim;1967;;actor;1
nm0205694;Belinda Davison;1964;;actress;1
nm0205727;Jon Davison;1949;;producer;1
nm0205729;Josephine Davison;1973;;actress;1
nm0205737;Libby Davison;1966;;actress;1
nm0205742;Michael Davison;1960;2009;miscellaneous;1
nm0205743;Michelle Davison;1938;2006;actress;1
nm0205749;Peter Davison;1951;;actor;1
nm0205752;Richard Davison;1960;2001;special_effects;1
nm0205765;Tamara Davies;1972;;actress;1
nm0205772;Ken Davitian;1953;;actor;1
nm0205789;Andy Davoli;1973;;actor;1
nm0205793;Ninetto Davoli;1948;;actor;1
nm0205797;Peter Davor;1963;;actor;1
nm0205811;Baki Davrak;1971;;actor;1
nm0205823;Bobby Davro;1959;;actor;1
nm0205840;Eva P. Davy;1950;;art_department;1
nm0205862;Gennadiy Davydko;1955;;actor;1
nm0205864;Andrei Davydov;1951;;actor;1
nm0205893;Agi Ariunsaichan Dawaachu;1967;;production_designer;1
nm0205907;Frank Dawe;1945;;writer;1
nm0205954;Phife Dawg;1970;2016;music_department;1
nm0205960;Amanda Dawkins;1978;;actress;1
nm0205970;Jimmy Dawkins;1936;2013;soundtrack;1
nm0206004;Dusty Dawn;1946;2001;actress;1
nm0206063;Ashley Taylor Dawson;1982;;actor;1
nm0206073;Bob Dawson;1955;2001;actor;1
nm0206085;Carol Dawson;1951;;actress;1
nm0206104;Deacon Dawson;1950;;actor;1
nm0206176;Kiva Dawson;1970;;actress;1
nm0206181;Lee Dawson;1970;;actor;1
nm0206190;Liz Hume Dawson;1961;;actress;1
nm0206216;Nathaniel Dawson;1948;2018;transportation_department;1
nm0206236;Portia Dawson;1971;;actress;1
nm0206257;Rosario Dawson;1979;;actress;1
nm0206267;Shawn Dawson;1966;;casting_director;1
nm0206288;Tracy Dawson;1973;;actress;1
nm0206289;Trent Dawson;1971;;actor;1
nm0206300;Zoe Dawson;1979;;actress;1
nm0206359;Charlie Day;1976;;actor;1
nm0206387;E. Larry Day;1959;;make_up_department;1
nm0206397;Elizabeth Day;1989;;actress;1
nm0206449;Johanna Day;1963;;actress;1
nm0206510;Matt Day;1971;;actor;1
nm0206528;Morris Day;1957;;actor;1
nm0206537;Patrick Day;1968;;actor;1
nm0206538;Paul G. Day;1968;;editor;1
nm0206544;Philippa Day;1968;;production_manager;1
nm0206588;Simon Day;1962;;actor;1
nm0206605;Thadd Day;1973;;sound_department;1
nm0206646;Assi Dayan;1945;2014;actor;1
nm0206667;Tikva Dayan;1948;;actress;1
nm0206691;Ludmila Dayer;1983;;actress;1
nm0206717;Andy Steinlen;1965;;actor;1
nm0206760;Jonathan Dayton;1957;;director;1
nm0206778;Mauricio Dayub;1960;;actor;1
nm0206811;Cecilia Dazzi;1969;;actress;1
nm0206816;Akitarô Daichi;1956;;director;1
nm0206821;Matthew De Abaitua;1971;;writer;1
nm0206838;Silvio de Abreu;1942;;writer;1
nm0206839;Tuzé de Abreu;1948;;composer;1
nm0206926;Bruno de Almeida;1965;;director;1
nm0206950;Ivan de Almeida;1938;;actor;1
nm0206993;Luciano De Ambrosis;1937;;miscellaneous;1
nm0207044;Fabrizio De Andrè;1940;1999;soundtrack;1
nm0207075;Lorenzo De Angelis;1984;;actor;1
nm0207081;Michéle De Angelis;1965;;production_manager;1
nm0207083;Nicolas de Angelis;1949;;actor;1
nm0207091;Roberto De Angelis;1967;;production_designer;1
nm0207094;Rosemary De Angelis;1933;2020;actress;1
nm0207201;Anthony Debaeck;1967;2013;actor;1
nm0207204;Hilde De Baerdemaeker;1978;;actress;1
nm0207218;Isaach De Bankolé;1957;;actor;1
nm0207232;Jason De Bari;1975;;art_department;1
nm0207234;Yvonne de Bark;1972;;actress;1
nm0207239;Mairtín de Barra;1975;;location_management;1
nm0207281;Walderez de Barros;1940;;actress;1
nm0207322;Katrien De Becker;1971;;actress;1
nm0207340;Marc de Bel;1954;;writer;1
nm0207392;Farnesio de Bernal;1926;;actor;1
nm0207408;Louis de Bernières;1954;;writer;1
nm0207435;Volfango De Biasi;1972;;writer;1
nm0207458;Manuel de Blas;1941;;actor;1
nm0207484;Arthur De Boer;1962;;actor;1
nm0207492;Karin S. de Boer;1961;;producer;1
nm0207498;Nicole de Boer;1970;;actress;1
nm0207532;John de Borman;1954;;cinematographer;1
nm0207534;Barbara De Bortoli;1971;;actress;1
nm0207539;Froukje de Both;1972;;actress;1
nm0207560;Fred De Bradeny;1964;2017;producer;1
nm0207580;Thomas de Bres;1973;;actor;1
nm0207604;Sam de Brito;1969;2015;script_department;1
nm0207605;Sthefany Brito;1987;;actress;1
nm0207625;Angelique de Bruijne;1973;;actress;1
nm0207639;Hugo de Bruna;1932;2017;actor;1
nm0207640;Vincent De Brus;1959;;writer;1
nm0207647;Julienne De Bruyn;1933;;actress;1
nm0207720;Hugo de Campos;1968;;actor;1
nm0207731;Elio De Capitani;1953;;actor;1
nm0207750;Andrea De Carlo;1952;;director;1
nm0207767;Enzo De Caro;1958;;actor;1
nm0207795;Carlos De Carvalho;1968;;camera_department;1
nm0207819;João de Carvalho;1955;;actor;1
nm0207828;Otelo Saraiva de Carvalho;1936;;actor;1
nm0207830;Paulo de Carvalho;1947;;actor;1
nm0207833;Roberto de Carvalho;1952;;composer;1
nm0207834;Ruy de Carvalho;1927;;actor;1
nm0207860;Renata Castro Barbosa;1973;;actress;1
nm0207889;Ewerton de Castro;1945;;actor;1
nm0207891;Gonzalo de Castro;1963;;actor;1
nm0207970;Luis de Cespedes;1949;2013;actor;1
nm0208040;Virginie de Clausade;1981;;actress;1
nm0208104;José de Cora;1951;;producer;1
nm0208164;Lucy Decoutere;1970;;actress;1
nm0208168;Guido De Craene;1955;;actor;1
nm0208189;Guillermo de Cun;1929;2009;actor;1
nm0208257;Silvia De Dios;1966;;actress;1
nm0208261;Walter De Donder;1960;;actor;1
nm0208340;Fernando de Felipe;1965;;writer;1
nm0208343;Raymond De Felitta;1964;;director;1
nm0208426;Cécile de France;1975;;actress;1
nm0208480;Thalma de Freitas;1974;;actress;1
nm0208508;Gonzalo Delgado;1975;;art_director;1
nm0208510;María Marcela;1961;;actress;1
nm0208527;Diana DeGarmo;1987;;actress;1
nm0208532;Mattia De Gasperis;1987;;actor;1
nm0208544;Marie-Louise Ekman;1944;;director;1
nm0208545;Carl Johan De Geer;1938;;writer;1
nm0208551;Franco De Gemini;1928;2013;music_department;1
nm0208569;Paolo De Giorgio;1965;;actor;1
nm0208579;Mark De Gli Antoni;1962;;composer;1
nm0208621;Karel van de Graaf;1950;;actor;1
nm0208631;Gert de Graaff;1957;;editor;1
nm0208641;Peter De Graef;1968;;actor;1
nm0208690;Samantha De Grenet;1970;;actress;1
nm0208712;Jim de Groot;1972;;actor;1
nm0208723;Roland de Groot;1939;;art_department;1
nm0208725;Tom de Groot;1969;;sound_department;1
nm0208733;Walter De Groote;1959;;actor;1
nm0208757;Adriana De Guilmi;1948;2015;actress;1
nm0208799;Darius de Haas;1968;;actor;1
nm0208818;Alain de Halleux;1957;;director;1
nm0208820;Senne Dehandschutter;1985;;actor;1
nm0208854;Rolf de Heer;1951;;producer;1
nm0208862;Robbe De Hert;1942;2020;director;1
nm0208878;Guy-Manuel De Homem-Christo;1974;;soundtrack;1
nm0208881;Marcel De Hoogd;1958;;sound_department;1
nm0208932;La Paquera de Jerez;1934;2004;actress;1
nm0208960;Sherman De Jesus;1947;;producer;1
nm0208962;Wanda De Jesus;1958;;actress;1
nm0208974;Jack DeJohnette;1942;;soundtrack;1
nm0208995;Emiel De Jong;1973;;actor;1
nm0209009;Michiel de Jong;1973;;actor;1
nm0209010;Mijke de Jong;1959;;director;1
nm0209074;Ann De Keersmaecker;1976;;actress;1
nm0209075;Anne Teresa De Keersmaeker;1960;;miscellaneous;1
nm0209087;Bô Gaultier de Kermoal;1969;;actor;1
nm0209094;Alexei de Keyser;1967;2004;producer;1
nm0209209;René de la Cruz;1931;2007;actor;1
nm0209229;Loulou De La Falaise;1948;2011;actress;1
nm0209245;Carlos de la Fuente;1937;2020;actor;1
nm0209246;Cristián de la Fuente;1974;;actor;1
nm0209256;Quiliano de la Fuente;1933;;actor;1
nm0209268;Gabriela de la Garza;1976;;actress;1
nm0209269;Gilbert De La Garza;1975;;visual_effects;1
nm0209289;Paz de la Huerta;1984;;actress;1
nm0209291;Juanjo de la Iglesia;1959;;director;1
nm0209342;Julian de la Pena;1966;;camera_department;1
nm0209351;Hélio de la Peña;1959;;actor;1
nm0209359;Eduardo de la Puente;1963;;writer;1
nm0209363;Oscar de la Renta;1932;2014;costume_department;1
nm0209364;Kiko de la Rica;1965;;cinematographer;1
nm0209371;Zack De La Rocha;1970;;soundtrack;1
nm0209380;Sophie De La Rochefoucauld;1965;;actress;1
nm0209397;Secun de la Rosa;1969;;actor;1
nm0209404;Rodrigo De la Serna;1976;;actor;1
nm0209426;Andy de la Tour;1948;;actor;1
nm0209428;Frances de la Tour;1944;;actress;1
nm0209435;Daniel de la Vega;1972;;camera_department;1
nm0209448;Paulina de Labra;1970;;actress;1
nm0209457;Luke de Lacey;1971;;actor;1
nm0209496;John de Lancie;1948;;actor;1
nm0209531;Maria del Carmen de Lara;1957;;director;1
nm0209566;Aurelio De Laurentiis;1949;;producer;1
nm0209567;Carolyna De Laurentiis;1988;;actress;1
nm0209568;Dina De Laurentiis;1990;;actress;1
nm0209570;Dino A. De Laurentis;1972;2003;miscellaneous;1
nm0209581;Raffaella De Laurentiis;1954;;producer;1
nm0209586;Veronica De Laurentiis;1950;;actress;1
nm0209589;Ray DeLaurentis;1958;;writer;1
nm0209596;Carmen De Lavallade;1931;;actress;1
nm0209617;Rick de Leeuw;1960;;actor;1
nm0209629;Louis-Do de Lencquesaing;1963;;actor;1
nm0209662;Keempee de Leon;1973;;actor;1
nm0209667;Marcus DeLeon;1958;;writer;1
nm0209669;Marita De Leon;1969;;actress;1
nm0209672;Mike De Leon;1947;;director;1
nm0209703;Alain De Levita;1959;;producer;1
nm0209735;Daniel de Liege;1966;;producer;1
nm0209744;Antonietta De Lillo;1960;;director;1
nm0209800;Juan Carlos de Llaca;1962;;director;1
nm0209811;Guy De Lombaert;1951;;production_manager;1
nm0209815;Anthony De Longis;1950;;actor;1
nm0209843;Al De Lory;1930;2012;composer;1
nm0209853;Maryo J. de los Reyes;1952;2018;director;1
nm0209855;Thiago de Los Reyes;1989;;actor;1
nm0209897;Peppino De Luca;1936;1974;composer;1
nm0209906;Lorenzo De Luca;1966;;writer;1
nm0209927;Bruno de Luca;1982;;actor;1
nm0209930;Paul Delucca;1942;;costume_department;1
nm0209947;Chico de Luigi;1966;;camera_department;1
nm0209948;Fabio De Luigi;1967;;actor;1
nm0209968;Álvaro de Luna;1935;2018;actor;1
nm0209975;Kim De Lury;1970;;actor;1
nm0210034;Brigitte De Man;1957;;actress;1
nm0210056;Emilio De Marchi;1959;;actor;1
nm0210086;Wolfram de Marco;1966;;composer;1
nm0210174;Glória de Matos;1936;;actress;1
nm0210181;Octávio Matos;1939;2019;actor;1
nm0210218;Maria de Medeiros;1965;;actress;1
nm0210221;Nieve de Medina;1962;;actress;1
nm0210233;Enie van de Meiklokjes;1974;;actress;1
nm0210234;Fabio De Meis;1963;;camera_department;1
nm0210274;Alberto de Mendoza;1923;2011;actor;1
nm0210293;Matthew De Meritt;1970;;miscellaneous;1
nm0210302;Ilse De Meulemeester;1971;;actress;1
nm0210306;Jorgen de Mey;1966;;miscellaneous;1
nm0210308;Thierry De Mey;1956;;director;1
nm0210320;Kirk DeMicco;1969;;writer;1
nm0210341;Carmen de Miguel;1953;;producer;1
nm0210345;Lara de Miguel;1980;;actress;1
nm0210370;Jérôme de Missolz;1954;2016;director;1
nm0210384;Raul de Molina;1959;;actor;1
nm0210404;Lorenzo de Monteclaro;1939;;actor;1
nm0210427;Bob De Moor;1949;;actor;1
nm0210448;Luciana de Moraes;1956;;actress;1
nm0210572;Danielle de Niese;1979;;actress;1
nm0210607;Marco Mario de Notaris;1975;;actor;1
nm0210615;Agnes De Nul;1955;;actress;1
nm0210650;Camilo de Oliveira;1924;2016;actor;1
nm0210655;Daniel de Oliveira;1977;;actor;1
nm0210659;Domingos de Oliveira;1935;2019;writer;1
nm0210690;Juca de Oliveira;1935;;actor;1
nm0210710;Patrick de Oliveira;1981;;actor;1
nm0210762;Isabel Osca;1925;2011;actress;1
nm0210763;Paco De Osca;1925;2002;actor;1
nm0210769;Cornelia De Pablos;1965;;actress;1
nm0210832;Valerio De Paolis;1942;;producer;1
nm0210853;Ricardo de Pascual;1932;;actor;1
nm0210874;Brandon de Paul;1990;;actor;1
nm0210880;Lynsey de Paul;1948;2014;music_department;1
nm0210885;Vincent De Paul;1968;;actor;1
nm0210915;Starletta DuPois;1941;;actress;1
nm0210916;Bart De Pauw;1968;;actor;1
nm0210918;Josse De Pauw;1952;;actor;1
nm0210925;Camille De Pazzis;1978;;actress;1
nm0210938;Franco de Pena;1966;;director;1
nm0211015;Sofia de Portugal;1971;;actress;1
nm0211042;Nicolas de Pruyssenaere;1969;;stunts;1
nm0211072;Alex De Rakoff;1970;;writer;1
nm0211087;Emilie de Ravin;1981;;actress;1
nm0211089;Armando De Razza;1955;;actor;1
nm0211137;Margot De Ridder;1991;;actress;1
nm0211144;Libero De Rienzo;1978;;actor;1
nm0211160;Massimo De Rita;1935;2013;writer;1
nm0211202;Hilde De Roeck;1970;;actress;1
nm0211217;Sara de Roo;1970;;actress;1
nm0211219;Olaf de Rooij;1962;;actor;1
nm0211228;Mirjam de Rooij;1963;;actress;1
nm0211235;Andrea De Rosa;1986;;actor;1
nm0211241;Francesco De Rosa;1952;2004;actor;1
nm0211247;Gianfranco De Rosa;1969;;producer;1
nm0211258;Ron De Rosa;1965;;producer;1
nm0211288;Giannetto De Rossi;1942;;make_up_department;1
nm0211309;Ron De Roxtra;1949;;actor;1
nm0211347;Antoñita viuda de Ruiz;1925;;make_up_department;1
nm0211385;Guy De Saint Cyr;1958;;actor;1
nm0211408;Anne De Salvo;1949;;actress;1
nm0211433;Stefano De Sando;1954;;actor;1
nm0211440;Affonso Romano de Santanna;1937;;writer;1
nm0211469;Luisa De Santis;1944;;actress;1
nm0211470;Massimo De Santis;1971;;actor;1
nm0211479;Tony De Santis;1956;;actor;1
nm0211482;Damián de Santo;1968;;actor;1
nm0211507;Marcela Musso;1961;;actress;1
nm0211510;Miek De Schepper;1954;;actress;1
nm0211511;Peggy Jane de Schepper;1971;;actress;1
nm0211512;Steve de Schepper;1966;;actor;1
nm0211516;Damiaan De Schrijver;1958;;actor;1
nm0211524;Manuel De Seixas Correa;1980;;producer;1
nm0211548;Vittorio De Seta;1923;2011;director;1
nm0211561;Scott De Shields;1950;;art_department;1
nm0211587;Jorge De Silva;1973;;actor;1
nm0211644;Ana de Skalon;1953;2006;producer;1
nm0211653;Werner De Smedt;1970;;actor;1
nm0211674;Fernando De Soria;1937;2017;actor;1
nm0211693;Adelaide de Sousa;1969;;actress;1
nm0211726;Melissa De Sousa;1967;;actress;1
nm0211738;Victor de Sousa;1946;;actor;1
nm0211747;Amy De Souza;1973;;casting_director;1
nm0211767;Edward de Souza;1932;;actor;1
nm0211780;Ingrid de Souza;1976;;actress;1
nm0211808;Noel De Souza;1925;;actor;1
nm0211815;Paulo Brakarz;1960;;cinematographer;1
nm0211821;Ruth de Souza;1921;2019;actress;1
nm0211823;Steven E. de Souza;1947;;writer;1
nm0211869;Bindu De Stoppani;1976;;actress;1
nm0211879;Koen De Sutter;1966;;actor;1
nm0211901;Rui de Sá;1960;;miscellaneous;1
nm0211920;Marina de Tavira;1974;;actress;1
nm0211956;Guillaume de Tonquédec;1966;;actor;1
nm0211978;Joyce De Troch;1974;;actress;1
nm0211979;John De Troia;1945;2007;transportation_department;1
nm0212032;Adrien de Van;1973;;actor;1
nm0212046;Tasha de Vasconcelos;1966;;actress;1
nm0212075;Walter van de Velde;1950;;actor;1
nm0212076;Wim Van De Velde;1968;;actor;1
nm0212077;Yannick van de Velde;1989;;actor;1
nm0212123;Claudio Masciulli;1954;;actor;1
nm0212126;Renée de Vielmond;1953;;actress;1
nm0212133;Merel De Vilder Robier;1970;;actress;1
nm0212195;Laura de Vison;1939;2007;actress;1
nm0212204;Paolo De Vita;1957;;actor;1
nm0212229;Ronnie DeVoe;1967;;actor;1
nm0212231;Erik de Vogel;1961;;actor;1
nm0212257;Katrien Devos;1951;;actress;1
nm0212261;Sabine De Vos;1967;;actress;1
nm0212293;Hymke de Vries;1962;;actress;1
nm0212302;Marijn de Vries;1973;;production_manager;1
nm0212318;Stefan de Vries;1970;;director;1
nm0212328;Vic de Wachter;1951;;actor;1
nm0212347;Michel de Warzee;1943;;actor;1
nm0212393;Wim De Wilde;1967;;composer;1
nm0212423;Tom Dewispelaere;1976;;actor;1
nm0212425;Frans de Wit;1957;;actor;1
nm0212472;Luke de Woolfson;1976;;actor;1
nm0212498;Tim DeZarn;1952;;actor;1
nm0212516;Nati Ortíz de Zárate;1960;;actress;1
nm0212524;Charles De'Ath;1968;;actor;1
nm0212542;Gita Dey;1931;2011;actress;1
nm0212546;Nicole de Castro;1960;;camera_department;1
nm0212569;Claire Jane Vranian;1971;;make_up_department;1
nm0212573;Eric Deacon;1950;;actor;1
nm0212575;Gwenda Deacon;1946;2006;actress;1
nm0212577;John Deacon;1951;;soundtrack;1
nm0212588;Robert Deacon;1945;;actor;1
nm0212600;Derek Deadman;1940;2014;actor;1
nm0212601;Geoff Deadman;1969;;camera_department;1
nm0212603;Kelly Deadmon;1967;;actress;1
nm0212604;Vince Deadrick Jr.;1954;;stunts;1
nm0212606;Rock Deadrick;1952;;actor;1
nm0212610;Moira Deady;1922;2010;actress;1
nm0212619;Michael Deak;1960;;special_effects;1
nm0212626;Julia Deakin;1952;;actress;1
nm0212675;Jack Deam;1972;;actor;1
nm0212734;Christopher Dean;1958;;miscellaneous;1
nm0212764;Eliza Dean;1988;;actress;1
nm0212766;Emily Dean;1975;;actress;1
nm0212824;John Dean;1938;;writer;1
nm0212832;Swizz Beatz;1978;;soundtrack;1
nm0212847;Laura Dean;1963;;actress;1
nm0212889;Mike Dean;1965;;soundtrack;1
nm0212939;Ron Dean;1938;;actor;1
nm0212942;Rosie Dean;1958;;miscellaneous;1
nm0213000;Buddy Deane;1924;2003;actor;1
nm0213039;Meredith Deane;1989;;actress;1
nm0213067;Richard DeAngelis;1932;2005;actor;1
nm0213070;Bobby DeAngelo;1961;;actor;1
nm0213117;Oliver Dear;1972;;art_department;1
nm0213126;Eric Dearborn;1979;;actor;1
nm0213127;Matt Dearborn;1958;;producer;1
nm0213142;Robin Dearden;1953;;actress;1
nm0213148;Morgan Deare;1945;;actor;1
nm0213154;Blossom Dearie;1924;2009;soundtrack;1
nm0213200;Alexandra Deary;1991;;actress;1
nm0213205;Keno K. Deary;1972;;actor;1
nm0213210;Justin Deas;1948;;actor;1
nm0213229;Ted Deason;1941;;camera_department;1
nm0213234;Frank Deasy;1959;2009;writer;1
nm0213242;Elvira Deatcu;1972;;actress;1
nm0213263;Dick Deats;1945;2011;camera_department;1
nm0213265;Jerry C. Deats;1971;;camera_department;1
nm0213282;Michael Deaver;1938;2007;producer;1
nm0213320;Irene DeBari;1947;;actress;1
nm0213339;Jackie Debatin;1970;;actress;1
nm0213347;Julie Debazac;1972;;actress;1
nm0213354;Jamel Debbouze;1975;;actor;1
nm0213378;Natasha Debellis;1987;;actress;1
nm0213402;Aladino V. Debert;1971;;visual_effects;1
nm0213450;Dean DeBlois;1970;;writer;1
nm0213470;Ryan DeBoer;1985;;actor;1
nm0213482;Marcia DeBonis;1960;;actress;1
nm0213493;Kurush Deboo;1963;;actor;1
nm0213522;Paul DeBoy;1955;;actor;1
nm0213529;Lieven Debrauwer;1969;;director;1
nm0213546;Marie Debrey;1962;;actress;1
nm0213577;Andrzej Debski;1956;;actor;1
nm0213579;Krzesimir Debski;1953;;composer;1
nm0213587;Chris De Burgh;1948;;soundtrack;1
nm0213602;Ewa Decówna;1943;;actress;1
nm0213605;Anthony Decadi;1983;;actor;1
nm0213617;June DeCamp;1953;;art_department;1
nm0213625;Chris DeCanio;1960;;actor;1
nm0213648;Mark DeCarlo;1969;;actor;1
nm0213710;Daniel Kiberlain;1941;2000;writer;1
nm0213743;Alexia Dechamps;1968;;actress;1
nm0213744;Bernd Dechamps;1955;;actor;1
nm0213749;Phillip Dechamps;1989;;actor;1
nm0213750;John DeChancie;1946;;actor;1
nm0213766;Antonio Dechent;1960;;actor;1
nm0213769;Chris Dechert;1970;;art_department;1
nm0213779;Brad Dechter;1956;;music_department;1
nm0213780;Gadi Dechter;1975;;actor;1
nm0213784;Marie DeCicco;1939;2009;actress;1
nm0213797;Inspectah Deck;1970;;soundtrack;1
nm0213798;James D. Deck;1964;;assistant_director;1
nm0213840;Gabi Decker;1956;;actress;1
nm0213847;Jennifer Decker;1982;;actress;1
nm0213881;Spence Decker;1974;;actor;1
nm0213897;Blue Deckert;1951;;actor;1
nm0213903;Tempany Deckert;1978;;actress;1
nm0213912;Jan Decleir;1946;;actor;1
nm0213913;Jenne Decleir;1977;;actor;1
nm0213914;Reinhilde Decleir;1948;;actress;1
nm0213939;Didier Decoin;1945;;writer;1
nm0213976;Yves Decoste;1961;;actor;1
nm0213988;Philippe Decouflé;1961;;miscellaneous;1
nm0214036;Ed Decter;1959;;writer;1
nm0214081;Henryk Dederko;1944;;director;1
nm0214114;Joey Dedio;1963;;actor;1
nm0214129;Richard DeDomenico;1936;;actor;1
nm0214132;Mesud Dedovic;1949;;actor;1
nm0214133;Vera Dedovic;1969;2000;actress;1
nm0214137;Christopher Dedrick;1947;2010;composer;1
nm0214195;Kiki Dee;1947;;soundtrack;1
nm0214240;Deeba Begum;1947;;actress;1
nm0214280;Alice Dwyer;1988;;actress;1
nm0214286;John Deeks;1951;;actor;1
nm0214291;Guy Deel;1933;2005;art_department;1
nm0214299;Cat Deeley;1976;;actress;1
nm0214311;Andrew Deemer;1972;;actor;1
nm0214345;Timothy Deenihan;1970;;actor;1
nm0214405;Bill Dees;1939;2012;soundtrack;1
nm0214416;Michael Dees;1941;;soundtrack;1
nm0214419;Stephanie Dees;1978;;actress;1
nm0214430;Eddie Deezen;1957;;actor;1
nm0214449;Frederik Defant;1983;;actor;1
nm0214452;Sergio DeFassio;1952;;actor;1
nm0214488;Jacqueline Defferary;1968;;actress;1
nm0214499;Anthony DeFilippo;1987;;actor;1
nm0214531;Calvert DeForest;1921;2007;actor;1
nm0214594;Pete DeFreitas;1961;1989;soundtrack;1
nm0214599;Dimitri DeFresco;1983;;actor;1
nm0214641;Raz Degan;1968;;actor;1
nm0214661;Rupert Degas;1970;;actor;1
nm0214670;Bruno DeGazio;1958;;sound_department;1
nm0214689;Michael Degen;1932;;actor;1
nm0214699;Vance DeGeneres;1954;;producer;1
nm0214701;Ashley Degenford;1979;;actress;1
nm0214766;Piera Degli Esposti;1938;;actress;1
nm0214783;Morten Degnbol;1950;2016;sound_department;1
nm0214810;Frédérick De Grandpré;1972;;actor;1
nm0214833;Felipe Degregori;1954;;director;1
nm0214897;Tara de Guzman;1978;;actress;1
nm0214928;Richard DeHaven;1958;;actor;1
nm0214967;Thomas Dehler;1961;;actor;1
nm0214999;Frank Dehner;1968;;actor;1
nm0215003;Sebastian Dehnhardt;1968;;director;1
nm0215007;Marie Helen Dehorn;1987;;actress;1
nm0215013;Daniel Dehring;1975;;actor;1
nm0215015;Nicole DeHuff;1975;2005;actress;1
nm0215058;John Deignan;1969;;actor;1
nm0215066;B. Ted Deiker;1970;;producer;1
nm0215084;Jenny Deimling;1972;;actress;1
nm0215099;Tom Deininger;1950;;actor;1
nm0215101;Dionne Gipson;1970;;actress;1
nm0215108;Angela Deiseach;1972;;actress;1
nm0215109;Maureen Deiseach;1972;;actress;1
nm0215123;Donna Deitch;1945;;director;1
nm0215138;Sabine Deitmer;1947;2020;writer;1
nm0215141;Wes Deitrick;1956;;actor;1
nm0215149;Victor Deiß;1935;;actor;1
nm0215152;Andreas Deja;1957;;animation_department;1
nm0215157;Luka Dejanovic;1982;;production_manager;1
nm0215166;Maciej Dejczer;1953;;director;1
nm0215174;Lars Dejert;1947;;actor;1
nm0215205;John Paul DeJoria;1944;;producer;1
nm0215217;Agata Deka;1967;;production_manager;1
nm0215229;Tim DeKay;1963;;actor;1
nm0215265;Chris Dekker;1963;;actor;1
nm0215266;Desmond Dekker;1941;2006;soundtrack;1
nm0215272;Janke Dekker;1963;;actress;1
nm0215280;Stacie Dekker;1980;;editor;1
nm0215281;Thomas Dekker;1987;;actor;1
nm0215283;Victor Dekker;1956;;sound_department;1
nm0215293;Mark Deklin;1967;;actor;1
nm0215336;Jonathan Del Arco;1966;;actor;1
nm0215348;José Luis del Barco;1941;;production_designer;1
nm0215371;Andrea Del Boca;1965;;actress;1
nm0215448;Rick Del Carmen;1962;;art_department;1
nm0215455;Ronnie Del Carmen;1959;;art_department;1
nm0215487;Kate del Castillo;1972;;actress;1
nm0215531;Jayme del Cueto;1934;;actor;1
nm0215550;Riccardo Del Fra;1956;;composer;1
nm0215594;Daniele Del Giudice;1949;;writer;1
nm0215597;Ramses del Hierro;1978;;miscellaneous;1
nm0215606;Alicia del Lago;1935;2015;actress;1
nm0215654;Carlo del Monte;1923;2000;actor;1
nm0215665;Inma del Moral;1974;;actress;1
nm0215684;Vinny Del Negro;1966;;actor;1
nm0215692;Marisol del Olmo;1975;;actress;1
nm0215761;Matías Del Pozo;1992;;actor;1
nm0215830;Michael Philip Del Rio;1956;2009;actor;1
nm0215886;Emilio Ruiz del Río;1923;2007;visual_effects;1
nm0215905;Ricardo Del Río;1966;;producer;1
nm0215913;Miguel del Sel;1957;;actor;1
nm0215916;Barry Del Sherman;1962;;actor;1
nm0215934;Vanessa Del Sol;1977;;actress;1
nm0215948;Paco del Toro;1956;;director;1
nm0215954;Rafael Del Toro;1978;;actor;1
nm0215959;Bruno Del Turco;1963;;actor;1
nm0215964;Concha del Val;1948;;actress;1
nm0216024;Rafael del Villar;1962;;actor;1
nm0216032;Federico Del Zoppo;1940;;camera_department;1
nm0216056;Michael Dela;1955;;sound_department;1
nm0216059;Eric DelaBarre;1965;;miscellaneous;1
nm0216117;Pawel Delag;1970;;actor;1
nm0216154;Luc Delahaye;1962;;camera_department;1
nm0216220;Louise Delamere;1969;;actress;1
nm0216226;Ray De La Motte;1944;;camera_department;1
nm0216242;Shyra Deland;1973;;actress;1
nm0216257;Delaney Williams;1962;;actor;1
