Title ID;Average Rating;Number of Votes
tt0262698;6,9;857
tt0262699;5,2;2312
tt0262700;7,4;48
tt0262774;6,6;647
tt0262776;6,1;311
tt0262826;7;1924
tt0262828;2,5;165
tt0262833;7,1;503
tt0262911;5,4;1116
tt0262981;6,5;204
tt0262985;8,3;18865
tt0262994;7,2;209
tt0262995;7,5;943
tt0263005;3;182
tt0263009;7,1;53
tt0263026;5,4;2213
tt0263053;4,1;612
tt0263101;6,6;3507
tt0263108;6,6;78
tt0263124;7,7;5003
tt0263126;7,7;76
tt0263137;5,5;13
tt0263156;6,5;279
tt0263181;7,6;259
tt0263215;5,5;1035
tt0263256;6,9;9
tt0263265;5,5;5128
tt0263321;5,8;236
tt0263334;7,2;2430
tt0263348;5;345
tt0263363;6,6;292
tt0263366;6,8;135
tt0263381;6,2;13
tt0263386;4,7;1322
tt0263412;6,6;59
tt0263467;6,8;2160
tt0263470;7,7;6
tt0263488;6,2;112282
tt0263491;4,9;1163
tt0263496;5,8;977
tt0263500;7,3;15
tt0263633;8,4;47
tt0263657;6,5;107
tt0263663;7,6;159
tt0263671;6,4;2372
tt0263725;6,9;4431
tt0263728;4;2605
tt0263734;5,7;4271
tt0263746;3,5;540
tt0263748;7,1;62
tt0263755;6,1;54
tt0263757;6,2;35451
tt0263761;5,2;97
tt0263790;3,1;126
tt0263824;6,8;93
tt0263840;6,6;99
tt0263868;6,4;462
tt0263877;7,4;64
tt0263916;7,5;63
tt0263939;6,4;501
tt0263957;6,4;1342
tt0263963;6,9;94
tt0263971;6,6;207
tt0264029;8,2;48
tt0264056;7;12
tt0264079;5;347
tt0264100;7,3;548
tt0264117;7,2;79
tt0264129;5,7;9
tt0264130;7,1;56
tt0264150;5,3;25689
tt0264228;8,8;297
tt0264235;8,7;104072
tt0264242;7,6;25
tt0264246;7,6;238
tt0264258;7,2;9
tt0264262;6,8;3507
tt0264298;7,4;14
tt0264316;7,8;111
tt0264319;6,2;279
tt0264323;5,3;12027
tt0264327;6,9;17
tt0264330;6,3;87
tt0264333;6,7;1672
tt0264360;6,2;430
tt0264365;3,7;226
tt0264366;6,4;560
tt0264378;7,1;105
tt0264395;6,5;59667
tt0264410;3,1;502
tt0264425;4,7;69
tt0264429;3,6;1685
tt0264445;6,3;37
tt0264446;6,5;382
tt0264464;8,1;845673
tt0264472;6,5;67338
tt0264508;6,3;17185
tt0264547;6,9;70
tt0264557;6,2;104
tt0264559;4,6;121
tt0264578;7,8;1886
tt0264584;7,7;187
tt0264590;5,2;32
tt0264605;3,8;100
tt0264606;3,5;165
tt0264616;7,2;77964
tt0264634;7,7;158
tt0264647;6,1;108
tt0264648;6;522
tt0264683;4,8;431
tt0264689;7,2;3181
tt0264692;6,5;81
tt0264695;6,1;1031
tt0264710;5,1;231
tt0264740;6,1;10
tt0264761;6,4;15938
tt0264792;4,9;283
tt0264796;7,5;42977
tt0264801;5,9;50
tt0264802;6,3;465
tt0264804;7,5;382
tt0264916;7;88
tt0264917;6,9;919
tt0264927;6,9;7
tt0264935;6,2;53625
tt0264944;6,9;255
tt0264946;6,9;165
tt0264948;7,4;5
tt0264970;4,9;108
tt0265002;7,6;181
tt0265010;5;2397
tt0265016;6,2;104
tt0265017;7,2;93
tt0265029;5,7;54785
tt0265086;7,7;366757
tt0265087;4,9;38412
tt0265101;6,4;295
tt0265104;4,8;2603
tt0265107;7,1;241
tt0265116;7;2199
tt0265118;4,1;412
tt0265133;3,7;254
tt0265144;7,3;2902
tt0265148;4;4319
tt0265164;7,6;17
tt0265171;5,9;2991
tt0265188;6,7;335
tt0265198;2,8;539
tt0265208;6,7;203098
tt0265212;7,2;304
tt0265218;8,3;121
tt0265226;5,6;51
tt0265232;5,2;2027
tt0265252;5,2;229
tt0265273;5,6;34
tt0265274;6,5;329
tt0265285;4,9;19
tt0265298;5,4;35305
tt0265300;7,3;60
tt0265307;6,6;4107
tt0265317;4,4;889
tt0265343;7,3;23502
tt0265344;6,1;61
tt0265349;6,4;76509
tt0265351;8,5;43
tt0265357;4,3;170
tt0265405;2,1;56
tt0265426;6,9;62
tt0265436;6,7;428
tt0265459;6,8;115504
tt0265470;7,6;15
tt0265493;6,9;59
tt0265496;2,5;242
tt0265511;4,9;218
tt0265521;6,5;14
tt0265533;2,6;283
tt0265581;5,3;386
tt0265591;6,1;8510
tt0265602;6,7;120
tt0265625;5,3;464
tt0265651;6,6;17397
tt0265662;6,9;32631
tt0265663;4,6;40
tt0265665;6,9;27
tt0265666;7,6;269304
tt0265691;5,6;937
tt0265709;5,8;1779
tt0265713;6,7;4174
tt0265736;5,4;377
tt0265739;6,4;624
tt0265740;6,1;39
tt0265752;5,9;885
tt0265755;7,5;113
tt0265773;7,4;36
tt0265787;3,9;676
tt0265803;6,2;246
tt0265808;5,2;12579
tt0265825;6,8;501
tt0265828;4,8;161
tt0265859;5,5;1237
tt0265863;3,2;34
tt0265864;5,7;119
tt0265930;6,9;8049
tt0265932;5,2;718
tt0265944;3,6;1783
tt0266013;4,6;155
tt0266017;5,2;106
tt0266041;6,3;193
tt0266048;5,7;405
tt0266057;1,3;134
tt0266078;6,4;337
tt0266079;7;737
tt0266102;6,9;90
tt0266121;8,8;89
tt0266138;8,5;26
tt0266162;4,5;46
tt0266177;7,1;19
tt0266186;3,8;5
tt0266193;7;7
tt0266195;6,4;128
tt0266308;7,6;170153
tt0266316;6;93
tt0266381;6,4;409
tt0266391;6,3;7875
tt0266407;5,9;171
tt0266408;5,3;1695
tt0266425;7,7;19126
tt0266437;7,5;2291
tt0266438;2,8;42
tt0266441;6,7;147
tt0266449;4,6;55
tt0266452;6,4;38851
tt0266465;6,1;45342
tt0266489;5,9;55701
tt0266519;6,6;309
tt0266529;6,1;378
tt0266543;8,1;957703
tt0266549;4,7;66
tt0266555;6,2;1700
tt0266568;5,8;245
tt0266614;8,2;25
tt0266624;8,3;115
tt0266634;5,2;159
tt0266665;6,6;8
tt0266670;7,3;6
tt0266697;8,1;1010365
tt0266705;7,1;58
tt0266725;4,9;18
tt0266732;5,5;679
tt0266747;2,9;5054
tt0266759;5,8;10
tt0266789;6,9;145
tt0266793;4,9;16
tt0266821;6,4;1479
tt0266824;6;278
tt0266849;5,6;126
tt0266850;6,4;3026
tt0266870;6,2;481
tt0266915;6,6;201211
tt0266945;6,1;92
tt0266971;6;2296
tt0266978;7,2;12
tt0266987;7,1;146773
tt0266994;7;207
tt0267000;6,2;63
tt0267044;5,8;520
tt0267129;6,2;11488
tt0267153;7;123
tt0267155;4,9;388
tt0267165;7;19
tt0267201;8,1;245
tt0267218;6,3;145
tt0267231;5,2;201
tt0267237;6,5;507
tt0267248;4,9;9232
tt0267259;4,3;94
tt0267261;5,1;1697
tt0267271;6,2;24
tt0267281;5,6;870
tt0267287;6,4;12879
tt0267305;7,5;52
tt0267319;5;37
tt0267329;8;20
tt0267336;3,7;190
tt0267379;4;119
tt0267413;5,7;73
tt0267414;4,8;202
tt0267427;6,4;132
tt0267439;7,8;37
tt0267440;3;905
tt0267460;7,6;35
tt0267490;7,2;630
tt0267572;7,2;67
tt0267626;6,7;60005
tt0267659;5,2;478
tt0267664;7,7;90
tt0267667;7,4;11
tt0267672;6,7;79
tt0267694;6,2;129
tt0267736;7,4;1343
tt0267749;5,8;17
tt0267764;5,5;28
tt0267771;6,5;35
tt0267785;4,2;332
tt0267804;5,9;88819
tt0267816;4,8;22
tt0267863;4,8;76
tt0267891;5,8;35289
tt0267913;5,1;100835
tt0267923;3,7;136
tt0267929;7,1;7
tt0267989;5,2;704
tt0268032;6,2;325
tt0268040;6,2;663
tt0268072;3;50
tt0268075;7,5;33
tt0268077;7,4;1874
tt0268084;7,6;123
tt0268089;7,1;127
tt0268090;6,7;16
tt0268094;7,6;1531
tt0268097;5,9;118
tt0268122;5,5;40
tt0268126;7,7;179930
tt0268130;5,4;303
tt0268154;5,4;14
tt0268159;4,5;29
tt0268175;7,4;52
tt0268199;7,2;21
tt0268200;6,7;1396
tt0268211;6,1;181
tt0268219;6,9;1012
tt0268229;4,7;229
tt0268261;4,5;208
tt0268288;5,3;1494
tt0268297;5,8;520
tt0268299;5,6;10
tt0268303;4;1076
tt0268313;4,9;93
tt0268321;4,8;287
tt0268358;4,5;164
tt0268374;5,5;3051
tt0268380;7,5;445588
tt0268397;6;31090
tt0268424;6,8;394
tt0268437;6,5;4854
tt0268466;6,6;755
tt0268509;6,6;322
tt0268526;6,3;117
tt0268531;6,1;326
tt0268548;4,2;270
tt0268575;6,7;43
tt0268579;4,6;2752
tt0268581;3,7;384
tt0268586;4,5;728
tt0268636;4,2;377
tt0268653;7;46
tt0268690;7;9441
tt0268695;6;119003
tt0268696;6,7;532
tt0268711;4,3;1031
tt0268755;4,6;712
tt0268763;3,9;109
tt0268789;7,9;635
tt0268815;5;15
tt0268845;7,1;95
tt0268862;5,6;1595
tt0268879;5,1;222
tt0268917;6,3;535
tt0268926;5,4;205
tt0268930;5,4;16
tt0268948;7,8;449
tt0268978;8,2;857726
tt0268992;5,8;37
tt0268995;6,9;52673
tt0268996;5,6;159
tt0269009;4,1;835
tt0269043;5,5;60
tt0269084;3,4;125
tt0269090;5,7;22
tt0269095;6,1;24262
tt0269105;5,2;189
tt0269107;7,5;20
tt0269112;5;64
tt0269153;5,2;16
tt0269157;7,3;293
tt0269174;6,5;19
tt0269200;5,7;51
tt0269217;6,9;2664
tt0269232;5,8;119
tt0269266;5,1;901
tt0269281;6,2;1493
tt0269325;5,8;38
tt0269329;6,8;1557
tt0269347;6,1;44194
tt0269350;8,2;56
tt0269356;4;1004
tt0269376;5,2;92
tt0269388;3,4;31
tt0269389;6,7;12983
tt0269410;4,6;1644
tt0269433;5;95
tt0269458;8;15
tt0269461;6,8;1237
tt0269480;4,7;147
tt0269482;7,5;10
tt0269483;6,1;2798
tt0269493;5,1;45
tt0269499;6,4;3534
tt0269500;6,7;190
tt0269501;6,9;24
tt0269604;5,1;1852
tt0269624;4,7;243
tt0269642;6,2;148
tt0269671;4,8;10
tt0269677;6,1;262
tt0269742;3,8;50
tt0269746;7,3;4614
tt0269763;6,7;864
tt0269771;6,3;499
tt0269792;5,6;303
tt0269856;7,4;1742
tt0269902;7,4;22
tt0269932;5,9;108
tt0269934;8;40
tt0269944;5;64
tt0269969;6,7;314
tt0269993;5,8;38
tt0270023;6,5;8
tt0270035;7,1;174
tt0270053;8;33952
tt0270059;6;108
tt0270065;7,1;43
tt0270095;7,2;44
tt0270104;6,5;151
tt0270111;6,6;9
tt0270118;4,6;1350
tt0270127;7;245
tt0270137;8,1;7
tt0270179;6,2;198
tt0270197;6,3;1155
tt0270259;6,3;3582
tt0270271;5,2;20
tt0270288;7;84211
tt0270317;6,3;1142
tt0270320;7,5;13
tt0270321;8,8;1360
tt0270327;6,8;13
tt0270348;6,1;729
tt0270393;2,5;619
tt0270397;8,6;10
tt0270417;4,3;369
tt0270430;6;617
tt0270442;7;84
tt0270480;6,6;3611
tt0270487;6,1;310
tt0270500;6,9;205
tt0270515;7,5;60
tt0270560;5,2;4567
tt0270569;6,8;400
tt0270593;4,9;14
tt0270621;6,4;825
tt0270631;4,9;12
tt0270640;6,8;66
tt0270688;5,3;1287
tt0270707;4,7;9965
tt0270728;7,5;8
tt0270769;8,1;187
tt0270792;7,4;952
tt0270807;7,2;27
tt0270822;5,6;162
tt0270841;4,5;604
tt0270845;3,9;69
tt0270846;1,9;29809
tt0270855;4,9;10
tt0270858;7,5;20
tt0270882;2,8;1455
tt0270891;4,6;2385
tt0270902;7;162
tt0270908;5,7;318
tt0270911;5;1820
tt0270918;6,3;125
tt0270919;7,1;1952
tt0270933;6,7;3443
tt0270939;7,5;49
tt0270957;5;342
tt0270971;7,1;795
tt0270980;4,7;28338
tt0270987;4;23
tt0270989;5,4;54
tt0270991;3,4;176
tt0271000;5,2;384
tt0271003;6,3;219
tt0271017;4,8;244
tt0271018;3,4;394
tt0271020;5,2;534
tt0271022;5,7;228
tt0271027;6,6;61117
tt0271029;7,6;3156
tt0271031;5,2;865
tt0271045;5;122
tt0271053;3,6;108
tt0271093;7,4;22
tt0271136;5,3;2323
tt0271193;6,1;147
tt0271200;4,3;1042
tt0271210;5,2;1078
tt0271211;7,2;1040
tt0271219;6,1;5737
tt0271234;6,6;27
tt0271256;6,1;18
tt0271259;6,4;14262
tt0271263;5,4;21831
tt0271271;5,9;3582
tt0271275;6,4;122
tt0271276;8,1;45
tt0271278;7,2;242
tt0271285;4,3;182
tt0271288;6,4;46
tt0271303;6,8;58
tt0271306;7;21
tt0271308;5,1;770
tt0271311;7;12
tt0271319;5,5;65
tt0271320;7,9;431
tt0271324;6,5;20
tt0271367;5,4;52914
tt0271383;8,6;12206
tt0271395;5,3;140
tt0271400;4,2;98
tt0271444;5,1;108
tt0271451;3,5;363
tt0271454;5,9;1085
tt0271499;6,2;118
tt0271537;5;310
tt0271538;5,8;494
tt0271543;4,7;1068
tt0271582;6,7;1808
tt0271616;6,1;194
tt0271624;4,2;6
tt0271637;7,1;289
tt0271668;5,7;48271
tt0271679;7,4;61
tt0271701;4,2;353
tt0271708;3,3;101
tt0271723;5,4;166
tt0271732;7,6;2454
tt0271748;5,1;1854
tt0271752;7;7
tt0271764;7,1;14
tt0271798;5,5;199
tt0271802;7;35
tt0271809;5,3;502
tt0271882;5,7;2363
tt0271885;5,9;1365
tt0271893;6,6;247
tt0271897;7,6;5
tt0271913;5,1;144
tt0271914;8;37
tt0271930;8,1;42
tt0271931;2,8;30
tt0271935;5,6;877
tt0271945;4,6;918
tt0271946;5,9;16480
tt0271958;6,4;84
tt0271972;3,9;2710
tt0271982;6,3;42
tt0271984;3,4;627
tt0272010;5,8;192
tt0272020;7;72985
tt0272036;2,8;720
tt0272046;5,9;423
tt0272068;7,7;48
tt0272069;2,5;312
tt0272087;5,6;173
tt0272093;6,5;91
tt0272105;5,4;56
tt0272116;4,5;175
tt0272123;7,2;57
tt0272127;5,3;315
tt0272147;4,6;6969
tt0272152;7,4;175787
tt0272196;4,7;208
tt0272207;7,1;38492
tt0272217;7,2;41
tt0272241;6,2;63
tt0272255;6,4;1727
tt0272263;4,6;474
tt0272274;4,8;437
tt0272289;5,6;235
tt0272315;5,9;31
tt0272338;7,3;149245
tt0272376;6,7;424
tt0272388;7,5;3516
tt0272397;8,3;3439
tt0272404;8,4;170
tt0272422;6,9;53
tt0272440;4,6;656
tt0272454;4,6;384
tt0272557;4,1;669
tt0272590;6,2;201
tt0272606;6,2;1176
tt0272620;8,2;560
tt0272647;5,8;90
tt0272664;4,9;9
tt0272685;6,2;34
tt0272696;5,4;30
tt0272697;7,5;73
tt0272730;5,2;222
tt0272791;4,9;28
tt0272822;5,2;283
tt0272839;7,6;2604
tt0272884;8;955
tt0272895;3,6;126
tt0272980;8,3;1799
tt0272993;7,4;2074
tt0273003;7,1;48
tt0273008;4,9;41
tt0273015;6,6;19
tt0273025;3,5;427
tt0273028;7,9;16320
tt0273041;2,9;778
tt0273048;6;252
tt0273057;3,8;125
tt0273069;6,8;3048
tt0273083;8,4;7
tt0273106;3,8;52
tt0273148;7,4;1587
tt0273153;5,6;143
tt0273194;6,6;27
tt0273226;6,5;129
tt0273228;4,9;111
tt0273253;6,2;1276
tt0273259;5;94
tt0273276;7,3;117
tt0273295;8;57
tt0273300;7,1;1335
tt0273302;5,4;1095
tt0273311;4,6;277
tt0273326;6,8;920
tt0273331;2,8;132
tt0273334;6,1;103
tt0273341;7;27
tt0273344;6,7;43
tt0273349;7,6;52
tt0273359;8,3;784
tt0273366;6,6;17577
tt0273374;8;238
tt0273379;8,5;5595
tt0273386;7,5;154
tt0273418;5,7;12
tt0273435;6,2;14059
tt0273453;5;693
tt0273457;4,6;140
tt0273498;5,5;107
tt0273514;4,4;33
tt0273517;5,5;18871
tt0273539;5,5;152
tt0273567;6,2;324
tt0273605;4,2;82
tt0273606;5,3;31
tt0273607;5,9;574
tt0273631;6;33
tt0273656;8,2;3894
tt0273657;8,3;3396
tt0273689;5,4;7970
tt0273715;7,4;11
tt0273719;6,1;3257
tt0273726;4;71
tt0273738;7,2;18
tt0273799;5,4;7566
tt0273812;6,3;180
tt0273822;6,5;1836
tt0273833;6,7;1330
tt0273840;7,8;3113
tt0273842;6,6;4685
tt0273850;6,9;885
tt0273851;6,1;618
tt0273855;6,8;25385
tt0273863;5,7;38
tt0273883;6,1;17
tt0273884;6,1;15
tt0273910;4,6;39
tt0273923;6,2;47178
tt0273949;6,3;33
tt0273982;6,9;9656
tt0274031;7,6;17
tt0274057;5,9;48
tt0274096;2,7;6
tt0274117;7,3;13502
tt0274154;3,6;100
tt0274155;6,4;6835
tt0274166;6,2;149598
tt0274181;5,9;110
tt0274192;8,2;53
tt0274193;5,8;104
tt0274204;5,5;122
tt0274238;8,7;31
tt0274246;6,9;19
tt0274252;8;22
tt0274262;5,4;159
tt0274266;6,3;223
tt0274279;5,9;221
tt0274284;6,9;249
tt0274296;3;320
tt0274297;8,9;199
tt0274298;6,5;2340
tt0274309;7,3;33608
tt0274323;6,5;219
tt0274407;6,4;2133
tt0274415;4,7;1358
tt0274419;4,6;135
tt0274424;6,7;24
tt0274428;6,6;3409
tt0274430;5,9;135
tt0274432;6,1;24
tt0274457;6,2;77
tt0274468;7,8;3925
tt0274472;2,2;349
tt0274497;7,3;8683
tt0274509;5,2;747
tt0274523;4,1;46
tt0274541;5,6;404
tt0274558;7,5;125316
tt0274576;4,1;26
tt0274596;3,8;18
tt0274611;3,4;5
tt0274626;6,2;440
tt0274636;6,2;6940
tt0274637;6,4;64
tt0274639;5,9;110
tt0274643;6;155
tt0274652;6,5;63
tt0274661;4,3;57
tt0274680;6,5;92
tt0274708;6,9;136
tt0274711;5,5;10999
tt0274716;7,8;721
tt0274724;7,2;16
tt0274728;4,7;515
tt0274748;7;20
tt0274757;6,8;31
tt0274760;7,2;19
tt0274761;6,5;7596
tt0274768;6,8;41
tt0274812;7;84241
tt0274830;4,8;340
tt0274861;4,8;351
tt0274868;6,4;71
tt0274871;7,4;32
tt0274874;4,7;617
tt0274883;4,3;276
tt0274906;6,2;565
tt0274919;6,2;25
tt0274947;6;46
tt0274993;7,1;277
tt0275022;3,5;38519
tt0275052;5,5;50
tt0275067;5;4042
tt0275072;6,8;405
tt0275105;4,6;13
tt0275116;3;41
tt0275117;7;42
tt0275127;7,1;51
tt0275137;8,5;41581
tt0275140;7,4;22975
tt0275151;8,5;39
tt0275154;7,1;179
tt0275160;6,4;24
tt0275170;5,4;318
tt0275182;6,4;287
tt0275191;4,6;11
tt0275204;7;244
tt0275214;6,3;888
tt0275230;6,7;12004
tt0275236;3;231
tt0275258;5,4;99
tt0275263;7,5;75
tt0275275;6,8;189
tt0275277;7,9;43322
tt0275295;7,7;64
tt0275309;7,7;12335
tt0275407;4,9;166
tt0275409;6,5;88
tt0275468;5,7;841
tt0275491;7,4;56115
tt0275512;4,8;148
tt0275520;7,4;735
tt0275560;5,9;400
tt0275577;7,3;594
tt0275611;4,3;228
tt0275615;6,8;53
tt0275639;5,3;703
tt0275655;4,4;101
tt0275681;6,7;585
tt0275688;5,6;345
tt0275692;5,4;1137
tt0275719;7,3;18986
tt0275764;6,5;938
tt0275772;5,4;108
tt0275773;6,4;12548
tt0275791;5,8;12
tt0275802;6,7;62
tt0275812;5,9;56
tt0275821;8,2;811
tt0275828;7,1;20
tt0275835;5;109
tt0275847;7,2;170446
tt0275848;6,7;1123
tt0275868;5,4;18
tt0275869;5;37
tt0275902;6,4;431
tt0275913;3,3;1193
tt0275915;6,6;1046
tt0275947;5,2;8766
tt0275967;6;101
tt0275969;2,5;57
tt0275979;5,1;165
tt0276000;7;5
tt0276015;6,2;104
tt0276033;4,2;5149
tt0276053;4,7;304
tt0276110;6,3;135
tt0276134;7,3;29
tt0276140;4,8;185
tt0276167;2,3;255
tt0276176;6,4;92
tt0276189;6,8;721
tt0276191;4,8;2252
tt0276197;6,1;22
tt0276198;5,8;221
tt0276216;6,9;504
tt0276226;6,5;110
tt0276276;6,7;1316
tt0276313;7,5;20
tt0276331;4,8;87
tt0276384;6,2;6
tt0276409;6,5;1782
tt0276428;5,9;342
tt0276435;6,9;61
tt0276437;5,5;317
tt0276501;7,2;4418
tt0276502;3,1;53
tt0276504;7,1;347
tt0276515;7,5;865
tt0276518;7,4;34
tt0276519;5,7;6
tt0276529;7,4;76
tt0276531;5,4;207
tt0276584;7,9;32
tt0276585;7,3;177
tt0276594;7,5;307
tt0276613;7,7;1311
tt0276617;7,1;3159
tt0276637;6,7;36
tt0276650;7,6;873
tt0276656;5,1;1598
tt0276732;8,2;594
tt0276751;7;173910
tt0276773;6,2;109
tt0276806;8,1;29
tt0276816;6,1;21159
tt0276818;7;1215
tt0276819;7,1;221
tt0276820;7;1096
tt0276830;5,2;10362
tt0276860;6,9;240
tt0276863;6,8;641
tt0276868;5,2;686
tt0276886;5,5;66
tt0276893;6,8;53
tt0276914;6,6;56
tt0276919;8;139034
tt0276935;7;2231
tt0276951;6,8;292
tt0276977;6,1;1032
tt0277026;7,2;22
tt0277027;7,7;143622
tt0277044;6;775
tt0277092;6,4;144
tt0277101;5,4;28
tt0277119;6,7;100
tt0277155;7,3;32
tt0277171;6,4;226
tt0277184;7,2;177
tt0277185;5,9;107
tt0277203;8,5;63
tt0277235;7,7;47
tt0277255;7;463
tt0277259;6,8;17
tt0277296;5,5;131228
tt0277327;7,4;6963
tt0277371;5,7;98391
tt0277386;5,5;13
tt0277414;7;52
tt0277428;6,6;225
tt0277434;7,2;131281
tt0277444;6,8;206
tt0277482;6,5;32
tt0277483;8,3;7
tt0277533;4,7;18
tt0277537;6,3;174
tt0277551;8;53
tt0277558;6,3;407
tt0277561;7,5;10
tt0277578;6,3;315
tt0277585;5,7;384
tt0277586;4,8;15
tt0277592;6,8;33
tt0277607;6,2;795
tt0277615;7,1;1084
tt0277622;6;331
tt0277625;6,3;463
tt0277664;3,6;58
tt0277666;4,9;17
tt0277688;3,4;130
tt0277703;3,3;1077
tt0277705;5,9;1265
tt0277713;5,1;35
tt0277722;7,4;24
tt0277744;5,3;1277
tt0277785;5,3;17
tt0277789;6,7;69
tt0277790;4;436
tt0277797;6,6;183
tt0277798;6,6;58
tt0277895;6,7;417
tt0277910;5,8;126
tt0277919;6,2;122
tt0277925;6,8;744
tt0277928;6,5;330
tt0277935;3,8;21
tt0277941;6,5;26025
tt0277944;3,6;721
tt0277975;7,1;45
tt0277986;3,5;1021
tt0278006;7,7;2399
tt0278017;7,3;499
tt0278022;7;32
tt0278026;3,1;272
tt0278035;5,6;1092
tt0278044;6,3;171
tt0278076;6,6;7
tt0278080;5,8;111
tt0278102;6,9;902
tt0278162;6,2;164
tt0278184;4,6;22
tt0278189;3,6;59
tt0278191;5,7;6318
tt0278194;7,5;33
tt0278211;7,4;53
tt0278212;1,6;1438
tt0278231;7,1;290
tt0278233;7,1;48
tt0278238;8,5;46272
tt0278243;6,7;23
tt0278245;6,1;1927
tt0278249;5,9;704
tt0278251;7,1;3823
tt0278255;5,9;137
tt0278259;2,7;2128
tt0278291;6,4;8053
tt0278293;6;108
tt0278295;5,9;12849
tt0278304;6,8;259
tt0278351;6,2;2602
tt0278368;6,9;35
tt0278395;5;134
tt0278406;4,7;475
tt0278412;5,8;193
tt0278422;5,1;146
tt0278435;5,8;40258
tt0278486;7,9;28
tt0278487;4,1;1939
tt0278488;6,3;54017
tt0278490;7;707
tt0278500;6,8;22263
tt0278504;7,2;277531
tt0278512;2;191
tt0278514;5,6;50
tt0278548;7,1;742
tt0278554;7;200
tt0278597;6;1709
tt0278617;7,4;53
tt0278622;8,2;100
tt0278674;2,9;76
tt0278675;4,8;1548
tt0278731;6,8;35855
tt0278736;8;10005
tt0278783;6,6;121
tt0278785;5,9;180
tt0278786;3,4;22
tt0278815;6,5;3495
tt0278818;5,4;9
tt0278823;6,6;25978
tt0278866;7,2;24038
tt0278875;6,5;28
tt0278876;6;905
tt0278877;7,9;7375
tt0278954;6,2;57
tt0278976;7,2;37
tt0279064;7,5;14256
tt0279065;7,4;4650
tt0279074;7,1;451
tt0279077;8,2;15500
tt0279081;7;46
tt0279083;6,9;175
tt0279088;7,3;82
tt0279111;6,4;15444
tt0279112;7,1;5402
tt0279113;6,3;43338
tt0279133;5;30
tt0279136;8,3;18
tt0279138;6,6;17
tt0279154;6,9;61
tt0279178;5,4;56
tt0279193;6,1;58
tt0279204;6,6;1297
tt0279231;6,8;4791
tt0279248;7,9;6746
tt0279250;5,2;933
tt0279253;6,3;10
tt0279286;4,2;3968
tt0279322;5,5;10
tt0279331;6,6;20686
tt0279351;5,2;88
tt0279362;5;56
tt0279367;5,5;13
tt0279410;5,3;270
tt0279469;4,6;191
tt0279474;5,4;606
tt0279479;5,5;81
tt0279485;5,6;27
tt0279493;5,8;33522
tt0279523;6,6;260
tt0279543;7,5;46
tt0279546;7,6;18
tt0279550;4,5;1123
tt0279556;6,4;165
tt0279570;7;2088
tt0279600;7,5;117194
tt0279612;5,2;205
tt0279613;6;47
tt0279620;6,4;15
tt0279623;4,5;154
tt0279683;7;85
tt0279688;2,8;1050
tt0279695;2,8;2096
tt0279697;6,6;52
tt0279721;4,9;175
tt0279734;7,8;306
tt0279747;6,8;85
tt0279750;4,2;221
tt0279765;7;505
tt0279768;3,2;268
tt0279778;6,1;18221
tt0279781;5,5;13823
tt0279783;7,1;1227
tt0279809;3,7;267
tt0279826;4,5;34
tt0279871;5,5;78
tt0279885;5,7;57
tt0279887;6,6;570
tt0279889;5,5;10033
tt0279895;5,2;989
tt0279911;6,5;181
tt0279960;6,7;14
tt0279969;6,7;111
tt0279998;6,4;64
tt0280000;4,5;129
tt0280015;7,1;1099
tt0280030;5,8;18724
tt0280047;7,8;34
tt0280096;6,3;206
tt0280179;5,4;136
tt0280193;4,8;63
tt0280223;6,2;146
tt0280229;7,1;86
tt0280231;8,1;79
tt0280250;6,7;13
tt0280257;7,6;1596
tt0280259;7,3;117
tt0280260;8,2;43
tt0280262;7,9;546
tt0280264;6,8;626
tt0280269;7,4;163
tt0280282;7,1;455
tt0280285;6,1;71
tt0280287;7,9;446
tt0280310;6;16
tt0280330;7,8;3253
tt0280343;7,3;43
tt0280344;6,8;259
tt0280347;6,3;515
tt0280380;6,2;22816
tt0280381;7,1;1542
tt0280383;4,8;97
tt0280385;3,3;78
tt0280419;7,4;18
tt0280424;5,2;1676
tt0280438;5,9;2940
tt0280453;6,1;3825
tt0280456;5,7;381
tt0280460;5,6;14564
tt0280462;5,7;1227
tt0280465;7;285
tt0280474;7,2;725
tt0280477;7;9141
tt0280486;5,6;45010
tt0280490;6;3562
tt0280491;7,6;23587
tt0280507;5,5;491
tt0280523;6,2;682
tt0280550;7;11
tt0280590;5,8;137215
tt0280594;7,7;26
tt0280605;6,2;3132
tt0280609;6,8;55895
tt0280641;6,5;897
tt0280653;7,2;13557
tt0280660;7,3;421
tt0280661;6,8;24
tt0280665;6,2;34024
tt0280674;5,6;3035
tt0280682;2,2;9
tt0280696;5,9;2664
tt0280699;6,3;197
tt0280707;7,2;80998
tt0280708;8,2;12
tt0280720;5,3;14808
tt0280727;5,9;177
tt0280732;5,5;108
tt0280733;7;99
tt0280760;6,9;32106
tt0280764;5;144
tt0280770;7,6;514
tt0280778;7;17285
tt0280779;6,4;578
tt0280787;3,5;8
tt0280788;5,6;115
tt0280791;6,1;1993
tt0280801;8,1;74
tt0280814;5,8;78
tt0280841;2,3;24
tt0280870;5,7;7323
tt0280874;6,8;227
tt0280881;6,5;16
tt0280882;5,9;47
tt0280883;4,7;17
tt0280927;5,9;53
tt0280933;6,6;435
tt0280956;4,5;105
tt0280962;6,4;651
tt0280969;5,5;11689
tt0280970;6,4;1635
tt0280990;6,7;5319
