Property ID,Host ID,Host Name,Host since,Host response time,Host response rate,Host acceptance rate,Host is super host?,Host listings count,Host total listings count,Host has progile picture?,Host verified?,Neighborhood,Neighborhood Group,Latitude,Longitude,Room type,Number of guests,Number of Bathrooms,Number of Bathrooms (text),Number of Bedrooms,Number of Beds,Price ($),Has hot water?,Has shampoo?,Has dishes and silverware?,Has long term stays allowed?,Has fire extinguisher?,Has essentials?,Has carbon monoxide alarm?,Has lock on bedroom door?,Has hangers?,Has hair dryer?,Has heating?,Has tv?,Has patio or balcony?,Has wifi?,Has backyard?,Has refrigerator?,Has elevator?,Has extra pillows and blankets?,Has kitchen?,Minimum nights,Maximum nights,Availability in last 90 days,Availability in last 1 year,Number of reviews,Score - rating,Score - accuracy,Score - cleanliness,Score - check in,Score - communication,Score - location,Score - value,Instantly bookable?,Revenue in 1 year
53797277,177892051,Sairy,11/03/2018,within an hour,0.93,0.92,No,2,2,Yes,Yes,Vilapicina i la Torre Llobeta,Nou Barris,41.4301,2.17856,Private room,2,,1 shared bath,1,1,32,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2,1125,2,2,4,4.5,5,4.5,5,5,5,4.5,0,11616
20879198,149910420,Mónica,10/09/2017,within a day,0.67,1,No,1,1,Yes,Yes,"Vallvidrera, el Tibidabo i les Planes",Sarrià-Sant Gervasi,41.43767,2.05528,Private room,2,,1 shared bath,1,2,25,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,1,1125,66,341,32,4.34,4.53,3.84,4.69,4.75,4.19,4.22,0,600
40116472,68689758,Sonia,24/04/2016,within a few hours,1,0.95,Yes,2,2,Yes,Yes,la Maternitat i Sant Ramon,Les Corts,41.37207,2.09539,Private room,1,,1 shared bath,1,1,25,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,2,1125,13,288,21,4.95,4.95,5,4.86,4.9,4.81,4.95,0,1925
8638224,44913823,Karla,23/09/2015,within a few hours,0.98,0.89,No,11,11,Yes,Yes,la Vila de Gràcia,Gràcia,41.39866,2.15843,Private room,4,,1.5 baths,1,3,38,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1125,4,270,239,4.23,4.51,4.5,4.52,4.46,4.81,4.27,0,3610
47878024,44913823,Karla,23/09/2015,within a few hours,0.98,0.89,No,11,11,Yes,Yes,la Vila de Gràcia,Gràcia,41.39746,2.15606,Private room,2,,1 private bath,1,,35,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1125,13,284,60,4.38,4.5,4.48,4.65,4.58,4.77,4.35,0,2835
663732,3348358,Pier,23/08/2012,within an hour,1,0.98,No,1,1,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38697,2.17781,Private room,2,,1 shared bath,1,2,35,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,1,1125,4,232,415,4.78,4.86,4.92,4.87,4.85,4.9,4.8,0,4655
859884,4503125,Belén,27/12/2012,within a day,0.8,0.2,No,0,0,Yes,No,el Barri Gòtic,Ciutat Vella,41.38026,2.17847,Private room,2,,2 shared baths,1,,45,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,1125,2,277,83,4.63,4.78,4.95,4.75,4.78,4.9,4.65,0,3960
1070511,5888954,Núria,12/04/2013,within an hour,1,0.91,No,3,3,Yes,Yes,la Vila de Gràcia,Gràcia,41.40661,2.15396,Private room,2,,1 shared bath,1,3,30,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,31,1125,26,301,265,4.14,4.34,4.18,4.66,4.51,4.48,4.28,0,1920
1431437,2394743,Javier,17/05/2012,within a few hours,1,0.65,Yes,3,3,Yes,Yes,el Poblenou,Sant Martí,41.40215,2.20084,Private room,1,,2 shared baths,1,2,65,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,31,1125,63,338,53,4.85,4.83,4.75,4.91,4.96,4.85,4.77,0,1755
1431478,2394743,Javier,17/05/2012,within a few hours,1,0.65,Yes,3,3,Yes,Yes,el Poblenou,Sant Martí,41.40015,2.19997,Private room,1,,2 baths,1,2,60,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,31,1125,33,308,100,4.85,4.81,4.92,4.97,4.95,4.83,4.76,0,3420
2306347,6692402,Francisco,02/06/2013,within an hour,1,1,Yes,1,1,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38373,2.18046,Private room,4,,1 shared bath,1,2,82,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,1,1125,0,235,178,4.9,4.89,4.89,4.95,4.94,4.98,4.86,0,10660
5638196,17237274,Bren,25/06/2014,N/A,N/A,N/A,No,1,1,Yes,Yes,Sant Antoni,Eixample,41.38235,2.16033,Private room,3,,1.5 shared baths,1,3,26,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,3,5,5,5,5,5,5,5,1,9490
5979925,25605008,Camila,04/01/2015,within a day,1,0.56,Yes,5,5,Yes,Yes,Pedralbes,Les Corts,41.39002,2.12698,Private room,1,,3.5 shared baths,1,4,34,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,90,1125,89,89,40,4.69,4.81,4.83,4.86,4.89,4.75,4.72,0,9384
9931276,29856086,Helen,23/03/2015,within an hour,1,1,Yes,1,1,Yes,Yes,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.40251,2.14522,Private room,2,,1 private bath,1,3,84,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,2,1125,3,50,148,4.95,4.96,4.96,5,4.99,4.84,4.92,1,26460
11197113,58171851,Millán,10/02/2016,N/A,N/A,N/A,No,1,1,Yes,Yes,Pedralbes,Les Corts,41.38651,2.11192,Private room,2,,1 private bath,1,2,39,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,2,1125,0,0,89,4.85,4.9,4.91,4.88,4.97,4.8,4.84,0,14235
13543207,21186505,Pablo,10/09/2014,within an hour,1,1,No,1,1,Yes,No,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,41.40465,2.1335,Private room,1,,1.5 shared baths,1,2,35,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,4,1125,22,22,95,4.77,4.93,4.88,4.93,4.84,4.61,4.76,1,12005
14408281,88611731,Elizabeth,08/08/2016,N/A,N/A,1,No,1,1,Yes,Yes,la Vila de Gràcia,Gràcia,41.40847,2.15355,Private room,1,,1.5 shared baths,1,,26,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,2,1125,0,0,33,4.37,4.57,4.57,4.77,4.6,4.73,4.23,0,9490
14813836,86690735,Carlos Y Regina,29/07/2016,within an hour,1,0.92,No,1,1,Yes,Yes,el Clot,Sant Martí,41.40991,2.18819,Private room,3,,1.5 shared baths,1,3,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,2,1125,21,296,198,4.75,4.74,4.89,4.95,4.81,4.78,4.79,1,3381
15763812,101927904,James,31/10/2016,N/A,N/A,1,No,1,1,Yes,Yes,el Poble Sec,Sants-Montjuïc,41.37271,2.15723,Private room,2,,1 shared bath,1,,38,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,2,1125,0,0,65,4.75,4.89,4.95,4.95,4.66,4.92,4.65,1,13870
16511229,80479514,Lidia,28/06/2016,within an hour,1,0.98,Yes,2,2,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38802,2.17583,Private room,3,,1 shared bath,2,2,133,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,2,1125,20,107,68,4.85,4.91,4.96,4.97,4.94,4.99,4.79,0,34314
16751577,107895973,Jesus,20/12/2016,within a day,1,N/A,No,1,1,Yes,Yes,Hostafrancs,Sants-Montjuïc,41.37512,2.14231,Private room,1,,1 shared bath,1,,27,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,2,1125,0,218,114,4.54,4.66,4.56,4.84,4.83,4.8,4.6,0,3969
16762608,9135996,Eva,30/09/2013,within an hour,1,0.99,Yes,1,1,Yes,Yes,Sant Antoni,Eixample,41.37653,2.15264,Private room,2,,1 private bath,2,2,105,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,2,1125,7,253,220,4.91,4.91,4.88,4.96,4.96,4.86,4.86,1,11760
17825682,121880456,Diana,21/03/2017,within an hour,0.78,1,No,1,1,Yes,Yes,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,41.40854,2.20917,Private room,2,,1 shared bath,1,2,100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,1125,56,233,210,4.7,4.8,4.7,4.8,4.72,4.7,4.69,1,13200
18615356,26376879,Guillaume,19/01/2015,within an hour,1,0.96,Yes,3,3,Yes,Yes,el Camp de l'Arpa del Clot,Sant Martí,41.40815,2.18271,Private room,2,,1 private bath,1,2,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3,1125,24,289,53,4.75,4.68,4.83,4.89,4.85,4.75,4.66,0,4484
20128592,10817933,Pau,26/12/2013,within a few hours,1,0.88,Yes,2,2,Yes,Yes,el Poblenou,Sant Martí,41.4008,2.20616,Private room,3,,1 shared bath,1,2,40,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,31,1125,27,208,47,4.81,4.94,4.79,4.94,4.85,4.94,4.72,0,6280
20724731,31732607,Sofia,22/04/2015,within an hour,1,1,Yes,7,7,Yes,Yes,el Besòs i el Maresme,Sant Martí,41.41312,2.21794,Private room,1,,1 shared bath,1,,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,3,1125,0,0,63,4.65,4.79,4.9,4.92,4.83,4.55,4.74,1,9125
20735001,31732607,Sofia,22/04/2015,within an hour,1,1,Yes,7,7,Yes,Yes,el Besòs i el Maresme,Sant Martí,41.41566,2.21648,Private room,1,,1 shared bath,1,,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,3,1125,0,0,45,4.44,4.69,4.76,4.89,4.91,4.24,4.6,1,9490
22625973,131140596,Patricia,20/05/2017,within an hour,1,1,No,1,1,Yes,No,Sant Martí de Provençals,Sant Martí,41.42107,2.19752,Private room,2,,1 shared bath,1,2,25,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,2,1125,1,16,44,4.59,4.77,4.73,4.91,4.77,4.57,4.64,1,8725
23692055,177468457,Jorge,09/03/2018,within a few hours,1,0.99,No,2,2,Yes,Yes,el Barri Gòtic,Ciutat Vella,41.37796,2.17619,Private room,4,,1 private bath,1,3,87,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,1125,1,15,229,4.64,4.77,4.67,4.83,4.82,4.91,4.69,0,30450
24026688,177468457,Jorge,09/03/2018,within a few hours,1,0.99,No,2,2,Yes,Yes,el Raval,Ciutat Vella,41.37834,2.1756,Private room,2,,1 shared bath,1,2,45,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,1,1125,12,27,204,4.57,4.66,4.65,4.78,4.79,4.89,4.6,0,15210
24634518,186173276,Paloma,24/04/2018,within an hour,1,1,No,1,1,Yes,Yes,Verdun,Nou Barris,41.44339,2.1727,Private room,2,,1 shared bath,1,4,26,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,2,1125,6,278,26,4.62,4.69,4.77,4.77,4.73,4.46,4.77,1,2262
25346169,44204205,Jose Y Pierre,14/09/2015,within an hour,1,1,No,2,2,Yes,Yes,la Trinitat Vella,Sant Andreu,41.45136,2.18958,Private room,3,,1 shared bath,1,2,40,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,3,1125,10,241,37,4.84,4.73,4.89,4.92,4.86,4.57,4.65,1,4960
25831839,111554365,Lola,15/01/2017,N/A,N/A,0.9,No,2,2,Yes,Yes,Can Baró,Horta-Guinardó,41.41594,2.16055,Private room,2,,1 shared bath,1,2,22,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,31,1125,0,0,25,4.92,4.88,4.72,4.92,4.92,4.68,4.88,0,8030
25541486,192708380,Sasha  Y Kateryna,31/05/2018,within an hour,1,0.93,No,2,2,Yes,Yes,el Raval,Ciutat Vella,41.38012,2.17327,Private room,2,,1 shared bath,1,,68,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,5,1125,17,82,30,4.7,4.83,4.83,4.9,4.83,4.77,4.67,1,19244
25988063,158661580,Esther I,14/11/2017,N/A,N/A,N/A,No,2,2,Yes,No,Provençals del Poblenou,Sant Martí,41.40677,2.19245,Private room,3,,1 shared bath,1,2,35,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,1,1125,0,0,39,4.18,4.46,4.64,4.59,4.79,4.67,4.46,1,12775
26558608,199704175,Mar,03/07/2018,within an hour,0.69,0.65,No,2,2,Yes,No,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39566,2.14375,Private room,2,,1.5 shared baths,1,2,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,2,1125,31,121,58,4.34,4.38,4.16,4.52,4.67,4.5,4.24,0,10980
26117184,102734932,Julio Cesar,06/11/2016,N/A,N/A,N/A,No,1,1,Yes,Yes,Sants - Badal,Sants-Montjuïc,41.37685,2.12653,Private room,4,,2 baths,2,3,36,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1,1125,0,0,1,4,4,4,4,5,4,4,1,13140
26764798,84095826,Esmeralda,16/07/2016,within an hour,1,0.95,Yes,1,1,Yes,Yes,la Vila de Gràcia,Gràcia,41.40334,2.15635,Private room,2,,1 shared bath,1,2,43,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,2,1125,4,234,96,4.8,4.86,4.81,4.92,4.95,4.94,4.83,1,5633
26837152,201819283,Elena,12/07/2018,N/A,N/A,N/A,No,1,1,Yes,Yes,la Nova Esquerra de l'Eixample,Eixample,41.37811,2.1501,Private room,4,,1.5 shared baths,2,2,30,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,2,1125,0,0,45,4.86,4.91,4.59,4.95,4.95,4.98,4.8,1,10950
27256366,63734526,Michael Aaron,20/03/2016,N/A,N/A,N/A,No,1,1,Yes,Yes,el Poblenou,Sant Martí,41.40219,2.20454,Private room,2,,1 private bath,1,2,35,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2,1125,0,0,48,4.92,4.85,4.67,4.96,4.96,4.81,4.92,1,12775
27617516,70759779,Lina Marcela,07/05/2016,within an hour,1,0.44,No,1,1,Yes,Yes,la Dreta de l'Eixample,Eixample,41.40054,2.17229,Private room,4,,1 shared bath,2,3,36,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1125,0,157,67,4.95,4.88,4.94,4.89,4.98,4.94,4.83,0,7488
28145825,199055852,Mano,30/06/2018,within an hour,0.94,1,No,2,2,Yes,Yes,la Maternitat i Sant Ramon,Les Corts,41.37897,2.12566,Private room,2,,1 private bath,1,2,72,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,2,1125,2,2,82,4.5,4.69,4.53,4.75,4.69,4.65,4.41,1,26136
29800179,221835859,Mariana,21/10/2018,N/A,N/A,N/A,No,1,1,Yes,Yes,el Raval,Ciutat Vella,41.38371,2.16549,Private room,2,,1 private bath,1,2,60,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,1,1125,0,0,99,4.65,4.71,4.66,4.93,4.96,4.88,4.59,1,21900
31290829,126074868,Andreu,16/04/2017,N/A,N/A,N/A,No,1,1,Yes,Yes,el Putxet i el Farró,Sarrià-Sant Gervasi,41.40549,2.14521,Private room,2,,1 shared bath,2,2,35,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,1,1125,0,0,0,,,,,,,,0,12775
31607233,141879355,Gerry,22/07/2017,within a day,1,0,No,1,1,Yes,Yes,el Fort Pienc,Eixample,41.40154,2.18026,Private room,3,,1 shared bath,1,2,60,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,2,1125,0,0,39,4.97,5,4.95,5,5,4.95,4.92,1,21900
31613683,9536260,Sara,20/10/2013,within an hour,1,0.7,No,2,2,Yes,Yes,la Sagrada Família,Eixample,41.40565,2.17722,Private room,4,,1 shared bath,1,2,70,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2,1125,0,34,29,4.83,4.93,4.69,4.97,4.79,4.97,4.79,0,23170
32808261,61852114,Mireia,06/03/2016,within a day,0.67,0,No,1,1,Yes,Yes,Sants - Badal,Sants-Montjuïc,41.37471,2.12402,Private room,2,,1 shared bath,1,2,37,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,1,1125,1,262,8,4.75,4.88,4.88,4.88,4.88,4.88,4.63,0,3811
33683065,253883026,Juan Carlos,07/04/2019,within an hour,1,1,No,2,2,Yes,Yes,el Poble Sec,Sants-Montjuïc,41.37345,2.17028,Private room,4,,2 baths,2,3,55,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,1,1125,0,46,83,4.67,4.71,4.69,4.9,4.92,4.83,4.61,0,17545
33991419,256448711,Mercedes,17/04/2019,within a day,0.8,0.71,No,2,2,Yes,Yes,la Font de la Guatlla,Sants-Montjuïc,41.3704,2.14425,Private room,4,,2 shared baths,1,3,86,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,2,1125,5,280,7,4,4,4,4.57,4.57,4.86,4,0,7310
34890898,262986330,Fernando,20/05/2019,within an hour,1,1,Yes,1,1,Yes,Yes,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.3875,2.18217,Private room,4,,1 private bath,2,3,133,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,3,1125,32,32,60,4.78,4.78,4.67,4.95,4.92,5,4.72,1,44289
34623807,253883026,Juan Carlos,07/04/2019,within an hour,1,1,No,2,2,Yes,Yes,el Poble Sec,Sants-Montjuïc,41.37367,2.17122,Private room,2,,2 baths,1,2,38,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,1,1125,0,0,63,4.6,4.69,4.61,4.9,4.9,4.74,4.66,0,13870
35493921,225363478,Hina,12/11/2018,N/A,N/A,1,No,2,2,Yes,No,el Barri Gòtic,Ciutat Vella,41.38143,2.17985,Private room,2,,1 shared bath,1,2,34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1125,0,0,7,4.5,4.83,4.67,4.5,4.5,5,4.5,1,12410
35533025,225363478,Hina,12/11/2018,N/A,N/A,1,No,2,2,Yes,No,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38375,2.18176,Private room,2,,1 shared bath,1,4,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,1,1125,0,0,56,4.38,4.59,4.5,4.68,4.45,4.93,4.45,1,10950
36199285,45239637,Glaymar,27/09/2015,N/A,N/A,N/A,No,1,1,Yes,No,la Teixonera,Horta-Guinardó,41.42481,2.1487,Private room,3,,1 shared bath,2,2,90,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,1,1125,0,0,3,4,4.67,5,5,5,4.33,4.33,0,32850
36201552,34262767,Jessy,26/05/2015,within an hour,1,0.99,No,2,2,Yes,Yes,Verdun,Nou Barris,41.44154,2.17672,Private room,1,,1.5 shared baths,1,2,20,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,2,1125,31,299,15,4.53,4.6,4.4,4.93,4.8,4.87,4.53,1,1320
36218747,8535464,Òscar,21/12/2015,N/A,N/A,N/A,No,0,0,Yes,Yes,Sant Antoni,Eixample,41.38016,2.16155,Private room,3,,2 shared baths,1,2,40,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,2,1125,0,0,9,3.89,3.89,3,5,4.56,4.78,3.78,0,14600
36324702,79703460,Elizeth,24/06/2016,within a few hours,0.97,0.9,No,8,8,Yes,No,Vilapicina i la Torre Llobeta,Nou Barris,41.42724,2.17045,Private room,2,,1 shared bath,1,2,48,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2,1125,55,238,3,4.33,4.33,4.67,4.67,4.67,4.67,4.33,0,6096
36444301,128257586,Brey,30/04/2017,N/A,N/A,N/A,No,2,2,Yes,Yes,Sant Andreu,Sant Andreu,41.42963,2.18572,Private room,2,,1 shared bath,1,2,30,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,1,1125,0,0,2,4.5,5,5,5,4.5,4.5,4.5,1,10950
36781372,204544118,Nacho,23/07/2018,N/A,N/A,N/A,No,1,1,Yes,Yes,el Poblenou,Sant Martí,41.40647,2.20526,Private room,2,,1 shared bath,1,2,35,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,2,1125,0,0,18,4.88,4.88,4.94,5,5,4.82,4.71,1,12775
36820054,12341480,Berta,18/02/2014,within an hour,1,0.91,No,1,1,Yes,Yes,la Sagrada Família,Eixample,41.40633,2.1706,Private room,1,,2 shared baths,1,2,44,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,1,1125,11,102,12,5,4.92,5,5,5,5,5,0,11572
37306643,280684784,Jl,30/07/2019,N/A,N/A,N/A,No,0,0,Yes,No,el Poble Sec,Sants-Montjuïc,41.37117,2.16535,Private room,2,,1 shared bath,1,2,73,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,2,1125,0,0,29,4.9,4.93,4.9,5,4.9,4.76,4.86,0,26645
37307219,280684784,Jl,30/07/2019,N/A,N/A,N/A,No,0,0,Yes,No,el Poble Sec,Sants-Montjuïc,41.37324,2.1667,Private room,2,,1 shared bath,1,2,63,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,2,1125,0,0,20,4.8,4.85,4.9,4.8,4.85,4.8,4.9,0,22995
37313367,416426071,Julieth,02/08/2021,within an hour,0.96,1,No,7,7,Yes,Yes,el Raval,Ciutat Vella,41.38021,2.16583,Private room,3,,1 shared bath,1,3,96,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,3,1125,58,58,40,4.33,4.53,4.58,4.5,4.43,4.25,4.45,1,29472
37228102,279667596,Maria Rosa,27/07/2019,within an hour,1,0.93,No,1,1,Yes,No,el Baix Guinardó,Horta-Guinardó,41.40932,2.16995,Private room,2,,1 shared bath,1,2,54,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,5,1125,53,328,5,4.6,5,4.4,5,4.6,5,4.6,1,1998
37554811,156074159,Lucia,24/10/2017,N/A,N/A,N/A,No,0,0,Yes,Yes,el Poble Sec,Sants-Montjuïc,41.3714,2.16615,Private room,2,,1 private bath,1,2,60,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,1,1125,0,0,38,4.87,4.95,4.92,4.97,5,4.76,4.87,0,21900
37663059,213974930,Jose M.,06/09/2018,N/A,N/A,N/A,No,1,1,Yes,Yes,el Poble Sec,Sants-Montjuïc,41.37428,2.16584,Private room,3,,1.5 shared baths,1,2,59,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,1,1125,0,0,17,5,4.88,4.94,5,5,4.94,4.65,1,21535
38041642,16945616,Montse,18/06/2014,N/A,N/A,N/A,No,0,0,Yes,No,la Dreta de l'Eixample,Eixample,41.39823,2.1745,Private room,2,,1 shared bath,1,2,51,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,3,1125,0,0,2,5,5,4.5,5,5,5,4.5,0,18615
38286582,89577477,Angel,12/08/2016,within an hour,0.97,0.99,No,2,2,Yes,Yes,el Raval,Ciutat Vella,41.37945,2.16709,Private room,3,,1 shared bath,1,2,41,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,3,1125,25,292,37,3.94,4.22,3.58,4.31,4.06,4.64,4.03,1,2993
