PaymentID,OrderID,PaymentDate,PaymentMethod,Amount
PAY0000493,O000493,2026-01-31,PayPal,972.2
PAY0000494,O000494,2026-01-31,Debit Card,1415.69
PAY0000495,O000495,2026-01-31,Debit Card,999.56
PAY0000496,O000496,2026-01-31,Debit Card,612.43
PAY0000497,O000497,2026-01-31,Credit Card,1228.56
PAY0000498,O000498,2026-01-31,PayPal,1665.37
PAY0000499,O000499,2026-01-31,Debit Card,2271.22
PAY0000500,O000500,2026-01-31,PayPal,1089.08
PAY0000501,O000501,2026-01-31,Credit Card,621.23
PAY0000502,O000502,2026-01-31,PayPal,2235.82
PAY0000503,O000503,2026-01-31,PayPal,1022.3
PAY0000504,O000504,2026-01-31,PayPal,1136.28
PAY0000505,O000505,2026-01-31,Debit Card,157.2
PAY0000506,O000506,2026-01-31,Credit Card,1026.33
PAY0000507,O000507,2026-01-31,PayPal,513.62
PAY0000508,O000508,2026-01-31,PayPal,1733.51
PAY0000509,O000509,2026-01-31,Credit Card,1638.97
PAY0000510,O000510,2026-01-31,PayPal,1976.46
PAY0000511,O000511,2026-01-31,Credit Card,461.64
PAY0000512,O000512,2026-01-31,Debit Card,1224.59
PAY0000513,O000513,2026-01-31,PayPal,413.33
PAY0000514,O000514,2026-01-31,Debit Card,858.92
PAY0000515,O000515,2026-01-31,PayPal,1373.41
PAY0000516,O000516,2026-01-31,PayPal,2202.2
PAY0000517,O000517,2026-01-31,PayPal,332.96
PAY0000518,O000518,2026-01-31,Credit Card,305.8
PAY0000519,O000519,2026-01-31,Credit Card,2308.41
PAY0000520,O000520,2026-01-31,Credit Card,895.62
PAY0000521,O000521,2026-01-31,Credit Card,851.91
PAY0000522,O000522,2026-01-31,Debit Card,587.22
PAY0000523,O000523,2026-01-31,Credit Card,2399.1
PAY0000524,O000524,2026-01-31,Debit Card,2117.63
PAY0000525,O000525,2026-01-31,Debit Card,1595.76
PAY0000526,O000526,2026-01-31,Debit Card,1500.28
PAY0000527,O000527,2026-01-31,Debit Card,1240.21
PAY0000528,O000528,2026-01-31,PayPal,520.52
PAY0000529,O000529,2026-01-31,Debit Card,343.6
PAY0000530,O000530,2026-01-31,PayPal,483.55
PAY0000531,O000531,2026-01-31,Credit Card,491.82
PAY0000532,O000532,2026-01-31,Credit Card,1377.53
PAY0000533,O000533,2026-01-31,PayPal,1083.23
PAY0000534,O000534,2026-01-31,PayPal,1425.57
PAY0000535,O000535,2026-01-31,Debit Card,1779.67
PAY0000536,O000536,2026-01-31,Debit Card,1755.91
PAY0000537,O000537,2026-01-31,Credit Card,2442.7
PAY0000538,O000538,2026-01-31,PayPal,2368.96
PAY0000539,O000539,2026-01-31,Debit Card,332.97
PAY0000540,O000540,2026-01-31,Credit Card,425.44
PAY0000541,O000541,2026-01-31,Debit Card,1234.75
PAY0000542,O000542,2026-01-31,Debit Card,509.1
PAY0000543,O000543,2026-01-31,Credit Card,1506.82
PAY0000544,O000544,2026-01-31,Debit Card,2334.26
PAY0000545,O000545,2026-01-31,PayPal,1472.58
PAY0000546,O000546,2026-01-31,Debit Card,2245.57
PAY0000547,O000547,2026-01-31,Debit Card,2371.85
PAY0000548,O000548,2026-01-31,PayPal,925.19
PAY0000549,O000549,2026-01-31,Debit Card,2470.76
PAY0000550,O000550,2026-01-31,Debit Card,265.34
PAY0000551,O000551,2026-01-31,Credit Card,1597.67
PAY0000552,O000552,2026-01-31,PayPal,1044.68
PAY0000553,O000553,2026-01-31,Credit Card,366.33
PAY0000554,O000554,2026-01-31,PayPal,573.12
PAY0000555,O000555,2026-01-31,PayPal,869.68
PAY0000556,O000556,2026-01-31,PayPal,2002.68
PAY0000557,O000557,2026-01-31,Credit Card,951.31
PAY0000558,O000558,2026-01-31,Debit Card,138.29
PAY0000559,O000559,2026-01-31,PayPal,1102.57
PAY0000560,O000560,2026-01-31,Credit Card,976.52
PAY0000561,O000561,2026-01-31,Debit Card,560.86
PAY0000562,O000562,2026-01-31,Debit Card,2456.89
PAY0000563,O000563,2026-01-31,Credit Card,1275.06
PAY0000564,O000564,2026-01-31,Credit Card,224.83
PAY0000565,O000565,2026-01-31,Credit Card,1781.24
PAY0000566,O000566,2026-01-31,Debit Card,1177.43
PAY0000567,O000567,2026-01-31,Debit Card,910.04
PAY0000568,O000568,2026-01-31,Debit Card,1899.99
PAY0000569,O000569,2026-01-31,PayPal,1199.41
PAY0000570,O000570,2026-01-31,Credit Card,899.01
PAY0000571,O000571,2026-01-31,Credit Card,413.56
PAY0000572,O000572,2026-01-31,PayPal,125.63
PAY0000573,O000573,2026-01-31,PayPal,146.11
PAY0000574,O000574,2026-01-31,Debit Card,579.14
PAY0000575,O000575,2026-01-31,Debit Card,1012.04
PAY0000576,O000576,2026-01-31,Credit Card,1768.69
PAY0000577,O000577,2026-01-31,Debit Card,1772.45
PAY0000578,O000578,2026-01-31,Debit Card,980.31
PAY0000579,O000579,2026-01-31,PayPal,2148.7
PAY0000580,O000580,2026-01-31,Debit Card,1077.27
PAY0000581,O000581,2026-01-31,Debit Card,417.62
PAY0000582,O000582,2026-01-31,Debit Card,1825.88
PAY0000583,O000583,2026-01-31,PayPal,562.97
PAY0000584,O000584,2026-01-31,Debit Card,740.01
PAY0000585,O000585,2026-01-31,Debit Card,2305.06
PAY0000586,O000586,2026-01-31,Credit Card,2033.14
PAY0000587,O000587,2026-01-31,Debit Card,2167.55
PAY0000588,O000588,2026-01-31,Credit Card,155.22
PAY0000589,O000589,2026-01-31,Credit Card,2034.94
PAY0000590,O000590,2026-01-31,Credit Card,683.11
PAY0000591,O000591,2026-01-31,Credit Card,996.13
PAY0000592,O000592,2026-01-31,Credit Card,1472.58
PAY0000593,O000593,2026-01-31,Credit Card,1969.3
PAY0000594,O000594,2026-01-31,Credit Card,123.15
PAY0000595,O000595,2026-01-31,Credit Card,1867.61
PAY0000596,O000596,2026-01-31,Debit Card,2188.38
PAY0000597,O000597,2026-01-31,PayPal,268.92
PAY0000598,O000598,2026-01-31,PayPal,1602.7
PAY0000599,O000599,2026-01-31,Debit Card,1614.41
PAY0000600,O000600,2026-01-31,Debit Card,1986.72
PAY0000601,O000601,2026-01-31,Credit Card,1570.16
PAY0000602,O000602,2026-01-31,Credit Card,1789.95
PAY0000603,O000603,2026-01-31,Credit Card,2303.21
PAY0000604,O000604,2026-01-31,Credit Card,545.38
PAY0000605,O000605,2026-01-31,PayPal,2383.34
PAY0000606,O000606,2026-01-31,Credit Card,1139.13
PAY0000607,O000607,2026-01-31,PayPal,659.38
PAY0000608,O000608,2026-01-31,Credit Card,1820.75
PAY0000609,O000609,2026-01-31,Debit Card,868.97
PAY0000610,O000610,2026-01-31,PayPal,562.33
PAY0000611,O000611,2026-01-31,Credit Card,1799.77
PAY0000612,O000612,2026-01-31,Debit Card,1553.1
PAY0000613,O000613,2026-01-31,Credit Card,1226.11
PAY0000614,O000614,2026-01-31,PayPal,1722.78
PAY0000615,O000615,2026-01-31,Credit Card,1162.04
PAY0000616,O000616,2026-01-31,PayPal,115.15
PAY0000617,O000617,2026-01-31,Credit Card,2438.06
PAY0000618,O000618,2026-01-31,Debit Card,445.34
PAY0000619,O000619,2026-01-31,PayPal,1481.04
PAY0000620,O000620,2026-01-31,Credit Card,1779.92
PAY0000621,O000621,2026-01-31,PayPal,1928.0
PAY0000622,O000622,2026-01-31,Credit Card,548.92
PAY0000623,O000623,2026-01-31,Debit Card,1915.09
PAY0000624,O000624,2026-01-31,Credit Card,489.82
PAY0000625,O000625,2026-01-31,PayPal,2106.5
PAY0000626,O000626,2026-01-31,Debit Card,1543.73
PAY0000627,O000627,2026-01-31,PayPal,1637.43
PAY0000628,O000628,2026-01-31,Credit Card,1123.66
PAY0000629,O000629,2026-01-31,Debit Card,1865.06
PAY0000630,O000630,2026-01-31,PayPal,116.76
PAY0000631,O000631,2026-01-31,PayPal,704.0
PAY0000632,O000632,2026-01-31,Credit Card,255.17
PAY0000633,O000633,2026-01-31,Credit Card,1285.42
PAY0000634,O000634,2026-01-31,PayPal,244.97
PAY0000635,O000635,2026-01-31,Debit Card,291.88
PAY0000636,O000636,2026-01-31,PayPal,1170.24
PAY0000637,O000637,2026-01-31,PayPal,1718.8
PAY0000638,O000638,2026-01-31,Debit Card,1511.53
PAY0000639,O000639,2026-01-31,Debit Card,1775.38
PAY0000640,O000640,2026-01-31,PayPal,1727.67
PAY0000641,O000641,2026-01-31,Credit Card,1466.08
PAY0000642,O000642,2026-01-31,PayPal,2115.34
PAY0000643,O000643,2026-01-31,Debit Card,959.47
PAY0000644,O000644,2026-01-31,Debit Card,989.06
PAY0000645,O000645,2026-01-31,Debit Card,1932.19
PAY0000646,O000646,2026-01-31,Debit Card,1410.2
PAY0000647,O000647,2026-01-31,PayPal,556.68
PAY0000648,O000648,2026-01-31,PayPal,509.33
PAY0000649,O000649,2026-01-31,PayPal,946.95
PAY0000650,O000650,2026-01-31,Debit Card,2211.94
PAY0000651,O000651,2026-01-31,Debit Card,2316.27
PAY0000652,O000652,2026-01-31,Debit Card,1212.7
PAY0000653,O000653,2026-01-31,Debit Card,1185.22
PAY0000654,O000654,2026-01-31,Credit Card,1870.86
PAY0000655,O000655,2026-01-31,Debit Card,1107.03
PAY0000656,O000656,2026-01-31,Credit Card,2196.07
PAY0000657,O000657,2026-01-31,Debit Card,1015.5
PAY0000658,O000658,2026-01-31,PayPal,458.52
PAY0000659,O000659,2026-01-31,Debit Card,133.48
PAY0000660,O000660,2026-01-31,PayPal,2272.87
PAY0000661,O000661,2026-01-31,Credit Card,1523.05
PAY0000662,O000662,2026-01-31,Credit Card,620.79
PAY0000663,O000663,2026-01-31,Credit Card,1039.1
PAY0000664,O000664,2026-01-31,Credit Card,750.14
PAY0000665,O000665,2026-01-31,Credit Card,152.03
PAY0000666,O000666,2026-01-31,Debit Card,479.96
PAY0000667,O000667,2026-01-31,PayPal,766.41
PAY0000668,O000668,2026-01-31,Credit Card,1267.68
PAY0000669,O000669,2026-01-31,PayPal,1297.93
PAY0000670,O000670,2026-01-31,Debit Card,2373.59
PAY0000671,O000671,2026-01-31,Credit Card,1269.62
PAY0000672,O000672,2026-01-31,PayPal,243.43
PAY0000673,O000673,2026-01-31,Credit Card,260.57
PAY0000674,O000674,2026-01-31,Debit Card,1794.46
PAY0000675,O000675,2026-01-31,PayPal,794.37
PAY0000676,O000676,2026-01-31,Credit Card,1345.03
PAY0000677,O000677,2026-01-31,Debit Card,2028.69
PAY0000678,O000678,2026-01-31,Debit Card,1277.22
PAY0000679,O000679,2026-01-31,Debit Card,1615.62
PAY0000680,O000680,2026-01-31,Debit Card,1613.1
PAY0000681,O000681,2026-01-31,PayPal,1584.35
PAY0000682,O000682,2026-01-31,PayPal,392.43
PAY0000683,O000683,2026-01-31,Credit Card,1371.13
PAY0000684,O000684,2026-01-31,Debit Card,1839.42
PAY0000685,O000685,2026-01-31,PayPal,2173.83
PAY0000686,O000686,2026-01-31,Debit Card,1456.79
PAY0000687,O000687,2026-01-31,Debit Card,251.5
PAY0000688,O000688,2026-01-31,Debit Card,988.02
PAY0000689,O000689,2026-01-31,Credit Card,602.69
PAY0000690,O000690,2026-01-31,Debit Card,1751.88
PAY0000691,O000691,2026-01-31,Debit Card,1621.29
PAY0000692,O000692,2026-01-31,Debit Card,1988.33
PAY0000693,O000693,2026-01-31,PayPal,917.82
PAY0000694,O000694,2026-01-31,Debit Card,1775.99
PAY0000695,O000695,2026-01-31,Credit Card,2417.14
PAY0000696,O000696,2026-01-31,PayPal,1473.46
PAY0000697,O000697,2026-01-31,Credit Card,1799.45
PAY0000698,O000698,2026-01-31,PayPal,668.84
PAY0000699,O000699,2026-01-31,Credit Card,1272.61
PAY0000700,O000700,2026-01-31,Debit Card,2237.34
PAY0000701,O000701,2026-01-31,Debit Card,1326.31
PAY0000702,O000702,2026-01-31,Credit Card,1021.94
PAY0000703,O000703,2026-01-31,Credit Card,1596.66
PAY0000704,O000704,2026-01-31,Credit Card,1370.17
PAY0000705,O000705,2026-01-31,Debit Card,1546.24
PAY0000706,O000706,2026-01-31,PayPal,738.42
PAY0000707,O000707,2026-01-31,Debit Card,1034.98
PAY0000708,O000708,2026-01-31,Credit Card,1999.08
PAY0000709,O000709,2026-01-31,Debit Card,1808.58
PAY0000710,O000710,2026-01-31,Debit Card,2134.65
PAY0000711,O000711,2026-01-31,Credit Card,1236.99
PAY0000712,O000712,2026-01-31,Credit Card,1619.37
PAY0000713,O000713,2026-01-31,Debit Card,954.81
PAY0000714,O000714,2026-01-31,PayPal,1258.13
PAY0000715,O000715,2026-01-31,Credit Card,1980.84
PAY0000716,O000716,2026-01-31,Debit Card,1263.27
PAY0000717,O000717,2026-01-31,Debit Card,1551.45
PAY0000718,O000718,2026-01-31,PayPal,580.14
PAY0000719,O000719,2026-01-31,PayPal,551.67
PAY0000720,O000720,2026-01-31,PayPal,1552.2
PAY0000721,O000721,2026-01-31,Debit Card,1860.21
PAY0000722,O000722,2026-01-31,PayPal,2223.45
PAY0000723,O000723,2026-01-31,PayPal,2017.24
PAY0000724,O000724,2026-01-31,Debit Card,695.74
PAY0000725,O000725,2026-01-31,Debit Card,1115.18
PAY0000726,O000726,2026-01-31,Credit Card,815.62
PAY0000727,O000727,2026-01-31,Credit Card,445.74
PAY0000728,O000728,2026-01-31,Credit Card,169.17
PAY0000729,O000729,2026-01-31,PayPal,1929.7
PAY0000730,O000730,2026-01-31,Credit Card,984.72
PAY0000731,O000731,2026-01-31,Credit Card,1172.04
PAY0000732,O000732,2026-01-31,Debit Card,1432.63
PAY0000733,O000733,2026-01-31,PayPal,1165.93
PAY0000734,O000734,2026-01-31,Debit Card,358.59
PAY0000735,O000735,2026-01-31,Debit Card,1194.26
PAY0000736,O000736,2026-01-31,Credit Card,1795.11
PAY0000737,O000737,2026-01-31,Debit Card,783.43
PAY0000738,O000738,2026-01-31,PayPal,408.49
PAY0000739,O000739,2026-01-31,Credit Card,397.4
PAY0000740,O000740,2026-01-31,Debit Card,1426.18
PAY0000741,O000741,2026-01-31,Debit Card,440.21
PAY0000742,O000742,2026-01-31,PayPal,1000.07
PAY0000743,O000743,2026-01-31,Credit Card,1609.34
PAY0000744,O000744,2026-01-31,PayPal,877.32
PAY0000745,O000745,2026-01-31,Credit Card,883.87
PAY0000746,O000746,2026-01-31,Credit Card,1644.69
PAY0000747,O000747,2026-01-31,Debit Card,1457.48
PAY0000748,O000748,2026-01-31,PayPal,194.52
PAY0000749,O000749,2026-01-31,PayPal,234.06
PAY0000750,O000750,2026-01-31,PayPal,1812.79
PAY0000751,O000751,2026-01-31,Debit Card,253.31
PAY0000752,O000752,2026-01-31,Credit Card,435.79
PAY0000753,O000753,2026-01-31,Credit Card,1354.67
PAY0000754,O000754,2026-01-31,PayPal,664.03
PAY0000755,O000755,2026-01-31,Debit Card,2433.57
PAY0000756,O000756,2026-01-31,Debit Card,294.78
PAY0000757,O000757,2026-01-31,Debit Card,1902.04
PAY0000758,O000758,2026-01-31,Debit Card,1061.34
PAY0000759,O000759,2026-01-31,Credit Card,1359.23
PAY0000760,O000760,2026-01-31,PayPal,1995.35
PAY0000761,O000761,2026-01-31,PayPal,471.96
PAY0000762,O000762,2026-01-31,Credit Card,2054.47
PAY0000763,O000763,2026-01-31,Debit Card,481.75
PAY0000764,O000764,2026-01-31,Debit Card,645.75
PAY0000765,O000765,2026-01-31,Credit Card,1647.42
PAY0000766,O000766,2026-01-31,PayPal,158.14
PAY0000767,O000767,2026-01-31,PayPal,2122.94
PAY0000768,O000768,2026-01-31,Credit Card,1248.86
PAY0000769,O000769,2026-01-31,Credit Card,625.6
PAY0000770,O000770,2026-01-31,Credit Card,2379.92
PAY0000771,O000771,2026-01-31,Credit Card,1301.4
PAY0000772,O000772,2026-01-31,Debit Card,1030.06
PAY0000773,O000773,2026-01-31,PayPal,1708.63
PAY0000774,O000774,2026-01-31,Credit Card,1324.59
PAY0000775,O000775,2026-01-31,Debit Card,1281.35
PAY0000776,O000776,2026-01-31,PayPal,1815.38
PAY0000777,O000777,2026-01-31,Debit Card,1420.07
PAY0000778,O000778,2026-01-31,Credit Card,580.3
PAY0000779,O000779,2026-01-31,Credit Card,601.21
PAY0000780,O000780,2026-01-31,PayPal,1279.52
PAY0000781,O000781,2026-01-31,Debit Card,1784.38
PAY0000782,O000782,2026-01-31,PayPal,2215.95
PAY0000783,O000783,2026-01-31,PayPal,2256.59
PAY0000784,O000784,2026-01-31,Credit Card,1053.24
PAY0000785,O000785,2026-01-31,Credit Card,1386.95
PAY0000786,O000786,2026-01-31,PayPal,1886.21
PAY0000787,O000787,2026-01-31,Debit Card,737.55
PAY0000788,O000788,2026-01-31,Debit Card,1326.11
PAY0000789,O000789,2026-01-31,Credit Card,2103.57
PAY0000790,O000790,2026-01-31,PayPal,715.07
PAY0000791,O000791,2026-01-31,Credit Card,884.94
PAY0000792,O000792,2026-01-31,Debit Card,1042.32
PAY0000793,O000793,2026-01-31,PayPal,784.92
PAY0000794,O000794,2026-01-31,Credit Card,1169.3
PAY0000795,O000795,2026-01-31,PayPal,1712.43
PAY0000796,O000796,2026-01-31,Debit Card,591.02
PAY0000797,O000797,2026-01-31,Credit Card,199.98
PAY0000798,O000798,2026-01-31,Credit Card,1882.75
PAY0000799,O000799,2026-01-31,Credit Card,580.34
PAY0000800,O000800,2026-01-31,PayPal,1865.69
PAY0000801,O000801,2026-01-31,Debit Card,2099.03
PAY0000802,O000802,2026-01-31,PayPal,614.42
PAY0000803,O000803,2026-01-31,PayPal,2062.86
PAY0000804,O000804,2026-01-31,Debit Card,1213.07
PAY0000805,O000805,2026-01-31,PayPal,1602.68
PAY0000806,O000806,2026-01-31,PayPal,2236.5
PAY0000807,O000807,2026-01-31,Debit Card,620.33
PAY0000808,O000808,2026-01-31,Credit Card,843.76
PAY0000809,O000809,2026-01-31,Credit Card,2091.01
PAY0000810,O000810,2026-01-31,Debit Card,595.25
PAY0000811,O000811,2026-01-31,PayPal,1032.57
PAY0000812,O000812,2026-01-31,Debit Card,1198.92
PAY0000813,O000813,2026-01-31,Debit Card,1544.35
PAY0000814,O000814,2026-01-31,Credit Card,2309.97
PAY0000815,O000815,2026-01-31,Debit Card,1445.99
PAY0000816,O000816,2026-01-31,Debit Card,2008.01
PAY0000817,O000817,2026-01-31,PayPal,2157.66
PAY0000818,O000818,2026-01-31,Credit Card,286.42
PAY0000819,O000819,2026-01-31,Credit Card,2222.59
PAY0000820,O000820,2026-01-31,Credit Card,1586.26
PAY0000821,O000821,2026-01-31,Credit Card,2372.29
PAY0000822,O000822,2026-01-31,Credit Card,828.27
PAY0000823,O000823,2026-01-31,Debit Card,1849.0
PAY0000824,O000824,2026-01-31,Credit Card,333.36
PAY0000825,O000825,2026-01-31,Debit Card,616.74
PAY0000826,O000826,2026-01-31,Credit Card,2430.26
PAY0000827,O000827,2026-01-31,PayPal,2203.47
PAY0000828,O000828,2026-01-31,Credit Card,771.95
PAY0000829,O000829,2026-01-31,PayPal,153.75
PAY0000830,O000830,2026-01-31,Credit Card,2256.45
PAY0000831,O000831,2026-01-31,Debit Card,440.41
PAY0000832,O000832,2026-01-31,Debit Card,2332.3
PAY0000833,O000833,2026-01-31,Credit Card,388.78
PAY0000834,O000834,2026-01-31,PayPal,1886.23
PAY0000835,O000835,2026-01-31,PayPal,2002.63
PAY0000836,O000836,2026-01-31,Debit Card,519.0
PAY0000837,O000837,2026-01-31,Credit Card,306.63
PAY0000838,O000838,2026-01-31,Credit Card,1192.59
PAY0000839,O000839,2026-01-31,PayPal,1767.8
PAY0000840,O000840,2026-01-31,Debit Card,748.16
PAY0000841,O000841,2026-01-31,PayPal,1451.75
PAY0000842,O000842,2026-01-31,Credit Card,1855.44
PAY0000843,O000843,2026-01-31,Credit Card,617.14
PAY0000844,O000844,2026-01-31,Debit Card,1727.25
PAY0000845,O000845,2026-01-31,Credit Card,189.19
PAY0000846,O000846,2026-01-31,Debit Card,2093.08
PAY0000847,O000847,2026-01-31,Debit Card,520.05
PAY0000848,O000848,2026-01-31,Credit Card,1484.23
PAY0000849,O000849,2026-01-31,Credit Card,1675.86
PAY0000850,O000850,2026-01-31,Debit Card,1803.76
PAY0000851,O000851,2026-01-31,PayPal,1250.01
PAY0000852,O000852,2026-01-31,Debit Card,158.59
PAY0000853,O000853,2026-01-31,Debit Card,2411.66
PAY0000854,O000854,2026-01-31,Credit Card,663.56
PAY0000855,O000855,2026-01-31,Debit Card,2044.85
PAY0000856,O000856,2026-01-31,PayPal,205.9
PAY0000857,O000857,2026-01-31,PayPal,2104.94
PAY0000858,O000858,2026-01-31,Debit Card,1441.47
PAY0000859,O000859,2026-01-31,PayPal,1272.47
PAY0000860,O000860,2026-01-31,Credit Card,1817.37
PAY0000861,O000861,2026-01-31,PayPal,213.51
PAY0000862,O000862,2026-01-31,Debit Card,312.2
PAY0000863,O000863,2026-01-31,Debit Card,1195.02
PAY0000864,O000864,2026-01-31,Debit Card,1407.02
PAY0000865,O000865,2026-01-31,Debit Card,1680.64
PAY0000866,O000866,2026-01-31,Debit Card,1842.88
PAY0000867,O000867,2026-01-31,PayPal,449.67
PAY0000868,O000868,2026-01-31,PayPal,1634.35
PAY0000869,O000869,2026-01-31,Debit Card,517.51
PAY0000870,O000870,2026-01-31,Debit Card,993.06
PAY0000871,O000871,2026-01-31,Debit Card,1941.55
PAY0000872,O000872,2026-01-31,Credit Card,2054.15
PAY0000873,O000873,2026-01-31,Debit Card,1721.71
PAY0000874,O000874,2026-01-31,Debit Card,964.79
PAY0000875,O000875,2026-01-31,Debit Card,307.47
PAY0000876,O000876,2026-01-31,Debit Card,2223.45
PAY0000877,O000877,2026-01-31,Debit Card,2319.33
PAY0000878,O000878,2026-01-31,PayPal,1219.73
PAY0000879,O000879,2026-01-31,PayPal,2168.32
PAY0000880,O000880,2026-01-31,Credit Card,2235.38
PAY0000881,O000881,2026-01-31,Debit Card,1315.25
PAY0000882,O000882,2026-01-31,PayPal,448.12
PAY0000883,O000883,2026-01-31,Debit Card,1396.51
PAY0000884,O000884,2026-01-31,PayPal,482.63
PAY0000885,O000885,2026-01-31,PayPal,434.85
PAY0000886,O000886,2026-01-31,Credit Card,2079.25
PAY0000887,O000887,2026-01-31,Debit Card,296.18
PAY0000888,O000888,2026-01-31,Debit Card,2213.74
PAY0000889,O000889,2026-01-31,PayPal,1405.59
PAY0000890,O000890,2026-01-31,PayPal,349.16
PAY0000891,O000891,2026-01-31,Credit Card,711.32
PAY0000892,O000892,2026-01-31,PayPal,1695.13
PAY0000893,O000893,2026-01-31,Credit Card,1875.31
PAY0000894,O000894,2026-01-31,PayPal,1803.41
PAY0000895,O000895,2026-01-31,Debit Card,1274.03
PAY0000896,O000896,2026-01-31,Debit Card,1856.45
PAY0000897,O000897,2026-01-31,Debit Card,1416.28
PAY0000898,O000898,2026-01-31,Debit Card,1355.49
PAY0000899,O000899,2026-01-31,Debit Card,625.77
PAY0000900,O000900,2026-01-31,Debit Card,1899.58
PAY0000901,O000901,2026-01-31,PayPal,1903.76
PAY0000902,O000902,2026-01-31,Credit Card,641.96
PAY0000903,O000903,2026-01-31,PayPal,1188.77
PAY0000904,O000904,2026-01-31,PayPal,2248.56
PAY0000905,O000905,2026-01-31,Credit Card,1818.88
PAY0000906,O000906,2026-01-31,PayPal,2019.84
PAY0000907,O000907,2026-01-31,Debit Card,446.45
PAY0000908,O000908,2026-01-31,Credit Card,1767.85
PAY0000909,O000909,2026-01-31,Debit Card,680.4
PAY0000910,O000910,2026-01-31,Debit Card,826.86
PAY0000911,O000911,2026-01-31,Credit Card,1400.72
PAY0000912,O000912,2026-01-31,Credit Card,2383.72
PAY0000913,O000913,2026-01-31,Credit Card,156.41
PAY0000914,O000914,2026-01-31,Credit Card,809.88
PAY0000915,O000915,2026-01-31,Credit Card,545.71
PAY0000916,O000916,2026-01-31,PayPal,271.21
PAY0000917,O000917,2026-01-31,Debit Card,1186.24
PAY0000918,O000918,2026-01-31,Credit Card,1112.6
PAY0000919,O000919,2026-01-31,Debit Card,1687.8
PAY0000920,O000920,2026-01-31,Credit Card,1774.76
PAY0000921,O000921,2026-01-31,Debit Card,923.61
PAY0000922,O000922,2026-01-31,Debit Card,600.28
PAY0000923,O000923,2026-01-31,Debit Card,1586.22
PAY0000924,O000924,2026-01-31,Debit Card,1624.53
PAY0000925,O000925,2026-01-31,PayPal,200.5
PAY0000926,O000926,2026-01-31,Debit Card,2444.83
PAY0000927,O000927,2026-01-31,Debit Card,867.12
PAY0000928,O000928,2026-01-31,Credit Card,713.88
PAY0000929,O000929,2026-01-31,Debit Card,2166.82
PAY0000930,O000930,2026-01-31,Debit Card,1907.0
PAY0000931,O000931,2026-01-31,Credit Card,1114.48
PAY0000932,O000932,2026-01-31,PayPal,1588.56
PAY0000933,O000933,2026-01-31,Debit Card,2377.89
PAY0000934,O000934,2026-01-31,PayPal,1276.74
PAY0000935,O000935,2026-01-31,Credit Card,1011.92
PAY0000936,O000936,2026-01-31,Debit Card,1921.72
PAY0000937,O000937,2026-01-31,Credit Card,1239.69
PAY0000938,O000938,2026-01-31,PayPal,320.92
PAY0000939,O000939,2026-01-31,Credit Card,1838.27
PAY0000940,O000940,2026-01-31,PayPal,1615.12
PAY0000941,O000941,2026-01-31,Credit Card,1191.25
PAY0000942,O000942,2026-01-31,PayPal,909.72
PAY0000943,O000943,2026-01-31,PayPal,2461.6
PAY0000944,O000944,2026-01-31,Credit Card,874.89
PAY0000945,O000945,2026-01-31,PayPal,1965.19
PAY0000946,O000946,2026-01-31,Debit Card,619.73
PAY0000947,O000947,2026-01-31,Debit Card,327.89
PAY0000948,O000948,2026-01-31,PayPal,408.12
PAY0000949,O000949,2026-01-31,PayPal,1974.0
PAY0000950,O000950,2026-01-31,PayPal,1166.63
PAY0000951,O000951,2026-01-31,PayPal,534.96
PAY0000952,O000952,2026-01-31,Debit Card,1773.11
PAY0000953,O000953,2026-01-31,Debit Card,2023.14
PAY0000954,O000954,2026-01-31,PayPal,1668.89
PAY0000955,O000955,2026-01-31,Credit Card,707.69
PAY0000956,O000956,2026-01-31,Credit Card,1775.72
PAY0000957,O000957,2026-01-31,Debit Card,517.4
PAY0000958,O000958,2026-01-31,Debit Card,804.13
PAY0000959,O000959,2026-01-31,Credit Card,195.56
PAY0000960,O000960,2026-01-31,PayPal,895.4
PAY0000961,O000961,2026-01-31,Credit Card,1748.34
PAY0000962,O000962,2026-01-31,Credit Card,577.9
PAY0000963,O000963,2026-01-31,Debit Card,697.7
PAY0000964,O000964,2026-01-31,Debit Card,1961.78
PAY0000965,O000965,2026-01-31,PayPal,2272.98
PAY0000966,O000966,2026-01-31,Debit Card,205.3
PAY0000967,O000967,2026-01-31,Credit Card,636.21
PAY0000968,O000968,2026-01-31,PayPal,1500.57
PAY0000969,O000969,2026-01-31,Debit Card,648.96
PAY0000970,O000970,2026-01-31,Debit Card,2040.2
PAY0000971,O000971,2026-01-31,Credit Card,343.69
PAY0000972,O000972,2026-01-31,Credit Card,416.8
PAY0000973,O000973,2026-01-31,PayPal,1450.65
PAY0000974,O000974,2026-01-31,Debit Card,1290.75
PAY0000975,O000975,2026-01-31,PayPal,1131.94
PAY0000976,O000976,2026-01-31,PayPal,1360.42
PAY0000977,O000977,2026-01-31,PayPal,983.89
PAY0000978,O000978,2026-01-31,PayPal,355.19
PAY0000979,O000979,2026-01-31,Debit Card,180.49
PAY0000980,O000980,2026-01-31,Debit Card,1437.48
PAY0000981,O000981,2026-01-31,Debit Card,260.65
PAY0000982,O000982,2026-01-31,Credit Card,730.66
PAY0000983,O000983,2026-01-31,PayPal,958.34
PAY0000984,O000984,2026-01-31,Debit Card,1317.07
PAY0000985,O000985,2026-01-31,Credit Card,2275.88
