OrderLineID,OrderID,ProductID,Quantity,UnitPrice,Discount
OL0001247,O000498,P00044,5,234.3,0.0
OL0001248,O000499,P00062,2,435.89,0.0
OL0001249,O000499,P00012,7,157.59,0.0
OL0001250,O000500,P00111,3,338.21,0.0
OL0001251,O000500,P00090,7,277.65,0.0
OL0001252,O000500,P00044,7,234.3,0.0
OL0001253,O000501,P00073,1,167.31,0.0
OL0001254,O000501,P00071,1,187.68,0.0
OL0001255,O000502,P00104,2,236.49,0.0
OL0001256,O000502,P00075,8,300.7,0.0
OL0001257,O000503,P00084,5,180.25,0.0
OL0001258,O000503,P00019,3,245.95,0.0
OL0001259,O000504,P00031,7,600.22,0.0
OL0001260,O000505,P00048,5,57.89,0.0
OL0001261,O000505,P00100,3,446.21,0.0
OL0001262,O000505,P00061,2,78.91,0.0
OL0001263,O000505,P00073,6,167.31,0.0
OL0001264,O000506,P00012,2,157.59,0.0
OL0001265,O000506,P00003,1,516.8,0.0
OL0001266,O000507,P00073,8,167.31,0.0
OL0001267,O000507,P00051,8,467.27,0.0
OL0001268,O000507,P00077,2,158.63,0.0
OL0001269,O000507,P00003,4,516.8,0.0
OL0001270,O000508,P00113,4,413.16,0.0
OL0001271,O000508,P00028,5,148.66,0.0
OL0001272,O000509,P00081,8,66.28,0.0
OL0001273,O000509,P00022,7,79.97,0.0
OL0001274,O000509,P00083,3,603.23,0.0
OL0001275,O000510,P00109,4,337.16,0.0
OL0001276,O000510,P00100,4,446.21,0.0
OL0001277,O000510,P00116,5,484.74,0.0
OL0001278,O000510,P00083,4,603.23,0.0
OL0001279,O000511,P00026,3,233.06,0.0
OL0001280,O000511,P00094,7,568.46,0.0
OL0001281,O000511,P00006,3,426.4,0.0
OL0001282,O000511,P00053,1,102.16,0.0
OL0001283,O000512,P00074,5,235.25,0.0
OL0001284,O000512,P00116,4,484.74,0.0
OL0001285,O000512,P00051,8,467.27,0.0
OL0001286,O000513,P00078,6,330.59,0.0
OL0001287,O000513,P00048,8,57.89,0.0
OL0001288,O000514,P00047,1,500.35,0.0
OL0001289,O000515,P00066,3,267.19,0.0
OL0001290,O000515,P00082,6,128.79,0.0
OL0001291,O000515,P00068,7,266.9,0.0
OL0001292,O000515,P00014,4,298.46,0.0
OL0001293,O000516,P00113,7,413.16,0.0
OL0001294,O000516,P00018,5,146.12,0.0
OL0001295,O000516,P00038,2,291.74,0.0
OL0001296,O000516,P00081,2,66.28,0.0
OL0001297,O000517,P00067,1,401.3,0.0
OL0001298,O000518,P00039,4,280.19,0.0
OL0001299,O000518,P00015,8,381.72,0.0
OL0001300,O000518,P00090,6,277.65,0.0
OL0001301,O000519,P00008,1,38.74,0.0
OL0001302,O000520,P00112,7,177.45,0.0
OL0001303,O000520,P00092,5,419.51,0.0
OL0001304,O000520,P00037,7,75.6,0.0
OL0001305,O000521,P00094,3,568.46,0.0
OL0001306,O000521,P00047,1,500.35,0.0
OL0001307,O000521,P00008,3,38.74,0.0
OL0001308,O000522,P00070,3,403.68,0.0
OL0001309,O000522,P00096,8,119.11,0.0
OL0001310,O000522,P00079,6,262.98,0.0
OL0001311,O000523,P00026,3,233.06,0.0
OL0001312,O000523,P00036,2,140.99,0.0
OL0001313,O000523,P00072,6,245.15,0.0
OL0001314,O000523,P00014,7,298.46,0.0
OL0001315,O000524,P00107,5,244.91,0.0
OL0001316,O000524,P00029,2,37.44,0.0
OL0001317,O000525,P00057,1,337.21,0.0
OL0001318,O000525,P00110,3,403.38,0.0
OL0001319,O000525,P00053,8,102.16,0.0
OL0001320,O000526,P00092,6,419.51,0.0
OL0001321,O000526,P00079,7,262.98,0.0
OL0001322,O000526,P00035,5,122.77,0.0
OL0001323,O000527,P00039,5,280.19,0.0
OL0001324,O000527,P00004,6,334.06,0.0
OL0001325,O000527,P00031,7,600.22,0.0
OL0001326,O000528,P00074,6,235.25,0.0
OL0001327,O000528,P00068,8,266.9,0.0
OL0001328,O000529,P00015,8,381.72,0.0
OL0001329,O000529,P00020,1,519.71,0.0
OL0001330,O000530,P00033,3,277.75,0.0
OL0001331,O000530,P00061,1,78.91,0.0
OL0001332,O000531,P00039,3,280.19,0.0
OL0001333,O000531,P00108,1,571.29,0.0
OL0001334,O000532,P00035,5,122.77,0.0
OL0001335,O000532,P00026,3,233.06,0.0
OL0001336,O000532,P00010,8,398.45,0.0
OL0001337,O000532,P00108,7,571.29,0.0
OL0001338,O000533,P00096,8,119.11,0.0
OL0001339,O000534,P00051,8,467.27,0.0
OL0001340,O000535,P00016,8,332.89,0.0
OL0001341,O000535,P00021,8,312.75,0.0
OL0001342,O000535,P00099,8,145.42,0.0
OL0001343,O000536,P00062,3,435.89,0.0
OL0001344,O000537,P00061,6,78.91,0.0
OL0001345,O000538,P00049,4,40.34,0.0
OL0001346,O000539,P00012,3,157.59,0.0
OL0001347,O000539,P00042,3,18.93,0.0
OL0001348,O000539,P00084,5,180.25,0.0
OL0001349,O000540,P00093,1,385.87,0.0
OL0001350,O000540,P00055,3,288.08,0.0
OL0001351,O000541,P00040,2,245.02,0.0
OL0001352,O000541,P00046,4,539.88,0.0
OL0001353,O000541,P00020,8,519.71,0.0
OL0001354,O000541,P00004,2,334.06,0.0
OL0001355,O000542,P00080,1,330.12,0.0
OL0001356,O000542,P00109,5,337.16,0.0
OL0001357,O000542,P00070,2,403.68,0.0
OL0001358,O000543,P00077,6,158.63,0.0
OL0001359,O000543,P00032,2,449.83,0.0
OL0001360,O000543,P00050,6,208.02,0.0
OL0001361,O000543,P00037,3,75.6,0.0
OL0001362,O000544,P00029,2,37.44,0.0
OL0001363,O000545,P00103,8,91.65,0.0
OL0001364,O000545,P00041,8,514.07,0.0
OL0001365,O000545,P00049,5,40.34,0.0
OL0001366,O000545,P00074,1,235.25,0.0
OL0001367,O000546,P00102,1,558.9,0.0
OL0001368,O000546,P00095,8,367.24,0.0
OL0001369,O000546,P00043,6,325.71,0.0
OL0001370,O000547,P00024,4,139.94,0.0
OL0001371,O000547,P00083,1,603.23,0.0
OL0001372,O000548,P00102,6,558.9,0.0
OL0001373,O000548,P00112,1,177.45,0.0
OL0001374,O000548,P00009,2,298.47,0.0
OL0001375,O000549,P00086,2,300.05,0.0
OL0001376,O000549,P00059,7,379.82,0.0
OL0001377,O000549,P00010,5,398.45,0.0
OL0001378,O000549,P00014,3,298.46,0.0
OL0001379,O000550,P00012,7,157.59,0.0
OL0001380,O000550,P00083,2,603.23,0.0
OL0001381,O000551,P00013,4,361.81,0.0
OL0001382,O000552,P00053,7,102.16,0.0
OL0001383,O000552,P00011,7,22.38,0.0
OL0001384,O000553,P00063,3,311.79,0.0
OL0001385,O000553,P00092,2,419.51,0.0
OL0001386,O000553,P00003,5,516.8,0.0
OL0001387,O000554,P00093,7,385.87,0.0
OL0001388,O000554,P00117,5,358.95,0.0
OL0001389,O000554,P00023,3,111.16,0.0
OL0001390,O000554,P00018,6,146.12,0.0
OL0001391,O000555,P00021,6,312.75,0.0
OL0001392,O000556,P00061,8,78.91,0.0
OL0001393,O000556,P00062,8,435.89,0.0
OL0001394,O000557,P00096,8,119.11,0.0
OL0001395,O000557,P00069,5,526.25,0.0
OL0001396,O000557,P00088,7,201.92,0.0
OL0001397,O000557,P00119,2,341.73,0.0
OL0001398,O000558,P00094,6,568.46,0.0
OL0001399,O000558,P00096,3,119.11,0.0
OL0001400,O000558,P00069,7,526.25,0.0
OL0001401,O000558,P00007,7,94.43,0.0
OL0001402,O000559,P00031,1,600.22,0.0
OL0001403,O000560,P00116,8,484.74,0.0
OL0001404,O000560,P00091,4,109.62,0.0
OL0001405,O000560,P00082,3,128.79,0.0
OL0001406,O000561,P00081,2,66.28,0.0
OL0001407,O000561,P00098,5,361.68,0.0
OL0001408,O000561,P00054,8,492.83,0.0
OL0001409,O000561,P00019,7,245.95,0.0
OL0001410,O000562,P00091,8,109.62,0.0
OL0001411,O000563,P00055,3,288.08,0.0
OL0001412,O000563,P00111,3,338.21,0.0
OL0001413,O000563,P00025,5,243.04,0.0
OL0001414,O000564,P00044,7,234.3,0.0
OL0001415,O000564,P00054,5,492.83,0.0
OL0001416,O000565,P00001,2,86.21,0.0
OL0001417,O000566,P00029,2,37.44,0.0
OL0001418,O000567,P00056,7,259.66,0.0
OL0001419,O000567,P00117,2,358.95,0.0
OL0001420,O000567,P00055,8,288.08,0.0
OL0001421,O000567,P00039,5,280.19,0.0
OL0001422,O000568,P00013,5,361.81,0.0
OL0001423,O000568,P00022,2,79.97,0.0
OL0001424,O000568,P00107,1,244.91,0.0
OL0001425,O000569,P00048,8,57.89,0.0
OL0001426,O000570,P00073,3,167.31,0.0
OL0001427,O000570,P00023,7,111.16,0.0
OL0001428,O000571,P00055,2,288.08,0.0
OL0001429,O000572,P00027,5,557.74,0.0
OL0001430,O000572,P00018,6,146.12,0.0
OL0001431,O000572,P00086,8,300.05,0.0
OL0001432,O000572,P00011,8,22.38,0.0
OL0001433,O000573,P00094,6,568.46,0.0
OL0001434,O000573,P00018,3,146.12,0.0
OL0001435,O000573,P00061,4,78.91,0.0
OL0001436,O000574,P00067,2,401.3,0.0
OL0001437,O000574,P00098,5,361.68,0.0
OL0001438,O000575,P00061,7,78.91,0.0
OL0001439,O000576,P00019,1,245.95,0.0
OL0001440,O000577,P00010,2,398.45,0.0
OL0001441,O000577,P00107,1,244.91,0.0
OL0001442,O000577,P00078,3,330.59,0.0
OL0001443,O000577,P00005,8,450.47,0.0
OL0001444,O000578,P00092,7,419.51,0.0
OL0001445,O000578,P00014,8,298.46,0.0
OL0001446,O000578,P00113,5,413.16,0.0
OL0001447,O000578,P00011,6,22.38,0.0
OL0001448,O000579,P00100,5,446.21,0.0
OL0001449,O000579,P00040,2,245.02,0.0
OL0001450,O000579,P00004,3,334.06,0.0
OL0001451,O000579,P00076,3,343.66,0.0
OL0001452,O000580,P00051,4,467.27,0.0
OL0001453,O000581,P00013,1,361.81,0.0
OL0001454,O000582,P00066,1,267.19,0.0
OL0001455,O000582,P00106,4,44.52,0.0
OL0001456,O000583,P00008,3,38.74,0.0
OL0001457,O000583,P00101,4,238.6,0.0
OL0001458,O000583,P00089,7,489.42,0.0
OL0001459,O000583,P00050,4,208.02,0.0
OL0001460,O000584,P00042,5,18.93,0.0
OL0001461,O000585,P00099,3,145.42,0.0
OL0001462,O000585,P00005,8,450.47,0.0
OL0001463,O000585,P00093,7,385.87,0.0
OL0001464,O000585,P00046,1,539.88,0.0
OL0001465,O000586,P00112,3,177.45,0.0
OL0001466,O000587,P00119,8,341.73,0.0
OL0001467,O000587,P00026,8,233.06,0.0
OL0001468,O000588,P00055,1,288.08,0.0
OL0001469,O000588,P00020,8,519.71,0.0
OL0001470,O000588,P00068,4,266.9,0.0
OL0001471,O000588,P00091,4,109.62,0.0
OL0001472,O000589,P00095,7,367.24,0.0
OL0001473,O000589,P00019,1,245.95,0.0
OL0001474,O000589,P00107,6,244.91,0.0
OL0001475,O000590,P00119,2,341.73,0.0
OL0001476,O000591,P00048,7,57.89,0.0
OL0001477,O000591,P00087,8,477.94,0.0
OL0001478,O000591,P00063,5,311.79,0.0
OL0001479,O000591,P00077,1,158.63,0.0
OL0001480,O000592,P00004,7,334.06,0.0
OL0001481,O000592,P00061,8,78.91,0.0
OL0001482,O000592,P00051,8,467.27,0.0
OL0001483,O000592,P00008,4,38.74,0.0
OL0001484,O000593,P00117,1,358.95,0.0
OL0001485,O000594,P00053,6,102.16,0.0
OL0001486,O000594,P00032,2,449.83,0.0
OL0001487,O000594,P00111,5,338.21,0.0
OL0001488,O000594,P00022,7,79.97,0.0
OL0001489,O000595,P00067,2,401.3,0.0
OL0001490,O000595,P00005,8,450.47,0.0
OL0001491,O000595,P00020,6,519.71,0.0
OL0001492,O000595,P00029,8,37.44,0.0
OL0001493,O000596,P00102,1,558.9,0.0
OL0001494,O000596,P00114,3,201.26,0.0
OL0001495,O000596,P00099,5,145.42,0.0
OL0001496,O000596,P00061,4,78.91,0.0
OL0001497,O000597,P00009,6,298.47,0.0
OL0001498,O000597,P00112,8,177.45,0.0
OL0001499,O000597,P00061,4,78.91,0.0
OL0001500,O000597,P00090,4,277.65,0.0
OL0001501,O000598,P00031,8,600.22,0.0
OL0001502,O000598,P00012,3,157.59,0.0
OL0001503,O000598,P00044,5,234.3,0.0
OL0001504,O000599,P00025,7,243.04,0.0
OL0001505,O000599,P00004,6,334.06,0.0
OL0001506,O000599,P00032,8,449.83,0.0
OL0001507,O000599,P00110,3,403.38,0.0
OL0001508,O000600,P00094,5,568.46,0.0
OL0001509,O000600,P00062,2,435.89,0.0
OL0001510,O000601,P00016,3,332.89,0.0
OL0001511,O000601,P00103,3,91.65,0.0
OL0001512,O000601,P00117,4,358.95,0.0
OL0001513,O000601,P00002,3,144.35,0.0
OL0001514,O000602,P00049,2,40.34,0.0
OL0001515,O000602,P00050,7,208.02,0.0
OL0001516,O000602,P00029,8,37.44,0.0
OL0001517,O000602,P00064,5,22.94,0.0
OL0001518,O000603,P00113,4,413.16,0.0
OL0001519,O000603,P00079,1,262.98,0.0
OL0001520,O000604,P00019,6,245.95,0.0
OL0001521,O000605,P00037,6,75.6,0.0
OL0001522,O000605,P00029,3,37.44,0.0
OL0001523,O000605,P00042,3,18.93,0.0
OL0001524,O000606,P00111,2,338.21,0.0
OL0001525,O000607,P00013,7,361.81,0.0
OL0001526,O000607,P00089,2,489.42,0.0
OL0001527,O000607,P00099,4,145.42,0.0
OL0001528,O000608,P00065,4,220.68,0.0
OL0001529,O000609,P00111,5,338.21,0.0
OL0001530,O000609,P00049,6,40.34,0.0
OL0001531,O000609,P00082,6,128.79,0.0
OL0001532,O000609,P00016,1,332.89,0.0
OL0001533,O000610,P00054,3,492.83,0.0
OL0001534,O000610,P00042,2,18.93,0.0
OL0001535,O000610,P00047,1,500.35,0.0
OL0001536,O000611,P00079,8,262.98,0.0
OL0001537,O000611,P00021,2,312.75,0.0
OL0001538,O000611,P00053,2,102.16,0.0
OL0001539,O000611,P00114,2,201.26,0.0
OL0001540,O000612,P00013,2,361.81,0.0
OL0001541,O000613,P00107,2,244.91,0.0
OL0001542,O000613,P00065,4,220.68,0.0
OL0001543,O000614,P00067,3,401.3,0.0
OL0001544,O000614,P00075,5,300.7,0.0
OL0001545,O000614,P00031,8,600.22,0.0
OL0001546,O000615,P00103,2,91.65,0.0
OL0001547,O000615,P00012,3,157.59,0.0
OL0001548,O000615,P00036,6,140.99,0.0
OL0001549,O000615,P00114,6,201.26,0.0
OL0001550,O000616,P00055,2,288.08,0.0
OL0001551,O000616,P00075,4,300.7,0.0
OL0001552,O000617,P00029,7,37.44,0.0
OL0001553,O000617,P00073,1,167.31,0.0
OL0001554,O000617,P00058,4,340.95,0.0
OL0001555,O000617,P00031,8,600.22,0.0
OL0001556,O000618,P00010,5,398.45,0.0
OL0001557,O000618,P00056,3,259.66,0.0
OL0001558,O000618,P00060,2,243.0,0.0
OL0001559,O000619,P00023,6,111.16,0.0
OL0001560,O000619,P00072,7,245.15,0.0
OL0001561,O000619,P00013,6,361.81,0.0
OL0001562,O000620,P00078,3,330.59,0.0
OL0001563,O000620,P00026,7,233.06,0.0
OL0001564,O000621,P00090,3,277.65,0.0
OL0001565,O000621,P00027,7,557.74,0.0
OL0001566,O000622,P00106,7,44.52,0.0
OL0001567,O000622,P00033,8,277.75,0.0
OL0001568,O000622,P00029,6,37.44,0.0
OL0001569,O000622,P00097,1,245.06,0.0
OL0001570,O000623,P00008,3,38.74,0.0
OL0001571,O000623,P00077,1,158.63,0.0
OL0001572,O000623,P00074,2,235.25,0.0
OL0001573,O000623,P00023,2,111.16,0.0
OL0001574,O000624,P00016,6,332.89,0.0
OL0001575,O000624,P00098,7,361.68,0.0
OL0001576,O000624,P00001,3,86.21,0.0
OL0001577,O000625,P00028,1,148.66,0.0
OL0001578,O000625,P00116,7,484.74,0.0
OL0001579,O000625,P00077,1,158.63,0.0
OL0001580,O000625,P00023,3,111.16,0.0
OL0001581,O000626,P00041,5,514.07,0.0
OL0001582,O000627,P00030,7,83.62,0.0
OL0001583,O000627,P00017,5,296.11,0.0
OL0001584,O000627,P00115,6,224.64,0.0
OL0001585,O000627,P00016,6,332.89,0.0
OL0001586,O000628,P00029,5,37.44,0.0
OL0001587,O000629,P00020,7,519.71,0.0
OL0001588,O000629,P00031,8,600.22,0.0
OL0001589,O000630,P00092,8,419.51,0.0
OL0001590,O000630,P00049,6,40.34,0.0
OL0001591,O000631,P00109,4,337.16,0.0
OL0001592,O000631,P00059,5,379.82,0.0
OL0001593,O000631,P00020,2,519.71,0.0
OL0001594,O000631,P00052,1,288.99,0.0
OL0001595,O000632,P00092,7,419.51,0.0
OL0001596,O000632,P00042,3,18.93,0.0
OL0001597,O000632,P00035,5,122.77,0.0
OL0001598,O000633,P00039,2,280.19,0.0
OL0001599,O000633,P00048,5,57.89,0.0
OL0001600,O000634,P00030,3,83.62,0.0
OL0001601,O000634,P00033,1,277.75,0.0
OL0001602,O000634,P00018,1,146.12,0.0
OL0001603,O000635,P00116,4,484.74,0.0
OL0001604,O000635,P00072,5,245.15,0.0
OL0001605,O000635,P00115,7,224.64,0.0
OL0001606,O000636,P00051,1,467.27,0.0
OL0001607,O000637,P00116,5,484.74,0.0
OL0001608,O000637,P00066,6,267.19,0.0
OL0001609,O000637,P00090,2,277.65,0.0
OL0001610,O000638,P00037,2,75.6,0.0
OL0001611,O000639,P00050,5,208.02,0.0
OL0001612,O000639,P00065,1,220.68,0.0
OL0001613,O000639,P00051,8,467.27,0.0
OL0001614,O000639,P00094,6,568.46,0.0
OL0001615,O000640,P00115,4,224.64,0.0
OL0001616,O000640,P00084,6,180.25,0.0
OL0001617,O000641,P00021,5,312.75,0.0
OL0001618,O000641,P00083,3,603.23,0.0
OL0001619,O000641,P00102,7,558.9,0.0
OL0001620,O000642,P00045,2,233.51,0.0
OL0001621,O000642,P00003,6,516.8,0.0
OL0001622,O000643,P00015,6,381.72,0.0
OL0001623,O000643,P00013,8,361.81,0.0
OL0001624,O000644,P00083,3,603.23,0.0
OL0001625,O000645,P00102,7,558.9,0.0
OL0001626,O000645,P00072,2,245.15,0.0
OL0001627,O000645,P00116,2,484.74,0.0
OL0001628,O000645,P00105,1,496.04,0.0
OL0001629,O000646,P00032,3,449.83,0.0
OL0001630,O000646,P00084,8,180.25,0.0
OL0001631,O000646,P00069,4,526.25,0.0
OL0001632,O000646,P00092,8,419.51,0.0
OL0001633,O000647,P00055,6,288.08,0.0
OL0001634,O000648,P00029,7,37.44,0.0
OL0001635,O000648,P00114,5,201.26,0.0
OL0001636,O000648,P00117,8,358.95,0.0
OL0001637,O000648,P00098,7,361.68,0.0
OL0001638,O000649,P00032,8,449.83,0.0
OL0001639,O000649,P00102,7,558.9,0.0
OL0001640,O000649,P00115,3,224.64,0.0
OL0001641,O000649,P00091,3,109.62,0.0
OL0001642,O000650,P00089,8,489.42,0.0
OL0001643,O000650,P00050,8,208.02,0.0
OL0001644,O000651,P00066,2,267.19,0.0
OL0001645,O000651,P00041,4,514.07,0.0
OL0001646,O000652,P00120,8,472.76,0.0
OL0001647,O000652,P00110,1,403.38,0.0
OL0001648,O000652,P00028,3,148.66,0.0
OL0001649,O000652,P00093,6,385.87,0.0
OL0001650,O000653,P00099,7,145.42,0.0
OL0001651,O000654,P00097,2,245.06,0.0
OL0001652,O000655,P00046,5,539.88,0.0
OL0001653,O000655,P00112,1,177.45,0.0
OL0001654,O000655,P00110,3,403.38,0.0
OL0001655,O000656,P00096,6,119.11,0.0
OL0001656,O000657,P00042,6,18.93,0.0
OL0001657,O000657,P00014,5,298.46,0.0
OL0001658,O000657,P00106,5,44.52,0.0
OL0001659,O000658,P00035,1,122.77,0.0
OL0001660,O000658,P00033,3,277.75,0.0
OL0001661,O000658,P00105,3,496.04,0.0
OL0001662,O000658,P00026,7,233.06,0.0
OL0001663,O000659,P00093,5,385.87,0.0
OL0001664,O000660,P00040,4,245.02,0.0
OL0001665,O000660,P00023,3,111.16,0.0
OL0001666,O000660,P00068,8,266.9,0.0
OL0001667,O000661,P00118,2,104.69,0.0
OL0001668,O000662,P00044,2,234.3,0.0
OL0001669,O000662,P00011,1,22.38,0.0
OL0001670,O000662,P00021,7,312.75,0.0
OL0001671,O000663,P00034,5,410.61,0.0
OL0001672,O000663,P00009,8,298.47,0.0
OL0001673,O000663,P00096,6,119.11,0.0
OL0001674,O000663,P00025,7,243.04,0.0
OL0001675,O000664,P00005,3,450.47,0.0
OL0001676,O000664,P00094,3,568.46,0.0
OL0001677,O000664,P00011,8,22.38,0.0
OL0001678,O000664,P00029,8,37.44,0.0
OL0001679,O000665,P00110,3,403.38,0.0
OL0001680,O000665,P00060,6,243.0,0.0
OL0001681,O000665,P00079,2,262.98,0.0
OL0001682,O000665,P00091,7,109.62,0.0
OL0001683,O000666,P00044,4,234.3,0.0
OL0001684,O000666,P00098,7,361.68,0.0
OL0001685,O000666,P00045,6,233.51,0.0
OL0001686,O000666,P00028,1,148.66,0.0
OL0001687,O000667,P00094,5,568.46,0.0
OL0001688,O000667,P00108,2,571.29,0.0
OL0001689,O000667,P00049,3,40.34,0.0
OL0001690,O000667,P00005,1,450.47,0.0
OL0001691,O000668,P00056,2,259.66,0.0
OL0001692,O000668,P00008,2,38.74,0.0
OL0001693,O000668,P00021,4,312.75,0.0
OL0001694,O000669,P00085,4,194.94,0.0
OL0001695,O000670,P00053,1,102.16,0.0
OL0001696,O000670,P00114,2,201.26,0.0
OL0001697,O000670,P00037,3,75.6,0.0
OL0001698,O000670,P00002,1,144.35,0.0
OL0001699,O000671,P00052,4,288.99,0.0
OL0001700,O000671,P00061,4,78.91,0.0
OL0001701,O000671,P00065,8,220.68,0.0
OL0001702,O000672,P00049,6,40.34,0.0
OL0001703,O000673,P00005,1,450.47,0.0
OL0001704,O000673,P00077,8,158.63,0.0
OL0001705,O000673,P00103,1,91.65,0.0
OL0001706,O000673,P00025,6,243.04,0.0
OL0001707,O000674,P00107,3,244.91,0.0
OL0001708,O000674,P00022,7,79.97,0.0
OL0001709,O000674,P00098,1,361.68,0.0
OL0001710,O000674,P00057,6,337.21,0.0
OL0001711,O000675,P00100,5,446.21,0.0
OL0001712,O000675,P00085,2,194.94,0.0
OL0001713,O000675,P00048,2,57.89,0.0
OL0001714,O000675,P00077,2,158.63,0.0
OL0001715,O000676,P00093,5,385.87,0.0
OL0001716,O000676,P00028,3,148.66,0.0
OL0001717,O000677,P00029,5,37.44,0.0
OL0001718,O000677,P00032,2,449.83,0.0
OL0001719,O000678,P00019,5,245.95,0.0
OL0001720,O000678,P00049,7,40.34,0.0
OL0001721,O000679,P00030,1,83.62,0.0
OL0001722,O000679,P00082,6,128.79,0.0
OL0001723,O000680,P00037,1,75.6,0.0
OL0001724,O000680,P00003,1,516.8,0.0
OL0001725,O000681,P00096,7,119.11,0.0
OL0001726,O000681,P00048,2,57.89,0.0
OL0001727,O000681,P00057,6,337.21,0.0
OL0001728,O000682,P00089,7,489.42,0.0
OL0001729,O000682,P00091,6,109.62,0.0
OL0001730,O000683,P00017,7,296.11,0.0
OL0001731,O000683,P00076,2,343.66,0.0
OL0001732,O000683,P00120,1,472.76,0.0
OL0001733,O000684,P00101,4,238.6,0.0
OL0001734,O000684,P00081,4,66.28,0.0
OL0001735,O000685,P00089,7,489.42,0.0
OL0001736,O000685,P00083,2,603.23,0.0
OL0001737,O000685,P00108,5,571.29,0.0
OL0001738,O000685,P00053,1,102.16,0.0
OL0001739,O000686,P00020,8,519.71,0.0
OL0001740,O000686,P00110,7,403.38,0.0
OL0001741,O000686,P00063,2,311.79,0.0
OL0001742,O000687,P00098,1,361.68,0.0
OL0001743,O000687,P00043,7,325.71,0.0
OL0001744,O000687,P00030,4,83.62,0.0
OL0001745,O000687,P00040,1,245.02,0.0
OL0001746,O000688,P00049,2,40.34,0.0
OL0001747,O000688,P00001,4,86.21,0.0
OL0001748,O000688,P00060,3,243.0,0.0
OL0001749,O000689,P00074,7,235.25,0.0
OL0001750,O000689,P00024,8,139.94,0.0
OL0001751,O000689,P00081,2,66.28,0.0
OL0001752,O000690,P00052,3,288.99,0.0
OL0001753,O000690,P00108,6,571.29,0.0
OL0001754,O000691,P00006,4,426.4,0.0
OL0001755,O000691,P00095,7,367.24,0.0
OL0001756,O000692,P00091,1,109.62,0.0
OL0001757,O000692,P00106,1,44.52,0.0
OL0001758,O000692,P00062,8,435.89,0.0
OL0001759,O000692,P00067,5,401.3,0.0
OL0001760,O000693,P00077,1,158.63,0.0
OL0001761,O000693,P00039,1,280.19,0.0
OL0001762,O000694,P00110,5,403.38,0.0
OL0001763,O000694,P00035,5,122.77,0.0
OL0001764,O000694,P00091,7,109.62,0.0
OL0001765,O000694,P00031,6,600.22,0.0
OL0001766,O000695,P00018,5,146.12,0.0
OL0001767,O000695,P00100,1,446.21,0.0
OL0001768,O000696,P00063,2,311.79,0.0
OL0001769,O000696,P00093,5,385.87,0.0
OL0001770,O000697,P00104,7,236.49,0.0
OL0001771,O000698,P00069,3,526.25,0.0
OL0001772,O000699,P00038,7,291.74,0.0
OL0001773,O000699,P00036,4,140.99,0.0
OL0001774,O000699,P00069,6,526.25,0.0
OL0001775,O000700,P00016,5,332.89,0.0
OL0001776,O000700,P00040,8,245.02,0.0
OL0001777,O000700,P00059,5,379.82,0.0
OL0001778,O000701,P00069,6,526.25,0.0
OL0001779,O000701,P00060,6,243.0,0.0
OL0001780,O000702,P00066,8,267.19,0.0
OL0001781,O000702,P00085,6,194.94,0.0
OL0001782,O000703,P00051,3,467.27,0.0
OL0001783,O000704,P00023,8,111.16,0.0
OL0001784,O000705,P00115,1,224.64,0.0
OL0001785,O000706,P00076,7,343.66,0.0
OL0001786,O000706,P00106,8,44.52,0.0
OL0001787,O000707,P00014,2,298.46,0.0
OL0001788,O000707,P00041,2,514.07,0.0
OL0001789,O000707,P00022,1,79.97,0.0
OL0001790,O000707,P00077,8,158.63,0.0
OL0001791,O000708,P00084,6,180.25,0.0
OL0001792,O000709,P00030,6,83.62,0.0
OL0001793,O000709,P00109,7,337.16,0.0
OL0001794,O000709,P00006,3,426.4,0.0
OL0001795,O000709,P00019,1,245.95,0.0
OL0001796,O000710,P00114,8,201.26,0.0
OL0001797,O000711,P00088,4,201.92,0.0
OL0001798,O000711,P00117,8,358.95,0.0
OL0001799,O000711,P00098,1,361.68,0.0
OL0001800,O000712,P00112,1,177.45,0.0
OL0001801,O000712,P00068,5,266.9,0.0
OL0001802,O000713,P00036,4,140.99,0.0
OL0001803,O000713,P00018,2,146.12,0.0
OL0001804,O000713,P00083,5,603.23,0.0
OL0001805,O000714,P00081,4,66.28,0.0
OL0001806,O000714,P00055,8,288.08,0.0
OL0001807,O000715,P00038,1,291.74,0.0
OL0001808,O000715,P00019,5,245.95,0.0
OL0001809,O000715,P00035,8,122.77,0.0
OL0001810,O000716,P00018,1,146.12,0.0
OL0001811,O000716,P00099,4,145.42,0.0
OL0001812,O000717,P00109,2,337.16,0.0
OL0001813,O000717,P00016,5,332.89,0.0
OL0001814,O000717,P00110,8,403.38,0.0
OL0001815,O000717,P00021,3,312.75,0.0
OL0001816,O000718,P00001,3,86.21,0.0
OL0001817,O000718,P00028,2,148.66,0.0
OL0001818,O000719,P00073,2,167.31,0.0
OL0001819,O000719,P00085,3,194.94,0.0
OL0001820,O000720,P00108,4,571.29,0.0
OL0001821,O000720,P00041,5,514.07,0.0
OL0001822,O000720,P00062,4,435.89,0.0
OL0001823,O000721,P00065,5,220.68,0.0
OL0001824,O000722,P00025,1,243.04,0.0
OL0001825,O000722,P00110,7,403.38,0.0
OL0001826,O000722,P00106,1,44.52,0.0
OL0001827,O000722,P00016,6,332.89,0.0
