Order Date;Order ID; Price ; Cost of sales ; Discount ; Order Quantity ; Sales 
07/08/2018;39521;26;254,8;0,1;28;728
07/08/2018;3136;24;115,2;0,1;8;192
07/08/2018;48388;40;76,8;0,1;3;120
08/08/2018;54949;30;547,2;0,1;32;960
08/08/2018;48327;45;415,8;0;14;630
08/08/2018;21636;21;144,5;  -  ;16;336
08/08/2018;21636;57;1.217,00;0;35;1995
08/08/2018;45731;40;950,4;0;44;1760
08/08/2018;45731;50;437;0;19;950
08/08/2018;21636;8;19,7;0,1;6;48
08/08/2018;54949;35;83,3;0,1;7;245
08/08/2018;45731;28;333,2;0;35;980
08/08/2018;10464;23;238,1;0;23;529
09/08/2018;20709;38;110,2;0;5;190
09/08/2018;20389;52;1.047,80;0,1;31;1612
09/08/2018;20709;58;60,3;0,1;4;232
09/08/2018;46018;30;399,9;0,1;31;930
09/08/2018;20389;40;316,8;0;24;960
09/08/2018;20389;28;226,8;0;30;840
09/08/2018;56163;31;57,7;0;3;93
10/08/2018;45573;26;71,5;0,1;5;130
10/08/2018;5894;47;148,1;0,1;7;329
10/08/2018;18723;59;31,3;  -  ;1;59
10/08/2018;5894;31;55,8;0;3;93
10/08/2018;55330;40;725,2;  -  ;49;1960
11/08/2018;52867;56;378;0;15;840
11/08/2018;18049;11;57,2;0,1;10;110
12/08/2018;37760;22;250,8;0;38;836
12/08/2018;29956;51;1.370,90;0,1;48;2448
12/08/2018;41636;34;552,5;0,1;25;850
12/08/2018;37760;45;405;0;18;810
12/08/2018;41636;56;740,9;0;27;1512
12/08/2018;42343;7;82,5;0;31;217
12/08/2018;15971;50;315;0,1;15;750
12/08/2018;14115;39;524,2;0;24;936
12/08/2018;42343;22;627,4;0;46;1012
12/08/2018;14115;32;368;0,1;46;1472
12/08/2018;41636;46;1.405,30;0;47;2162
12/08/2018;11840;34;964,9;0,1;43;1462
12/08/2018;6406;9;100,6;0,1;43;387
13/08/2018;34177;40;145,6;0;13;520
13/08/2018;30467;29;49,3;0,1;5;145
13/08/2018;38598;31;305;0,1;24;744
13/08/2018;50310;43;1.035,40;0;43;1849
13/08/2018;47910;32;643,2;0,1;30;960
13/08/2018;34177;39;1.248,00;0,1;50;1950
13/08/2018;34177;15;230,1;0,1;26;390
13/08/2018;50310;61;657,6;0;22;1342
13/08/2018;26949;26;474,2;0,1;48;1248
13/08/2018;15751;32;296;0;37;1184
13/08/2018;56260;30;438,6;0;34;1020
13/08/2018;50310;56;1.528,80;0,1;42;2352
13/08/2018;15751;5;39,9;0;21;105
13/08/2018;38598;34;238,7;0;27;918
13/08/2018;38598;28;142,8;0;17;476
14/08/2018;46469;9;94;0,1;18;162
14/08/2018;29346;28;19;0,1;2;56
14/08/2018;46469;45;474,3;0,1;17;765
14/08/2018;23392;50;492;  -  ;24;1200
14/08/2018;37830;28;600,6;0,1;39;1092
14/08/2018;9893;61;24,4;0;1;61
15/08/2018;55840;33;119,8;0;11;363
15/08/2018;40647;41;616,6;0;47;1927
16/08/2018;2790;25;59,5;0;7;175
16/08/2018;2790;20;336,2;0;41;820
16/08/2018;2790;47;246,8;0,1;15;705
16/08/2018;10437;37;980,5;0;50;1850
16/08/2018;13536;39;349,8;0,1;23;897
16/08/2018;53254;29;493;  -  ;34;986
16/08/2018;21861;14;27,3;0,1;5;70
16/08/2018;2790;53;429,3;0;15;795
17/08/2018;1762;43;250,7;  -  ;11;473
17/08/2018;19175;50;513;0;19;950
17/08/2018;1762;19;514,7;0,1;43;817
17/08/2018;45410;27;241,1;0,1;19;513
17/08/2018;1762;41;582,6;0,1;29;1189
18/08/2018;33888;16;257,9;0;31;496
18/08/2018;33888;62;1.631,80;0,1;47;2914
18/08/2018;33888;37;44,4;0;3;111
19/08/2018;9187;43;199,5;0,1;8;344
19/08/2018;9187;24;566,4;0;40;960
19/08/2018;43779;59;448,4;0,1;20;1180
19/08/2018;43301;37;604,6;0;43;1591
19/08/2018;2433;38;207,5;0,1;14;532
19/08/2018;43301;34;617,1;  -  ;33;1122
20/08/2018;52897;55;748;  -  ;40;2200
20/08/2018;44196;20;104;0;10;200
20/08/2018;41825;22;627;0;50;1100
20/08/2018;24162;58;37,1;0,1;1;58
20/08/2018;44196;59;410,6;0,1;12;708
20/08/2018;57542;37;519,1;0;23;851
20/08/2018;24162;48;190,1;0;12;576
20/08/2018;41825;50;1.397,50;0;43;2150
21/08/2018;25031;46;419,5;0,1;24;1104
21/08/2018;43206;37;165,8;  -  ;16;592
21/08/2018;10886;34;820,1;0;36;1224
21/08/2018;6112;33;174,9;0;10;330
21/08/2018;25031;43;507,4;0,1;20;860
21/08/2018;10886;32;676,8;0;47;1504
21/08/2018;6112;22;300,1;0,1;31;682
22/08/2018;19429;19;23,9;0,1;2;38
22/08/2018;31111;26;428,2;0;27;702
22/08/2018;53441;28;62,7;0;7;196
22/08/2018;28897;25;129,5;0,1;14;350
22/08/2018;49799;49;123,5;0,1;4;196
22/08/2018;49799;53;413,4;  -  ;12;636
22/08/2018;28897;11;96,3;0;35;385
23/08/2018;17670;55;385;0,1;14;770
23/08/2018;29350;14;296,1;0,1;47;658
23/08/2018;29350;6;124,2;0,1;46;276
23/08/2018;29350;44;272,8;0,1;10;440
24/08/2018;13927;28;364;0;26;728
24/08/2018;28486;54;30,2;0,1;2;108
24/08/2018;21985;42;699,3;0,1;45;1890
24/08/2018;21985;28;7;0,1;1;28
25/08/2018;15108;34;612;0;50;1700
25/08/2018;10658;32;206,7;0,1;17;544
25/08/2018;10658;38;494,8;0;31;1178
25/08/2018;47813;27;553,5;  -  ;50;1350
25/08/2018;32611;38;410,4;0;18;684
25/08/2018;32611;31;259,2;  -  ;19;589
25/08/2018;10658;53;349,8;0,1;12;636
25/08/2018;32611;65;390;0,1;15;975
25/08/2018;32611;55;272,8;0;16;880
26/08/2018;47877;36;458,6;0,1;49;1764
26/08/2018;33732;27;454,4;0,1;33;891
26/08/2018;33569;5;21,2;0,1;9;45
26/08/2018;47877;30;159,6;0,1;19;570
26/08/2018;21479;35;875,4;0;41;1435
26/08/2018;47877;47;195,5;0;16;752
26/08/2018;37281;40;300;0,1;25;1000
27/08/2018;6727;6;28,1;0,1;12;72
27/08/2018;18402;15;20,3;  -  ;3;45
27/08/2018;18402;42;102,9;0;5;210
28/08/2018;23652;35;283,5;0,1;27;945
29/08/2018;20390;26;473,2;0,1;35;910
29/08/2018;20128;5;14;0;5;25
29/08/2018;47974;27;58,3;0;6;162
29/08/2018;1031;6;130,6;  -  ;34;204
29/08/2018;20128;22;232,3;  -  ;32;704
29/08/2018;14756;38;28,9;0,1;2;76
29/08/2018;20390;27;211,1;  -  ;17;459
29/08/2018;53123;28;315;0,1;25;700
30/08/2018;47173;35;416,2;0;41;1435
30/08/2018;14055;44;489,7;0,1;21;924
30/08/2018;27555;35;504;0,1;32;1120
30/08/2018;1985;36;641,5;0,1;33;1188
30/08/2018;1985;49;17,6;0,1;1;49
30/08/2018;54464;29;210,5;0,1;11;319
30/08/2018;54464;63;850,5;0,1;50;3150
30/08/2018;45988;14;397,3;0,1;43;602
31/08/2018;51619;45;24,3;0,1;2;90
31/08/2018;54151;52;837,2;0;35;1820
31/08/2018;51619;42;1.062,60;0;46;1932
31/08/2018;54151;35;864,5;0,1;38;1330
31/08/2018;51619;36;714,2;0,1;31;1116
31/08/2018;51619;6;24,1;0,1;6;36
01/09/2018;52357;49;1.008,40;0,1;49;2401
02/09/2018;11680;45;877,5;0,1;50;2250
02/09/2018;25824;28;87,4;0;6;168
02/09/2018;26567;30;547,2;0;48;1440
02/09/2018;25824;36;106,2;0;5;180
02/09/2018;26567;43;321,6;0,2;22;946
02/09/2018;25824;42;404;0;37;1554
02/09/2018;26567;14;34,7;0,1;8;112
02/09/2018;42342;14;307;0,1;43;602
02/09/2018;26567;8;36,8;0,1;10;80
02/09/2018;25824;43;737,9;  -  ;39;1677
02/09/2018;42342;26;253,5;0;25;650
03/09/2018;49990;20;90,2;  -  ;11;220
03/09/2018;51714;32;591,4;0;33;1056
03/09/2018;51968;8;144,5;0;43;344
03/09/2018;11392;33;425;0;28;924
03/09/2018;36867;29;273,8;0,1;16;464
03/09/2018;36867;45;321,3;0,1;21;945
03/09/2018;34311;44;858;0,1;39;1716
03/09/2018;34311;41;669,1;0;32;1312
04/09/2018;38913;29;83,2;0;7;203
04/09/2018;9668;30;174;0,1;10;300
04/09/2018;48775;31;168,6;0,1;17;527
04/09/2018;48167;30;786,9;0,1;43;1290
04/09/2018;48167;46;579,6;0,1;45;2070
04/09/2018;39845;25;286;0,1;44;1100
04/09/2018;48167;45;498,2;0,1;27;1215
05/09/2018;10052;26;322,9;0;46;1196
05/09/2018;10052;33;535,9;0,1;28;924
05/09/2018;10052;37;236,8;0,1;16;592
06/09/2018;5317;52;612,6;0,1;38;1976
06/09/2018;5317;43;623,5;0,1;25;1075
06/09/2018;5317;49;205,8;0,1;10;490
06/09/2018;37926;7;56,4;0;31;217
07/09/2018;55648;42;54,6;0,1;5;210
08/09/2018;3746;40;274,4;  -  ;14;560
08/09/2018;43590;20;124,8;0,1;24;480
08/09/2018;3746;27;400,1;0;38;1026
09/09/2018;10629;55;284,9;0,1;14;770
09/09/2018;56901;32;760,3;  -  ;36;1152
09/09/2018;44487;10;111;0;37;370
09/09/2018;12099;27;699,8;0;48;1296
09/09/2018;44487;40;48;0,1;4;160
09/09/2018;13280;10;191,1;0,1;49;490
09/09/2018;12099;33;18,2;0,1;1;33
09/09/2018;10629;6;58,5;0,1;39;234
09/09/2018;13280;36;950,4;0;40;1440
09/09/2018;44836;50;483;0;21;1050
10/09/2018;40928;25;56;0;4;100
10/09/2018;49891;46;901,6;  -  ;40;1840
10/09/2018;1313;20;333,2;  -  ;34;680
10/09/2018;9888;36;967,7;0,1;48;1728
10/09/2018;38145;28;73,9;0;8;224
10/09/2018;49891;42;399;0,1;19;798
10/09/2018;38145;15;247,5;0,1;33;495
10/09/2018;41221;30;70,8;0,1;4;120
11/09/2018;10528;33;899,6;0;47;1551
11/09/2018;29860;28;739,2;0,1;48;1344
11/09/2018;46721;28;138;0;17;476
11/09/2018;46721;51;468,2;0;17;867
11/09/2018;46721;40;518;0,1;35;1400
11/09/2018;4772;35;578,2;0;28;980
12/09/2018;38080;44;297,4;0,1;26;1144
12/09/2018;7297;32;118,7;0,1;7;224
12/09/2018;7297;13;33,8;0,1;4;52
12/09/2018;25831;36;125,3;0;6;216
12/09/2018;7297;31;419,1;0;26;806
12/09/2018;7269;25;355,3;  -  ;29;725
13/09/2018;46437;32;815,4;  -  ;49;1568
13/09/2018;44352;38;399;0,1;25;950
13/09/2018;53412;39;1.175,90;0;45;1755
13/09/2018;18855;26;540;0;31;806
13/09/2018;35558;38;33,4;0,1;2;76
14/09/2018;17764;45;704,7;0;27;1215
14/09/2018;34880;38;618,6;0;44;1672
14/09/2018;21121;46;667;  -  ;50;2300
14/09/2018;10371;26;91;0,1;10;260
14/09/2018;57734;38;615,6;0,1;27;1026
14/09/2018;43974;17;36,7;0;8;136
14/09/2018;27330;50;124;0,1;8;400
14/09/2018;57734;33;283,1;0,1;26;858
14/09/2018;27330;28;512,4;0,1;30;840
14/09/2018;54243;44;89,8;0,1;6;264
15/09/2018;41412;33;682,4;0;47;1551
15/09/2018;29410;36;756;0;35;1260
15/09/2018;31619;65;187,2;0;9;585
15/09/2018;29410;44;506,9;  -  ;36;1584
15/09/2018;38915;39;131;0,1;12;468
15/09/2018;38915;51;953,7;0,1;34;1734
15/09/2018;31619;14;93,9;0,1;11;154
16/09/2018;19204;42;470,4;0;28;1176
16/09/2018;37254;16;233;0;28;448
16/09/2018;18371;39;444,6;  -  ;30;1170
16/09/2018;48385;31;193,4;0;16;496
16/09/2018;19204;42;453,6;0,1;27;1134
17/09/2018;4645;9;116,1;0,1;30;270
17/09/2018;8320;40;343,2;0,1;22;880
17/09/2018;21831;21;44,1;0,1;6;126
17/09/2018;4645;30;171,6;  -  ;11;330
17/09/2018;54436;62;1.078,20;  -  ;37;2294
17/09/2018;4645;40;134,4;0,1;7;280
17/09/2018;8320;16;145,6;0;35;560
17/09/2018;54436;17;86,7;0;17;289
17/09/2018;2816;28;303,8;  -  ;35;980
17/09/2018;54694;30;503,1;0,1;43;1290
17/09/2018;59238;43;165,6;0;11;473
18/09/2018;548;20;343,2;0;26;520
18/09/2018;548;38;529;0;29;1102
18/09/2018;49059;11;295,7;0,1;48;528
18/09/2018;49059;20;53;0;5;100
18/09/2018;548;39;623,6;0;41;1599
18/09/2018;960;11;202,4;0,1;46;506
19/09/2018;13378;33;174,2;0,1;16;528
19/09/2018;6020;43;613,2;0,1;23;989
20/09/2018;41440;37;347,8;0,1;20;740
20/09/2018;41440;40;425,6;0;19;760
21/09/2018;49735;50;832;0;32;1600
21/09/2018;49088;12;167,4;0,1;31;372
21/09/2018;55265;50;585;0,1;39;1950
21/09/2018;49088;37;171,7;0;16;592
21/09/2018;53153;23;293,5;0,1;29;667
21/09/2018;49088;57;478,8;0,1;15;855
22/09/2018;53190;43;176,3;0,1;10;430
22/09/2018;29826;44;202;0,1;9;396
22/09/2018;53190;40;216;0,1;9;360
22/09/2018;55138;9;61,4;  -  ;22;198
22/09/2018;28420;21;18,5;0,1;2;42
22/09/2018;42022;30;191,4;0,1;11;330
22/09/2018;42022;45;1.235,30;0;45;2025
22/09/2018;4583;21;388,1;0,1;44;924
23/09/2018;3522;39;305,4;0,1;27;1053
23/09/2018;23136;18;518,6;0;43;774
23/09/2018;3522;63;956,3;0,1;33;2079
23/09/2018;18754;26;324,5;0,1;32;832
23/09/2018;23136;23;301,8;0;41;943
23/09/2018;12903;45;59,4;0,1;2;90
23/09/2018;28135;42;823,6;0,1;37;1554
23/09/2018;16133;21;8,2;0,2;1;21
23/09/2018;18754;41;98,4;0;8;328
23/09/2018;16133;22;172,5;0,1;16;352
23/09/2018;28135;48;960;0,1;40;1920
24/09/2018;31175;19;306,3;  -  ;26;494
24/09/2018;41542;18;346,9;0;47;846
24/09/2018;19075;15;356,4;0;36;540
24/09/2018;20069;52;124,8;0,1;6;312
25/09/2018;49441;20;627,2;0,1;49;980
25/09/2018;25953;16;155;0;19;304
25/09/2018;25953;15;259,2;0,1;27;405
25/09/2018;12007;25;703,5;0;42;1050
26/09/2018;55461;37;266,4;0,1;16;592
26/09/2018;16771;13;354,9;0;42;546
26/09/2018;9219;46;640,3;0;24;1104
26/09/2018;231;15;8,4;0,1;2;30
26/09/2018;9219;34;794,6;0;41;1394
27/09/2018;26689;15;18,3;0;2;30
27/09/2018;26913;38;175,6;0;11;418
27/09/2018;44775;32;473,3;0,1;29;928
27/09/2018;19716;25;32,5;0;5;125
27/09/2018;58151;44;518,3;0;38;1672
27/09/2018;58151;15;316,8;0,1;33;495
27/09/2018;4354;42;98,3;0;6;252
28/09/2018;4708;45;469,8;0,1;29;1305
28/09/2018;19140;64;842,2;0,1;47;3008
28/09/2018;30278;6;129;0;50;300
28/09/2018;4451;19;500,1;0;47;893
28/09/2018;41728;38;308,6;0,1;28;1064
28/09/2018;19140;55;742,5;0,1;50;2750
28/09/2018;41728;21;86,1;0;10;210
28/09/2018;900;21;328,9;0,1;29;609
29/09/2018;37473;21;467,5;0,1;42;882
29/09/2018;33701;34;571,2;0,1;35;1190
29/09/2018;49056;43;73,1;0,1;5;215
29/09/2018;49056;21;512;0,1;46;966
29/09/2018;16321;15;382,5;0;50;750
29/09/2018;37473;41;144,3;0,1;8;328
29/09/2018;53797;40;208;0;10;400
30/09/2018;51072;58;872,9;  -  ;43;2494
30/09/2018;15654;38;441,2;0;27;1026
30/09/2018;18788;32;388,8;0;27;864
30/09/2018;15654;52;97,8;0;4;208
02/10/2018;3841;19;151,6;0;19;361
02/10/2018;15075;27;414,7;0;24;648
02/10/2018;3841;30;300;0;20;600
02/10/2018;30214;12;205,2;0,1;38;456
02/10/2018;50051;22;29;0,1;4;88
02/10/2018;50051;5;39,8;0;15;75
02/10/2018;19111;53;839,5;0;24;1272
02/10/2018;49313;22;205,9;0,1;36;792
02/10/2018;49313;29;611,3;0,1;34;986
02/10/2018;3841;29;748,2;0,1;43;1247
02/10/2018;50051;25;284,8;0;17;425
02/10/2018;44583;43;307;0;21;903
02/10/2018;44583;51;116,3;0,1;6;306
02/10/2018;15075;55;269,5;0;10;550
03/10/2018;20518;39;707,1;0,1;49;1911
03/10/2018;20518;21;88,2;0;7;147
03/10/2018;41764;57;301;0;16;912
03/10/2018;9923;35;321,3;0;27;945
03/10/2018;9923;45;352,8;0;14;630
04/10/2018;46881;38;671,5;0,1;31;1178
04/10/2018;57511;23;456,3;0;32;736
04/10/2018;57511;24;81,8;  -  ;11;264
05/10/2018;8162;24;361;0,1;32;768
05/10/2018;46533;56;289;0,1;12;672
05/10/2018;47520;22;143;0,1;13;286
05/10/2018;26016;24;26,9;0,1;2;48
05/10/2018;46533;25;45,8;0;3;75
05/10/2018;8162;54;634,5;0;25;1350
05/10/2018;47520;43;526,3;0,1;36;1548
05/10/2018;47520;42;947,5;0;47;1974
05/10/2018;8162;8;94,1;0,1;42;336
05/10/2018;26016;38;719;0,1;44;1672
06/10/2018;35136;30;393,3;0,1;23;690
06/10/2018;50147;32;203,8;  -  ;13;416
06/10/2018;28675;53;206,7;0,1;15;795
06/10/2018;36739;20;183,6;0,1;27;540
06/10/2018;36739;45;309,6;0,1;16;720
06/10/2018;21541;21;316,1;0;43;903
06/10/2018;50147;5;128,1;0,1;42;210
07/10/2018;23008;43;184,9;0,1;10;430
07/10/2018;18308;40;492;0,1;30;1200
07/10/2018;2791;15;148,5;0,1;18;270
07/10/2018;14785;44;528;0;25;1100
07/10/2018;59591;37;493,6;0,1;29;1073
07/10/2018;13920;27;344,3;0,1;25;675
07/10/2018;14785;16;208;0,1;20;320
07/10/2018;13920;16;226,6;0,1;24;384
07/10/2018;2791;23;698,7;0,1;49;1127
07/10/2018;2791;10;117,5;  -  ;47;470
07/10/2018;59591;35;511,7;0,1;34;1190
07/10/2018;23008;16;8;0;2;32
07/10/2018;18308;39;1.184,80;  -  ;49;1911
07/10/2018;18308;41;166,1;0,1;15;615
08/10/2018;54819;17;367,5;0;46;782
08/10/2018;54819;21;338,5;0,1;26;546
08/10/2018;28002;44;83,6;0,1;5;220
08/10/2018;16610;13;155,6;0,1;19;247
08/10/2018;54819;19;81,7;0,1;10;190
09/10/2018;9926;25;318,8;  -  ;25;625
09/10/2018;46756;19;16,5;0;3;57
09/10/2018;48420;19;489,4;0,1;46;874
09/10/2018;26146;46;1.487,60;0;49;2254
09/10/2018;26146;31;262;0;13;403
10/10/2018;50786;40;92,8;0,1;4;160
10/10/2018;40708;47;267,9;0;15;705
11/10/2018;22208;15;480;0,1;50;750
11/10/2018;17024;26;507,8;0;31;806
11/10/2018;43360;25;456;  -  ;48;1200
11/10/2018;22208;19;239;0;37;703
11/10/2018;8835;32;107,5;0,1;12;384
11/10/2018;53766;25;253;0,1;22;550
13/10/2018;56995;44;653,4;0,1;27;1188
13/10/2018;47108;39;177,5;0,1;7;273
13/10/2018;40160;25;356,5;0,1;23;575
13/10/2018;57248;14;242,8;0;34;476
13/10/2018;47108;43;123,8;0,1;9;387
13/10/2018;17028;21;115,7;0;19;399
13/10/2018;47108;16;178,9;0,1;26;416
13/10/2018;8165;37;595,7;0;35;1295
13/10/2018;47108;25;161,5;0,1;19;475
15/10/2018;13761;36;449,3;0,1;32;1152
15/10/2018;7906;31;688,2;0;37;1147
15/10/2018;43044;19;126,7;0,1;23;437
15/10/2018;31493;20;102,4;  -  ;8;160
15/10/2018;43044;28;21;0;3;84
16/10/2018;2086;40;537,6;0;24;960
16/10/2018;41255;23;156,9;0;22;506
16/10/2018;2086;6;16,7;0;9;54
16/10/2018;26342;18;20,5;0;3;54
16/10/2018;2086;56;1.340,60;0;38;2128
16/10/2018;26342;30;194,4;0;24;720
16/10/2018;26342;25;594,5;0;41;1025
17/10/2018;52615;8;16,6;0,1;4;32
17/10/2018;28614;47;869,5;0,1;50;2350
17/10/2018;52615;51;495,7;0,1;18;918
17/10/2018;53222;25;24;0,1;2;50
17/10/2018;39649;5;19,4;0;9;45
17/10/2018;39649;25;122,5;0;10;250
18/10/2018;19522;49;707,1;0,1;37;1813
18/10/2018;50626;11;115,5;0;42;462
18/10/2018;50626;20;219,6;  -  ;18;360
18/10/2018;36835;38;273,6;0;18;684
18/10/2018;16196;25;526,5;0,1;39;975
18/10/2018;36835;17;204;0,1;25;425
18/10/2018;19522;42;1.164,20;0,1;44;1848
18/10/2018;16196;24;528;0;44;1056
18/10/2018;36835;44;978,1;0;39;1716
18/10/2018;12581;24;238,1;  -  ;31;744
19/10/2018;26565;15;345,5;0;49;735
19/10/2018;58693;46;1.403,00;  -  ;50;2300
19/10/2018;11335;50;148;0,1;8;400
19/10/2018;6246;39;248,4;0,1;13;507
19/10/2018;11335;46;55,2;0,1;3;138
20/10/2018;48929;51;31,1;0;1;51
20/10/2018;48929;48;1.447,20;0;45;2160
21/10/2018;34918;16;104;0;25;400
21/10/2018;34918;53;241,7;0,1;12;636
21/10/2018;34631;38;72,2;0,1;5;190
21/10/2018;34631;15;165,3;0,1;19;285
22/10/2018;38887;23;143,8;0;25;575
22/10/2018;4835;55;61,1;0;3;165
22/10/2018;38887;27;621;0,1;50;1350
23/10/2018;50656;11;44,6;0,1;15;165
23/10/2018;50656;17;263,5;0;31;527
23/10/2018;17124;18;372,1;0,1;39;702
23/10/2018;50656;36;831,6;  -  ;42;1512
23/10/2018;50656;18;315,9;0;39;702
24/10/2018;38599;32;483,8;0,1;27;864
25/10/2018;15904;30;549,9;0,1;39;1170
25/10/2018;17251;21;300,3;  -  ;26;546
25/10/2018;15904;21;452,8;0,1;49;1029
26/10/2018;19105;28;397,9;0,1;29;812
26/10/2018;19105;54;954,2;0,1;31;1674
26/10/2018;7623;29;697,5;0,1;37;1073
26/10/2018;7623;60;921,6;0,1;32;1920
26/10/2018;7623;32;190,1;0;18;576
26/10/2018;32737;20;95,2;0,1;14;280
26/10/2018;48896;20;421,4;0;43;860
27/10/2018;52291;33;59,4;0;5;165
27/10/2018;52291;28;524,2;0;48;1344
27/10/2018;31910;17;67,3;0;6;102
27/10/2018;3395;33;14,5;0;1;33
27/10/2018;22628;24;388,8;0;30;720
27/10/2018;3395;32;386,9;0,1;31;992
27/10/2018;56064;49;723,2;0;41;2009
27/10/2018;3395;51;488,1;0;29;1479
27/10/2018;3395;19;33,3;0;7;133
28/10/2018;20229;11;165,4;0,1;47;517
28/10/2018;26627;5;62,5;0,1;25;125
28/10/2018;43554;37;86,6;0,1;9;333
28/10/2018;44134;40;378;0,1;35;1400
29/10/2018;24003;57;1.111,50;0;50;2850
29/10/2018;28419;19;56,4;0;9;171
29/10/2018;24003;59;982,9;0,1;49;2891
29/10/2018;24003;22;63,4;0,1;9;198
29/10/2018;24003;41;103,3;0,1;4;164
30/10/2018;38852;23;253;0;25;575
31/10/2018;21314;30;300;0,1;40;1200
31/10/2018;38564;24;399,6;0,1;37;888
31/10/2018;38564;44;545,2;0,1;21;924
31/10/2018;38564;15;269,7;0,1;31;465
31/10/2018;8103;18;138,2;0,1;16;288
31/10/2018;21314;22;71,3;0;6;132
31/10/2018;42338;20;86,8;0;14;280
31/10/2018;21314;52;920,4;0;30;1560
31/10/2018;18178;19;261,4;0,1;43;817
31/10/2018;42338;17;141,4;0;32;544
31/10/2018;18178;25;75;  -  ;10;250
01/11/2018;50081;25;103,3;  -  ;7;175
01/11/2018;44231;22;111,3;0;11;242
01/11/2018;44231;25;688;0;43;1075
01/11/2018;28389;11;88;0,1;16;176
01/11/2018;15105;29;678,6;0,1;39;1131
01/11/2018;28389;42;91,1;0,1;7;294
01/11/2018;44231;40;537,6;0,1;24;960
01/11/2018;36896;10;40,8;  -  ;12;120
01/11/2018;36896;21;447,7;0;41;861
01/11/2018;36896;20;159,6;0;21;420
01/11/2018;28389;21;175,6;0,1;22;462
01/11/2018;32675;30;396;0,1;20;600
02/11/2018;37731;25;270;0;24;600
02/11/2018;37731;39;263,3;0,1;25;975
02/11/2018;50336;29;130,5;  -  ;9;261
02/11/2018;28259;23;177,1;0,1;22;506
02/11/2018;34883;30;427,8;0,1;31;930
02/11/2018;40261;32;532,5;0,1;26;832
02/11/2018;40261;22;419,8;0;36;792
02/11/2018;9057;20;204;0;20;400
02/11/2018;3332;31;107,9;0;6;186
03/11/2018;32291;65;262;0;13;845
03/11/2018;5856;23;463,7;  -  ;42;966
03/11/2018;32291;61;80,5;0;4;244
03/11/2018;18247;30;204;  -  ;20;600
03/11/2018;26374;8;24,4;0,1;5;40
04/11/2018;18533;43;60,2;0,1;5;215
04/11/2018;18533;20;259,2;0;27;540
05/11/2018;26337;21;491,4;0,1;45;945
05/11/2018;26944;36;84,2;0;6;216
06/11/2018;31873;16;145,6;0,1;14;224
06/11/2018;31873;47;47;0,1;2;94
06/11/2018;46151;32;242,9;0;23;736
06/11/2018;31873;39;638,8;  -  ;42;1638
06/11/2018;16679;25;369,8;0,1;29;725
06/11/2018;31873;42;735;0,1;50;2100
06/11/2018;37793;46;272,3;0,1;16;736
06/11/2018;38371;23;287;0,1;24;552
07/11/2018;34788;26;34,3;0;4;104
08/11/2018;46848;32;649;0;39;1248
08/11/2018;53508;9;17,6;0,1;4;36
08/11/2018;56706;41;97,6;  -  ;7;287
08/11/2018;41415;57;216,6;0,1;10;570
08/11/2018;53508;45;630;0,1;25;1125
08/11/2018;53508;37;206,8;0;13;481
08/11/2018;37025;21;256,4;0;37;777
09/11/2018;21922;49;264,1;0,1;11;539
09/11/2018;21922;35;788,9;0,1;49;1715
09/11/2018;21922;25;199,8;0;17;425
09/11/2018;10562;28;81,2;0;10;280
10/11/2018;42144;25;82,5;0;10;250
10/11/2018;51392;51;198,9;0,1;10;510
10/11/2018;28583;15;240;0;25;375
11/11/2018;27463;46;898,4;  -  ;31;1426
11/11/2018;27463;17;110,5;0;10;170
12/11/2018;47943;22;549,1;0;48;1056
12/11/2018;47943;40;235,2;0;12;480
12/11/2018;20263;24;316,8;0,1;33;792
12/11/2018;20263;59;212,4;0,1;8;472
12/11/2018;59396;20;336,2;0,1;41;820
13/11/2018;13091;31;532;0;39;1209
13/11/2018;13091;20;115,2;0,1;12;240
14/11/2018;4931;18;186,1;0,1;22;396
14/11/2018;55554;6;85,3;0;49;294
14/11/2018;55554;50;207;0,1;9;450
14/11/2018;11332;40;230;0,1;23;920
14/11/2018;55554;42;156,2;0;6;252
14/11/2018;32710;16;268,3;0;43;688
14/11/2018;55490;28;21,8;0;3;84
14/11/2018;4931;21;491,4;0;45;945
14/11/2018;11332;17;34,7;0,1;6;102
14/11/2018;49504;15;209,3;0,1;45;675
15/11/2018;22407;6;34,2;0,1;15;90
15/11/2018;7744;54;702;0,1;26;1404
15/11/2018;9126;30;578,1;0;47;1410
15/11/2018;22407;47;526,4;0,1;20;940
15/11/2018;22407;25;95;0;10;250
15/11/2018;7744;17;10,7;0,1;1;17
15/11/2018;21445;41;287;0;14;574
15/11/2018;21445;42;939,1;0,1;43;1806
16/11/2018;17282;44;700;0,1;37;1628
16/11/2018;14336;20;20,8;0,1;4;80
16/11/2018;56608;52;514,3;0,1;23;1196
17/11/2018;15139;30;214,2;0,1;17;510
17/11/2018;5920;15;33,6;0,1;4;60
17/11/2018;15139;30;316,8;0;33;990
18/11/2018;57409;16;8,2;0,1;1;16
18/11/2018;40965;25;660;0,1;48;1200
18/11/2018;33189;43;83,9;0;3;129
18/11/2018;3042;24;268,3;0,1;26;624
18/11/2018;48198;24;105,8;0,1;7;168
18/11/2018;57409;20;414,8;0;34;680
18/11/2018;40965;44;803,9;0,1;29;1276
18/11/2018;25926;44;455,4;0,1;23;1012
