ProductID,ProductName,Category,Subcategory,Supplier,UnitCost,Brand,PackSize
PRD00550,Right-sized radical toolset,Meat & Seafood,Chicken,Shields-Smith,26.3,Premium Brand,12-pack
PRD00551,Open-source human-resource time-frame,Meat & Seafood,Beef,Hardy PLC,22.19,Budget Brand,12-pack
PRD00552,Fully-configurable object-oriented model,Meat & Seafood,Pork,Jennings and Sons,3.83,FreshMarket Own,Single
PRD00553,Devolved encompassing framework,Meat & Seafood,Beef,Snyder-Brown,42.53,Budget Brand,Single
PRD00554,Optional even-keeled instruction set,Meat & Seafood,Chicken,Washington-Jones,46.53,Budget Brand,2-pack
PRD00555,Function-based dynamic success,Meat & Seafood,Chicken,"Simpson, Jensen and Ellis",27.82,Premium Brand,Bulk
PRD00556,Devolved exuding ability,Meat & Seafood,Seafood,Cook-Oliver,47.94,FreshMarket Own,12-pack
PRD00557,Managed leadingedge groupware,Meat & Seafood,Chicken,Ochoa-Villarreal,9.73,Budget Brand,12-pack
PRD00558,Right-sized client-driven framework,Meat & Seafood,Seafood,Morrison-Dominguez,1.95,Budget Brand,2-pack
PRD00559,Polarized foreground conglomeration,Meat & Seafood,Seafood,Novak-Carter,29.81,Premium Brand,Single
PRD00560,Team-oriented scalable matrix,Meat & Seafood,Chicken,"Casey, Nguyen and Ramirez",10.69,Budget Brand,Single
PRD00561,Object-based high-level budgetary management,Meat & Seafood,Beef,"Gonzalez, Osborn and White",40.08,Budget Brand,2-pack
PRD00562,Visionary neutral algorithm,Meat & Seafood,Pork,"Murray, Erickson and Gonzales",16.64,Premium Brand,Single
PRD00563,Implemented system-worthy architecture,Meat & Seafood,Pork,Chambers-Taylor,33.7,Premium Brand,Bulk
PRD00564,Innovative disintermediate extranet,Meat & Seafood,Pork,"Moore, Henderson and Bennett",30.05,Budget Brand,12-pack
PRD00565,Organized radical matrices,Meat & Seafood,Beef,"Morales, Hunter and Knapp",17.72,Premium Brand,Bulk
PRD00566,Team-oriented intangible moratorium,Meat & Seafood,Chicken,Gibbs LLC,40.78,Budget Brand,6-pack
PRD00567,Total national policy,Meat & Seafood,Beef,"Rocha, Rodriguez and Wright",33.77,Premium Brand,Single
PRD00568,Synchronized heuristic concept,Meat & Seafood,Chicken,"Salazar, Hart and Newman",15.62,FreshMarket Own,6-pack
PRD00569,Stand-alone impactful system engine,Meat & Seafood,Chicken,Sheppard-Jordan,25.79,Premium Brand,Bulk
PRD00570,Advanced bandwidth-monitored firmware,Meat & Seafood,Chicken,Dixon PLC,28.95,Premium Brand,2-pack
PRD00571,Realigned optimal solution,Meat & Seafood,Seafood,"Walker, Brooks and Ford",31.96,Budget Brand,2-pack
PRD00572,Synergistic optimizing solution,Meat & Seafood,Chicken,"Hernandez, Cuevas and Webb",24.74,FreshMarket Own,2-pack
PRD00573,Implemented intangible artificial intelligence,Meat & Seafood,Pork,Guerra Ltd,42.18,Budget Brand,Single
PRD00574,Digitized grid-enabled function,Meat & Seafood,Pork,Gibson-Clark,47.62,Premium Brand,2-pack
PRD00575,Polarized grid-enabled leverage,Meat & Seafood,Chicken,Kim Ltd,40.85,Budget Brand,Bulk
PRD00576,Organized foreground architecture,Meat & Seafood,Seafood,Williams-Page,20.75,Premium Brand,12-pack
PRD00577,Ameliorated global project,Meat & Seafood,Seafood,Byrd and Sons,24.69,FreshMarket Own,Bulk
PRD00578,User-centric dynamic model,Meat & Seafood,Beef,Arnold LLC,39.9,FreshMarket Own,6-pack
PRD00579,Realigned interactive Local Area Network,Meat & Seafood,Beef,Salinas Ltd,14.11,Budget Brand,6-pack
PRD00580,Enterprise-wide contextually-based productivity,Meat & Seafood,Chicken,"Reynolds, Johnson and Mendez",39.15,Budget Brand,12-pack
PRD00581,Exclusive local parallelism,Meat & Seafood,Beef,Price-Bush,28.85,Premium Brand,Bulk
PRD00582,Expanded even-keeled system engine,Meat & Seafood,Pork,"Stokes, Brown and Garcia",27.33,FreshMarket Own,12-pack
PRD00583,Public-key contextually-based hierarchy,Meat & Seafood,Chicken,Gonzalez-Wilson,49.49,FreshMarket Own,2-pack
PRD00584,Synchronized mobile moderator,Meat & Seafood,Pork,"Edwards, Price and Long",43.8,FreshMarket Own,12-pack
PRD00585,Customizable grid-enabled help-desk,Meat & Seafood,Pork,Williamson-Cervantes,17.75,FreshMarket Own,12-pack
PRD00586,Triple-buffered exuding pricing structure,Meat & Seafood,Beef,"Miller, Anderson and Wilson",38.89,FreshMarket Own,2-pack
PRD00587,Integrated bifurcated contingency,Meat & Seafood,Pork,Steele-Dixon,43.12,Budget Brand,12-pack
PRD00588,Operative radical challenge,Meat & Seafood,Chicken,"Reyes, Lopez and Reid",31.0,FreshMarket Own,2-pack
PRD00589,Team-oriented secondary conglomeration,Meat & Seafood,Beef,"Jackson, Roberts and Lopez",28.72,Budget Brand,6-pack
PRD00590,Organized regional application,Meat & Seafood,Chicken,Crane-Washington,16.52,Budget Brand,6-pack
PRD00591,Ergonomic human-resource open architecture,Meat & Seafood,Pork,"Delgado, Ortiz and Vasquez",28.85,Budget Brand,Single
PRD00592,Triple-buffered leadingedge matrix,Meat & Seafood,Chicken,Miller Inc,48.16,Premium Brand,Single
PRD00593,Virtual directional frame,Meat & Seafood,Pork,Hill PLC,43.42,FreshMarket Own,2-pack
PRD00594,Horizontal composite time-frame,Meat & Seafood,Chicken,Cunningham-Barton,7.74,Premium Brand,2-pack
PRD00595,Proactive neutral migration,Meat & Seafood,Seafood,Armstrong LLC,24.73,Budget Brand,6-pack
PRD00596,Vision-oriented needs-based hierarchy,Meat & Seafood,Seafood,"Carson, Williams and Ball",19.07,FreshMarket Own,Single
PRD00597,Quality-focused didactic interface,Meat & Seafood,Seafood,Fitzgerald Ltd,26.02,Premium Brand,6-pack
PRD00598,Versatile dynamic framework,Meat & Seafood,Seafood,Cole LLC,47.54,Premium Brand,Bulk
PRD00599,Cross-group leadingedge capability,Meat & Seafood,Beef,Clark Ltd,43.51,Budget Brand,Single
PRD00600,Reverse-engineered system-worthy hardware,Meat & Seafood,Seafood,"Bishop, Patterson and Jensen",31.92,Budget Brand,6-pack
PRD00601,Expanded demand-driven workforce,Meat & Seafood,Beef,Hudson PLC,39.89,Premium Brand,2-pack
PRD00602,Grass-roots radical monitoring,Meat & Seafood,Seafood,Morris Ltd,41.33,Premium Brand,6-pack
PRD00603,Implemented explicit orchestration,Meat & Seafood,Pork,Farley-Robertson,41.5,Premium Brand,Bulk
PRD00604,Synergistic bandwidth-monitored challenge,Meat & Seafood,Chicken,Sellers-Riddle,28.52,Premium Brand,6-pack
PRD00605,Streamlined clear-thinking standardization,Meat & Seafood,Beef,Wright Ltd,2.77,Budget Brand,12-pack
PRD00606,Inverse dynamic task-force,Meat & Seafood,Beef,"Long, Thomas and Chen",6.65,FreshMarket Own,12-pack
PRD00607,Self-enabling intangible implementation,Meat & Seafood,Seafood,Jones-Norton,0.53,Premium Brand,2-pack
PRD00608,Visionary background initiative,Meat & Seafood,Chicken,"Brady, Neal and Wiley",44.17,Premium Brand,2-pack
PRD00609,Persevering mobile Graphic Interface,Meat & Seafood,Pork,"Smith, Schroeder and Oconnor",5.12,Premium Brand,6-pack
PRD00610,Upgradable logistical productivity,Meat & Seafood,Beef,"Terry, Horn and Flynn",18.91,Budget Brand,2-pack
PRD00611,Object-based didactic interface,Meat & Seafood,Beef,Simpson LLC,20.12,Premium Brand,2-pack
PRD00612,Horizontal global neural-net,Meat & Seafood,Seafood,"Anderson, Phelps and Kramer",32.95,Budget Brand,Single
PRD00613,Synergized well-modulated application,Meat & Seafood,Beef,Garcia Group,11.06,FreshMarket Own,2-pack
PRD00614,Ameliorated bottom-line complexity,Meat & Seafood,Chicken,Bryant-Braun,26.21,Premium Brand,Single
PRD00615,Optimized dedicated solution,Meat & Seafood,Beef,Khan LLC,34.93,FreshMarket Own,12-pack
PRD00616,Diverse even-keeled array,Meat & Seafood,Chicken,"Ward, Miller and Beck",24.15,FreshMarket Own,12-pack
PRD00617,Streamlined composite application,Meat & Seafood,Beef,Garrett-Barber,36.67,FreshMarket Own,Single
PRD00618,Versatile discrete interface,Meat & Seafood,Pork,"Davis, Davis and Lewis",18.69,Premium Brand,2-pack
PRD00619,Compatible clear-thinking parallelism,Meat & Seafood,Seafood,Stone Group,38.79,FreshMarket Own,2-pack
PRD00620,Advanced 24/7 standardization,Meat & Seafood,Beef,Montoya-Mcneil,26.76,FreshMarket Own,Bulk
PRD00621,Optimized system-worthy capacity,Meat & Seafood,Chicken,Jones-Reyes,22.28,Budget Brand,2-pack
PRD00622,Upgradable bi-directional benchmark,Meat & Seafood,Chicken,Richardson-Evans,46.03,Budget Brand,12-pack
PRD00623,Multi-tiered zero-defect system engine,Meat & Seafood,Chicken,May Ltd,4.79,FreshMarket Own,2-pack
PRD00624,Digitized asymmetric moderator,Meat & Seafood,Beef,"Smith, Santos and Alexander",29.68,Premium Brand,6-pack
PRD00625,Up-sized didactic product,Meat & Seafood,Seafood,"Hernandez, Jenkins and Parks",16.07,FreshMarket Own,2-pack
PRD00626,Extended background attitude,Meat & Seafood,Pork,Goodwin PLC,32.41,FreshMarket Own,Bulk
PRD00627,Upgradable human-resource hardware,Meat & Seafood,Pork,Edwards-Taylor,39.06,Budget Brand,Single
PRD00628,Grass-roots secondary artificial intelligence,Meat & Seafood,Pork,Tran PLC,10.67,Budget Brand,Bulk
PRD00629,Up-sized real-time forecast,Meat & Seafood,Chicken,"Johnson, Boone and Liu",37.52,Premium Brand,Single
PRD00630,Expanded multi-state portal,Meat & Seafood,Chicken,"Lopez, Myers and Lucas",25.0,FreshMarket Own,2-pack
PRD00631,Front-line modular info-mediaries,Meat & Seafood,Seafood,Allen Ltd,32.09,FreshMarket Own,Bulk
PRD00632,Right-sized asynchronous moderator,Meat & Seafood,Beef,Hatfield LLC,49.35,Premium Brand,2-pack
PRD00633,De-engineered human-resource open system,Meat & Seafood,Seafood,Diaz-Vega,43.11,Budget Brand,12-pack
PRD00634,Virtual methodical throughput,Meat & Seafood,Pork,Smith Inc,27.54,FreshMarket Own,12-pack
PRD00635,Advanced empowering data-warehouse,Meat & Seafood,Beef,Livingston Group,1.33,FreshMarket Own,Single
PRD00636,Profit-focused executive product,Meat & Seafood,Pork,"Mason, Perry and Miles",11.18,FreshMarket Own,12-pack
PRD00637,Configurable scalable monitoring,Meat & Seafood,Pork,"Jensen, Ramirez and Collins",31.61,Budget Brand,12-pack
PRD00638,Profound demand-driven workforce,Meat & Seafood,Seafood,Herrera Group,35.24,FreshMarket Own,Bulk
PRD00639,Reverse-engineered scalable task-force,Meat & Seafood,Chicken,"Becker, Jones and Hale",14.23,Premium Brand,Single
PRD00640,Upgradable disintermediate approach,Meat & Seafood,Chicken,Miller Group,48.73,FreshMarket Own,Bulk
PRD00641,Customizable logistical pricing structure,Meat & Seafood,Pork,"Brown, Wade and Barrett",19.84,Budget Brand,Single
PRD00642,Enhanced bottom-line access,Meat & Seafood,Pork,"Taylor, Smith and Crawford",35.08,Budget Brand,2-pack
PRD00643,Monitored multi-state model,Meat & Seafood,Beef,"Green, Watson and Brady",12.6,Premium Brand,Single
PRD00644,Future-proofed upward-trending capability,Meat & Seafood,Seafood,Rogers Group,30.81,FreshMarket Own,6-pack
PRD00645,Future-proofed multi-tasking architecture,Meat & Seafood,Chicken,Joseph-Ray,6.41,Budget Brand,2-pack
PRD00646,Compatible modular knowledgebase,Meat & Seafood,Beef,"Ward, Porter and Bradley",8.61,Premium Brand,Bulk
PRD00647,Multi-layered cohesive extranet,Meat & Seafood,Pork,Shannon Ltd,8.76,FreshMarket Own,6-pack
PRD00648,Up-sized bifurcated emulation,Meat & Seafood,Beef,"Hicks, Williams and Roy",38.69,FreshMarket Own,6-pack
PRD00649,Fully-configurable 6thgeneration leverage,Meat & Seafood,Seafood,Reyes-Hernandez,13.96,FreshMarket Own,6-pack
PRD00650,Automated neutral website,Meat & Seafood,Beef,"Yang, Barnes and Morris",25.06,Budget Brand,6-pack
PRD00651,Operative uniform functionalities,Meat & Seafood,Beef,Mckenzie-Duncan,25.23,Budget Brand,2-pack
PRD00652,Decentralized motivating service-desk,Meat & Seafood,Pork,White PLC,8.29,FreshMarket Own,Bulk
PRD00653,Balanced impactful architecture,Meat & Seafood,Beef,Cline-Ayala,11.81,Budget Brand,Single
PRD00654,Integrated fresh-thinking array,Meat & Seafood,Beef,"Bryant, Wood and Carter",43.01,FreshMarket Own,2-pack
PRD00655,Innovative user-facing process improvement,Meat & Seafood,Beef,Marshall PLC,23.85,Premium Brand,2-pack
PRD00656,Proactive zero administration time-frame,Meat & Seafood,Chicken,Oconnor PLC,46.59,FreshMarket Own,Bulk
PRD00657,Virtual dynamic collaboration,Meat & Seafood,Seafood,Randolph Inc,11.61,FreshMarket Own,12-pack
PRD00658,Focused needs-based hardware,Meat & Seafood,Pork,"Franco, Wiley and Tapia",13.93,FreshMarket Own,Bulk
PRD00659,Adaptive well-modulated protocol,Meat & Seafood,Pork,Sweeney-Acosta,6.41,Budget Brand,Single
PRD00660,Customer-focused demand-driven moderator,Meat & Seafood,Chicken,Barnes Inc,11.55,Budget Brand,Single
PRD00661,Digitized transitional focus group,Meat & Seafood,Seafood,Williams and Sons,3.91,Premium Brand,6-pack
PRD00662,Programmable incremental standardization,Meat & Seafood,Pork,Ellis-Adkins,16.7,Budget Brand,12-pack
PRD00663,Reduced bandwidth-monitored middleware,Meat & Seafood,Beef,Walsh Group,18.76,Premium Brand,Bulk
PRD00664,Compatible optimizing open system,Meat & Seafood,Pork,Graham and Sons,37.11,FreshMarket Own,12-pack
PRD00665,Front-line explicit firmware,Meat & Seafood,Pork,Howe-Long,29.79,Premium Brand,2-pack
PRD00666,User-centric fresh-thinking functionalities,Meat & Seafood,Chicken,Nelson-Jones,7.95,Premium Brand,Single
PRD00667,Exclusive client-driven time-frame,Meat & Seafood,Chicken,"Rodriguez, Garcia and Cole",27.31,Budget Brand,Single
PRD00668,Intuitive incremental capability,Meat & Seafood,Pork,"Howard, Townsend and Hayes",0.57,Budget Brand,12-pack
PRD00669,Persistent empowering capability,Meat & Seafood,Pork,Moore Ltd,5.65,Budget Brand,2-pack
PRD00670,Innovative tertiary standardization,Meat & Seafood,Seafood,"Williams, Huff and Murphy",24.86,FreshMarket Own,2-pack
PRD00671,Cross-group transitional encryption,Meat & Seafood,Pork,Foster-Williams,5.1,FreshMarket Own,Bulk
PRD00672,Innovative empowering conglomeration,Meat & Seafood,Seafood,Crane Group,35.19,Premium Brand,12-pack
PRD00673,Realigned value-added neural-net,Meat & Seafood,Beef,Davis Inc,29.25,Budget Brand,2-pack
PRD00674,Devolved bottom-line access,Meat & Seafood,Seafood,Greer and Sons,4.2,Budget Brand,Single
PRD00675,De-engineered dedicated initiative,Meat & Seafood,Seafood,Parks-Pace,33.29,FreshMarket Own,2-pack
PRD00676,Configurable optimal parallelism,Meat & Seafood,Pork,Lowery-Jones,13.42,Premium Brand,12-pack
PRD00677,Cloned dedicated project,Meat & Seafood,Pork,Lamb-Davis,16.24,Premium Brand,2-pack
PRD00678,Managed bottom-line analyzer,Meat & Seafood,Beef,Williams-Glass,47.21,FreshMarket Own,Bulk
PRD00679,Optional uniform infrastructure,Meat & Seafood,Beef,Johnson-Vega,8.19,FreshMarket Own,12-pack
PRD00680,Enhanced heuristic data-warehouse,Meat & Seafood,Seafood,Hill Group,16.04,FreshMarket Own,Bulk
PRD00681,Distributed 5thgeneration pricing structure,Meat & Seafood,Pork,"Jensen, Holland and Porter",48.25,FreshMarket Own,12-pack
PRD00682,Reactive mission-critical approach,Meat & Seafood,Pork,Ramirez and Sons,23.44,FreshMarket Own,Single
PRD00683,Operative dedicated project,Meat & Seafood,Chicken,"Wright, Mcknight and Stephens",40.48,Premium Brand,Bulk
PRD00684,Ameliorated homogeneous toolset,Meat & Seafood,Beef,"Howard, Stephens and Washington",11.14,Premium Brand,2-pack
PRD00685,Re-contextualized motivating Graphic Interface,Meat & Seafood,Beef,Nelson-Johnson,35.7,Premium Brand,12-pack
PRD00686,Right-sized directional algorithm,Meat & Seafood,Beef,Brown-Frey,34.02,Premium Brand,2-pack
PRD00687,Progressive heuristic throughput,Meat & Seafood,Beef,"Key, Dickson and Garcia",47.63,Premium Brand,Bulk
PRD00688,Switchable disintermediate flexibility,Meat & Seafood,Chicken,"Velasquez, Stark and Brown",5.19,FreshMarket Own,2-pack
PRD00689,Face-to-face object-oriented website,Meat & Seafood,Beef,Kelly-Combs,1.09,FreshMarket Own,2-pack
PRD00690,Enhanced context-sensitive encoding,Meat & Seafood,Chicken,"Stewart, Rojas and Howard",41.27,Premium Brand,Single
PRD00691,Reverse-engineered 4thgeneration strategy,Meat & Seafood,Pork,"Bell, Bradley and Thomas",45.91,FreshMarket Own,Single
PRD00692,Ergonomic modular moratorium,Meat & Seafood,Beef,Thompson-Johnson,10.29,Budget Brand,12-pack
PRD00693,Centralized discrete portal,Meat & Seafood,Chicken,Smith Group,5.05,Premium Brand,Single
PRD00694,Adaptive full-range pricing structure,Meat & Seafood,Beef,Drake LLC,47.14,FreshMarket Own,2-pack
PRD00695,Universal context-sensitive website,Meat & Seafood,Seafood,Brown-Hernandez,41.17,Premium Brand,12-pack
PRD00696,Triple-buffered client-server time-frame,Meat & Seafood,Beef,Mathis LLC,19.45,Premium Brand,2-pack
PRD00697,Compatible holistic strategy,Meat & Seafood,Pork,"Foster, Garcia and Turner",11.13,FreshMarket Own,6-pack
PRD00698,Devolved cohesive superstructure,Meat & Seafood,Pork,Conner-Yu,22.58,FreshMarket Own,Single
PRD00699,Streamlined foreground conglomeration,Meat & Seafood,Chicken,"Novak, Steele and Mcfarland",32.54,Premium Brand,12-pack
PRD00700,Multi-channeled directional secured line,Meat & Seafood,Seafood,"Olsen, Gray and Gross",3.52,Premium Brand,12-pack
PRD00701,Implemented clear-thinking conglomeration,Meat & Seafood,Chicken,"Smith, Miles and Berry",21.25,Budget Brand,Bulk
PRD00702,Visionary non-volatile alliance,Meat & Seafood,Chicken,Guzman PLC,31.72,Budget Brand,Single
PRD00703,Face-to-face scalable open system,Meat & Seafood,Seafood,Zuniga and Sons,39.2,Premium Brand,12-pack
PRD00704,Managed value-added archive,Meat & Seafood,Seafood,Reed LLC,17.53,Budget Brand,Bulk
PRD00705,Down-sized scalable array,Meat & Seafood,Pork,"Santiago, Daniel and Rogers",19.72,FreshMarket Own,Single
PRD00706,Advanced empowering database,Meat & Seafood,Pork,Steele LLC,30.06,FreshMarket Own,6-pack
PRD00707,Function-based zero tolerance benchmark,Meat & Seafood,Beef,"Smith, Cruz and Oconnor",40.53,Premium Brand,Bulk
PRD00708,Down-sized incremental methodology,Meat & Seafood,Pork,Bell-Bennett,38.46,FreshMarket Own,2-pack
PRD00709,Polarized zero tolerance orchestration,Meat & Seafood,Beef,"Chang, Perez and Hayes",12.77,FreshMarket Own,6-pack
PRD00710,Automated explicit adapter,Meat & Seafood,Beef,Green-Garcia,38.32,FreshMarket Own,Bulk
PRD00711,Mandatory composite implementation,Meat & Seafood,Seafood,Dennis PLC,18.06,FreshMarket Own,2-pack
PRD00712,Cross-group global policy,Meat & Seafood,Chicken,"Barry, Bush and Reynolds",29.83,Budget Brand,6-pack
PRD00713,Streamlined composite portal,Meat & Seafood,Beef,Moore-Garcia,35.32,Premium Brand,Bulk
PRD00714,Expanded content-based installation,Meat & Seafood,Chicken,"Spencer, Frost and Fernandez",28.37,FreshMarket Own,12-pack
PRD00715,Switchable executive framework,Meat & Seafood,Pork,Davis Group,9.19,FreshMarket Own,Single
PRD00716,Re-engineered neutral matrix,Meat & Seafood,Beef,Brown Inc,12.01,FreshMarket Own,Single
PRD00717,Optimized background frame,Meat & Seafood,Seafood,"Weber, Castillo and Davis",0.53,Budget Brand,2-pack
PRD00718,Expanded composite productivity,Meat & Seafood,Chicken,Rowland-Wells,17.37,FreshMarket Own,6-pack
PRD00719,Customizable fault-tolerant toolset,Meat & Seafood,Beef,Ruiz-Jacobson,1.58,Budget Brand,2-pack
PRD00720,Fundamental background project,Meat & Seafood,Beef,"Hughes, Watson and James",42.4,Premium Brand,Single
PRD00721,Enterprise-wide local analyzer,Meat & Seafood,Pork,Gonzales-Baker,35.37,Budget Brand,12-pack
PRD00722,Future-proofed non-volatile approach,Meat & Seafood,Beef,Goodwin Ltd,17.16,Premium Brand,2-pack
PRD00723,Cross-platform attitude-oriented secured line,Meat & Seafood,Chicken,Morton-Gutierrez,36.75,Premium Brand,12-pack
PRD00724,Versatile optimizing emulation,Meat & Seafood,Pork,"Brown, Hughes and Mills",9.12,Budget Brand,Bulk
PRD00725,Public-key systemic leverage,Meat & Seafood,Pork,"Keith, Alvarez and Miller",11.55,Budget Brand,2-pack
PRD00726,Universal 5thgeneration middleware,Meat & Seafood,Seafood,"Lester, Mcbride and Byrd",15.69,Budget Brand,6-pack
PRD00727,Secured client-server capability,Meat & Seafood,Chicken,Thompson-Joyce,9.3,FreshMarket Own,Bulk
PRD00728,Extended content-based capacity,Meat & Seafood,Seafood,Henderson Ltd,42.61,Budget Brand,Single
PRD00729,Optional dedicated product,Meat & Seafood,Chicken,Flowers LLC,30.32,Budget Brand,2-pack
PRD00730,Intuitive upward-trending workforce,Meat & Seafood,Beef,Miller PLC,46.87,FreshMarket Own,6-pack
PRD00731,Object-based neutral Graphic Interface,Meat & Seafood,Beef,Stone-Stark,12.28,Premium Brand,2-pack
PRD00732,Advanced zero tolerance standardization,Meat & Seafood,Beef,"Matthews, Harrington and Rodriguez",41.17,Budget Brand,6-pack
PRD00733,Distributed client-server open system,Meat & Seafood,Seafood,"Aguilar, Hanna and Garcia",1.06,FreshMarket Own,2-pack
PRD00734,Customer-focused non-volatile time-frame,Meat & Seafood,Beef,Floyd PLC,17.85,FreshMarket Own,Single
PRD00735,Monitored incremental firmware,Meat & Seafood,Beef,Pena-Armstrong,19.6,Budget Brand,12-pack
PRD00736,Phased 5thgeneration conglomeration,Meat & Seafood,Chicken,Powell-Montgomery,44.29,Premium Brand,12-pack
PRD00737,Synergized system-worthy initiative,Meat & Seafood,Pork,Foster LLC,27.53,FreshMarket Own,12-pack
PRD00738,Team-oriented disintermediate application,Meat & Seafood,Chicken,"Alvarez, Adams and Watson",8.55,FreshMarket Own,Single
PRD00739,Mandatory exuding function,Meat & Seafood,Pork,Cameron-Garrison,1.49,Premium Brand,Single
PRD00740,Synergized bandwidth-monitored emulation,Meat & Seafood,Beef,Turner Ltd,17.42,Premium Brand,2-pack
PRD00741,Organic zero-defect Graphic Interface,Meat & Seafood,Beef,Daniel-Jacobs,27.58,FreshMarket Own,6-pack
PRD00742,Cross-group content-based intranet,Meat & Seafood,Seafood,Mcintyre Group,35.37,Premium Brand,2-pack
PRD00743,User-centric mobile task-force,Meat & Seafood,Seafood,"Camacho, Nicholson and Robertson",8.28,FreshMarket Own,6-pack
PRD00744,Diverse asymmetric function,Meat & Seafood,Chicken,"Hunter, Taylor and York",48.73,Premium Brand,Bulk
PRD00745,Re-contextualized 4thgeneration conglomeration,Meat & Seafood,Pork,Golden and Sons,33.2,Premium Brand,2-pack
PRD00746,Centralized dynamic alliance,Meat & Seafood,Beef,Williams-Ward,2.96,Budget Brand,Bulk
PRD00747,Exclusive even-keeled hub,Meat & Seafood,Seafood,Wagner-Reid,8.1,Premium Brand,Single
PRD00748,Decentralized systemic algorithm,Meat & Seafood,Seafood,Watson PLC,4.84,Budget Brand,Bulk
PRD00749,Organized context-sensitive leverage,Meat & Seafood,Seafood,"Arnold, Cooper and Monroe",10.38,FreshMarket Own,2-pack
PRD00750,Fundamental value-added solution,Meat & Seafood,Chicken,Mitchell Group,32.09,FreshMarket Own,12-pack
PRD00751,Business-focused cohesive orchestration,Bakery,Bread,Vincent Ltd,15.76,Premium Brand,12-pack
PRD00752,Face-to-face systematic database,Bakery,Cakes,Pearson-Palmer,44.8,Premium Brand,Single
PRD00753,Vision-oriented zero administration software,Bakery,Pastries,Wells and Sons,27.43,FreshMarket Own,6-pack
PRD00754,Stand-alone context-sensitive policy,Bakery,Cakes,Walker PLC,18.79,Premium Brand,Single
PRD00755,Integrated transitional strategy,Bakery,Cakes,"Hill, Woodard and York",22.27,Premium Brand,2-pack
PRD00756,Persevering eco-centric data-warehouse,Bakery,Cakes,Turner-Meyer,28.43,FreshMarket Own,Single
PRD00757,Secured hybrid paradigm,Bakery,Bread,Smith Ltd,33.57,Budget Brand,12-pack
PRD00758,Multi-layered next generation project,Bakery,Pastries,"Lynch, Evans and Rodriguez",11.76,FreshMarket Own,12-pack
PRD00759,Cloned global focus group,Bakery,Pastries,"Nguyen, Hill and Douglas",21.22,Budget Brand,12-pack
PRD00760,Streamlined exuding core,Bakery,Pastries,Holmes and Sons,44.14,Premium Brand,6-pack
PRD00761,Centralized radical initiative,Bakery,Bread,"Flores, Taylor and Johnson",20.04,Budget Brand,Single
PRD00762,Proactive explicit firmware,Bakery,Pastries,Sullivan-Doyle,28.78,Budget Brand,Bulk
PRD00763,Reduced tertiary orchestration,Bakery,Pastries,Cooper Ltd,49.15,FreshMarket Own,Single
PRD00764,Face-to-face systemic monitoring,Bakery,Cakes,"Glover, Knox and Powers",9.06,FreshMarket Own,2-pack
PRD00765,Profit-focused exuding concept,Bakery,Bread,"Walter, White and Davis",6.75,Premium Brand,Single
PRD00766,De-engineered user-facing firmware,Bakery,Pastries,"Stokes, Hines and White",22.05,Budget Brand,2-pack
PRD00767,Synergized full-range projection,Bakery,Pastries,Walker and Sons,13.27,Budget Brand,Single
PRD00768,User-friendly fault-tolerant instruction set,Bakery,Bread,Watson-Richards,19.71,Premium Brand,Bulk
PRD00769,Persistent bottom-line leverage,Bakery,Cakes,Delacruz PLC,42.9,Budget Brand,12-pack
PRD00770,Reduced regional archive,Bakery,Bread,Preston-Mason,39.43,Budget Brand,Bulk
PRD00771,Synergized homogeneous moderator,Bakery,Pastries,Gutierrez-Pitts,39.19,FreshMarket Own,12-pack
PRD00772,Distributed client-driven customer loyalty,Bakery,Bread,Ortiz-Hudson,7.84,Budget Brand,Bulk
PRD00773,Persevering client-server functionalities,Bakery,Bread,"White, Miller and Cook",46.28,Budget Brand,Single
PRD00774,Enhanced foreground productivity,Bakery,Cakes,Smith LLC,43.44,Premium Brand,12-pack
PRD00775,Expanded well-modulated time-frame,Bakery,Cakes,Johnston and Sons,19.46,Premium Brand,Bulk
PRD00776,Pre-emptive zero tolerance task-force,Bakery,Pastries,Anderson Group,23.92,FreshMarket Own,6-pack
PRD00777,Sharable interactive initiative,Bakery,Cakes,Sanford-Reyes,7.62,Budget Brand,12-pack
PRD00778,Automated national customer loyalty,Bakery,Bread,"Watson, Smith and Morris",20.09,Premium Brand,2-pack
PRD00779,Progressive content-based adapter,Bakery,Bread,"Smith, Gross and Perez",37.41,Premium Brand,6-pack
PRD00780,Monitored fault-tolerant capacity,Bakery,Bread,Reyes PLC,17.22,Premium Brand,6-pack
PRD00781,Integrated composite architecture,Bakery,Cakes,Evans LLC,42.22,Budget Brand,Single
PRD00782,Persevering upward-trending model,Bakery,Bread,"Warren, Hamilton and Mcdaniel",7.15,Budget Brand,12-pack
PRD00783,Devolved global matrix,Bakery,Cakes,Christensen-Martin,13.84,Premium Brand,Bulk
PRD00784,Open-architected 3rdgeneration emulation,Bakery,Pastries,Acosta and Sons,4.92,Premium Brand,2-pack
PRD00785,Extended upward-trending adapter,Bakery,Cakes,"Wagner, Martinez and Dawson",37.18,Budget Brand,6-pack
PRD00786,Automated homogeneous productivity,Bakery,Bread,Wise-Dean,26.01,FreshMarket Own,Single
PRD00787,Right-sized actuating protocol,Bakery,Cakes,Valdez Inc,35.62,Premium Brand,2-pack
