Date,Year,FY,Quarter,Month,MonthName,MonthYear,DayOfWeek,DayOfMonth,IsWeekend,IsEOFY
2022-12-07,2022,FY2023,Q4,12,December,Dec-2022,Wednesday,7,0,0
2022-12-08,2022,FY2023,Q4,12,December,Dec-2022,Thursday,8,0,0
2022-12-09,2022,FY2023,Q4,12,December,Dec-2022,Friday,9,0,0
2022-12-10,2022,FY2023,Q4,12,December,Dec-2022,Saturday,10,1,0
2022-12-11,2022,FY2023,Q4,12,December,Dec-2022,Sunday,11,1,0
2022-12-12,2022,FY2023,Q4,12,December,Dec-2022,Monday,12,0,0
2022-12-13,2022,FY2023,Q4,12,December,Dec-2022,Tuesday,13,0,0
2022-12-14,2022,FY2023,Q4,12,December,Dec-2022,Wednesday,14,0,0
2022-12-15,2022,FY2023,Q4,12,December,Dec-2022,Thursday,15,0,0
2022-12-16,2022,FY2023,Q4,12,December,Dec-2022,Friday,16,0,0
2022-12-17,2022,FY2023,Q4,12,December,Dec-2022,Saturday,17,1,0
2022-12-18,2022,FY2023,Q4,12,December,Dec-2022,Sunday,18,1,0
2022-12-19,2022,FY2023,Q4,12,December,Dec-2022,Monday,19,0,0
2022-12-20,2022,FY2023,Q4,12,December,Dec-2022,Tuesday,20,0,0
2022-12-21,2022,FY2023,Q4,12,December,Dec-2022,Wednesday,21,0,0
2022-12-22,2022,FY2023,Q4,12,December,Dec-2022,Thursday,22,0,0
2022-12-23,2022,FY2023,Q4,12,December,Dec-2022,Friday,23,0,0
2022-12-24,2022,FY2023,Q4,12,December,Dec-2022,Saturday,24,1,0
2022-12-25,2022,FY2023,Q4,12,December,Dec-2022,Sunday,25,1,0
2022-12-26,2022,FY2023,Q4,12,December,Dec-2022,Monday,26,0,0
2022-12-27,2022,FY2023,Q4,12,December,Dec-2022,Tuesday,27,0,0
2022-12-28,2022,FY2023,Q4,12,December,Dec-2022,Wednesday,28,0,0
2022-12-29,2022,FY2023,Q4,12,December,Dec-2022,Thursday,29,0,0
2022-12-30,2022,FY2023,Q4,12,December,Dec-2022,Friday,30,0,0
2022-12-31,2022,FY2023,Q4,12,December,Dec-2022,Saturday,31,1,0
2023-01-01,2023,FY2023,Q1,1,January,Jan-2023,Sunday,1,1,0
2023-01-02,2023,FY2023,Q1,1,January,Jan-2023,Monday,2,0,0
2023-01-03,2023,FY2023,Q1,1,January,Jan-2023,Tuesday,3,0,0
2023-01-04,2023,FY2023,Q1,1,January,Jan-2023,Wednesday,4,0,0
2023-01-05,2023,FY2023,Q1,1,January,Jan-2023,Thursday,5,0,0
2023-01-06,2023,FY2023,Q1,1,January,Jan-2023,Friday,6,0,0
2023-01-07,2023,FY2023,Q1,1,January,Jan-2023,Saturday,7,1,0
2023-01-08,2023,FY2023,Q1,1,January,Jan-2023,Sunday,8,1,0
2023-01-09,2023,FY2023,Q1,1,January,Jan-2023,Monday,9,0,0
2023-01-10,2023,FY2023,Q1,1,January,Jan-2023,Tuesday,10,0,0
2023-01-11,2023,FY2023,Q1,1,January,Jan-2023,Wednesday,11,0,0
2023-01-12,2023,FY2023,Q1,1,January,Jan-2023,Thursday,12,0,0
2023-01-13,2023,FY2023,Q1,1,January,Jan-2023,Friday,13,0,0
2023-01-14,2023,FY2023,Q1,1,January,Jan-2023,Saturday,14,1,0
2023-01-15,2023,FY2023,Q1,1,January,Jan-2023,Sunday,15,1,0
2023-01-16,2023,FY2023,Q1,1,January,Jan-2023,Monday,16,0,0
2023-01-17,2023,FY2023,Q1,1,January,Jan-2023,Tuesday,17,0,0
2023-01-18,2023,FY2023,Q1,1,January,Jan-2023,Wednesday,18,0,0
2023-01-19,2023,FY2023,Q1,1,January,Jan-2023,Thursday,19,0,0
2023-01-20,2023,FY2023,Q1,1,January,Jan-2023,Friday,20,0,0
2023-01-21,2023,FY2023,Q1,1,January,Jan-2023,Saturday,21,1,0
2023-01-22,2023,FY2023,Q1,1,January,Jan-2023,Sunday,22,1,0
2023-01-23,2023,FY2023,Q1,1,January,Jan-2023,Monday,23,0,0
2023-01-24,2023,FY2023,Q1,1,January,Jan-2023,Tuesday,24,0,0
2023-01-25,2023,FY2023,Q1,1,January,Jan-2023,Wednesday,25,0,0
2023-01-26,2023,FY2023,Q1,1,January,Jan-2023,Thursday,26,0,0
2023-01-27,2023,FY2023,Q1,1,January,Jan-2023,Friday,27,0,0
2023-01-28,2023,FY2023,Q1,1,January,Jan-2023,Saturday,28,1,0
2023-01-29,2023,FY2023,Q1,1,January,Jan-2023,Sunday,29,1,0
2023-01-30,2023,FY2023,Q1,1,January,Jan-2023,Monday,30,0,0
2023-01-31,2023,FY2023,Q1,1,January,Jan-2023,Tuesday,31,0,0
2023-02-01,2023,FY2023,Q1,2,February,Feb-2023,Wednesday,1,0,0
2023-02-02,2023,FY2023,Q1,2,February,Feb-2023,Thursday,2,0,0
2023-02-03,2023,FY2023,Q1,2,February,Feb-2023,Friday,3,0,0
2023-02-04,2023,FY2023,Q1,2,February,Feb-2023,Saturday,4,1,0
2023-02-05,2023,FY2023,Q1,2,February,Feb-2023,Sunday,5,1,0
2023-02-06,2023,FY2023,Q1,2,February,Feb-2023,Monday,6,0,0
2023-02-07,2023,FY2023,Q1,2,February,Feb-2023,Tuesday,7,0,0
2023-02-08,2023,FY2023,Q1,2,February,Feb-2023,Wednesday,8,0,0
2023-02-09,2023,FY2023,Q1,2,February,Feb-2023,Thursday,9,0,0
2023-02-10,2023,FY2023,Q1,2,February,Feb-2023,Friday,10,0,0
2023-02-11,2023,FY2023,Q1,2,February,Feb-2023,Saturday,11,1,0
2023-02-12,2023,FY2023,Q1,2,February,Feb-2023,Sunday,12,1,0
2023-02-13,2023,FY2023,Q1,2,February,Feb-2023,Monday,13,0,0
2023-02-14,2023,FY2023,Q1,2,February,Feb-2023,Tuesday,14,0,0
2023-02-15,2023,FY2023,Q1,2,February,Feb-2023,Wednesday,15,0,0
2023-02-16,2023,FY2023,Q1,2,February,Feb-2023,Thursday,16,0,0
2023-02-17,2023,FY2023,Q1,2,February,Feb-2023,Friday,17,0,0
2023-02-18,2023,FY2023,Q1,2,February,Feb-2023,Saturday,18,1,0
2023-02-19,2023,FY2023,Q1,2,February,Feb-2023,Sunday,19,1,0
2023-02-20,2023,FY2023,Q1,2,February,Feb-2023,Monday,20,0,0
2023-02-21,2023,FY2023,Q1,2,February,Feb-2023,Tuesday,21,0,0
2023-02-22,2023,FY2023,Q1,2,February,Feb-2023,Wednesday,22,0,0
2023-02-23,2023,FY2023,Q1,2,February,Feb-2023,Thursday,23,0,0
2023-02-24,2023,FY2023,Q1,2,February,Feb-2023,Friday,24,0,0
2023-02-25,2023,FY2023,Q1,2,February,Feb-2023,Saturday,25,1,0
2023-02-26,2023,FY2023,Q1,2,February,Feb-2023,Sunday,26,1,0
2023-02-27,2023,FY2023,Q1,2,February,Feb-2023,Monday,27,0,0
2023-02-28,2023,FY2023,Q1,2,February,Feb-2023,Tuesday,28,0,0
2023-03-01,2023,FY2023,Q1,3,March,Mar-2023,Wednesday,1,0,0
2023-03-02,2023,FY2023,Q1,3,March,Mar-2023,Thursday,2,0,0
2023-03-03,2023,FY2023,Q1,3,March,Mar-2023,Friday,3,0,0
2023-03-04,2023,FY2023,Q1,3,March,Mar-2023,Saturday,4,1,0
2023-03-05,2023,FY2023,Q1,3,March,Mar-2023,Sunday,5,1,0
2023-03-06,2023,FY2023,Q1,3,March,Mar-2023,Monday,6,0,0
2023-03-07,2023,FY2023,Q1,3,March,Mar-2023,Tuesday,7,0,0
2023-03-08,2023,FY2023,Q1,3,March,Mar-2023,Wednesday,8,0,0
2023-03-09,2023,FY2023,Q1,3,March,Mar-2023,Thursday,9,0,0
2023-03-10,2023,FY2023,Q1,3,March,Mar-2023,Friday,10,0,0
2023-03-11,2023,FY2023,Q1,3,March,Mar-2023,Saturday,11,1,0
2023-03-12,2023,FY2023,Q1,3,March,Mar-2023,Sunday,12,1,0
2023-03-13,2023,FY2023,Q1,3,March,Mar-2023,Monday,13,0,0
2023-03-14,2023,FY2023,Q1,3,March,Mar-2023,Tuesday,14,0,0
2023-03-15,2023,FY2023,Q1,3,March,Mar-2023,Wednesday,15,0,0
2023-03-16,2023,FY2023,Q1,3,March,Mar-2023,Thursday,16,0,0
2023-03-17,2023,FY2023,Q1,3,March,Mar-2023,Friday,17,0,0
2023-03-18,2023,FY2023,Q1,3,March,Mar-2023,Saturday,18,1,0
2023-03-19,2023,FY2023,Q1,3,March,Mar-2023,Sunday,19,1,0
2023-03-20,2023,FY2023,Q1,3,March,Mar-2023,Monday,20,0,0
2023-03-21,2023,FY2023,Q1,3,March,Mar-2023,Tuesday,21,0,0
2023-03-22,2023,FY2023,Q1,3,March,Mar-2023,Wednesday,22,0,0
2023-03-23,2023,FY2023,Q1,3,March,Mar-2023,Thursday,23,0,0
2023-03-24,2023,FY2023,Q1,3,March,Mar-2023,Friday,24,0,0
2023-03-25,2023,FY2023,Q1,3,March,Mar-2023,Saturday,25,1,0
2023-03-26,2023,FY2023,Q1,3,March,Mar-2023,Sunday,26,1,0
2023-03-27,2023,FY2023,Q1,3,March,Mar-2023,Monday,27,0,0
2023-03-28,2023,FY2023,Q1,3,March,Mar-2023,Tuesday,28,0,0
2023-03-29,2023,FY2023,Q1,3,March,Mar-2023,Wednesday,29,0,0
2023-03-30,2023,FY2023,Q1,3,March,Mar-2023,Thursday,30,0,0
2023-03-31,2023,FY2023,Q1,3,March,Mar-2023,Friday,31,0,0
2023-04-01,2023,FY2023,Q2,4,April,Apr-2023,Saturday,1,1,0
2023-04-02,2023,FY2023,Q2,4,April,Apr-2023,Sunday,2,1,0
2023-04-03,2023,FY2023,Q2,4,April,Apr-2023,Monday,3,0,0
2023-04-04,2023,FY2023,Q2,4,April,Apr-2023,Tuesday,4,0,0
2023-04-05,2023,FY2023,Q2,4,April,Apr-2023,Wednesday,5,0,0
2023-04-06,2023,FY2023,Q2,4,April,Apr-2023,Thursday,6,0,0
2023-04-07,2023,FY2023,Q2,4,April,Apr-2023,Friday,7,0,0
2023-04-08,2023,FY2023,Q2,4,April,Apr-2023,Saturday,8,1,0
2023-04-09,2023,FY2023,Q2,4,April,Apr-2023,Sunday,9,1,0
2023-04-10,2023,FY2023,Q2,4,April,Apr-2023,Monday,10,0,0
2023-04-11,2023,FY2023,Q2,4,April,Apr-2023,Tuesday,11,0,0
2023-04-12,2023,FY2023,Q2,4,April,Apr-2023,Wednesday,12,0,0
2023-04-13,2023,FY2023,Q2,4,April,Apr-2023,Thursday,13,0,0
2023-04-14,2023,FY2023,Q2,4,April,Apr-2023,Friday,14,0,0
2023-04-15,2023,FY2023,Q2,4,April,Apr-2023,Saturday,15,1,0
2023-04-16,2023,FY2023,Q2,4,April,Apr-2023,Sunday,16,1,0
2023-04-17,2023,FY2023,Q2,4,April,Apr-2023,Monday,17,0,0
2023-04-18,2023,FY2023,Q2,4,April,Apr-2023,Tuesday,18,0,0
2023-04-19,2023,FY2023,Q2,4,April,Apr-2023,Wednesday,19,0,0
2023-04-20,2023,FY2023,Q2,4,April,Apr-2023,Thursday,20,0,0
2023-04-21,2023,FY2023,Q2,4,April,Apr-2023,Friday,21,0,0
2023-04-22,2023,FY2023,Q2,4,April,Apr-2023,Saturday,22,1,0
2023-04-23,2023,FY2023,Q2,4,April,Apr-2023,Sunday,23,1,0
2023-04-24,2023,FY2023,Q2,4,April,Apr-2023,Monday,24,0,0
2023-04-25,2023,FY2023,Q2,4,April,Apr-2023,Tuesday,25,0,0
2023-04-26,2023,FY2023,Q2,4,April,Apr-2023,Wednesday,26,0,0
2023-04-27,2023,FY2023,Q2,4,April,Apr-2023,Thursday,27,0,0
2023-04-28,2023,FY2023,Q2,4,April,Apr-2023,Friday,28,0,0
2023-04-29,2023,FY2023,Q2,4,April,Apr-2023,Saturday,29,1,0
2023-04-30,2023,FY2023,Q2,4,April,Apr-2023,Sunday,30,1,0
2023-05-01,2023,FY2023,Q2,5,May,May-2023,Monday,1,0,0
2023-05-02,2023,FY2023,Q2,5,May,May-2023,Tuesday,2,0,0
2023-05-03,2023,FY2023,Q2,5,May,May-2023,Wednesday,3,0,0
2023-05-04,2023,FY2023,Q2,5,May,May-2023,Thursday,4,0,0
2023-05-05,2023,FY2023,Q2,5,May,May-2023,Friday,5,0,0
2023-05-06,2023,FY2023,Q2,5,May,May-2023,Saturday,6,1,0
2023-05-07,2023,FY2023,Q2,5,May,May-2023,Sunday,7,1,0
2023-05-08,2023,FY2023,Q2,5,May,May-2023,Monday,8,0,0
2023-05-09,2023,FY2023,Q2,5,May,May-2023,Tuesday,9,0,0
2023-05-10,2023,FY2023,Q2,5,May,May-2023,Wednesday,10,0,0
2023-05-11,2023,FY2023,Q2,5,May,May-2023,Thursday,11,0,0
2023-05-12,2023,FY2023,Q2,5,May,May-2023,Friday,12,0,0
2023-05-13,2023,FY2023,Q2,5,May,May-2023,Saturday,13,1,0
2023-05-14,2023,FY2023,Q2,5,May,May-2023,Sunday,14,1,0
2023-05-15,2023,FY2023,Q2,5,May,May-2023,Monday,15,0,0
2023-05-16,2023,FY2023,Q2,5,May,May-2023,Tuesday,16,0,0
2023-05-17,2023,FY2023,Q2,5,May,May-2023,Wednesday,17,0,0
2023-05-18,2023,FY2023,Q2,5,May,May-2023,Thursday,18,0,0
2023-05-19,2023,FY2023,Q2,5,May,May-2023,Friday,19,0,0
2023-05-20,2023,FY2023,Q2,5,May,May-2023,Saturday,20,1,0
2023-05-21,2023,FY2023,Q2,5,May,May-2023,Sunday,21,1,0
2023-05-22,2023,FY2023,Q2,5,May,May-2023,Monday,22,0,0
2023-05-23,2023,FY2023,Q2,5,May,May-2023,Tuesday,23,0,0
2023-05-24,2023,FY2023,Q2,5,May,May-2023,Wednesday,24,0,0
2023-05-25,2023,FY2023,Q2,5,May,May-2023,Thursday,25,0,0
2023-05-26,2023,FY2023,Q2,5,May,May-2023,Friday,26,0,0
2023-05-27,2023,FY2023,Q2,5,May,May-2023,Saturday,27,1,0
2023-05-28,2023,FY2023,Q2,5,May,May-2023,Sunday,28,1,0
2023-05-29,2023,FY2023,Q2,5,May,May-2023,Monday,29,0,0
2023-05-30,2023,FY2023,Q2,5,May,May-2023,Tuesday,30,0,0
2023-05-31,2023,FY2023,Q2,5,May,May-2023,Wednesday,31,0,0
2023-06-01,2023,FY2023,Q2,6,June,Jun-2023,Thursday,1,0,0
2023-06-02,2023,FY2023,Q2,6,June,Jun-2023,Friday,2,0,0
2023-06-03,2023,FY2023,Q2,6,June,Jun-2023,Saturday,3,1,0
2023-06-04,2023,FY2023,Q2,6,June,Jun-2023,Sunday,4,1,0
2023-06-05,2023,FY2023,Q2,6,June,Jun-2023,Monday,5,0,0
2023-06-06,2023,FY2023,Q2,6,June,Jun-2023,Tuesday,6,0,0
2023-06-07,2023,FY2023,Q2,6,June,Jun-2023,Wednesday,7,0,0
2023-06-08,2023,FY2023,Q2,6,June,Jun-2023,Thursday,8,0,0
2023-06-09,2023,FY2023,Q2,6,June,Jun-2023,Friday,9,0,0
2023-06-10,2023,FY2023,Q2,6,June,Jun-2023,Saturday,10,1,0
2023-06-11,2023,FY2023,Q2,6,June,Jun-2023,Sunday,11,1,0
2023-06-12,2023,FY2023,Q2,6,June,Jun-2023,Monday,12,0,0
2023-06-13,2023,FY2023,Q2,6,June,Jun-2023,Tuesday,13,0,0
2023-06-14,2023,FY2023,Q2,6,June,Jun-2023,Wednesday,14,0,0
2023-06-15,2023,FY2023,Q2,6,June,Jun-2023,Thursday,15,0,0
2023-06-16,2023,FY2023,Q2,6,June,Jun-2023,Friday,16,0,0
2023-06-17,2023,FY2023,Q2,6,June,Jun-2023,Saturday,17,1,0
2023-06-18,2023,FY2023,Q2,6,June,Jun-2023,Sunday,18,1,0
2023-06-19,2023,FY2023,Q2,6,June,Jun-2023,Monday,19,0,0
2023-06-20,2023,FY2023,Q2,6,June,Jun-2023,Tuesday,20,0,0
2023-06-21,2023,FY2023,Q2,6,June,Jun-2023,Wednesday,21,0,0
2023-06-22,2023,FY2023,Q2,6,June,Jun-2023,Thursday,22,0,0
2023-06-23,2023,FY2023,Q2,6,June,Jun-2023,Friday,23,0,0
2023-06-24,2023,FY2023,Q2,6,June,Jun-2023,Saturday,24,1,0
2023-06-25,2023,FY2023,Q2,6,June,Jun-2023,Sunday,25,1,0
2023-06-26,2023,FY2023,Q2,6,June,Jun-2023,Monday,26,0,0
2023-06-27,2023,FY2023,Q2,6,June,Jun-2023,Tuesday,27,0,0
2023-06-28,2023,FY2023,Q2,6,June,Jun-2023,Wednesday,28,0,0
2023-06-29,2023,FY2023,Q2,6,June,Jun-2023,Thursday,29,0,0
2023-06-30,2023,FY2023,Q2,6,June,Jun-2023,Friday,30,0,1
2023-07-01,2023,FY2024,Q3,7,July,Jul-2023,Saturday,1,1,0
2023-07-02,2023,FY2024,Q3,7,July,Jul-2023,Sunday,2,1,0
2023-07-03,2023,FY2024,Q3,7,July,Jul-2023,Monday,3,0,0
2023-07-04,2023,FY2024,Q3,7,July,Jul-2023,Tuesday,4,0,0
2023-07-05,2023,FY2024,Q3,7,July,Jul-2023,Wednesday,5,0,0
2023-07-06,2023,FY2024,Q3,7,July,Jul-2023,Thursday,6,0,0
2023-07-07,2023,FY2024,Q3,7,July,Jul-2023,Friday,7,0,0
2023-07-08,2023,FY2024,Q3,7,July,Jul-2023,Saturday,8,1,0
2023-07-09,2023,FY2024,Q3,7,July,Jul-2023,Sunday,9,1,0
2023-07-10,2023,FY2024,Q3,7,July,Jul-2023,Monday,10,0,0
2023-07-11,2023,FY2024,Q3,7,July,Jul-2023,Tuesday,11,0,0
2023-07-12,2023,FY2024,Q3,7,July,Jul-2023,Wednesday,12,0,0
2023-07-13,2023,FY2024,Q3,7,July,Jul-2023,Thursday,13,0,0
2023-07-14,2023,FY2024,Q3,7,July,Jul-2023,Friday,14,0,0
2023-07-15,2023,FY2024,Q3,7,July,Jul-2023,Saturday,15,1,0
2023-07-16,2023,FY2024,Q3,7,July,Jul-2023,Sunday,16,1,0
2023-07-17,2023,FY2024,Q3,7,July,Jul-2023,Monday,17,0,0
2023-07-18,2023,FY2024,Q3,7,July,Jul-2023,Tuesday,18,0,0
2023-07-19,2023,FY2024,Q3,7,July,Jul-2023,Wednesday,19,0,0
2023-07-20,2023,FY2024,Q3,7,July,Jul-2023,Thursday,20,0,0
2023-07-21,2023,FY2024,Q3,7,July,Jul-2023,Friday,21,0,0
2023-07-22,2023,FY2024,Q3,7,July,Jul-2023,Saturday,22,1,0
2023-07-23,2023,FY2024,Q3,7,July,Jul-2023,Sunday,23,1,0
2023-07-24,2023,FY2024,Q3,7,July,Jul-2023,Monday,24,0,0
2023-07-25,2023,FY2024,Q3,7,July,Jul-2023,Tuesday,25,0,0
2023-07-26,2023,FY2024,Q3,7,July,Jul-2023,Wednesday,26,0,0
2023-07-27,2023,FY2024,Q3,7,July,Jul-2023,Thursday,27,0,0
2023-07-28,2023,FY2024,Q3,7,July,Jul-2023,Friday,28,0,0
2023-07-29,2023,FY2024,Q3,7,July,Jul-2023,Saturday,29,1,0
2023-07-30,2023,FY2024,Q3,7,July,Jul-2023,Sunday,30,1,0
2023-07-31,2023,FY2024,Q3,7,July,Jul-2023,Monday,31,0,0
2023-08-01,2023,FY2024,Q3,8,August,Aug-2023,Tuesday,1,0,0
2023-08-02,2023,FY2024,Q3,8,August,Aug-2023,Wednesday,2,0,0
2023-08-03,2023,FY2024,Q3,8,August,Aug-2023,Thursday,3,0,0
2023-08-04,2023,FY2024,Q3,8,August,Aug-2023,Friday,4,0,0
2023-08-05,2023,FY2024,Q3,8,August,Aug-2023,Saturday,5,1,0
2023-08-06,2023,FY2024,Q3,8,August,Aug-2023,Sunday,6,1,0
2023-08-07,2023,FY2024,Q3,8,August,Aug-2023,Monday,7,0,0
2023-08-08,2023,FY2024,Q3,8,August,Aug-2023,Tuesday,8,0,0
2023-08-09,2023,FY2024,Q3,8,August,Aug-2023,Wednesday,9,0,0
2023-08-10,2023,FY2024,Q3,8,August,Aug-2023,Thursday,10,0,0
2023-08-11,2023,FY2024,Q3,8,August,Aug-2023,Friday,11,0,0
2023-08-12,2023,FY2024,Q3,8,August,Aug-2023,Saturday,12,1,0
2023-08-13,2023,FY2024,Q3,8,August,Aug-2023,Sunday,13,1,0
2023-08-14,2023,FY2024,Q3,8,August,Aug-2023,Monday,14,0,0
2023-08-15,2023,FY2024,Q3,8,August,Aug-2023,Tuesday,15,0,0
2023-08-16,2023,FY2024,Q3,8,August,Aug-2023,Wednesday,16,0,0
2023-08-17,2023,FY2024,Q3,8,August,Aug-2023,Thursday,17,0,0
2023-08-18,2023,FY2024,Q3,8,August,Aug-2023,Friday,18,0,0
2023-08-19,2023,FY2024,Q3,8,August,Aug-2023,Saturday,19,1,0
2023-08-20,2023,FY2024,Q3,8,August,Aug-2023,Sunday,20,1,0
2023-08-21,2023,FY2024,Q3,8,August,Aug-2023,Monday,21,0,0
2023-08-22,2023,FY2024,Q3,8,August,Aug-2023,Tuesday,22,0,0
2023-08-23,2023,FY2024,Q3,8,August,Aug-2023,Wednesday,23,0,0
2023-08-24,2023,FY2024,Q3,8,August,Aug-2023,Thursday,24,0,0
2023-08-25,2023,FY2024,Q3,8,August,Aug-2023,Friday,25,0,0
2023-08-26,2023,FY2024,Q3,8,August,Aug-2023,Saturday,26,1,0
2023-08-27,2023,FY2024,Q3,8,August,Aug-2023,Sunday,27,1,0
2023-08-28,2023,FY2024,Q3,8,August,Aug-2023,Monday,28,0,0
2023-08-29,2023,FY2024,Q3,8,August,Aug-2023,Tuesday,29,0,0
2023-08-30,2023,FY2024,Q3,8,August,Aug-2023,Wednesday,30,0,0
2023-08-31,2023,FY2024,Q3,8,August,Aug-2023,Thursday,31,0,0
2023-09-01,2023,FY2024,Q3,9,September,Sep-2023,Friday,1,0,0
2023-09-02,2023,FY2024,Q3,9,September,Sep-2023,Saturday,2,1,0
2023-09-03,2023,FY2024,Q3,9,September,Sep-2023,Sunday,3,1,0
2023-09-04,2023,FY2024,Q3,9,September,Sep-2023,Monday,4,0,0
2023-09-05,2023,FY2024,Q3,9,September,Sep-2023,Tuesday,5,0,0
2023-09-06,2023,FY2024,Q3,9,September,Sep-2023,Wednesday,6,0,0
2023-09-07,2023,FY2024,Q3,9,September,Sep-2023,Thursday,7,0,0
2023-09-08,2023,FY2024,Q3,9,September,Sep-2023,Friday,8,0,0
2023-09-09,2023,FY2024,Q3,9,September,Sep-2023,Saturday,9,1,0
2023-09-10,2023,FY2024,Q3,9,September,Sep-2023,Sunday,10,1,0
2023-09-11,2023,FY2024,Q3,9,September,Sep-2023,Monday,11,0,0
2023-09-12,2023,FY2024,Q3,9,September,Sep-2023,Tuesday,12,0,0
2023-09-13,2023,FY2024,Q3,9,September,Sep-2023,Wednesday,13,0,0
2023-09-14,2023,FY2024,Q3,9,September,Sep-2023,Thursday,14,0,0
2023-09-15,2023,FY2024,Q3,9,September,Sep-2023,Friday,15,0,0
2023-09-16,2023,FY2024,Q3,9,September,Sep-2023,Saturday,16,1,0
2023-09-17,2023,FY2024,Q3,9,September,Sep-2023,Sunday,17,1,0
2023-09-18,2023,FY2024,Q3,9,September,Sep-2023,Monday,18,0,0
2023-09-19,2023,FY2024,Q3,9,September,Sep-2023,Tuesday,19,0,0
2023-09-20,2023,FY2024,Q3,9,September,Sep-2023,Wednesday,20,0,0
2023-09-21,2023,FY2024,Q3,9,September,Sep-2023,Thursday,21,0,0
2023-09-22,2023,FY2024,Q3,9,September,Sep-2023,Friday,22,0,0
2023-09-23,2023,FY2024,Q3,9,September,Sep-2023,Saturday,23,1,0
2023-09-24,2023,FY2024,Q3,9,September,Sep-2023,Sunday,24,1,0
2023-09-25,2023,FY2024,Q3,9,September,Sep-2023,Monday,25,0,0
2023-09-26,2023,FY2024,Q3,9,September,Sep-2023,Tuesday,26,0,0
2023-09-27,2023,FY2024,Q3,9,September,Sep-2023,Wednesday,27,0,0
2023-09-28,2023,FY2024,Q3,9,September,Sep-2023,Thursday,28,0,0
2023-09-29,2023,FY2024,Q3,9,September,Sep-2023,Friday,29,0,0
2023-09-30,2023,FY2024,Q3,9,September,Sep-2023,Saturday,30,1,0
2023-10-01,2023,FY2024,Q4,10,October,Oct-2023,Sunday,1,1,0
2023-10-02,2023,FY2024,Q4,10,October,Oct-2023,Monday,2,0,0
2023-10-03,2023,FY2024,Q4,10,October,Oct-2023,Tuesday,3,0,0
2023-10-04,2023,FY2024,Q4,10,October,Oct-2023,Wednesday,4,0,0
2023-10-05,2023,FY2024,Q4,10,October,Oct-2023,Thursday,5,0,0
2023-10-06,2023,FY2024,Q4,10,October,Oct-2023,Friday,6,0,0
2023-10-07,2023,FY2024,Q4,10,October,Oct-2023,Saturday,7,1,0
2023-10-08,2023,FY2024,Q4,10,October,Oct-2023,Sunday,8,1,0
2023-10-09,2023,FY2024,Q4,10,October,Oct-2023,Monday,9,0,0
2023-10-10,2023,FY2024,Q4,10,October,Oct-2023,Tuesday,10,0,0
2023-10-11,2023,FY2024,Q4,10,October,Oct-2023,Wednesday,11,0,0
2023-10-12,2023,FY2024,Q4,10,October,Oct-2023,Thursday,12,0,0
2023-10-13,2023,FY2024,Q4,10,October,Oct-2023,Friday,13,0,0
2023-10-14,2023,FY2024,Q4,10,October,Oct-2023,Saturday,14,1,0
2023-10-15,2023,FY2024,Q4,10,October,Oct-2023,Sunday,15,1,0
2023-10-16,2023,FY2024,Q4,10,October,Oct-2023,Monday,16,0,0
2023-10-17,2023,FY2024,Q4,10,October,Oct-2023,Tuesday,17,0,0
2023-10-18,2023,FY2024,Q4,10,October,Oct-2023,Wednesday,18,0,0
2023-10-19,2023,FY2024,Q4,10,October,Oct-2023,Thursday,19,0,0
2023-10-20,2023,FY2024,Q4,10,October,Oct-2023,Friday,20,0,0
2023-10-21,2023,FY2024,Q4,10,October,Oct-2023,Saturday,21,1,0
2023-10-22,2023,FY2024,Q4,10,October,Oct-2023,Sunday,22,1,0
2023-10-23,2023,FY2024,Q4,10,October,Oct-2023,Monday,23,0,0
2023-10-24,2023,FY2024,Q4,10,October,Oct-2023,Tuesday,24,0,0
2023-10-25,2023,FY2024,Q4,10,October,Oct-2023,Wednesday,25,0,0
2023-10-26,2023,FY2024,Q4,10,October,Oct-2023,Thursday,26,0,0
2023-10-27,2023,FY2024,Q4,10,October,Oct-2023,Friday,27,0,0
2023-10-28,2023,FY2024,Q4,10,October,Oct-2023,Saturday,28,1,0
2023-10-29,2023,FY2024,Q4,10,October,Oct-2023,Sunday,29,1,0
2023-10-30,2023,FY2024,Q4,10,October,Oct-2023,Monday,30,0,0
2023-10-31,2023,FY2024,Q4,10,October,Oct-2023,Tuesday,31,0,0
2023-11-01,2023,FY2024,Q4,11,November,Nov-2023,Wednesday,1,0,0
2023-11-02,2023,FY2024,Q4,11,November,Nov-2023,Thursday,2,0,0
2023-11-03,2023,FY2024,Q4,11,November,Nov-2023,Friday,3,0,0
2023-11-04,2023,FY2024,Q4,11,November,Nov-2023,Saturday,4,1,0
2023-11-05,2023,FY2024,Q4,11,November,Nov-2023,Sunday,5,1,0
2023-11-06,2023,FY2024,Q4,11,November,Nov-2023,Monday,6,0,0
2023-11-07,2023,FY2024,Q4,11,November,Nov-2023,Tuesday,7,0,0
2023-11-08,2023,FY2024,Q4,11,November,Nov-2023,Wednesday,8,0,0
2023-11-09,2023,FY2024,Q4,11,November,Nov-2023,Thursday,9,0,0
2023-11-10,2023,FY2024,Q4,11,November,Nov-2023,Friday,10,0,0
2023-11-11,2023,FY2024,Q4,11,November,Nov-2023,Saturday,11,1,0
2023-11-12,2023,FY2024,Q4,11,November,Nov-2023,Sunday,12,1,0
