prd_id,prd_key,prd_nm,prd_cost,prd_line,prd_start_dt,prd_end_dt
506,CO-TF-FR-T67Y-44,LL Touring Frame - Yellow- 44,200,T ,2013-07-01,
507,CO-TF-FR-T67Y-50,LL Touring Frame - Yellow- 50,200,T ,2013-07-01,
508,CO-TF-FR-T67Y-54,LL Touring Frame - Yellow- 54,200,T ,2013-07-01,
509,CO-TF-FR-T67Y-58,LL Touring Frame - Yellow- 58,200,T ,2013-07-01,
510,CO-TF-FR-T67U-44,LL Touring Frame - Blue- 44,200,T ,2013-07-01,
511,CO-MF-FR-M63S-40,ML Mountain Frame-W - Silver- 40,199,M ,2013-07-01,
512,CO-MF-FR-M63S-42,ML Mountain Frame-W - Silver- 42,199,M ,2013-07-01,
513,CO-MF-FR-M63S-46,ML Mountain Frame-W - Silver- 46,199,M ,2013-07-01,
514,CO-BR-RB-9231,Rear Brakes,47,,2013-07-01,
515,CO-SA-SE-M236,LL Mountain Seat/Saddle,12,M ,2013-07-01,
516,CO-SA-SE-M798,ML Mountain Seat/Saddle,17,M ,2013-07-01,
517,CO-SA-SE-M940,HL Mountain Seat/Saddle,23,M ,2013-07-01,
518,CO-SA-SE-R581,LL Road Seat/Saddle,12,R ,2013-07-01,
519,CO-SA-SE-R908,ML Road Seat/Saddle,17,T ,2013-07-01,
520,CO-SA-SE-R995,HL Road Seat/Saddle,23,R ,2013-07-01,
521,CO-SA-SE-T312,LL Touring Seat/Saddle,12,T ,2013-07-01,
522,CO-SA-SE-T762,ML Touring Seat/Saddle,17,T ,2013-07-01,
523,CO-SA-SE-T924,HL Touring Seat/Saddle,23,T ,2013-07-01,
524,CO-MF-FR-M21S-42,LL Mountain Frame - Silver- 42,145,M ,2013-07-01,
525,CO-MF-FR-M21S-44,LL Mountain Frame - Silver- 44,145,M ,2013-07-01,
526,CO-MF-FR-M21S-48,LL Mountain Frame - Silver- 48,145,M ,2013-07-01,
527,CO-MF-FR-M21S-52,LL Mountain Frame - Silver- 52,145,M ,2013-07-01,
528,AC-TT-TT-M928,Mountain Tire Tube,2,M ,2013-07-01,
529,AC-TT-TT-R982,Road Tire Tube,1,R ,2013-07-01,
530,AC-TT-TT-T092,Touring Tire Tube,2,T ,2013-07-01,
531,CO-MF-FR-M21B-42,LL Mountain Frame - Black- 42,137,M ,2013-07-01,
532,CO-MF-FR-M21B-44,LL Mountain Frame - Black- 44,137,M ,2013-07-01,
533,CO-MF-FR-M21B-48,LL Mountain Frame - Black- 48,137,M ,2013-07-01,
534,CO-MF-FR-M21B-52,LL Mountain Frame - Black- 52,137,M ,2013-07-01,
535,AC-TT-TI-M267,LL Mountain Tire,9,M ,2013-07-01,
536,AC-TT-TI-M602,ML Mountain Tire,11,M ,2013-07-01,
537,AC-TT-TI-M823,HL Mountain Tire,13,M ,2013-07-01,
538,AC-TT-TI-R092,LL Road Tire,8,R ,2013-07-01,
539,AC-TT-TI-R628,ML Road Tire,9,R ,2013-07-01,
540,AC-TT-TI-R982,HL Road Tire,12,R ,2013-07-01,
541,AC-TT-TI-T723,Touring Tire,11,T ,2013-07-01,
542,CO-PE-PD-M282,LL Mountain Pedal,18,M ,2013-07-01,
543,CO-PE-PD-M340,ML Mountain Pedal,28,M ,2013-07-01,
544,CO-PE-PD-M562,HL Mountain Pedal,36,M ,2013-07-01,
545,CO-PE-PD-R347,LL Road Pedal,18,R ,2013-07-01,
546,CO-PE-PD-R563,ML Road Pedal,28,R ,2013-07-01,
547,CO-PE-PD-R853,HL Road Pedal,36,R ,2013-07-01,
548,CO-PE-PD-T852,Touring Pedal,36,T ,2013-07-01,
549,CO-MF-FR-M63S-38,ML Mountain Frame-W - Silver- 38,199,M ,2013-07-01,
550,CO-MF-FR-M21B-40,LL Mountain Frame - Black- 40,137,M ,2013-07-01,
551,CO-MF-FR-M21S-40,LL Mountain Frame - Silver- 40,145,M ,2013-07-01,
552,CO-DE-FD-2342,Front Derailleur,41,,2013-07-01,
553,CO-HB-HB-T721,LL Touring Handlebars,20,T ,2013-07-01,
554,CO-HB-HB-T928,HL Touring Handlebars,41,T ,2013-07-01,
555,CO-BR-FB-9873,Front Brakes,47,,2013-07-01,
556,CO-CS-CS-4759,LL Crankset,78,,2013-07-01,
557,CO-CS-CS-6583,ML Crankset,114,,2013-07-01,
558,CO-CS-CS-9183,HL Crankset,180,,2013-07-01,
559,CO-CH-CH-0234,Chain,9,,2013-07-01,
560,BI-TB-BK-T44U-60,Touring-2000 Blue- 60,755,T ,2013-07-01,
561,BI-TB-BK-T79Y-46,Touring-1000 Yellow- 46,1482,T ,2013-07-01,
562,BI-TB-BK-T79Y-50,Touring-1000 Yellow- 50,1482,T ,2013-07-01,
563,BI-TB-BK-T79Y-54,Touring-1000 Yellow- 54,1482,T ,2013-07-01,
564,BI-TB-BK-T79Y-60,Touring-1000 Yellow- 60,1482,T ,2013-07-01,
565,BI-TB-BK-T18U-54,Touring-3000 Blue- 54,461,T ,2013-07-01,
566,BI-TB-BK-T18U-58,Touring-3000 Blue- 58,461,T ,2013-07-01,
567,BI-TB-BK-T18U-62,Touring-3000 Blue- 62,461,T ,2013-07-01,
568,BI-TB-BK-T18Y-44,Touring-3000 Yellow- 44,461,T ,2013-07-01,
569,BI-TB-BK-T18Y-50,Touring-3000 Yellow- 50,461,T ,2013-07-01,
570,BI-TB-BK-T18Y-54,Touring-3000 Yellow- 54,461,T ,2013-07-01,
571,BI-TB-BK-T18Y-58,Touring-3000 Yellow- 58,461,T ,2013-07-01,
572,BI-TB-BK-T18Y-62,Touring-3000 Yellow- 62,461,T ,2013-07-01,
573,BI-TB-BK-T79U-46,Touring-1000 Blue- 46,1482,T ,2013-07-01,
574,BI-TB-BK-T79U-50,Touring-1000 Blue- 50,1482,T ,2013-07-01,
575,BI-TB-BK-T79U-54,Touring-1000 Blue- 54,1482,T ,2013-07-01,
576,BI-TB-BK-T79U-60,Touring-1000 Blue- 60,1482,T ,2013-07-01,
577,BI-TB-BK-T44U-46,Touring-2000 Blue- 46,755,T ,2013-07-01,
578,BI-TB-BK-T44U-50,Touring-2000 Blue- 50,755,T ,2013-07-01,
579,BI-TB-BK-T44U-54,Touring-2000 Blue- 54,755,T ,2013-07-01,
580,BI-RB-BK-R79Y-40,Road-350-W Yellow- 40,1083,R ,2013-07-01,
581,BI-RB-BK-R79Y-42,Road-350-W Yellow- 42,1083,R ,2013-07-01,
582,BI-RB-BK-R79Y-44,Road-350-W Yellow- 44,1083,R ,2013-07-01,
583,BI-RB-BK-R79Y-48,Road-350-W Yellow- 48,1083,R ,2013-07-01,
584,BI-RB-BK-R19B-58,Road-750 Black- 58,344,R ,2013-07-01,
585,BI-TB-BK-T18U-44,Touring-3000 Blue- 44,461,T ,2013-07-01,
586,BI-TB-BK-T18U-50,Touring-3000 Blue- 50,461,T ,2013-07-01,
587,BI-MB-BK-M38S-38,Mountain-400-W Silver- 38,420,M ,2013-07-01,
588,BI-MB-BK-M38S-40,Mountain-400-W Silver- 40,420,M ,2013-07-01,
589,BI-MB-BK-M38S-42,Mountain-400-W Silver- 42,420,M ,2013-07-01,
590,BI-MB-BK-M38S-46,Mountain-400-W Silver- 46,420,M ,2013-07-01,
591,BI-MB-BK-M18S-40,Mountain-500 Silver- 40,308,M ,2013-07-01,
592,BI-MB-BK-M18S-42,Mountain-500 Silver- 42,308,M ,2013-07-01,
593,BI-MB-BK-M18S-44,Mountain-500 Silver- 44,308,M ,2013-07-01,
594,BI-MB-BK-M18S-48,Mountain-500 Silver- 48,308,M ,2013-07-01,
595,BI-MB-BK-M18S-52,Mountain-500 Silver- 52,308,M ,2013-07-01,
596,BI-MB-BK-M18B-40,Mountain-500 Black- 40,295,M ,2013-07-01,
597,BI-MB-BK-M18B-42,Mountain-500 Black- 42,295,M ,2013-07-01,
598,BI-MB-BK-M18B-44,Mountain-500 Black- 44,295,M ,2013-07-01,
599,BI-MB-BK-M18B-48,Mountain-500 Black- 48,295,M ,2013-07-01,
600,BI-MB-BK-M18B-52,Mountain-500 Black- 52,295,M ,2013-07-01,
601,CO-BB-BB-7421,LL Bottom Bracket,24,,2013-07-01,
602,CO-BB-BB-8107,ML Bottom Bracket,45,,2013-07-01,
603,CO-BB-BB-9108,HL Bottom Bracket,54,,2013-07-01,
604,BI-RB-BK-R19B-44,Road-750 Black- 44,344,R ,2013-07-01,
605,BI-RB-BK-R19B-48,Road-750 Black- 48,344,R ,2013-07-01,
606,BI-RB-BK-R19B-52,Road-750 Black- 52,344,R ,2013-07-01,
