sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO55467,TT-T092,28002,20130401,20130408,20130413,5,1,5
SO55467,HL-U509,28002,20130401,20130408,20130413,35,1,35
SO55468,TI-M267,25206,20130401,20130408,20130413,25,1,25
SO55469,TI-T723,26259,20130401,20130408,20130413,29,1,29
SO55469,TT-T092,26259,20130401,20130408,20130413,5,1,5
SO55469,HL-U509-B,26259,20130401,20130408,20130413,35,1,35
SO55470,TI-M602,23198,20130401,20130408,20130413,30,1,30
SO55470,TT-M928,23198,20130401,20130408,20130413,5,1,5
SO55471,BC-M005,21802,20130401,20130408,20130413,10,1,10
SO55471,WB-H098,21802,20130401,20130408,20130413,5,1,5
SO55471,SJ-0194-S,21802,20130401,20130408,20130413,54,1,54
SO55471,CA-1098,21802,20130401,20130408,20130413,9,1,9
SO55472,BC-M005,20705,20130401,20130408,20130413,10,1,10
SO55472,HL-U509,20705,20130401,20130408,20130413,35,1,35
SO55472,GL-H102-M,20705,20130401,20130408,20130413,24,1,24
SO55473,SH-W890-S,18809,20130401,20130408,20130413,70,1,70
SO55473,LJ-0192-X,18809,20130401,20130408,20130413,50,1,50
SO55474,SH-W890-S,14502,20130401,20130408,20130413,70,1,70
SO55475,TT-M928,14654,20130401,20130408,20130413,5,1,5
SO55475,PK-7098,14654,20130401,20130408,20130413,2,1,2
SO55476,TT-M928,22059,20130401,20130408,20130413,5,1,5
SO55476,PK-7098,22059,20130401,20130408,20130413,2,1,2
SO55477,FE-6654,14849,20130401,20130408,20130413,22,1,22
SO55477,HL-U509-R,14849,20130401,20130408,20130413,35,1,35
SO55478,TI-R628,15618,20130401,20130408,20130413,25,1,25
SO55479,TI-R628,17970,20130401,20130408,20130413,25,1,25
SO55479,PK-7098,17970,20130401,20130408,20130413,2,1,2
SO55480,TI-M267,18042,20130401,20130408,20130413,25,1,25
SO55480,TT-M928,18042,20130401,20130408,20130413,5,1,5
SO55481,TI-M267,18024,20130401,20130408,20130413,25,1,25
SO55481,TT-M928,18024,20130401,20130408,20130413,5,1,5
SO55481,RA-H123,18024,20130401,20130408,20130413,120,1,120
SO55482,TT-M928,17746,20130401,20130408,20130413,5,1,5
SO55482,TI-M267,17746,20130401,20130408,20130413,25,1,25
SO55483,TI-M267,17788,20130401,20130408,20130413,25,1,25
SO55483,TT-M928,17788,20130401,20130408,20130413,5,1,5
SO55483,HL-U509,17788,20130401,20130408,20130413,35,1,35
SO55484,TI-M267,17840,20130401,20130408,20130413,25,1,25
SO55484,TT-M928,17840,20130401,20130408,20130413,5,1,5
SO55484,ST-1401,17840,20130401,20130408,20130413,159,1,159
SO55485,TI-T723,23756,20130401,20130408,20130413,29,1,29
SO55485,PK-7098,23756,20130401,20130408,20130413,2,1,2
SO55485,RA-H123,23756,20130401,20130408,20130413,120,1,120
SO55486,TI-T723,27930,20130401,20130408,20130413,29,1,29
SO55486,TT-T092,27930,20130401,20130408,20130413,5,1,5
SO55486,PK-7098,27930,20130401,20130408,20130413,2,1,2
SO55487,TI-M823,12065,20130401,20130408,20130413,35,1,35
SO55487,TT-M928,12065,20130401,20130408,20130413,5,1,5
SO55487,PK-7098,12065,20130401,20130408,20130413,2,1,2
SO55488,TI-M823,11725,20130401,20130408,20130413,35,1,35
SO55488,TT-M928,11725,20130401,20130408,20130413,5,1,5
SO55488,FE-6654,11725,20130401,20130408,20130413,22,1,22
SO55488,CL-9009,11725,20130401,20130408,20130413,8,1,8
SO55489,TI-M823,15157,20130401,20130408,20130413,35,1,35
SO55489,TT-M928,15157,20130401,20130408,20130413,5,1,5
SO55489,HL-U509-R,15157,20130401,20130408,20130413,35,1,35
SO55490,BK-M38S-40,14104,20130401,20130408,20130413,769,1,769
SO55490,SH-W890-S,14104,20130401,20130408,20130413,70,1,70
SO55490,LJ-0192-S,14104,20130401,20130408,20130413,50,1,50
SO55491,BK-M68S-42,13220,20130401,20130408,20130413,2320,1,2320
SO55491,FE-6654,13220,20130401,20130408,20130413,22,1,22
SO55491,ST-1401,13220,20130401,20130408,20130413,159,1,159
SO55492,BK-T44U-54,26933,20130401,20130408,20130413,1215,1,1215
SO55492,CA-1098,26933,20130401,20130408,20130413,9,1,9
SO55493,BK-T44U-50,11387,20130401,20130408,20130413,1215,1,1215
SO55493,BC-R205,11387,20130401,20130408,20130413,9,1,9
SO55493,WB-H098,11387,20130401,20130408,20130413,5,1,5
SO55494,BK-R19B-48,20823,20130401,20130408,20130413,540,1,540
SO55494,HL-U509-B,20823,20130401,20130408,20130413,35,1,35
SO55494,VE-C304-L,20823,20130401,20130408,20130413,64,1,64
SO55495,BK-R19B-52,20984,20130401,20130408,20130413,540,1,540
SO55495,HL-U509,20984,20130401,20130408,20130413,35,1,35
SO55496,BK-R19B-58,20988,20130401,20130408,20130413,540,1,540
SO55497,BK-T79Y-46,29102,20130401,20130408,20130413,2384,1,2384
SO55498,BK-T79U-60,29103,20130401,20130408,20130413,2384,1,2384
SO55498,HL-U509-R,29103,20130401,20130408,20130413,35,1,35
SO55499,BK-M68B-42,12676,20130401,20130408,20130413,2295,1,2295
SO55499,HY-1023-70,12676,20130401,20130408,20130413,55,1,55
SO55500,BK-R19B-44,22896,20130401,20130408,20130413,540,1,540
SO55500,TI-R092,22896,20130401,20130408,20130413,21,1,21
SO55500,TT-R982,22896,20130401,20130408,20130413,4,1,4
SO55500,HL-U509,22896,20130401,20130408,20130413,35,1,35
SO55501,BK-R19B-58,22066,20130401,20130408,20130413,540,1,540
SO55502,BK-R64Y-44,19999,20130401,20130408,20130413,1120,1,1120
SO55502,TI-R628,19999,20130401,20130408,20130413,25,1,25
SO55502,PK-7098,19999,20130401,20130408,20130413,2,1,2
SO55503,BK-T79Y-60,25720,20130401,20130408,20130413,2384,1,2384
SO55503,WB-H098,25720,20130401,20130408,20130413,5,1,5
SO55503,BC-R205,25720,20130401,20130408,20130413,9,1,9
SO55503,HL-U509-B,25720,20130401,20130408,20130413,35,1,35
SO55504,BK-T79U-46,12647,20130401,20130408,20130413,2384,1,2384
SO55504,HL-U509-B,12647,20130401,20130408,20130413,35,1,35
SO55504,LJ-0192-M,12647,20130401,20130408,20130413,50,1,50
SO55504,CA-1098,12647,20130401,20130408,20130413,9,1,9
SO55505,BK-M68S-42,12302,20130402,20130409,20130414,2320,1,2320
SO55505,HY-1023-70,12302,20130402,20130409,20130414,55,1,55
SO55506,BK-M38S-40,13793,20130402,20130409,20130414,769,1,769
SO55506,SH-W890-L,13793,20130402,20130409,20130414,70,1,70
SO55507,TT-R982,17729,20130402,20130409,20130414,4,1,4
SO55507,TI-R092,17729,20130402,20130409,20130414,21,1,21
SO55507,HL-U509-R,17729,20130402,20130409,20130414,35,1,35
SO55507,LJ-0192-X,17729,20130402,20130409,20130414,50,1,50
SO55508,TT-M928,25224,20130402,20130409,20130414,5,1,5
SO55508,PK-7098,25224,20130402,20130409,20130414,2,1,2
SO55509,TT-R982,11760,20130402,20130409,20130414,4,1,4
SO55509,HY-1023-70,11760,20130402,20130409,20130414,55,1,55
SO55509,VE-C304-L,11760,20130402,20130409,20130414,64,1,64
SO55510,BC-M005,29304,20130402,20130409,20130414,10,1,10
SO55510,CA-1098,29304,20130402,20130409,20130414,9,1,9
SO55510,WB-H098,29304,20130402,20130409,20130414,5,1,5
SO55511,CL-9009,16930,20130402,20130409,20130414,8,1,8
SO55512,GL-H102-S,12345,20130402,20130409,20130414,24,1,24
SO55513,BK-M38S-46,13807,20130402,20130409,20130414,769,1,769
SO55513,ST-1401,13807,20130402,20130409,20130414,159,1,159
SO55514,TT-R982,27224,20130402,20130409,20130414,4,1,4
SO55514,PK-7098,27224,20130402,20130409,20130414,2,1,2
SO55515,TT-R982,29075,20130402,20130409,20130414,4,1,4
SO55515,VE-C304-M,29075,20130402,20130409,20130414,64,1,64
SO55516,TT-R982,28796,20130402,20130409,20130414,4,1,4
SO55516,TI-R628,28796,20130402,20130409,20130414,25,1,25
SO55516,HL-U509,28796,20130402,20130409,20130414,35,1,35
SO55517,TT-T092,28266,20130402,20130409,20130414,5,1,5
SO55518,TI-M267,26349,20130402,20130409,20130414,25,1,25
SO55518,PK-7098,26349,20130402,20130409,20130414,2,1,2
SO55519,TI-M267,11253,20130402,20130409,20130414,25,1,25
SO55520,TI-R982,24737,20130402,20130409,20130414,33,1,33
SO55520,TT-R982,24737,20130402,20130409,20130414,4,1,4
SO55520,PK-7098,24737,20130402,20130409,20130414,2,1,2
SO55520,CL-9009,24737,20130402,20130409,20130414,8,1,8
SO55521,TI-M602,12939,20130402,20130409,20130414,30,1,30
SO55521,PK-7098,12939,20130402,20130409,20130414,2,1,2
SO55522,BC-M005,21750,20130402,20130409,20130414,10,1,10
SO55522,WB-H098,21750,20130402,20130409,20130414,5,1,5
SO55522,SJ-0194-S,21750,20130402,20130409,20130414,54,1,54
SO55523,SH-W890-L,18541,20130402,20130409,20130414,70,1,70
SO55524,WB-H098,18312,20130402,20130409,20130414,5,1,5
SO55524,PK-7098,18312,20130402,20130409,20130414,2,1,2
SO55524,CL-9009,18312,20130402,20130409,20130414,8,1,8
SO55525,WB-H098,17526,20130402,20130409,20130414,5,1,5
SO55526,SH-W890-M,27437,20130402,20130409,20130414,70,1,70
SO55526,CA-1098,27437,20130402,20130409,20130414,9,1,9
SO55527,WB-H098,16963,20130402,20130409,20130414,5,1,5
SO55527,HL-U509-B,16963,20130402,20130409,20130414,35,1,35
SO55528,WB-H098,18104,20130402,20130409,20130414,5,1,5
SO55528,CA-1098,18104,20130402,20130409,20130414,9,1,9
SO55529,FE-6654,14454,20130402,20130409,20130414,22,1,22
SO55529,BC-M005,14454,20130402,20130409,20130414,10,1,10
SO55530,TT-M928,26701,20130402,20130409,20130414,5,1,5
SO55530,HL-U509-B,26701,20130402,20130409,20130414,35,1,35
SO55531,TT-R982,25669,20130402,20130409,20130414,4,1,4
SO55531,HL-U509-B,25669,20130402,20130409,20130414,35,1,35
SO55532,TI-M602,21510,20130402,20130409,20130414,30,1,30
SO55532,TT-M928,21510,20130402,20130409,20130414,5,1,5
SO55532,HL-U509,21510,20130402,20130409,20130414,35,1,35
SO55532,LJ-0192-X,21510,20130402,20130409,20130414,50,1,50
SO55532,CA-1098,21510,20130402,20130409,20130414,9,1,9
SO55533,TT-R982,27783,20130402,20130409,20130414,4,1,4
SO55533,PK-7098,27783,20130402,20130409,20130414,2,1,2
SO55533,ST-1401,27783,20130402,20130409,20130414,159,1,159
SO55534,TT-T092,27322,20130402,20130409,20130414,5,1,5
SO55534,TI-T723,27322,20130402,20130409,20130414,29,1,29
SO55534,PK-7098,27322,20130402,20130409,20130414,2,1,2
SO55535,TT-T092,25630,20130402,20130409,20130414,5,1,5
SO55535,HL-U509-B,25630,20130402,20130409,20130414,35,1,35
SO55536,TI-M823,13330,20130402,20130409,20130414,35,1,35
SO55536,TT-M928,13330,20130402,20130409,20130414,5,1,5
SO55536,HL-U509,13330,20130402,20130409,20130414,35,1,35
SO55537,BK-M38S-38,14036,20130402,20130409,20130414,769,1,769
SO55537,SH-W890-S,14036,20130402,20130409,20130414,70,1,70
SO55538,BK-M38S-46,17047,20130402,20130409,20130414,769,1,769
SO55539,BK-R79Y-40,18769,20130402,20130409,20130414,1701,1,1701
SO55539,TI-R628,18769,20130402,20130409,20130414,25,1,25
SO55540,BK-R19B-44,20994,20130402,20130409,20130414,540,1,540
SO55540,WB-H098,20994,20130402,20130409,20130414,5,1,5
SO55540,BC-R205,20994,20130402,20130409,20130414,9,1,9
SO55540,HL-U509-B,20994,20130402,20130409,20130414,35,1,35
SO55540,GL-H102-M,20994,20130402,20130409,20130414,24,1,24
SO55541,BK-R89B-52,19588,20130402,20130409,20130414,2443,1,2443
SO55541,HL-U509-B,19588,20130402,20130409,20130414,35,1,35
SO55542,BK-R89B-52,19586,20130402,20130409,20130414,2443,1,2443
SO55542,HL-U509-R,19586,20130402,20130409,20130414,35,1,35
SO55543,BK-M68B-38,12039,20130402,20130409,20130414,2295,1,2295
SO55543,TI-M823,12039,20130402,20130409,20130414,35,1,35
SO55543,TT-M928,12039,20130402,20130409,20130414,5,1,5
SO55543,HL-U509-R,12039,20130402,20130409,20130414,35,1,35
SO55543,GL-H102-S,12039,20130402,20130409,20130414,24,1,24
SO55544,BK-T44U-50,25385,20130402,20130409,20130414,1215,1,1215
SO55544,HL-U509-R,25385,20130402,20130409,20130414,35,1,35
SO55545,BK-T79U-50,24802,20130402,20130409,20130414,2384,1,2384
SO55545,WB-H098,24802,20130402,20130409,20130414,5,1,5
SO55545,BC-R205,24802,20130402,20130409,20130414,9,1,9
SO55545,CA-1098,24802,20130402,20130409,20130414,9,1,9
SO55546,BK-T79U-50,24806,20130402,20130409,20130414,2384,1,2384
SO55546,TI-T723,24806,20130402,20130409,20130414,29,1,29
SO55547,BK-T79U-54,24998,20130402,20130409,20130414,2384,1,2384
SO55547,SJ-0194-X,24998,20130402,20130409,20130414,54,1,54
SO55548,BK-R64Y-38,19986,20130402,20130409,20130414,1120,1,1120
SO55548,WB-H098,19986,20130402,20130409,20130414,5,1,5
SO55548,BC-R205,19986,20130402,20130409,20130414,9,1,9
SO55548,HY-1023-70,19986,20130402,20130409,20130414,55,1,55
SO55549,BK-R64Y-48,23944,20130402,20130409,20130414,1120,1,1120
SO55549,HL-U509-B,23944,20130402,20130409,20130414,35,1,35
SO55550,BK-R19B-48,25761,20130402,20130409,20130414,540,1,540
SO55550,WB-H098,25761,20130402,20130409,20130414,5,1,5
SO55550,BC-R205,25761,20130402,20130409,20130414,9,1,9
SO55550,CA-1098,25761,20130402,20130409,20130414,9,1,9
SO55551,BK-R19B-44,11402,20130402,20130409,20130414,540,1,540
SO55551,WB-H098,11402,20130402,20130409,20130414,5,1,5
SO55551,BC-R205,11402,20130402,20130409,20130414,9,1,9
SO55551,HL-U509-B,11402,20130402,20130409,20130414,35,1,35
SO55552,BK-R19B-58,26210,20130402,20130409,20130414,540,1,540
SO55552,BC-R205,26210,20130402,20130409,20130414,9,1,9
SO55552,WB-H098,26210,20130402,20130409,20130414,5,1,5
SO55553,BK-T79Y-60,12645,20130402,20130409,20130414,2384,1,2384
SO55553,HL-U509-B,12645,20130402,20130409,20130414,35,1,35
SO55554,BK-T79U-60,24136,20130402,20130409,20130414,2384,1,2384
SO55554,TI-T723,24136,20130402,20130409,20130414,29,1,29
SO55555,BK-M68S-46,13768,20130403,20130410,20130415,2320,1,2320
SO55555,FE-6654,13768,20130403,20130410,20130415,22,1,22
SO55556,BK-M68S-46,12281,20130403,20130410,20130415,2320,1,2320
SO55556,BC-M005,12281,20130403,20130410,20130415,10,1,10
SO55556,WB-H098,12281,20130403,20130410,20130415,5,1,5
SO55556,CL-9009,12281,20130403,20130410,20130415,8,1,8
SO55557,CL-9009,28601,20130403,20130410,20130415,8,1,8
SO55558,TT-R982,16174,20130403,20130410,20130415,4,1,4
SO55558,TI-R628,16174,20130403,20130410,20130415,25,1,25
SO55558,VE-C304-M,16174,20130403,20130410,20130415,64,1,64
SO55559,FE-6654,18743,20130403,20130410,20130415,22,1,22
SO55559,HL-U509,18743,20130403,20130410,20130415,35,1,35
SO55560,TI-R982,16609,20130403,20130410,20130415,33,1,33
SO55560,TT-R982,16609,20130403,20130410,20130415,4,1,4
SO55560,ST-1401,16609,20130403,20130410,20130415,159,1,159
SO55560,VE-C304-M,16609,20130403,20130410,20130415,64,1,64
SO55561,BK-M18B-44,20045,20130403,20130410,20130415,540,1,540
SO55561,FE-6654,20045,20130403,20130410,20130415,22,1,22
SO55561,HL-U509-R,20045,20130403,20130410,20130415,35,1,35
SO55562,SJ-0194-L,11828,20130403,20130410,20130415,54,1,54
SO55563,TT-R982,11187,20130403,20130410,20130415,4,1,4
SO55563,VE-C304-S,11187,20130403,20130410,20130415,64,1,64
SO55564,TT-R982,29324,20130403,20130410,20130415,4,1,4
SO55564,HL-U509-B,29324,20130403,20130410,20130415,35,1,35
SO55565,TT-R982,29251,20130403,20130410,20130415,4,1,4
SO55565,CA-1098,29251,20130403,20130410,20130415,9,1,9
SO55566,TT-R982,11802,20130403,20130410,20130415,4,1,4
SO55566,TI-R092,11802,20130403,20130410,20130415,21,1,21
SO55566,PK-7098,11802,20130403,20130410,20130415,2,1,2
SO55567,TI-R092,27658,20130403,20130410,20130415,21,1,21
SO55567,TT-R982,27658,20130403,20130410,20130415,4,1,4
SO55567,PK-7098,27658,20130403,20130410,20130415,2,1,2
SO55568,TI-M267,21238,20130403,20130410,20130415,25,1,25
SO55568,TT-M928,21238,20130403,20130410,20130415,5,1,5
SO55568,PK-7098,21238,20130403,20130410,20130415,2,1,2
SO55569,TT-M928,17387,20130403,20130410,20130415,5,1,5
SO55569,TI-M267,17387,20130403,20130410,20130415,25,1,25
SO55569,BC-M005,17387,20130403,20130410,20130415,10,1,10
SO55569,CA-1098,17387,20130403,20130410,20130415,9,1,9
SO55569,WB-H098,17387,20130403,20130410,20130415,5,1,5
SO55570,TI-R982,25372,20130403,20130410,20130415,33,1,33
SO55571,TI-M267,11200,20130403,20130410,20130415,25,1,25
SO55571,PK-7098,11200,20130403,20130410,20130415,2,1,2
SO55572,TT-R982,11091,20130403,20130410,20130415,4,1,4
SO55572,TI-R982,11091,20130403,20130410,20130415,33,1,33
SO55572,PK-7098,11091,20130403,20130410,20130415,2,1,2
SO55573,TI-M602,23029,20130403,20130410,20130415,30,1,30
SO55573,TT-M928,23029,20130403,20130410,20130415,5,1,5
SO55573,FE-6654,23029,20130403,20130410,20130415,22,1,22
SO55573,VE-C304-L,23029,20130403,20130410,20130415,64,1,64
SO55574,BC-M005,16958,20130403,20130410,20130415,10,1,10
SO55574,WB-H098,16958,20130403,20130410,20130415,5,1,5
SO55575,SH-W890-L,18786,20130403,20130410,20130415,70,1,70
SO55575,LJ-0192-L,18786,20130403,20130410,20130415,50,1,50
SO55576,WB-H098,18387,20130403,20130410,20130415,5,1,5
SO55577,CA-1098,17392,20130403,20130410,20130415,9,1,9
SO55577,WB-H098,17392,20130403,20130410,20130415,5,1,5
SO55578,TT-M928,16003,20130403,20130410,20130415,5,1,5
SO55579,TT-M928,15963,20130403,20130410,20130415,5,1,5
SO55579,HL-U509-R,15963,20130403,20130410,20130415,35,1,35
SO55579,LJ-0192-X,15963,20130403,20130410,20130415,50,1,50
SO55580,FE-6654,18554,20130403,20130410,20130415,22,1,22
SO55580,VE-C304-M,18554,20130403,20130410,20130415,64,1,64
SO55581,FE-6654,13759,20130403,20130410,20130415,22,1,22
SO55581,WB-H098,13759,20130403,20130410,20130415,5,1,5
SO55581,VE-C304-L,13759,20130403,20130410,20130415,64,1,64
SO55581,BC-M005,13759,20130403,20130410,20130415,10,1,10
SO55582,TI-M823,15441,20130403,20130410,20130415,35,1,35
SO55582,PK-7098,15441,20130403,20130410,20130415,2,1,2
SO55583,WB-H098,22380,20130403,20130410,20130415,5,1,5
SO55584,TT-R982,25628,20130403,20130410,20130415,4,1,4
SO55584,PK-7098,25628,20130403,20130410,20130415,2,1,2
SO55585,TT-T092,29434,20130403,20130410,20130415,5,1,5
SO55585,TI-T723,29434,20130403,20130410,20130415,29,1,29
SO55585,HL-U509,29434,20130403,20130410,20130415,35,1,35
SO55585,CA-1098,29434,20130403,20130410,20130415,9,1,9
SO55586,TT-R982,24148,20130403,20130410,20130415,4,1,4
SO55586,CL-9009,24148,20130403,20130410,20130415,8,1,8
SO55587,TT-T092,11566,20130403,20130410,20130415,5,1,5
SO55587,PK-7098,11566,20130403,20130410,20130415,2,1,2
SO55588,TT-T092,11566,20130403,20130410,20130415,5,1,5
SO55588,HL-U509-R,11566,20130403,20130410,20130415,35,1,35
SO55589,TI-T723,14982,20130403,20130410,20130415,29,1,29
SO55589,TT-T092,14982,20130403,20130410,20130415,5,1,5
SO55590,TT-T092,17702,20130403,20130410,20130415,5,1,5
SO55590,GL-H102-L,17702,20130403,20130410,20130415,24,1,24
SO55591,FE-6654,12757,20130403,20130410,20130415,22,1,22
SO55591,HL-U509-B,12757,20130403,20130410,20130415,35,1,35
SO55591,LJ-0192-L,12757,20130403,20130410,20130415,50,1,50
SO55592,BK-R79Y-42,23376,20130403,20130410,20130415,1701,1,1701
SO55592,HL-U509-B,23376,20130403,20130410,20130415,35,1,35
SO55593,BK-M18S-44,19129,20130403,20130410,20130415,565,1,565
SO55593,BC-M005,19129,20130403,20130410,20130415,10,1,10
SO55593,WB-H098,19129,20130403,20130410,20130415,5,1,5
SO55593,GL-H102-L,19129,20130403,20130410,20130415,24,1,24
SO55593,HL-U509-B,19129,20130403,20130410,20130415,35,1,35
SO55594,BK-R79Y-44,16951,20130403,20130410,20130415,1701,1,1701
SO55594,HL-U509-R,16951,20130403,20130410,20130415,35,1,35
SO55595,BK-M18S-48,19121,20130403,20130410,20130415,565,1,565
SO55595,FE-6654,19121,20130403,20130410,20130415,22,1,22
SO55595,BC-M005,19121,20130403,20130410,20130415,10,1,10
SO55595,WB-H098,19121,20130403,20130410,20130415,5,1,5
SO55595,HY-1023-70,19121,20130403,20130410,20130415,55,1,55
SO55596,BK-M18S-48,19122,20130403,20130410,20130415,565,1,565
SO55596,BC-M005,19122,20130403,20130410,20130415,10,1,10
SO55596,CA-1098,19122,20130403,20130410,20130415,9,1,9
SO55596,WB-H098,19122,20130403,20130410,20130415,5,1,5
SO55597,BK-M68B-46,13284,20130403,20130410,20130415,2295,1,2295
SO55597,HY-1023-70,13284,20130403,20130410,20130415,55,1,55
SO55597,GL-H102-S,13284,20130403,20130410,20130415,24,1,24
SO55598,BK-M68S-38,12941,20130403,20130410,20130415,2320,1,2320
SO55598,HY-1023-70,12941,20130403,20130410,20130415,55,1,55
SO55599,BK-M68S-38,11040,20130403,20130410,20130415,2320,1,2320
SO55599,FE-6654,11040,20130403,20130410,20130415,22,1,22
SO55599,SO-R809-M,11040,20130403,20130410,20130415,9,1,9
SO55600,BK-M68B-42,13101,20130403,20130410,20130415,2295,1,2295
SO55600,FE-6654,13101,20130403,20130410,20130415,22,1,22
SO55600,HL-U509,13101,20130403,20130410,20130415,35,1,35
SO55601,BK-T18U-44,14771,20130403,20130410,20130415,742,1,742
SO55601,BC-R205,14771,20130403,20130410,20130415,9,1,9
SO55601,WB-H098,14771,20130403,20130410,20130415,5,1,5
SO55602,BK-T18U-44,12385,20130403,20130410,20130415,742,1,742
SO55603,BK-R19B-48,27339,20130403,20130410,20130415,540,1,540
SO55603,WB-H098,27339,20130403,20130410,20130415,5,1,5
SO55603,BC-R205,27339,20130403,20130410,20130415,9,1,9
SO55604,BK-T79U-46,29289,20130403,20130410,20130415,2384,1,2384
SO55604,BC-R205,29289,20130403,20130410,20130415,9,1,9
SO55604,WB-H098,29289,20130403,20130410,20130415,5,1,5
SO55604,HL-U509-B,29289,20130403,20130410,20130415,35,1,35
SO55605,BK-R89B-52,19094,20130403,20130410,20130415,2443,1,2443
SO55606,BK-R89B-58,17280,20130403,20130410,20130415,2443,1,2443
SO55606,BC-R205,17280,20130403,20130410,20130415,9,1,9
SO55606,WB-H098,17280,20130403,20130410,20130415,5,1,5
SO55606,SJ-0194-X,17280,20130403,20130410,20130415,54,1,54
SO55607,BK-M68S-38,11977,20130403,20130410,20130415,2320,1,2320
SO55607,FE-6654,11977,20130403,20130410,20130415,22,1,22
SO55607,SO-R809-M,11977,20130403,20130410,20130415,9,1,9
SO55608,BK-T79Y-60,24784,20130403,20130410,20130415,2384,1,2384
SO55608,CA-1098,24784,20130403,20130410,20130415,9,1,9
SO55609,BK-T79U-60,24349,20130403,20130410,20130415,2384,1,2384
SO55609,HL-U509,24349,20130403,20130410,20130415,35,1,35
SO55610,BK-R64Y-44,19745,20130403,20130410,20130415,1120,1,1120
SO55610,SJ-0194-X,19745,20130403,20130410,20130415,54,1,54
SO55611,BK-R19B-44,29403,20130403,20130410,20130415,540,1,540
SO55611,BC-R205,29403,20130403,20130410,20130415,9,1,9
SO55611,WB-H098,29403,20130403,20130410,20130415,5,1,5
SO55611,SJ-0194-S,29403,20130403,20130410,20130415,54,1,54
SO55611,CA-1098,29403,20130403,20130410,20130415,9,1,9
SO55612,BK-R19B-48,25760,20130403,20130410,20130415,540,1,540
SO55612,TI-R092,25760,20130403,20130410,20130415,21,1,21
SO55612,TT-R982,25760,20130403,20130410,20130415,4,1,4
SO55612,PK-7098,25760,20130403,20130410,20130415,2,1,2
SO55613,TI-R628,15577,20130404,20130411,20130416,25,1,25
SO55613,LJ-0192-M,15577,20130404,20130411,20130416,50,1,50
SO55613,CA-1098,15577,20130404,20130411,20130416,9,1,9
SO55614,TI-R092,19584,20130404,20130411,20130416,21,1,21
SO55614,TT-R982,19584,20130404,20130411,20130416,4,1,4
SO55614,PK-7098,19584,20130404,20130411,20130416,2,1,2
SO55615,TT-M928,24906,20130404,20130411,20130416,5,1,5
SO55615,FE-6654,24906,20130404,20130411,20130416,22,1,22
SO55615,HL-U509-B,24906,20130404,20130411,20130416,35,1,35
SO55616,TT-M928,24595,20130404,20130411,20130416,5,1,5
SO55616,FE-6654,24595,20130404,20130411,20130416,22,1,22
SO55616,HL-U509-B,24595,20130404,20130411,20130416,35,1,35
SO55617,WB-H098,22914,20130404,20130411,20130416,5,1,5
SO55617,HY-1023-70,22914,20130404,20130411,20130416,55,1,55
SO55618,TT-T092,27970,20130404,20130411,20130416,5,1,5
SO55618,GL-H102-L,27970,20130404,20130411,20130416,24,1,24
SO55618,HL-U509,27970,20130404,20130411,20130416,35,1,35
SO55619,SH-W890-L,26668,20130404,20130411,20130416,70,1,70
SO55619,LJ-0192-S,26668,20130404,20130411,20130416,50,1,50
SO55620,TT-T092,28322,20130404,20130411,20130416,5,1,5
SO55620,GL-H102-L,28322,20130404,20130411,20130416,24,1,24
SO55621,HL-U509,13041,20130404,20130411,20130416,35,1,35
SO55621,SJ-0194-S,13041,20130404,20130411,20130416,54,1,54
SO55622,SJ-0194-X,19580,20130404,20130411,20130416,54,1,54
SO55623,BK-M18S-40,11241,20130404,20130411,20130416,565,1,565
SO55623,TT-M928,11241,20130404,20130411,20130416,5,1,5
SO55623,TI-M267,11241,20130404,20130411,20130416,25,1,25
SO55623,HL-U509-R,11241,20130404,20130411,20130416,35,1,35
SO55623,SJ-0194-L,11241,20130404,20130411,20130416,54,1,54
SO55623,GL-H102-L,11241,20130404,20130411,20130416,24,1,24
SO55624,BK-M38S-46,17982,20130404,20130411,20130416,769,1,769
SO55624,BC-M005,17982,20130404,20130411,20130416,10,1,10
SO55624,WB-H098,17982,20130404,20130411,20130416,5,1,5
SO55624,HY-1023-70,17982,20130404,20130411,20130416,55,1,55
SO55625,TT-T092,11203,20130404,20130411,20130416,5,1,5
SO55625,PK-7098,11203,20130404,20130411,20130416,2,1,2
SO55626,TT-R982,11091,20130404,20130411,20130416,4,1,4
SO55626,TI-R092,11091,20130404,20130411,20130416,21,1,21
SO55626,PK-7098,11091,20130404,20130411,20130416,2,1,2
SO55627,TI-R092,11506,20130404,20130411,20130416,21,1,21
SO55628,TI-R982,24289,20130404,20130411,20130416,33,1,33
SO55629,TT-M928,24927,20130404,20130411,20130416,5,1,5
SO55629,TI-M267,24927,20130404,20130411,20130416,25,1,25
SO55629,PK-7098,24927,20130404,20130411,20130416,2,1,2
SO55629,ST-1401,24927,20130404,20130411,20130416,159,1,159
SO55630,SH-W890-M,21233,20130404,20130411,20130416,70,1,70
SO55630,LJ-0192-X,21233,20130404,20130411,20130416,50,1,50
SO55631,WB-H098,20505,20130404,20130411,20130416,5,1,5
SO55631,BC-M005,20505,20130404,20130411,20130416,10,1,10
SO55631,LJ-0192-M,20505,20130404,20130411,20130416,50,1,50
SO55632,SH-W890-L,20129,20130404,20130411,20130416,70,1,70
