state_id,state_abbr,county_state_name,county_id,county_name,latitude,longitude,consolidated_city-county,population,population_cohort,employment,employment_cohort,doe_climate_zone,cohort,consumption (MWh),expenditures in Millions,consumption (MWh/capita),expenditures in Millions,utility customers,GHG emissions mtons CO2e,consumption (TcF),expenditures in Millions,consumption (TcF/capita),expenditures in Millions,utility customers,occuped housing units,consumption (MWh),expenditures in Millions,consumption (MWh/capita),expenditures in Millions,consumption (MWh),expenditures in Millions,utility customers,consumption (TcF),expenditures in Millions,consumption (TcF/capita),expenditures in Millions,consumption (TcF),expenditures in Millions,utility customers,buildings,area (sq. ft.),consumption (gallons),consumption (gallons/capita),consumption (gallons),consumption (gallons/capita),vehicle miles traveled (miles),vehicle miles traveled (miles/capita),consumption (MWh),expenditures in Millions,consumption (MWh/capita),consumption (TcF),expenditures in Millions,consumption (TcF/capita),expenditures in Millions,establishments,consumption (MWh),expenditures in Millions
6,CA,"Amador County, CA",6005,Amador County,38.44355,-120.653856,,36963,6,16378,4,4,40604,"102,739","20,454",3,1,"17,749","24,694","457,276","5,950",12,0,"5,466","14,248","71,240","13,137",2,0,"76,601","11,557","2,013","198,730","1,644",5,0,"143,753","1,210",658,,,"15,121,476",409,"4,613,775",125,"359,719,825","9,732","98,114","11,696",3,"1,378,507","9,360",37,0,,"22,965","2,738"
6,CA,"Butte County, CA",6007,Butte County,39.665959,-121.601919,,223877,11,120864,9,3,31109,"559,301","111,384",2,0,"95,080","134,430","2,501,965","32,555",11,0,"60,844","85,505","488,666","90,631",2,0,"528,656","79,759","11,657","1,370,537","11,341",6,0,"991,391","8,347","3,814",,,"75,566,160",338,"17,758,419",79,"1,742,805,707","7,785","631,018","75,221",3,"2,427,870","16,485",11,0,,"146,995","17,523"
6,CA,"Calaveras County, CA",6009,Calaveras County,38.1839,-120.561441,,44787,7,12492,4,4,40704,"122,314","24,359",3,1,"27,403","29,399","499,084","6,494",11,0,"4,238","17,713","75,545","14,011",2,0,"81,727","12,330","2,316","231,831","1,918",5,0,"167,698","1,412",757,,,"15,585,123",348,"4,921,019",110,"370,471,457","8,272","92,302","11,003",2,"250,677","1,702",6,0,,"27,135","3,235"
6,CA,"Colusa County, CA",6011,Colusa County,39.177739,-122.237563,,21361,5,7937,3,3,30503,"49,424","9,843",2,0,"7,741","11,879","228,520","2,973",11,0,"5,092","6,962","31,169","5,781",1,0,"33,720","5,087","1,155","107,492",889,5,0,"77,755",655,378,,,"19,333,829",905,"10,725,497",502,"523,724,916","24,518","76,663","9,139",4,"4,550,431","30,897",213,1,,"61,801","7,367"
6,CA,"Contra Costa County, CA",6013,Contra Costa County,37.919479,-121.951543,,1107925,15,647572,13,3,31513,"2,633,615","524,478",2,0,"396,654","632,998","15,579,970","202,720",14,0,"368,891","387,540","2,462,782","456,764",2,0,"2,664,324","401,968","44,590","6,633,537","54,891",6,0,"4,798,432","40,401","14,555",,,"420,964,714",380,"87,413,925",79,"9,759,576,720","8,809","959,797","114,414",1,"61,177,567","415,396",55,0,,"26,351","3,141"
6,CA,"Del Norte County, CA",6015,Del Norte County,41.749903,-123.980998,,27628,6,7895,3,4,40603,"99,454","13,823",4,1,"11,006","29,567","52,314",783,2,0,666,"9,443","87,801","11,410",3,0,"47,429","7,156","1,677",0,0,0,0,0,0,0,,,"11,673,844",423,"3,507,933",127,"276,604,943","10,012","10,145","1,209",0,"30,054",204,1,0,,"2,512",299
6,CA,"El Dorado County, CA",6017,El Dorado County,38.785532,-120.534398,,183000,10,90046,9,4,41009,"533,807","102,286",3,1,"86,664","128,302","1,977,892","25,739",11,0,"30,169","67,528","406,674","67,147",2,0,"399,018","60,200","9,760","1,031,221","8,534",6,0,"745,979","6,281","2,990",,,"68,675,654",375,"20,267,179",111,"1,620,543,282","8,855","263,060","31,358",1,"766,034","5,201",4,0,,"90,480","10,786"
6,CA,"Fresno County, CA",6019,Fresno County,36.761006,-119.655019,,963160,14,508312,13,3,31413,"2,350,782","467,903",2,0,"315,777","565,018","10,136,864","128,734",11,0,"225,660","299,456","2,206,816","409,048",2,0,"2,386,623","360,071","40,387","6,351,484","52,695",7,0,"4,910,517","41,345","12,798",,,"313,822,179",326,"78,785,259",82,"7,424,246,915","7,708","1,244,892","148,399",1,"21,046,517","142,906",22,0,,"454,019","54,122"
6,CA,"Glenn County, CA",6021,Glenn County,39.602546,-122.4017,,27976,6,9862,3,3,30603,"67,262","13,395",2,0,"10,633","16,167","257,539","3,351",9,0,"5,841","9,801","43,008","7,977",2,0,"46,528","7,020","1,572","131,346","1,087",5,0,"95,011",800,514,,,"17,957,774",642,"8,995,415",322,"476,967,084","17,049","194,398","23,173",7,"1,054,836","7,162",38,0,,"89,394","10,656"
6,CA,"Humboldt County, CA",6023,Humboldt County,40.706673,-123.925818,,135182,10,68910,8,4,41008,"275,606","54,883",2,0,"60,830","66,243","1,817,627","23,650",13,0,"41,950","53,689","276,092","51,163",2,0,"298,421","45,023","7,574","827,753","6,849",6,0,"598,763","5,041","2,341",,,"52,036,629",385,"14,809,427",110,"1,235,280,560","9,138","182,343","21,736",1,"702,582","4,771",5,0,,"35,870","4,276"
6,CA,"Imperial County, CA",6025,Imperial County,33.040814,-115.3554,,178807,10,65887,8,2,21008,"578,179","72,723",3,0,"55,300","275,121","799,635","8,562",4,0,"15,767","45,800","570,502","68,011",3,0,"297,824","44,933","7,460","419,225","3,582",2,0,"561,522","4,728","1,206",,,"79,683,259",446,"29,492,871",165,"2,018,782,293","11,290","202,032","24,083",1,"4,404,714","29,908",25,0,,"44,546","5,310"
6,CA,"Inyo County, CA",6027,Inyo County,36.561977,-117.403927,,18326,5,10055,3,4,40503,"56,020","8,857",3,0,"9,245","13,465","230,356","2,908",13,0,"1,545","7,973","54,683","7,106",3,0,"51,766","7,810","1,333","122,315","1,014",7,0,"92,839",782,431,,,"25,484,166","1,391","7,874,442",430,"601,547,196","32,825","80,926","9,647",4,"663,702","4,507",36,0,,"4,302",513
6,CA,"Kern County, CA",6029,Kern County,35.346629,-118.729506,,871337,14,381006,12,3,31412,"1,998,148","380,783",2,0,"283,842","480,262","9,549,215","103,193",11,0,"224,788","262,337","1,971,548","335,370",2,0,"2,081,585","314,050","32,359","3,114,235","26,560",4,0,"4,067,162","34,244","7,389",,,"350,666,384",402,"112,429,079",129,"8,602,246,076","9,872","2,040,383","243,226",2,"176,734,584","1,200,028",203,1,,"114,684","13,671"
6,CA,"Kings County, CA",6031,Kings County,36.072478,-119.81553,,150261,10,47644,7,3,31007,"340,481","61,634",2,0,"43,788","81,836","1,471,383","15,825",10,0,"39,013","41,845","308,221","45,861",2,0,"314,679","47,476","4,745","400,998","3,424",3,0,"534,047","4,497","1,059",,,"60,697,377",404,"21,100,704",140,"1,496,960,714","9,962","1,007,577","120,109",7,"5,585,157","37,923",37,0,,"79,482","9,475"
6,CA,"Lake County, CA",6033,Lake County,39.094802,-122.746757,,64076,8,18782,5,4,40805,"166,087","33,076",3,1,"34,744","39,920","471,502","6,135",7,0,"1,913","26,194","103,400","19,177",2,0,"111,862","16,877","3,030","317,634","2,628",5,0,"229,764","1,935",991,,,"28,965,197",452,"8,053,825",126,"673,020,341","10,503","63,350","7,552",1,"109,377",743,2,0,,"51,550","6,145"
6,CA,"Lassen County, CA",6035,Lassen County,40.721086,-120.629952,,31945,6,7105,2,5,50602,"73,247","13,208",2,0,"12,408","17,605","64,225","1,012",2,0,"1,716","9,501","100,171","15,217",3,0,"43,223","6,521","3,027", -   , -   , -   , -   , -   , -   , -   ,,,"20,536,495",643,"6,518,745",204,"485,097,851","15,185","21,369","2,547",1,"10,121",69,0,0,,"13,965","1,665"
6,CA,"Los Angeles County, CA",6037,Los Angeles County,34.196398,-118.261862,,10057155,20,7743432,20,3,32020,"20,815,748","3,270,372",2,0,"3,391,623","5,003,136","105,200,803","1,128,281",10,0,"2,778,861","3,281,845","35,921,616","4,896,490",4,0,"31,240,749","4,713,307","410,383","51,298,271","437,002",5,0,"68,986,985","580,851","99,504",,,"3,703,075,220",368,"703,170,892",70,"85,965,083,917","8,548","10,157,974","1,210,891",1,"176,737,184","1,200,045",18,0,,"74,455","8,875"
6,CA,"Madera County, CA",6039,Madera County,37.209821,-119.749802,,153366,10,53336,7,3,31007,"354,963","70,683",2,0,"48,600","85,316","1,097,574","14,281",7,0,"19,990","43,574","247,721","45,760",2,0,"266,854","40,260","5,194","657,429","5,440",4,0,"475,557","4,004","1,699",,,"66,406,032",433,"19,245,426",125,"1,582,608,563","10,319","299,663","35,722",2,"3,724,964","25,293",24,0,,"98,393","11,729"
6,CA,"Marin County, CA",6041,Marin County,38.051817,-122.745974,,259358,11,201040,11,3,31111,"630,329","125,528",2,0,"109,458","151,502","4,476,743","58,250",17,0,"99,570","104,400","810,248","150,274",3,1,"876,555","132,246","16,396","2,650,187","21,930",10,0,"1,917,038","16,141","5,313",,,"122,550,330",473,"23,015,155",89,"2,765,716,142","10,664","79,667","9,497",0,"401,582","2,727",2,0,,"24,966","2,976"
6,CA,"Mariposa County, CA",6043,Mariposa County,37.570033,-119.91286,,17645,5,5635,2,4,40502,"47,836","9,517",3,1,"10,076","11,497","185,910","2,419",11,0,559,"7,255","35,714","6,579",2,0,"33,926","5,118","1,127",0,0,0,0,0,0,0,,,"6,889,119",390,"2,224,684",126,"163,124,914","9,245","10,630","1,267",1,"7,143",49,0,0,,"3,544",423
6,CA,"Mendocino County, CA",6045,Mendocino County,39.432388,-123.442881,,87409,9,46658,7,3,30907,"208,480","41,515",2,0,"39,680","50,109","871,003","11,333",10,0,"15,357","34,594","207,386","38,454",2,0,"215,781","32,555","5,998","599,702","4,962",7,0,"433,800","3,652","1,892",,,"44,665,760",511,"13,935,267",159,"1,064,019,025","12,173","164,245","19,579",2,"363,130","2,466",4,0,,"76,688","9,142"
6,CA,"Merced County, CA",6047,Merced County,37.194806,-120.722802,,265001,11,86268,9,3,31109,"634,036","112,463",2,0,"55,594","152,393","2,330,948","30,329",9,0,"54,827","78,270","450,771","67,687",2,0,"440,105","66,399","7,583","1,247,299","10,321",5,0,"902,245","7,597","2,857",,,"105,755,345",399,"34,585,636",131,"2,598,248,231","9,805","1,732,436","206,517",7,"25,575,082","173,655",97,1,,"198,872","23,707"
6,CA,"Modoc County, CA",6049,Modoc County,41.592918,-120.71837,,9033,3,2253,1,5,50301,"35,888","4,884",4,1,"5,094","10,669","20,818",323,2,0,186,"3,670","35,962","4,315",4,0,"12,835","1,936","1,197","11,120",92,1,0,"8,043",68,20,,,"10,087,648","1,117","3,175,612",352,"238,832,178","26,440","25,446","3,033",3,"23,923",162,3,0,,"20,836","2,484"
6,CA,"Mono County, CA",6051,Mono County,37.915836,-118.875167,,14051,4,12874,4,6,60404,"33,879","5,736",2,0,"13,643","8,143","124,508","1,649",9,0,"1,314","4,950","23,200","3,311",2,0,"22,117","3,337",826,2,0,0,0,1,0,0,,,"16,062,603","1,143","5,047,082",359,"370,197,854","26,347","12,987","1,548",1,"401,976","2,729",29,0,,"2,711",323
6,CA,"Monterey County, CA",6053,Monterey County,36.240107,-121.315572,,430201,12,215730,11,3,31211,"696,803","138,765",2,0,"136,672","167,479","4,491,131","58,400",10,0,"98,679","125,916","889,440","162,400",2,0,"954,801","144,051","17,653","2,883,717","23,863",7,0,"2,087,106","17,573","5,754",,,"154,203,134",358,"37,275,975",87,"3,584,569,310","8,332","199,841","23,822",0,"7,424,486","50,412",17,0,,"113,297","13,506"
6,CA,"Napa County, CA",6055,Napa County,38.5071,-122.325904,,140823,10,125069,9,3,31009,"321,002","63,927",2,0,"53,921","77,154","1,911,039","24,866",14,0,"45,135","49,375","521,444","96,710",4,1,"564,117","85,109","7,637","1,444,903","11,956",10,0,"1,045,184","8,800","2,499",,,"47,413,011",337,"12,007,668",85,"1,111,600,392","7,894","393,175","46,869",3,"1,772,426","12,035",13,0,,"178,708","21,303"
6,CA,"Nevada County, CA",6057,Nevada County,39.297508,-120.771343,,98639,9,54827,7,5,50907,"277,987","53,261",3,1,"51,862","66,815","1,314,840","17,858",13,0,"19,495","40,587","233,280","38,093",2,0,"227,646","34,345","6,684","928,387","8,493",9,0,"726,563","6,117","2,232",,,"41,771,853",423,"13,781,201",140,"994,972,908","10,087","279,516","33,320",3,"1,276,862","8,670",13,0,,"44,539","5,309"
6,CA,"Orange County, CA",6059,Orange County,33.675687,-117.777207,,3132211,17,2965204,17,3,31717,"6,763,272","1,105,369",2,0,"1,041,868","1,625,575","30,449,131","326,046",10,0,"899,888","1,017,012","9,700,359","1,282,531",3,0,"9,805,388","1,479,344","144,452","13,236,861","113,081",4,0,"17,728,916","149,273","31,510",,,"1,222,548,494",390,"207,283,951",66,"28,099,860,157","8,971","4,489,462","535,171",1,"29,444,143","199,926",9,0,,"18,364","2,189"
6,CA,"Placer County, CA",6061,Placer County,39.062032,-120.722718,,370571,12,284216,11,3,31211,"1,222,198","222,911",3,1,"153,949","293,760","5,243,120","68,685",14,0,"113,880","136,730","1,134,317","181,712",3,0,"1,118,130","168,693","18,163","2,654,330","22,590",7,0,"1,962,487","16,524","5,842",,,"140,772,976",380,"43,306,709",117,"3,407,042,816","9,194","368,438","43,920",1,"2,015,082","13,682",5,0,,"62,665","7,470"
6,CA,"Plumas County, CA",6063,Plumas County,39.992295,-120.824371,,18754,5,7243,2,5,50502,"58,481","11,634",3,1,"15,301","14,056","67,178",946,4,0,518,"8,376","42,729","7,775",2,0,"45,253","6,827","1,726",0,0,0,0,0,0,0,,,"14,668,619",782,"4,357,888",232,"337,360,573","17,989","66,629","7,943",4,"499,862","3,394",27,0,,"5,846",697
6,CA,"Riverside County, CA",6065,Riverside County,33.729828,-116.002239,,2323892,17,1107408,15,3,31715,"6,343,012","979,313",3,0,"795,395","1,524,565","22,644,823","242,510",10,0,"663,724","705,716","11,446,764","1,479,073",5,1,"11,257,241","1,698,385","79,690","15,459,036","132,027",7,0,"20,682,086","174,137","16,722",,,"862,492,047",371,"212,238,162",91,"20,759,956,819","8,933","1,345,934","160,443",1,"8,060,324","54,730",3,0,,"213,812","25,488"
6,CA,"Sacramento County, CA",6067,Sacramento County,38.450011,-121.340441,,1479300,16,932682,14,3,31614,"4,421,932","631,343",3,0,"547,982","1,062,826","16,946,851","220,505",11,0,"444,069","527,335","3,703,213","502,348",3,0,"4,249,428","641,113","64,817","10,273,242","85,008",7,0,"7,431,247","62,569","19,714",,,"503,847,384",341,"117,666,838",80,"11,898,946,356","8,044","716,992","85,470",0,"3,912,207","26,564",3,0,,"60,533","7,216"
6,CA,"San Benito County, CA",6069,San Benito County,36.610702,-121.085296,,58051,8,23579,5,3,30805,"112,141","22,333",2,0,"17,686","26,953","679,815","8,845",12,0,"15,334","17,390","96,615","17,919",2,0,"104,522","15,769","2,506","349,734","2,894",6,0,"252,983","2,130",820,,,"22,337,549",385,"6,836,414",118,"539,284,787","9,290","120,500","14,364",2,"300,036","2,037",5,0,,"43,345","5,167"
6,CA,"San Bernardino County, CA",6071,San Bernardino County,34.85722,-116.181197,,2106754,16,1164560,15,3,31615,"4,526,519","719,245",2,0,"688,451","1,087,964","23,263,611","271,510",11,0,"603,494","618,922","6,469,079","835,024",3,0,"6,730,057","1,015,367","83,136","10,317,031","94,678",5,0,"12,878,708","108,435","22,321",,,"912,320,172",433,"241,415,688",115,"22,146,621,552","10,512","2,748,419","327,628",1,"42,801,521","290,622",20,0,,"74,512","8,882"
6,CA,"San Diego County, CA",6073,San Diego County,33.023604,-116.776117,,3253356,17,2496738,17,3,31717,"5,828,515","1,201,283",2,0,"1,154,131","1,400,903","25,402,058","309,337",8,0,"826,706","1,103,128","7,064,821","1,325,114",2,0,"8,289,790","1,250,685","139,341","17,907,732","138,489",6,0,"15,631,022","131,609","29,937",,,"1,230,179,045",378,"270,828,832",83,"28,995,113,473","8,912","3,206,255","382,205",1,"19,098,147","129,676",6,0,,"476,009","56,743"
6,CA,"San Francisco County, CA",6075,San Francisco County,37.727239,-123.032229,Y,850282,14,1251464,15,3,31415,"1,326,629","264,195",2,0,"377,106","318,860","8,997,304","117,069",11,0,"304,966","356,797","4,236,898","785,802",5,1,"4,583,631","691,535","51,199","16,310,978","134,969",19,0,"11,798,701","99,342","16,711",,,"149,206,599",175,"21,937,611",26,"3,373,805,657","3,968","153,771","18,330",0,"1,849,654","12,559",2,0,,881,105
6,CA,"San Joaquin County, CA",6077,San Joaquin County,37.934982,-121.272244,,714860,14,354322,12,3,31412,"1,697,511","335,738",2,0,"231,820","408,003","8,642,771","112,456",12,0,"199,307","221,707","1,785,038","327,570",2,0,"1,791,224","270,243","25,901","4,562,541","37,754",6,0,"3,300,357","27,788","8,113",,,"267,648,879",374,"77,881,612",109,"6,479,318,781","9,064","844,387","100,656",1,"10,979,751","74,553",15,0,,"287,484","34,270"
6,CA,"San Luis Obispo County, CA",6079,San Luis Obispo County,35.385224,-120.447544,,278680,11,178893,10,3,31110,"528,631","105,276",2,0,"116,420","127,058","3,445,475","37,048",12,0,"91,277","104,404","727,613","134,948",3,0,"787,157","118,759","15,914","1,273,452","10,874",5,0,"1,693,957","14,263","3,557",,,"129,712,504",465,"33,151,112",119,"3,044,564,838","10,925","278,156","33,158",1,"4,777,657","32,440",17,0,,"166,719","19,874"
6,CA,"San Mateo County, CA",6081,San Mateo County,37.414663,-122.371545,,754748,14,748502,14,3,31414,"1,452,514","289,222",2,0,"266,967","349,117","10,027,645","130,471",13,0,"243,891","261,010","2,251,062","416,508",3,1,"2,335,422","352,346","37,715","7,225,494","59,797",10,0,"5,226,508","44,006","12,024",,,"318,826,350",422,"63,920,047",85,"7,373,557,501","9,770","231,609","27,609",0,"2,066,067","14,029",3,0,,"26,385","3,145"
6,CA,"Santa Barbara County, CA",6083,Santa Barbara County,34.537057,-120.039973,,439395,13,293792,12,3,31312,"698,779","122,917",2,0,"150,439","167,954","4,849,814","51,922",11,0,"137,434","143,051","1,174,039","170,334",3,0,"1,165,188","175,792","22,496","1,821,431","15,561",4,0,"2,439,673","20,541","4,915",,,"149,716,268",341,"35,045,028",80,"3,481,735,965","7,924","545,225","64,994",1,"10,437,810","70,873",24,0,,"145,218","17,311"
6,CA,"Santa Clara County, CA",6085,Santa Clara County,37.220777,-121.690622,,1885056,16,2043496,16,3,31616,"3,626,898","716,680",2,0,"635,641","871,737","21,007,429","272,919",11,0,"563,569","626,579","5,451,994","1,007,204",3,1,"5,958,146","898,908","82,172","16,005,638","133,043",8,0,"11,568,754","97,406","26,721",,,"714,422,239",379,"124,394,713",66,"16,435,703,810","8,719","3,194,806","380,840",2,"19,491,879","132,350",10,0,,"78,035","9,302"
6,CA,"Santa Cruz County, CA",6087,Santa Cruz County,37.012488,-122.007205,,270931,11,155648,10,3,31110,"559,379","111,391",2,0,"102,629","134,449","3,186,673","41,463",12,0,"80,292","95,062","592,861","109,919",2,0,"641,147","96,730","14,825","1,918,845","15,878",7,0,"1,388,015","11,687","4,819",,,"79,367,212",293,"19,010,715",70,"1,834,673,806","6,772","222,876","26,568",1,"1,432,464","9,726",5,0,,"70,162","8,364"
6,CA,"Shasta County, CA",6089,Shasta County,40.760514,-122.043556,,179228,10,100138,9,3,31009,"634,167","121,494",4,1,"75,997","152,424","1,926,948","25,073",11,0,"41,422","69,713","472,330","83,086",3,0,"449,808","67,863","9,885","1,076,637","8,909",6,0,"778,795","6,557","3,210",,,"78,729,425",439,"26,626,777",149,"1,925,471,646","10,743","360,309","42,951",2,"1,377,064","9,350",8,0,,"53,142","6,335"
6,CA,"Sierra County, CA",6091,Sierra County,39.576925,-120.521993,,2931,1,356,1,5,50101,"7,977","1,584",3,1,"2,290","1,917","24,339",319,8,0,122,"1,275","4,051",749,1,0,"3,417",516,275,0,0,0,0,0,0,0,,,"4,855,324","1,657","1,729,097",590,"115,538,885","39,420","122,542","14,608",42,"476,597","3,236",163,1,,"1,513",180
6,CA,"Siskiyou County, CA",6093,Siskiyou County,41.587986,-122.533287,,43668,7,17265,5,5,50705,"188,521","25,991",4,1,"23,356","56,045","294,056","3,826",7,0,714,"19,045","132,674","18,129",3,0,"75,393","11,375","4,278","343,149","2,839",8,0,"248,220","2,090","1,111",,,"38,443,883",880,"15,748,122",361,"963,818,960","22,072","240,800","28,705",6,"781,860","5,309",18,0,,"37,369","4,455"
6,CA,"Solano County, CA",6095,Solano County,38.267226,-121.939594,,429596,12,222300,11,3,31211,"939,348","187,057",2,0,"151,222","225,776","5,266,900","68,531",12,0,"133,748","145,315","1,411,672","261,696",3,1,"1,538,048","232,046","18,814","3,911,159","32,364",9,0,"2,829,211","23,821","6,233",,,"206,501,701",481,"61,749,144",144,"5,072,732,008","11,808","329,604","39,291",1,"6,104,062","41,447",14,0,,"55,854","6,658"
6,CA,"Sonoma County, CA",6097,Sonoma County,38.525182,-122.92611,,497776,13,335792,12,3,31312,"1,049,428","208,990",2,0,"201,892","252,234","6,788,061","88,323",14,0,"173,619","189,043","1,348,600","250,117",3,1,"1,458,964","220,115","27,022","4,002,250","33,118",8,0,"2,895,065","24,376","8,840",,,"180,086,075",362,"40,649,591",82,"4,173,707,513","8,385","845,037","100,733",2,"5,233,458","35,535",11,0,,"302,163","36,020"
6,CA,"Stanislaus County, CA",6099,Stanislaus County,37.562316,-121.002831,,530561,13,278059,11,3,31311,"1,539,817","273,441",3,1,"175,886","370,100","5,962,816","77,586",11,0,"164,385","170,328","1,733,546","281,898",3,1,"1,436,467","216,720","45,009","3,246,126","26,861",6,0,"2,348,116","19,770","6,929",,,"165,906,250",313,"42,150,710",79,"3,929,455,629","7,406","1,276,301","152,143",2,"13,500,398","91,668",25,0,,"258,069","30,763"
6,CA,"Sutter County, CA",6101,Sutter County,39.03619,-121.70394,,95406,9,42012,7,3,30907,"242,165","48,223",3,1,"33,251","58,205","1,052,072","13,689",11,0,"28,479","32,028","173,145","32,051",2,0,"186,930","28,202","4,009","458,454","3,794",5,0,"331,627","2,792","1,312",,,"30,893,386",324,"8,720,780",91,"739,928,691","7,756","154,539","18,422",2,"1,417,944","9,628",15,0,,"103,551","12,344"
6,CA,"Tehama County, CA",6103,Tehama County,40.126156,-122.232276,,63015,8,25169,5,3,30805,"167,642","33,386",3,1,"26,546","40,293","579,070","7,535",9,0,"10,227","23,573","88,706","16,452",1,0,"95,965","14,478","3,115","275,689","2,281",4,0,"199,422","1,679","1,019",,,"33,547,929",532,"15,609,943",248,"874,539,583","13,878","294,006","35,047",5,"1,512,513","10,270",24,0,,"68,634","8,182"
6,CA,"Trinity County, CA",6105,Trinity County,40.647724,-123.114404,,13180,4,3145,1,4,40401,"42,311","7,222",3,1,"8,557","10,170","111,697","1,453",8,0,457,"5,468","29,119","4,459",2,0,"19,979","3,014",746,"61,712",511,5,0,"44,640",376,201,,,"9,325,521",708,"3,153,693",239,"219,586,100","16,661","22,366","2,666",2,"51,203",348,4,0,,"10,697","1,275"
6,CA,"Tulare County, CA",6107,Tulare County,36.228824,-118.781061,,455769,13,189068,10,3,31310,"1,099,103","179,986",2,0,"141,662","264,173","4,919,844","52,741",11,0,"119,252","134,153","965,514","130,928",2,0,"965,777","145,707","18,152","1,480,386","12,644",3,0,"1,976,423","16,641","4,000",,,"139,550,308",306,"35,575,145",78,"3,279,692,409","7,196","1,416,291","168,830",3,"24,424,200","165,840",54,0,,"346,829","41,344"
6,CA,"Tuolumne County, CA",6109,Tuolumne County,38.021434,-119.964733,,53864,7,25195,5,4,40705,"147,293","29,090",3,1,"30,576","35,402","258,610","3,654",5,0,"1,994","22,083","111,324","20,267",2,0,"117,005","17,653","3,200",1,0,0,0,1,0,0,,,"21,199,339",394,"6,313,876",117,"493,684,757","9,165","47,545","5,668",1,"149,038","1,012",3,0,,"9,304","1,109"
6,CA,"Ventura County, CA",6111,Ventura County,34.358741,-119.133143,,843110,14,512752,13,3,31413,"1,756,132","278,697",2,0,"276,724","422,092","9,295,324","99,515",11,0,"259,105","269,338","1,926,500","247,847",2,0,"1,906,960","287,704","36,434","2,952,536","25,224",4,0,"3,954,705","33,298","7,950",,,"307,043,836",364,"57,007,474",68,"7,052,272,020","8,365","1,244,879","148,397",1,"24,329,770","165,199",29,0,,"206,782","24,650"
6,CA,"Yolo County, CA",6113,Yolo County,38.679595,-121.902441,,209671,11,125575,9,3,31109,"440,439","87,040",2,0,"74,570","105,861","2,309,338","30,048",11,0,"62,125","72,544","497,703","91,897",2,0,"533,882","80,547","8,352","1,418,740","11,740",7,0,"1,026,259","8,641","2,702",,,"95,212,397",454,"33,496,876",160,"2,384,232,784","11,371","204,769","24,410",1,"1,952,469","13,257",9,0,,"83,798","9,989"
6,CA,"Yuba County, CA",6115,Yuba County,39.266247,-121.340781,,73897,8,19514,5,3,30805,"189,581","37,755",3,1,"27,339","45,567","744,511","9,687",10,0,"17,199","25,655","112,446","20,855",2,0,"121,648","18,353","2,407","300,718","2,488",4,0,"217,527","1,832",787,,,"24,429,643",331,"7,165,095",97,"581,620,949","7,871","60,301","7,188",1,"103,230",701,1,0,,"40,603","4,840"
8,CO,"Adams County, CO",8001,Adams County,39.874325,-104.331872,,479977,13,325638,12,5,51312,"1,340,095","155,385",3,0,"165,452","836,881","9,725,503","69,008",20,0,"142,572","158,748","1,829,129","170,563",4,0,"1,844,824","176,139","22,849","4,036,932","22,018",8,0,"4,604,903","29,564","8,947",,,"200,642,545",418,"59,541,605",124,"4,876,657,889","10,160","509,767","37,466",1,"2,136,297","10,446",4,0,,"42,785","3,144"
8,CO,"Alamosa County, CO",8003,Alamosa County,37.568442,-105.788041,,16353,4,11416,4,6,60404,"55,105","6,334",3,0,"6,703","34,413","348,672","2,474",21,0,"3,781","5,946","77,844","7,173",5,0,"79,540","7,594","1,615","194,925","1,063",12,0,"222,535","1,429",633,,,"7,538,115",461,"2,860,714",175,"185,891,576","11,367","16,290","1,197",1,"9,839",48,1,0,,"10,517",773
8,CO,"Arapahoe County, CO",8005,Arapahoe County,39.644554,-104.331706,,617668,13,587150,13,5,51313,"1,894,408","219,917",3,0,"241,983","1,183,047","13,779,941","97,738",22,0,"202,335","231,844","2,343,804","217,753",4,0,"2,364,618","225,768","37,487","5,438,837","29,706",9,0,"6,233,479","40,019","14,743",,,"209,855,359",340,"43,958,757",71,"4,979,845,492","8,062","1,257,256","92,402",2,"7,867,040","38,470",13,0,,"17,765","1,306"
8,CO,"Archuleta County, CO",8007,Archuleta County,37.202395,-107.050863,,12355,4,6922,2,6,60402,"43,978","6,454",4,1,"8,932","27,464","220,961","1,633",18,0,"2,348","5,382","33,069","3,731",3,0,"26,311","2,512","1,309",0,0,0,0,0,0,0,,,"6,437,525",521,"2,563,559",207,"156,860,018","12,696","22,675","1,667",2,"19,279",94,2,0,,"6,249",459
8,CO,"Baca County, CO",8009,Baca County,37.306693,-102.537758,,3648,1,857,1,4,40101,"12,830","2,042",4,1,"2,225","8,012","77,441",581,21,0,"1,212","1,545","28,745","3,710",8,1,"19,029","1,817",344,"42,442",199,12,0,"25,284",162,164,,,"3,342,254",916,"1,570,869",431,"83,200,134","22,807","61,885","4,548",17,"183,769",899,50,0,,"38,186","2,807"
8,CO,"Bent County, CO",8011,Bent County,37.931891,-103.077584,,5816,2,854,1,5,50201,"13,698","2,166",2,0,"2,185","8,555","89,031",668,15,0,"1,339","1,720","8,894","1,121",2,0,"6,719",642,258,"34,267",161,6,0,"20,414",131,133,,,"2,890,576",497,"1,220,608",210,"71,549,370","12,302","13,060",960,2, -   , -   , -   , -   ,,"7,186",528
