seller_id;seller_zip_code_prefix;seller_city;seller_state
Seller 2097;9540;sao caetano do sul;SP
Seller 145;4361;sao paulo;SP
Seller 675;3306;sao paulo;SP
Seller 2149;86047;londrina;PR
Seller 984;4213;sao paulo;SP
Seller 1495;14092;ribeirao preto;SP
Seller 2511;14026;ribeirao preto;SP
Seller 1925;16200;birigui;SP
Seller 3050;1254;sao paulo;SP
Seller 59;74435;goiania;GO
Seller 823;1026;sao paulo;SP
Seller 1339;26020;nova iguacu;RJ
Seller 241;7140;guarulhos;SP
Seller 1282;90560;porto alegre;RS
Seller 1715;3307;sao paulo;SP
Seller 798;2804;sao paulo;SP
Seller 1446;13480;limeira;SP
Seller 1137;22790;rio de janeiro;RJ
Seller 1939;85948;pato bragado;PR
Seller 1209;38680;arinos;MG
Seller 1770;13520;sao pedro;SP
Seller 534;88504;lages;SC
Seller 1968;4122;sao paulo;SP
Seller 285;9320;maua;SP
Seller 2571;1223;sao paulo;SP
Seller 352;13660;porto ferreira;SP
Seller 758;6365;carapicuiba;SP
Seller 837;85640;ampere;PR
Seller 650;35500;divinopolis;MG
Seller 213;30180;belo horizonte;MG
Seller 2801;83010;sao jose dos pinhais;PR
Seller 1373;1026;sao paulo;SP
Seller 2775;35680;itauna;MG
Seller 2042;11443;guaruja;SP
Seller 2017;3065;sao paulo;SP
Seller 2077;88063;florianopolis;SC
Seller 1410;3533;sao paulo;SP
Seller 2459;91901;porto alegre;RS
Seller 2792;13800;mogi mirim;SP
Seller 121;89224;joinville;SC
Seller 1009;89520;curitibanos;SC
Seller 1440;71906;brasilia df;DF
Seller 2596;37410;tres coracoes;MG
Seller 69;5849;sao paulo;SP
Seller 2351;60346;fortaleza;CE
Seller 2412;1403;sao paulo;SP
Seller 2188;2727;sao paulo;SP
Seller 1251;12215;sao jose dos campos;SP
Seller 1059;8710;mogi das cruses;SP
Seller 2934;2565;sao paulo;SP
Seller 2456;4256;sao paulo;SP
Seller 422;13088;campinas;SP
Seller 531;13185;hortolandia;SP
Seller 1653;4160;sao paulo;SP
Seller 2977;30310;belo horizonte;MG
Seller 80;87025;maringa;PR
Seller 2606;20771;rio de janeiro;RJ
Seller 1299;12940;atibaia;SP
Seller 215;88210;porto belo;SC
Seller 782;85900;toledo;PR
Seller 2659;17511;marilia;SP
Seller 1889;82940;curitiba;PR
Seller 751;35162;ipatinga;MG
Seller 2293;95059;caxias do sul;RS
Seller 2152;88790;laguna;SP
Seller 987;13920;pedreira;SP
Seller 418;2407;sao paulo;SP
Seller 2637;13041;campinas;SP
Seller 1159;12942;atibaia;SP
Seller 2460;36071;juiz de fora;MG
Seller 1491;1310;sao paulo;SP
Seller 1633;36213;dores de campos;MG
Seller 2033;5353;sao paulo - sp;SP
Seller 226;2532;sao paulo;SP
Seller 1509;9560;sao caetano do sul;SP
Seller 1077;13603;araras;SP
Seller 2014;37142;divisa nova;MG
Seller 673;5138;sao paulo;SP
Seller 2028;7071;guarulhos;SP
Seller 1958;18040;sorocaba;SP
Seller 1550;13085;campinas;SP
Seller 1698;17350;igaracu do tiete;SP
Seller 1974;13473;americana;SP
Seller 2450;88353;brusque;SC
Seller 1088;88350;brusque;SC
Seller 3003;9510;sao caetano do sul;SP
Seller 2405;38412;uberlandia;MG
Seller 2989;14750;pitangueiras;SP
Seller 2471;14400;franca;SP
Seller 2711;4131;sao paulo;SP
Seller 2211;22451;rio de janeiro;RJ
Seller 2634;4317;sao paulo;SP
Seller 1781;1001;sao paulo;SP
Seller 243;5705;sao paulo;SP
Seller 286;81650;curitiba;PR
Seller 540;7160;guarulhos;SP
Seller 1367;18085;sorocaba;SP
Seller 1882;81020;curitiba;PR
Seller 2285;79090;campo grande;MS
Seller 2624;1226;sao paulo;SP
Seller 1432;3303;sao paulo;SP
Seller 2279;3567;sao paulo;SP
Seller 711;9270;santo andre;SP
Seller 2449;17400;garca;SP
Seller 754;19470;presidente epitacio;SP
Seller 165;91510;porto alegre;RS
Seller 103;14940;ibitinga;SP
Seller 897;3613;sao paulo;SP
Seller 622;31255;belo horizonte;MG
Seller 2729;14940;ibitinga;SP
Seller 3049;74340;goiania;GO
Seller 2297;2124;sao paulo;SP
Seller 25;14910;tabatinga;SP
Seller 2020;9726;sbc/sp;SP
Seller 2598;85904;toledo;PR
Seller 2160;81730;curitiba;PR
Seller 2750;89211;joinville;SC
Seller 2186;5174;sao paulo;SP
Seller 1165;45816;arraial d'ajuda (porto seguro);BA
Seller 1903;13481;limeira;SP
Seller 2888;61800;pacatuba;CE
Seller 208;13930;serra negra;SP
Seller 1542;4087;sao paulo;SP
Seller 702;23095;rio de janeiro;RJ
Seller 2677;73801;formosa;GO
Seller 1002;7023;guarulhos;SP
Seller 763;3167;sao paulo;SP
Seller 2072;4833;sao paulo;SP
Seller 1193;24346;niteroi;RJ
Seller 89;37564;borda da mata;MG
Seller 747;81825;curitiba;PR
Seller 1311;11680;ubatuba;SP
Seller 2757;85988;entre rios do oeste;PR
Seller 1033;13566;sao carlos;SP
Seller 2745;37540;sao paulo;SP
Seller 2674;15813;catanduva;SP
Seller 2948;11013;santos;SP
Seller 993;20751;rio de janeiro;RJ
Seller 2073;6768;taboao da serra;SP
Seller 1060;3550;sao paulo;SP
Seller 170;35570;formiga;MG
Seller 2523;1139;sao paulo;SP
Seller 933;11075;santos;SP
Seller 328;95012;caxias do sul;RS
Seller 400;27930;macae;RJ
Seller 154;42738;lauro de freitas;BA
Seller 71;31230;belo horizonte;MG
Seller 2482;13506;rio claro;SP
Seller 2834;95900;lajeado;RS
Seller 2043;85804;cascavel;PR
Seller 1837;14020;ribeirao preto;SP
Seller 3019;95800;venancio aires;RS
Seller 1279;79107;campo grande;MS
Seller 371;15041;sao jose do rio preto;SP
Seller 1921;88370;navegantes;SC
Seller 2503;30130;belo horizonte;MG
Seller 2374;9633;sao bernardo do campo;SP
Seller 2794;6717;cotia;SP
Seller 697;2220;sao paulo;SP
Seller 2865;4456;sao paulo;SP
Seller 2895;11070;santos;SP
Seller 716;13481;limeira;SP
Seller 463;6513;santana de parnaiba;SP
Seller 2919;81050;curitiba;PR
Seller 167;12701;cruzeiro;SP
Seller 3048;2372;sao paulo;SP
Seller 430;14940;ibitinga;SP
Seller 214;9920;diadema;SP
Seller 784;5041;sao paulo;SP
Seller 2577;87050;maringa;PR
Seller 802;97050;santa maria;RS
Seller 139;71200;brasilia;DF
Seller 2059;18047;sorocaba;SP
Seller 1712;15085;sao jose do rio preto;SP
Seller 1336;15130;mirassol;SP
Seller 3040;6033;osasco;SP
Seller 868;36886;muriae;MG
Seller 1475;1311;sao paulo;SP
Seller 627;2510;sao paulo;SP
Seller 2533;92420;canoas;RS
Seller 1328;22745;rio de janeiro;RJ
Seller 1558;9810;sao bernardo do campo;SP
Seller 1644;15076;sao jose do rio preto;SP
Seller 2172;27274;volta redonda;RJ
Seller 985;7170;guarulhos;SP
Seller 1999;4144;sao paulo;SP
Seller 2688;5319;sao paulo;SP
Seller 2642;5315;sao paulo;SP
Seller 1324;4827;sao paulo;SP
Seller 46;9230;santo andre/sao paulo;SP
Seller 1725;95240;ipe;RS
Seller 549;1230;sao paulo;SP
Seller 2304;59775;messias targino;RN
Seller 1029;25750;petropolis;RJ
Seller 1284;1224;sao paulo;SP
Seller 1751;13082;campinas;SP
Seller 2908;2751;sao paulo;SP
Seller 3045;81540;curitiba;PR
Seller 1064;13660;porto ferreira;SP
Seller 2673;37004;varginha;MG
Seller 1718;31130;belo horizonte;MG
Seller 2891;91150;porto alegre;RS
Seller 1142;72125;brasilia;DF
Seller 124;14050;ribeirao preto;SP
Seller 311;18608;botucatu;SP
Seller 2961;81320;curitiba;PR
Seller 2280;8220;sao paulo;SP
Seller 2108;29260;domingos martins;ES
Seller 2388;13030;campinas;SP
Seller 87;3644;sao paulo;SP
Seller 2933;38010;uberaba;MG
Seller 1987;19027;presidente prudente;SP
Seller 1713;1031;sao paulo;SP
Seller 2943;3282;sao paulo;SP
Seller 1636;35170;coronel fabriciano;MG
Seller 1044;3390;sao paulo;SP
Seller 3010;94930;cachoeirinha;RS
Seller 2467;5311;sao paulo;SP
Seller 927;14940;ibitinga;SP
Seller 475;3333;sao paulo;SP
Seller 2952;9320;maua;SP
Seller 3035;24754;sao goncalo;RJ
Seller 1618;9820;sao bernardo do campo;SP
Seller 492;15014;s jose do rio preto;SP
Seller 3063;14092;ribeirao preto;SP
Seller 216;19820;taruma;SP
Seller 442;4088;sao paulo;SP
Seller 2070;17400;garca;SP
Seller 1501;7043;guarulhos;SP
Seller 521;38414;uberlandia;MG
Seller 2520;13481;limeira;SP
Seller 18;4160;sao paulo;SP
Seller 1220;4693;sao paulo;SP
Seller 2635;3060;sao paulo;SP
Seller 3056;13632;pirassununga;SP
Seller 3053;2116;sao paulo;SP
Seller 1761;8280;sao paulo;SP
Seller 2069;18015;sorocaba;SP
Seller 2555;18015;sorocaba;SP
Seller 60;4567;sao paulo;SP
Seller 925;31844;belo horizonte;MG
Seller 2569;14020;ribeirao preto;SP
Seller 35;13030;campinas;SP
Seller 267;7402;aruja;SP
Seller 2130;2035;sao paulo;SP
Seller 2508;74223;goiania;GO
Seller 2242;13575;sao carlos;SP
Seller 1646;1156;sao paulo;SP
Seller 1444;3363;sp / sp;SP
Seller 3023;85802;cascavel;PR
Seller 1173;2258;sao paulo;SP
Seller 1533;30310;belo horizonte;MG
Seller 1135;23954;angra dos reis;RJ
Seller 1113;23050;rio de janeiro;RJ
Seller 2698;87015;maringa;PR
Seller 764;8673;suzano;SP
Seller 806;9850;sao bernardo do campo;SP
Seller 3005;63020;juzeiro do norte;CE
Seller 607;3370;sao paulo;SP
Seller 459;35501;divinopolis;MG
Seller 1452;89170;laurentino;SC
Seller 112;6717;cotia;SP
Seller 1873;3372;sao paulo;SP
Seller 179;1319;sao paulo;SP
Seller 1101;95270;flores da cunha;RS
Seller 932;88780;imbituba;SC
Seller 900;89256;jaragua do sul;SC
Seller 1108;86035;londrina;PR
Seller 504;95780;montenegro;RS
Seller 1203;20051;rio de janeiro;RJ
Seller 833;3382;sao paulo;SP
Seller 1610;81200;curitiba;PR
Seller 1469;3673;sao paulo;SP
Seller 2701;86802;apucarana;PR
Seller 180;2189;sao paulo;SP
Seller 2980;3077;sao paulo;SP
Seller 2143;6036;osasco;SP
Seller 949;5030;sao paulo;SP
Seller 1281;5634;sao paulo;SP
Seller 2408;41820;salvador;BA
Seller 2804;6753;taboao da serra;SP
Seller 1960;3059;sao paulo;SP
Seller 2270;13660;porto ferreira;SP
Seller 1744;14470;pedregulho;SP
Seller 2731;9210;santo andre;SP
Seller 268;93542;novo hamburgo;RS
Seller 96;30111;belo horizonte;MG
Seller 1800;13930;serra negra;SP
Seller 2815;83015;sao jose dos pinhais;PR
Seller 351;8730;mogi das cruzes;SP
Seller 1183;95560;torres;RS
Seller 1605;49055;aracaju;SE
Seller 411;13484;limeira;SP
Seller 2831;88316;itajai;SC
Seller 1288;88135;santa catarina;SC
Seller 2358;81930;curitiba;PR
Seller 901;95076;caxias do sul;RS
Seller 2561;8111;sao paulo;SP
Seller 889;89254;jaragua do sul;SC
Seller 391;3331;sao paulo;SP
Seller 2736;80060;curitiba;PR
Seller 1614;38770;joao pinheiro;MG
Seller 138;9271;santo andre;SP
Seller 2553;86706;arapongas;PR
Seller 1302;15115;bady bassitt;SP
Seller 270;89053;blumenau;SC
Seller 1232;3632;sao paulo;SP
Seller 682;78552;sinop;MT
Seller 2859;3804;sao paulo;SP
Seller 278;13330;indaiatuba;SP
Seller 2629;17510;marilia;SP
Seller 2206;85065;guarapuava;PR
Seller 1830;83707;araucaria;PR
Seller 1269;92030;canoas;RS
Seller 1672;18683;lencois paulista;SP
Seller 1555;95110;caxias do sul;RS
Seller 2829;36015;juiz de fora;MG
Seller 1021;12020;taubate;SP
Seller 258;2992;sao paulo;SP
Seller 204;88115;sao jose;SC
Seller 1361;29090;vitoria;ES
Seller 587;3225;sao paulo;SP
Seller 155;7013;guarulhos;SP
Seller 2110;14300;batatais;SP
Seller 771;95082;caxias do sul;RS
Seller 989;33400;lagoa santa;MG
Seller 2008;9911;sao paulo;SP
Seller 1615;4711;sao paulo;SP
Seller 2687;89801;chapeco;SC
Seller 1267;85801;cascavel;PR
Seller 610;40285;salvador;BA
Seller 2532;20520;rio de janeiro;RJ
Seller 2416;11701;praia grande;SP
Seller 1307;80710;curitiba;PR
Seller 1603;5051;sao paulo;SP
Seller 17;8840;mogi das cruzes;SP
Seller 850;87502;umuarama;PR
Seller 263;83709;araucaria;PR
Seller 1869;9690;sao bernardo do campo;SP
Seller 2524;8225;sao paulo;SP
Seller 2761;31110;belo horizonte;MG
Seller 851;6460;barueri;SP
Seller 182;9220;santo andre;SP
Seller 1901;4602;sao paulo;SP
Seller 166;88359;brusque;SC
Seller 2055;4781;sao paulo;SP
Seller 3037;95055;caxias do sul;SP
Seller 1417;87083;maringa;PR
Seller 2036;18040;sorocaba;SP
Seller 1050;3244;sao paulo;SP
Seller 1352;16200;birigui;SP
Seller 397;5782;sao paulo;SP
Seller 2615;26112;belford roxo;RJ
Seller 11;29156;cariacica;ES
Seller 2119;13272;valinhos;SP
Seller 444;13101;campinas;SP
Seller 553;13043;campinas;SP
Seller 2705;4111;sao paulo;SP
Seller 2538;13820;monte alegre do sul;SP
Seller 569;3087;sao paulo;SP
Seller 2548;9370;maua;SP
Seller 2301;12903;sp;SP
Seller 2413;35590;lagoa da prata;MG
Seller 303;95690;rolante;RS
Seller 2199;4216;sao paulo;SP
Seller 506;4119;sao paulo;SP
Seller 2594;2755;sao paulo;SP
Seller 934;3057;sao paulo;SP
Seller 1522;9570;sao caetano do sul;SP
Seller 1762;9070;santo andre;SP
Seller 232;25963;teresopolis;RJ
Seller 2519;13604;araras;SP
Seller 947;18480;itaporanga;SP
Seller 792;13330;indaiatuba;SP
Seller 1305;9810;sao bernardo do campo;SP
Seller 308;9010;santo andre;SP
Seller 346;37564;borda da mata;MG
Seller 935;13015;campinas;SP
Seller 2232;3513;sao paulo;SP
Seller 2086;7113;guarulhos;SP
Seller 1111;14406;franca;SP
Seller 2355;18680;lencois paulista;SP
Seller 1316;4308;sao paulo;SP
Seller 1008;14940;ibitinga;SP
Seller 2330;89218;joinville;SC
Seller 1439;81350;curitiba;PR
Seller 2327;1209;sao paulo;SP
Seller 1822;6290;osasco;SP
Seller 32;11704;praia grande;SP
Seller 1391;7122;guarulhos;SP
Seller 1019;22785;rio de janeiro;RJ
Seller 884;7094;guarulhos;SP
Seller 2266;9895;sao bernardo do campo;SP
Seller 472;8215;sao paulo;SP
Seller 1248;13561;sao carlos;SP
Seller 1166;5319;sao paulo;SP
Seller 2380;30710;belo horizonte;MG
Seller 2951;86707;arapongas;PR
Seller 131;83605;campo largo;PR
Seller 2248;18131;sao roque;SP
Seller 1041;14804;araraquara;SP
Seller 120;2274;sao paulo;SP
Seller 1628;25550;sao joao de meriti;RJ
Seller 2640;9380;maua/sao paulo;SP
Seller 2236;6501;santana de parnaiba;SP
Seller 1306;4880;sao paulo;SP
Seller 2345;12955;bom jesus dos perdoes;SP
Seller 1547;3449;sao paulo;SP
Seller 838;4296;sao paulo;SP
Seller 3013;4564;sao paulo;SP
Seller 1239;5639;sao paulo;SP
Seller 1500;2047;sao paulo;SP
Seller 794;83820;fazenda rio grande;PR
Seller 171;4186;sao paulo;SP
Seller 81;5059;sao paulo;SP
Seller 1000;5588;sao paulo;SP
Seller 601;9291;santo andre;SP
Seller 2623;17380;brotas;SP
Seller 2037;3236;sao paulo;SP
Seller 1587;2376;sao paulo;SP
Seller 1492;9111;santo andre;SP
Seller 634;8411;sao paulo;SP
Seller 1143;2034;sao paulo;SP
Seller 2506;14940;ibitinga;SP
Seller 1790;44900;irece;BA
Seller 1272;79400;coxim;MS
Seller 10;8577;itaquaquecetuba;SP
Seller 3054;14940;ibitinga;SP
Seller 2930;3184;sao paulo;SP
Seller 212;17210;jau;SP
Seller 1876;29102;vila velha;ES
Seller 907;36408;conselheiro lafaiete;MG
Seller 1891;83322;pinhais;PR
Seller 185;88704;tubarao;SC
Seller 3062;8320;sao paulo;SP
Seller 668;38442;araguari;MG
Seller 692;3548;sao paulo;SP
Seller 367;86050;londrina;PR
Seller 1161;5528;sao paulo;SP
Seller 2897;20931;rio de janeiro;RJ
Seller 666;6341;carapicuiba;SP
Seller 2909;6714;cotia;SP
Seller 996;86804;apucarana;PR
Seller 2768;5727;sao paulo;SP
Seller 2666;13900;amparo;SP
Seller 2969;92120;canoas;RS
Seller 2675;89900;sao miguel do oeste;SC
Seller 976;28630;nova friburgo;RJ
Seller 1296;36500;uba;MG
Seller 2254;89114;gaspar;SC
Seller 1378;28800;rio bonito;RJ
Seller 1247;7174;guarulhos;SP
Seller 2052;90640;porto alegre;RS
Seller 753;88501;lages;SC
Seller 2600;80420;curitiba;PR
Seller 2942;16300;penapolis;SP
Seller 2835;1023;sao paulo;SP
Seller 1447;6341;carapicuiba;SP
Seller 703;4447;sao paulo;SP
Seller 1591;19814;assis;SP
Seller 1472;89170;laurentino;SC
Seller 2644;13275;valinhos;SP
Seller 365;5503;sao paulo;SP
Seller 464;37540;santa rita do sapucai;MG
Seller 2125;13202;jundiai;SP
Seller 2501;81110;curitiba;PR
Seller 2230;29304;cachoeiro de itapemirim;ES
Seller 1755;8150;sao paulo;SP
Seller 140;86706;arapongas;PR
Seller 393;31030;belo horizonte;MG
Seller 659;20031;rio de janeiro;RJ
Seller 1922;5048;sao paulo;SP
Seller 2370;86975;mandaguari;PR
Seller 579;81070;curitiba;PR
Seller 1027;37074;varginha;MG
Seller 2877;6795;taboao da serra;SP
Seller 129;36500;uba;MG
Seller 218;81560;curitiba;SP
Seller 147;89219;joinville;SC
Seller 2445;9370;maua;SP
Seller 2858;6717;cotia;SP
Seller 1690;13211;jundiai;SP
Seller 1011;5373;sao paulo;SP
Seller 2216;12226;sao jose dos campos;SP
Seller 128;15015;sao jose do rio preto;SP
Seller 870;88020;florianopolis;SC
Seller 122;12328;jacarei;SP
Seller 43;13501;rio claro;SP
Seller 2800;14405;franca;SP
Seller 2926;14085;ribeirao preto;SP
Seller 611;4776;sp;SP
Seller 1540;6730;vargem grande paulista;SP
Seller 133;87050;maringa;PR
Seller 2099;30775;belo horizonte;MG
Seller 1045;37590;jacutinga;MG
Seller 1134;32372;contagem;MG
Seller 2660;6280;sao paulo;SP
Seller 691;14403;franca;SP
Seller 149;74323;goiania;GO
Seller 2647;13835;conchal;SP
Seller 2225;30140;belo horizonte;MG
Seller 1067;14940;ibitinga;SP
Seller 791;3178;sao paulo;SP
Seller 1331;86192;cambe;PR
Seller 1962;29107;vila velha;ES
Seller 1812;20061;rio de janeiro;RJ
Seller 1982;90020;porto alegre;RS
Seller 583;35680;itauna;MG
Seller 680;94965;cachoeirinha;RS
Seller 19;14940;ibitinga;SP
Seller 2554;17201;jau;SP
Seller 768;2066;sao paulo;SP
Seller 2797;4283;sao paulo;SP
Seller 2435;81280;curitiba;PR
Seller 1567;73020;brasilia;DF
Seller 2912;86990;marialva;PR
Seller 876;9230;santo andre;SP
Seller 722;20930;rio de janeiro;RJ
Seller 2679;3827;sao paulo;SP
Seller 2958;18131;sao roque;SP
Seller 737;4615;sao paulo;SP
Seller 455;37135;alfenas;MG
Seller 2683;88330;balneario camboriu;SC
Seller 2777;5269;sao paulo;SP
Seller 1789;13503;rio claro;SP
Seller 834;9541;sao caetano do sul;SP
Seller 2664;12209;sao jose dos campos;SP
Seller 2453;35570;formiga;MG
Seller 1936;21635;rio de janeiro;RJ
Seller 177;81130;curitiba;PR
Seller 1842;1123;sao paulo;SP
Seller 2185;88035;florianopolis;SC
Seller 2447;88138;palhoca;SC
Seller 1890;9721;sao bernardo do capo;SP
Seller 334;13480;limeira;SP
Seller 2381;18052;sorocaba;SP
Seller 373;7031;guarulhos;SP
Seller 1326;22640;rio de janeiro;RJ
Seller 879;4809;sao paulo;SP
Seller 1544;36576;vicosa;MG
Seller 1907;80420;curitiba;PR
Seller 1413;6018;osasco;SP
Seller 2551;89220;joinville;SC
Seller 110;37540;santa rita do sapucai;MG
Seller 443;1541;sao paulo;SP
Seller 1150;22713;rio de janeiro;RJ
Seller 210;14580;guara;SP
Seller 15;88301;itajai;SP
Seller 1346;86061;londrina;PR
Seller 1224;9560;sao paulo;SP
Seller 2965;86185;cambe;PR
Seller 677;60710;fortaleza;CE
Seller 1318;8260;sao paulo;SP
Seller 1714;13505;rio claro;SP
Seller 630;9020;santo andre;SP
Seller 1435;12940;atibaia;SP
Seller 1372;4794;sao paulo;SP
Seller 2007;4761;sao paulo;SP
Seller 349;9416;ribeirao pires;SP
Seller 2402;29704;colatina;ES
Seller 847;9750;sao bernardo do campo;SP
Seller 2103;85501;pato branco;PR
Seller 1276;7866;franco da rocha;SP
Seller 1865;13178;sumare;SP
Seller 1996;26562;mesquita;RJ
Seller 2050;3270;sao paulo;SP
Seller 2978;4801;sao paulo;SP
Seller 360;12246;sao jose dos campos;SP
Seller 1089;4307;sao paulo;SP
Seller 2088;37480;lambari;MG
Seller 896;85853;foz do iguacu;PR
Seller 1578;4186;sao paulo;SP
Seller 723;32677;betim;MG
Seller 1494;80215;curitiba;PR
Seller 552;83830;fazenda rio grande;PR
Seller 281;32110;contagem;MG
Seller 1129;9182;santo andre;SP
Seller 1532;18604;botucatu;SP
Seller 209;3564;sao paulo;SP
Seller 1068;8021;sao paulo;SP
Seller 2484;3526;sao paulo;SP
Seller 1023;8717;mogi das cruzes / sp;SP
Seller 181;14090;ribeirao preto;SP
Seller 2712;85900;toledo;PR
Seller 2023;88032;florianopolis;SC
Seller 2993;84020;ponta grossa;PR
Seller 2410;29300;cachoeiro de itapemirim;ES
Seller 2808;89650;treze tilias;SC
Seller 1852;18681;lencois paulista;SP
Seller 3006;13015;campinas;SP
Seller 2478;22050;rio de janeiro \rio de janeiro;RJ
Seller 1967;15015;sao jose do rio preto;SP
Seller 1427;88490;paulo lopes;SC
Seller 2621;3122;sao paulo;SP
Seller 1130;22793;rio de janeiro;RJ
Seller 542;70235;brasilia;DF
Seller 1855;88350;brusque;SC
Seller 1739;88036;florianopolis;SC
Seller 2546;89540;santa cecilia;SC
Seller 2121;17026;bauru;SP
Seller 1557;15603;fernandopolis;SP
Seller 1196;13033;campinas;SP
Seller 1503;88750;braco do norte;SC
Seller 2475;4281;sao paulo;SP
Seller 2902;5571;sao paulo;SP
Seller 865;87120;floresta;PR
Seller 2096;8080;sao paulo;SP
Seller 2658;35701;sete lagoas;MG
Seller 1136;95170;farroupilha;RS
Seller 1593;84178;castro;PR
Seller 1094;3275;sao paulo;SP
Seller 886;72801;luziania;GO
Seller 1727;35930;joao monlevade;MG
Seller 3012;96020;pelotas;RS
Seller 1066;8790;mogi das cruzes;SP
Seller 1430;88050;florianopolis;SC
Seller 1808;58865;sao bento;PB
Seller 2566;12916;braganca paulista;SP
Seller 470;91350;porto alegre;RS
Seller 1070;5685;sao paulo;SP
Seller 489;89259;jaragua do sul;SC
Seller 1490;28035;campos dos goytacazes;RJ
Seller 2722;95013;caxias do sul;RS
Seller 1768;37570;ouro fino;MG
Seller 2597;83040;sao jose dos pinhas;PR
Seller 1053;27972;macae;RJ
Seller 488;8710;mogi das cruzes;SP
Seller 2690;18530;tiete;SP
Seller 1630;4087;sao paulo;SP
Seller 1233;94410;viamao;RS
Seller 1674;22745;rio de janeiro;RJ
Seller 1915;39442;janauba;MG
Seller 48;13360;capivari;SP
Seller 94;5734;sao paulo;SP
Seller 1740;85875;santa terezinha de itaipu;PR
Seller 663;4180;sao paulo;SP
Seller 398;38400;uberlandia;MG
Seller 462;3031;sao paulo;SP
Seller 689;85863;foz do iguacu;PR
Seller 1990;9831;sao bernardo do campo;SP
Seller 158;4378;sao paulo;SP
Seller 1460;16022;aracatuba;SP
Seller 2365;95650;igrejinha;RS
Seller 471;3031;sao paulo;SP
Seller 2580;89287;sao bento do sul;SC
Seller 74;3194;sao paulo;SP
Seller 590;13481;limeira;SP
Seller 1805;32315;contagem;MG
Seller 2764;31535;belo horizonte;MG
Seller 1906;25251;duque de caxias;RJ
Seller 2544;38182;araxa;MG
Seller 2227;14784;barretos;SP
Seller 2339;13311;itu;SP
Seller 1285;9271;santo andre;SP
Seller 2191;86065;londrina;PR
Seller 227;35501;divinopolis;MG
Seller 887;37048;varginha;MG
Seller 22;9015;santo andre;SP
Seller 466;32604;betim;MG
Seller 656;89460;canoinhas;SC
Seller 589;88801;criciuma;SC
Seller 1462;80060;curitiba;PR
Seller 719;83321;pinhais;PR
Seller 1313;14940;ibitinga;SP
Seller 986;13570;sao carlos;SP
Seller 1337;84010;ponta grossa;PR
Seller 777;13912;jaguariuna;SP
Seller 856;3035;sao paulo;SP
Seller 2226;29010;vitoria;ES
Seller 2079;35501;divinopolis;MG
Seller 705;22775;rio de janeiro;RJ
Seller 27;14910;tabatinga;SP
Seller 557;30421;belo horizonte;MG
Seller 2900;15025;sao jose do rio preto;SP
Seller 787;3550;sao paulo;SP
Seller 2707;2022;sao paulo;SP
Seller 895;89251;jaragua do sul;SC
Seller 857;14940;ibitinga;SP
Seller 1093;7183;guarulhos;SP
Seller 940;36504;uba;MG
Seller 2870;95900;lajeado;RS
Seller 235;14940;ibitinga;SP
Seller 597;51250;recife;PE
Seller 2021;31210;belo horizonte;MG
Seller 1950;93608;estancia velha;RS
Seller 929;15085;sao jose do rio preto;SP
Seller 1365;87043;maringa;PR
Seller 2176;13056;campinas;SP
Seller 878;18130;sao roque;SP
Seller 1930;37540;santa rita do sapucai;MG
Seller 487;94910;cachoeirinha;RS
Seller 2568;36200;barbacena/ minas gerais;MG
Seller 931;82320;curitiba;PR
Seller 2496;88301;itajai;SP
Seller 1387;3477;sao paulo;SP
Seller 1679;9434;ribeirao pires;SP
Seller 2782;17560;vera cruz;SP
Seller 2068;12914;braganca paulista;SP
Seller 2038;32140;contagem;MG
Seller 2469;11015;santos;SP
Seller 752;88037;florianopolis;SC
Seller 2466;14020;ribeirao preto;SP
Seller 2601;99500;carazinho;RS
Seller 1078;59152;parnamirim;RN
Seller 2988;9560;sao caetano do sul;SP
Seller 2994;9810;sao bernardo do campo;SP
Seller 816;1530;sao paulo;SP
Seller 2954;13086;campinas;SP
Seller 1863;80020;curitiba;PR
Seller 134;85851;foz do iguacu;PR
Seller 2026;18074;sorocaba;SP
Seller 3055;6080;osasco;SP
Seller 715;6162;osasco;SP
Seller 331;30285;belo horizonte;MG
Seller 1246;1210;sao paulo;SP
Seller 977;8710;mogi das cruzes;SP
Seller 804;13322;salto;SP
Seller 1016;3568;sao paulo;SP
Seller 1268;98803;santo angelo;RS
Seller 1971;21941;rio de janeiro;RJ
Seller 1505;9060;santo andre;SP
Seller 1229;80240;curitiba;PR
Seller 160;14870;jaboticabal;SP
Seller 1069;14940;ibitinga;SP
Seller 522;30315;belo horizonte;MG
Seller 741;14315;batatais;SP
Seller 3030;87030;maringa;PR
Seller 864;13272;valinhos;SP
Seller 1217;3448;sao paulo;SP
Seller 1844;1212;sao paulo;SP
Seller 616;12240;sao jose dos campos;SP
Seller 1408;4615;sao paulo;SP
Seller 951;15804;catanduva;SP
Seller 718;9360;maua;SP
Seller 1918;7241;guarulhos;SP
Seller 908;82515;curitiba;PR
Seller 1487;87140;paincandu;PR
Seller 178;13087;campinas;SP
Seller 1862;88136;palhoca;SP
Seller 1836;13503;rio claro;SP
Seller 5;8752;mogi das cruzes;SP
Seller 100;9163;santo andre;SP
Seller 2474;2750;sao paulo;SP
Seller 2824;20910;rio de janeiro;RJ
Seller 563;28605;nova friburgo;RJ
Seller 416;13322;salto;SP
Seller 340;5713;sao paulo;SP
Seller 1638;2925;sao paulo;SP
