product_id;product_category;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm
Product 13583;COMPUTERS_ACCESSORIES;44;526;1;573;21;14;11
Product 13471;SPORTS_LEISURE;60;1063;5;350;30;10;20
Product 8524;BABY;40;1465;3;400;30;10;30
Product 3246;GARDEN_TOOLS;60;208;4;1214;30;17;17
Product 10116;CONSOLES_GAMES;49;1944;1;650;16;16;16
Product 4267;COOL_STUFF;55;934;1;2150;42;25;15
Product 27503;BED_BATH_TABLE;42;119;1;250;30;4;40
Product 1591;SPORTS_LEISURE;60;1971;3;1600;80;20;25
Product 1200;WATCHES_GIFTS;57;373;8;100;16;2;20
Product 24908;HEALTH_BEAUTY;45;3078;4;19300;26;61;40
Product 17556;HEALTH_BEAUTY;53;172;6;50;19;11;23
Product 30447;FURNITURE_DECOR;52;322;5;1150;30;20;30
Product 412;WATCHES_GIFTS;46;629;1;400;24;8;12
Product 19589;COOL_STUFF;41;939;1;300;16;5;16
Product 10247;BED_BATH_TABLE;56;595;2;950;42;29;28
Product 4470;TOYS;43;932;2;888;25;21;20
Product 10653;SPORTS_LEISURE;59;716;6;2650;20;20;20
Product 16781;BED_BATH_TABLE;51;89;1;700;20;10;15
Product 15051;SPORTS_LEISURE;44;1186;1;683;20;19;19
Product 7187;SPORTS_LEISURE;59;247;2;1250;60;15;15
Product 2155;WATCHES_GIFTS;55;336;4;250;16;2;20
Product 31401;HEALTH_BEAUTY;33;578;1;355;16;15;14
Product 11023;BED_BATH_TABLE;50;264;1;850;45;15;35
Product 21552;FURNITURE_DECOR;56;509;1;500;55;6;11
Product 30640;#N/A;;;;200;16;2;11
Product 29156;FURNITURE_DECOR;42;392;1;5700;30;30;30
Product 10253;FURNITURE_DECOR;59;1862;2;1550;60;14;14
Product 2731;COMPUTERS_ACCESSORIES;56;1199;3;525;23;11;16
Product 28602;CONSTRUCTION_TOOLS_LIGHTS;54;538;2;7900;20;16;59
Product 27714;FURNITURE_DECOR;40;94;5;400;16;5;20
Product 27914;FURNITURE_DECOR;52;1085;4;400;50;3;25
Product 3190;HEALTH_BEAUTY;43;2356;1;725;20;16;19
Product 28437;HOUSEWARES;28;501;1;100;30;11;11
Product 868;SPORTS_LEISURE;56;819;4;175;17;10;13
Product 17676;TOYS;53;327;3;600;35;12;20
Product 26366;COMPUTERS_ACCESSORIES;58;305;1;300;21;7;14
Product 28332;FURNITURE_DECOR;42;914;1;800;21;34;34
Product 18357;FURNITURE_DECOR;63;2339;4;7700;22;19;22
Product 28141;HOUSEWARES;55;323;1;2700;28;18;20
Product 5039;SMALL_APPLIANCES;51;909;2;350;27;5;12
Product 27724;#N/A;;;;400;18;7;17
Product 20995;STATIONERY;42;170;2;650;16;3;11
Product 691;TELEPHONY;60;298;7;350;17;4;13
Product 8151;BOOKS_TECHNICAL;46;545;1;550;24;3;17
Product 22355;TELEPHONY;52;525;2;200;19;4;11
Product 11201;TELEPHONY;46;832;1;175;18;4;16
Product 19291;HOME_APPLIANCES;58;145;1;250;27;13;17
Product 17099;SPORTS_LEISURE;47;1128;1;300;33;21;27
Product 30377;COOL_STUFF;54;822;1;1100;30;12;16
Product 27310;FURNITURE_DECOR;62;3116;3;1500;53;8;11
Product 29324;CONSOLES_GAMES;39;1028;3;400;20;30;20
Product 28377;SPORTS_LEISURE;54;795;1;200;18;8;14
Product 2688;HOUSEWARES;52;827;1;1800;30;30;30
Product 24674;OFFICE_FURNITURE;56;375;2;22550;79;12;40
Product 26207;HOUSEWARES;29;765;3;700;35;12;28
Product 4692;#N/A;;;;200;22;14;14
Product 22070;AUTO;60;442;3;350;25;25;25
Product 23368;BED_BATH_TABLE;42;170;1;300;31;6;26
Product 30908;SPORTS_LEISURE;26;417;3;700;43;15;35
Product 13057;BOOKS_GENERAL_INTEREST;55;448;1;200;24;2;16
Product 22725;PET_SHOP;51;301;1;2500;65;50;45
Product 21664;FASHION_BAGS_ACCESSORIES;52;23;1;200;16;2;11
Product 23812;FURNITURE_DECOR;49;219;3;600;16;5;20
Product 31506;COOL_STUFF;40;618;4;882;28;14;19
Product 26455;BED_BATH_TABLE;55;169;1;300;26;3;26
Product 6259;FURNITURE_LIVING_ROOM;29;104;2;2700;47;6;47
Product 7593;FURNITURE_DECOR;53;317;2;350;16;16;22
Product 27713;BED_BATH_TABLE;38;365;1;1200;38;20;25
Product 15439;PET_SHOP;44;1793;1;11350;80;26;26
Product 16181;AUTO;60;841;2;1850;95;16;35
Product 29958;GARDEN_TOOLS;52;1858;5;7950;53;30;31
Product 26642;AUTO;60;1309;1;1300;16;30;12
Product 28731;PERFUMERY;47;1320;1;100;16;7;12
Product 22658;COMPUTERS_ACCESSORIES;33;277;1;450;18;9;16
Product 25734;COSTRUCTION_TOOLS_TOOLS;47;248;3;2708;29;17;17
Product 8602;SPORTS_LEISURE;30;1826;1;360;18;14;16
Product 21105;AIR_CONDITIONING;53;286;1;150;20;8;13
Product 30004;CONSOLES_GAMES;60;865;1;150;22;26;25
Product 10375;SMALL_APPLIANCES;32;665;1;100;30;5;11
Product 24852;BED_BATH_TABLE;55;318;1;16000;45;15;25
Product 444;CONSOLES_GAMES;55;411;3;600;24;20;27
Product 28607;HEALTH_BEAUTY;32;1053;1;1200;16;9;13
Product 11015;HEALTH_BEAUTY;53;654;2;450;19;11;13
Product 11257;COMPUTERS_ACCESSORIES;52;381;4;24050;60;40;60
Product 22737;HOUSEWARES;50;440;1;148;25;27;22
Product 26393;AUTO;41;244;1;398;18;10;15
Product 30708;#N/A;;;;1500;27;8;19
Product 4571;FURNITURE_DECOR;43;789;1;1050;20;35;20
Product 11051;SPORTS_LEISURE;54;1403;1;15600;55;26;29
Product 23222;LUGGAGE_ACCESSORIES;64;557;1;1200;19;44;35
Product 25978;HEALTH_BEAUTY;46;175;1;364;18;14;14
Product 2133;HOUSEWARES;55;582;2;1050;100;3;15
Product 26612;PERFUMERY;41;634;1;113;16;4;19
Product 2624;TOYS;56;645;2;900;19;33;46
Product 13156;TOYS;41;192;6;700;29;7;16
Product 2747;HOUSEWARES;45;567;3;2900;52;3;32
Product 11836;FURNITURE_DECOR;40;94;5;300;16;5;20
Product 20786;SPORTS_LEISURE;50;621;1;1400;21;16;16
Product 16662;TOYS;59;973;4;1800;43;40;40
Product 5931;AUTO;55;1076;3;150;20;20;20
Product 23576;BED_BATH_TABLE;53;284;1;2100;45;15;35
Product 7036;FURNITURE_DECOR;32;240;1;700;40;15;11
Product 14038;SPORTS_LEISURE;57;1417;3;950;35;14;15
Product 5677;COMPUTERS_ACCESSORIES;60;2127;1;225;18;10;16
Product 623;ELECTRONICS;32;139;3;1700;32;5;26
Product 23678;CONSTRUCTION_TOOLS_CONSTRUCTION;34;686;3;150;16;6;11
Product 19507;HOUSEWARES;55;1010;1;1000;43;11;37
Product 10781;FURNITURE_DECOR;15;856;1;5300;57;15;37
Product 18771;KITCHEN_DINING_LAUNDRY_GARDEN_FURNITURE;59;558;5;6950;47;23;37
Product 2574;BED_BATH_TABLE;51;290;1;8550;40;32;40
Product 28034;TOYS;54;1113;2;3250;32;14;17
Product 27458;HEALTH_BEAUTY;28;166;2;300;23;7;12
Product 27552;SPORTS_LEISURE;60;2099;1;3600;30;32;30
Product 26519;HOUSEWARES;58;80;2;2050;25;10;25
Product 26248;BED_BATH_TABLE;59;2736;4;18900;41;15;51
Product 25069;#N/A;;;;220;21;11;16
Product 14089;FURNITURE_DECOR;44;208;3;100;16;5;11
Product 21072;HOME_APPLIANCES;51;280;3;450;27;13;17
Product 11139;HOUSEWARES;44;329;6;400;16;12;12
Product 2588;BED_BATH_TABLE;47;232;1;1300;38;7;28
Product 21113;BED_BATH_TABLE;56;405;1;1550;40;10;30
Product 15252;TOYS;50;167;3;350;16;13;16
Product 17959;PET_SHOP;57;498;2;200;20;20;20
Product 18205;HOUSEWARES;46;648;1;500;20;20;20
Product 19511;PERFUMERY;53;957;14;1800;27;18;32
Product 28351;SPORTS_LEISURE;40;428;2;600;20;20;20
Product 5431;HEALTH_BEAUTY;49;3037;1;1067;22;19;19
Product 20097;HOUSEWARES;30;583;1;200;25;10;11
Product 29302;BED_BATH_TABLE;57;216;1;550;40;5;30
Product 27070;BABY;54;298;5;100;16;6;11
Product 31283;AUTO;52;251;1;21000;65;44;44
Product 9418;AUTO;58;579;4;550;33;27;26
Product 12428;HOUSEWARES;57;1366;5;10100;48;30;16
Product 2869;TOYS;57;492;2;900;35;8;36
Product 17288;HOUSEWARES;54;435;1;900;31;13;15
Product 22157;HEALTH_BEAUTY;49;198;2;100;20;15;15
Product 459;TELEPHONY;41;689;1;100;24;2;18
Product 13525;BABY;63;1380;3;5900;30;50;40
Product 28794;BED_BATH_TABLE;54;236;1;950;34;7;32
Product 16311;FASHION_SHOES;58;404;4;450;25;15;35
Product 7808;COOL_STUFF;44;117;1;600;25;37;36
Product 20135;COMPUTERS_ACCESSORIES;50;498;4;100;16;3;13
Product 6118;FURNITURE_DECOR;33;510;4;700;22;12;15
Product 10719;AUTO;59;651;5;8400;77;4;47
Product 18905;FURNITURE_DECOR;52;1673;2;50;52;11;11
Product 9433;HOUSEWARES;26;1175;3;350;60;10;15
Product 12708;FASHION_BAGS_ACCESSORIES;57;382;6;200;16;9;11
Product 3377;TELEPHONY;58;828;2;300;17;4;12
Product 26185;HOME_APPLIANCES_2;59;507;1;14150;34;34;56
Product 9374;FOOD;60;489;1;140;23;14;18
Product 2712;HOME_APPLIANCES;59;190;1;1250;65;8;38
Product 2044;FURNITURE_DECOR;56;297;2;1000;100;5;20
Product 11124;TOYS;51;465;1;2363;23;27;19
Product 11781;SPORTS_LEISURE;50;1204;2;267;16;9;11
Product 22217;TOYS;56;342;2;800;35;25;25
Product 27886;HEALTH_BEAUTY;58;1360;2;150;16;13;11
Product 21519;BED_BATH_TABLE;58;103;1;1500;30;20;25
Product 11777;STATIONERY;48;298;1;600;16;4;11
Product 5674;OFFICE_FURNITURE;35;2245;1;15200;58;28;58
Product 18456;GARDEN_TOOLS;40;166;1;350;21;14;14
Product 16769;HEALTH_BEAUTY;34;1175;1;400;24;24;16
Product 2361;BED_BATH_TABLE;58;729;1;1950;40;3;40
Product 21849;BED_BATH_TABLE;56;638;2;950;16;10;16
Product 8763;BED_BATH_TABLE;41;596;4;1750;50;10;40
Product 2194;FURNITURE_DECOR;48;895;1;2650;30;30;30
Product 583;BED_BATH_TABLE;60;234;1;1700;34;7;32
Product 7873;BED_BATH_TABLE;51;82;1;1000;40;5;25
Product 1644;HOUSEWARES;41;356;3;200;30;10;16
Product 15100;FASHION_MALE_CLOTHING;25;648;6;800;45;10;35
Product 24189;COMPUTERS_ACCESSORIES;50;264;1;368;19;11;14
Product 4504;HOME_APPLIANCES;48;453;2;8050;35;46;35
Product 13118;HOUSEWARES;58;1854;1;3500;36;30;32
Product 12161;HEALTH_BEAUTY;56;1897;1;293;21;12;17
Product 16138;SMALL_APPLIANCES;23;419;5;3900;43;43;20
Product 24954;GARDEN_TOOLS;55;992;1;400;16;7;16
Product 24988;COMPUTERS_ACCESSORIES;57;207;1;400;28;6;13
Product 12039;HEALTH_BEAUTY;49;569;1;150;16;7;15
Product 19301;HOUSEWARES;57;399;2;400;20;11;11
Product 18778;BABY;51;1140;2;550;30;10;20
Product 13589;HOUSEWARES;48;221;1;800;21;22;20
Product 17377;PET_SHOP;27;2918;1;5300;30;30;35
Product 30867;BED_BATH_TABLE;55;313;1;2150;40;6;30
Product 3272;COMPUTERS_ACCESSORIES;47;956;1;140;22;14;14
Product 10226;HEALTH_BEAUTY;42;1213;1;1607;22;16;18
Product 19690;ELECTRONICS;51;1110;1;500;41;5;16
Product 13257;AIR_CONDITIONING;51;553;1;500;19;16;16
Product 8757;HOME_APPLIANCES_2;52;1012;4;7500;55;10;82
Product 6701;MUSICAL_INSTRUMENTS;64;996;10;1400;50;18;45
Product 10771;SPORTS_LEISURE;43;281;2;6600;22;12;12
Product 25546;FASHION_BAGS_ACCESSORIES;56;758;4;200;17;9;17
Product 9397;TOYS;59;28;1;250;25;30;20
Product 25157;FURNITURE_DECOR;53;966;2;1250;65;11;11
Product 18975;AUTO;49;925;1;4250;65;25;25
Product 27881;FURNITURE_DECOR;56;1892;7;3000;69;11;11
Product 11549;AUTO;56;363;1;100;16;10;15
Product 16668;FURNITURE_DECOR;51;1758;3;350;22;22;18
Product 18488;HOUSEWARES;56;1075;1;9550;40;40;40
Product 6313;SPORTS_LEISURE;49;493;5;1800;52;8;21
Product 14166;STATIONERY;35;332;2;100;16;6;11
Product 30913;COMPUTERS_ACCESSORIES;60;181;2;200;25;8;11
Product 31113;FASHION_BAGS_ACCESSORIES;35;385;1;50;17;3;12
Product 22192;FASHION_BAGS_ACCESSORIES;48;821;1;100;16;5;16
Product 1676;HEALTH_BEAUTY;24;338;2;1200;20;20;20
Product 20581;TOYS;60;1212;4;1200;28;13;21
Product 30990;HOME_APPLIANCES;56;204;1;300;18;8;13
Product 9498;SPORTS_LEISURE;54;2648;8;1800;30;24;28
Product 25814;STATIONERY;59;669;5;750;25;10;19
Product 17564;HOUSEWARES;60;208;5;17500;66;23;51
Product 24581;FURNITURE_DECOR;58;1993;3;1400;69;11;11
Product 31491;WATCHES_GIFTS;53;323;3;900;23;15;19
Product 10306;FURNITURE_DECOR;18;278;4;100;16;3;16
Product 8882;AUTO;55;1172;1;1400;105;7;25
Product 25860;BOOKS_TECHNICAL;24;2472;1;250;21;2;14
Product 15297;TOYS;60;1661;3;6500;60;20;40
Product 4053;TOYS;24;254;1;200;16;10;11
Product 15099;PERFUMERY;56;548;1;450;23;8;15
Product 19672;AUTO;49;1183;3;600;20;20;20
Product 22163;FURNITURE_DECOR;45;640;1;10150;45;30;45
Product 2805;BED_BATH_TABLE;38;735;5;800;20;20;20
Product 20749;COMPUTERS_ACCESSORIES;53;269;4;9050;45;48;25
Product 17698;AUTO;44;334;2;125;16;20;20
Product 4456;COMPUTERS_ACCESSORIES;60;290;1;800;33;12;12
Product 10832;SPORTS_LEISURE;45;521;1;700;16;15;15
Product 11708;FURNITURE_DECOR;57;566;2;333;52;5;37
Product 17908;SMALL_APPLIANCES;59;2213;4;13700;40;30;40
Product 14875;FASHION_BAGS_ACCESSORIES;59;749;2;200;16;2;11
Product 31620;AUTO;48;260;2;400;16;4;11
Product 3405;HEALTH_BEAUTY;45;640;1;675;31;21;21
Product 25765;BED_BATH_TABLE;47;634;4;1100;40;27;17
Product 27492;HEALTH_BEAUTY;54;1256;1;2200;36;11;19
Product 12084;HOUSEWARES;53;2869;1;925;22;8;32
Product 23762;SPORTS_LEISURE;49;327;1;100;16;5;16
Product 17743;CONSTRUCTION_TOOLS_CONSTRUCTION;32;120;1;3050;16;16;16
Product 1930;PERFUMERY;36;210;1;541;21;15;16
Product 19602;FASHION_BAGS_ACCESSORIES;41;1359;1;250;16;2;11
Product 7104;HEALTH_BEAUTY;57;1262;1;450;20;12;12
Product 18799;STATIONERY;46;503;6;850;21;7;15
Product 21980;COMPUTERS_ACCESSORIES;60;254;1;850;30;15;15
Product 5953;BED_BATH_TABLE;46;684;1;1500;40;15;32
Product 17190;FURNITURE_DECOR;55;935;1;600;17;17;17
Product 30509;ELECTRONICS;48;622;2;500;22;11;11
Product 10483;WATCHES_GIFTS;50;309;1;350;18;9;14
Product 21657;GARDEN_TOOLS;31;176;1;300;27;4;11
Product 5465;AUTO;59;695;6;7000;56;11;32
Product 28742;WATCHES_GIFTS;59;1015;1;500;20;12;15
Product 1166;AUTO;59;669;2;425;20;5;19
Product 57;TELEPHONY;59;566;1;150;19;4;11
Product 31428;HEALTH_BEAUTY;54;1298;1;150;16;11;11
Product 8281;SPORTS_LEISURE;37;968;9;700;30;36;20
Product 1781;STATIONERY;42;440;2;1775;39;22;22
Product 14399;STATIONERY;20;98;1;300;25;20;20
Product 23331;HEALTH_BEAUTY;45;690;1;1200;18;14;14
Product 30886;AUTO;56;752;4;1225;55;10;26
Product 12552;COOL_STUFF;55;831;1;1400;42;25;15
Product 17892;CONSOLES_GAMES;60;578;4;1000;20;30;20
Product 8679;TELEPHONY;56;3135;2;150;19;15;15
Product 22800;FASHION_MALE_CLOTHING;39;322;1;650;20;20;20
Product 30438;BED_BATH_TABLE;41;172;1;1150;45;10;15
Product 16013;AUTO;38;317;3;100;17;17;17
Product 952;BED_BATH_TABLE;57;184;2;600;70;10;40
Product 4346;MUSICAL_INSTRUMENTS;64;569;5;850;26;4;22
Product 31217;#N/A;;;;200;25;5;15
Product 11441;SPORTS_LEISURE;49;1263;2;17550;105;65;25
Product 695;HOUSEWARES;47;718;1;6900;24;12;24
Product 28834;AUTO;50;651;5;4350;78;4;47
Product 25377;TOYS;41;490;1;700;37;7;25
Product 2127;TELEPHONY;33;286;1;200;25;2;18
Product 27915;FURNITURE_DECOR;46;464;3;7300;66;12;45
Product 381;COMPUTERS_ACCESSORIES;55;402;1;1217;27;22;25
Product 9503;TOYS;27;260;1;550;19;8;11
Product 6918;HOUSEWARES;55;842;1;14350;50;50;50
Product 4265;HOME_CONSTRUCTION;57;565;4;800;38;38;22
Product 29304;HEALTH_BEAUTY;58;1323;1;675;16;14;15
Product 28867;AUTO;56;721;4;400;24;5;11
Product 11732;BED_BATH_TABLE;50;505;1;1000;34;5;26
Product 29570;HOUSEWARES;46;166;3;800;25;25;25
Product 13307;ELECTRONICS;58;1473;1;1850;56;12;39
Product 3325;PERFUMERY;45;977;2;117;16;11;13
Product 6971;BABY;60;1110;3;450;25;16;29
Product 19821;PET_SHOP;59;814;1;217;17;11;13
Product 31573;BED_BATH_TABLE;49;519;1;745;32;4;26
Product 14155;BOOKS_TECHNICAL;26;562;1;250;40;2;12
Product 13141;COOL_STUFF;52;134;6;1700;65;25;25
Product 31493;SPORTS_LEISURE;48;855;1;1000;16;20;16
Product 21936;HEALTH_BEAUTY;53;735;1;300;21;8;27
Product 9684;HOUSEWARES;49;79;2;417;19;11;18
Product 1467;TOYS;35;594;2;2900;54;41;25
Product 17622;TOYS;41;860;1;245;20;17;9
Product 16655;HOUSEWARES;32;197;1;1100;50;16;25
Product 5734;HEALTH_BEAUTY;42;1514;1;2200;20;20;20
Product 5968;FURNITURE_DECOR;56;183;1;2300;40;10;30
Product 14105;COMPUTERS_ACCESSORIES;60;655;2;200;20;6;11
Product 2947;SPORTS_LEISURE;57;597;4;7750;52;22;32
Product 19449;AUTO;59;719;6;5950;53;43;11
Product 28632;BED_BATH_TABLE;55;179;2;1100;45;10;15
Product 27181;GARDEN_TOOLS;56;2130;3;10700;46;40;46
Product 31326;BOOKS_IMPORTED;40;289;1;1000;29;3;21
Product 26074;FURNITURE_DECOR;39;210;2;400;40;11;35
Product 29684;FURNITURE_DECOR;57;1492;3;2600;105;3;70
Product 7625;GARDEN_TOOLS;44;293;2;3000;50;17;38
Product 19598;AUTO;54;1008;1;1100;17;12;16
Product 2458;TELEPHONY;54;804;2;100;16;13;16
Product 2491;HEALTH_BEAUTY;29;1773;1;2000;30;12;16
Product 9686;COMPUTERS_ACCESSORIES;55;907;3;1400;16;17;23
Product 18372;BED_BATH_TABLE;55;844;1;800;25;5;25
Product 2791;FOOD;38;1345;1;1400;16;20;15
Product 992;HOUSEWARES;37;813;1;17950;56;28;56
Product 27564;WATCHES_GIFTS;48;528;2;1100;30;15;30
Product 31675;DRINKS;59;1355;1;1360;23;23;23
Product 20628;FURNITURE_DECOR;28;535;2;150;22;22;22
Product 28590;COMPUTERS_ACCESSORIES;51;1331;1;900;32;11;11
Product 19303;HOME_APPLIANCES;52;620;2;100;20;2;26
Product 13489;AUTO;56;703;6;7300;47;19;23
Product 1867;FURNITURE_DECOR;52;252;1;1400;20;20;20
Product 28323;BED_BATH_TABLE;35;347;1;3400;45;15;35
Product 28841;BED_BATH_TABLE;56;605;2;3718;44;16;40
Product 24214;SPORTS_LEISURE;55;1119;4;2150;50;30;30
Product 4758;FOOD_DRINK;35;330;1;1250;23;19;22
Product 8870;FIXED_TELEPHONY;47;178;2;675;20;23;19
Product 18354;OFFICE_FURNITURE;41;1348;1;9300;53;74;18
Product 18474;ELECTRONICS;54;312;1;300;24;11;16
Product 25417;SPORTS_LEISURE;60;3146;4;1000;94;15;15
Product 11876;BED_BATH_TABLE;58;624;2;467;45;4;35
Product 16589;CONSTRUCTION_TOOLS_SAFETY;47;2003;1;3125;40;21;32
Product 12177;FASHION_BAGS_ACCESSORIES;56;354;3;150;43;16;27
Product 23060;HOUSEWARES;34;92;1;1300;38;6;38
Product 9;FURNITURE_DECOR;41;432;2;300;35;35;15
Product 25180;BED_BATH_TABLE;51;231;1;1800;40;6;30
Product 27341;HEALTH_BEAUTY;42;743;1;867;13;14;12
Product 25159;BED_BATH_TABLE;58;396;1;1900;45;25;35
Product 24635;HOME_APPLIANCES;48;196;3;300;24;11;16
Product 14572;LUGGAGE_ACCESSORIES;45;218;1;800;46;10;34
Product 3814;HEALTH_BEAUTY;53;853;1;300;19;17;15
Product 12409;BED_BATH_TABLE;50;747;1;1050;16;10;16
Product 1765;HOUSEWARES;59;1199;10;30000;60;60;60
Product 18709;TOYS;56;378;3;270;26;9;16
Product 21378;HEALTH_BEAUTY;56;2908;2;250;26;26;11
Product 27707;FURNITURE_DECOR;38;161;2;550;16;12;21
Product 26553;BED_BATH_TABLE;55;262;1;500;45;15;35
Product 7552;BED_BATH_TABLE;58;188;1;1150;44;2;35
Product 22315;FURNITURE_DECOR;44;462;1;100;19;3;12
Product 18794;COMPUTERS_ACCESSORIES;55;1994;2;400;16;10;11
Product 20924;HOUSEWARES;56;645;2;650;24;5;18
Product 2840;HOUSEWARES;56;684;1;9350;40;35;40
Product 26989;HEALTH_BEAUTY;57;1066;1;2000;30;12;16
Product 27115;HOUSEWARES;42;299;1;3700;40;34;21
Product 20096;FURNITURE_DECOR;54;413;2;500;32;18;18
Product 25852;TOYS;58;1584;3;1150;44;14;30
Product 16965;BED_BATH_TABLE;55;458;1;550;30;3;19
Product 7438;SPORTS_LEISURE;57;1585;6;300;16;4;20
Product 23951;HEALTH_BEAUTY;30;602;1;650;20;14;15
Product 26459;PERFUMERY;37;431;1;200;20;10;15
Product 29143;LUGGAGE_ACCESSORIES;57;417;1;700;100;11;11
Product 20325;WATCHES_GIFTS;47;511;1;400;16;11;11
Product 20909;AUTO;59;873;2;2000;54;17;24
Product 11094;HEALTH_BEAUTY;30;648;1;350;19;13;14
Product 544;WATCHES_GIFTS;44;371;2;757;19;14;15
Product 20196;BED_BATH_TABLE;50;381;1;1800;47;21;41
Product 7976;HOUSEWARES;52;4;1;1450;27;29;26
Product 23585;HOUSEWARES;48;878;1;3200;30;13;28
Product 12116;HOME_APPLIANCES;60;62;1;350;16;35;25
Product 27074;AUTO;46;2304;4;250;16;6;15
Product 5569;SPORTS_LEISURE;21;160;1;360;30;13;22
Product 4404;BABY;47;1407;7;26000;84;25;50
Product 11018;FURNITURE_DECOR;49;666;1;3450;30;35;30
Product 10845;GARDEN_TOOLS;43;1530;6;300;17;6;11
Product 8720;CONSOLES_GAMES;28;790;3;150;23;3;18
Product 3604;BOOKS_TECHNICAL;20;608;1;350;21;2;14
Product 19994;LUGGAGE_ACCESSORIES;53;700;1;9500;76;32;49
Product 25917;#N/A;;;;2500;58;18;45
Product 19777;COOL_STUFF;38;870;1;1800;27;12;21
Product 29665;HOUSEWARES;58;1206;1;17950;43;68;41
Product 27919;TELEPHONY;23;879;1;200;18;5;12
Product 7109;AUTO;23;312;1;700;25;20;20
Product 22534;MUSICAL_INSTRUMENTS;57;968;8;1650;52;5;47
Product 24261;LUGGAGE_ACCESSORIES;44;215;1;700;46;10;33
Product 11035;HEALTH_BEAUTY;60;918;1;150;22;3;15
Product 9294;COOL_STUFF;59;1618;3;600;16;14;15
Product 27038;WATCHES_GIFTS;59;502;6;300;16;2;20
Product 29985;BED_BATH_TABLE;52;354;1;20900;45;15;35
Product 707;BED_BATH_TABLE;60;188;1;1300;44;2;35
Product 19495;FASHION_SHOES;60;402;2;2000;32;12;37
Product 7908;FURNITURE_DECOR;47;709;2;1500;30;25;25
Product 18914;BOOKS_TECHNICAL;53;1232;1;1300;29;3;21
Product 29693;SPORTS_LEISURE;43;1765;1;6850;20;30;20
Product 3296;DRINKS;20;1426;1;1003;33;13;33
Product 19844;#N/A;;;;300;16;7;11
Product 1496;PERFUMERY;56;680;1;333;20;13;14
Product 5352;ELECTRONICS;53;273;5;400;26;8;18
Product 24228;SMALL_APPLIANCES;59;909;1;7500;41;26;27
Product 9225;PET_SHOP;53;830;15;3500;39;20;46
Product 28439;BED_BATH_TABLE;52;297;1;1300;37;23;35
Product 21438;PERFUMERY;59;402;1;350;16;16;16
Product 20452;TOYS;45;347;3;1200;32;50;20
Product 15044;LUGGAGE_ACCESSORIES;52;425;2;600;80;11;11
Product 2202;HEALTH_BEAUTY;58;963;1;1617;19;15;18
Product 19270;BED_BATH_TABLE;50;234;1;1000;38;6;29
Product 1439;COMPUTERS_ACCESSORIES;63;978;1;200;16;23;19
Product 25138;FURNITURE_BEDROOM;28;458;2;1700;54;7;15
Product 4649;SPORTS_LEISURE;55;815;4;1600;25;8;25
Product 8561;HEALTH_BEAUTY;52;1059;6;550;16;9;11
Product 20688;COMPUTERS_ACCESSORIES;42;578;2;200;32;12;12
Product 8512;FURNITURE_DECOR;24;1707;2;600;30;15;15
Product 4683;WATCHES_GIFTS;58;623;2;140;16;14;14
Product 17368;TOYS;52;210;1;350;16;16;16
Product 15133;SPORTS_LEISURE;57;372;1;3000;36;22;24
Product 22918;TELEPHONY;45;1173;1;200;16;15;15
Product 29967;BED_BATH_TABLE;52;234;3;950;29;4;21
Product 1540;WATCHES_GIFTS;55;457;1;600;16;11;11
Product 30089;BED_BATH_TABLE;57;665;1;3600;34;8;38
Product 21376;SPORTS_LEISURE;48;886;1;200;33;4;13
Product 30269;HOUSEWARES;56;691;3;7100;25;52;37
Product 27589;FASHION_BAGS_ACCESSORIES;44;371;5;300;16;5;14
Product 28935;HEALTH_BEAUTY;41;756;1;150;23;4;17
Product 23891;SPORTS_LEISURE;53;868;1;1625;21;28;17
Product 12870;FURNITURE_DECOR;52;1216;4;3000;70;15;15
Product 5722;BED_BATH_TABLE;55;246;1;1050;38;10;38
Product 19653;COOL_STUFF;57;1826;6;250;16;3;11
Product 30641;SMALL_APPLIANCES_HOME_OVEN_AND_COFFEE;50;2626;6;5217;48;36;16
Product 2456;HOUSEWARES;55;343;2;5550;40;10;30
Product 30010;MUSICAL_INSTRUMENTS;44;317;5;550;16;6;12
Product 29932;SIGNALING_AND_SECURITY;58;626;3;350;23;4;20
Product 7983;SPORTS_LEISURE;60;1351;7;3050;62;10;22
Product 17798;BOOKS_TECHNICAL;37;1176;1;1250;29;3;21
Product 13702;LUGGAGE_ACCESSORIES;49;343;1;700;17;44;37
Product 8651;HOUSEWARES;34;767;2;4150;29;28;23
Product 29479;HEALTH_BEAUTY;56;1670;1;300;28;24;11
Product 27524;SPORTS_LEISURE;45;380;1;1250;32;15;36
Product 4530;TOYS;28;137;1;2444;45;22;41
Product 8631;OFFICE_FURNITURE;47;1398;1;13350;57;56;22
Product 26392;HOUSEWARES;59;452;1;600;26;21;21
Product 14161;TELEPHONY;39;1311;1;231;18;13;14
Product 17347;STATIONERY;50;337;1;1900;20;50;38
Product 16164;AUTO;51;1657;6;16900;40;30;30
Product 28798;SIGNALING_AND_SECURITY;60;1144;1;150;23;8;16
Product 10303;COMPUTERS_ACCESSORIES;38;391;1;183;16;16;11
Product 2320;COMPUTERS_ACCESSORIES;46;643;2;225;16;15;13
Product 21585;FASHION_BAGS_ACCESSORIES;29;830;1;50;16;5;16
Product 22530;COMPUTERS_ACCESSORIES;56;276;3;200;16;4;20
