customer_unique_id;customer_zip_code_prefix;customer_city;customer_state
Customer 1243;69303;boa vista;RR
Customer 1244;30140;belo horizonte;MG
Customer 1245;45400;valenca;BA
Customer 1246;75780;ipameri;GO
Customer 1247;9980;diadema;SP
Customer 1248;17020;bauru;SP
Customer 1249;29101;vila velha;ES
Customer 1250;4768;sao paulo;SP
Customer 1251;6458;barueri;SP
Customer 1252;95185;carlos barbosa;RS
Customer 1253;76170;anicuns;GO
Customer 1254;4324;sao paulo;SP
Customer 1255;5379;sao paulo;SP
Customer 1256;3123;sao paulo;SP
Customer 1257;5012;sao paulo;SP
Customer 1258;29920;rio bananal;ES
Customer 1259;17601;tupa;SP
Customer 1260;14600;sao joaquim da barra;SP
Customer 1261;15700;jales;SP
Customer 1262;63300;lavras da mangabeira;CE
Customer 1263;15140;balsamo;SP
Customer 1264;79332;corumba;MS
Customer 1265;20520;rio de janeiro;RJ
Customer 1266;88301;itajai;SC
Customer 1267;66080;belem;PA
Customer 1268;12213;sao jose dos campos;SP
Customer 1269;14840;guariba;SP
Customer 1270;95795;sao vendelino;RS
Customer 1271;2033;sao paulo;SP
Customer 1272;97700;santiago;RS
Customer 1273;7729;caieiras;SP
Customer 1274;71505;brasilia;DF
Customer 1275;44053;feira de santana;BA
Customer 1276;8763;mogi das cruzes;SP
Customer 1277;12926;braganca paulista;SP
Customer 1278;49010;aracaju;SE
Customer 1279;4543;sao paulo;SP
Customer 1280;12230;sao jose dos campos;SP
Customer 1281;6126;osasco;SP
Customer 1282;12080;taubate;SP
Customer 1283;32210;contagem;MG
Customer 1284;39480;januaria;MG
Customer 1285;88372;navegantes;SC
Customer 1286;9541;sao caetano do sul;SP
Customer 1287;74645;goiania;GO
Customer 1288;29170;serra;ES
Customer 1289;13330;indaiatuba;SP
Customer 1290;21320;rio de janeiro;RJ
Customer 1291;20270;rio de janeiro;RJ
Customer 1292;44380;cruz das almas;BA
Customer 1293;36400;conselheiro lafaiete;MG
Customer 1294;21321;rio de janeiro;RJ
Customer 1295;12248;sao jose dos campos;SP
Customer 1296;26050;nova iguacu;RJ
Customer 1297;9405;ribeirao pires;SP
Customer 1298;2860;sao paulo;SP
Customer 1299;44052;feira de santana;BA
Customer 1300;24736;sao goncalo;RJ
Customer 1301;99200;guapore;RS
Customer 1302;3521;sao paulo;SP
Customer 1303;82315;curitiba;PR
Customer 1304;87309;campo mourao;PR
Customer 1305;7152;guarulhos;SP
Customer 1306;3377;sao paulo;SP
Customer 1307;12236;sao jose dos campos;SP
Customer 1308;62800;aracati;CE
Customer 1309;6420;barueri;SP
Customer 1310;72904;santo antonio do descoberto;GO
Customer 1311;3371;sao paulo;SP
Customer 1312;89251;jaragua do sul;SC
Customer 1313;23071;rio de janeiro;RJ
Customer 1314;74370;goiania;GO
Customer 1315;88140;santo amaro da imperatriz;SC
Customer 1316;20560;rio de janeiro;RJ
Customer 1317;11035;santos;SP
Customer 1318;41741;salvador;BA
Customer 1319;32681;betim;MG
Customer 1320;88503;lages;SC
Customer 1321;36570;vicosa;MG
Customer 1322;36091;juiz de fora;MG
Customer 1323;68633;dom eliseu;PA
Customer 1324;64076;teresina;PI
Customer 1325;29090;vitoria;ES
Customer 1326;9050;santo andre;SP
Customer 1327;83606;campo largo;PR
Customer 1328;9940;diadema;SP
Customer 1329;13185;hortolandia;SP
Customer 1330;70680;brasilia;DF
Customer 1331;6455;barueri;SP
Customer 1332;4615;sao paulo;SP
Customer 1333;88763;santa rosa de lima;SC
Customer 1334;36016;juiz de fora;MG
Customer 1335;28735;quissama;RJ
Customer 1336;16800;mirandopolis;SP
Customer 1337;6656;itapevi;SP
Customer 1338;85601;francisco beltrao;PR
Customer 1339;71705;brasilia;DF
Customer 1340;81925;curitiba;PR
Customer 1341;80050;curitiba;PR
Customer 1342;13073;campinas;SP
Customer 1343;42850;dias d'avila;BA
Customer 1344;48970;senhor do bonfim;BA
Customer 1345;25959;teresopolis;RJ
Customer 1346;4321;sao paulo;SP
Customer 1347;41770;salvador;BA
Customer 1348;14960;novo horizonte;SP
Customer 1349;70344;brasilia;DF
Customer 1350;13203;jundiai;SP
Customer 1351;91150;porto alegre;RS
Customer 1352;8554;poa;SP
Customer 1353;26087;nova iguacu;RJ
Customer 1354;24240;niteroi;RJ
Customer 1355;22441;rio de janeiro;RJ
Customer 1356;78643;querencia;MT
Customer 1357;6419;barueri;SP
Customer 1358;27521;resende;RJ
Customer 1359;22270;rio de janeiro;RJ
Customer 1360;79052;campo grande;MS
Customer 1361;15086;sao jose do rio preto;SP
Customer 1362;13920;pedreira;SP
Customer 1363;11930;pariquera-acu;SP
Customer 1364;4675;sao paulo;SP
Customer 1365;6437;barueri;SP
Customer 1366;45400;valenca;BA
Customer 1367;93510;novo hamburgo;RS
Customer 1368;69098;manaus;AM
Customer 1369;13060;campinas;SP
Customer 1370;23012;rio de janeiro;RJ
Customer 1371;49290;itabaianinha;SE
Customer 1372;88020;florianopolis;SC
Customer 1373;35650;pitangui;MG
Customer 1374;5782;sao paulo;SP
Customer 1375;89225;joinville;SC
Customer 1376;28970;araruama;RJ
Customer 1377;66093;belem;PA
Customer 1378;3461;sao paulo;SP
Customer 1379;44790;campo formoso;BA
Customer 1380;21830;rio de janeiro;RJ
Customer 1381;32041;contagem;MG
Customer 1382;4076;sao paulo;SP
Customer 1383;21311;rio de janeiro;RJ
Customer 1384;15706;jales;SP
Customer 1385;46430;guanambi;BA
Customer 1386;27522;resende;RJ
Customer 1387;83060;sao jose dos pinhais;PR
Customer 1388;82560;curitiba;PR
Customer 1389;8505;ferraz de vasconcelos;SP
Customer 1390;14900;itapolis;SP
Customer 1391;30380;belo horizonte;MG
Customer 1392;18055;sorocaba;SP
Customer 1393;2318;sao paulo;SP
Customer 1394;86990;marialva;PR
Customer 1395;6767;taboao da serra;SP
Customer 1396;17280;pederneiras;SP
Customer 1397;29112;vila velha;ES
Customer 1398;91330;porto alegre;RS
Customer 1399;24808;itaborai;RJ
Customer 1400;41100;salvador;BA
Customer 1401;1415;sao paulo;SP
Customer 1402;39400;montes claros;MG
Customer 1403;66093;belem;PA
Customer 1404;36570;vicosa;MG
Customer 1405;20530;rio de janeiro;RJ
Customer 1406;11020;santos;SP
Customer 1407;35450;itabirito;MG
Customer 1408;69307;boa vista;RR
Customer 1409;2420;sao paulo;SP
Customer 1410;82720;curitiba;PR
Customer 1411;55700;limoeiro;PE
Customer 1412;29338;itaipava;ES
Customer 1413;68371;altamira;PA
Customer 1414;28941;sao pedro da aldeia;RJ
Customer 1415;23017;rio de janeiro;RJ
Customer 1416;5882;sao paulo;SP
Customer 1417;5379;sao paulo;SP
Customer 1418;95585;arroio do sal;RS
Customer 1419;5314;sao paulo;SP
Customer 1420;2636;sao paulo;SP
Customer 1421;13202;jundiai;SP
Customer 1422;35408;glaura;MG
Customer 1423;38444;araguari;MG
Customer 1424;6711;cotia;SP
Customer 1425;95300;lagoa vermelha;RS
Customer 1426;24240;niteroi;RJ
Customer 1427;8584;itaquaquecetuba;SP
Customer 1428;35290;mantena;MG
Customer 1429;11629;sao sebastiao;SP
Customer 1430;7023;guarulhos;SP
Customer 1431;11750;peruibe;SP
Customer 1432;1452;sao paulo;SP
Customer 1433;13083;campinas;SP
Customer 1434;8371;sao paulo;SP
Customer 1435;88703;tubarao;SC
Customer 1436;35162;ipatinga;MG
Customer 1437;51020;recife;PE
Customer 1438;35480;bonfim;MG
Customer 1439;80540;curitiba;PR
Customer 1440;94836;alvorada;RS
Customer 1441;38740;patrocinio;MG
Customer 1442;22783;rio de janeiro;RJ
Customer 1443;85010;guarapuava;PR
Customer 1444;90430;porto alegre;RS
Customer 1445;75830;mineiros;GO
Customer 1446;22221;rio de janeiro;RJ
Customer 1447;91450;porto alegre;RS
Customer 1448;70760;brasilia;DF
Customer 1449;13082;campinas;SP
Customer 1450;5267;sao paulo;SP
Customer 1451;13273;valinhos;SP
Customer 1452;4086;sao paulo;SP
Customer 1453;1452;sao paulo;SP
Customer 1454;13417;piracicaba;SP
Customer 1455;25065;duque de caxias;RJ
Customer 1456;13206;jundiai;SP
Customer 1457;4434;sao paulo;SP
Customer 1458;45607;itabuna;BA
Customer 1459;1123;sao paulo;SP
Customer 1460;20260;rio de janeiro;RJ
Customer 1461;87302;campo mourao;PR
Customer 1462;21511;rio de janeiro;RJ
Customer 1463;25250;duque de caxias;RJ
Customer 1464;20561;rio de janeiro;RJ
Customer 1465;8431;sao paulo;SP
Customer 1466;88200;tijucas;SC
Customer 1467;44574;santo antonio de jesus;BA
Customer 1468;78640;canarana;MT
Customer 1469;6850;itapecerica da serra;SP
Customer 1470;6395;carapicuiba;SP
Customer 1471;30882;belo horizonte;MG
Customer 1472;85685;nova prata do iguacu;PR
Customer 1473;89650;treze tilias;SC
Customer 1474;29230;anchieta;ES
Customer 1475;8473;sao paulo;SP
Customer 1476;2563;sao paulo;SP
Customer 1477;89203;joinville;SC
Customer 1478;41745;salvador;BA
Customer 1479;13466;americana;SP
Customer 1480;3984;sao paulo;SP
Customer 1481;90430;porto alegre;RS
Customer 1482;27331;barra mansa;RJ
Customer 1483;9250;santo andre;SP
Customer 1484;70743;brasilia;DF
Customer 1485;89694;faxinal dos guedes;SC
Customer 1486;30516;belo horizonte;MG
Customer 1487;13238;campo limpo paulista;SP
Customer 1488;86450;quatigua;PR
Customer 1489;9991;diadema;SP
Customer 1490;80740;curitiba;PR
Customer 1491;56326;petrolina;PE
Customer 1492;26165;belford roxo;RJ
Customer 1493;38280;iturama;MG
Customer 1494;20730;rio de janeiro;RJ
Customer 1495;48900;juazeiro;BA
Customer 1496;44085;feira de santana;BA
Customer 1497;12308;jacarei;SP
Customer 1498;2878;sao paulo;SP
Customer 1499;11673;caraguatatuba;SP
Customer 1500;9271;santo andre;SP
Customer 1501;5782;sao paulo;SP
Customer 1502;85555;palmas;PR
Customer 1503;27353;barra mansa;RJ
Customer 1504;99010;passo fundo;RS
Customer 1505;1229;sao paulo;SP
Customer 1506;98910;tres de maio;RS
Customer 1507;13670;santa rita do passa quatro;SP
Customer 1508;4039;sao paulo;SP
Customer 1509;22051;rio de janeiro;RJ
Customer 1510;13476;americana;SP
Customer 1511;21931;rio de janeiro;RJ
Customer 1512;78240;porto esperidiao;MT
Customer 1513;14110;bonfim paulista;SP
Customer 1514;14240;cajuru;SP
Customer 1515;89500;cacador;SC
Customer 1516;36888;muriae;MG
Customer 1517;68628;paragominas;PA
Customer 1518;14930;boa esperanca do sul;SP
Customer 1519;31330;belo horizonte;MG
Customer 1520;1452;sao paulo;SP
Customer 1521;22795;rio de janeiro;RJ
Customer 1522;45400;valenca;BA
Customer 1523;33600;pedro leopoldo;MG
Customer 1524;18610;botucatu;SP
Customer 1525;90540;porto alegre;RS
Customer 1526;4621;sao paulo;SP
Customer 1527;27913;macae;RJ
Customer 1528;22290;rio de janeiro;RJ
Customer 1529;37190;tres pontas;MG
Customer 1530;63010;juazeiro do norte;CE
Customer 1531;51335;recife;PE
Customer 1532;13013;campinas;SP
Customer 1533;5778;sao paulo;SP
Customer 1534;1407;sao paulo;SP
Customer 1535;94085;gravatai;RS
Customer 1536;6172;osasco;SP
Customer 1537;87050;maringa;PR
Customer 1538;13210;jundiai;SP
Customer 1539;13050;campinas;SP
Customer 1540;38900;bambui;MG
Customer 1541;94420;viamao;RS
Customer 1542;13207;jundiai;SP
Customer 1543;25870;comendador levy gasparian;RJ
Customer 1544;49535;sao miguel do aleixo;SE
Customer 1545;79002;campo grande;MS
Customer 1546;4363;sao paulo;SP
Customer 1547;88034;florianopolis;SC
Customer 1548;57601;palmeira dos indios;AL
Customer 1549;18520;cerquilho;SP
Customer 1550;83602;campo largo;PR
Customer 1551;3431;sao paulo;SP
Customer 1552;13480;limeira;SP
Customer 1553;5625;sao paulo;SP
Customer 1554;85568;saudade do iguacu;PR
Customer 1555;18950;ipaussu;SP
Customer 1556;73770;alto paraiso de goias;GO
Customer 1557;21060;rio de janeiro;RJ
Customer 1558;4084;sao paulo;SP
Customer 1559;3660;sao paulo;SP
Customer 1560;6787;taboao da serra;SP
Customer 1561;5409;sao paulo;SP
Customer 1562;96400;bage;RS
Customer 1563;87015;maringa;PR
Customer 1564;28970;araruama;RJ
Customer 1565;35500;divinopolis;MG
Customer 1566;51340;recife;PE
Customer 1567;36900;manhuacu;MG
Customer 1568;20541;rio de janeiro;RJ
Customer 1569;7500;santa isabel;SP
Customer 1570;13084;campinas;SP
Customer 1571;5026;sao paulo;SP
Customer 1572;91430;porto alegre;RS
Customer 1573;75860;quirinopolis;GO
Customer 1574;55022;caruaru;PE
Customer 1575;95047;caxias do sul;RS
Customer 1576;28860;casimiro de abreu;RJ
Customer 1577;40230;salvador;BA
Customer 1578;66045;belem;PA
Customer 1579;18970;chavantes;SP
Customer 1580;13214;jundiai;SP
Customer 1581;5590;sao paulo;SP
Customer 1582;6730;vargem grande paulista;SP
Customer 1583;28943;sao pedro da aldeia;RJ
Customer 1584;29850;ecoporanga;ES
Customer 1585;12630;cachoeira paulista;SP
Customer 1586;37552;pouso alegre;MG
Customer 1587;40060;salvador;BA
Customer 1588;75908;rio verde;GO
Customer 1589;22470;rio de janeiro;RJ
Customer 1590;13070;campinas;SP
Customer 1591;61939;maracanau;CE
Customer 1592;5366;sao paulo;SP
Customer 1593;1224;sao paulo;SP
Customer 1594;22071;rio de janeiro;RJ
Customer 1595;17012;bauru;SP
Customer 1596;4430;sao paulo;SP
Customer 1597;15085;sao jose do rio preto;SP
Customer 1598;14810;araraquara;SP
Customer 1599;13232;campo limpo paulista;SP
Customer 1600;48700;serrinha;BA
Customer 1601;91330;porto alegre;RS
Customer 1602;72015;brasilia;DF
Customer 1603;81070;curitiba;PR
Customer 1604;89460;canoinhas;SC
Customer 1605;31710;belo horizonte;MG
Customer 1606;14500;ituverava;SP
Customer 1607;12030;taubate;SP
Customer 1608;95585;arroio do sal;RS
Customer 1609;80020;curitiba;PR
Customer 1610;22231;rio de janeiro;RJ
Customer 1611;22440;rio de janeiro;RJ
Customer 1612;21810;rio de janeiro;RJ
Customer 1613;17017;bauru;SP
Customer 1614;38400;uberlandia;MG
Customer 1615;8663;suzano;SP
Customer 1616;88058;florianopolis;SC
Customer 1617;64230;buriti dos lopes;PI
Customer 1618;96200;rio grande;RS
Customer 1619;97015;santa maria;RS
Customer 1620;46220;rio do antonio;BA
Customer 1621;5145;sao paulo;SP
Customer 1622;4015;sao paulo;SP
Customer 1623;16570;guaranta;SP
Customer 1624;54280;jaboatao dos guararapes;PE
Customer 1625;25036;duque de caxias;RJ
Customer 1626;5590;sao paulo;SP
Customer 1627;70650;brasilia;DF
Customer 1628;33035;santa luzia;MG
Customer 1629;68455;tucurui;PA
Customer 1;14409;franca;SP
Customer 2;9790;sao bernardo do campo;SP
Customer 3;1151;sao paulo;SP
Customer 4;8775;mogi das cruzes;SP
Customer 5;13056;campinas;SP
Customer 6;89254;jaragua do sul;SC
Customer 7;4534;sao paulo;SP
Customer 8;35182;timoteo;MG
Customer 9;81560;curitiba;PR
Customer 10;30575;belo horizonte;MG
Customer 11;39400;montes claros;MG
Customer 12;20231;rio de janeiro;RJ
Customer 13;18682;lencois paulista;SP
Customer 14;5704;sao paulo;SP
Customer 15;95110;caxias do sul;RS
Customer 16;13412;piracicaba;SP
Customer 17;22750;rio de janeiro;RJ
Customer 18;7124;guarulhos;SP
Customer 19;5416;sao paulo;SP
Customer 20;68485;pacaja;PA
Customer 21;88034;florianopolis;SC
Customer 22;74914;aparecida de goiania;GO
Customer 23;5713;sao paulo;SP
Customer 24;82820;curitiba;PR
Customer 25;8225;sao paulo;SP
Customer 26;9121;santo andre;SP
Customer 27;74310;goiania;GO
Customer 28;4571;sao paulo;SP
Customer 29;29311;cachoeiro de itapemirim;ES
Customer 30;5528;sao paulo;SP
Customer 31;12235;sao jose dos campos;SP
Customer 32;18130;sao roque;SP
Customer 33;42800;camacari;BA
Customer 34;27525;resende;RJ
Customer 35;81750;curitiba;PR
Customer 36;13175;sumare;SP
Customer 37;7170;guarulhos;SP
Customer 38;93415;novo hamburgo;RS
Customer 39;65075;sao luis;MA
Customer 40;88104;sao jose;SC
Customer 41;7176;guarulhos;SP
Customer 42;35960;santa barbara;MG
Customer 43;5727;sao paulo;SP
Customer 44;7053;guarulhos;SP
Customer 45;14026;ribeirao preto;SP
Customer 46;30320;belo horizonte;MG
Customer 47;38300;ituiutaba;MG
Customer 48;18740;taquarituba;SP
Customer 49;83085;sao jose dos pinhais;PR
Customer 50;89254;jaragua do sul;SC
Customer 51;5351;sao paulo;SP
Customer 52;39406;montes claros;MG
Customer 53;14860;barrinha;SP
Customer 54;21310;rio de janeiro;RJ
Customer 55;23970;parati;RJ
Customer 56;79804;dourados;MS
Customer 57;5017;sao paulo;SP
Customer 58;75388;trindade;GO
Customer 59;85808;cascavel;PR
Customer 60;60140;fortaleza;CE
Customer 61;72270;brasilia;DF
Customer 62;2075;sao paulo;SP
Customer 63;96015;pelotas;RS
Customer 64;90010;porto alegre;RS
Customer 65;22440;rio de janeiro;RJ
Customer 66;13323;salto;SP
Customer 67;30190;belo horizonte;MG
Customer 68;13212;jundiai;SP
Customer 69;29307;cachoeiro de itapemirim;ES
Customer 70;12280;cacapava;SP
Customer 71;60336;fortaleza;CE
Customer 72;11310;sao vicente;SP
Customer 73;38408;uberlandia;MG
Customer 74;37720;botelhos;MG
Customer 75;24431;sao goncalo;RJ
Customer 76;5890;sao paulo;SP
Customer 77;3733;sao paulo;SP
Customer 78;83709;araucaria;PR
Customer 79;11347;sao vicente;SP
Customer 80;26272;nova iguacu;RJ
Customer 81;5415;sao paulo;SP
Customer 82;59655;areia branca;RN
Customer 83;4548;sao paulo;SP
Customer 84;28010;campos dos goytacazes;RJ
Customer 85;13573;sao carlos;SP
Customer 86;2175;sao paulo;SP
Customer 87;37500;itajuba;MG
Customer 88;90670;porto alegre;RS
Customer 89;9890;sao bernardo do campo;SP
Customer 90;13321;salto;SP
Customer 91;44380;cruz das almas;BA
Customer 92;27700;vassouras;RJ
Customer 93;44033;feira de santana;BA
Customer 94;4537;sao paulo;SP
Customer 95;71540;brasilia;DF
Customer 96;13569;sao carlos;SP
Customer 97;5565;sao paulo;SP
Customer 98;3636;sao paulo;SP
Customer 99;24120;niteroi;RJ
Customer 100;65058;sao luis;MA
Customer 101;2983;sao paulo;SP
Customer 102;4105;sao paulo;SP
Customer 103;89260;jaragua do sul;SC
Customer 104;62016;sobral;CE
Customer 105;35500;divinopolis;MG
Customer 106;8743;mogi das cruzes;SP
Customer 107;71928;brasilia;DF
Customer 108;4938;sao paulo;SP
Customer 109;2209;sao paulo;SP
Customer 110;25850;paraiba do sul;RJ
Customer 111;53437;paulista;PE
Customer 112;4710;sao paulo;SP
Customer 113;6382;carapicuiba;SP
Customer 114;2632;sao paulo;SP
Customer 115;95765;bom principio;RS
Customer 116;2631;sao paulo;SP
Customer 117;36780;astolfo dutra;MG
Customer 118;80050;curitiba;PR
Customer 119;30664;belo horizonte;MG
Customer 120;86990;marialva;PR
Customer 121;8490;sao paulo;SP
Customer 122;15015;sao jose do rio preto;SP
Customer 123;28909;cabo frio;RJ
Customer 124;32140;contagem;MG
Customer 125;38410;uberlandia;MG
Customer 126;86640;cafeara;PR
Customer 127;91340;porto alegre;RS
Customer 128;14600;sao joaquim da barra;SP
Customer 129;85854;foz do iguacu;PR
Customer 130;30421;belo horizonte;MG
Customer 131;9862;sao bernardo do campo;SP
Customer 132;24431;sao goncalo;RJ
Customer 133;8686;suzano;SP
Customer 134;7243;guarulhos;SP
Customer 135;89120;timbo;SC
Customer 136;88348;camboriu;SC
Customer 137;95340;nova bassano;RS
Customer 138;96215;rio grande;RS
Customer 139;71665;brasilia;DF
Customer 140;12929;braganca paulista;SP
Customer 141;78600;barra do garcas;MT
Customer 142;4960;sao paulo;SP
Customer 143;6835;embu;SP
Customer 144;9784;sao bernardo do campo;SP
Customer 145;73020;brasilia;DF
Customer 146;88840;urussanga;SC
Customer 147;37589;silvianopolis;MG
Customer 148;5874;sao paulo;SP
Customer 149;39505;gameleiras;MG
Customer 150;66050;belem;PA
Customer 151;37701;pocos de caldas;MG
Customer 152;32070;contagem;MG
Customer 153;11065;santos;SP
Customer 154;12970;piracaia;SP
Customer 155;22251;rio de janeiro;RJ
Customer 156;11035;santos;SP
Customer 157;78557;sinop;MT
Customer 158;11440;guaruja;SP
Customer 159;6401;barueri;SP
Customer 160;5590;sao paulo;SP
Customer 161;95770;feliz;RS
Customer 162;4679;sao paulo;SP
Customer 163;30330;belo horizonte;MG
Customer 164;12270;jambeiro;SP
Customer 165;15050;sao jose do rio preto;SP
Customer 166;35160;ipatinga;MG
Customer 167;17602;tupa;SP
Customer 168;4427;sao paulo;SP
Customer 169;70750;brasilia;DF
Customer 170;89031;blumenau;SC
Customer 171;15275;moncoes;SP
Customer 172;22290;rio de janeiro;RJ
Customer 173;3563;sao paulo;SP
Customer 174;88330;balneario camboriu;SC
Customer 175;20030;rio de janeiro;RJ
Customer 176;4723;sao paulo;SP
Customer 177;65430;vargem grande;MA
Customer 178;79130;rio brilhante;MS
Customer 179;36855;eugenopolis;MG
Customer 180;66055;belem;PA
Customer 181;15054;sao jose do rio preto;SP
Customer 182;13142;paulinia;SP
Customer 183;3951;sao paulo;SP
Customer 184;13214;jundiai;SP
Customer 185;3127;sao paulo;SP
Customer 186;9030;santo andre;SP
Customer 187;12240;sao jose dos campos;SP
Customer 188;22251;rio de janeiro;RJ
Customer 189;13045;campinas;SP
Customer 190;30830;belo horizonte;MG
Customer 191;86806;apucarana;PR
Customer 192;52070;recife;PE
Customer 193;6290;osasco;SP
Customer 194;13270;valinhos;SP
Customer 195;9040;santo andre;SP
Customer 196;69049;manaus;AM
Customer 197;95595;cidreira;RS
Customer 198;20561;rio de janeiro;RJ
Customer 199;97700;santiago;RS
Customer 200;8340;sao paulo;SP
Customer 201;97340;sao sepe;RS
Customer 202;78580;alta floresta;MT
Customer 203;7191;guarulhos;SP
Customer 204;54430;jaboatao dos guararapes;PE
Customer 205;5451;sao paulo;SP
Customer 206;29395;ibatiba;ES
Customer 207;13188;hortolandia;SP
Customer 208;2376;sao paulo;SP
Customer 209;6719;cotia;SP
Customer 210;27915;macae;RJ
Customer 211;89868;saudades;SC
Customer 212;22220;rio de janeiro;RJ
Customer 213;68908;macapa;AP
Customer 214;18160;salto de pirapora;SP
Customer 215;6764;taboao da serra;SP
Customer 216;75570;bom jesus;GO
Customer 217;95124;caxias do sul;RS
Customer 218;38415;uberlandia;MG
Customer 219;18900;santa cruz do rio pardo;SP
Customer 220;9950;diadema;SP
Customer 221;45320;santa ines;BA
Customer 222;23075;rio de janeiro;RJ
Customer 223;48700;serrinha;BA
Customer 224;18112;votorantim;SP
Customer 225;13185;hortolandia;SP
Customer 226;27580;itatiaia;RJ
Customer 227;25245;duque de caxias;RJ
Customer 228;28375;varre-sai;RJ
Customer 229;21615;rio de janeiro;RJ
Customer 230;95095;caxias do sul;RS
Customer 231;20250;rio de janeiro;RJ
Customer 232;29101;vila velha;ES
Customer 233;13053;campinas;SP
Customer 234;23860;mangaratiba;RJ
Customer 235;12942;atibaia;SP
Customer 236;5450;sao paulo;SP
Customer 237;41706;salvador;BA
Customer 238;57046;maceio;AL
Customer 239;91350;porto alegre;RS
Customer 240;22620;rio de janeiro;RJ
Customer 241;16204;birigui;SP
Customer 242;14401;franca;SP
Customer 243;25675;petropolis;RJ
Customer 244;24220;niteroi;RJ
Customer 245;90240;porto alegre;RS
Customer 246;13520;sao pedro;SP
Customer 247;84200;jaguariaiva;PR
Customer 248;21515;rio de janeiro;RJ
Customer 249;7847;franco da rocha;SP
Customer 250;3609;sao paulo;SP
Customer 251;72220;brasilia;DF
Customer 252;12280;cacapava;SP
Customer 253;13212;jundiai;SP
Customer 254;41480;salvador;BA
Customer 255;12420;pindamonhangaba;SP
Customer 256;84500;irati;PR
Customer 257;18380;ribeira;SP
Customer 258;35160;ipatinga;MG
Customer 259;4455;sao paulo;SP
Customer 260;36200;barbacena;MG
Customer 261;55700;limoeiro;PE
Customer 262;76974;espigao do oeste;RO
Customer 263;26155;belford roxo;RJ
Customer 264;12215;sao jose dos campos;SP
Customer 265;70770;brasilia;DF
Customer 266;35171;coronel fabriciano;MG
Customer 267;9960;diadema;SP
Customer 268;72331;brasilia;DF
Customer 269;72225;brasilia;DF
Customer 270;11740;itanhaem;SP
Customer 271;74825;goiania;GO
Customer 272;14709;bebedouro;SP
Customer 273;13465;americana;SP
Customer 274;41308;salvador;BA
Customer 275;36500;uba;MG
Customer 276;86700;arapongas;PR
Customer 277;13287;vinhedo;SP
Customer 278;88304;itajai;SC
Customer 279;79823;dourados;MS
Customer 280;17033;bauru;SP
Customer 281;14850;pradopolis;SP
Customer 282;5171;sao paulo;SP
Customer 283;78325;aripuana;MT
Customer 284;12900;braganca paulista;SP
Customer 285;4374;sao paulo;SP
Customer 286;45840;guaratinga;BA
Customer 287;4190;sao paulo;SP
Customer 288;79904;ponta pora;MS
Customer 289;16011;aracatuba;SP
Customer 290;27265;volta redonda;RJ
Customer 291;87025;maringa;PR
Customer 292;7197;guarulhos;SP
Customer 293;1527;sao paulo;SP
Customer 294;4845;sao paulo;SP
Customer 295;14802;araraquara;SP
Customer 296;35367;matipo;MG
Customer 297;24230;niteroi;RJ
Customer 298;36205;barbacena;MG
Customer 299;91130;porto alegre;RS
Customer 300;95500;santo antonio da patrulha;RS
Customer 301;1230;sao paulo;SP
Customer 302;91760;porto alegre;RS
Customer 303;27351;barra mansa;RJ
Customer 304;60181;fortaleza;CE
Customer 305;39100;diamantina;MG
Customer 306;30330;belo horizonte;MG
Customer 307;71505;brasilia;DF
Customer 308;87050;maringa;PR
Customer 309;41720;salvador;BA
Customer 310;4003;sao paulo;SP
Customer 311;27913;macae;RJ
Customer 312;5792;sao paulo;SP
Customer 313;18120;mairinque;SP
Customer 314;31615;belo horizonte;MG
Customer 315;85790;capitao leonidas marques;PR
Customer 316;20735;rio de janeiro;RJ
Customer 317;37950;sao sebastiao do paraiso;MG
Customer 318;22240;rio de janeiro;RJ
Customer 319;25645;petropolis;RJ
Customer 320;2802;sao paulo;SP
Customer 321;4744;sao paulo;SP
Customer 322;3704;sao paulo;SP
Customer 323;13416;piracicaba;SP
Customer 324;26115;belford roxo;RJ
Customer 325;73035;brasilia;DF
Customer 326;74580;goiania;GO
Customer 327;97590;rosario do sul;RS
Customer 328;23820;itaguai;RJ
Customer 329;3579;sao paulo;SP
Customer 330;11420;guaruja;SP
Customer 331;35774;paraopeba;MG
Customer 332;9271;santo andre;SP
Customer 333;13041;campinas;SP
Customer 334;1321;sao paulo;SP
Customer 335;20240;rio de janeiro;RJ
Customer 336;31555;belo horizonte;MG
Customer 337;85012;guarapuava;PR
Customer 338;39885;crisolita;MG
Customer 339;27175;pirai;RJ
Customer 340;57062;maceio;AL
Customer 341;29903;linhares;ES
Customer 342;17120;agudos;SP
Customer 343;2435;sao paulo;SP
Customer 344;4116;sao paulo;SP
Customer 345;21010;rio de janeiro;RJ
Customer 346;25545;sao joao de meriti;RJ
Customer 347;3105;sao paulo;SP
Customer 348;21616;rio de janeiro;RJ
Customer 349;88370;navegantes;SC
Customer 350;13641;pirassununga;SP
Customer 351;9686;sao bernardo do campo;SP
Customer 352;89694;faxinal dos guedes;SC
Customer 353;7251;guarulhos;SP
Customer 354;71908;brasilia;DF
Customer 355;72300;brasilia;DF
Customer 356;88805;criciuma;SC
Customer 357;29830;nova venecia;ES
Customer 358;99010;passo fundo;RS
Customer 359;2230;sao paulo;SP
Customer 360;38400;uberlandia;MG
Customer 361;6386;carapicuiba;SP
Customer 362;20780;rio de janeiro;RJ
Customer 363;38950;ibia;MG
