DateKey,Date,Year,Quarter,Month,Day,DayOfWeek,MonthName
20230804,2023-08-04,2023,3,8,4,5,August
20230805,2023-08-05,2023,3,8,5,6,August
20230806,2023-08-06,2023,3,8,6,7,August
20230807,2023-08-07,2023,3,8,7,1,August
20230808,2023-08-08,2023,3,8,8,2,August
20230809,2023-08-09,2023,3,8,9,3,August
20230810,2023-08-10,2023,3,8,10,4,August
20230811,2023-08-11,2023,3,8,11,5,August
20230812,2023-08-12,2023,3,8,12,6,August
20230813,2023-08-13,2023,3,8,13,7,August
20230814,2023-08-14,2023,3,8,14,1,August
20230815,2023-08-15,2023,3,8,15,2,August
20230816,2023-08-16,2023,3,8,16,3,August
20230817,2023-08-17,2023,3,8,17,4,August
20230818,2023-08-18,2023,3,8,18,5,August
20230819,2023-08-19,2023,3,8,19,6,August
20230820,2023-08-20,2023,3,8,20,7,August
20230821,2023-08-21,2023,3,8,21,1,August
20230822,2023-08-22,2023,3,8,22,2,August
20230823,2023-08-23,2023,3,8,23,3,August
20230824,2023-08-24,2023,3,8,24,4,August
20230825,2023-08-25,2023,3,8,25,5,August
20230826,2023-08-26,2023,3,8,26,6,August
20230827,2023-08-27,2023,3,8,27,7,August
20230828,2023-08-28,2023,3,8,28,1,August
20230829,2023-08-29,2023,3,8,29,2,August
20230830,2023-08-30,2023,3,8,30,3,August
20230831,2023-08-31,2023,3,8,31,4,August
20230901,2023-09-01,2023,3,9,1,5,September
20230902,2023-09-02,2023,3,9,2,6,September
20230903,2023-09-03,2023,3,9,3,7,September
20230904,2023-09-04,2023,3,9,4,1,September
20230905,2023-09-05,2023,3,9,5,2,September
20230906,2023-09-06,2023,3,9,6,3,September
20230907,2023-09-07,2023,3,9,7,4,September
20230908,2023-09-08,2023,3,9,8,5,September
20230909,2023-09-09,2023,3,9,9,6,September
20230910,2023-09-10,2023,3,9,10,7,September
20230911,2023-09-11,2023,3,9,11,1,September
20230912,2023-09-12,2023,3,9,12,2,September
20230913,2023-09-13,2023,3,9,13,3,September
20230914,2023-09-14,2023,3,9,14,4,September
20230915,2023-09-15,2023,3,9,15,5,September
20230916,2023-09-16,2023,3,9,16,6,September
20230917,2023-09-17,2023,3,9,17,7,September
20230918,2023-09-18,2023,3,9,18,1,September
20230919,2023-09-19,2023,3,9,19,2,September
20230920,2023-09-20,2023,3,9,20,3,September
20230921,2023-09-21,2023,3,9,21,4,September
20230922,2023-09-22,2023,3,9,22,5,September
20230923,2023-09-23,2023,3,9,23,6,September
20230924,2023-09-24,2023,3,9,24,7,September
20230925,2023-09-25,2023,3,9,25,1,September
20230926,2023-09-26,2023,3,9,26,2,September
20230927,2023-09-27,2023,3,9,27,3,September
20230928,2023-09-28,2023,3,9,28,4,September
20230929,2023-09-29,2023,3,9,29,5,September
20230930,2023-09-30,2023,3,9,30,6,September
20231001,2023-10-01,2023,4,10,1,7,October
20231002,2023-10-02,2023,4,10,2,1,October
20231003,2023-10-03,2023,4,10,3,2,October
20231004,2023-10-04,2023,4,10,4,3,October
20231005,2023-10-05,2023,4,10,5,4,October
20231006,2023-10-06,2023,4,10,6,5,October
20231007,2023-10-07,2023,4,10,7,6,October
20231008,2023-10-08,2023,4,10,8,7,October
20231009,2023-10-09,2023,4,10,9,1,October
20231010,2023-10-10,2023,4,10,10,2,October
20231011,2023-10-11,2023,4,10,11,3,October
20231012,2023-10-12,2023,4,10,12,4,October
20231013,2023-10-13,2023,4,10,13,5,October
20231014,2023-10-14,2023,4,10,14,6,October
20231015,2023-10-15,2023,4,10,15,7,October
20231016,2023-10-16,2023,4,10,16,1,October
20231017,2023-10-17,2023,4,10,17,2,October
20231018,2023-10-18,2023,4,10,18,3,October
20231019,2023-10-19,2023,4,10,19,4,October
20231020,2023-10-20,2023,4,10,20,5,October
20231021,2023-10-21,2023,4,10,21,6,October
20231022,2023-10-22,2023,4,10,22,7,October
20231023,2023-10-23,2023,4,10,23,1,October
20231024,2023-10-24,2023,4,10,24,2,October
20231025,2023-10-25,2023,4,10,25,3,October
20231026,2023-10-26,2023,4,10,26,4,October
20231027,2023-10-27,2023,4,10,27,5,October
20231028,2023-10-28,2023,4,10,28,6,October
20231029,2023-10-29,2023,4,10,29,7,October
20231030,2023-10-30,2023,4,10,30,1,October
20231031,2023-10-31,2023,4,10,31,2,October
20231101,2023-11-01,2023,4,11,1,3,November
20231102,2023-11-02,2023,4,11,2,4,November
20231103,2023-11-03,2023,4,11,3,5,November
20231104,2023-11-04,2023,4,11,4,6,November
20231105,2023-11-05,2023,4,11,5,7,November
20231106,2023-11-06,2023,4,11,6,1,November
20231107,2023-11-07,2023,4,11,7,2,November
20231108,2023-11-08,2023,4,11,8,3,November
20231109,2023-11-09,2023,4,11,9,4,November
20231110,2023-11-10,2023,4,11,10,5,November
20231111,2023-11-11,2023,4,11,11,6,November
20231112,2023-11-12,2023,4,11,12,7,November
20231113,2023-11-13,2023,4,11,13,1,November
20231114,2023-11-14,2023,4,11,14,2,November
20231115,2023-11-15,2023,4,11,15,3,November
20231116,2023-11-16,2023,4,11,16,4,November
20231117,2023-11-17,2023,4,11,17,5,November
20231118,2023-11-18,2023,4,11,18,6,November
20231119,2023-11-19,2023,4,11,19,7,November
20231120,2023-11-20,2023,4,11,20,1,November
20231121,2023-11-21,2023,4,11,21,2,November
20231122,2023-11-22,2023,4,11,22,3,November
20231123,2023-11-23,2023,4,11,23,4,November
20231124,2023-11-24,2023,4,11,24,5,November
20231125,2023-11-25,2023,4,11,25,6,November
20231126,2023-11-26,2023,4,11,26,7,November
20231127,2023-11-27,2023,4,11,27,1,November
20231128,2023-11-28,2023,4,11,28,2,November
20231129,2023-11-29,2023,4,11,29,3,November
20231130,2023-11-30,2023,4,11,30,4,November
20231201,2023-12-01,2023,4,12,1,5,December
20231202,2023-12-02,2023,4,12,2,6,December
20231203,2023-12-03,2023,4,12,3,7,December
20231204,2023-12-04,2023,4,12,4,1,December
20231205,2023-12-05,2023,4,12,5,2,December
20231206,2023-12-06,2023,4,12,6,3,December
20231207,2023-12-07,2023,4,12,7,4,December
20231208,2023-12-08,2023,4,12,8,5,December
20231209,2023-12-09,2023,4,12,9,6,December
20231210,2023-12-10,2023,4,12,10,7,December
20231211,2023-12-11,2023,4,12,11,1,December
20231212,2023-12-12,2023,4,12,12,2,December
20231213,2023-12-13,2023,4,12,13,3,December
20231214,2023-12-14,2023,4,12,14,4,December
20231215,2023-12-15,2023,4,12,15,5,December
20231216,2023-12-16,2023,4,12,16,6,December
20231217,2023-12-17,2023,4,12,17,7,December
20231218,2023-12-18,2023,4,12,18,1,December
20231219,2023-12-19,2023,4,12,19,2,December
20231220,2023-12-20,2023,4,12,20,3,December
20231221,2023-12-21,2023,4,12,21,4,December
20231222,2023-12-22,2023,4,12,22,5,December
20231223,2023-12-23,2023,4,12,23,6,December
20231224,2023-12-24,2023,4,12,24,7,December
20231225,2023-12-25,2023,4,12,25,1,December
20231226,2023-12-26,2023,4,12,26,2,December
20231227,2023-12-27,2023,4,12,27,3,December
20231228,2023-12-28,2023,4,12,28,4,December
20231229,2023-12-29,2023,4,12,29,5,December
20231230,2023-12-30,2023,4,12,30,6,December
20231231,2023-12-31,2023,4,12,31,7,December
20240101,2024-01-01,2024,1,1,1,1,January
20240102,2024-01-02,2024,1,1,2,2,January
20240103,2024-01-03,2024,1,1,3,3,January
20240104,2024-01-04,2024,1,1,4,4,January
20240105,2024-01-05,2024,1,1,5,5,January
20240106,2024-01-06,2024,1,1,6,6,January
20240107,2024-01-07,2024,1,1,7,7,January
20240108,2024-01-08,2024,1,1,8,1,January
20240109,2024-01-09,2024,1,1,9,2,January
20240110,2024-01-10,2024,1,1,10,3,January
20240111,2024-01-11,2024,1,1,11,4,January
20240112,2024-01-12,2024,1,1,12,5,January
20240113,2024-01-13,2024,1,1,13,6,January
20240114,2024-01-14,2024,1,1,14,7,January
20240115,2024-01-15,2024,1,1,15,1,January
20240116,2024-01-16,2024,1,1,16,2,January
20240117,2024-01-17,2024,1,1,17,3,January
20240118,2024-01-18,2024,1,1,18,4,January
20240119,2024-01-19,2024,1,1,19,5,January
20240120,2024-01-20,2024,1,1,20,6,January
20240121,2024-01-21,2024,1,1,21,7,January
20240122,2024-01-22,2024,1,1,22,1,January
20240123,2024-01-23,2024,1,1,23,2,January
20240124,2024-01-24,2024,1,1,24,3,January
20240125,2024-01-25,2024,1,1,25,4,January
20240126,2024-01-26,2024,1,1,26,5,January
20240127,2024-01-27,2024,1,1,27,6,January
20240128,2024-01-28,2024,1,1,28,7,January
20240129,2024-01-29,2024,1,1,29,1,January
20240130,2024-01-30,2024,1,1,30,2,January
20240131,2024-01-31,2024,1,1,31,3,January
20240201,2024-02-01,2024,1,2,1,4,February
20240202,2024-02-02,2024,1,2,2,5,February
20240203,2024-02-03,2024,1,2,3,6,February
20240204,2024-02-04,2024,1,2,4,7,February
20240205,2024-02-05,2024,1,2,5,1,February
20240206,2024-02-06,2024,1,2,6,2,February
20240207,2024-02-07,2024,1,2,7,3,February
20240208,2024-02-08,2024,1,2,8,4,February
20240209,2024-02-09,2024,1,2,9,5,February
20240210,2024-02-10,2024,1,2,10,6,February
20240211,2024-02-11,2024,1,2,11,7,February
20240212,2024-02-12,2024,1,2,12,1,February
20240213,2024-02-13,2024,1,2,13,2,February
20240214,2024-02-14,2024,1,2,14,3,February
20240215,2024-02-15,2024,1,2,15,4,February
20240216,2024-02-16,2024,1,2,16,5,February
20240217,2024-02-17,2024,1,2,17,6,February
20240218,2024-02-18,2024,1,2,18,7,February
20240219,2024-02-19,2024,1,2,19,1,February
20240220,2024-02-20,2024,1,2,20,2,February
20240221,2024-02-21,2024,1,2,21,3,February
20240222,2024-02-22,2024,1,2,22,4,February
20240223,2024-02-23,2024,1,2,23,5,February
20240224,2024-02-24,2024,1,2,24,6,February
20240225,2024-02-25,2024,1,2,25,7,February
20240226,2024-02-26,2024,1,2,26,1,February
20240227,2024-02-27,2024,1,2,27,2,February
20240228,2024-02-28,2024,1,2,28,3,February
20240229,2024-02-29,2024,1,2,29,4,February
20240301,2024-03-01,2024,1,3,1,5,March
20240302,2024-03-02,2024,1,3,2,6,March
20240303,2024-03-03,2024,1,3,3,7,March
20240304,2024-03-04,2024,1,3,4,1,March
20240305,2024-03-05,2024,1,3,5,2,March
20240306,2024-03-06,2024,1,3,6,3,March
20240307,2024-03-07,2024,1,3,7,4,March
20240308,2024-03-08,2024,1,3,8,5,March
20240309,2024-03-09,2024,1,3,9,6,March
20240310,2024-03-10,2024,1,3,10,7,March
20240311,2024-03-11,2024,1,3,11,1,March
20240312,2024-03-12,2024,1,3,12,2,March
20240313,2024-03-13,2024,1,3,13,3,March
20240314,2024-03-14,2024,1,3,14,4,March
20240315,2024-03-15,2024,1,3,15,5,March
20240316,2024-03-16,2024,1,3,16,6,March
20240317,2024-03-17,2024,1,3,17,7,March
20240318,2024-03-18,2024,1,3,18,1,March
20240319,2024-03-19,2024,1,3,19,2,March
20240320,2024-03-20,2024,1,3,20,3,March
20240321,2024-03-21,2024,1,3,21,4,March
20240322,2024-03-22,2024,1,3,22,5,March
20240323,2024-03-23,2024,1,3,23,6,March
20240324,2024-03-24,2024,1,3,24,7,March
20240325,2024-03-25,2024,1,3,25,1,March
20240326,2024-03-26,2024,1,3,26,2,March
20240327,2024-03-27,2024,1,3,27,3,March
20240328,2024-03-28,2024,1,3,28,4,March
20240329,2024-03-29,2024,1,3,29,5,March
20240330,2024-03-30,2024,1,3,30,6,March
20240331,2024-03-31,2024,1,3,31,7,March
20240401,2024-04-01,2024,2,4,1,1,April
20240402,2024-04-02,2024,2,4,2,2,April
20240403,2024-04-03,2024,2,4,3,3,April
20240404,2024-04-04,2024,2,4,4,4,April
20240405,2024-04-05,2024,2,4,5,5,April
20240406,2024-04-06,2024,2,4,6,6,April
20240407,2024-04-07,2024,2,4,7,7,April
20240408,2024-04-08,2024,2,4,8,1,April
20240409,2024-04-09,2024,2,4,9,2,April
20240410,2024-04-10,2024,2,4,10,3,April
20240411,2024-04-11,2024,2,4,11,4,April
20240412,2024-04-12,2024,2,4,12,5,April
20240413,2024-04-13,2024,2,4,13,6,April
20240414,2024-04-14,2024,2,4,14,7,April
20240415,2024-04-15,2024,2,4,15,1,April
20240416,2024-04-16,2024,2,4,16,2,April
20240417,2024-04-17,2024,2,4,17,3,April
20240418,2024-04-18,2024,2,4,18,4,April
20240419,2024-04-19,2024,2,4,19,5,April
20240420,2024-04-20,2024,2,4,20,6,April
20240421,2024-04-21,2024,2,4,21,7,April
20240422,2024-04-22,2024,2,4,22,1,April
20240423,2024-04-23,2024,2,4,23,2,April
20240424,2024-04-24,2024,2,4,24,3,April
20240425,2024-04-25,2024,2,4,25,4,April
20240426,2024-04-26,2024,2,4,26,5,April
20240427,2024-04-27,2024,2,4,27,6,April
20240428,2024-04-28,2024,2,4,28,7,April
20240429,2024-04-29,2024,2,4,29,1,April
20240430,2024-04-30,2024,2,4,30,2,April
20240501,2024-05-01,2024,2,5,1,3,May
20240502,2024-05-02,2024,2,5,2,4,May
20240503,2024-05-03,2024,2,5,3,5,May
20240504,2024-05-04,2024,2,5,4,6,May
20240505,2024-05-05,2024,2,5,5,7,May
20240506,2024-05-06,2024,2,5,6,1,May
20240507,2024-05-07,2024,2,5,7,2,May
20240508,2024-05-08,2024,2,5,8,3,May
20240509,2024-05-09,2024,2,5,9,4,May
20240510,2024-05-10,2024,2,5,10,5,May
20240511,2024-05-11,2024,2,5,11,6,May
20240512,2024-05-12,2024,2,5,12,7,May
20240513,2024-05-13,2024,2,5,13,1,May
20240514,2024-05-14,2024,2,5,14,2,May
20240515,2024-05-15,2024,2,5,15,3,May
20240516,2024-05-16,2024,2,5,16,4,May
20240517,2024-05-17,2024,2,5,17,5,May
20240518,2024-05-18,2024,2,5,18,6,May
20240519,2024-05-19,2024,2,5,19,7,May
20240520,2024-05-20,2024,2,5,20,1,May
20240521,2024-05-21,2024,2,5,21,2,May
20240522,2024-05-22,2024,2,5,22,3,May
20240523,2024-05-23,2024,2,5,23,4,May
20240524,2024-05-24,2024,2,5,24,5,May
20240525,2024-05-25,2024,2,5,25,6,May
20240526,2024-05-26,2024,2,5,26,7,May
20240527,2024-05-27,2024,2,5,27,1,May
20240528,2024-05-28,2024,2,5,28,2,May
20240529,2024-05-29,2024,2,5,29,3,May
20240530,2024-05-30,2024,2,5,30,4,May
20240531,2024-05-31,2024,2,5,31,5,May
20240601,2024-06-01,2024,2,6,1,6,June
20240602,2024-06-02,2024,2,6,2,7,June
20240603,2024-06-03,2024,2,6,3,1,June
20240604,2024-06-04,2024,2,6,4,2,June
20240605,2024-06-05,2024,2,6,5,3,June
20240606,2024-06-06,2024,2,6,6,4,June
20240607,2024-06-07,2024,2,6,7,5,June
20240608,2024-06-08,2024,2,6,8,6,June
20240609,2024-06-09,2024,2,6,9,7,June
20240610,2024-06-10,2024,2,6,10,1,June
20240611,2024-06-11,2024,2,6,11,2,June
20240612,2024-06-12,2024,2,6,12,3,June
20240613,2024-06-13,2024,2,6,13,4,June
20240614,2024-06-14,2024,2,6,14,5,June
20240615,2024-06-15,2024,2,6,15,6,June
20240616,2024-06-16,2024,2,6,16,7,June
20240617,2024-06-17,2024,2,6,17,1,June
20240618,2024-06-18,2024,2,6,18,2,June
20240619,2024-06-19,2024,2,6,19,3,June
20240620,2024-06-20,2024,2,6,20,4,June
20240621,2024-06-21,2024,2,6,21,5,June
20240622,2024-06-22,2024,2,6,22,6,June
20240623,2024-06-23,2024,2,6,23,7,June
20240624,2024-06-24,2024,2,6,24,1,June
20240625,2024-06-25,2024,2,6,25,2,June
20240626,2024-06-26,2024,2,6,26,3,June
20240627,2024-06-27,2024,2,6,27,4,June
20240628,2024-06-28,2024,2,6,28,5,June
20240629,2024-06-29,2024,2,6,29,6,June
20240630,2024-06-30,2024,2,6,30,7,June
20240701,2024-07-01,2024,3,7,1,1,July
20240702,2024-07-02,2024,3,7,2,2,July
20240703,2024-07-03,2024,3,7,3,3,July
20240704,2024-07-04,2024,3,7,4,4,July
20240705,2024-07-05,2024,3,7,5,5,July
20240706,2024-07-06,2024,3,7,6,6,July
20240707,2024-07-07,2024,3,7,7,7,July
20240708,2024-07-08,2024,3,7,8,1,July
20240709,2024-07-09,2024,3,7,9,2,July
20240710,2024-07-10,2024,3,7,10,3,July
20240711,2024-07-11,2024,3,7,11,4,July
20240712,2024-07-12,2024,3,7,12,5,July
20240713,2024-07-13,2024,3,7,13,6,July
20240714,2024-07-14,2024,3,7,14,7,July
20240715,2024-07-15,2024,3,7,15,1,July
20240716,2024-07-16,2024,3,7,16,2,July
20240717,2024-07-17,2024,3,7,17,3,July
20240718,2024-07-18,2024,3,7,18,4,July
20240719,2024-07-19,2024,3,7,19,5,July
20240720,2024-07-20,2024,3,7,20,6,July
20240721,2024-07-21,2024,3,7,21,7,July
20240722,2024-07-22,2024,3,7,22,1,July
20240723,2024-07-23,2024,3,7,23,2,July
20240724,2024-07-24,2024,3,7,24,3,July
20240725,2024-07-25,2024,3,7,25,4,July
20240726,2024-07-26,2024,3,7,26,5,July
20240727,2024-07-27,2024,3,7,27,6,July
20240728,2024-07-28,2024,3,7,28,7,July
20240729,2024-07-29,2024,3,7,29,1,July
20240730,2024-07-30,2024,3,7,30,2,July
20240731,2024-07-31,2024,3,7,31,3,July
20240801,2024-08-01,2024,3,8,1,4,August
20240802,2024-08-02,2024,3,8,2,5,August
20240803,2024-08-03,2024,3,8,3,6,August
20240804,2024-08-04,2024,3,8,4,7,August
20240805,2024-08-05,2024,3,8,5,1,August
20240806,2024-08-06,2024,3,8,6,2,August
20240807,2024-08-07,2024,3,8,7,3,August
20240808,2024-08-08,2024,3,8,8,4,August
20240809,2024-08-09,2024,3,8,9,5,August
20240810,2024-08-10,2024,3,8,10,6,August
20240811,2024-08-11,2024,3,8,11,7,August
20240812,2024-08-12,2024,3,8,12,1,August
20240813,2024-08-13,2024,3,8,13,2,August
20240814,2024-08-14,2024,3,8,14,3,August
20240815,2024-08-15,2024,3,8,15,4,August
20240816,2024-08-16,2024,3,8,16,5,August
20240817,2024-08-17,2024,3,8,17,6,August
20240818,2024-08-18,2024,3,8,18,7,August
20240819,2024-08-19,2024,3,8,19,1,August
20240820,2024-08-20,2024,3,8,20,2,August
20240821,2024-08-21,2024,3,8,21,3,August
20240822,2024-08-22,2024,3,8,22,4,August
20240823,2024-08-23,2024,3,8,23,5,August
20240824,2024-08-24,2024,3,8,24,6,August
20240825,2024-08-25,2024,3,8,25,7,August
20240826,2024-08-26,2024,3,8,26,1,August
20240827,2024-08-27,2024,3,8,27,2,August
20240828,2024-08-28,2024,3,8,28,3,August
20240829,2024-08-29,2024,3,8,29,4,August
20240830,2024-08-30,2024,3,8,30,5,August
20240831,2024-08-31,2024,3,8,31,6,August
20240901,2024-09-01,2024,3,9,1,7,September
20240902,2024-09-02,2024,3,9,2,1,September
20240903,2024-09-03,2024,3,9,3,2,September
20240904,2024-09-04,2024,3,9,4,3,September
20240905,2024-09-05,2024,3,9,5,4,September
20240906,2024-09-06,2024,3,9,6,5,September
20240907,2024-09-07,2024,3,9,7,6,September
20240908,2024-09-08,2024,3,9,8,7,September
20240909,2024-09-09,2024,3,9,9,1,September
20240910,2024-09-10,2024,3,9,10,2,September
20240911,2024-09-11,2024,3,9,11,3,September
20240912,2024-09-12,2024,3,9,12,4,September
20240913,2024-09-13,2024,3,9,13,5,September
20240914,2024-09-14,2024,3,9,14,6,September
20240915,2024-09-15,2024,3,9,15,7,September
20240916,2024-09-16,2024,3,9,16,1,September
20240917,2024-09-17,2024,3,9,17,2,September
20240918,2024-09-18,2024,3,9,18,3,September
20240919,2024-09-19,2024,3,9,19,4,September
20240920,2024-09-20,2024,3,9,20,5,September
20240921,2024-09-21,2024,3,9,21,6,September
20240922,2024-09-22,2024,3,9,22,7,September
20240923,2024-09-23,2024,3,9,23,1,September
20240924,2024-09-24,2024,3,9,24,2,September
20240925,2024-09-25,2024,3,9,25,3,September
20240926,2024-09-26,2024,3,9,26,4,September
20240927,2024-09-27,2024,3,9,27,5,September
20240928,2024-09-28,2024,3,9,28,6,September
20240929,2024-09-29,2024,3,9,29,7,September
20240930,2024-09-30,2024,3,9,30,1,September
20241001,2024-10-01,2024,4,10,1,2,October
20241002,2024-10-02,2024,4,10,2,3,October
20241003,2024-10-03,2024,4,10,3,4,October
20241004,2024-10-04,2024,4,10,4,5,October
20241005,2024-10-05,2024,4,10,5,6,October
20241006,2024-10-06,2024,4,10,6,7,October
20241007,2024-10-07,2024,4,10,7,1,October
20241008,2024-10-08,2024,4,10,8,2,October
20241009,2024-10-09,2024,4,10,9,3,October
20241010,2024-10-10,2024,4,10,10,4,October
20241011,2024-10-11,2024,4,10,11,5,October
20241012,2024-10-12,2024,4,10,12,6,October
20241013,2024-10-13,2024,4,10,13,7,October
20241014,2024-10-14,2024,4,10,14,1,October
20241015,2024-10-15,2024,4,10,15,2,October
20241016,2024-10-16,2024,4,10,16,3,October
20241017,2024-10-17,2024,4,10,17,4,October
20241018,2024-10-18,2024,4,10,18,5,October
20241019,2024-10-19,2024,4,10,19,6,October
20241020,2024-10-20,2024,4,10,20,7,October
20241021,2024-10-21,2024,4,10,21,1,October
20241022,2024-10-22,2024,4,10,22,2,October
20241023,2024-10-23,2024,4,10,23,3,October
20241024,2024-10-24,2024,4,10,24,4,October
20241025,2024-10-25,2024,4,10,25,5,October
20241026,2024-10-26,2024,4,10,26,6,October
20241027,2024-10-27,2024,4,10,27,7,October
20241028,2024-10-28,2024,4,10,28,1,October
20241029,2024-10-29,2024,4,10,29,2,October
20241030,2024-10-30,2024,4,10,30,3,October
20241031,2024-10-31,2024,4,10,31,4,October
20241101,2024-11-01,2024,4,11,1,5,November
20241102,2024-11-02,2024,4,11,2,6,November
20241103,2024-11-03,2024,4,11,3,7,November
20241104,2024-11-04,2024,4,11,4,1,November
20241105,2024-11-05,2024,4,11,5,2,November
20241106,2024-11-06,2024,4,11,6,3,November
20241107,2024-11-07,2024,4,11,7,4,November
20241108,2024-11-08,2024,4,11,8,5,November
20241109,2024-11-09,2024,4,11,9,6,November
20241110,2024-11-10,2024,4,11,10,7,November
20241111,2024-11-11,2024,4,11,11,1,November
20241112,2024-11-12,2024,4,11,12,2,November
20241113,2024-11-13,2024,4,11,13,3,November
20241114,2024-11-14,2024,4,11,14,4,November
20241115,2024-11-15,2024,4,11,15,5,November
20241116,2024-11-16,2024,4,11,16,6,November
20241117,2024-11-17,2024,4,11,17,7,November
20241118,2024-11-18,2024,4,11,18,1,November
20241119,2024-11-19,2024,4,11,19,2,November
20241120,2024-11-20,2024,4,11,20,3,November
20241121,2024-11-21,2024,4,11,21,4,November
20241122,2024-11-22,2024,4,11,22,5,November
20241123,2024-11-23,2024,4,11,23,6,November
20241124,2024-11-24,2024,4,11,24,7,November
20241125,2024-11-25,2024,4,11,25,1,November
20241126,2024-11-26,2024,4,11,26,2,November
20241127,2024-11-27,2024,4,11,27,3,November
20241128,2024-11-28,2024,4,11,28,4,November
20241129,2024-11-29,2024,4,11,29,5,November
20241130,2024-11-30,2024,4,11,30,6,November
20241201,2024-12-01,2024,4,12,1,7,December
20241202,2024-12-02,2024,4,12,2,1,December
20241203,2024-12-03,2024,4,12,3,2,December
20241204,2024-12-04,2024,4,12,4,3,December
20241205,2024-12-05,2024,4,12,5,4,December
20241206,2024-12-06,2024,4,12,6,5,December
20241207,2024-12-07,2024,4,12,7,6,December
20241208,2024-12-08,2024,4,12,8,7,December
20241209,2024-12-09,2024,4,12,9,1,December
20241210,2024-12-10,2024,4,12,10,2,December
20241211,2024-12-11,2024,4,12,11,3,December
20241212,2024-12-12,2024,4,12,12,4,December
20241213,2024-12-13,2024,4,12,13,5,December
20241214,2024-12-14,2024,4,12,14,6,December
20241215,2024-12-15,2024,4,12,15,7,December
20241216,2024-12-16,2024,4,12,16,1,December
20241217,2024-12-17,2024,4,12,17,2,December
20241218,2024-12-18,2024,4,12,18,3,December
20241219,2024-12-19,2024,4,12,19,4,December
20241220,2024-12-20,2024,4,12,20,5,December
20241221,2024-12-21,2024,4,12,21,6,December
20241222,2024-12-22,2024,4,12,22,7,December
20241223,2024-12-23,2024,4,12,23,1,December
20241224,2024-12-24,2024,4,12,24,2,December
20241225,2024-12-25,2024,4,12,25,3,December
20241226,2024-12-26,2024,4,12,26,4,December
20241227,2024-12-27,2024,4,12,27,5,December
20241228,2024-12-28,2024,4,12,28,6,December
20241229,2024-12-29,2024,4,12,29,7,December
20241230,2024-12-30,2024,4,12,30,1,December
20241231,2024-12-31,2024,4,12,31,2,December
20250101,2025-01-01,2025,1,1,1,3,January
20250102,2025-01-02,2025,1,1,2,4,January
20250103,2025-01-03,2025,1,1,3,5,January
20250104,2025-01-04,2025,1,1,4,6,January
20250105,2025-01-05,2025,1,1,5,7,January
20250106,2025-01-06,2025,1,1,6,1,January
20250107,2025-01-07,2025,1,1,7,2,January
20250108,2025-01-08,2025,1,1,8,3,January
20250109,2025-01-09,2025,1,1,9,4,January
20250110,2025-01-10,2025,1,1,10,5,January
20250111,2025-01-11,2025,1,1,11,6,January
20250112,2025-01-12,2025,1,1,12,7,January
20250113,2025-01-13,2025,1,1,13,1,January
20250114,2025-01-14,2025,1,1,14,2,January
20250115,2025-01-15,2025,1,1,15,3,January
20250116,2025-01-16,2025,1,1,16,4,January
20250117,2025-01-17,2025,1,1,17,5,January
20250118,2025-01-18,2025,1,1,18,6,January
20250119,2025-01-19,2025,1,1,19,7,January
20250120,2025-01-20,2025,1,1,20,1,January
20250121,2025-01-21,2025,1,1,21,2,January
20250122,2025-01-22,2025,1,1,22,3,January
20250123,2025-01-23,2025,1,1,23,4,January
20250124,2025-01-24,2025,1,1,24,5,January
20250125,2025-01-25,2025,1,1,25,6,January
20250126,2025-01-26,2025,1,1,26,7,January
20250127,2025-01-27,2025,1,1,27,1,January
20250128,2025-01-28,2025,1,1,28,2,January
20250129,2025-01-29,2025,1,1,29,3,January
20250130,2025-01-30,2025,1,1,30,4,January
20250131,2025-01-31,2025,1,1,31,5,January
20250201,2025-02-01,2025,1,2,1,6,February
20250202,2025-02-02,2025,1,2,2,7,February
20250203,2025-02-03,2025,1,2,3,1,February
20250204,2025-02-04,2025,1,2,4,2,February
20250205,2025-02-05,2025,1,2,5,3,February
20250206,2025-02-06,2025,1,2,6,4,February
20250207,2025-02-07,2025,1,2,7,5,February
20250208,2025-02-08,2025,1,2,8,6,February
20250209,2025-02-09,2025,1,2,9,7,February
20250210,2025-02-10,2025,1,2,10,1,February
20250211,2025-02-11,2025,1,2,11,2,February
20250212,2025-02-12,2025,1,2,12,3,February
20250213,2025-02-13,2025,1,2,13,4,February
20250214,2025-02-14,2025,1,2,14,5,February
20250215,2025-02-15,2025,1,2,15,6,February
20250216,2025-02-16,2025,1,2,16,7,February
20250217,2025-02-17,2025,1,2,17,1,February
20250218,2025-02-18,2025,1,2,18,2,February
20250219,2025-02-19,2025,1,2,19,3,February
20250220,2025-02-20,2025,1,2,20,4,February
20250221,2025-02-21,2025,1,2,21,5,February
20250222,2025-02-22,2025,1,2,22,6,February
20250223,2025-02-23,2025,1,2,23,7,February
20250224,2025-02-24,2025,1,2,24,1,February
20250225,2025-02-25,2025,1,2,25,2,February
20250226,2025-02-26,2025,1,2,26,3,February
20250227,2025-02-27,2025,1,2,27,4,February
20250228,2025-02-28,2025,1,2,28,5,February
20250301,2025-03-01,2025,1,3,1,6,March
20250302,2025-03-02,2025,1,3,2,7,March
20250303,2025-03-03,2025,1,3,3,1,March
20250304,2025-03-04,2025,1,3,4,2,March
20250305,2025-03-05,2025,1,3,5,3,March
20250306,2025-03-06,2025,1,3,6,4,March
