Id;SleepDay; TotalSleepRecords ; TotalMinutesAsleep ; TotalTimeInBed ;;;;
7054423113;12/05/2016; 1 ; 321 ; 464 ;;;;
8622560552;12/04/2016; 1 ; 479 ; 321 ;;;;
8622560552;13/04/2016; 2 ; 172 ; 708 ;;;;
8622560552;14/04/2016; 1 ; 473 ; 622 ;;;;
8622560552;15/04/2016; 2 ; 227 ; 424 ;;;;
8622560552;16/04/2016; 1 ; 788 ; 619 ;;;;
8622560552;17/04/2016; 1 ; 546 ; 795 ;;;;
8622560552;18/04/2016; 2 ; 252 ; 435 ;;;;
8622560552;19/04/2016; 1 ; 711 ; 862 ;;;;
8622560552;21/04/2016; 2 ; 174 ; 151 ;;;;
8622560552;22/04/2016; 2 ; 597 ; 773 ;;;;
8622560552;23/04/2016; 2 ; 435 ; 619 ;;;;
8622560552;25/04/2016; 2 ; 329 ; 716 ;;;;
8622560552;26/04/2016; 1 ; 347 ; 569 ;;;;
8622560552;27/04/2016; 2 ; 656 ; 238 ;;;;
8622560552;28/04/2016; 1 ; 115 ; 897 ;;;;
8622560552;29/04/2016; 1 ; 561 ; 833 ;;;;
8622560552;30/04/2016; 1 ; 555 ; 168 ;;;;
8622560552;01/05/2016; 2 ; 379 ; 865 ;;;;
8622560552;02/05/2016; 2 ; 173 ; 856 ;;;;
8622560552;05/05/2016; 2 ; 445 ; 338 ;;;;
8622560552;06/05/2016; 1 ; 687 ; 639 ;;;;
8622560552;07/05/2016; 2 ; 718 ; 75 ;;;;
8622560552;08/05/2016; 1 ; 552 ; 882 ;;;;
8622560552;09/05/2016; 1 ; 471 ; 647 ;;;;
8622560552;10/05/2016; 1 ; 630 ; 153 ;;;;
6716659578;12/04/2016; 2 ; 527 ; 72 ;;;;
6716659578;13/04/2016; 2 ; 301 ; 144 ;;;;
6716659578;14/04/2016; 1 ; 720 ; 267 ;;;;
6716659578;20/04/2016; 1 ; 153 ; 702 ;;;;
6716659578;23/04/2016; 1 ; 686 ; 103 ;;;;
6716659578;28/04/2016; 2 ; 761 ; 172 ;;;;
6716659578;29/04/2016; 1 ; 519 ; 273 ;;;;
6716659578;01/05/2016; 1 ; 722 ; 529 ;;;;
6716659578;02/05/2016; 2 ; 372 ; 868 ;;;;
6716659578;03/05/2016; 1 ; 521 ; 161 ;;;;
6716659578;06/05/2016; 1 ; 530 ; 698 ;;;;
6716659578;07/05/2016; 1 ; 175 ; 947 ;;;;
6716659578;08/05/2016; 2 ; 735 ; 498 ;;;;
6716659578;09/05/2016; 1 ; 378 ; 597 ;;;;
6716659578;10/05/2016; 2 ; 308 ; 736 ;;;;
6716659578;11/05/2016; 2 ; 739 ; 192 ;;;;
6716659578;12/05/2016; 2 ; 544 ; 653 ;;;;
4085108104;13/04/2016; 2 ; 527 ; 257 ;;;;
4085108104;14/04/2016; 2 ; 588 ; 538 ;;;;
4085108104;15/04/2016; 2 ; 603 ; 324 ;;;;
4085108104;16/04/2016; 1 ; 622 ; 115 ;;;;
4085108104;17/04/2016; 1 ; 482 ; 126 ;;;;
4085108104;18/04/2016; 2 ; 498 ; 147 ;;;;
4085108104;19/04/2016; 1 ; 666 ; 359 ;;;;
4085108104;20/04/2016; 1 ; 189 ; 840 ;;;;
4085108104;23/04/2016; 2 ; 234 ; 445 ;;;;
4085108104;24/04/2016; 1 ; 94 ; 889 ;;;;
4085108104;25/04/2016; 1 ; 358 ; 456 ;;;;
4085108104;26/04/2016; 2 ; 134 ; 173 ;;;;
4085108104;27/04/2016; 1 ; 129 ; 286 ;;;;
4085108104;28/04/2016; 1 ; 622 ; 928 ;;;;
4085108104;01/05/2016; 1 ; 532 ; 694 ;;;;
4085108104;02/05/2016; 1 ; 118 ; 549 ;;;;
4085108104;06/05/2016; 1 ; 317 ; 414 ;;;;
4085108104;07/05/2016; 1 ; 151 ; 143 ;;;;
4085108104;09/05/2016; 1 ; 623 ; 852 ;;;;
4085108104;10/05/2016; 2 ; 179 ; 99 ;;;;
4085108104;12/05/2016; 2 ; 292 ; 872 ;;;;
6610329594;12/04/2016; 1 ; 142 ; 330 ;;;;
6610329594;13/04/2016; 2 ; 237 ; 878 ;;;;
6610329594;14/04/2016; 2 ; 448 ; 96 ;;;;
6610329594;15/04/2016; 2 ; 661 ; 542 ;;;;
6610329594;16/04/2016; 2 ; 63 ; 197 ;;;;
6610329594;18/04/2016; 1 ; 397 ; 655 ;;;;
6610329594;19/04/2016; 1 ; 297 ; 953 ;;;;
6610329594;21/04/2016; 2 ; 614 ; 311 ;;;;
6610329594;22/04/2016; 2 ; 447 ; 423 ;;;;
6610329594;23/04/2016; 2 ; 602 ; 924 ;;;;
6610329594;25/04/2016; 2 ; 431 ; 485 ;;;;
6610329594;28/04/2016; 2 ; 505 ; 828 ;;;;
6610329594;29/04/2016; 2 ; 95 ; 613 ;;;;
6610329594;03/05/2016; 1 ; 328 ; 688 ;;;;
6610329594;04/05/2016; 2 ; 168 ; 810 ;;;;
6610329594;06/05/2016; 2 ; 454 ; 664 ;;;;
6610329594;08/05/2016; 1 ; 276 ; 861 ;;;;
6610329594;09/05/2016; 1 ; 409 ; 403 ;;;;
6610329594;10/05/2016; 1 ; 771 ; 520 ;;;;
6610329594;11/05/2016; 1 ; 179 ; 309 ;;;;
6610329594;12/05/2016; 1 ; 371 ; 344 ;;;;
7888240785;12/04/2016; 1 ; 770 ; 70 ;;;;
7888240785;14/04/2016; 1 ; 191 ; 257 ;;;;
7888240785;15/04/2016; 2 ; 407 ; 241 ;;;;
7888240785;16/04/2016; 2 ; 246 ; 339 ;;;;
7888240785;17/04/2016; 1 ; 154 ; 532 ;;;;
7888240785;18/04/2016; 2 ; 362 ; 538 ;;;;
7888240785;19/04/2016; 2 ; 96 ; 369 ;;;;
7888240785;21/04/2016; 2 ; 710 ; 66 ;;;;
7888240785;22/04/2016; 2 ; 153 ; 141 ;;;;
7888240785;26/04/2016; 2 ; 409 ; 329 ;;;;
7888240785;27/04/2016; 2 ; 588 ; 663 ;;;;
7888240785;28/04/2016; 1 ; 513 ; 220 ;;;;
7888240785;29/04/2016; 2 ; 222 ; 550 ;;;;
7888240785;02/05/2016; 1 ; 675 ; 317 ;;;;
7888240785;03/05/2016; 2 ; 768 ; 751 ;;;;
7888240785;04/05/2016; 2 ; 167 ; 190 ;;;;
7888240785;06/05/2016; 2 ; 681 ; 107 ;;;;
7888240785;07/05/2016; 1 ; 326 ; 279 ;;;;
7888240785;08/05/2016; 2 ; 221 ; 703 ;;;;
7888240785;09/05/2016; 2 ; 370 ; 202 ;;;;
7888240785;10/05/2016; 2 ; 494 ; 109 ;;;;
7888240785;11/05/2016; 2 ; 102 ; 745 ;;;;
7888240785;12/05/2016; 1 ; 661 ; 347 ;;;;
6787796860;12/04/2016; 2 ; 93 ; 219 ;;;;
6787796860;13/04/2016; 1 ; 436 ; 796 ;;;;
6787796860;14/04/2016; 1 ; 784 ; 873 ;;;;
6787796860;15/04/2016; 1 ; 416 ; 479 ;;;;
6787796860;16/04/2016; 1 ; 399 ; 370 ;;;;
6787796860;17/04/2016; 1 ; 387 ; 388 ;;;;
6787796860;18/04/2016; 1 ; 581 ; 162 ;;;;
6787796860;19/04/2016; 2 ; 306 ; 436 ;;;;
6787796860;20/04/2016; 1 ; 197 ; 189 ;;;;
6787796860;21/04/2016; 2 ; 331 ; 475 ;;;;
6787796860;22/04/2016; 1 ; 227 ; 104 ;;;;
6787796860;23/04/2016; 1 ; 778 ; 852 ;;;;
6787796860;24/04/2016; 1 ; 541 ; 124 ;;;;
6787796860;25/04/2016; 2 ; 663 ; 532 ;;;;
6787796860;26/04/2016; 1 ; 760 ; 803 ;;;;
6787796860;27/04/2016; 2 ; 157 ; 779 ;;;;
6787796860;29/04/2016; 1 ; 473 ; 242 ;;;;
6787796860;01/05/2016; 1 ; 121 ; 485 ;;;;
6787796860;02/05/2016; 1 ; 434 ; 678 ;;;;
6787796860;03/05/2016; 1 ; 640 ; 941 ;;;;
6787796860;06/05/2016; 1 ; 731 ; 155 ;;;;
6787796860;07/05/2016; 2 ; 408 ; 115 ;;;;
6787796860;10/05/2016; 2 ; 474 ; 548 ;;;;
6787796860;11/05/2016; 1 ; 564 ; 616 ;;;;
6787796860;12/05/2016; 2 ; 90 ; 531 ;;;;
4332822104;13/04/2016; 1 ; 417 ; 577 ;;;;
4332822104;14/04/2016; 1 ; 103 ; 173 ;;;;
4332822104;15/04/2016; 2 ; 631 ; 221 ;;;;
4332822104;16/04/2016; 1 ; 318 ; 646 ;;;;
4332822104;18/04/2016; 1 ; 359 ; 632 ;;;;
4332822104;19/04/2016; 2 ; 70 ; 833 ;;;;
4332822104;20/04/2016; 1 ; 426 ; 482 ;;;;
4332822104;22/04/2016; 2 ; 643 ; 698 ;;;;
4332822104;23/04/2016; 2 ; 648 ; 196 ;;;;
4332822104;28/04/2016; 1 ; 440 ; 86 ;;;;
4332822104;29/04/2016; 1 ; 512 ; 612 ;;;;
4332822104;30/04/2016; 1 ; 422 ; 766 ;;;;
4332822104;03/05/2016; 2 ; 352 ; 544 ;;;;
4332822104;04/05/2016; 2 ; 159 ; 62 ;;;;
4332822104;05/05/2016; 1 ; 60 ; 180 ;;;;
4332822104;06/05/2016; 1 ; 88 ; 88 ;;;;
4332822104;07/05/2016; 2 ; 493 ; 923 ;;;;
4332822104;08/05/2016; 1 ; 705 ; 294 ;;;;
4332822104;09/05/2016; 2 ; 572 ; 361 ;;;;
4332822104;11/05/2016; 2 ; 478 ; 303 ;;;;
4332822104;12/05/2016; 1 ; 347 ; 901 ;;;;
7185886116;12/04/2016; 1 ; 268 ; 565 ;;;;
7185886116;14/04/2016; 1 ; 442 ; 539 ;;;;
7185886116;15/04/2016; 2 ; 145 ; 940 ;;;;
7185886116;16/04/2016; 2 ; 686 ; 579 ;;;;
7185886116;19/04/2016; 2 ; 749 ; 297 ;;;;
7185886116;20/04/2016; 2 ; 703 ; 151 ;;;;
7185886116;21/04/2016; 1 ; 647 ; 117 ;;;;
7185886116;23/04/2016; 1 ; 701 ; 887 ;;;;
7185886116;27/04/2016; 2 ; 203 ; 639 ;;;;
7185886116;30/04/2016; 1 ; 677 ; 363 ;;;;
7185886116;01/05/2016; 2 ; 338 ; 952 ;;;;
7185886116;02/05/2016; 1 ; 709 ; 172 ;;;;
7185886116;05/05/2016; 1 ; 325 ; 123 ;;;;
7185886116;06/05/2016; 2 ; 663 ; 314 ;;;;
7185886116;08/05/2016; 1 ; 690 ; 654 ;;;;
7185886116;09/05/2016; 2 ; 699 ; 843 ;;;;
7185886116;10/05/2016; 2 ; 554 ; 740 ;;;;
7185886116;12/05/2016; 1 ; 380 ; 526 ;;;;
6549197728;13/04/2016; 1 ; 333 ; 352 ;;;;
6549197728;15/04/2016; 2 ; 324 ; 195 ;;;;
6549197728;16/04/2016; 1 ; 231 ; 262 ;;;;
6549197728;17/04/2016; 2 ; 543 ; 198 ;;;;
6549197728;18/04/2016; 1 ; 305 ; 499 ;;;;
6549197728;19/04/2016; 2 ; 150 ; 959 ;;;;
6549197728;22/04/2016; 1 ; 267 ; 705 ;;;;
6549197728;23/04/2016; 2 ; 140 ; 269 ;;;;
6549197728;24/04/2016; 1 ; 387 ; 583 ;;;;
6549197728;25/04/2016; 2 ; 466 ; 368 ;;;;
6549197728;26/04/2016; 2 ; 172 ; 151 ;;;;
6549197728;27/04/2016; 2 ; 341 ; 867 ;;;;
6549197728;30/04/2016; 2 ; 723 ; 480 ;;;;
6549197728;01/05/2016; 1 ; 713 ; 666 ;;;;
6549197728;03/05/2016; 2 ; 590 ; 648 ;;;;
6549197728;04/05/2016; 2 ; 521 ; 778 ;;;;
6549197728;06/05/2016; 2 ; 665 ; 249 ;;;;
6549197728;07/05/2016; 1 ; 220 ; 354 ;;;;
6549197728;08/05/2016; 2 ; 570 ; 257 ;;;;
6549197728;11/05/2016; 1 ; 300 ; 532 ;;;;
6549197728;12/05/2016; 1 ; 441 ; 901 ;;;;
1843112422;12/04/2016; 1 ; 124 ; 762 ;;;;
1843112422;13/04/2016; 2 ; 63 ; 223 ;;;;
1843112422;14/04/2016; 1 ; 451 ; 818 ;;;;
1843112422;15/04/2016; 2 ; 469 ; 919 ;;;;
1843112422;16/04/2016; 2 ; 279 ; 875 ;;;;
1843112422;17/04/2016; 2 ; 475 ; 564 ;;;;
1843112422;18/04/2016; 2 ; 698 ; 779 ;;;;
1843112422;20/04/2016; 2 ; 419 ; 917 ;;;;
1843112422;21/04/2016; 2 ; 114 ; 174 ;;;;
1843112422;23/04/2016; 2 ; 368 ; 616 ;;;;
1843112422;24/04/2016; 2 ; 567 ; 555 ;;;;
1843112422;25/04/2016; 1 ; 386 ; 600 ;;;;
1843112422;26/04/2016; 1 ; 492 ; 96 ;;;;
1843112422;27/04/2016; 2 ; 497 ; 410 ;;;;
1843112422;28/04/2016; 2 ; 338 ; 75 ;;;;
1843112422;30/04/2016; 2 ; 746 ; 544 ;;;;
1843112422;03/05/2016; 1 ; 652 ; 267 ;;;;
1843112422;05/05/2016; 2 ; 655 ; 884 ;;;;
1843112422;06/05/2016; 1 ; 340 ; 178 ;;;;
1843112422;07/05/2016; 1 ; 388 ; 449 ;;;;
1843112422;09/05/2016; 1 ; 242 ; 903 ;;;;
1843112422;10/05/2016; 2 ; 365 ; 443 ;;;;
1843112422;11/05/2016; 1 ; 781 ; 603 ;;;;
1621075946;12/04/2016; 2 ; 589 ; 718 ;;;;
1621075946;14/04/2016; 2 ; 322 ; 80 ;;;;
1621075946;16/04/2016; 1 ; 747 ; 767 ;;;;
1621075946;18/04/2016; 1 ; 404 ; 929 ;;;;
1621075946;20/04/2016; 2 ; 198 ; 208 ;;;;
1621075946;21/04/2016; 2 ; 130 ; 227 ;;;;
1621075946;22/04/2016; 2 ; 786 ; 720 ;;;;
1621075946;23/04/2016; 1 ; 661 ; 68 ;;;;
1621075946;24/04/2016; 1 ; 156 ; 941 ;;;;
1621075946;27/04/2016; 2 ; 571 ; 446 ;;;;
1621075946;28/04/2016; 1 ; 93 ; 835 ;;;;
1621075946;29/04/2016; 1 ; 153 ; 402 ;;;;
1621075946;01/05/2016; 1 ; 338 ; 145 ;;;;
1621075946;03/05/2016; 1 ; 688 ; 764 ;;;;
1621075946;05/05/2016; 2 ; 463 ; 530 ;;;;
1621075946;06/05/2016; 1 ; 182 ; 177 ;;;;
1621075946;07/05/2016; 2 ; 509 ; 179 ;;;;
1621075946;08/05/2016; 1 ; 314 ; 404 ;;;;
1621075946;11/05/2016; 1 ; 617 ; 789 ;;;;
1621075946;12/05/2016; 2 ; 495 ; 495 ;;;;
7659564185;13/04/2016; 1 ; 62 ; 336 ;;;;
7659564185;14/04/2016; 1 ; 81 ; 267 ;;;;
7659564185;16/04/2016; 2 ; 152 ; 232 ;;;;
7659564185;17/04/2016; 1 ; 290 ; 520 ;;;;
7659564185;18/04/2016; 1 ; 333 ; 442 ;;;;
7659564185;19/04/2016; 1 ; 617 ; 448 ;;;;
7659564185;20/04/2016; 1 ; 372 ; 452 ;;;;
7659564185;22/04/2016; 2 ; 637 ; 522 ;;;;
7659564185;25/04/2016; 1 ; 79 ; 280 ;;;;
7659564185;26/04/2016; 1 ; 497 ; 264 ;;;;
7659564185;28/04/2016; 1 ; 300 ; 513 ;;;;
7659564185;29/04/2016; 2 ; 369 ; 657 ;;;;
7659564185;30/04/2016; 1 ; 435 ; 236 ;;;;
7659564185;01/05/2016; 1 ; 788 ; 294 ;;;;
7659564185;03/05/2016; 1 ; 426 ; 857 ;;;;
7659564185;04/05/2016; 2 ; 70 ; 417 ;;;;
7659564185;05/05/2016; 2 ; 683 ; 158 ;;;;
7659564185;07/05/2016; 2 ; 758 ; 922 ;;;;
7659564185;08/05/2016; 1 ; 691 ; 417 ;;;;
7659564185;10/05/2016; 2 ; 86 ; 169 ;;;;
7659564185;11/05/2016; 2 ; 304 ; 439 ;;;;
7659564185;12/05/2016; 2 ; 360 ; 736 ;;;;
3013061725;13/04/2016; 1 ; 763 ; 806 ;;;;
3013061725;14/04/2016; 2 ; 566 ; 587 ;;;;
3013061725;18/04/2016; 2 ; 232 ; 384 ;;;;
3013061725;19/04/2016; 1 ; 87 ; 114 ;;;;
3013061725;20/04/2016; 2 ; 774 ; 335 ;;;;
3013061725;21/04/2016; 2 ; 300 ; 183 ;;;;
3013061725;23/04/2016; 2 ; 114 ; 329 ;;;;
3013061725;25/04/2016; 2 ; 359 ; 724 ;;;;
3013061725;26/04/2016; 1 ; 588 ; 756 ;;;;
3013061725;28/04/2016; 2 ; 711 ; 91 ;;;;
3013061725;30/04/2016; 2 ; 568 ; 127 ;;;;
3013061725;01/05/2016; 1 ; 563 ; 902 ;;;;
3013061725;02/05/2016; 1 ; 366 ; 944 ;;;;
3013061725;03/05/2016; 1 ; 602 ; 879 ;;;;
3013061725;04/05/2016; 2 ; 427 ; 297 ;;;;
3013061725;05/05/2016; 2 ; 581 ; 181 ;;;;
3013061725;06/05/2016; 2 ; 246 ; 821 ;;;;
3013061725;07/05/2016; 2 ; 410 ; 881 ;;;;
3013061725;09/05/2016; 1 ; 176 ; 749 ;;;;
3013061725;10/05/2016; 2 ; 516 ; 878 ;;;;
3013061725;11/05/2016; 2 ; 538 ; 709 ;;;;
3013061725;12/05/2016; 2 ; 242 ; 254 ;;;;
4918720941;12/04/2016; 1 ; 358 ; 141 ;;;;
4918720941;13/04/2016; 1 ; 118 ; 477 ;;;;
4918720941;14/04/2016; 2 ; 311 ; 568 ;;;;
4918720941;15/04/2016; 2 ; 468 ; 312 ;;;;
4918720941;16/04/2016; 1 ; 508 ; 533 ;;;;
4918720941;18/04/2016; 1 ; 364 ; 597 ;;;;
4918720941;19/04/2016; 2 ; 572 ; 287 ;;;;
4918720941;20/04/2016; 2 ; 137 ; 936 ;;;;
4918720941;21/04/2016; 1 ; 159 ; 333 ;;;;
4918720941;22/04/2016; 2 ; 118 ; 404 ;;;;
4918720941;23/04/2016; 1 ; 492 ; 244 ;;;;
4918720941;25/04/2016; 2 ; 272 ; 431 ;;;;
4918720941;26/04/2016; 2 ; 725 ; 496 ;;;;
4918720941;28/04/2016; 2 ; 633 ; 422 ;;;;
4918720941;30/04/2016; 2 ; 592 ; 229 ;;;;
4918720941;01/05/2016; 1 ; 145 ; 612 ;;;;
4918720941;02/05/2016; 1 ; 447 ; 748 ;;;;
4918720941;04/05/2016; 1 ; 288 ; 366 ;;;;
4918720941;05/05/2016; 2 ; 681 ; 331 ;;;;
4918720941;06/05/2016; 2 ; 63 ; 765 ;;;;
4918720941;07/05/2016; 1 ; 705 ; 253 ;;;;
4918720941;08/05/2016; 2 ; 212 ; 347 ;;;;
4918720941;09/05/2016; 2 ; 235 ; 778 ;;;;
4918720941;10/05/2016; 1 ; 420 ; 824 ;;;;
4918720941;11/05/2016; 2 ; 584 ; 448 ;;;;
4918720941;12/05/2016; 1 ; 300 ; 355 ;;;;
2767326741;12/04/2016; 1 ; 284 ; 480 ;;;;
2767326741;15/04/2016; 2 ; 277 ; 91 ;;;;
2767326741;16/04/2016; 2 ; 149 ; 347 ;;;;
2767326741;20/04/2016; 2 ; 96 ; 396 ;;;;
2767326741;21/04/2016; 1 ; 368 ; 655 ;;;;
2767326741;22/04/2016; 2 ; 424 ; 237 ;;;;
2767326741;23/04/2016; 1 ; 69 ; 457 ;;;;
2767326741;24/04/2016; 2 ; 486 ; 847 ;;;;
2767326741;26/04/2016; 2 ; 775 ; 878 ;;;;
2767326741;27/04/2016; 1 ; 287 ; 479 ;;;;
2767326741;28/04/2016; 1 ; 377 ; 749 ;;;;
2767326741;29/04/2016; 1 ; 237 ; 843 ;;;;
2767326741;30/04/2016; 1 ; 83 ; 127 ;;;;
2767326741;01/05/2016; 2 ; 773 ; 689 ;;;;
2767326741;02/05/2016; 1 ; 536 ; 153 ;;;;
2767326741;04/05/2016; 1 ; 374 ; 473 ;;;;
2767326741;05/05/2016; 2 ; 232 ; 698 ;;;;
2767326741;06/05/2016; 2 ; 347 ; 803 ;;;;
2767326741;07/05/2016; 2 ; 534 ; 604 ;;;;
2767326741;08/05/2016; 1 ; 733 ; 474 ;;;;
2767326741;10/05/2016; 2 ; 626 ; 599 ;;;;
3453570312;12/04/2016; 2 ; 457 ; 784 ;;;;
3453570312;13/04/2016; 2 ; 705 ; 910 ;;;;
3453570312;14/04/2016; 2 ; 488 ; 550 ;;;;
3453570312;15/04/2016; 2 ; 396 ; 115 ;;;;
3453570312;16/04/2016; 1 ; 140 ; 475 ;;;;
3453570312;17/04/2016; 2 ; 425 ; 951 ;;;;
3453570312;19/04/2016; 2 ; 298 ; 478 ;;;;
3453570312;20/04/2016; 2 ; 478 ; 254 ;;;;
3453570312;23/04/2016; 2 ; 761 ; 441 ;;;;
3453570312;24/04/2016; 1 ; 403 ; 306 ;;;;
3453570312;25/04/2016; 1 ; 326 ; 697 ;;;;
3453570312;26/04/2016; 2 ; 345 ; 683 ;;;;
3453570312;28/04/2016; 1 ; 508 ; 343 ;;;;
3453570312;29/04/2016; 2 ; 523 ; 410 ;;;;
3453570312;01/05/2016; 2 ; 768 ; 597 ;;;;
3453570312;02/05/2016; 2 ; 116 ; 756 ;;;;
3453570312;03/05/2016; 2 ; 365 ; 812 ;;;;
3453570312;04/05/2016; 2 ; 341 ; 583 ;;;;
3453570312;06/05/2016; 1 ; 281 ; 261 ;;;;
3453570312;10/05/2016; 1 ; 68 ; 885 ;;;;
3453570312;11/05/2016; 2 ; 410 ; 811 ;;;;
3453570312;12/05/2016; 1 ; 537 ; 626 ;;;;
1604077616;12/04/2016; 1 ; 770 ; 313 ;;;;
1604077616;15/04/2016; 1 ; 492 ; 132 ;;;;
1604077616;16/04/2016; 2 ; 688 ; 950 ;;;;
1604077616;17/04/2016; 2 ; 589 ; 832 ;;;;
1604077616;18/04/2016; 2 ; 687 ; 452 ;;;;
1604077616;19/04/2016; 1 ; 483 ; 294 ;;;;
1604077616;20/04/2016; 1 ; 182 ; 738 ;;;;
1604077616;22/04/2016; 2 ; 685 ; 96 ;;;;
1604077616;24/04/2016; 1 ; 788 ; 266 ;;;;
1604077616;25/04/2016; 2 ; 449 ; 552 ;;;;
1604077616;26/04/2016; 2 ; 418 ; 493 ;;;;
1604077616;30/04/2016; 2 ; 709 ; 657 ;;;;
1604077616;02/05/2016; 2 ; 524 ; 176 ;;;;
1604077616;03/05/2016; 1 ; 402 ; 915 ;;;;
1604077616;04/05/2016; 1 ; 537 ; 198 ;;;;
1604077616;05/05/2016; 2 ; 713 ; 433 ;;;;
1604077616;06/05/2016; 2 ; 515 ; 684 ;;;;
1604077616;07/05/2016; 1 ; 779 ; 784 ;;;;
1604077616;08/05/2016; 2 ; 449 ; 519 ;;;;
1604077616;09/05/2016; 2 ; 91 ; 679 ;;;;
1604077616;12/05/2016; 2 ; 64 ; 765 ;;;;
2036750866;13/04/2016; 1 ; 254 ; 311 ;;;;
2036750866;14/04/2016; 1 ; 488 ; 344 ;;;;
2036750866;15/04/2016; 2 ; 535 ; 934 ;;;;
2036750866;16/04/2016; 1 ; 66 ; 908 ;;;;
2036750866;18/04/2016; 1 ; 654 ; 278 ;;;;
2036750866;19/04/2016; 1 ; 272 ; 409 ;;;;
2036750866;20/04/2016; 2 ; 449 ; 933 ;;;;
2036750866;21/04/2016; 2 ; 716 ; 676 ;;;;
2036750866;22/04/2016; 2 ; 291 ; 303 ;;;;
2036750866;23/04/2016; 2 ; 751 ; 597 ;;;;
2036750866;26/04/2016; 2 ; 712 ; 611 ;;;;
2036750866;27/04/2016; 1 ; 211 ; 506 ;;;;
2036750866;28/04/2016; 1 ; 256 ; 127 ;;;;
2036750866;29/04/2016; 1 ; 509 ; 551 ;;;;
2036750866;30/04/2016; 1 ; 430 ; 957 ;;;;
2036750866;04/05/2016; 1 ; 180 ; 563 ;;;;
2036750866;05/05/2016; 2 ; 212 ; 238 ;;;;
2036750866;06/05/2016; 1 ; 721 ; 915 ;;;;
2036750866;07/05/2016; 1 ; 792 ; 939 ;;;;
2036750866;08/05/2016; 2 ; 679 ; 595 ;;;;
2036750866;09/05/2016; 2 ; 205 ; 398 ;;;;
2036750866;11/05/2016; 1 ; 558 ; 906 ;;;;
2036750866;12/05/2016; 2 ; 124 ; 117 ;;;;
3175454193;12/04/2016; 1 ; 193 ; 349 ;;;;
3175454193;15/04/2016; 1 ; 730 ; 889 ;;;;
3175454193;17/04/2016; 1 ; 289 ; 330 ;;;;
3175454193;18/04/2016; 2 ; 739 ; 379 ;;;;
3175454193;19/04/2016; 2 ; 331 ; 347 ;;;;
3175454193;21/04/2016; 2 ; 683 ; 730 ;;;;
3175454193;22/04/2016; 2 ; 640 ; 721 ;;;;
3175454193;23/04/2016; 1 ; 738 ; 754 ;;;;
3175454193;26/04/2016; 2 ; 383 ; 710 ;;;;
3175454193;01/05/2016; 1 ; 724 ; 544 ;;;;
3175454193;02/05/2016; 2 ; 710 ; 159 ;;;;
3175454193;04/05/2016; 2 ; 610 ; 812 ;;;;
3175454193;05/05/2016; 2 ; 736 ; 931 ;;;;
3175454193;07/05/2016; 2 ; 575 ; 597 ;;;;
3175454193;08/05/2016; 2 ; 419 ; 103 ;;;;
3175454193;09/05/2016; 1 ; 510 ; 871 ;;;;
3175454193;10/05/2016; 1 ; 622 ; 939 ;;;;
3175454193;12/05/2016; 1 ; 664 ; 173 ;;;;
5532402303;12/04/2016; 2 ; 419 ; 679 ;;;;
5532402303;14/04/2016; 1 ; 367 ; 162 ;;;;
5532402303;18/04/2016; 2 ; 460 ; 929 ;;;;
5532402303;19/04/2016; 1 ; 709 ; 113 ;;;;
5532402303;21/04/2016; 1 ; 166 ; 870 ;;;;
5532402303;22/04/2016; 2 ; 224 ; 868 ;;;;
5532402303;23/04/2016; 2 ; 321 ; 90 ;;;;
5532402303;25/04/2016; 2 ; 617 ; 682 ;;;;
5532402303;28/04/2016; 1 ; 532 ; 698 ;;;;
5532402303;30/04/2016; 1 ; 678 ; 649 ;;;;
5532402303;02/05/2016; 1 ; 622 ; 353 ;;;;
5532402303;03/05/2016; 1 ; 563 ; 472 ;;;;
5532402303;04/05/2016; 2 ; 612 ; 214 ;;;;
5532402303;05/05/2016; 1 ; 470 ; 256 ;;;;
5532402303;06/05/2016; 2 ; 291 ; 305 ;;;;
5532402303;08/05/2016; 2 ; 194 ; 88 ;;;;
5532402303;10/05/2016; 2 ; 595 ; 243 ;;;;
7401287223;14/04/2016; 2 ; 546 ; 726 ;;;;
7401287223;15/04/2016; 1 ; 559 ; 557 ;;;;
7401287223;17/04/2016; 1 ; 607 ; 758 ;;;;
7401287223;18/04/2016; 1 ; 723 ; 869 ;;;;
7401287223;20/04/2016; 1 ; 609 ; 95 ;;;;
7401287223;22/04/2016; 2 ; 452 ; 278 ;;;;
7401287223;23/04/2016; 2 ; 183 ; 107 ;;;;
7401287223;24/04/2016; 1 ; 684 ; 760 ;;;;
7401287223;25/04/2016; 1 ; 636 ; 882 ;;;;
7401287223;28/04/2016; 2 ; 160 ; 360 ;;;;
7401287223;29/04/2016; 2 ; 553 ; 170 ;;;;
7401287223;01/05/2016; 1 ; 173 ; 760 ;;;;
7401287223;02/05/2016; 1 ; 730 ; 616 ;;;;
7401287223;03/05/2016; 2 ; 599 ; 497 ;;;;
7401287223;04/05/2016; 1 ; 357 ; 654 ;;;;
7401287223;05/05/2016; 2 ; 100 ; 694 ;;;;
7401287223;06/05/2016; 2 ; 746 ; 665 ;;;;
7401287223;07/05/2016; 1 ; 338 ; 923 ;;;;
7401287223;08/05/2016; 1 ; 337 ; 176 ;;;;
7401287223;11/05/2016; 1 ; 268 ; 647 ;;;;
7401287223;12/05/2016; 2 ; 361 ; 402 ;;;;
5222680273;12/04/2016; 2 ; 409 ; 209 ;;;;
