User_ID;ActivityDate;Steps;Distance;Fast KM;Slow KM;Active Min;Inactive Min;Rest Min; Calories 
5103026098;12/04/2016;12.001;9;4;6;40;10;8;2.306
5103026098;13/04/2016;3.898;3;2;1;19;2;2;3.730
5103026098;14/04/2016;7.994;6;2;4;18;9;4;2.501
5103026098;15/04/2016;12.500;9;3;6;41;8;12;3.065
5103026098;16/04/2016;13.943;10;3;8;29;20;8;2.398
5103026098;17/04/2016;14.526;11;3;8;35;19;8;2.762
5103026098;19/04/2016;9.972;7;2;6;19;7;11;4.390
5103026098;21/04/2016;7.740;6;3;3;36;4;5;4.092
5103026098;22/04/2016;14.354;11;5;6;59;9;7;2.838
5103026098;23/04/2016;1.111;1;0;0;3;1;1;2.654
5103026098;24/04/2016;16.495;12;9;3;108;6;7;3.879
5103026098;25/04/2016;12.534;9;6;4;71;7;3;2.018
5103026098;26/04/2016;11.130;8;6;3;65;3;5;2.387
5103026098;27/04/2016;4.544;3;2;2;26;2;2;3.555
5103026098;28/04/2016;4.619;3;2;1;25;1;2;2.037
5103026098;29/04/2016;15.476;12;7;4;82;10;6;2.493
5103026098;30/04/2016;15.064;11;8;3;96;4;7;2.932
5103026098;01/05/2016;12.011;9;5;4;55;7;4;2.676
5103026098;02/05/2016;1.488;1;0;0;3;2;1;4.441
5103026098;03/05/2016;5.642;4;3;2;28;3;1;3.396
5103026098;04/05/2016;7.782;6;4;2;45;5;2;1.712
5103026098;05/05/2016;9.348;7;2;6;18;11;8;2.535
5103026098;06/05/2016;8.658;6;4;3;48;3;3;3.183
5103026098;07/05/2016;14.276;11;4;6;46;9;13;4.052
5103026098;08/05/2016;12.915;10;5;4;47;12;5;2.065
5103026098;11/05/2016;9.592;7;2;6;22;13;8;2.434
5103026098;12/05/2016;15.058;11;5;6;56;13;7;1.777
6635694563;13/04/2016;12.424;9;3;6;26;11;9;2.417
6635694563;17/04/2016;13.019;10;6;4;59;5;5;1.889
6635694563;19/04/2016;12.526;9;4;6;41;11;5;4.315
6635694563;20/04/2016;8.179;6;5;2;51;2;2;1.774
6635694563;21/04/2016;6.107;5;1;4;16;6;5;1.686
6635694563;22/04/2016;16.332;12;9;4;100;6;3;2.832
6635694563;23/04/2016;9.704;7;2;5;27;8;10;3.786
6635694563;24/04/2016;1.731;1;1;0;12;1;1;3.164
6635694563;27/04/2016;16.714;13;6;7;55;12;9;3.954
6635694563;28/04/2016;14.230;11;6;4;70;7;9;2.464
6635694563;30/04/2016;8.063;6;2;4;22;8;6;2.997
6635694563;01/05/2016;5.078;4;2;2;20;4;3;3.662
6635694563;02/05/2016;15.821;12;6;6;70;12;9;3.892
6635694563;03/05/2016;12.628;9;3;6;30;11;13;2.675
6635694563;05/05/2016;10.087;8;3;5;32;6;9;2.815
6635694563;06/05/2016;14.515;11;5;6;53;9;11;1.700
6635694563;07/05/2016;13.833;10;5;4;55;12;7;3.727
6635694563;08/05/2016;14.090;11;3;7;35;9;9;3.971
6635694563;09/05/2016;4.940;4;1;3;11;4;5;3.643
6635694563;10/05/2016;6.255;5;2;3;29;4;3;1.672
6635694563;11/05/2016;14.649;11;7;4;86;5;5;2.606
6635694563;12/05/2016;14.634;11;5;6;58;14;9;1.900
2380642386;12/04/2016;10.642;8;5;4;50;7;3;3.623
2380642386;13/04/2016;14.767;11;7;4;79;8;6;3.903
2380642386;14/04/2016;7.901;6;3;3;30;5;6;2.862
2380642386;16/04/2016;3.419;3;2;1;20;1;2;3.817
2380642386;17/04/2016;14.587;11;5;6;49;10;12;1.948
2380642386;18/04/2016;4.931;4;2;2;22;3;3;3.674
2380642386;19/04/2016;9.210;7;4;3;46;5;6;2.449
2380642386;21/04/2016;13.043;10;5;5;59;7;7;3.760
2380642386;23/04/2016;7.736;6;4;2;37;4;4;3.327
2380642386;25/04/2016;7.499;6;4;2;42;3;2;2.321
2380642386;26/04/2016;7.229;5;2;3;27;5;6;3.581
2380642386;27/04/2016;2.761;2;1;1;10;2;2;3.678
2380642386;28/04/2016;13.856;10;5;6;50;15;6;3.234
2380642386;29/04/2016;3.187;2;1;2;7;3;2;1.550
2380642386;30/04/2016;271;0;0;0;1;0;0;3.989
2380642386;03/05/2016;14.738;11;4;8;39;19;8;1.585
2380642386;05/05/2016;341;0;0;0;1;0;0;3.019
2380642386;08/05/2016;3.760;3;1;2;14;4;2;4.281
2380642386;11/05/2016;6.162;5;1;4;18;6;5;2.158
3349007817;14/04/2016;12.553;9;6;4;62;8;6;2.271
3349007817;15/04/2016;7.283;5;3;2;29;6;4;3.639
3349007817;16/04/2016;15.907;12;5;8;47;18;7;3.215
3349007817;17/04/2016;3.568;3;2;0;21;2;1;1.570
3349007817;18/04/2016;17.011;13;4;8;42;18;9;3.051
3349007817;19/04/2016;1.040;1;1;0;6;0;0;2.158
3349007817;20/04/2016;7.894;6;2;4;26;9;6;3.105
3349007817;22/04/2016;16.396;12;4;8;41;14;16;3.561
3349007817;24/04/2016;7.314;5;4;2;38;3;2;2.207
3349007817;25/04/2016;7.352;6;3;3;30;3;5;2.430
3349007817;26/04/2016;2.584;2;1;0;13;2;1;3.973
3349007817;28/04/2016;634;0;0;0;2;0;0;4.070
3349007817;29/04/2016;11.667;9;5;3;62;6;7;2.470
3349007817;30/04/2016;11.493;9;5;4;50;9;4;4.148
3349007817;02/05/2016;7.296;5;3;2;32;6;3;4.272
3349007817;03/05/2016;9.375;7;4;3;39;5;5;3.377
3349007817;04/05/2016;12.623;9;3;6;37;13;6;1.630
3349007817;06/05/2016;7.035;5;1;4;14;5;5;2.756
7539978204;13/04/2016;9.464;7;4;4;44;9;5;2.395
7539978204;14/04/2016;5.796;4;2;2;22;3;3;1.970
7539978204;15/04/2016;14.312;11;8;3;81;4;4;4.302
7539978204;16/04/2016;14.457;11;5;6;56;14;6;3.715
7539978204;18/04/2016;15.500;12;8;4;83;8;5;4.439
7539978204;19/04/2016;6.337;5;2;4;18;8;5;2.296
7539978204;23/04/2016;11.110;8;5;3;54;4;6;4.041
7539978204;24/04/2016;14.505;11;4;6;44;11;9;3.161
7539978204;26/04/2016;17.052;13;7;6;83;10;8;2.701
7539978204;29/04/2016;4.917;4;2;2;19;3;4;3.391
7539978204;30/04/2016;7.242;5;4;2;46;3;2;3.946
7539978204;03/05/2016;11.999;9;4;5;46;6;10;3.982
7539978204;05/05/2016;1.037;1;0;0;2;1;1;4.013
7539978204;06/05/2016;14.498;11;5;6;53;15;6;3.835
7539978204;07/05/2016;6.714;5;1;3;14;6;7;1.522
7539978204;08/05/2016;10.206;8;4;4;44;7;3;1.629
7539978204;09/05/2016;10.801;8;5;3;53;5;4;3.480
7539978204;10/05/2016;4.740;4;2;2;20;4;2;3.820
7539978204;11/05/2016;6.049;5;3;2;30;4;2;2.526
7539978204;12/05/2016;3.614;3;1;2;8;5;3;2.225
7890774271;12/04/2016;14.776;11;5;6;48;16;6;2.592
7890774271;13/04/2016;4.592;3;1;3;12;4;5;2.045
7890774271;14/04/2016;15.596;12;7;4;77;12;7;4.097
7890774271;15/04/2016;14.045;11;5;6;53;11;5;4.132
7890774271;16/04/2016;16.405;12;7;6;83;11;5;2.980
7890774271;17/04/2016;8.471;6;2;4;20;12;5;2.582
7890774271;19/04/2016;9.383;7;2;4;20;10;7;3.020
7890774271;21/04/2016;15.117;11;7;4;80;5;5;1.765
7890774271;22/04/2016;6.826;5;3;2;34;3;2;3.615
7890774271;24/04/2016;11.902;9;6;4;56;7;5;2.307
7890774271;25/04/2016;658;0;0;0;3;0;0;3.457
7890774271;28/04/2016;13.923;10;8;3;93;5;4;3.004
7890774271;29/04/2016;739;1;0;0;4;0;0;2.448
7890774271;30/04/2016;3.270;2;1;2;6;4;3;4.435
7890774271;01/05/2016;6.526;5;2;3;20;5;4;3.420
7890774271;04/05/2016;13.733;10;4;6;52;15;9;1.999
7890774271;06/05/2016;16.610;12;4;8;47;14;16;2.906
7890774271;07/05/2016;521;0;0;0;3;0;0;4.013
7890774271;10/05/2016;10.037;8;3;4;38;7;6;3.944
7890774271;11/05/2016;2.593;2;1;0;13;2;1;3.648
7890774271;12/05/2016;13.037;10;5;4;66;9;4;4.077
2240372478;13/04/2016;4.795;4;2;1;28;2;2;4.413
2240372478;14/04/2016;8.558;6;5;2;55;4;3;3.472
2240372478;16/04/2016;11.276;8;3;6;34;13;8;2.648
2240372478;18/04/2016;7.042;5;2;3;22;4;4;2.498
2240372478;20/04/2016;16.707;13;5;8;54;15;11;3.761
2240372478;21/04/2016;17.109;13;7;6;86;11;8;2.345
2240372478;23/04/2016;4.613;3;2;2;22;2;2;3.868
2240372478;24/04/2016;13.020;10;6;4;74;7;4;1.842
2240372478;25/04/2016;10.159;8;5;2;53;6;3;2.401
2240372478;26/04/2016;11.413;9;4;5;35;7;7;4.258
2240372478;29/04/2016;8.647;6;4;2;44;7;3;1.513
2240372478;01/05/2016;11.330;8;5;4;55;7;5;2.451
2240372478;03/05/2016;14.058;11;5;6;59;10;5;3.092
2240372478;04/05/2016;7.736;6;2;4;24;9;5;1.756
2240372478;05/05/2016;14.025;11;5;6;54;8;8;3.914
2240372478;06/05/2016;3.891;3;2;0;26;2;1;3.538
2240372478;07/05/2016;798;1;0;0;2;1;1;3.899
2240372478;08/05/2016;13.212;10;6;4;70;9;4;2.448
2240372478;09/05/2016;7.031;5;2;3;21;5;7;1.554
2240372478;10/05/2016;1.334;1;1;0;6;1;1;4.271
2240372478;12/05/2016;6.579;5;3;3;25;3;5;1.576
5514261986;12/04/2016;3.245;2;1;2;15;2;2;2.008
5514261986;13/04/2016;14.107;11;3;8;29;10;10;2.792
5514261986;14/04/2016;7.253;5;3;2;42;3;4;3.202
5514261986;15/04/2016;7.150;5;2;4;28;6;5;1.887
5514261986;16/04/2016;4.917;4;1;3;13;4;3;3.537
5514261986;17/04/2016;3.170;2;2;0;20;1;1;2.711
5514261986;20/04/2016;7.846;6;2;4;25;5;5;2.967
5514261986;22/04/2016;521;0;0;0;4;0;0;1.980
5514261986;23/04/2016;3.786;3;1;1;14;2;3;4.341
5514261986;24/04/2016;15.260;11;6;6;64;7;7;4.364
5514261986;25/04/2016;614;0;0;0;2;0;0;2.763
5514261986;26/04/2016;15.471;12;3;8;33;21;13;1.986
5514261986;29/04/2016;709;1;0;0;4;0;0;4.314
5514261986;30/04/2016;4.411;3;2;2;15;2;2;3.843
5514261986;02/05/2016;6.207;5;3;2;35;4;2;2.519
5514261986;05/05/2016;11.913;9;6;3;59;4;6;4.362
5514261986;06/05/2016;10.825;8;3;4;34;12;5;2.352
5514261986;07/05/2016;12.054;9;4;5;38;9;10;4.110
5514261986;08/05/2016;8.987;7;2;4;22;9;7;2.302
5514261986;09/05/2016;13.009;10;3;8;28;18;11;2.669
5514261986;10/05/2016;12.871;10;7;3;78;3;3;4.040
5514261986;11/05/2016;8.175;6;4;2;43;5;3;3.184
7731115297;12/04/2016;15.378;12;5;7;57;9;9;4.093
7731115297;16/04/2016;11.502;9;4;4;50;9;4;3.866
7731115297;18/04/2016;9.088;7;2;6;17;10;5;4.484
7731115297;19/04/2016;16.693;13;7;6;89;10;8;2.360
7731115297;20/04/2016;6.804;5;3;2;34;5;3;1.745
7731115297;23/04/2016;8.378;6;4;2;38;6;4;4.026
7731115297;25/04/2016;15.369;12;7;4;82;5;8;2.845
7731115297;26/04/2016;16.892;13;9;3;108;6;7;2.219
7731115297;04/05/2016;10.748;8;3;4;37;9;7;2.171
7731115297;05/05/2016;1.686;1;0;1;5;1;1;2.592
7731115297;06/05/2016;15.051;11;8;4;82;6;3;3.564
7731115297;07/05/2016;2.673;2;1;2;6;4;2;2.320
7731115297;08/05/2016;10.803;8;2;6;25;15;6;3.128
7731115297;10/05/2016;4.546;3;2;1;23;2;2;2.632
7731115297;11/05/2016;3.112;2;1;2;12;3;2;3.934
7731115297;12/05/2016;8.800;7;2;4;17;10;7;3.705
2175799565;13/04/2016;9.112;7;3;4;30;7;5;3.988
2175799565;14/04/2016;15.732;12;5;7;59;11;14;2.272
2175799565;18/04/2016;1.014;1;0;0;5;0;0;3.642
2175799565;19/04/2016;14.107;11;5;6;60;7;11;3.968
2175799565;22/04/2016;8.147;6;4;2;44;4;4;2.553
2175799565;23/04/2016;1.068;1;0;0;2;1;1;1.511
2175799565;24/04/2016;13.707;10;3;7;38;9;9;3.874
2175799565;25/04/2016;950;1;0;0;4;1;1;1.688
2175799565;26/04/2016;1.751;1;1;0;6;2;1;3.205
2175799565;29/04/2016;3.929;3;2;2;22;3;2;3.017
2175799565;30/04/2016;6.139;5;3;1;40;2;2;3.601
2175799565;01/05/2016;2.963;2;2;0;15;1;1;4.476
2175799565;05/05/2016;4.092;3;2;1;17;2;2;3.157
2175799565;08/05/2016;2.735;2;1;2;7;3;1;2.178
2175799565;11/05/2016;7.016;5;3;2;38;4;2;3.134
2175799565;12/05/2016;9.206;7;5;2;52;5;3;2.526
4633526901;13/04/2016;16.915;13;5;8;52;20;8;1.944
4633526901;16/04/2016;14.785;11;8;3;82;4;6;4.008
4633526901;18/04/2016;1.913;1;1;0;10;1;1;3.937
4633526901;19/04/2016;9.990;7;4;4;47;8;5;3.381
4633526901;22/04/2016;7.069;5;3;3;28;5;4;2.428
4633526901;23/04/2016;5.982;4;1;3;13;5;6;2.164
4633526901;25/04/2016;4.473;3;2;2;23;3;1;2.648
4633526901;27/04/2016;16.092;12;5;7;58;11;9;4.298
4633526901;29/04/2016;15.049;11;4;7;50;12;14;3.926
4633526901;01/05/2016;12.150;9;4;4;52;12;5;3.446
4633526901;03/05/2016;5.927;4;1;3;13;4;6;2.986
4633526901;04/05/2016;1.052;1;1;0;6;0;0;4.195
4633526901;06/05/2016;7.543;6;4;2;43;4;2;3.098
4633526901;07/05/2016;2.963;2;1;2;9;3;2;3.363
4633526901;10/05/2016;4.065;3;2;2;20;4;2;4.192
4633526901;11/05/2016;4.199;3;2;0;24;2;1;4.355
4633526901;12/05/2016;8.170;6;4;2;48;4;3;2.258
3752728973;13/04/2016;6.290;5;2;2;22;7;4;2.655
3752728973;15/04/2016;311;0;0;0;1;0;0;2.616
3752728973;16/04/2016;15.567;12;7;4;81;9;4;2.422
3752728973;17/04/2016;15.406;12;4;8;44;19;8;2.094
3752728973;18/04/2016;12.984;10;4;6;43;8;12;1.813
3752728973;19/04/2016;16.772;13;6;6;68;16;6;4.409
3752728973;21/04/2016;14.479;11;8;3;88;5;4;1.970
3752728973;22/04/2016;6.159;5;3;2;32;2;2;4.103
3752728973;23/04/2016;3.010;2;1;2;9;2;2;1.663
3752728973;24/04/2016;2.427;2;1;0;14;2;1;3.532
3752728973;26/04/2016;16.740;13;8;4;95;12;5;3.902
3752728973;28/04/2016;1.291;1;0;0;2;1;1;3.973
3752728973;29/04/2016;1.224;1;0;0;4;1;1;1.664
3752728973;02/05/2016;6.958;5;3;3;30;5;5;4.057
3752728973;03/05/2016;14.044;11;7;4;75;8;3;4.298
3752728973;05/05/2016;15.629;12;4;8;36;11;11;2.020
3752728973;06/05/2016;3.177;2;2;0;19;1;1;3.950
3752728973;07/05/2016;9.194;7;5;2;57;3;3;2.817
3752728973;10/05/2016;15.385;12;3;9;33;14;11;1.666
3752728973;12/05/2016;3.017;2;1;1;13;2;1;3.169
2238776873;12/04/2016;2.437;2;1;0;12;2;1;2.469
2238776873;13/04/2016;16.066;12;5;6;60;9;9;1.928
2238776873;14/04/2016;9.869;7;3;4;39;7;8;2.789
2238776873;15/04/2016;8.882;7;4;2;41;5;3;1.886
2238776873;16/04/2016;3.388;3;1;2;10;4;2;3.668
2238776873;17/04/2016;8.334;6;4;2;40;5;2;4.448
2238776873;18/04/2016;12.279;9;2;6;25;11;13;4.154
2238776873;19/04/2016;6.817;5;1;4;14;5;5;3.651
2238776873;23/04/2016;7.531;6;2;4;21;5;8;2.727
2238776873;24/04/2016;17.349;13;9;4;106;6;8;2.982
2238776873;28/04/2016;15.369;12;4;8;45;18;7;3.819
2238776873;29/04/2016;273;0;0;0;2;0;0;1.707
2238776873;30/04/2016;4.951;4;2;2;23;2;3;2.041
2238776873;01/05/2016;3.602;3;1;2;7;3;4;2.357
2238776873;06/05/2016;14.058;11;7;4;85;7;5;1.749
2238776873;07/05/2016;1.819;1;1;0;12;1;1;2.598
2238776873;08/05/2016;6.281;5;1;3;13;6;7;2.849
2238776873;10/05/2016;12.992;10;7;3;71;4;4;4.232
2238776873;11/05/2016;3.344;3;1;2;12;3;2;2.593
3455474534;12/04/2016;6.893;5;2;3;27;5;4;3.414
3455474534;13/04/2016;14.354;11;6;4;60;12;5;1.684
3455474534;15/04/2016;1.794;1;1;0;9;1;0;2.021
3455474534;16/04/2016;9.121;7;3;4;29;8;6;3.662
3455474534;20/04/2016;14.686;11;8;3;84;5;7;3.695
3455474534;21/04/2016;12.958;10;7;4;73;8;3;3.321
3455474534;22/04/2016;13.506;10;4;6;36;11;13;3.150
3455474534;23/04/2016;13.511;10;6;4;71;7;5;2.936
3455474534;25/04/2016;16.775;13;5;8;58;15;7;3.191
3455474534;26/04/2016;3.299;2;2;1;16;1;1;3.815
3455474534;27/04/2016;1.187;1;0;0;3;1;1;1.997
3455474534;29/04/2016;5.067;4;2;2;17;3;4;2.527
3455474534;02/05/2016;10.771;8;5;3;53;5;6;3.390
3455474534;03/05/2016;11.597;9;3;6;33;9;11;3.704
3455474534;04/05/2016;205;0;0;0;1;0;0;3.969
3455474534;06/05/2016;11.645;9;2;6;24;11;9;2.783
3455474534;07/05/2016;16.792;13;9;3;93;5;4;3.358
3455474534;08/05/2016;3.752;3;2;1;23;1;1;3.342
3455474534;09/05/2016;7.341;6;2;4;21;7;4;2.477
3455474534;12/05/2016;10.849;8;4;4;51;8;4;3.922
2576724326;12/04/2016;16.575;12;8;4;92;8;6;3.054
2576724326;13/04/2016;8.775;7;4;3;43;4;3;3.005
2576724326;14/04/2016;7.759;6;2;4;24;10;4;4.274
2576724326;15/04/2016;17.294;13;5;9;54;11;17;2.706
2576724326;16/04/2016;5.888;4;2;2;20;6;2;2.564
2576724326;17/04/2016;9.112;7;2;5;21;7;7;4.316
2576724326;20/04/2016;17.431;13;9;4;89;8;6;4.090
2576724326;21/04/2016;16.324;12;9;3;92;4;6;2.204
2576724326;22/04/2016;6.631;5;3;2;37;3;4;1.864
2576724326;23/04/2016;13.596;10;4;6;43;8;13;2.495
2576724326;25/04/2016;16.124;12;6;6;74;8;8;3.958
2576724326;27/04/2016;10.111;8;3;4;32;11;7;3.692
2576724326;28/04/2016;190;0;0;0;1;0;0;3.582
2576724326;29/04/2016;2.088;2;0;1;5;2;2;3.554
2576724326;30/04/2016;1.377;1;1;0;7;1;1;1.759
2576724326;02/05/2016;6.468;5;2;3;18;5;6;3.744
2576724326;04/05/2016;4.716;4;2;2;16;4;2;2.362
2576724326;06/05/2016;10.298;8;2;6;24;9;11;1.735
2576724326;08/05/2016;16.619;12;4;9;37;15;17;2.993
2576724326;09/05/2016;9.024;7;4;3;48;4;6;1.763
2576724326;10/05/2016;8.345;6;4;2;49;4;4;3.285
2576724326;12/05/2016;8.375;6;4;2;39;6;2;2.325
8048975553;12/04/2016;2.860;2;1;1;11;1;2;4.220
8048975553;13/04/2016;3.729;3;2;1;19;2;1;2.007
8048975553;14/04/2016;12.691;10;6;3;69;4;6;2.027
8048975553;15/04/2016;5.464;4;2;2;26;3;3;3.176
8048975553;16/04/2016;2.939;2;1;1;14;1;2;3.471
8048975553;17/04/2016;10.316;8;4;4;39;7;8;3.522
8048975553;18/04/2016;12.321;9;4;4;43;10;5;3.971
8048975553;19/04/2016;4.661;3;2;2;16;5;3;2.324
8048975553;20/04/2016;3.526;3;1;2;9;2;2;2.066
8048975553;22/04/2016;4.185;3;1;2;11;4;3;3.556
8048975553;23/04/2016;8.350;6;2;4;21;9;6;2.400
8048975553;25/04/2016;1.033;1;0;0;4;1;0;2.023
8048975553;26/04/2016;3.292;2;1;2;10;4;2;3.912
8048975553;28/04/2016;124;0;0;0;0;0;0;3.330
8048975553;29/04/2016;17.255;13;5;8;48;14;16;2.794
8048975553;30/04/2016;16.165;12;7;6;72;9;11;2.279
8048975553;01/05/2016;15.514;12;8;3;87;6;7;2.429
8048975553;02/05/2016;10.332;8;4;4;36;7;6;2.685
8048975553;04/05/2016;15.205;11;4;7;52;9;14;3.892
8048975553;05/05/2016;10.341;8;4;4;40;7;8;4.307
8048975553;06/05/2016;14.280;11;7;4;75;6;8;3.105
8048975553;07/05/2016;12.648;9;7;2;73;6;4;2.775
8048975553;10/05/2016;11.993;9;4;4;51;12;7;2.561
8048975553;11/05/2016;16.981;13;8;5;98;8;9;1.897
8048975553;12/05/2016;4.338;3;1;2;12;4;4;3.262
5195557418;12/04/2016;6.555;5;2;3;23;5;4;4.293
5195557418;13/04/2016;4.543;3;2;2;17;3;4;3.853
5195557418;17/04/2016;17.254;13;8;5;78;9;10;3.241
5195557418;18/04/2016;8.366;6;3;4;38;6;3;3.235
5195557418;21/04/2016;14.496;11;3;8;38;19;12;2.099
5195557418;22/04/2016;6.933;5;2;2;23;6;3;1.598
5195557418;23/04/2016;4.869;4;2;2;23;3;2;3.810
5195557418;24/04/2016;8.817;7;2;5;24;6;6;1.506
5195557418;26/04/2016;6.312;5;3;2;35;5;2;2.988
5195557418;27/04/2016;297;0;0;0;1;0;0;1.721
5195557418;30/04/2016;10.223;8;2;6;25;10;8;2.179
5195557418;02/05/2016;14.763;11;4;7;41;10;10;4.204
5195557418;03/05/2016;8.741;7;2;4;25;6;6;2.585
5195557418;04/05/2016;16.526;12;6;6;58;9;9;3.008
5195557418;05/05/2016;6.457;5;2;3;23;4;6;2.568
5195557418;08/05/2016;6.899;5;4;2;36;3;2;4.111
5195557418;09/05/2016;7.700;6;4;2;43;5;2;3.592
5195557418;10/05/2016;3.215;2;1;2;16;2;1;3.620
5195557418;11/05/2016;3.400;3;2;0;19;2;1;2.279
6400877034;13/04/2016;16.068;12;6;6;74;12;6;2.717
6400877034;14/04/2016;14.658;11;4;8;41;18;7;2.568
6400877034;16/04/2016;11.250;8;6;3;72;4;3;4.484
6400877034;17/04/2016;1.029;1;0;0;3;1;1;3.699
6400877034;18/04/2016;9.465;7;5;2;61;4;3;3.733
6400877034;19/04/2016;16.354;12;7;6;76;7;11;3.492
6400877034;20/04/2016;13.944;10;7;4;68;9;5;2.133
6400877034;21/04/2016;388;0;0;0;2;0;0;3.355
6400877034;22/04/2016;14.167;11;5;6;64;11;5;2.691
6400877034;23/04/2016;4.562;3;1;2;13;5;2;4.210
6400877034;24/04/2016;9.655;7;4;2;47;7;3;3.857
6400877034;25/04/2016;11.803;9;6;2;69;5;4;2.267
6400877034;27/04/2016;12.074;9;5;4;51;5;5;2.585
6400877034;29/04/2016;10.495;8;6;3;55;3;3;1.660
6400877034;02/05/2016;6.359;5;2;2;27;5;4;1.680
6400877034;04/05/2016;10.126;8;6;2;67;4;3;4.326
6400877034;06/05/2016;10.311;8;4;4;47;9;3;2.356
6400877034;07/05/2016;12.043;9;5;4;51;8;6;3.095
6400877034;10/05/2016;15.811;12;3;9;41;11;11;3.658
6400877034;11/05/2016;2.359;2;1;0;15;1;1;2.096
6400877034;12/05/2016;14.242;11;8;4;91;6;3;2.085
8697774514;12/04/2016;4.843;4;3;1;30;2;2;1.892
8697774514;13/04/2016;16.295;12;5;8;50;18;7;2.736
8697774514;14/04/2016;2.587;2;1;1;6;2;3;2.102
8697774514;15/04/2016;11.389;9;6;3;56;4;4;1.529
8697774514;17/04/2016;10.890;8;4;4;53;8;4;4.102
8697774514;18/04/2016;1.787;1;1;0;6;2;1;2.186
8697774514;20/04/2016;14.255;11;3;8;33;13;15;3.190
8697774514;21/04/2016;1.347;1;0;0;4;1;1;2.202
8697774514;22/04/2016;879;1;0;0;2;1;1;3.373
8697774514;23/04/2016;10.433;8;2;6;23;14;6;3.405
8697774514;24/04/2016;10.039;8;5;3;53;5;5;2.540
8697774514;26/04/2016;2.774;2;1;2;7;4;1;1.598
8697774514;27/04/2016;11.423;9;4;4;45;6;6;3.863
8697774514;28/04/2016;2.040;2;1;1;7;1;2;3.020
8697774514;29/04/2016;1.007;1;0;0;3;1;1;4.484
8697774514;02/05/2016;3.406;3;1;2;12;4;2;3.302
8697774514;03/05/2016;3.689;3;2;2;19;3;2;3.009
8697774514;04/05/2016;2.560;2;1;2;6;3;2;3.733
8697774514;05/05/2016;2.965;2;1;2;8;3;1;1.747
8697774514;06/05/2016;15.151;11;8;3;95;5;7;2.549
8697774514;07/05/2016;5.673;4;2;2;27;2;4;3.301
8697774514;08/05/2016;11.909;9;3;6;40;8;8;2.351
8697774514;09/05/2016;15.953;12;4;8;43;10;15;1.921
8697774514;10/05/2016;15.006;11;3;9;35;11;11;3.116
2690233327;12/04/2016;3.638;3;2;1;18;1;2;1.871
2690233327;13/04/2016;12.459;9;5;4;48;9;5;4.472
2690233327;14/04/2016;16.269;12;5;6;60;17;10;3.912
2690233327;15/04/2016;16.770;13;7;6;69;14;8;2.996
2690233327;16/04/2016;3.398;3;1;1;12;2;3;3.482
2690233327;17/04/2016;908;1;1;0;5;0;0;3.199
2690233327;18/04/2016;13.210;10;6;4;74;8;4;3.745
2690233327;19/04/2016;10.545;8;4;4;44;6;9;3.038
2690233327;21/04/2016;6.737;5;3;3;32;4;5;3.623
2690233327;22/04/2016;99;0;0;0;0;0;0;2.186
2690233327;23/04/2016;10.068;8;5;2;60;5;4;3.079
2690233327;26/04/2016;3.675;3;2;0;22;2;1;3.305
2690233327;27/04/2016;16.580;12;8;4;82;11;4;4.460
2690233327;29/04/2016;9.720;7;4;3;47;6;7;2.018
2690233327;30/04/2016;14.874;11;7;4;80;7;6;4.468
2690233327;01/05/2016;12.037;9;6;2;76;7;3;1.826
2690233327;02/05/2016;14.541;11;7;4;74;7;6;3.682
2690233327;03/05/2016;12.154;9;3;6;38;8;8;1.982
2690233327;04/05/2016;6.594;5;2;4;22;6;5;3.026
2690233327;07/05/2016;11.283;8;6;2;75;4;3;2.813
2690233327;08/05/2016;14.161;11;5;6;50;11;6;3.980
2690233327;09/05/2016;2.808;2;1;1;11;2;2;4.330
2690233327;10/05/2016;3.893;3;2;0;25;2;1;1.739
2690233327;12/05/2016;1.539;1;0;1;3;1;2;1.663
4881993727;13/04/2016;6.401;5;2;3;29;4;5;2.910
4881993727;14/04/2016;11.794;9;3;6;28;16;9;3.139
4881993727;16/04/2016;1.825;1;1;0;9;1;1;1.604
4881993727;17/04/2016;9.941;7;2;5;25;8;7;4.176
4881993727;21/04/2016;1.434;1;0;0;4;1;1;3.085
4881993727;22/04/2016;3.417;3;1;2;12;4;2;2.306
4881993727;23/04/2016;7.781;6;2;4;21;10;6;3.696
4881993727;26/04/2016;9.713;7;3;5;29;6;6;1.787
4881993727;28/04/2016;15.029;11;6;4;64;10;5;1.637
4881993727;30/04/2016;6.908;5;2;2;27;7;3;3.238
4881993727;01/05/2016;12.509;9;3;7;26;9;9;3.035
4881993727;02/05/2016;10.827;8;6;2;57;6;2;2.607
4881993727;06/05/2016;7.968;6;2;3;27;6;7;4.053
4881993727;07/05/2016;10.699;8;5;3;56;4;4;3.440
4881993727;08/05/2016;4.559;3;2;2;18;4;2;2.261
4881993727;09/05/2016;8.589;6;2;5;23;6;6;3.241
4881993727;10/05/2016;2.547;2;1;0;13;1;1;4.212
3948528538;12/04/2016;9.112;7;3;4;31;10;6;4.061
3948528538;13/04/2016;5.451;4;2;2;18;6;4;1.905
3948528538;14/04/2016;15.105;11;5;6;60;13;6;3.268
3948528538;15/04/2016;11.326;8;4;4;37;12;5;3.401
3948528538;16/04/2016;11.604;9;6;2;75;6;4;2.979
3948528538;18/04/2016;9.083;7;2;5;20;6;6;3.138
3948528538;19/04/2016;9.269;7;5;2;51;3;3;3.377
