Id;Steps Day;Steps Hour;No of Steps
2026352035;30/04/2016; 10 ; 296 
2026352035;30/04/2016; 11 ; 63 
2026352035;30/04/2016; 12 ; 1.102 
2026352035;30/04/2016; 13 ; 815 
2026352035;30/04/2016; 14 ; 373 
2026352035;30/04/2016; 15 ; 116 
2026352035;30/04/2016; 16 ; 139 
2026352035;30/04/2016; 17 ; 233 
2026352035;30/04/2016; 18 ; 153 
2026352035;30/04/2016; 19 ; 199 
2026352035;30/04/2016; 20 ; 226 
2026352035;30/04/2016; 21 ;  -  
2026352035;30/04/2016; 22 ; 27 
2026352035;30/04/2016; 23 ;  -  
2026352035;01/05/2016;  -  ;  -  
2026352035;01/05/2016; 1 ;  -  
2026352035;01/05/2016; 2 ;  -  
2026352035;01/05/2016; 3 ;  -  
2026352035;01/05/2016; 4 ;  -  
2026352035;01/05/2016; 5 ;  -  
2026352035;01/05/2016; 6 ; 391 
2026352035;01/05/2016; 7 ; 234 
2026352035;01/05/2016; 8 ; 166 
2026352035;01/05/2016; 9 ; 94 
2026352035;01/05/2016; 10 ; 1.116 
2026352035;01/05/2016; 11 ; 121 
2026352035;01/05/2016; 12 ; 128 
2026352035;01/05/2016; 13 ; 125 
2026352035;01/05/2016; 14 ; 190 
2026352035;01/05/2016; 15 ; 67 
2026352035;01/05/2016; 16 ; 166 
2026352035;01/05/2016; 17 ; 234 
2026352035;01/05/2016; 18 ; 139 
2026352035;01/05/2016; 19 ; 138 
2026352035;01/05/2016; 20 ; 149 
2026352035;01/05/2016; 21 ; 128 
2026352035;01/05/2016; 22 ; 4 
2026352035;01/05/2016; 23 ; 19 
2026352035;02/05/2016;  -  ;  -  
2026352035;02/05/2016; 1 ;  -  
2026352035;02/05/2016; 2 ;  -  
2026352035;02/05/2016; 3 ;  -  
2026352035;02/05/2016; 4 ; 5 
2026352035;02/05/2016; 5 ;  -  
2026352035;02/05/2016; 6 ; 370 
2026352035;02/05/2016; 7 ; 74 
2026352035;02/05/2016; 8 ; 65 
2026352035;02/05/2016; 9 ; 199 
2026352035;02/05/2016; 10 ; 136 
2026352035;02/05/2016; 11 ; 293 
2026352035;02/05/2016; 12 ; 322 
2026352035;02/05/2016; 13 ; 866 
2026352035;02/05/2016; 14 ; 569 
2026352035;02/05/2016; 15 ; 250 
2026352035;02/05/2016; 16 ; 690 
2026352035;02/05/2016; 17 ; 779 
2026352035;02/05/2016; 18 ; 1.038 
2026352035;02/05/2016; 19 ; 121 
2026352035;02/05/2016; 20 ; 448 
2026352035;02/05/2016; 21 ; 611 
2026352035;02/05/2016; 22 ; 182 
2026352035;02/05/2016; 23 ;  -  
2026352035;03/05/2016;  -  ;  -  
2026352035;03/05/2016; 1 ;  -  
2026352035;03/05/2016; 2 ;  -  
2026352035;03/05/2016; 3 ;  -  
2026352035;03/05/2016; 4 ;  -  
2026352035;03/05/2016; 5 ;  -  
2026352035;03/05/2016; 6 ;  -  
2026352035;03/05/2016; 7 ; 251 
2026352035;03/05/2016; 8 ; 201 
2026352035;03/05/2016; 9 ; 167 
2026352035;03/05/2016; 10 ; 167 
2026352035;03/05/2016; 11 ; 381 
2026352035;03/05/2016; 12 ; 55 
2026352035;03/05/2016; 13 ; 623 
2026352035;03/05/2016; 14 ; 758 
2026352035;03/05/2016; 15 ; 815 
2026352035;03/05/2016; 16 ; 544 
2026352035;03/05/2016; 17 ; 344 
2026352035;03/05/2016; 18 ; 647 
2026352035;03/05/2016; 19 ; 617 
2026352035;03/05/2016; 20 ; 244 
2026352035;03/05/2016; 21 ; 162 
2026352035;03/05/2016; 22 ;  -  
2026352035;03/05/2016; 23 ; 16 
2026352035;04/05/2016;  -  ;  -  
2026352035;04/05/2016; 1 ;  -  
2026352035;04/05/2016; 2 ;  -  
2026352035;04/05/2016; 3 ;  -  
2026352035;04/05/2016; 4 ; 6 
2026352035;04/05/2016; 5 ; 9 
2026352035;04/05/2016; 6 ; 86 
2026352035;04/05/2016; 7 ; 420 
2026352035;04/05/2016; 8 ; 223 
2026352035;04/05/2016; 9 ; 395 
2026352035;04/05/2016; 10 ; 127 
2026352035;04/05/2016; 11 ; 214 
2026352035;04/05/2016; 12 ; 47 
2026352035;04/05/2016; 13 ; 396 
2026352035;04/05/2016; 14 ; 762 
2026352035;04/05/2016; 15 ; 681 
2026352035;04/05/2016; 16 ; 575 
2026352035;04/05/2016; 17 ; 572 
2026352035;04/05/2016; 18 ; 623 
2026352035;04/05/2016; 19 ; 421 
2026352035;04/05/2016; 20 ; 860 
2026352035;04/05/2016; 21 ; 117 
2026352035;04/05/2016; 22 ; 9 
2026352035;04/05/2016; 23 ; 21 
2026352035;05/05/2016;  -  ;  -  
2026352035;05/05/2016; 1 ;  -  
2026352035;05/05/2016; 2 ;  -  
2026352035;05/05/2016; 3 ;  -  
2026352035;05/05/2016; 4 ;  -  
2026352035;05/05/2016; 5 ; 651 
2026352035;05/05/2016; 6 ; 669 
2026352035;05/05/2016; 7 ; 580 
2026352035;05/05/2016; 8 ; 709 
2026352035;05/05/2016; 9 ; 857 
2026352035;05/05/2016; 10 ; 578 
2026352035;05/05/2016; 11 ; 468 
2026352035;05/05/2016; 12 ; 1.196 
2026352035;05/05/2016; 13 ; 1.494 
2026352035;05/05/2016; 14 ; 379 
2026352035;05/05/2016; 15 ; 936 
2026352035;05/05/2016; 16 ; 1.472 
2026352035;05/05/2016; 17 ; 299 
2026352035;05/05/2016; 18 ; 815 
2026352035;05/05/2016; 19 ; 347 
2026352035;05/05/2016; 20 ; 377 
2026352035;05/05/2016; 21 ; 314 
2026352035;05/05/2016; 22 ; 22 
2026352035;05/05/2016; 23 ; 4 
2026352035;06/05/2016;  -  ;  -  
2026352035;06/05/2016; 1 ;  -  
2026352035;06/05/2016; 2 ;  -  
2026352035;06/05/2016; 3 ; 4 
2026352035;06/05/2016; 4 ;  -  
2026352035;06/05/2016; 5 ;  -  
2026352035;06/05/2016; 6 ; 279 
2026352035;06/05/2016; 7 ; 282 
2026352035;06/05/2016; 8 ; 427 
2026352035;06/05/2016; 9 ; 287 
2026352035;06/05/2016; 10 ; 772 
2026352035;06/05/2016; 11 ; 547 
2026352035;06/05/2016; 12 ; 626 
2026352035;06/05/2016; 13 ; 673 
2026352035;06/05/2016; 14 ; 438 
2026352035;06/05/2016; 15 ; 698 
2026352035;06/05/2016; 16 ; 669 
2026352035;06/05/2016; 17 ; 568 
2026352035;06/05/2016; 18 ; 1.008 
2026352035;06/05/2016; 19 ; 243 
2026352035;06/05/2016; 20 ; 383 
2026352035;06/05/2016; 21 ; 279 
2026352035;06/05/2016; 22 ; 15 
2026352035;06/05/2016; 23 ;  -  
2026352035;07/05/2016;  -  ;  -  
2026352035;07/05/2016; 1 ;  -  
2026352035;07/05/2016; 2 ;  -  
2026352035;07/05/2016; 3 ;  -  
2026352035;07/05/2016; 4 ;  -  
2026352035;07/05/2016; 5 ;  -  
2026352035;07/05/2016; 6 ; 632 
2026352035;07/05/2016; 7 ; 362 
2026352035;07/05/2016; 8 ; 238 
2026352035;07/05/2016; 9 ; 237 
2026352035;07/05/2016; 10 ; 326 
2026352035;07/05/2016; 11 ; 216 
2026352035;07/05/2016; 12 ; 503 
2026352035;07/05/2016; 13 ; 88 
2026352035;07/05/2016; 14 ; 187 
2026352035;07/05/2016; 15 ; 77 
2026352035;07/05/2016; 16 ; 147 
2026352035;07/05/2016; 17 ; 284 
2026352035;07/05/2016; 18 ; 226 
2026352035;07/05/2016; 19 ; 189 
2026352035;07/05/2016; 20 ; 424 
2026352035;07/05/2016; 21 ; 19 
2026352035;07/05/2016; 22 ; 14 
2026352035;07/05/2016; 23 ; 24 
2026352035;08/05/2016;  -  ; 9 
2026352035;08/05/2016; 1 ;  -  
2026352035;08/05/2016; 2 ;  -  
2026352035;08/05/2016; 3 ;  -  
2026352035;08/05/2016; 4 ;  -  
2026352035;08/05/2016; 5 ;  -  
2026352035;08/05/2016; 6 ; 441 
2026352035;08/05/2016; 7 ; 211 
2026352035;08/05/2016; 8 ; 649 
2026352035;08/05/2016; 9 ; 1.338 
2026352035;08/05/2016; 10 ; 415 
2026352035;08/05/2016; 11 ; 508 
2026352035;08/05/2016; 12 ; 261 
2026352035;08/05/2016; 13 ; 170 
2026352035;08/05/2016; 14 ; 117 
2026352035;08/05/2016; 15 ; 117 
2026352035;08/05/2016; 16 ; 12 
2026352035;08/05/2016; 17 ; 251 
2026352035;08/05/2016; 18 ; 322 
2026352035;08/05/2016; 19 ; 217 
2026352035;08/05/2016; 20 ; 475 
2026352035;08/05/2016; 21 ;  -  
2026352035;08/05/2016; 22 ; 9 
2026352035;08/05/2016; 23 ; 6 
2026352035;09/05/2016;  -  ;  -  
2026352035;09/05/2016; 1 ; 9 
2026352035;09/05/2016; 2 ;  -  
2026352035;09/05/2016; 3 ;  -  
2026352035;09/05/2016; 4 ;  -  
2026352035;09/05/2016; 5 ;  -  
2026352035;09/05/2016; 6 ; 527 
2026352035;09/05/2016; 7 ; 707 
2026352035;09/05/2016; 8 ; 460 
2026352035;09/05/2016; 9 ; 147 
2026352035;09/05/2016; 10 ; 130 
2026352035;09/05/2016; 11 ; 179 
2026352035;09/05/2016; 12 ; 109 
2026352035;09/05/2016; 13 ; 658 
2026352035;09/05/2016; 14 ; 505 
2026352035;09/05/2016; 15 ; 1.058 
2026352035;09/05/2016; 16 ; 1.960 
2026352035;09/05/2016; 17 ; 1.848 
2026352035;09/05/2016; 18 ; 606 
2026352035;09/05/2016; 19 ; 754 
2026352035;09/05/2016; 20 ; 666 
2026352035;09/05/2016; 21 ; 323 
2026352035;09/05/2016; 22 ;  -  
2026352035;09/05/2016; 23 ; 6 
2026352035;10/05/2016;  -  ; 50 
2026352035;10/05/2016; 1 ;  -  
2026352035;10/05/2016; 2 ;  -  
2026352035;10/05/2016; 3 ;  -  
2026352035;10/05/2016; 4 ;  -  
2026352035;10/05/2016; 5 ;  -  
2026352035;10/05/2016; 6 ;  -  
2026352035;10/05/2016; 7 ;  -  
2026352035;10/05/2016; 8 ;  -  
2026352035;10/05/2016; 9 ;  -  
2026352035;10/05/2016; 10 ;  -  
2026352035;10/05/2016; 11 ;  -  
2026352035;10/05/2016; 12 ;  -  
2026352035;10/05/2016; 13 ;  -  
2026352035;10/05/2016; 14 ;  -  
2026352035;10/05/2016; 15 ;  -  
2026352035;10/05/2016; 16 ;  -  
2026352035;10/05/2016; 17 ;  -  
2026352035;10/05/2016; 18 ;  -  
2026352035;10/05/2016; 19 ;  -  
2026352035;10/05/2016; 20 ; 33 
2026352035;10/05/2016; 21 ; 118 
2026352035;10/05/2016; 22 ; 23 
2026352035;10/05/2016; 23 ; 30 
2026352035;11/05/2016;  -  ; 9 
2026352035;11/05/2016; 1 ;  -  
2026352035;11/05/2016; 2 ;  -  
2026352035;11/05/2016; 3 ; 8 
2026352035;11/05/2016; 4 ;  -  
2026352035;11/05/2016; 5 ;  -  
2026352035;11/05/2016; 6 ; 364 
2026352035;11/05/2016; 7 ; 322 
2026352035;11/05/2016; 8 ; 216 
2026352035;11/05/2016; 9 ; 102 
2026352035;11/05/2016; 10 ; 342 
2026352035;11/05/2016; 11 ; 163 
2026352035;11/05/2016; 12 ; 53 
2026352035;11/05/2016; 13 ; 536 
2026352035;11/05/2016; 14 ; 582 
2026352035;11/05/2016; 15 ; 883 
2026352035;11/05/2016; 16 ; 2.375 
2026352035;11/05/2016; 17 ; 820 
2026352035;11/05/2016; 18 ; 331 
2026352035;11/05/2016; 19 ; 552 
2026352035;11/05/2016; 20 ; 759 
2026352035;11/05/2016; 21 ; 150 
2026352035;11/05/2016; 22 ; 8 
2026352035;11/05/2016; 23 ; 5 
2026352035;12/05/2016;  -  ;  -  
2026352035;12/05/2016; 1 ;  -  
2026352035;12/05/2016; 2 ; 8 
2026352035;12/05/2016; 3 ;  -  
2026352035;12/05/2016; 4 ;  -  
2026352035;12/05/2016; 5 ; 370 
2026352035;12/05/2016; 6 ; 652 
2026352035;12/05/2016; 7 ; 598 
2026352035;12/05/2016; 8 ; 724 
2026352035;12/05/2016; 9 ; 493 
2026352035;12/05/2016; 10 ; 1.261 
2026352035;12/05/2016; 11 ; 744 
2026352035;12/05/2016; 12 ; 976 
2026352035;12/05/2016; 13 ; 882 
2026352035;12/05/2016; 14 ; 618 
2026352035;12/05/2016; 15 ; 1.123 
2320127002;12/04/2016;  -  ;  -  
2320127002;12/04/2016; 1 ;  -  
2320127002;12/04/2016; 2 ;  -  
2320127002;12/04/2016; 3 ;  -  
2320127002;12/04/2016; 4 ;  -  
2320127002;12/04/2016; 5 ;  -  
2320127002;12/04/2016; 6 ;  -  
2320127002;12/04/2016; 7 ; 497 
2320127002;12/04/2016; 8 ; 461 
2320127002;12/04/2016; 9 ; 470 
2320127002;12/04/2016; 10 ; 164 
2320127002;12/04/2016; 11 ; 654 
2320127002;12/04/2016; 12 ; 1.140 
2320127002;12/04/2016; 13 ; 408 
2320127002;12/04/2016; 14 ; 1.372 
2320127002;12/04/2016; 15 ; 2.208 
2320127002;12/04/2016; 16 ; 771 
2320127002;12/04/2016; 17 ; 557 
2320127002;12/04/2016; 18 ; 415 
2320127002;12/04/2016; 19 ; 459 
2320127002;12/04/2016; 20 ; 348 
2320127002;12/04/2016; 21 ; 197 
2320127002;12/04/2016; 22 ; 296 
2320127002;12/04/2016; 23 ; 308 
2320127002;13/04/2016;  -  ; 178 
2320127002;13/04/2016; 1 ; 421 
2320127002;13/04/2016; 2 ; 218 
2320127002;13/04/2016; 3 ; 45 
2320127002;13/04/2016; 4 ; 234 
2320127002;13/04/2016; 5 ; 83 
2320127002;13/04/2016; 6 ; 370 
2320127002;13/04/2016; 7 ; 959 
2320127002;13/04/2016; 8 ; 541 
2320127002;13/04/2016; 9 ; 198 
2320127002;13/04/2016; 10 ; 166 
2320127002;13/04/2016; 11 ; 350 
2320127002;13/04/2016; 12 ; 414 
2320127002;13/04/2016; 13 ; 148 
2320127002;13/04/2016; 14 ; 365 
2320127002;13/04/2016; 15 ; 283 
2320127002;13/04/2016; 16 ; 396 
2320127002;13/04/2016; 17 ; 456 
2320127002;13/04/2016; 18 ; 117 
2320127002;13/04/2016; 19 ; 168 
2320127002;13/04/2016; 20 ; 284 
2320127002;13/04/2016; 21 ; 305 
2320127002;13/04/2016; 22 ; 422 
2320127002;13/04/2016; 23 ; 154 
2320127002;14/04/2016;  -  ; 191 
2320127002;14/04/2016; 1 ;  -  
2320127002;14/04/2016; 2 ;  -  
2320127002;14/04/2016; 3 ;  -  
2320127002;14/04/2016; 4 ;  -  
2320127002;14/04/2016; 5 ;  -  
2320127002;14/04/2016; 6 ; 168 
2320127002;14/04/2016; 7 ; 368 
2320127002;14/04/2016; 8 ; 189 
2320127002;14/04/2016; 9 ; 525 
2320127002;14/04/2016; 10 ; 300 
2320127002;14/04/2016; 11 ; 19 
2320127002;14/04/2016; 12 ;  -  
2320127002;14/04/2016; 13 ;  -  
2320127002;14/04/2016; 14 ; 35 
2320127002;14/04/2016; 15 ; 243 
2320127002;14/04/2016; 16 ; 638 
2320127002;14/04/2016; 17 ; 465 
2320127002;14/04/2016; 18 ; 355 
2320127002;14/04/2016; 19 ; 338 
2320127002;14/04/2016; 20 ; 139 
2320127002;14/04/2016; 21 ;  -  
2320127002;14/04/2016; 22 ;  -  
2320127002;14/04/2016; 23 ;  -  
2320127002;15/04/2016;  -  ;  -  
2320127002;15/04/2016; 1 ;  -  
2320127002;15/04/2016; 2 ;  -  
2320127002;15/04/2016; 3 ;  -  
2320127002;15/04/2016; 4 ;  -  
2320127002;15/04/2016; 5 ;  -  
2320127002;15/04/2016; 6 ;  -  
2320127002;15/04/2016; 7 ; 569 
2320127002;15/04/2016; 8 ; 234 
2320127002;15/04/2016; 9 ; 405 
2320127002;15/04/2016; 10 ; 177 
2320127002;15/04/2016; 11 ; 223 
2320127002;15/04/2016; 12 ; 564 
2320127002;15/04/2016; 13 ; 126 
2320127002;15/04/2016; 14 ;  -  
2320127002;15/04/2016; 15 ; 275 
2320127002;15/04/2016; 16 ; 258 
2320127002;15/04/2016; 17 ; 498 
2320127002;15/04/2016; 18 ; 312 
2320127002;15/04/2016; 19 ; 570 
2320127002;15/04/2016; 20 ; 571 
2320127002;15/04/2016; 21 ; 306 
2320127002;15/04/2016; 22 ; 117 
2320127002;15/04/2016; 23 ;  -  
2320127002;16/04/2016;  -  ;  -  
2320127002;16/04/2016; 1 ;  -  
2320127002;16/04/2016; 2 ;  -  
2320127002;16/04/2016; 3 ;  -  
2320127002;16/04/2016; 4 ;  -  
2320127002;16/04/2016; 5 ;  -  
2320127002;16/04/2016; 6 ;  -  
2320127002;16/04/2016; 7 ;  -  
2320127002;16/04/2016; 8 ;  -  
2320127002;16/04/2016; 9 ;  -  
2320127002;16/04/2016; 10 ; 317 
2320127002;16/04/2016; 11 ; 513 
2320127002;16/04/2016; 12 ; 520 
2320127002;16/04/2016; 13 ; 203 
2320127002;16/04/2016; 14 ; 219 
2320127002;16/04/2016; 15 ; 398 
2320127002;16/04/2016; 16 ; 306 
2320127002;16/04/2016; 17 ;  -  
2320127002;16/04/2016; 18 ;  -  
2320127002;16/04/2016; 19 ; 220 
2320127002;16/04/2016; 20 ; 490 
2320127002;16/04/2016; 21 ; 634 
2320127002;16/04/2016; 22 ; 510 
2320127002;16/04/2016; 23 ; 714 
2320127002;17/04/2016;  -  ; 330 
2320127002;17/04/2016; 1 ; 94 
2320127002;17/04/2016; 2 ;  -  
2320127002;17/04/2016; 3 ;  -  
2320127002;17/04/2016; 4 ;  -  
2320127002;17/04/2016; 5 ;  -  
2320127002;17/04/2016; 6 ;  -  
2320127002;17/04/2016; 7 ;  -  
2320127002;17/04/2016; 8 ;  -  
2320127002;17/04/2016; 9 ; 232 
2320127002;17/04/2016; 10 ; 256 
2320127002;17/04/2016; 11 ; 484 
2320127002;17/04/2016; 12 ; 507 
2320127002;17/04/2016; 13 ; 567 
2320127002;17/04/2016; 14 ; 661 
2320127002;17/04/2016; 15 ; 242 
2320127002;17/04/2016; 16 ; 286 
2320127002;17/04/2016; 17 ; 431 
2320127002;17/04/2016; 18 ; 749 
2320127002;17/04/2016; 19 ; 579 
2320127002;17/04/2016; 20 ; 474 
2320127002;17/04/2016; 21 ; 220 
2320127002;17/04/2016; 22 ; 86 
2320127002;17/04/2016; 23 ;  -  
2320127002;18/04/2016;  -  ;  -  
2320127002;18/04/2016; 1 ;  -  
2320127002;18/04/2016; 2 ;  -  
2320127002;18/04/2016; 3 ;  -  
2320127002;18/04/2016; 4 ;  -  
2320127002;18/04/2016; 5 ;  -  
2320127002;18/04/2016; 6 ; 183 
2320127002;18/04/2016; 7 ; 589 
2320127002;18/04/2016; 8 ; 287 
2320127002;18/04/2016; 9 ; 486 
2320127002;18/04/2016; 10 ; 103 
2320127002;18/04/2016; 11 ; 347 
2320127002;18/04/2016; 12 ; 479 
2320127002;18/04/2016; 13 ; 852 
2320127002;18/04/2016; 14 ; 633 
2320127002;18/04/2016; 15 ; 228 
2320127002;18/04/2016; 16 ; 332 
2320127002;18/04/2016; 17 ; 324 
2320127002;18/04/2016; 18 ; 260 
2320127002;18/04/2016; 19 ; 427 
2320127002;18/04/2016; 20 ; 306 
2320127002;18/04/2016; 21 ; 377 
2320127002;18/04/2016; 22 ; 82 
2320127002;18/04/2016; 23 ; 243 
2320127002;19/04/2016;  -  ; 62 
2320127002;19/04/2016; 1 ;  -  
2320127002;19/04/2016; 2 ;  -  
2320127002;19/04/2016; 3 ;  -  
2320127002;19/04/2016; 4 ;  -  
2320127002;19/04/2016; 5 ;  -  
2320127002;19/04/2016; 6 ;  -  
2320127002;19/04/2016; 7 ;  -  
2320127002;19/04/2016; 8 ;  -  
2320127002;19/04/2016; 9 ;  -  
2320127002;19/04/2016; 10 ;  -  
2320127002;19/04/2016; 11 ;  -  
2320127002;19/04/2016; 12 ; 821 
2320127002;19/04/2016; 13 ; 272 
2320127002;19/04/2016; 14 ; 244 
2320127002;19/04/2016; 15 ; 332 
2320127002;19/04/2016; 16 ; 413 
2320127002;19/04/2016; 17 ; 328 
2320127002;19/04/2016; 18 ;  -  
2320127002;19/04/2016; 19 ; 76 
2320127002;19/04/2016; 20 ; 645 
2320127002;19/04/2016; 21 ; 625 
2320127002;19/04/2016; 22 ; 1.025 
2320127002;19/04/2016; 23 ; 1.154 
2320127002;20/04/2016;  -  ; 220 
2320127002;20/04/2016; 1 ;  -  
2320127002;20/04/2016; 2 ;  -  
2320127002;20/04/2016; 3 ;  -  
2320127002;20/04/2016; 4 ;  -  
2320127002;20/04/2016; 5 ;  -  
2320127002;20/04/2016; 6 ;  -  
2320127002;20/04/2016; 7 ;  -  
2320127002;20/04/2016; 8 ;  -  
2320127002;20/04/2016; 9 ;  -  
2320127002;20/04/2016; 10 ;  -  
2320127002;20/04/2016; 11 ;  -  
2320127002;20/04/2016; 12 ; 420 
2320127002;20/04/2016; 13 ; 338 
2320127002;20/04/2016; 14 ; 842 
2320127002;20/04/2016; 15 ; 1.813 
2320127002;20/04/2016; 16 ; 624 
2320127002;20/04/2016; 17 ; 541 
2320127002;20/04/2016; 18 ; 411 
2320127002;20/04/2016; 19 ; 485 
2320127002;20/04/2016; 20 ; 411 
2320127002;20/04/2016; 21 ; 294 
2320127002;20/04/2016; 22 ; 434 
2320127002;20/04/2016; 23 ; 329 
2320127002;21/04/2016;  -  ; 30 
2320127002;21/04/2016; 1 ;  -  
2320127002;21/04/2016; 2 ;  -  
2320127002;21/04/2016; 3 ;  -  
2320127002;21/04/2016; 4 ;  -  
2320127002;21/04/2016; 5 ;  -  
2320127002;21/04/2016; 6 ;  -  
2320127002;21/04/2016; 7 ;  -  
2320127002;21/04/2016; 8 ;  -  
2320127002;21/04/2016; 9 ;  -  
2320127002;21/04/2016; 10 ;  -  
2320127002;21/04/2016; 11 ;  -  
2320127002;21/04/2016; 12 ;  -  
2320127002;21/04/2016; 13 ;  -  
2320127002;21/04/2016; 14 ;  -  
2320127002;21/04/2016; 15 ; 185 
2320127002;21/04/2016; 16 ; 511 
2320127002;21/04/2016; 17 ; 446 
2320127002;21/04/2016; 18 ; 349 
2320127002;21/04/2016; 19 ; 61 
2320127002;21/04/2016; 20 ;  -  
2320127002;21/04/2016; 21 ; 974 
2320127002;21/04/2016; 22 ; 526 
2320127002;21/04/2016; 23 ; 322 
2320127002;22/04/2016;  -  ; 210 
2320127002;22/04/2016; 1 ; 429 
2320127002;22/04/2016; 2 ; 164 
2320127002;22/04/2016; 3 ; 253 
2320127002;22/04/2016; 4 ; 70 
2320127002;22/04/2016; 5 ; 249 
2320127002;22/04/2016; 6 ; 529 
2320127002;22/04/2016; 7 ; 230 
2320127002;22/04/2016; 8 ;  -  
2320127002;22/04/2016; 9 ;  -  
2320127002;22/04/2016; 10 ;  -  
2320127002;22/04/2016; 11 ;  -  
2320127002;22/04/2016; 12 ;  -  
2320127002;22/04/2016; 13 ;  -  
2320127002;22/04/2016; 14 ; 272 
2320127002;22/04/2016; 15 ; 1.128 
2320127002;22/04/2016; 16 ; 270 
2320127002;22/04/2016; 17 ; 315 
2320127002;22/04/2016; 18 ;  -  
2320127002;22/04/2016; 19 ; 249 
2320127002;22/04/2016; 20 ; 384 
2320127002;22/04/2016; 21 ; 453 
2320127002;22/04/2016; 22 ; 218 
2320127002;22/04/2016; 23 ; 160 
2320127002;23/04/2016;  -  ; 152 
2320127002;23/04/2016; 1 ; 205 
2320127002;23/04/2016; 2 ; 264 
2320127002;23/04/2016; 3 ; 202 
2320127002;23/04/2016; 4 ; 72 
2320127002;23/04/2016; 5 ;  -  
2320127002;23/04/2016; 6 ;  -  
2320127002;23/04/2016; 7 ;  -  
2320127002;23/04/2016; 8 ;  -  
2320127002;23/04/2016; 9 ;  -  
2320127002;23/04/2016; 10 ;  -  
2320127002;23/04/2016; 11 ;  -  
2320127002;23/04/2016; 12 ;  -  
2320127002;23/04/2016; 13 ; 591 
2320127002;23/04/2016; 14 ; 436 
2320127002;23/04/2016; 15 ; 591 
2320127002;23/04/2016; 16 ; 399 
2320127002;23/04/2016; 17 ; 594 
2320127002;23/04/2016; 18 ; 578 
2320127002;23/04/2016; 19 ; 351 
2320127002;23/04/2016; 20 ; 41 
2320127002;23/04/2016; 21 ; 261 
2320127002;23/04/2016; 22 ; 205 
2320127002;23/04/2016; 23 ; 137 
2320127002;24/04/2016;  -  ; 204 
2320127002;24/04/2016; 1 ; 295 
2320127002;24/04/2016; 2 ; 192 
2320127002;24/04/2016; 3 ;  -  
2320127002;24/04/2016; 4 ;  -  
2320127002;24/04/2016; 5 ;  -  
2320127002;24/04/2016; 6 ;  -  
2320127002;24/04/2016; 7 ;  -  
2320127002;24/04/2016; 8 ;  -  
2320127002;24/04/2016; 9 ;  -  
2320127002;24/04/2016; 10 ;  -  
2320127002;24/04/2016; 11 ;  -  
2320127002;24/04/2016; 12 ;  -  
2320127002;24/04/2016; 13 ;  -  
2320127002;24/04/2016; 14 ;  -  
2320127002;24/04/2016; 15 ; 69 
2320127002;24/04/2016; 16 ; 784 
2320127002;24/04/2016; 17 ; 360 
2320127002;24/04/2016; 18 ; 711 
2320127002;24/04/2016; 19 ; 140 
2320127002;24/04/2016; 20 ; 434 
2320127002;24/04/2016; 21 ; 487 
2320127002;24/04/2016; 22 ; 194 
2320127002;24/04/2016; 23 ; 289 
2320127002;25/04/2016;  -  ; 506 
2320127002;25/04/2016; 1 ; 195 
2320127002;25/04/2016; 2 ;  -  
2320127002;25/04/2016; 3 ;  -  
2320127002;25/04/2016; 4 ;  -  
2320127002;25/04/2016; 5 ;  -  
2320127002;25/04/2016; 6 ;  -  
2320127002;25/04/2016; 7 ;  -  
2320127002;25/04/2016; 8 ;  -  
2320127002;25/04/2016; 9 ;  -  
2320127002;25/04/2016; 10 ;  -  
2320127002;25/04/2016; 11 ;  -  
2320127002;25/04/2016; 12 ;  -  
2320127002;25/04/2016; 13 ;  -  
2320127002;25/04/2016; 14 ;  -  
2320127002;25/04/2016; 15 ; 24 
2320127002;25/04/2016; 16 ; 409 
2320127002;25/04/2016; 17 ; 1.013 
2320127002;25/04/2016; 18 ; 368 
2320127002;25/04/2016; 19 ; 53 
2320127002;25/04/2016; 20 ; 284 
2320127002;25/04/2016; 21 ; 298 
2320127002;25/04/2016; 22 ; 380 
2320127002;25/04/2016; 23 ; 58 
2320127002;26/04/2016;  -  ;  -  
2320127002;26/04/2016; 1 ; 20 
2320127002;26/04/2016; 2 ; 71 
2320127002;26/04/2016; 3 ;  -  
2320127002;26/04/2016; 4 ;  -  
2320127002;26/04/2016; 5 ;  -  
2320127002;26/04/2016; 6 ;  -  
2320127002;26/04/2016; 7 ;  -  
2320127002;26/04/2016; 8 ;  -  
2320127002;26/04/2016; 9 ;  -  
2320127002;26/04/2016; 10 ;  -  
2320127002;26/04/2016; 11 ;  -  
2320127002;26/04/2016; 12 ;  -  
2320127002;26/04/2016; 13 ;  -  
2320127002;26/04/2016; 14 ;  -  
2320127002;26/04/2016; 15 ;  -  
2320127002;26/04/2016; 16 ; 244 
2320127002;26/04/2016; 17 ; 401 
2320127002;26/04/2016; 18 ; 345 
2320127002;26/04/2016; 19 ; 390 
2320127002;26/04/2016; 20 ; 412 
2320127002;26/04/2016; 21 ; 522 
2320127002;26/04/2016; 22 ; 758 
2320127002;26/04/2016; 23 ; 246 
2320127002;27/04/2016;  -  ;  -  
2320127002;27/04/2016; 1 ;  -  
2320127002;27/04/2016; 2 ;  -  
2320127002;27/04/2016; 3 ;  -  
2320127002;27/04/2016; 4 ; 152 
2320127002;27/04/2016; 5 ; 79 
2320127002;27/04/2016; 6 ; 4 
2320127002;27/04/2016; 7 ; 500 
2320127002;27/04/2016; 8 ; 829 
