cycle_id,truck_id,excavator_id,site_id,load_time,dump_time,tonnes,distance_km,fuel_litres
CYC000780,TRK003,EXC001,NSW001,2024-05-19 20:25:00,2024-05-19 20:46:10,363.92,1.69,185.8
CYC000781,TRK012,EXC004,NSW001,2024-03-30 13:35:00,2024-03-30 14:03:08,258.48,7.11,121.36
CYC000782,TRK006,EXC004,QLD001,2024-07-11 08:56:00,2024-07-11 09:17:23,250.01,4.0km,82.47
CYC000783,TRK003,EXC004,WA001,2024-07-16 04:52:00,2024-07-16 05:38:54,221.40,8.2,149.36
CYC000784,TRK002,EXC001,WA001,2024-05-03 02:20:00,2024-05-03 02:58:32,211.82,8.2km,197.43
CYC000785,TRK004,EXC004,NSW001,2024-03-19 09:29:00,2024-03-19 10:13:20,369.84,4.8km,-210.79
CYC000786,TRK001,EXC002,NSW001,2024-08-18 02:21:00,2024-08-18 02:55:57,367.23,6.39,248.1
CYC000787,TRK002,EXC003,WA001,2024-07-21 00:52:00,2024-07-21 01:45:16,210.85,6.62,157.59
CYC000788,TRK003,EXC002,NSW001,2024-12-14 22:54:00,2024-12-14 23:19:41,367.48,7.63,123.62
CYC000789,TRK015,EXC001,NSW001,2024-10-02 07:48:00,2024-10-02 08:09:04,250.54,1.88,200.03
CYC000790,TRK007,EXC002,WA001,2024-09-28 08:50:00,2024-09-28 09:39:45,372.3,6.31,222.99
CYC000791,TRK011,EXC003,WA001,2024-09-29 15:29:00,2024-09-29 16:19:08,253.13,3.96,187.57
CYC000792,TRK002,EXC002,QLD001,2024-11-29 15:04:00,2024-11-29 15:57:51,391.56,7.54,142.55
CYC000793,TRK003,EXC006,QLD001,2024-07-08 10:27:00,2024-07-08 11:18:39,301.14,7.73,156.86
CYC000794,TRK009,EXC002,QLD001,2024-12-11 22:53:00,2024-12-11 23:38:01,257.11,3.98,177.34
CYC000795,TRK013,EXC006,QLD001,2024-02-12 04:54:00,2024-02-12 05:16:53,377.79,3.5,161.11
CYC000796,TRK010,EXC001,NSW001,2024-03-10 06:43:00,2024-03-10 07:13:55,346.12,7.21,140.27
CYC000797,TRK005,EXC003,WA001,2024-09-27 18:39:00,2024-09-27 19:14:48,268.43,8.3km,121.78
CYC000798,TRK006,EXC003,QLD001,2024-01-07 20:46:00,2024-01-07 21:44:32,336.39,3.6,153.92
CYC000799,TRK001,EXC006,NSW001,2024-08-18 11:41:00,2024-08-18 12:18:09,303.51,6.13,84.27
CYC000800,TRK013,EXC003,WA001,2024-03-24 10:45:00,2024-03-24 11:41:46,241.32,3.8km,197.91
CYC000801,TRK009,EXC001,WA001,2024-05-29 03:13:00,2024-05-29 03:59:34,317.95,4.83,232.48
CYC000802,TRK008,EXC005,QLD001,2024-09-15 10:19:00,2024-09-15 11:00:50,373.1,2.52,238.66
CYC000803,TRK012,EXC001,QLD001,2024-05-11 17:52:00,2024-05-11 18:34:37,352.53,4.0,142.74
CYC000804,TRK011,EXC003,WA001,2024-07-15 08:13:00,2024-07-15 08:49:19,310.24,3.74,189.4
CYC000805,TRK012,EXC002,WA001,2024-10-12 13:10:00,2024-10-12 13:51:39,370.19,5.01,220.96
CYC000806,TRK005,EXC004,WA001,2024-08-08 04:36:00,2024-08-08 04:56:15,285.21,2.82,91.9
CYC000807,TRK010,EXC002,NSW001,2024-10-30 17:07:00,2024-10-30 17:27:40,212.25,3.23,-170.9
CYC000808,TRK003,EXC005,QLD001,2024-08-13 10:56:00,2024-08-13 11:20:20,380.51,8.03,83.63
CYC000809,TRK011,EXC004,NSW001,2024-06-25 19:22:00,2024-06-25 20:19:04,376.96,3.14,100.3
CYC000810,TRK011,EXC004,QLD001,2024-11-10 08:15:00,2024-11-10 08:52:49,308.94,2.93,197.79
CYC000811,TRK015,EXC006,QLD001,2024-04-28 17:44:00,2024-04-28 18:07:15,202.73,5.3km,210.13
CYC000812,TRK010,EXC001,WA001,2024-10-24 17:47:00,2024-10-24 18:20:42,333.17,2.36,230.11
CYC000813,TRK012,EXC002,QLD001,2024-10-19 11:10:00,2024-10-19 11:46:11,312.1,1.53,124.79
CYC000814,TRK008,EXC002,NSW001,2024-10-11 22:54:00,2024-10-11 23:29:11,214.57,5.47,154.04
CYC000815,TRK013,EXC003,WA001,2024-09-27 05:45:00,2024-09-27 06:38:26,326.11,6.48,233.22
CYC000816,TRK002,EXC006,NSW001,2024-08-16 18:24:00,2024-08-16 19:00:25,308.66,7.1km,106.97
CYC000817,TRK007,EXC005,NSW001,2024-08-10 07:20:00,2024-08-10 07:41:22,287.27,1.64,192.79
CYC000818,TRK008,EXC006,NSW001,2024-07-08 06:30:00,2024-07-08 07:08:23,398.05,5.12,205.23
CYC000819,TRK008,EXC006,WA001,2024-06-11 23:07:00,2024-06-11 23:59:56,319.0,6.4km,121.61
CYC000820,TRK015,EXC003,WA001,2024-12-08 21:21:00,2024-12-08 22:03:10,238.14,3.9km,211.32
CYC000821,TRK005,EXC003,NSW001,2024-07-23 16:45:00,2024-07-23 17:20:32,377.0,8.29,112.22
CYC000822,TRK010,EXC006,QLD001,2024-04-04 18:18:00,2024-04-04 19:03:53,355.43,5.27,125.86
CYC000823,TRK011,EXC005,NSW001,2024-09-13 16:48:00,2024-09-13 17:18:31,320.4,1.9km,-168.74
CYC000824,TRK007,EXC003,WA001,2024-03-24 06:01:00,2024-03-24 06:34:31,289.59,7.9,121.05
CYC000825,TRK001,EXC002,NSW001,2024-08-27 21:38:00,2024-08-27 22:37:00,227.6,1.53,86.74
CYC000826,TRK009,EXC001,QLD001,2024-04-29 07:07:00,2024-04-29 07:36:45,243.26,6.86,122.96
CYC000827,TRK004,EXC003,NSW001,2024-04-19 07:55:00,2024-04-19 08:53:24,347.46,3.92,247.89
CYC000828,TRK005,EXC004,WA001,2024-03-02 12:33:00,2024-03-02 13:28:24,226.89,5.79,244.24
CYC000829,TRK007,EXC004,WA001,2024-09-26 14:05:00,2024-09-26 14:41:36,275.62,6.0km,122.25
CYC000830,TRK005,EXC002,QLD001,2024-05-23 02:12:00,2024-05-23 03:01:32,307.14,5.12,137.38
CYC000831,TRK014,EXC006,QLD001,2024-06-20 08:19:00,2024-06-20 09:07:29,319.59,3.46,146.46
CYC000832,TRK005,EXC004,WA001,2024-06-15 13:27:00,2024-06-15 13:57:12,222.74,6.18,167.81
CYC000833,TRK010,EXC005,WA001,2024-01-30 18:26:00,2024-01-30 19:19:09,206.97,7.9km,171.59
CYC000834,TRK009,EXC005,NSW001,2024-01-30 10:27:00,2024-01-30 11:25:24,379.84,5.6km,178.79
CYC000835,TRK009,EXC006,WA001,2024-10-18 06:00:00,2024-10-18 06:35:04,344.69,7.3,128.53
CYC000836,TRK007,EXC005,NSW001,2024-04-10 23:06:00,2024-04-10 23:35:43,287.18,5.41,193.84
CYC000837,TRK008,EXC002,WA001,2024-10-01 04:40:00,2024-10-01 05:31:45,201.44,6.49,184.09
CYC000838,TRK013,EXC002,WA001,2024-06-07 11:33:00,2024-06-07 12:04:15,218.08,7.8km,229.18
CYC000839,TRK013,EXC004,NSW001,2024-08-29 00:02:00,2024-08-29 00:50:04,314.74,3.1km,242.31
CYC000840,TRK006,EXC001,QLD001,2024-08-22 09:12:00,2024-08-22 10:05:19,335.94,3.68,107.15
CYC000841,TRK009,EXC005,QLD001,2024-03-02 19:49:00,2024-03-02 20:11:20,252.52,6.49,108.63
CYC000842,TRK010,EXC004,WA001,2024-07-19 16:44:00,2024-07-19 17:16:04,226.5,2.97,213.42
CYC000843,TRK012,EXC006,WA001,2024-09-16 13:51:00,2024-09-16 14:31:20,345.31,7.69,88.58
CYC000844,TRK009,EXC005,QLD001,2024-01-07 01:31:00,2024-01-07 02:01:52,358.6,5.4km,170.49
CYC000845,TRK007,EXC001,QLD001,2024-12-16 23:07:00,2024-12-16 23:55:55,396.56,3.59,245.68
CYC000846,TRK002,EXC003,WA001,2024-11-10 23:44:00,2024-11-11 00:11:16,348.44,5.5km,237.59
CYC000847,TRK004,EXC004,NSW001,2024-01-20 13:24:00,2024-01-20 13:56:29,315.57,5.83,96.85
CYC000848,TRK009,EXC001,QLD001,2024-02-25 16:30:00,,285.34,2.54,130.71
CYC000849,TRK006,EXC001,QLD001,2024-10-18 09:08:00,2024-10-18 09:48:49,319.27,7.56,216.66
CYC000850,TRK015,EXC004,WA001,2024-03-31 12:20:00,2024-03-31 12:43:40,259.35,2.62,219.91
CYC000851,TRK008,EXC004,QLD001,2024-10-27 02:42:00,2024-10-27 03:12:21,390.4,7.68,243.45
CYC000852,TRK014,EXC004,WA001,2024-08-09 23:41:00,2024-08-10 00:36:04,380.03,6.42,218.05
CYC000853,TRK002,EXC006,QLD001,2024-07-10 19:28:00,2024-07-10 20:08:38,368.19,4.1km,89.65
CYC000854,TRK009,EXC004,NSW001,2024-08-30 23:39:00,2024-08-31 00:26:33,310.62,8.46,162.39
CYC000855,TRK011,EXC006,WA001,2024-10-30 12:52:00,2024-10-30 13:25:18,253.31,3.0km,94.16
CYC000856,TRK007,EXC003,NSW001,2024-05-01 12:00:00,2024-05-01 12:58:49,225.48,4.0,117.91
CYC000857,TRK013,EXC006,WA001,2024-08-31 02:53:00,2024-08-31 03:14:05,201.8,3.81,116.99
CYC000858,TRK011,EXC002,QLD001,2024-03-26 17:56:00,2024-03-26 18:38:34,249.66,8.4km,136.1
CYC000859,TRK003,EXC005,QLD001,2024-04-19 06:19:00,,265.61,6.55,118.9
CYC000860,TRK001,EXC002,NSW001,2024-06-30 22:39:00,2024-06-30 23:06:30,212.05,7.1km,145.83
CYC000861,TRK007,EXC004,WA001,2024-07-07 02:41:00,2024-07-07 03:36:45,343.05,7.23,230.56
CYC000862,TRK004,EXC001,QLD001,2024-04-01 05:55:00,2024-04-01 06:26:13,220.07,7.53,153.72
CYC000863,TRK001,EXC006,QLD001,2024-02-07 13:04:00,2024-02-07 13:41:42,309.21,2.03,97.65
CYC000864,TRK005,EXC005,WA001,2024-09-09 05:48:00,2024-09-09 06:42:25,334.31,3.89,197.32
CYC000865,TRK010,EXC001,WA001,2024-07-09 02:21:00,2024-07-09 02:48:07,354.76,8.16,99.69
CYC000866,TRK008,EXC004,QLD001,2024-07-26 15:16:00,2024-07-26 15:56:30,399.41,2.38,118.62
CYC000867,TRK001,EXC001,NSW001,2024-11-06 03:01:00,2024-11-06 03:31:46,234.74,7.7km,81.59
CYC000868,TRK008,EXC006,NSW001,2024-08-22 18:19:00,2024-08-22 18:59:45,267.62,3.28,92.96
CYC000869,TRK011,EXC001,WA001,2024-05-14 16:27:00,2024-05-14 17:09:16,282.88,3.13,121.38
CYC000870,TRK007,EXC006,WA001,2024-01-22 10:45:00,2024-01-22 11:36:35,274.56,1.7km,94.45
CYC000871,TRK001,EXC005,QLD001,2024-09-13 21:18:00,2024-09-13 22:10:44,223.00,4.35,124.99
CYC000872,TRK006,EXC006,QLD001,2024-09-11 00:03:00,2024-09-11 00:54:00,366.19,7.13,236.19
CYC000873,TRK002,EXC001,QLD001,2024-11-15 07:30:00,2024-11-15 08:21:43,317.00,3.2km,149.38
CYC000874,TRK005,EXC005,WA001,2024-07-17 19:51:00,2024-07-17 20:20:04,239.85,8.14,195.68
CYC000875,TRK001,EXC002,NSW001,2024-07-03 23:47:00,2024-07-04 00:16:15,371.95,4.65,217.33
CYC000876,TRK014,EXC005,WA001,2024-08-10 04:01:00,2024-08-10 04:57:00,200.96,2.78,181.87
CYC000877,TRK014,EXC003,QLD001,2024-12-26 22:01:00,2024-12-26 22:47:32,320.74,2.72,143.65
CYC000878,TRK002,EXC003,NSW001,2024-05-08 13:51:00,,282.04,4.88,93.98
CYC000879,TRK013,EXC005,WA001,2024-05-18 16:51:00,2024-05-18 17:32:04,265.44,3.0km,239.46
CYC000880,TRK014,EXC004,WA001,2024-01-15 00:58:00,2024-01-15 01:18:41,319.52,4.45,220.58
CYC000881,TRK006,EXC002,NSW001,2024-12-22 07:21:00,2024-12-22 08:02:11,359.00,6.6km,165.19
CYC000882,TRK006,EXC003,QLD001,2024-03-16 20:58:00,2024-03-16 21:23:45,232.59,3.9,153.47
CYC000883,TRK005,EXC003,NSW001,2024-08-21 06:58:00,2024-08-21 07:28:41,270.33,2.46,232.57
CYC000884,TRK006,EXC004,WA001,2024-07-10 10:11:00,2024-07-10 10:34:41,353.27,8.38,110.48
CYC000885,TRK014,EXC006,NSW001,2024-05-02 01:35:00,2024-05-02 02:23:51,326.36,8.22,172.35
CYC000886,TRK014,EXC003,NSW001,2024-07-29 22:36:00,2024-07-29 23:19:38,275.69,5.8,-121.4
CYC000887,TRK008,EXC003,QLD001,2024-10-24 17:48:00,2024-10-24 18:45:12,358.38,7.84,209.33
CYC000888,TRK014,EXC005,NSW001,2024-06-13 20:42:00,2024-06-13 21:04:12,364.06,6.6km,207.98
CYC000889,TRK008,EXC002,NSW001,2024-01-19 19:23:00,2024-01-19 20:09:41,250.34,3.24,-163.61
CYC000890,TRK011,EXC006,NSW001,2024-04-01 04:26:00,2024-04-01 05:13:32,353.92,3.38,95.33
CYC000891,TRK007,EXC005,NSW001,2024-09-25 22:49:00,2024-09-25 23:36:59,204.47,2.78,190.89
CYC000892,TRK008,EXC005,NSW001,2024-08-03 16:56:00,2024-08-03 17:41:34,297.97,7.01,240.89
CYC000893,TRK002,EXC003,NSW001,2024-02-10 07:56:00,2024-02-10 08:33:32,351.04,5.0,200.27
CYC000894,TRK009,EXC006,QLD001,2024-10-19 22:28:00,2024-10-19 22:55:33,268.28,7.98,-89.79
CYC000895,TRK011,EXC003,NSW001,2024-05-13 19:50:00,2024-05-13 20:24:07,220.6,7.18,179.21
CYC000896,TRK007,EXC006,NSW001,2024-11-15 16:56:00,2024-11-15 17:31:14,281.35,7.81,128.39
CYC000897,TRK008,EXC002,WA001,2024-12-09 03:05:00,,233.25,4.49,188.36
CYC000898,TRK001,EXC001,QLD001,2024-11-15 06:18:00,2024-11-15 06:53:26,301.8,2.73,151.12
CYC000899,TRK013,EXC002,QLD001,2024-08-29 14:03:00,2024-08-29 15:02:20,324.9,3.13,122.37
CYC000900,TRK011,EXC001,QLD001,2024-07-13 06:55:00,2024-07-13 07:30:13,252.90,5.71,138.99
CYC000901,TRK015,EXC006,QLD001,2024-03-24 21:35:00,2024-03-24 22:11:35,331.86,4.46,222.0
CYC000902,TRK006,EXC003,NSW001,2024-11-21 05:35:00,2024-11-21 06:00:04,332.0,5.39,237.67
CYC000903,TRK007,EXC002,WA001,2024-01-20 19:00:00,2024-01-20 19:26:22,238.51,7.3,211.25
CYC000904,TRK007,EXC006,WA001,2024-03-26 17:58:00,2024-03-26 18:32:21,383.88,5.37,102.09
CYC000905,TRK015,EXC004,QLD001,2024-10-13 03:51:00,2024-10-13 04:28:01,203.44,6.35,140.25
CYC000906,TRK008,EXC003,QLD001,2024-08-27 17:15:00,2024-08-27 17:56:44,287.54,1.72,103.62
CYC000907,TRK001,EXC001,QLD001,2024-01-24 01:41:00,2024-01-24 02:38:49,328.14,1.94,95.72
CYC000908,TRK002,EXC002,NSW001,2024-07-09 22:15:00,2024-07-09 23:08:33,376.7,4.14,167.65
CYC000909,TRK011,EXC004,NSW001,2024-06-07 11:02:00,2024-06-07 11:56:31,379.97,7.35,106.39
CYC000910,TRK008,EXC003,QLD001,2024-08-06 02:35:00,2024-08-06 03:32:18,368.77,5.3,161.09
CYC000911,TRK006,EXC001,NSW001,2024-04-08 16:12:00,2024-04-08 16:46:43,288.94,4.53,221.68
CYC000912,TRK005,EXC003,QLD001,2024-05-27 14:27:00,2024-05-27 15:07:21,377.65,7.15,164.51
CYC000913,TRK001,EXC006,WA001,2024-01-15 02:37:00,2024-01-15 03:15:21,228.88,2.8km,94.52
CYC000914,TRK006,EXC002,NSW001,2024-01-22 12:16:00,2024-01-22 12:59:19,315.14,6.5km,154.46
CYC000915,TRK010,EXC006,QLD001,2024-03-09 06:08:00,2024-03-09 06:28:43,364.46,6.8km,189.21
CYC000916,TRK014,EXC006,WA001,2024-01-09 08:43:00,2024-01-09 09:25:11,387.56,3.41,189.09
CYC000917,TRK010,EXC002,QLD001,2024-01-18 13:25:00,2024-01-18 14:20:03,345.73,7.05,143.35
CYC000918,TRK012,EXC001,NSW001,2024-04-27 02:40:00,2024-04-27 03:15:53,302.67,2.6km,223.88
CYC000919,TRK014,EXC004,WA001,2024-04-15 15:47:00,2024-04-15 16:32:42,372.77,2.58,206.7
CYC000920,TRK002,EXC005,QLD001,2024-06-30 18:29:00,2024-06-30 19:17:15,309.76,1.85,218.05
CYC000921,TRK015,EXC002,WA001,2024-07-13 11:52:00,2024-07-13 12:47:27,201.05,3.12,156.97
CYC000922,TRK003,EXC002,NSW001,2024-08-24 07:56:00,2024-08-24 08:24:41,239.05,2.54,-134.27
CYC000923,TRK007,EXC003,NSW001,2024-07-06 20:09:00,2024-07-06 21:00:01,362.75,2.48,155.71
CYC000924,TRK010,EXC001,QLD001,2024-10-16 02:22:00,2024-10-16 02:54:13,252.04,6.73,221.58
CYC000925,TRK015,EXC002,QLD001,2024-06-24 12:29:00,,364.55,2.78,197.82
CYC000926,TRK013,EXC006,WA001,2024-08-17 12:40:00,2024-08-17 13:22:45,242.33,3.19,-105.91
CYC000927,TRK011,EXC002,NSW001,2024-12-07 23:37:00,2024-12-08 00:06:40,308.84,4.0km,232.15
CYC000928,TRK001,EXC006,NSW001,2024-12-20 07:33:00,2024-12-20 07:58:49,318.86,6.35,82.68
CYC000929,TRK007,EXC003,NSW001,2024-08-18 03:19:00,2024-08-18 03:41:29,271.92,6.33,206.96
CYC000930,TRK012,EXC001,WA001,2024-10-29 21:21:00,2024-10-29 21:55:19,387.43,2.6km,178.68
CYC000931,TRK015,EXC002,WA001,2024-09-10 04:44:00,2024-09-10 05:04:37,314.88,4.12,177.98
CYC000932,TRK010,EXC006,WA001,2024-09-09 09:58:00,2024-09-09 10:20:05,239.75,7.4km,237.3
CYC000933,TRK001,EXC005,WA001,2024-08-15 11:06:00,2024-08-15 12:01:39,340.67,4.21,165.6
CYC000934,TRK005,EXC001,QLD001,2024-03-07 14:20:00,2024-03-07 14:58:47,326.74,4.82,160.42
CYC000935,TRK007,EXC002,NSW001,2024-04-10 04:12:00,2024-04-10 04:59:17,236.89,6.5,152.42
CYC000936,TRK001,EXC001,NSW001,2024-12-25 20:25:00,2024-12-25 21:14:55,268.05,7.52,166.04
CYC000937,TRK011,EXC004,QLD001,2024-10-05 05:32:00,2024-10-05 06:31:13,337.86,4.13,214.77
CYC000938,TRK011,EXC004,WA001,2024-11-30 00:07:00,2024-11-30 00:35:30,291.87,8.49,129.35
CYC000939,TRK010,EXC005,NSW001,2024-01-09 07:10:00,2024-01-09 07:49:52,279.65,4.58,149.36
CYC000940,TRK006,EXC004,NSW001,2024-01-14 23:24:00,2024-01-15 00:10:50,372.74,2.93,157.08
CYC000941,TRK001,EXC005,NSW001,2024-06-19 11:28:00,,269.85,2.1km,138.65
CYC000942,TRK001,EXC003,WA001,2024-06-15 08:04:00,2024-06-15 08:27:39,367.0,8.47,165.94
CYC000943,TRK003,EXC001,QLD001,2024-04-28 21:55:00,2024-04-28 22:35:23,317.68,7.3km,220.9
CYC000944,TRK002,EXC002,WA001,2024-01-07 18:05:00,2024-01-07 18:25:48,352.96,1.8km,109.18
CYC000945,TRK010,EXC002,QLD001,2024-12-10 16:22:00,2024-12-10 16:47:32,381.84,6.96,142.99
CYC000946,TRK003,EXC001,WA001,2024-12-29 09:35:00,2024-12-29 10:19:15,270.26,2.74,137.81
CYC000947,TRK009,EXC002,NSW001,2024-01-29 08:29:00,2024-01-29 09:20:48,281.33,5.01,173.91
CYC000948,TRK001,EXC004,WA001,2024-11-28 14:15:00,2024-11-28 14:59:38,206.48,8.2km,-164.01
CYC000949,TRK009,EXC005,NSW001,2024-01-18 03:36:00,2024-01-18 04:21:33,234.61,4.94,219.85
CYC000950,TRK014,EXC004,NSW001,2024-11-08 10:26:00,2024-11-08 11:24:26,321.51,2.34,-222.83
CYC000951,TRK006,EXC001,NSW001,2024-06-22 07:26:00,2024-06-22 08:17:58,287.78,8.22,100.13
CYC000952,TRK003,EXC004,QLD001,2024-12-12 09:17:00,2024-12-12 09:50:11,372.95,2.3km,224.99
CYC000953,TRK012,EXC006,WA001,2024-02-04 22:37:00,2024-02-04 23:28:18,293.67,3.91,238.79
CYC000954,TRK008,EXC002,NSW001,2024-08-16 04:42:00,2024-08-16 05:22:03,324.36,3.19,245.54
CYC000955,TRK005,EXC004,NSW001,2024-04-05 11:54:00,2024-04-05 12:45:33,240.22,3.61,151.24
CYC000956,TRK002,EXC004,WA001,2024-05-24 16:18:00,2024-05-24 16:56:36,265.62,6.05,187.24
CYC000957,TRK002,EXC002,WA001,2024-02-16 11:44:00,2024-02-16 12:10:07,277.36,6.27,199.12
CYC000958,TRK004,EXC002,QLD001,2024-11-30 13:22:00,2024-11-30 13:57:00,272.46,5.62,124.44
CYC000959,TRK008,EXC003,NSW001,2024-10-30 11:02:00,2024-10-30 11:28:44,343.79,8.44,244.97
CYC000960,TRK012,EXC004,WA001,2024-07-10 07:18:00,2024-07-10 07:55:15,381.55,5.47,186.53
CYC000961,TRK013,EXC001,NSW001,2024-09-16 19:33:00,2024-09-16 20:07:39,347.45,7.3km,149.63
CYC000962,TRK004,EXC003,WA001,2024-05-27 12:49:00,2024-05-27 13:22:18,346.53,7.65,110.7
CYC000963,TRK014,EXC003,WA001,2024-02-11 21:58:00,2024-02-11 22:36:24,339.83,1.51,105.43
CYC000964,TRK006,EXC002,NSW001,2024-05-16 11:28:00,,226.61,1.55,105.04
CYC000965,TRK011,EXC005,NSW001,2024-12-20 12:30:00,2024-12-20 13:12:32,262.95,6.3,175.84
CYC000966,TRK005,EXC004,WA001,2024-03-06 01:33:00,,327.5,5.25,138.26
CYC000967,TRK007,EXC004,NSW001,2024-04-06 18:57:00,2024-04-06 19:52:05,387.63,1.61,150.77
CYC000968,TRK007,EXC004,NSW001,2024-12-12 19:17:00,,263.58,6.6km,222.94
CYC000969,TRK001,EXC003,WA001,2024-04-09 09:11:00,2024-04-09 09:33:36,284.86,6.97,219.98
CYC000970,TRK005,EXC001,NSW001,2024-08-26 05:48:00,2024-08-26 06:36:43,364.34,3.26,156.27
CYC000971,TRK001,EXC002,NSW001,2024-03-30 08:05:00,2024-03-30 08:59:11,297.2,3.8km,198.11
CYC000972,TRK004,EXC005,WA001,2024-04-05 15:38:00,2024-04-05 16:11:28,207.74,1.6km,187.28
CYC000973,TRK002,EXC005,NSW001,2024-07-16 17:33:00,2024-07-16 18:05:32,399.09,7.29,138.28
CYC000974,TRK005,EXC005,QLD001,2024-01-07 09:22:00,2024-01-07 10:16:11,266.89,4.24,-94.89
CYC000975,TRK004,EXC002,QLD001,2024-05-13 13:33:00,2024-05-13 14:26:22,364.97,4.02,94.79
CYC000976,TRK004,EXC003,WA001,2024-10-23 01:00:00,2024-10-23 01:29:16,300.17,6.79,82.21
CYC000977,TRK014,EXC002,NSW001,2024-10-14 16:13:00,2024-10-14 16:36:33,356.62,6.7,100.58
CYC000978,TRK011,EXC001,QLD001,2024-05-26 18:13:00,2024-05-26 19:03:19,325.10,5.71,181.62
CYC000979,TRK008,EXC003,NSW001,2024-07-05 11:03:00,2024-07-05 11:52:13,207.61,7.36,185.61
CYC000980,TRK001,EXC002,WA001,2024-05-03 11:47:00,2024-05-03 12:42:42,200.78,3.9km,220.03
CYC000981,TRK004,EXC004,WA001,2024-04-28 01:20:00,2024-04-28 01:58:15,323.5,4.77,229.29
CYC000982,TRK007,EXC004,NSW001,2024-09-09 15:08:00,2024-09-09 15:44:26,285.67,3.92,113.56
CYC000983,TRK009,EXC002,WA001,2024-12-30 22:43:00,2024-12-30 23:23:49,386.52,1.88,91.43
CYC000984,TRK005,EXC004,QLD001,2024-05-31 06:48:00,2024-05-31 07:35:45,229.66,6.58,115.08
CYC000985,TRK010,EXC001,QLD001,2024-11-04 08:01:00,2024-11-04 08:24:08,209.92,2.9km,86.14
CYC000986,TRK015,EXC005,QLD001,2024-08-06 07:02:00,2024-08-06 07:23:40,361.49,4.75,128.92
CYC000987,TRK014,EXC003,WA001,2024-12-03 12:03:00,2024-12-03 12:29:29,220.92,8.18,190.23
CYC000988,TRK004,EXC003,QLD001,2024-08-20 06:37:00,2024-08-20 07:27:49,227.41,7.2km,85.55
CYC000989,TRK013,EXC001,NSW001,2024-07-29 18:30:00,2024-07-29 18:57:13,281.73,3.34,161.74
CYC000990,TRK006,EXC001,WA001,2024-07-18 06:19:00,2024-07-18 06:53:53,279.5,6.23,204.83
CYC000991,TRK002,EXC001,WA001,2024-04-10 08:00:00,2024-04-10 08:47:11,206.18,1.85,139.56
CYC000992,TRK013,EXC004,QLD001,2024-08-24 05:31:00,2024-08-24 06:03:17,375.75,4.21,233.63
CYC000993,TRK003,EXC002,NSW001,2024-11-07 01:56:00,2024-11-07 02:23:48,221.8,6.25,231.51
CYC000994,TRK007,EXC001,WA001,2024-11-08 13:26:00,2024-11-08 14:03:53,306.12,4.34,239.68
CYC000995,TRK005,EXC004,QLD001,2024-07-02 10:40:00,2024-07-02 11:17:40,295.96,4.5km,184.74
CYC000996,TRK008,EXC001,WA001,2024-09-12 08:17:00,2024-09-12 09:08:31,363.13,7.9km,133.81
CYC000997,TRK015,EXC005,NSW001,2024-06-16 17:48:00,2024-06-16 18:19:49,361.24,8.04,109.79
CYC000998,TRK010,EXC005,WA001,2024-06-09 03:24:00,2024-06-09 04:09:33,316.64,7.38,153.22
CYC000999,TRK006,EXC002,WA001,2024-01-29 20:15:00,2024-01-29 21:08:38,271.26,2.59,98.46
CYC001000,TRK001,EXC003,QLD001,2024-01-14 17:55:00,2024-01-14 18:20:00,293.86,8.32,110.23
CYC001001,TRK013,EXC004,WA001,2024-03-26 04:27:00,,371.18,7.31,196.43
CYC001002,TRK009,EXC004,QLD001,2024-07-28 08:00:00,2024-07-28 08:35:46,299.73,5.04,241.87
CYC001003,TRK015,EXC003,QLD001,2024-03-16 08:32:00,2024-03-16 09:27:43,331.31,5.79,155.2
CYC001004,TRK007,EXC006,WA001,2024-04-14 14:58:00,2024-04-14 15:54:15,311.92,4.42,209.56
CYC001005,TRK010,EXC006,QLD001,2024-06-07 22:02:00,2024-06-07 22:40:29,365.86,2.7km,239.61
CYC001006,TRK007,EXC003,WA001,2024-09-07 03:29:00,2024-09-07 04:09:11,228.86,2.39,-135.74
CYC001007,TRK008,EXC003,NSW001,2024-01-01 21:06:00,2024-01-01 21:50:22,360.04,6.57,218.96
CYC001008,TRK004,EXC001,WA001,2024-02-20 06:57:00,2024-02-20 07:54:14,289.39,5.7km,114.33
CYC001009,TRK007,EXC004,WA001,2024-05-24 05:29:00,2024-05-24 06:13:52,224.93,4.39,249.43
CYC001010,TRK011,EXC001,NSW001,2024-11-07 04:41:00,2024-11-07 05:34:37,264.49,6.05,133.91
CYC001011,TRK001,EXC006,NSW001,2024-08-22 16:46:00,2024-08-22 17:32:19,286.87,2.9km,152.02
CYC001012,TRK001,EXC003,WA001,2024-06-17 06:12:00,2024-06-17 07:08:15,227.68,4.0km,237.36
CYC001013,TRK009,EXC003,NSW001,2024-11-04 12:52:00,2024-11-04 13:20:07,212.91,6.1km,203.16
CYC001014,TRK010,EXC006,WA001,2024-02-17 07:00:00,2024-02-17 07:29:07,206.85,2.6km,134.7
CYC001015,TRK005,EXC002,QLD001,2024-02-11 02:20:00,2024-02-11 03:09:49,322.01,7.3km,80.2
CYC001016,TRK015,EXC002,WA001,2024-02-16 12:55:00,2024-02-16 13:26:22,368.39,5.9km,83.5
CYC001017,TRK015,EXC002,QLD001,2024-09-28 15:42:00,2024-09-28 16:23:57,258.97,6.39,-164.6
