date,site_id,ore_tonnes,waste_tonnes,plan_tonnes,recovery_pct
2024-05-25,QLD001,10471.19,21602.23,11162.37,90.79
2024-05-25,NSW001,12392.1,"22,051.42",11967.5,92.87
2024-05-26,WA001,12546.27,14334.99,12459.2,85.71
2024-05-26,QLD001,12561.68,17205.92,"12,702.81",83.04
2024-05-26,NSW001,13866.97,"12,609.84","13,802.93",82.68
2024-05-27,WA001,"13,838.51",14572.86,13359.19,90.69
2024-05-27,QLD001,"8,739.82","12,941.69",8775.16,91.84
2024-05-27,NSW001,"13,215.38","18,575.57",14060.61,83.62
2024-05-28,WA001,11640.1,"20,898.49",12731.04,82.96
2024-05-28,QLD001,10240.28,23733.12,9849.22,86.39
2024-05-28,NSW001,14967.26,22063.69,15572.35,86.72
2024-05-29,WA001,"8,390.14",23586.55,8112.68,89.96
2024-05-29,QLD001,12898.73,17014.51,12801.14,90.78
2024-05-29,NSW001,10241.72,14092.08,11134.07,83.91
2024-05-30,WA001,13355.75,24401.98,13096.57,83.84
2024-05-30,QLD001,"8,333.25",12584.48,"8,286.44",86.99
2024-05-30,NSW001,10610.47,15961.94,10278.82,91.47
2024-05-31,WA001,9443.55,19647.19,10107.21,84.22
2024-05-31,QLD001,11679.28,23026.11,"12,408.25",86.5
2024-05-31,NSW001,"13,482.62","18,052.34",13013.7,93.97
2024-06-01,WA001,12590.13,17975.85,13246.96,88.57
2024-06-01,QLD001,12808.97,"15,999.85",13524.58,84.47
2024-06-01,NSW001,13224.72,18387.68,"14,361.82",86.84
2024-06-02,WA001,14904.31,16434.85,15629.08,92.87
2024-06-02,QLD001,10288.31,22205.92,10184.77,86.49
2024-06-02,NSW001,8075.76,20343.14,8569.98,93.75
2024-06-03,WA001,10493.15,"12,148.93",10001.65,93.55
2024-06-03,QLD001,14104.68,16867.31,14361.31,84.89
2024-06-03,NSW001,12286.23,17106.14,12336.6,82.47
2024-06-04,WA001,11043.37,18424.71,12130.36,85.45
2024-06-04,QLD001,14996.75,18092.03,"15,249.98",91.0
2024-06-04,NSW001,13309.99,24381.29,14530.55,83.53
2024-06-05,WA001,14014.37,21262.91,13918.32,93.48
2024-06-05,QLD001,11835.62,21344.89,12811.57,83.45
2024-06-05,NSW001,8767.0,"13,655.04","8,826.36",89.93
2024-06-06,WA001,14811.72,12229.11,16291.89,88.51
2024-06-06,QLD001,"9,709.84",14565.06,10058.15,87.06
2024-06-06,NSW001,14682.55,13934.52,15397.6,93.28
2024-06-07,WA001,"14,653.49","21,001.10",14803.09,84.91
2024-06-07,QLD001,12346.92,19003.25,12039.31,84.13
2024-06-07,NSW001,13341.78,14236.01,13525.21,84.03
2024-06-08,WA001,12408.08,16853.57,12047.72,86.91
2024-06-08,QLD001,13563.14,"19,843.25",14877.8,88.55
2024-06-08,NSW001,10216.89,20302.49,10672.57,91.51
2024-06-09,WA001,"12,271.70",24424.83,"12,835.60",86.7
2024-06-09,QLD001,14128.04,13372.03,15083.45,88.65
2024-06-09,NSW001,8088.54,18353.82,8348.75,84.62
2024-06-10,WA001,14617.12,15311.24,15589.63,92.14
2024-06-10,QLD001,12388.47,15968.31,12997.53,83.24
2024-06-10,NSW001,"9,364.63",19719.56,9803.84,93.96
2024-06-11,WA001,11617.03,18863.43,11176.11,90.63
2024-06-11,QLD001,11907.78,20390.58,0.00,89.24
2024-06-11,NSW001,13519.23,12161.42,13184.58,90.03
2024-06-12,WA001,14652.94,22281.42,15841.75,92.28
2024-06-12,QLD001,8767.89,19666.49,8787.8,85.17
2024-06-12,NSW001,9249.09,13943.4,"9,817.72",85.7
2024-06-13,WA001,"9,382.84",18520.99,9318.22,82.16
2024-06-13,QLD001,"11,412.76",15742.03,11719.42,91.7
2024-06-13,NSW001,11269.71,17835.61,"11,529.76",93.16
2024-06-14,WA001,"8,408.11",23190.94,8455.08,89.71
2024-06-14,QLD001,"13,098.87",15179.12,14182.36,82.88
2024-06-14,NSW001,14086.72,16659.73,"13,465.80",90.19
2024-06-15,WA001,"8,984.59",22542.53,9754.63,84.62
2024-06-15,QLD001,12631.11,13811.85,"13,409.85",93.3
2024-06-15,NSW001,10005.1,18225.67,10007.15,86.27
2024-06-16,WA001,13810.77,12471.61,13936.35,87.25
2024-06-16,QLD001,14093.09,20083.63,14098.3,92.18
2024-06-16,NSW001,8554.78,20331.61,8884.26,84.25
2024-06-17,WA001,8757.61,17809.64,"8,412.33",87.62
2024-06-17,QLD001,14110.2,23611.88,14266.51,87.15
2024-06-17,NSW001,11534.65,20532.6,11968.25,85.21
2024-06-18,WA001,10393.29,15632.23,10907.9,91.72
2024-06-18,QLD001,12044.86,24041.82,12041.77,92.23
2024-06-18,NSW001,11286.09,19576.98,12291.33,91.14
2024-06-19,WA001,12588.3,23398.07,12707.94,82.13
2024-06-19,QLD001,9703.97,24178.31,0.00,93.9
2024-06-19,NSW001,"11,473.26",23436.61,"12,415.22",88.81
2024-06-20,WA001,10228.74,21818.93,11081.45,93.1
2024-06-20,QLD001,9487.8,12462.48,9638.68,91.76
2024-06-20,NSW001,13742.66,16720.59,14563.44,83.08
2024-06-21,WA001,"9,741.75",12240.57,10341.05,84.49
2024-06-21,QLD001,13211.64,"14,784.96",13498.12,92.7
2024-06-21,NSW001,11242.0,16520.27,11411.62,82.05
2024-06-22,WA001,8111.66,21313.79,8100.35,92.69
2024-06-22,QLD001,"10,041.53","21,602.15",9911.86,92.44
2024-06-22,NSW001,9360.65,13045.67,9306.97,82.4
2024-06-23,WA001,10844.66,18564.41,11725.15,91.27
2024-06-23,QLD001,"11,866.84",23499.46,12410.06,87.9
2024-06-23,NSW001,13156.59,19330.58,"13,660.05",87.49
2024-06-24,WA001,11621.38,12501.94,12653.72,91.34
2024-06-24,QLD001,"9,556.54",13735.65,9872.24,93.93
2024-06-24,NSW001,8141.98,24194.82,8531.62,87.35
2024-06-25,WA001,14998.49,22728.01,15604.45,87.54
2024-06-25,QLD001,13208.35,23074.86,14422.82,89.83
2024-06-25,NSW001,10502.27,14345.85,10358.08,83.65
2024-06-26,WA001,"8,860.27",21515.26,"9,400.30",82.23
2024-06-26,QLD001,11037.36,"22,047.44",11257.67,90.01
2024-06-26,NSW001,11944.57,24037.47,12295.35,86.94
2024-06-27,WA001,13240.43,14050.21,"14,269.32",87.11
2024-06-27,QLD001,10309.18,16058.86,"10,124.92",85.16
2024-06-27,NSW001,8142.25,19998.3,8901.5,85.0
2024-06-28,WA001,9356.63,15721.08,0,83.58
2024-06-28,QLD001,12086.65,"20,686.16",12578.7,83.82
2024-06-28,NSW001,14054.56,12327.55,13932.1,89.2
2024-06-29,WA001,10138.13,24352.25,"9,733.65",87.5
2024-06-29,QLD001,10070.37,"-22,613.29",9706.76,92.02
2024-06-29,NSW001,11200.57,22792.31,"11,812.13",93.41
2024-06-30,WA001,14203.5,16810.05,"15,186.95",91.54
2024-06-30,QLD001,"8,397.42",14513.02,"8,878.11",89.13
2024-06-30,NSW001,"9,316.54",17422.67,8901.02,93.74
2024-07-01,WA001,9155.34,17319.8,"9,929.58",93.06
2024-07-01,QLD001,8710.77,15664.78,8538.68,84.86
2024-07-01,NSW001,11130.21,18025.88,0.00,88.57
2024-07-02,WA001,14734.8,18873.07,15642.88,87.23
2024-07-02,QLD001,8154.31,14130.47,8098.28,93.22
2024-07-02,NSW001,"9,232.01","19,575.51","8,883.49",89.77
2024-07-03,WA001,"11,900.72","14,423.83",11955.95,87.01
2024-07-03,QLD001,13330.55,16054.82,"12,747.17",82.77
2024-07-03,NSW001,14620.22,"17,401.96",16022.8,83.29
2024-07-04,WA001,8770.37,16758.38,8979.9,82.09
2024-07-04,QLD001,9933.31,21640.15,10302.21,88.23
2024-07-04,NSW001,"13,438.06","22,115.07",13895.7,83.31
2024-07-05,WA001,13643.4,15684.04,14739.1,86.62
2024-07-05,QLD001,10052.96,12378.56,10697.96,91.84
2024-07-05,NSW001,10710.07,12238.93,10863.65,86.63
2024-07-06,WA001,10016.31,20460.72,9883.82,93.13
2024-07-06,QLD001,"10,779.35",23934.55,11128.69,91.94
2024-07-06,NSW001,9575.61,20296.31,9920.32,83.95
2024-07-07,WA001,11517.63,"20,174.92",12130.65,89.91
2024-07-07,QLD001,11196.62,24526.96,11015.0,90.87
2024-07-07,NSW001,10541.46,"23,648.09",10995.58,91.64
2024-07-08,WA001,14155.37,12343.7,15184.78,90.52
2024-07-08,QLD001,10684.4,-23190.26,11581.15,92.87
2024-07-08,NSW001,10994.11,"16,466.95",0,93.19
2024-07-09,WA001,14120.71,14197.58,14850.4,93.19
2024-07-09,QLD001,"14,091.55",19680.5,15378.82,87.48
2024-07-09,NSW001,"12,148.23","13,985.71","13,024.50",85.45
2024-07-10,WA001,11760.01,"13,824.61",11180.72,82.21
2024-07-10,QLD001,13131.17,15177.23,13688.02,90.93
2024-07-10,NSW001,10635.63,21898.76,"11,697.23",88.41
2024-07-11,WA001,10465.22,17622.13,11047.44,83.87
2024-07-11,QLD001,10897.76,13728.77,10663.73,88.32
2024-07-11,NSW001,14470.05,-16133.34,14674.0,93.58
2024-07-12,WA001,9351.1,"16,684.73",9436.65,83.19
2024-07-12,QLD001,11197.06,13490.77,0,89.35
2024-07-12,NSW001,8536.53,14111.08,8391.19,84.12
2024-07-13,WA001,"11,956.07",12423.66,12088.91,84.99
2024-07-13,QLD001,"12,758.28",18823.39,12353.54,91.95
2024-07-13,NSW001,13044.39,12059.48,14250.98,92.93
2024-07-14,WA001,10479.36,"21,837.72",11525.43,89.88
2024-07-14,QLD001,8986.26,22408.41,9849.28,86.71
2024-07-14,NSW001,13924.25,17106.89,"13,514.72",86.48
2024-07-15,WA001,13303.23,19600.28,14459.46,87.67
2024-07-15,QLD001,"8,798.95",12617.33,"9,241.50",88.76
2024-07-15,NSW001,11791.75,"16,311.38",12141.5,90.53
2024-07-16,WA001,14917.05,19685.51,14795.73,83.48
2024-07-16,QLD001,"13,013.16","13,040.45",13707.38,86.39
2024-07-16,NSW001,12786.53,22377.34,"12,655.45",90.07
2024-07-17,WA001,8816.94,13010.95,9171.74,91.35
2024-07-17,QLD001,13348.15,18633.94,12847.02,91.31
2024-07-17,NSW001,"8,477.00",16932.58,"9,135.44",85.72
2024-07-18,WA001,10208.02,20473.61,11077.97,89.08
2024-07-18,QLD001,11764.16,17922.7,11776.31,89.07
2024-07-18,NSW001,"10,951.80",24082.23,11458.43,82.23
2024-07-19,WA001,13037.39,"12,582.99",13623.62,82.54
2024-07-19,QLD001,"8,822.40",14644.75,8713.57,82.43
2024-07-19,NSW001,12412.45,21848.89,13197.52,92.38
2024-07-20,WA001,10805.06,19779.38,10763.22,83.97
2024-07-20,QLD001,12875.37,19494.26,12536.18,90.95
2024-07-20,NSW001,8505.16,12094.22,8952.46,89.49
2024-07-21,WA001,13312.98,22685.49,"14,290.43",88.98
2024-07-21,QLD001,14801.9,12312.19,15418.9,93.72
2024-07-21,NSW001,8028.97,23753.85,8600.91,86.95
2024-07-22,WA001,13237.88,16425.82,14520.43,83.98
2024-07-22,QLD001,10500.47,14082.49,10974.28,82.51
2024-07-22,NSW001,"14,738.04",20295.95,15665.11,91.99
2024-07-23,WA001,10377.92,23943.52,10996.63,93.06
2024-07-23,QLD001,13222.38,23614.96,13602.49,86.56
2024-07-23,NSW001,11097.17,14739.34,"11,684.15",89.09
2024-07-24,WA001,12398.0,"14,250.22",12025.75,92.12
2024-07-24,QLD001,11060.46,14684.43,11417.11,89.38
2024-07-24,NSW001,"11,268.97",13407.85,11492.54,89.95
2024-07-25,WA001,11916.66,"16,396.41","12,932.93",83.09
2024-07-25,QLD001,12768.04,22477.92,12947.66,92.96
2024-07-25,NSW001,14648.99,21322.86,14907.42,82.01
2024-07-26,WA001,10382.24,17655.94,"11,075.99",87.57
2024-07-26,QLD001,14925.6,20498.69,14280.78,82.49
2024-07-26,NSW001,"12,330.03","15,698.24",12157.2,87.71
2024-07-27,WA001,"8,972.76",20764.41,"8,643.66",93.6
2024-07-27,QLD001,13119.16,"23,662.82","13,253.34",93.15
2024-07-27,NSW001,14618.51,13720.19,15085.33,82.71
2024-07-28,WA001,"9,824.48",15950.9,9476.19,85.64
2024-07-28,QLD001,12157.6,23759.64,0,91.29
2024-07-28,NSW001,10092.89,16467.68,"10,314.83",93.0
2024-07-29,WA001,"10,757.98",18472.17,11151.07,87.39
2024-07-29,QLD001,"12,568.46",14875.52,13529.44,82.21
2024-07-29,NSW001,"11,394.50",13197.66,"12,519.54",89.95
2024-07-30,WA001,8195.49,18494.96,7947.21,88.35
2024-07-30,QLD001,11954.76,12713.88,12002.62,90.29
2024-07-30,NSW001,9360.3,21337.09,"9,032.90",90.87
2024-07-31,WA001,"9,265.73","14,693.97",9316.88,86.61
2024-07-31,QLD001,9601.01,19624.4,10401.75,88.55
2024-07-31,NSW001,"10,257.42",16491.07,"11,047.78",86.03
2024-08-01,WA001,12234.57,19840.47,"12,500.94",93.82
2024-08-01,QLD001,12032.99,14698.95,0.00,89.67
2024-08-01,NSW001,8826.76,15585.99,8926.91,86.67
2024-08-02,WA001,14634.38,"13,514.42",15379.76,85.55
2024-08-02,QLD001,"14,887.57",19951.96,0,83.95
2024-08-02,NSW001,9011.23,"24,860.53","9,296.29",93.75
2024-08-03,WA001,13567.46,20356.7,13041.67,82.64
2024-08-03,QLD001,14667.01,23421.11,16085.47,92.98
2024-08-03,NSW001,12577.51,"12,246.11",11958.57,93.35
2024-08-04,WA001,11746.59,"19,776.66",12841.21,82.27
2024-08-04,QLD001,8762.17,17559.76,9394.69,84.43
2024-08-04,NSW001,8770.12,20074.5,0.00,84.48
2024-08-05,WA001,10590.78,"19,607.04",10221.79,87.51
2024-08-05,QLD001,10253.87,13271.11,10977.83,90.15
2024-08-05,NSW001,"14,752.82",21347.49,15594.96,83.41
2024-08-06,WA001,9792.8,19151.71,10429.81,91.49
2024-08-06,QLD001,11958.35,"20,358.26",0,88.91
2024-08-06,NSW001,10832.14,21636.07,10445.06,93.96
2024-08-07,WA001,12546.21,20218.56,12573.53,89.29
2024-08-07,QLD001,8245.49,15815.11,8134.58,84.86
2024-08-07,NSW001,14644.48,19220.33,"14,498.31",83.53
2024-08-08,WA001,14024.25,17839.63,"14,105.26",85.7
2024-08-08,QLD001,10656.01,"21,780.24",10926.98,89.56
2024-08-08,NSW001,9344.93,"20,716.13",9685.22,83.95
2024-08-09,WA001,10708.96,23720.27,10291.06,90.79
2024-08-09,QLD001,"8,915.44",21284.77,8853.98,89.69
2024-08-09,NSW001,8663.81,21791.68,9432.56,87.27
2024-08-10,WA001,11598.59,12800.5,"11,644.45",86.1
2024-08-10,QLD001,10161.25,"13,966.22","10,851.63",90.49
2024-08-10,NSW001,"11,836.38",24763.14,12921.51,93.71
2024-08-11,WA001,12368.49,16138.28,12497.91,84.76
2024-08-11,QLD001,14576.11,20686.77,14516.72,93.78
2024-08-11,NSW001,9424.66,"18,748.87",10319.61,90.97
2024-08-12,WA001,"8,154.80","20,462.68",8162.12,92.17
2024-08-12,QLD001,10414.29,"23,083.48","11,347.09",88.07
2024-08-12,NSW001,"8,063.70",12974.66,7697.65,83.04
2024-08-13,WA001,10115.87,"20,303.19",10012.38,85.36
2024-08-13,QLD001,14751.44,14242.47,0,90.37
2024-08-13,NSW001,9678.97,22975.45,10168.95,89.41
2024-08-14,WA001,13382.88,"24,999.12",13911.78,85.12
2024-08-14,QLD001,13977.99,14556.6,13456.01,91.89
2024-08-14,NSW001,11890.09,23661.14,"12,174.14",87.37
2024-08-15,WA001,13280.63,12160.66,"14,038.82",91.38
2024-08-15,QLD001,11039.45,24471.54,11707.72,82.11
2024-08-15,NSW001,"9,772.22","24,650.50","9,798.59",84.26
2024-08-16,WA001,13844.75,23607.03,14850.46,89.22
2024-08-16,QLD001,"8,950.92",18625.21,9347.08,85.36
2024-08-16,NSW001,11826.52,"23,037.63",11418.08,83.93
2024-08-17,WA001,"9,231.70",21288.12,9083.85,92.1
2024-08-17,QLD001,13720.1,19109.1,14914.19,90.48
2024-08-17,NSW001,12341.12,13321.82,12518.48,83.34
2024-08-18,WA001,"8,748.51",12878.55,9612.64,84.21
2024-08-18,QLD001,11696.01,24196.3,"11,766.37",88.96
2024-08-18,NSW001,"9,903.05",15825.11,9797.38,82.97
2024-08-19,WA001,12824.86,"17,950.44","13,239.07",89.78
2024-08-19,QLD001,13014.63,24845.69,12688.62,86.82
2024-08-19,NSW001,10837.78,17613.42,11042.74,86.69
2024-08-20,WA001,12708.25,24495.27,13535.21,84.48
2024-08-20,QLD001,12837.66,16030.42,13087.72,92.46
2024-08-20,NSW001,10235.31,"24,853.43",10167.5,86.6
2024-08-21,WA001,13132.93,14931.2,13901.31,88.0
2024-08-21,QLD001,11076.48,20208.48,"10,730.97",91.36
2024-08-21,NSW001,8507.09,14916.14,8153.11,85.14
2024-08-22,WA001,12686.3,17146.14,13730.33,93.4
2024-08-22,QLD001,"10,626.80","16,135.35",10133.35,87.65
2024-08-22,NSW001,14457.37,19824.27,15018.47,92.25
2024-08-23,WA001,14520.21,19473.34,"15,924.73",86.66
2024-08-23,QLD001,13290.71,18152.43,"13,349.73",83.3
2024-08-23,NSW001,9819.52,21690.92,"9,580.89",89.8
2024-08-24,WA001,13532.72,22261.41,13169.86,93.36
2024-08-24,QLD001,12002.49,18834.99,"11,955.97",83.89
2024-08-24,NSW001,13650.12,19851.76,14277.4,93.13
2024-08-25,WA001,13915.11,"-12,151.91","13,562.44",93.28
2024-08-25,QLD001,13549.74,22899.54,14107.1,84.73
2024-08-25,NSW001,8112.77,13430.92,8460.29,91.25
2024-08-26,WA001,10101.24,19923.75,9843.62,89.71
2024-08-26,QLD001,"13,344.42",23253.72,12794.88,92.27
2024-08-26,NSW001,11185.55,"21,126.52",12067.99,90.72
2024-08-27,WA001,"14,677.04",17651.54,15360.16,88.74
2024-08-27,QLD001,9441.36,22679.44,9954.39,86.86
2024-08-27,NSW001,14293.46,14367.63,15578.15,92.1
2024-08-28,WA001,10575.69,19364.28,10838.5,85.32
2024-08-28,QLD001,11543.75,"24,979.03",12449.18,90.93
2024-08-28,NSW001,13826.18,15673.22,13901.23,85.19
2024-08-29,WA001,"13,854.24","22,818.99",14018.19,88.34
2024-08-29,QLD001,12758.71,12409.42,12997.37,89.09
2024-08-29,NSW001,"8,723.60",22575.49,8897.13,91.38
2024-08-30,WA001,"10,881.38",15232.34,10416.95,93.0
2024-08-30,QLD001,"9,585.73",12869.63,9786.41,86.31
2024-08-30,NSW001,14951.28,19164.61,14768.35,92.06
2024-08-31,WA001,"9,676.44",17585.56,9708.7,84.34
2024-08-31,QLD001,14316.68,"14,340.03",15013.97,87.87
2024-08-31,NSW001,8940.58,19261.63,0,91.73
2024-09-01,WA001,8673.21,16983.86,9009.99,88.64
2024-09-01,QLD001,"10,210.41",20675.23,10843.83,89.0
2024-09-01,NSW001,11926.43,14079.74,12690.09,89.54
2024-09-02,WA001,10665.93,13260.2,"11,576.92",90.77
2024-09-02,QLD001,8401.05,19331.69,8935.06,88.59
2024-09-02,NSW001,"12,960.38",19584.34,12921.95,92.93
2024-09-03,WA001,9698.54,12071.82,"10,120.17",88.25
2024-09-03,QLD001,10004.36,"22,287.52",10065.06,87.54
2024-09-03,NSW001,"11,752.77","19,596.62",11632.88,91.29
2024-09-04,WA001,13212.08,13058.07,14143.71,83.03
2024-09-04,QLD001,14171.53,16959.83,14420.78,84.76
2024-09-04,NSW001,"11,929.72","24,156.05",11826.32,83.02
2024-09-05,WA001,12045.45,14008.03,12176.99,91.14
2024-09-05,QLD001,13907.29,17257.14,13647.22,89.57
2024-09-05,NSW001,10457.22,15366.94,"10,367.59",93.02
2024-09-06,WA001,9303.7,24758.59,"9,444.02",87.11
2024-09-06,QLD001,13574.55,15706.26,14460.83,83.95
2024-09-06,NSW001,11985.26,13570.82,"12,990.03",89.17
2024-09-07,WA001,13717.56,17714.01,13721.23,87.36
2024-09-07,QLD001,"13,256.66",23883.34,12723.96,92.67
2024-09-07,NSW001,11907.39,12048.13,12236.07,89.65
2024-09-08,WA001,10474.82,"13,170.00",9953.65,89.14
2024-09-08,QLD001,13352.26,14661.0,"13,166.88",87.36
2024-09-08,NSW001,8155.31,15609.2,8600.65,86.2
2024-09-09,WA001,13067.27,13110.55,"13,732.75",89.92
2024-09-09,QLD001,8367.79,16708.79,9164.37,92.48
2024-09-09,NSW001,10901.94,16697.08,11137.57,92.01
2024-09-10,WA001,14100.94,16427.08,"15,115.15",85.85
2024-09-10,QLD001,13550.03,"23,367.53",0,87.17
2024-09-10,NSW001,11799.77,23971.45,12601.2,89.71
2024-09-11,WA001,10735.14,"13,492.45",11512.27,91.54
2024-09-11,QLD001,12187.32,19338.1,11971.23,82.0
2024-09-11,NSW001,12098.92,24430.75,12805.29,84.2
2024-09-12,WA001,12829.47,24852.01,12944.17,83.03
2024-09-12,QLD001,13854.26,"15,003.46",13873.43,89.76
2024-09-12,NSW001,13204.74,22470.44,13714.18,82.62
2024-09-13,WA001,"12,098.01",18554.03,"12,554.80",84.42
2024-09-13,QLD001,12253.78,13408.91,11992.88,82.38
2024-09-13,NSW001,14482.14,24682.38,14025.35,83.21
2024-09-14,WA001,9814.28,15563.68,10175.05,93.54
2024-09-14,QLD001,"10,541.98","15,963.31",10455.58,83.54
2024-09-14,NSW001,13912.91,22896.29,"14,038.23",92.35
2024-09-15,WA001,14621.27,"14,877.45","15,763.71",91.84
2024-09-15,QLD001,13449.79,"18,176.38","14,303.91",85.46
2024-09-15,NSW001,"14,295.06",14988.25,15058.3,87.63
2024-09-16,WA001,"12,941.37",18493.77,"12,750.19",92.15
2024-09-16,QLD001,"12,982.98",19486.75,"13,188.90",92.65
2024-09-16,NSW001,"12,025.22",21871.12,12816.75,85.71
2024-09-17,WA001,13050.33,"18,990.65",13693.86,90.6
2024-09-17,QLD001,14551.3,12694.31,14325.05,93.52
2024-09-17,NSW001,13636.1,"18,371.93",13812.14,85.42
2024-09-18,WA001,"14,161.82",24454.79,"13,679.81",91.89
2024-09-18,QLD001,"13,690.32","23,571.63",14818.33,85.42
2024-09-18,NSW001,10575.21,23552.0,"11,442.23",84.8
2024-09-19,WA001,"10,066.12","13,270.29","10,029.15",92.77
2024-09-19,QLD001,"12,581.24",14963.24,13337.12,82.2
2024-09-19,NSW001,"11,210.39",16650.46,10697.73,86.88
2024-09-20,WA001,11185.41,13070.23,10986.99,92.94
2024-09-20,QLD001,12776.7,19839.1,12987.31,87.0
2024-09-20,NSW001,"14,605.01",14224.41,15712.47,86.93
2024-09-21,WA001,12805.85,22202.72,12244.61,90.13
2024-09-21,QLD001,11098.9,16659.57,12057.66,84.57
2024-09-21,NSW001,13882.34,15202.9,13749.19,84.02
2024-09-22,WA001,13669.85,13285.54,14342.9,90.42
2024-09-22,QLD001,13002.77,23760.87,13948.1,93.0
2024-09-22,NSW001,13807.92,"17,936.99",14617.3,83.65
2024-09-23,WA001,13262.78,"20,251.42",13712.99,93.09
2024-09-23,QLD001,9492.88,22500.57,10099.54,83.73
2024-09-23,NSW001,"13,738.04","21,174.56",14786.3,85.29
2024-09-24,WA001,9997.78,19356.19,"9,708.12",84.06
2024-09-24,QLD001,14362.83,21989.16,15168.13,89.03
2024-09-24,NSW001,14922.42,14852.79,"16,060.69",90.99
2024-09-25,WA001,"10,813.46",22011.81,10935.19,91.56
2024-09-25,QLD001,11813.73,19960.15,11834.98,83.57
2024-09-25,NSW001,14374.56,12870.58,15680.37,82.68
2024-09-26,WA001,10915.97,23765.38,"10,832.81",82.59
2024-09-26,QLD001,8473.61,"16,642.61",9282.99,93.02
2024-09-26,NSW001,13736.18,19824.72,14802.55,93.67
2024-09-27,WA001,"12,204.82",19123.83,"11,758.02",82.23
2024-09-27,QLD001,10730.3,21792.38,"11,441.87",89.25
2024-09-27,NSW001,"8,150.55",14110.49,8118.16,90.81
2024-09-28,WA001,10121.15,"20,146.51",9690.76,84.99
2024-09-28,QLD001,"14,874.20",15899.17,15920.6,91.77
2024-09-28,NSW001,13116.05,18109.27,"13,538.31",89.68
2024-09-29,WA001,12908.73,19237.35,13542.03,83.25
2024-09-29,QLD001,"10,617.85","12,424.95","10,185.09",85.37
2024-09-29,NSW001,10816.84,18925.24,11112.32,88.65
2024-09-30,WA001,13812.42,24481.11,14554.36,82.58
2024-09-30,QLD001,11611.98,"13,015.28",0,89.23
2024-09-30,NSW001,14133.42,22798.69,13885.46,93.11
2024-10-01,WA001,8874.07,18697.88,9556.15,85.68
2024-10-01,QLD001,14373.21,23074.31,15383.7,91.56
2024-10-01,NSW001,"12,910.89","19,635.68","12,800.57",83.61
2024-10-02,WA001,14536.0,12580.52,14258.68,82.71
2024-10-02,QLD001,12300.37,"12,875.98","12,535.50",87.35
2024-10-02,NSW001,10267.83,"15,748.93","10,951.05",91.38
2024-10-03,WA001,"9,795.49",17858.37,"10,527.33",86.37
2024-10-03,QLD001,10446.35,14334.99,11390.58,82.9
2024-10-03,NSW001,"10,964.69","18,891.00",11356.73,89.88
2024-10-04,WA001,8219.38,"13,171.84",7830.38,89.39
2024-10-04,QLD001,"12,012.63",22379.34,11572.62,82.16
2024-10-04,NSW001,9300.1,"24,521.56",9851.34,91.05
2024-10-05,WA001,8094.75,13804.11,7878.52,90.24
2024-10-05,QLD001,14491.64,13252.04,14699.45,88.18
2024-10-05,NSW001,13921.18,14865.33,14191.75,85.55
2024-10-06,WA001,12997.37,20770.89,"14,290.22",82.16
2024-10-06,QLD001,11408.63,-23777.25,11321.72,87.85
2024-10-06,NSW001,12417.18,"12,356.81","12,840.11",91.8
2024-10-07,WA001,"10,582.10",14262.54,10419.5,84.21
2024-10-07,QLD001,10937.22,19431.95,11157.8,85.47
2024-10-07,NSW001,"10,214.56","20,920.97","10,688.18",89.45
2024-10-08,WA001,9883.98,22380.76,9400.55,85.73
2024-10-08,QLD001,12656.11,12702.33,13529.28,89.63
2024-10-08,NSW001,"14,110.00",13614.77,"13,909.23",85.55
2024-10-09,WA001,"9,285.44",13607.62,8915.71,88.47
2024-10-09,QLD001,11801.69,"21,027.31",12616.11,83.11
2024-10-09,NSW001,"13,318.52",13185.31,13273.32,90.02
2024-10-10,WA001,12005.66,12761.96,"13,138.12",82.17
2024-10-10,QLD001,8350.66,15352.43,"8,623.04",82.65
2024-10-10,NSW001,12805.12,23440.01,14040.46,86.19
2024-10-11,WA001,8444.91,21780.46,8300.45,92.33
2024-10-11,QLD001,12406.05,17162.26,"12,338.43",90.21
2024-10-11,NSW001,8639.73,17986.88,"8,456.01",92.35
2024-10-12,WA001,13063.6,"23,770.08",13629.25,90.9
2024-10-12,QLD001,11590.22,"17,916.41",12087.23,83.83
2024-10-12,NSW001,10805.32,"15,732.98",10970.86,87.78
2024-10-13,WA001,13728.54,22248.4,13724.91,86.48
2024-10-13,QLD001,"14,121.60",21922.83,"15,376.16",83.02
2024-10-13,NSW001,12648.32,19592.29,13149.85,89.32
2024-10-14,WA001,8646.24,12658.52,8974.08,87.79
2024-10-14,QLD001,"14,277.85",19757.86,"14,517.45",93.73
2024-10-14,NSW001,9437.32,24022.1,9102.63,84.2
2024-10-15,WA001,"8,476.11",21491.28,8225.8,88.1
2024-10-15,QLD001,12073.72,24852.92,11496.99,85.36
2024-10-15,NSW001,10158.58,21269.7,0.00,84.99
2024-10-16,WA001,9499.87,21175.19,10371.69,85.57
2024-10-16,QLD001,13308.22,14515.98,14035.62,90.23
2024-10-16,NSW001,10070.16,21439.99,9982.04,92.05
2024-10-17,WA001,12529.23,22829.35,13365.88,88.18
2024-10-17,QLD001,11445.54,19961.5,11671.3,88.11
2024-10-17,NSW001,12918.48,"14,185.44","13,464.26",89.83
2024-10-18,WA001,"8,549.90","-18,400.58",9341.0,84.23
