,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2018,minimum_nights,number_of_reviews,reviews_per_month,availability_2019
1729,6072316,Inner Sunset,37.760506856728284,-122.4714123151381,Entire home/apt,600,,3,1,0.02,0
1730,6072767,Inner Sunset,37.75315749860393,-122.47052896298392,Entire home/apt,200,16.0,2,66,1.65,343
1731,6074750,Russian Hill,37.798246731741045,-122.41090287797171,Private room,156,304.0,2,259,5.91,125
1732,6080799,Outer Sunset,37.7467133611494,-122.50667923943796,Entire home/apt,95,329.0,2,66,2.26,38
1733,6090770,Noe Valley,37.742605164972616,-122.42890857259896,Private room,100,207.0,30,9,0.2,280
1734,6091945,West of Twin Peaks,37.72473768868453,-122.45676728017679,Private room,90,,3,5,0.13,0
1735,6092049,Castro/Upper Market,37.75607601777165,-122.43801135995676,Entire home/apt,238,213.0,1,268,6.07,146
1736,6092596,Mission,37.763796268707225,-122.42614302470035,Entire home/apt,174,254.0,1,426,10.17,90
1737,6107258,Marina,37.79781375189043,-122.42501872883473,Private room,209,116.0,1,133,4.0,255
1738,6108439,Bernal Heights,37.7395144624912,-122.41372728490244,Entire home/apt,245,,2,8,0.22,0
1739,6117147,Outer Sunset,37.7531846280223,-122.50099142141826,Entire home/apt,135,291.0,2,112,2.65,67
1740,6119086,Mission,37.756714135210565,-122.40802499072792,Entire home/apt,125,,30,13,0.3,0
1741,6119683,Mission,37.76181574385645,-122.42143264451693,Private room,199,232.0,4,121,2.97,140
1742,6120540,Parkside,37.734359869186136,-122.49557992136288,Private room,49,292.0,1,269,6.27,82
1743,6132191,Nob Hill,37.79632489762685,-122.41190680911151,Entire home/apt,499,,1,28,0.7,0
1744,6145605,Visitacion Valley,37.71389208487345,-122.39808935721796,Entire home/apt,150,212.0,2,89,2.02,148
1745,6154096,Russian Hill,37.80617517452279,-122.42342651229636,Entire home/apt,699,140.0,1,4,0.39,34
1746,6156195,Castro/Upper Market,37.7607708575329,-122.43620655107384,Entire home/apt,249,276.0,30,85,1.95,179
1747,6163821,Potrero Hill,37.75538942221392,-122.39729956785541,Private room,146,221.0,1,218,4.97,142
1748,6165516,Bernal Heights,37.73618988575804,-122.41831460591949,Entire home/apt,299,,3,23,0.56,0
1749,6169292,Marina,37.797478929295615,-122.42566359156973,Private room,129,,1,157,3.65,259
1750,6181182,South of Market,37.77176766310844,-122.39404091248957,Entire home/apt,229,,30,1,0.02,343
1751,6188428,North Beach,37.80860057125589,-122.41446996107618,Private room,475,,2,0,,361
1752,6195258,Bernal Heights,37.746974018570135,-122.41192910120014,Entire home/apt,250,206.0,2,15,0.35,0
1753,6214853,Western Addition,37.773746283246275,-122.42487308787534,Entire home/apt,110,,30,8,0.19,315
1754,6224858,Inner Richmond,37.78578423092448,-122.4619318923492,Entire home/apt,450,268.0,2,21,0.5,19
1755,6238514,Noe Valley,37.74714548995314,-122.43058795278476,Entire home/apt,350,20.0,1,74,1.73,319
1756,6245649,Outer Sunset,37.75963524902204,-122.50639755876549,Entire home/apt,107,50.0,30,116,2.75,249
1757,6257770,Western Addition,37.77585214289218,-122.42641230312012,Entire home/apt,255,286.0,30,54,1.25,85
1758,6261638,South of Market,37.78699328382929,-122.39129873688398,Entire home/apt,173,,30,7,0.24,240
1759,6272183,Inner Sunset,37.76325348582035,-122.45252199687826,Entire home/apt,85,361.0,30,75,1.74,62
1760,6272816,Mission,37.76981890402803,-122.42160383626249,Private room,125,157.0,1,124,2.92,354
1761,6273036,Potrero Hill,37.754877942361844,-122.40235119055237,Entire home/apt,160,,3,42,1.0,24
1762,6273745,Noe Valley,37.75143520377865,-122.44167981013334,Entire home/apt,250,,3,13,0.3,0
1763,6301675,Nob Hill,37.79018498174676,-122.41169163997921,Entire home/apt,151,,30,11,0.35,285
1764,6324586,Mission,37.75043576963552,-122.41010167350365,Entire home/apt,275,,5,6,0.14,0
1765,6326133,Pacific Heights,37.78880963448739,-122.4400007455008,Entire home/apt,225,232.0,4,91,2.11,115
1766,6326767,Glen Park,37.73432974412625,-122.43765848023165,Entire home/apt,161,273.0,2,8,0.29,4
1767,6329340,Western Addition,37.778318927536404,-122.44561012619806,Entire home/apt,3000,1.0,3,11,0.27,54
1768,6329731,Western Addition,37.7769235341219,-122.44612557992296,Private room,999,21.0,4,34,0.81,41
1769,6331695,Noe Valley,37.742068552774036,-122.43068518410172,Entire home/apt,196,227.0,1,285,6.74,106
1770,6335352,Noe Valley,37.7534128057023,-122.4403328645768,Entire home/apt,400,50.0,3,66,1.61,290
1771,6336315,South of Market,37.77061533437953,-122.42139558108386,Private room,240,,1,19,1.06,58
1772,6337298,Inner Sunset,37.75516908732685,-122.47414706820595,Entire home/apt,120,,30,9,0.24,139
1773,6338562,Nob Hill,37.79256310011357,-122.42135026661086,Private room,200,0.0,140,2,0.05,365
1774,6344096,Noe Valley,37.751945060853856,-122.44068281427444,Private room,99,16.0,21,6,0.14,219
1775,6344500,North Beach,37.79900044943894,-122.40668053540695,Entire home/apt,250,235.0,1,32,2.25,55
1776,6348655,South of Market,37.77531785988125,-122.4007625545482,Entire home/apt,398,,179,18,0.42,358
1777,6348742,Noe Valley,37.753262321319,-122.43597995103708,Entire home/apt,125,221.0,30,84,1.99,302
1778,6360976,Russian Hill,37.79928133176491,-122.41946786600192,Entire home/apt,200,2.0,30,102,2.36,363
1779,6364873,Western Addition,37.772596406917366,-122.42814207585494,Entire home/apt,343,,7,6,0.14,11
1780,6365956,Inner Sunset,37.757481427229656,-122.47221974723364,Private room,129,0.0,1,79,1.82,364
1781,6373849,Chinatown,37.791350848221974,-122.40827928603427,Entire home/apt,116,235.0,30,4,0.09,153
1782,6374167,Haight Ashbury,37.76637208179826,-122.44670137754764,Private room,80,151.0,7,42,1.13,174
1783,6376338,Inner Sunset,37.756393109267016,-122.45455118806231,Entire home/apt,575,,5,3,0.74,158
1784,6378495,Mission,37.758211162135844,-122.41968594944302,Private room,89,194.0,30,117,2.7,280
1785,6378613,Outer Richmond,37.78306574746896,-122.48604734940129,Entire home/apt,700,267.0,2,5,0.17,35
1786,6387526,Mission,37.76706856847924,-122.42390372517868,Entire home/apt,325,15.0,30,19,0.44,300
1787,6402782,Western Addition,37.777001213829216,-122.44131041865845,Entire home/apt,185,277.0,5,112,2.68,32
1788,6415052,Haight Ashbury,37.76973890968525,-122.43695102058449,Entire home/apt,370,,5,56,1.8,1
1789,6423158,West of Twin Peaks,37.731303384999315,-122.46152008396278,Entire home/apt,139,27.0,2,255,5.92,326
1790,6430646,Twin Peaks,37.75772920532885,-122.44502767260235,Private room,115,157.0,2,192,4.46,94
1791,6437010,Mission,37.76570457915094,-122.41669184885616,Private room,91,62.0,2,96,2.24,252
1792,6448545,Nob Hill,37.79533074107635,-122.41200964576048,Entire home/apt,299,97.0,30,20,0.48,335
1793,6453006,Bernal Heights,37.74172456930261,-122.40850897869987,Private room,135,1.0,3,67,1.6,0
1794,6453774,Downtown/Civic Center,37.78835532275191,-122.40915690188518,Entire home/apt,249,10.0,1,38,0.89,357
1795,6464280,Mission,37.75649659456308,-122.40886271698143,Entire home/apt,250,,2,0,,28
1796,6466473,South of Market,37.7800871260222,-122.38963376022936,Entire home/apt,189,,60,5,0.13,337
1797,6481492,Mission,37.75527729714649,-122.41047741520563,Entire home/apt,349,,4,5,0.12,85
1798,6494663,Outer Sunset,37.74950010928185,-122.49164280637169,Private room,84,45.0,1,267,6.25,329
1799,6495015,Mission,37.75971732259425,-122.42164246233752,Private room,210,211.0,1,191,4.56,154
1800,6505426,Noe Valley,37.75315610015589,-122.43722339511784,Entire home/apt,200,45.0,2,176,4.37,266
1801,6514826,Mission,37.76282750796597,-122.4254704524245,Entire home/apt,250,308.0,3,65,1.6,46
1802,6516295,South of Market,37.77248453843896,-122.40779854041044,Entire home/apt,250,332.0,30,4,0.12,0
1803,6518261,Excelsior,37.71906449972065,-122.43261186789651,Entire home/apt,149,224.0,5,119,2.8,140
1804,6522477,Noe Valley,37.749378429774964,-122.42575712088059,Private room,300,7.0,4,1,0.04,355
1805,6523507,Noe Valley,37.74744439154865,-122.43573514558649,Entire home/apt,265,25.0,4,69,1.69,320
1806,6526129,Pacific Heights,37.790344457939455,-122.43480146692566,Entire home/apt,129,,30,1,0.04,0
1807,6526344,Mission,37.76313805546198,-122.42136426151012,Private room,50,,60,2,0.05,0
1808,6529234,Bernal Heights,37.743260020239354,-122.4106086821768,Entire home/apt,114,304.0,5,77,2.46,41
1809,6543813,Castro/Upper Market,37.756896691142074,-122.4340230761907,Private room,124,276.0,2,91,2.16,81
1810,6544530,Castro/Upper Market,37.760137646777466,-122.43213010645592,Entire home/apt,399,,5,20,0.49,0
1811,6557736,Outer Sunset,37.74895975198873,-122.4924026086968,Private room,75,49.0,1,246,5.78,325
1812,6560870,Bernal Heights,37.74814219386567,-122.408059188458,Entire home/apt,135,272.0,3,136,3.34,66
1813,6587558,Inner Richmond,37.777514355578276,-122.45682558217614,Private room,80,233.0,30,1,0.03,365
1814,6591087,South of Market,37.77681134309718,-122.39719763029171,Private room,375,,30,4,0.09,201
1815,6591405,Marina,37.80166372562365,-122.43068211727886,Entire home/apt,485,,30,6,0.15,132
1816,6600081,Mission,37.753004348441664,-122.40394296637496,Private room,95,204.0,3,191,4.51,154
1817,6601749,Crocker Amazon,37.71173950831274,-122.44560978106354,Entire home/apt,74,35.0,30,15,0.36,305
1818,6604564,Bernal Heights,37.74817690355147,-122.41884061184128,Entire home/apt,350,353.0,1,26,0.63,355
1819,6604799,Mission,37.74821960801263,-122.41826163811373,Private room,160,193.0,1,87,2.05,355
1820,6628985,Western Addition,37.784723014823065,-122.44666279375456,Private room,109,328.0,3,148,3.55,57
1821,6629798,Excelsior,37.728364020389975,-122.41643005441736,Private room,120,352.0,2,198,4.66,0
1822,6643496,Twin Peaks,37.746940923725255,-122.44858017950031,Private room,124,33.0,5,140,3.28,236
1823,6646641,South of Market,37.776204676369524,-122.39954786155528,Entire home/apt,339,352.0,30,1,0.02,0
1824,6648062,Bernal Heights,37.741353489244105,-122.40938413637855,Private room,130,1.0,3,34,0.81,359
1825,6649234,Downtown/Civic Center,37.78858275610428,-122.40949007458522,Entire home/apt,259,6.0,1,9,0.21,358
1826,6653474,Haight Ashbury,37.77565844505397,-122.4406268392996,Entire home/apt,138,284.0,2,17,0.41,77
1827,6662128,Chinatown,37.79780770584897,-122.40554465715536,Private room,95,,30,136,3.2,308
1828,6662231,North Beach,37.798785167291605,-122.40542401287308,Private room,110,,30,127,2.99,344
1829,6671126,Outer Mission,37.73150022006096,-122.43354822265923,Entire home/apt,157,34.0,3,96,2.26,246
1830,6688004,Bernal Heights,37.742568078440534,-122.41359123626896,Private room,100,219.0,3,102,2.46,171
1831,6691495,Potrero Hill,37.75149046514414,-122.39891729097343,Private room,80,,30,4,0.22,0
1832,6701045,North Beach,37.80467691866989,-122.40574028269943,Entire home/apt,370,,30,2,0.07,1
1833,6705522,Parkside,37.74198725760972,-122.49517450322399,Entire home/apt,270,,90,76,1.94,0
1834,6713445,Castro/Upper Market,37.76355806449308,-122.4325687345401,Entire home/apt,225,38.0,1,199,4.71,341
1835,6713990,Mission,37.76685030360353,-122.42368382332735,Entire home/apt,150,346.0,7,7,0.17,122
1836,6715383,Ocean View,37.72059115666235,-122.45215935071123,Entire home/apt,116,236.0,30,34,0.96,227
1837,6716133,Ocean View,37.721222488897595,-122.45274109594294,Entire home/apt,99,236.0,30,112,2.66,227
1838,6727254,Noe Valley,37.753227397113754,-122.43740957805359,Private room,105,67.0,2,30,0.72,235
1839,6728537,Downtown/Civic Center,37.78712062274561,-122.41574908475452,Private room,113,320.0,2,11,0.72,119
1840,6730473,Western Addition,37.77855065670904,-122.43864257856274,Entire home/apt,99,29.0,30,73,1.73,353
1841,6732541,Nob Hill,37.796808391237455,-122.4126350736837,Entire home/apt,199,12.0,5,41,0.98,258
1842,6734294,Glen Park,37.73540200779309,-122.43084727180168,Entire home/apt,550,,4,3,0.07,11
1843,6748645,Noe Valley,37.75547852610369,-122.42941320536644,Entire home/apt,350,42.0,3,42,1.03,83
1844,6749412,Potrero Hill,37.760337817872895,-122.40524992729887,Entire home/apt,177,42.0,1,153,3.62,344
1845,6754197,South of Market,37.77642536954729,-122.41655389751324,Private room,57,0.0,30,16,0.4,89
1846,6764924,Noe Valley,37.74243715136218,-122.42426796337428,Entire home/apt,375,,2,16,0.39,0
1847,6782479,Glen Park,37.734765514720344,-122.43193672743013,Entire home/apt,270,340.0,3,12,0.29,98
1848,6793767,Castro/Upper Market,37.7564730654284,-122.43579565760248,Entire home/apt,100,57.0,31,56,1.38,196
1849,6798145,Bayview,37.72961675942807,-122.3716303681262,Private room,2200,,31,0,,359
1850,6800168,Noe Valley,37.752020974760654,-122.4256868571513,Entire home/apt,190,,3,9,0.21,0
1851,6812179,Haight Ashbury,37.76978381350102,-122.44489949831345,Entire home/apt,450,,2,10,0.25,0
1852,6822070,Bernal Heights,37.740963253073616,-122.416564778549,Entire home/apt,159,348.0,1,42,1.02,0
1853,6835302,North Beach,37.80447285361327,-122.40496674502842,Entire home/apt,240,,30,0,,365
1854,6835462,Financial District,37.7875973948683,-122.39843871412675,Entire home/apt,252,,30,1,0.03,0
1855,6836411,Downtown/Civic Center,37.78744663736353,-122.41058729660608,Entire home/apt,249,6.0,1,12,0.29,360
1856,6836785,Mission,37.75203194986454,-122.422543289443,Entire home/apt,178,198.0,1,190,4.52,77
1857,6836928,South of Market,37.77532099081647,-122.40768467053542,Entire home/apt,1000,290.0,30,18,0.43,364
1858,6852309,Noe Valley,37.75074264180629,-122.4351283688506,Entire home/apt,170,,30,2,0.12,4
1859,6864929,Noe Valley,37.745763862772144,-122.42650357579548,Entire home/apt,710,,7,2,0.43,17
1860,6870420,Noe Valley,37.753232205072365,-122.4358789899698,Entire home/apt,1100,363.0,5,8,0.2,17
1861,6878780,Noe Valley,37.74622721746015,-122.43719223747487,Entire home/apt,155,,30,10,0.26,68
1862,6883183,Downtown/Civic Center,37.78722381604256,-122.40955506666712,Entire home/apt,195,,2,24,0.61,5
1863,6884454,Potrero Hill,37.76243176591178,-122.40185370636304,Private room,150,291.0,30,8,0.2,89
1864,6885422,Noe Valley,37.75209134860211,-122.42605113841482,Entire home/apt,399,356.0,4,19,0.49,9
1865,6887043,Castro/Upper Market,37.76337998603749,-122.436975548262,Entire home/apt,150,,30,6,0.15,0
1866,6887081,Noe Valley,37.75544178504613,-122.43523501039571,Entire home/apt,450,291.0,3,56,1.35,35
1867,6887234,Outer Richmond,37.77672002342072,-122.4827374175353,Private room,85,,2,50,1.23,85
1868,6894794,Outer Mission,37.7329094492073,-122.44318606572838,Private room,175,,1,93,2.22,8
1869,6898334,Pacific Heights,37.7954031883902,-122.42882042079408,Entire home/apt,220,,30,2,0.06,340
1870,6898966,Potrero Hill,37.762604583442226,-122.39047542957495,Entire home/apt,350,18.0,3,29,0.7,114
1871,6911587,Mission,37.76489654018083,-122.42139528453556,Private room,100,337.0,2,59,1.51,92
1872,6913294,Mission,37.75597989143414,-122.41525210098827,Private room,90,351.0,1,77,1.83,31
1873,6915497,Mission,37.75338256046975,-122.4063336385272,Entire home/apt,400,350.0,3,40,0.99,96
1874,6922612,Western Addition,37.78526538106213,-122.42320640703163,Entire home/apt,128,,3,23,0.55,0
1875,6924208,Mission,37.753157465248776,-122.40511282792562,Entire home/apt,195,311.0,3,11,0.26,32
1876,6926901,Mission,37.75641542425704,-122.41285126596114,Entire home/apt,300,356.0,3,48,1.14,34
1877,6934867,Outer Sunset,37.75633847053094,-122.50364822453592,Entire home/apt,219,,30,14,0.39,365
1878,6934874,Outer Sunset,37.75733879534301,-122.501944376441,Entire home/apt,157,0.0,30,79,1.91,365
1879,6936417,Potrero Hill,37.76028276557307,-122.39364580159365,Entire home/apt,265,212.0,3,52,1.25,0
1880,6938818,Seacliff,37.780659020499094,-122.50563477930224,Private room,65,237.0,3,89,2.12,130
1881,6940354,West of Twin Peaks,37.724280442924645,-122.45723002339416,Private room,99,,3,4,0.1,0
1882,6940448,West of Twin Peaks,37.725575951223625,-122.45746897594722,Private room,80,,3,9,0.22,0
1883,6955678,Chinatown,37.79424447976842,-122.40928743301966,Private room,83,,30,1,0.45,286
1884,6957662,Noe Valley,37.748583418303475,-122.43582351835974,Entire home/apt,225,195.0,5,84,2.01,347
1885,6968158,Western Addition,37.77847359892522,-122.43502180222842,Private room,158,42.0,2,154,4.35,276
1886,6970746,Presidio Heights,37.781687005064775,-122.4562757981482,Private room,148,222.0,2,105,2.54,161
1887,6973383,Outer Mission,37.73172016612086,-122.4484475753262,Private room,60,,3,6,0.17,171
1888,6973631,Castro/Upper Market,37.76808630864611,-122.43153221852032,Private room,237,,2,9,0.22,353
1889,6974259,Bayview,37.71059903840458,-122.39030087319485,Entire home/apt,170,0.0,30,0,,365
1890,6975064,Western Addition,37.786218829954045,-122.42437500185915,Entire home/apt,75,,30,48,1.14,31
1891,6976403,Pacific Heights,37.78906128002843,-122.4375748462941,Entire home/apt,154,36.0,31,23,2.0,113
1892,6985131,Ocean View,37.7199767847491,-122.45718838337551,Entire home/apt,79,88.0,3,97,2.35,340
1893,6993593,Nob Hill,37.79569442370353,-122.41708197252399,Private room,129,319.0,2,172,4.11,220
1894,7004802,Mission,37.769987708379006,-122.42268058364635,Entire home/apt,245,359.0,3,33,0.8,6
1895,7007759,Ocean View,37.717281785438864,-122.4526948901395,Private room,195,280.0,3,12,0.31,177
1896,7009654,Glen Park,37.73631882920017,-122.43691481561524,Private room,69,263.0,2,99,2.45,134
1897,7009791,Inner Richmond,37.77779609564854,-122.45933664524807,Private room,125,,3,26,0.64,11
1898,7009809,Inner Sunset,37.756880398607066,-122.46784596960407,Private room,235,211.0,30,142,3.48,206
1899,7012313,Noe Valley,37.75072854073942,-122.42646920486031,Private room,93,254.0,30,10,0.25,362
1900,7020637,Mission,37.75368599867764,-122.42261114158424,Entire home/apt,150,353.0,1,29,2.2,3
1901,7021571,Bayview,37.73182766717089,-122.3752155929795,Private room,59,60.0,1,4,0.1,10
1902,7022309,Haight Ashbury,37.7749760890614,-122.44355424981232,Private room,88,286.0,1,104,2.54,70
1903,7026287,Noe Valley,37.74962834169858,-122.42994857624723,Private room,125,259.0,2,242,6.09,104
1904,7027139,Outer Sunset,37.76379989102367,-122.50732317439515,Private room,190,1.0,2,26,0.64,343
1905,7028127,Bernal Heights,37.74330991863642,-122.41973860114544,Entire home/apt,250,,5,67,1.95,7
1906,7034114,Noe Valley,37.747362709305264,-122.42489529846122,Private room,95,,2,40,0.97,27
1907,7035672,Parkside,37.74236218732842,-122.4722912418878,Entire home/apt,179,36.0,2,90,2.21,10
1908,7038488,Inner Sunset,37.76463108316831,-122.47455896807712,Entire home/apt,240,,6,8,0.34,0
1909,7054235,Outer Sunset,37.75853313368442,-122.50506314776821,Private room,99,211.0,3,81,1.95,75
1910,7055126,Potrero Hill,37.75956554182415,-122.39470653875763,Entire home/apt,225,254.0,1,185,4.53,134
1911,7065061,Bernal Heights,37.74194709400951,-122.41690875453965,Entire home/apt,200,348.0,5,5,0.14,7
1912,7065335,Crocker Amazon,37.71061755155398,-122.43531807343453,Entire home/apt,174,,2,3,0.59,3
1913,7065694,Parkside,37.738057061558095,-122.50622889851637,Entire home/apt,350,53.0,30,15,0.4,315
1914,7067087,North Beach,37.799257402891726,-122.4047635118675,Shared room,38,249.0,1,96,2.32,93
1915,7067681,North Beach,37.79845009176253,-122.40477626560468,Shared room,38,277.0,1,159,3.85,95
1916,7068804,Ocean View,37.726774757260266,-122.4683231497373,Private room,80,236.0,2,138,3.34,109
1917,7072662,Western Addition,37.77519905356973,-122.43765378668932,Entire home/apt,132,,90,6,0.14,0
1918,7073115,Lakeshore,37.732896351759685,-122.49360657283195,Private room,99,71.0,1,196,4.76,316
1919,7085722,Mission,37.762047981563256,-122.40789789964269,Private room,89,308.0,2,119,2.87,55
1920,7086626,Lakeshore,37.73337004483083,-122.49159514469423,Private room,89,62.0,1,137,3.32,327
1921,7093018,Outer Mission,37.73048259786083,-122.44176230335104,Private room,50,,30,2,0.05,0
1922,7111861,Marina,37.80549814228055,-122.44802024241731,Entire home/apt,1000,,3,5,0.12,302
1923,7115664,North Beach,37.80752637017327,-122.41858117454387,Entire home/apt,215,67.0,30,104,2.59,340
1924,7117778,Parkside,37.74551048191733,-122.50183108542416,Entire home/apt,130,,30,51,1.24,364
1925,7146663,Downtown/Civic Center,37.78831988632187,-122.40982023239854,Entire home/apt,499,,3,2,0.08,0
1926,7151287,Mission,37.75109863408815,-122.42150297674644,Entire home/apt,300,350.0,3,9,0.22,0
1927,7162627,Western Addition,37.77690388453679,-122.42612577675756,Entire home/apt,110,,30,12,0.3,224
1928,7178670,Haight Ashbury,37.77560650964501,-122.44090093020391,Private room,239,216.0,1,241,6.19,56
1929,7180020,South of Market,37.779449450810546,-122.40381586283259,Entire home/apt,269,298.0,4,170,4.14,52
1930,7181279,Bernal Heights,37.73378960965885,-122.41555813097123,Entire home/apt,135,18.0,1,150,3.81,238
1931,7182761,Potrero Hill,37.75751127093663,-122.3962746487173,Private room,130,0.0,3,150,3.77,350
1932,7196412,West of Twin Peaks,37.74602497336312,-122.45539700192239,Private room,130,231.0,2,82,2.0,163
1933,7202063,South of Market,37.78406587406256,-122.4070672943094,Entire home/apt,249,3.0,30,29,0.71,364
1934,7204761,Castro/Upper Market,37.765265793189776,-122.42996686936678,Entire home/apt,320,360.0,3,15,0.37,10
1935,7207426,Outer Sunset,37.75993649358029,-122.48039933205605,Entire home/apt,300,354.0,3,47,1.21,0
1936,7217193,Mission,37.76221601240075,-122.42332215339168,Entire home/apt,240,359.0,2,121,3.06,3
1937,7220035,Nob Hill,37.79429202028428,-122.41557204451156,Entire home/apt,140,,2,83,2.27,38
1938,7222704,Outer Richmond,37.78286656048277,-122.48346279251035,Entire home/apt,109,268.0,2,229,5.57,115
1939,7226841,Nob Hill,37.79286726906415,-122.41609266144873,Private room,95,282.0,2,143,3.5,113
1940,7227605,Pacific Heights,37.79255373577496,-122.44272916102163,Entire home/apt,750,0.0,30,25,0.63,365
1941,7227859,Western Addition,37.7861109425771,-122.4401922749676,Private room,119,77.0,30,132,3.29,268
1942,7228563,Inner Sunset,37.7532856563333,-122.46859729055882,Entire home/apt,400,,7,9,0.31,127
1943,7247351,Outer Mission,37.73214395047481,-122.43067721666044,Entire home/apt,125,277.0,2,124,3.52,70
1944,7247746,Outer Sunset,37.762579093937156,-122.50821660779623,Private room,95,253.0,2,80,1.97,89
1945,7259606,Outer Sunset,37.76087330527722,-122.50591464986326,Private room,60,252.0,2,43,1.06,116
1946,7259880,Outer Sunset,37.76202953140624,-122.50759339950059,Private room,75,252.0,2,79,1.94,116
1947,7275084,Castro/Upper Market,37.76074216444868,-122.44359400208693,Private room,115,301.0,2,133,3.39,109
1948,7281346,Excelsior,37.719036440525755,-122.43537321697839,Entire home/apt,300,357.0,4,41,1.02,37
1949,7290262,Western Addition,37.76997220462467,-122.42977290086273,Private room,95,15.0,2,177,4.35,328
1950,7292878,Bernal Heights,37.742833308584,-122.41542999143759,Entire home/apt,155,,2,61,1.5,36
1951,7302136,Haight Ashbury,37.76515704945544,-122.44657635846563,Entire home/apt,99,,7,12,0.3,0
1952,7309811,South of Market,37.7728988576254,-122.42144120063446,Entire home/apt,280,,5,7,0.17,0
1953,7309852,Outer Sunset,37.764035902754976,-122.47941601233332,Entire home/apt,179,221.0,3,97,2.42,192
1954,7323097,Bayview,37.738410116531035,-122.38636408542908,Entire home/apt,120,0.0,30,3,0.08,308
1955,7327920,Potrero Hill,37.75308335561062,-122.40148731276146,Entire home/apt,229,235.0,3,228,5.78,103
1956,7329545,Western Addition,37.786714903647926,-122.43835445270695,Private room,122,116.0,30,122,3.04,270
1957,7329639,Western Addition,37.786037506591576,-122.43886548246336,Private room,92,46.0,30,129,3.21,285
1958,7329782,Western Addition,37.78593410933717,-122.43884575132265,Private room,87,155.0,30,135,3.36,320
1959,7329845,Western Addition,37.785848942019015,-122.44034205763788,Private room,82,55.0,30,122,3.04,270
1960,7331464,Noe Valley,37.748977729726185,-122.43124977082351,Entire home/apt,250,38.0,2,111,5.29,316
1961,7340055,Castro/Upper Market,37.761021122173254,-122.43248662192975,Private room,200,26.0,1,5,0.12,0
1962,7341076,Excelsior,37.72683265082758,-122.42961508031156,Private room,70,1.0,2,79,1.95,344
1963,7342996,Mission,37.751225734133676,-122.42366787650091,Private room,210,7.0,4,35,0.89,360
1964,7343245,Western Addition,37.786891149569605,-122.43889137051586,Entire home/apt,800,193.0,3,71,1.74,237
1965,7343277,North Beach,37.79909017000244,-122.40631491952944,Shared room,38,251.0,1,87,2.4,97
1966,7344289,Inner Richmond,37.78118058025808,-122.4663334077015,Entire home/apt,400,275.0,1,179,4.38,83
1967,7345170,Mission,37.7503497204978,-122.42457628640469,Private room,210,6.0,4,28,0.71,360
1968,7345468,Bernal Heights,37.73309613274189,-122.43261338132851,Entire home/apt,220,,3,23,0.76,15
1969,7348398,Castro/Upper Market,37.75697868971378,-122.43950528098496,Private room,125,18.0,2,215,5.28,300
1970,7351575,Mission,37.76012321138089,-122.42501966802364,Private room,99,,3,10,0.25,0
1971,7352798,Outer Mission,37.73343199659375,-122.44538028824918,Entire home/apt,298,364.0,2,17,0.42,0
1972,7360699,Potrero Hill,37.758434573610366,-122.40112131290942,Entire home/apt,140,,30,84,2.24,26
1973,7367786,Bernal Heights,37.747044627025204,-122.41563283001848,Entire home/apt,190,,5,6,0.15,96
1974,7369364,Western Addition,37.788105614759026,-122.43838816605984,Private room,92,68.0,30,119,2.98,331
1975,7369846,Noe Valley,37.75192698497431,-122.43656362042124,Entire home/apt,455,52.0,30,101,2.48,365
1976,7386838,Potrero Hill,37.759146878798326,-122.39548570828829,Entire home/apt,575,10.0,1,49,1.2,171
1977,7389541,Outer Sunset,37.75943544008571,-122.50334819564857,Entire home/apt,250,,1,98,2.41,346
1978,7393518,South of Market,37.77512320201817,-122.40244096814962,Entire home/apt,189,,3,7,0.17,19
1979,7404181,Mission,37.76020699486037,-122.42549753904757,Entire home/apt,475,,30,59,1.43,293
1980,7421008,Western Addition,37.7766570715174,-122.4430856233556,Entire home/apt,199,66.0,30,125,3.08,317
1981,7437925,Western Addition,37.77115366183065,-122.4367912385634,Private room,125,36.0,30,149,3.65,349
1982,7459988,South of Market,37.78836274872371,-122.39058717448923,Entire home/apt,193,,30,7,0.32,173
1983,7478631,Haight Ashbury,37.76210544218736,-122.45201657617436,Entire home/apt,145,354.0,1,281,7.08,137
1984,7483031,Excelsior,37.72257375747027,-122.43297154658424,Entire home/apt,148,138.0,3,160,3.97,218
1985,7493513,Bernal Heights,37.7399718047231,-122.41285088208359,Entire home/apt,244,0.0,30,2,0.05,359
1986,7493861,Pacific Heights,37.79424508276957,-122.42815999259994,Entire home/apt,230,,30,5,0.6,334
1987,7495711,Russian Hill,37.802859357195956,-122.42179022326548,Entire home/apt,250,,4,16,0.4,0
1988,7499793,Bernal Heights,37.7417962607976,-122.41674480181184,Private room,130,,2,5,0.2,0
1989,7514742,Bayview,37.73192031973946,-122.38821197899745,Private room,114,162.0,2,202,5.02,316
1990,7517932,Castro/Upper Market,37.76104030531353,-122.44167573566358,Entire home/apt,250,360.0,3,25,0.61,0
1991,7544803,Bernal Heights,37.737827860353704,-122.41341546152631,Entire home/apt,400,217.0,2,12,0.42,122
1992,7547105,Marina,37.801656386288954,-122.44621127803131,Entire home/apt,128,231.0,3,117,2.88,106
1993,7548762,Downtown/Civic Center,37.78540971661454,-122.40845602967241,Private room,110,262.0,1,77,1.99,7
1994,7549488,Potrero Hill,37.76023984879865,-122.39898667479835,Entire home/apt,475,,2,30,1.03,8
