order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO62951,244,6893,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62952,110,6891,2013-07-28,2013-08-04,2013-08-09,540,1,540
SO62952,174,6891,2013-07-28,2013-08-04,2013-08-09,22,1,22
SO62952,104,6891,2013-07-28,2013-08-04,2013-08-09,10,1,10
SO62953,139,9049,2013-07-28,2013-08-04,2013-08-09,2443,1,2443
SO62954,143,17903,2013-07-28,2013-08-04,2013-08-09,2443,1,2443
SO62954,290,17903,2013-07-28,2013-08-04,2013-08-09,4,1,4
SO62954,287,17903,2013-07-28,2013-08-04,2013-08-09,33,1,33
SO62954,248,17903,2013-07-28,2013-08-04,2013-08-09,50,1,50
SO62955,116,8324,2013-07-28,2013-08-04,2013-08-09,769,1,769
SO62955,283,8324,2013-07-28,2013-08-04,2013-08-09,30,1,30
SO62955,259,8324,2013-07-28,2013-08-04,2013-08-09,2,1,2
SO62956,118,2841,2013-07-28,2013-08-04,2013-08-09,769,1,769
SO62956,248,2841,2013-07-28,2013-08-04,2013-08-09,50,1,50
SO62956,279,2841,2013-07-28,2013-08-04,2013-08-09,9,1,9
SO62957,276,288,2013-07-28,2013-08-04,2013-08-09,54,1,54
SO62958,290,177,2013-07-28,2013-08-04,2013-08-09,4,1,4
SO62958,259,177,2013-07-28,2013-08-04,2013-08-09,2,1,2
SO62959,285,16640,2013-07-28,2013-08-04,2013-08-09,21,1,21
SO62960,285,16434,2013-07-28,2013-08-04,2013-08-09,21,1,21
SO62960,290,16434,2013-07-28,2013-08-04,2013-08-09,4,1,4
SO62960,259,16434,2013-07-28,2013-08-04,2013-08-09,2,1,2
SO62961,287,201,2013-07-28,2013-08-04,2013-08-09,33,1,33
SO62961,290,201,2013-07-28,2013-08-04,2013-08-09,4,1,4
SO62962,283,11725,2013-07-28,2013-08-04,2013-08-09,30,1,30
SO62962,289,11725,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62962,245,11725,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62963,295,10304,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62963,104,10304,2013-07-28,2013-08-04,2013-08-09,10,1,10
SO62963,276,10304,2013-07-28,2013-08-04,2013-08-09,54,1,54
SO62964,273,8778,2013-07-28,2013-08-04,2013-08-09,70,1,70
SO62964,248,8778,2013-07-28,2013-08-04,2013-08-09,50,1,50
SO62965,104,9502,2013-07-28,2013-08-04,2013-08-09,10,1,10
SO62965,247,9502,2013-07-28,2013-08-04,2013-08-09,55,1,55
SO62966,289,18048,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62966,174,18048,2013-07-28,2013-08-04,2013-08-09,22,1,22
SO62966,233,18048,2013-07-28,2013-08-04,2013-08-09,24,1,24
SO62967,289,11372,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62967,244,11372,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62968,295,14350,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62969,295,5766,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62970,289,15528,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62970,174,15528,2013-07-28,2013-08-04,2013-08-09,22,1,22
SO62970,259,15528,2013-07-28,2013-08-04,2013-08-09,2,1,2
SO62971,174,9342,2013-07-28,2013-08-04,2013-08-09,22,1,22
SO62971,246,9342,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62972,272,3788,2013-07-28,2013-08-04,2013-08-09,70,1,70
SO62972,235,3788,2013-07-28,2013-08-04,2013-08-09,24,1,24
SO62973,283,9144,2013-07-28,2013-08-04,2013-08-09,30,1,30
SO62973,259,9144,2013-07-28,2013-08-04,2013-08-09,2,1,2
SO62974,289,10544,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62974,283,10544,2013-07-28,2013-08-04,2013-08-09,30,1,30
SO62974,259,10544,2013-07-28,2013-08-04,2013-08-09,2,1,2
SO62975,295,10845,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62975,244,10845,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62976,290,13081,2013-07-28,2013-08-04,2013-08-09,4,1,4
SO62976,250,13081,2013-07-28,2013-08-04,2013-08-09,50,1,50
SO62977,290,9828,2013-07-28,2013-08-04,2013-08-09,4,1,4
SO62977,168,9828,2013-07-28,2013-08-04,2013-08-09,8,1,8
SO62978,291,3805,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62978,288,3805,2013-07-28,2013-08-04,2013-08-09,29,1,29
SO62978,246,3805,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62979,284,2989,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62979,289,2989,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62979,244,2989,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62980,104,2595,2013-07-28,2013-08-04,2013-08-09,10,1,10
SO62980,245,2595,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62981,116,3746,2013-07-28,2013-08-04,2013-08-09,769,1,769
SO62981,273,3746,2013-07-28,2013-08-04,2013-08-09,70,1,70
SO62981,275,3746,2013-07-28,2013-08-04,2013-08-09,54,1,54
SO62981,166,3746,2013-07-28,2013-08-04,2013-08-09,9,1,9
SO62982,125,3604,2013-07-28,2013-08-04,2013-08-09,2320,1,2320
SO62982,104,3604,2013-07-28,2013-08-04,2013-08-09,10,1,10
SO62982,295,3604,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62983,124,3482,2013-07-28,2013-08-04,2013-08-09,2320,1,2320
SO62983,284,3482,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62983,289,3482,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62984,120,1119,2013-07-28,2013-08-04,2013-08-09,2295,1,2295
SO62984,284,1119,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62984,174,1119,2013-07-28,2013-08-04,2013-08-09,22,1,22
SO62984,104,1119,2013-07-28,2013-08-04,2013-08-09,10,1,10
SO62984,295,1119,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62984,250,1119,2013-07-28,2013-08-04,2013-08-09,50,1,50
SO62984,280,1119,2013-07-28,2013-08-04,2013-08-09,9,1,9
SO62985,120,1786,2013-07-28,2013-08-04,2013-08-09,2295,1,2295
SO62986,125,3412,2013-07-28,2013-08-04,2013-08-09,2320,1,2320
SO62986,284,3412,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62986,289,3412,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62987,163,14746,2013-07-28,2013-08-04,2013-08-09,2384,1,2384
SO62987,288,14746,2013-07-28,2013-08-04,2013-08-09,29,1,29
SO62987,291,14746,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62987,247,14746,2013-07-28,2013-08-04,2013-08-09,55,1,55
SO62988,156,434,2013-07-28,2013-08-04,2013-08-09,1215,1,1215
SO62988,276,434,2013-07-28,2013-08-04,2013-08-09,54,1,54
SO62989,136,4033,2013-07-28,2013-08-04,2013-08-09,1701,1,1701
SO62989,250,4033,2013-07-28,2013-08-04,2013-08-09,50,1,50
SO62990,138,12436,2013-07-28,2013-08-04,2013-08-09,1701,1,1701
SO62990,246,12436,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62991,142,9612,2013-07-28,2013-08-04,2013-08-09,2443,1,2443
SO62992,133,14226,2013-07-28,2013-08-04,2013-08-09,1120,1,1120
SO62992,105,14226,2013-07-28,2013-08-04,2013-08-09,9,1,9
SO62993,128,11863,2013-07-28,2013-08-04,2013-08-09,540,1,540
SO62994,128,12217,2013-07-28,2013-08-04,2013-08-09,540,1,540
SO62994,295,12217,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62994,105,12217,2013-07-28,2013-08-04,2013-08-09,9,1,9
SO62994,244,12217,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62994,234,12217,2013-07-28,2013-08-04,2013-08-09,24,1,24
SO62995,129,11719,2013-07-28,2013-08-04,2013-08-09,540,1,540
SO62995,285,11719,2013-07-28,2013-08-04,2013-08-09,21,1,21
SO62995,290,11719,2013-07-28,2013-08-04,2013-08-09,4,1,4
SO62995,246,11719,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62996,136,6498,2013-07-28,2013-08-04,2013-08-09,1701,1,1701
SO62996,105,6498,2013-07-28,2013-08-04,2013-08-09,9,1,9
SO62996,295,6498,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO62996,259,6498,2013-07-28,2013-08-04,2013-08-09,2,1,2
SO62997,136,6035,2013-07-28,2013-08-04,2013-08-09,1701,1,1701
SO62997,250,6035,2013-07-28,2013-08-04,2013-08-09,50,1,50
SO62998,127,548,2013-07-28,2013-08-04,2013-08-09,540,1,540
SO62998,245,548,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO62999,116,360,2013-07-28,2013-08-04,2013-08-09,769,1,769
SO62999,174,360,2013-07-28,2013-08-04,2013-08-09,22,1,22
SO62999,246,360,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO63000,129,17354,2013-07-28,2013-08-04,2013-08-09,540,1,540
SO63000,105,17354,2013-07-28,2013-08-04,2013-08-09,9,1,9
SO63001,128,12323,2013-07-28,2013-08-04,2013-08-09,540,1,540
SO63001,244,12323,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO63001,233,12323,2013-07-28,2013-08-04,2013-08-09,24,1,24
SO63002,127,12324,2013-07-28,2013-08-04,2013-08-09,540,1,540
SO63002,285,12324,2013-07-28,2013-08-04,2013-08-09,21,1,21
SO63002,259,12324,2013-07-28,2013-08-04,2013-08-09,2,1,2
SO63003,166,288,2013-07-29,2013-08-05,2013-08-10,9,1,9
SO63004,282,2139,2013-07-29,2013-08-05,2013-08-10,25,1,25
SO63005,286,3855,2013-07-29,2013-08-05,2013-08-10,25,1,25
SO63005,290,3855,2013-07-29,2013-08-05,2013-08-10,4,1,4
SO63005,245,3855,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63006,286,4235,2013-07-29,2013-08-05,2013-08-10,25,1,25
SO63007,286,4716,2013-07-29,2013-08-05,2013-08-10,25,1,25
SO63008,286,3020,2013-07-29,2013-08-05,2013-08-10,25,1,25
SO63009,283,10222,2013-07-29,2013-08-05,2013-08-10,30,1,30
SO63010,295,12655,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63010,247,12655,2013-07-29,2013-08-05,2013-08-10,55,1,55
SO63011,290,758,2013-07-29,2013-08-05,2013-08-10,4,1,4
SO63011,259,758,2013-07-29,2013-08-05,2013-08-10,2,1,2
SO63012,166,6334,2013-07-29,2013-08-05,2013-08-10,9,1,9
SO63013,234,1007,2013-07-29,2013-08-05,2013-08-10,24,1,24
SO63014,118,9931,2013-07-29,2013-08-05,2013-08-10,769,1,769
SO63014,289,9931,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63014,283,9931,2013-07-29,2013-08-05,2013-08-10,30,1,30
SO63015,120,1255,2013-07-29,2013-08-05,2013-08-10,2295,1,2295
SO63015,104,1255,2013-07-29,2013-08-05,2013-08-10,10,1,10
SO63015,245,1255,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63015,250,1255,2013-07-29,2013-08-05,2013-08-10,50,1,50
SO63016,122,1221,2013-07-29,2013-08-05,2013-08-10,2295,1,2295
SO63016,174,1221,2013-07-29,2013-08-05,2013-08-10,22,1,22
SO63016,247,1221,2013-07-29,2013-08-05,2013-08-10,55,1,55
SO63017,122,4118,2013-07-29,2013-08-05,2013-08-10,2295,1,2295
SO63017,104,4118,2013-07-29,2013-08-05,2013-08-10,10,1,10
SO63017,295,4118,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63017,244,4118,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63017,248,4118,2013-07-29,2013-08-05,2013-08-10,50,1,50
SO63018,285,16680,2013-07-29,2013-08-05,2013-08-10,21,1,21
SO63018,259,16680,2013-07-29,2013-08-05,2013-08-10,2,1,2
SO63018,168,16680,2013-07-29,2013-08-05,2013-08-10,8,1,8
SO63019,290,4508,2013-07-29,2013-08-05,2013-08-10,4,1,4
SO63019,287,4508,2013-07-29,2013-08-05,2013-08-10,33,1,33
SO63019,259,4508,2013-07-29,2013-08-05,2013-08-10,2,1,2
SO63020,283,1108,2013-07-29,2013-08-05,2013-08-10,30,1,30
SO63020,289,1108,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63021,283,12865,2013-07-29,2013-08-05,2013-08-10,30,1,30
SO63021,289,12865,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63021,248,12865,2013-07-29,2013-08-05,2013-08-10,50,1,50
SO63022,104,11070,2013-07-29,2013-08-05,2013-08-10,10,1,10
SO63022,295,11070,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63022,168,11070,2013-07-29,2013-08-05,2013-08-10,8,1,8
SO63023,104,9475,2013-07-29,2013-08-05,2013-08-10,10,1,10
SO63023,295,9475,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63023,244,9475,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63024,272,7922,2013-07-29,2013-08-05,2013-08-10,70,1,70
SO63024,235,7922,2013-07-29,2013-08-05,2013-08-10,24,1,24
SO63025,289,5011,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63025,259,5011,2013-07-29,2013-08-05,2013-08-10,2,1,2
SO63026,289,4203,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63026,168,4203,2013-07-29,2013-08-05,2013-08-10,8,1,8
SO63027,174,3359,2013-07-29,2013-08-05,2013-08-10,22,1,22
SO63027,104,3359,2013-07-29,2013-08-05,2013-08-10,10,1,10
SO63027,166,3359,2013-07-29,2013-08-05,2013-08-10,9,1,9
SO63027,295,3359,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63028,174,2932,2013-07-29,2013-08-05,2013-08-10,22,1,22
SO63029,289,12477,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63030,289,8928,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63031,295,8274,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63031,245,8274,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63032,291,15381,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63032,288,15381,2013-07-29,2013-08-05,2013-08-10,29,1,29
SO63033,285,11512,2013-07-29,2013-08-05,2013-08-10,21,1,21
SO63033,290,11512,2013-07-29,2013-08-05,2013-08-10,4,1,4
SO63033,247,11512,2013-07-29,2013-08-05,2013-08-10,55,1,55
SO63034,290,14534,2013-07-29,2013-08-05,2013-08-10,4,1,4
SO63034,285,14534,2013-07-29,2013-08-05,2013-08-10,21,1,21
SO63034,259,14534,2013-07-29,2013-08-05,2013-08-10,2,1,2
SO63035,290,13130,2013-07-29,2013-08-05,2013-08-10,4,1,4
SO63036,284,510,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63036,259,510,2013-07-29,2013-08-05,2013-08-10,2,1,2
SO63036,281,510,2013-07-29,2013-08-05,2013-08-10,159,1,159
SO63037,166,11326,2013-07-29,2013-08-05,2013-08-10,9,1,9
SO63037,291,11326,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63038,284,804,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63038,174,804,2013-07-29,2013-08-05,2013-08-10,22,1,22
SO63038,244,804,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63038,292,804,2013-07-29,2013-08-05,2013-08-10,64,1,64
SO63039,295,3185,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63039,104,3185,2013-07-29,2013-08-05,2013-08-10,10,1,10
SO63039,276,3185,2013-07-29,2013-08-05,2013-08-10,54,1,54
SO63040,104,2506,2013-07-29,2013-08-05,2013-08-10,10,1,10
SO63040,295,2506,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63040,245,2506,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63040,166,2506,2013-07-29,2013-08-05,2013-08-10,9,1,9
SO63041,166,1261,2013-07-29,2013-08-05,2013-08-10,9,1,9
SO63041,248,1261,2013-07-29,2013-08-05,2013-08-10,50,1,50
SO63042,121,1121,2013-07-29,2013-08-05,2013-08-10,2295,1,2295
SO63042,284,1121,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63043,124,1122,2013-07-29,2013-08-05,2013-08-10,2320,1,2320
SO63043,289,1122,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63043,284,1122,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63043,168,1122,2013-07-29,2013-08-05,2013-08-10,8,1,8
SO63044,124,1436,2013-07-29,2013-08-05,2013-08-10,2320,1,2320
SO63044,174,1436,2013-07-29,2013-08-05,2013-08-10,22,1,22
SO63045,121,1784,2013-07-29,2013-08-05,2013-08-10,2295,1,2295
SO63045,284,1784,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63045,289,1784,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63045,174,1784,2013-07-29,2013-08-05,2013-08-10,22,1,22
SO63045,292,1784,2013-07-29,2013-08-05,2013-08-10,64,1,64
SO63046,120,3393,2013-07-29,2013-08-05,2013-08-10,2295,1,2295
SO63047,162,6199,2013-07-29,2013-08-05,2013-08-10,2384,1,2384
SO63047,105,6199,2013-07-29,2013-08-05,2013-08-10,9,1,9
SO63047,295,6199,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63048,156,15978,2013-07-29,2013-08-05,2013-08-10,1215,1,1215
SO63048,288,15978,2013-07-29,2013-08-05,2013-08-10,29,1,29
SO63048,291,15978,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63048,245,15978,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63049,146,18168,2013-07-29,2013-08-05,2013-08-10,742,1,742
SO63049,288,18168,2013-07-29,2013-08-05,2013-08-10,29,1,29
SO63049,291,18168,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63049,259,18168,2013-07-29,2013-08-05,2013-08-10,2,1,2
SO63049,168,18168,2013-07-29,2013-08-05,2013-08-10,8,1,8
SO63050,151,15619,2013-07-29,2013-08-05,2013-08-10,742,1,742
SO63050,244,15619,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63051,162,15012,2013-07-29,2013-08-05,2013-08-10,2384,1,2384
SO63051,280,15012,2013-07-29,2013-08-05,2013-08-10,9,1,9
SO63052,164,15043,2013-07-29,2013-08-05,2013-08-10,2384,1,2384
SO63053,164,13654,2013-07-29,2013-08-05,2013-08-10,2384,1,2384
SO63053,105,13654,2013-07-29,2013-08-05,2013-08-10,9,1,9
SO63054,128,11754,2013-07-29,2013-08-05,2013-08-10,540,1,540
SO63054,290,11754,2013-07-29,2013-08-05,2013-08-10,4,1,4
SO63054,285,11754,2013-07-29,2013-08-05,2013-08-10,21,1,21
SO63054,281,11754,2013-07-29,2013-08-05,2013-08-10,159,1,159
SO63055,134,9460,2013-07-29,2013-08-05,2013-08-10,1120,1,1120
SO63055,245,9460,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63056,136,6566,2013-07-29,2013-08-05,2013-08-10,1701,1,1701
SO63056,249,6566,2013-07-29,2013-08-05,2013-08-10,50,1,50
SO63057,159,14743,2013-07-29,2013-08-05,2013-08-10,2384,1,2384
SO63057,288,14743,2013-07-29,2013-08-05,2013-08-10,29,1,29
SO63057,291,14743,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63057,166,14743,2013-07-29,2013-08-05,2013-08-10,9,1,9
SO63057,246,14743,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63058,166,762,2013-07-29,2013-08-05,2013-08-10,9,1,9
SO63058,161,762,2013-07-29,2013-08-05,2013-08-10,2384,1,2384
SO63059,126,12314,2013-07-29,2013-08-05,2013-08-10,540,1,540
SO63059,285,12314,2013-07-29,2013-08-05,2013-08-10,21,1,21
SO63059,290,12314,2013-07-29,2013-08-05,2013-08-10,4,1,4
SO63059,281,12314,2013-07-29,2013-08-05,2013-08-10,159,1,159
SO63060,127,12317,2013-07-29,2013-08-05,2013-08-10,540,1,540
SO63060,246,12317,2013-07-29,2013-08-05,2013-08-10,35,1,35
SO63060,275,12317,2013-07-29,2013-08-05,2013-08-10,54,1,54
SO63060,235,12317,2013-07-29,2013-08-05,2013-08-10,24,1,24
SO63061,285,13374,2013-07-30,2013-08-06,2013-08-11,21,1,21
SO63061,290,13374,2013-07-30,2013-08-06,2013-08-11,4,1,4
SO63061,259,13374,2013-07-30,2013-08-06,2013-08-11,2,1,2
SO63062,290,8973,2013-07-30,2013-08-06,2013-08-11,4,1,4
SO63062,285,8973,2013-07-30,2013-08-06,2013-08-11,21,1,21
SO63062,259,8973,2013-07-30,2013-08-06,2013-08-11,2,1,2
SO63062,168,8973,2013-07-30,2013-08-06,2013-08-11,8,1,8
SO63063,295,12123,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63063,166,12123,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63064,295,17307,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63065,295,9154,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63065,166,9154,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63066,289,14817,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63066,259,14817,2013-07-30,2013-08-06,2013-08-11,2,1,2
SO63067,104,18123,2013-07-30,2013-08-06,2013-08-11,10,1,10
SO63067,295,18123,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63067,244,18123,2013-07-30,2013-08-06,2013-08-11,35,1,35
SO63068,288,8619,2013-07-30,2013-08-06,2013-08-11,29,1,29
SO63068,291,8619,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63068,247,8619,2013-07-30,2013-08-06,2013-08-11,55,1,55
SO63069,121,1276,2013-07-30,2013-08-06,2013-08-11,2295,1,2295
SO63069,104,1276,2013-07-30,2013-08-06,2013-08-11,10,1,10
SO63069,295,1276,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63069,277,1276,2013-07-30,2013-08-06,2013-08-11,54,1,54
SO63070,109,3998,2013-07-30,2013-08-06,2013-08-11,540,1,540
SO63070,282,3998,2013-07-30,2013-08-06,2013-08-11,25,1,25
SO63071,276,723,2013-07-30,2013-08-06,2013-08-11,54,1,54
SO63071,234,723,2013-07-30,2013-08-06,2013-08-11,24,1,24
SO63072,277,186,2013-07-30,2013-08-06,2013-08-11,54,1,54
SO63072,166,186,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63073,290,507,2013-07-30,2013-08-06,2013-08-11,4,1,4
SO63074,291,16210,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63074,166,16210,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63075,287,13952,2013-07-30,2013-08-06,2013-08-11,33,1,33
SO63076,290,13402,2013-07-30,2013-08-06,2013-08-11,4,1,4
SO63076,287,13402,2013-07-30,2013-08-06,2013-08-11,33,1,33
SO63076,279,13402,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63077,289,1057,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63077,283,1057,2013-07-30,2013-08-06,2013-08-11,30,1,30
SO63077,244,1057,2013-07-30,2013-08-06,2013-08-11,35,1,35
SO63078,283,12293,2013-07-30,2013-08-06,2013-08-11,30,1,30
SO63078,289,12293,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63079,283,12198,2013-07-30,2013-08-06,2013-08-11,30,1,30
SO63079,279,12198,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63080,104,10800,2013-07-30,2013-08-06,2013-08-11,10,1,10
SO63080,295,10800,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63080,166,10800,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63081,283,7082,2013-07-30,2013-08-06,2013-08-11,30,1,30
SO63082,104,10313,2013-07-30,2013-08-06,2013-08-11,10,1,10
SO63082,246,10313,2013-07-30,2013-08-06,2013-08-11,35,1,35
SO63082,249,10313,2013-07-30,2013-08-06,2013-08-11,50,1,50
SO63083,272,507,2013-07-30,2013-08-06,2013-08-11,70,1,70
SO63083,235,507,2013-07-30,2013-08-06,2013-08-11,24,1,24
SO63084,295,16062,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63085,289,9499,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63085,168,9499,2013-07-30,2013-08-06,2013-08-11,8,1,8
SO63086,174,3377,2013-07-30,2013-08-06,2013-08-11,22,1,22
SO63086,251,3377,2013-07-30,2013-08-06,2013-08-11,50,1,50
SO63087,174,2862,2013-07-30,2013-08-06,2013-08-11,22,1,22
SO63088,280,4246,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63088,174,4246,2013-07-30,2013-08-06,2013-08-11,22,1,22
SO63089,283,6847,2013-07-30,2013-08-06,2013-08-11,30,1,30
SO63089,289,6847,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63089,246,6847,2013-07-30,2013-08-06,2013-08-11,35,1,35
SO63090,295,1749,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63090,104,1749,2013-07-30,2013-08-06,2013-08-11,10,1,10
SO63090,246,1749,2013-07-30,2013-08-06,2013-08-11,35,1,35
SO63091,295,3969,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63091,166,3969,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63091,246,3969,2013-07-30,2013-08-06,2013-08-11,35,1,35
SO63092,285,17460,2013-07-30,2013-08-06,2013-08-11,21,1,21
SO63093,291,16963,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63093,259,16963,2013-07-30,2013-08-06,2013-08-11,2,1,2
SO63094,289,1078,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63094,284,1078,2013-07-30,2013-08-06,2013-08-11,35,1,35
SO63094,259,1078,2013-07-30,2013-08-06,2013-08-11,2,1,2
SO63094,168,1078,2013-07-30,2013-08-06,2013-08-11,8,1,8
SO63095,284,822,2013-07-30,2013-08-06,2013-08-11,35,1,35
SO63095,289,822,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63095,174,822,2013-07-30,2013-08-06,2013-08-11,22,1,22
SO63095,104,822,2013-07-30,2013-08-06,2013-08-11,10,1,10
SO63095,235,822,2013-07-30,2013-08-06,2013-08-11,24,1,24
SO63095,295,822,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63096,140,9544,2013-07-30,2013-08-06,2013-08-11,2443,1,2443
SO63096,105,9544,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63096,295,9544,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63096,245,9544,2013-07-30,2013-08-06,2013-08-11,35,1,35
SO63097,115,4954,2013-07-30,2013-08-06,2013-08-11,565,1,565
SO63097,104,4954,2013-07-30,2013-08-06,2013-08-11,10,1,10
SO63098,108,8723,2013-07-30,2013-08-06,2013-08-11,540,1,540
SO63098,174,8723,2013-07-30,2013-08-06,2013-08-11,22,1,22
SO63098,235,8723,2013-07-30,2013-08-06,2013-08-11,24,1,24
SO63099,145,17490,2013-07-30,2013-08-06,2013-08-11,742,1,742
SO63099,166,17490,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63099,244,17490,2013-07-30,2013-08-06,2013-08-11,35,1,35
SO63100,153,17494,2013-07-30,2013-08-06,2013-08-11,742,1,742
SO63100,288,17494,2013-07-30,2013-08-06,2013-08-11,29,1,29
SO63100,291,17494,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63100,295,17494,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63100,105,17494,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63100,235,17494,2013-07-30,2013-08-06,2013-08-11,24,1,24
