product_key,product_id,product_number,product_name,category_id,category,subcategory,maintenance,cost,product_line,start_date
233,467,GL-H102-L,Half-Finger Gloves- L,CL_GL,Clothing,Gloves,No,9,Other Sales,2013-07-01
234,465,GL-H102-M,Half-Finger Gloves- M,CL_GL,Clothing,Gloves,No,9,Other Sales,2013-07-01
235,463,GL-H102-S,Half-Finger Gloves- S,CL_GL,Clothing,Gloves,No,9,Other Sales,2013-07-01
236,398,HB-M243,LL Mountain Handlebars,CO_HB,Components,Handlebars,No,20,Mountain,2013-07-01
237,400,HB-M763,ML Mountain Handlebars,CO_HB,Components,Handlebars,No,27,Mountain,2013-07-01
238,402,HB-M918,HL Mountain Handlebars,CO_HB,Components,Handlebars,No,53,Mountain,2013-07-01
239,404,HB-R504,LL Road Handlebars,CO_HB,Components,Handlebars,No,20,Road,2013-07-01
240,406,HB-R720,ML Road Handlebars,CO_HB,Components,Handlebars,No,27,Road,2013-07-01
241,408,HB-R956,HL Road Handlebars,CO_HB,Components,Handlebars,No,53,Road,2013-07-01
242,553,HB-T721,LL Touring Handlebars,CO_HB,Components,Handlebars,No,20,Touring,2013-07-01
243,554,HB-T928,HL Touring Handlebars,CO_HB,Components,Handlebars,No,41,Touring,2013-07-01
244,217,HL-U509,Sport-100 Helmet- Black,AC_HE,Accessories,Helmets,Yes,13,Other Sales,2013-07-01
245,222,HL-U509-B,Sport-100 Helmet- Blue,AC_HE,Accessories,Helmets,Yes,13,Other Sales,2013-07-01
246,214,HL-U509-R,Sport-100 Helmet- Red,AC_HE,Accessories,Helmets,Yes,13,Other Sales,2013-07-01
247,487,HY-1023-70,Hydration Pack - 70 oz.,AC_HP,Accessories,Hydration Packs,No,21,Other Sales,2013-07-01
248,234,LJ-0192-L,Long-Sleeve Logo Jersey- L,CL_JE,Clothing,Jerseys,No,38,Other Sales,2013-07-01
249,231,LJ-0192-M,Long-Sleeve Logo Jersey- M,CL_JE,Clothing,Jerseys,No,38,Other Sales,2013-07-01
250,228,LJ-0192-S,Long-Sleeve Logo Jersey- S,CL_JE,Clothing,Jerseys,No,38,Other Sales,2013-07-01
251,237,LJ-0192-X,Long-Sleeve Logo Jersey- XL,CL_JE,Clothing,Jerseys,No,38,Other Sales,2013-07-01
252,542,PD-M282,LL Mountain Pedal,CO_PE,,,,18,Mountain,2013-07-01
253,543,PD-M340,ML Mountain Pedal,CO_PE,,,,28,Mountain,2013-07-01
254,544,PD-M562,HL Mountain Pedal,CO_PE,,,,36,Mountain,2013-07-01
255,545,PD-R347,LL Road Pedal,CO_PE,,,,18,Road,2013-07-01
256,546,PD-R563,ML Road Pedal,CO_PE,,,,28,Road,2013-07-01
257,547,PD-R853,HL Road Pedal,CO_PE,,,,36,Road,2013-07-01
258,548,PD-T852,Touring Pedal,CO_PE,,,,36,Touring,2013-07-01
259,480,PK-7098,Patch Kit/8 Patches,AC_TT,Accessories,Tires and Tubes,Yes,1,Other Sales,2013-07-01
260,483,RA-H123,Hitch Rack - 4-Bike,AC_BR,Accessories,Bike Racks,Yes,45,Other Sales,2013-07-01
261,514,RB-9231,Rear Brakes,CO_BR,Components,Brakes,Yes,47,n/a,2013-07-01
262,501,RD-2308,Rear Derailleur,CO_DE,Components,Derailleurs,Yes,54,n/a,2013-07-01
263,515,SE-M236,LL Mountain Seat/Saddle,CO_SA,Components,Saddles,No,12,Mountain,2013-07-01
264,516,SE-M798,ML Mountain Seat/Saddle,CO_SA,Components,Saddles,No,17,Mountain,2013-07-01
265,517,SE-M940,HL Mountain Seat/Saddle,CO_SA,Components,Saddles,No,23,Mountain,2013-07-01
266,518,SE-R581,LL Road Seat/Saddle,CO_SA,Components,Saddles,No,12,Road,2013-07-01
267,519,SE-R908,ML Road Seat/Saddle,CO_SA,Components,Saddles,No,17,Touring,2013-07-01
268,520,SE-R995,HL Road Seat/Saddle,CO_SA,Components,Saddles,No,23,Road,2013-07-01
269,521,SE-T312,LL Touring Seat/Saddle,CO_SA,Components,Saddles,No,12,Touring,2013-07-01
270,522,SE-T762,ML Touring Seat/Saddle,CO_SA,Components,Saddles,No,17,Touring,2013-07-01
271,523,SE-T924,HL Touring Seat/Saddle,CO_SA,Components,Saddles,No,23,Touring,2013-07-01
272,476,SH-W890-L,Women's Mountain Shorts- L,CL_SH,Clothing,Shorts,No,26,Mountain,2013-07-01
273,475,SH-W890-M,Women's Mountain Shorts- M,CL_SH,Clothing,Shorts,No,26,Mountain,2013-07-01
274,474,SH-W890-S,Women's Mountain Shorts- S,CL_SH,Clothing,Shorts,No,26,Mountain,2013-07-01
275,490,SJ-0194-L,Short-Sleeve Classic Jersey- L,CL_JE,Clothing,Jerseys,No,42,Other Sales,2013-07-01
276,489,SJ-0194-M,Short-Sleeve Classic Jersey- M,CL_JE,Clothing,Jerseys,No,42,Other Sales,2013-07-01
277,488,SJ-0194-S,Short-Sleeve Classic Jersey- S,CL_JE,Clothing,Jerseys,No,42,Other Sales,2013-07-01
278,491,SJ-0194-X,Short-Sleeve Classic Jersey- XL,CL_JE,Clothing,Jerseys,No,42,Other Sales,2013-07-01
279,482,SO-R809-L,Racing Socks- L,CL_SO,Clothing,Socks,No,3,Road,2013-07-01
280,481,SO-R809-M,Racing Socks- M,CL_SO,Clothing,Socks,No,3,Road,2013-07-01
281,486,ST-1401,All-Purpose Bike Stand,AC_BS,Accessories,Bike Stands,No,59,Mountain,2013-07-01
282,535,TI-M267,LL Mountain Tire,AC_TT,Accessories,Tires and Tubes,Yes,9,Mountain,2013-07-01
283,536,TI-M602,ML Mountain Tire,AC_TT,Accessories,Tires and Tubes,Yes,11,Mountain,2013-07-01
284,537,TI-M823,HL Mountain Tire,AC_TT,Accessories,Tires and Tubes,Yes,13,Mountain,2013-07-01
285,538,TI-R092,LL Road Tire,AC_TT,Accessories,Tires and Tubes,Yes,8,Road,2013-07-01
286,539,TI-R628,ML Road Tire,AC_TT,Accessories,Tires and Tubes,Yes,9,Road,2013-07-01
287,540,TI-R982,HL Road Tire,AC_TT,Accessories,Tires and Tubes,Yes,12,Road,2013-07-01
288,541,TI-T723,Touring Tire,AC_TT,Accessories,Tires and Tubes,Yes,11,Touring,2013-07-01
289,528,TT-M928,Mountain Tire Tube,AC_TT,Accessories,Tires and Tubes,Yes,2,Mountain,2013-07-01
290,529,TT-R982,Road Tire Tube,AC_TT,Accessories,Tires and Tubes,Yes,1,Road,2013-07-01
291,530,TT-T092,Touring Tire Tube,AC_TT,Accessories,Tires and Tubes,Yes,2,Touring,2013-07-01
292,473,VE-C304-L,Classic Vest- L,CL_VE,Clothing,Vests,No,24,Other Sales,2013-07-01
293,472,VE-C304-M,Classic Vest- M,CL_VE,Clothing,Vests,No,24,Other Sales,2013-07-01
294,471,VE-C304-S,Classic Vest- S,CL_VE,Clothing,Vests,No,24,Other Sales,2013-07-01
295,477,WB-H098,Water Bottle - 30 oz.,AC_BC,Accessories,Bottles and Cages,No,2,Other Sales,2013-07-01
