id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4443443,(2A) Central Apartment in Psirri-Historic Center!,22846943,Andreas,,ΚΕΡΑΜΕΙΚΟΣ,37.980228,23.723442,Entire home/apt,137,1,16,2021-11-12,0.30,8,348,3,00000438509
7004384,ATHENS (KYPSELI) 113M2 No longer available,36719575,Maria,,ΚΥΨΕΛΗ,38.00275,23.7437,Entire home/apt,90,5,0,,,1,0,0,
6101477,Studio in Athens center,31659827,Takis,,ΚΥΨΕΛΗ,37.99701,23.73925,Entire home/apt,33,2,449,2022-05-31,5.24,1,146,52,00000300616
7047537,Little Chill,31583327,Jason,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00405,23.72923,Entire home/apt,25,2,49,2022-06-10,0.66,3,285,15,12345678901
7146143,Cozy & comfortable apartment in Kolonaki,8747413,Marina,,ΚΟΛΩΝΑΚΙ,37.97878,23.7458,Entire home/apt,63,2,110,2021-10-04,1.30,4,235,8,01031711475
4453537,Magical apartment,8203341,Krystyna,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00177,23.73015,Entire home/apt,32,4,98,2022-04-09,1.07,1,330,2,00000189458
6102064,Apartment in historical center,78271657,Stefanos,,ΚΕΡΑΜΕΙΚΟΣ,37.97963,23.71763,Entire home/apt,35,1,277,2022-01-21,3.19,1,287,8,00000021345
4463531,Unique Acropolis view apartment,9084991,Konstantinos,,ΚΟΛΩΝΟΣ,37.99269,23.71638,Entire home/apt,50,2,203,2020-01-06,2.19,1,136,0,00000074340
6125281,Top-floor 99 sq.with Acropolis View,31779467,Panos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9528,23.7208,Entire home/apt,120,1,366,2021-08-17,4.23,5,0,1,00000024300
4505420,Lovely apartment next to Acropolis!,22155342,Fani,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96751,23.7272,Entire home/apt,120,4,88,2016-10-27,1.07,2,354,0,
7156668,"Spacious, stylish inner-city flat",37478696,Toula,,ΠΑΓΚΡΑΤΙ,37.96653,23.75188,Entire home/apt,35,3,29,2021-10-29,0.35,1,335,3,00000112983
7199367,Near Thissio metro modern apt,37680144,Theoni,,ΘΗΣΕΙΟ,37.97579,23.71383,Entire home/apt,50,1,0,,,1,0,0,
6145084,In the heart of the historic center,8210083,Giannis,,ΑΚΡΟΠΟΛΗ,37.97072,23.71463,Private room,43,2,204,2022-06-13,2.38,1,302,19,00000537066
7209432,Superb loft in the center of Athens,3484821,Vakis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98262,23.71893,Entire home/apt,100,2,19,2017-09-16,0.23,1,168,0,
4521465,Little hidden paradise in Athens,23441877,Lefteris,,ΠΕΤΡΑΛΩΝΑ,37.96727,23.7109,Entire home/apt,179,2,76,2022-06-09,0.86,1,221,1,00000398428
6163186,Acropolis view- 150m2 flat perfectly located,11322414,Jessy,,ΣΤΑΔΙΟ,37.96653,23.73775,Entire home/apt,140,2,118,2022-06-04,1.47,2,208,16,00000122914
6190852,"Home, Greece, myths & fairy-tales I",32108531,Vassilis,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99446,23.72258,Entire home/apt,41,2,65,2021-10-01,0.77,2,9,3,00000007304
4562733,For demanding and respectfull people only.,23653023,Yiannis,,ΠΑΓΚΡΑΤΙ,37.9716,23.74597,Entire home/apt,75,7,18,2019-01-05,0.20,1,351,0,
7215898,Cosy bedroom near Acropolis,16712997,Jordi,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96083,23.73167,Private room,12,1,594,2022-06-14,7.02,1,270,32,
6212120,Villa Calliope Thiseio Athens.,32209448,Kalli & Ireana,,ΘΗΣΕΙΟ,37.97704,23.71906,Entire home/apt,120,3,115,2020-01-13,1.34,1,77,0,0206K91000322301
7257713,Amazing Athens Downtown Apartment,24672003,Ioannis,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00366,23.72886,Entire home/apt,41,3,39,2019-06-01,0.46,1,10,0,00000747798
4594270,Appartement confortable bien situé,23814823,Marie,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9882,23.72689,Entire home/apt,50,4,2,2015-06-17,0.02,1,290,0,
6222877,Lovely GOLD private double room in Athens tourist area,2089542,Tia & Mike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96364,23.72181,Private room,44,1,319,2022-06-01,3.69,55,308,28,00000164499
4618164,Apartment 150 sq.m on the subway,917559,Patricia,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99656,23.76692,Entire home/apt,100,2,0,,,1,365,0,
7285676,IN FRONT OF METRO AND ACROPOLIS! DIRECT TO AIRPORT,35561034,Chris,,ΒΟΤΑΝΙΚΟΣ,37.97984,23.70854,Private room,30,1,215,2022-06-16,2.56,2,20,9,00001208885
6233675,Central Cool & Quiet Contemporary Athens Apartment,6799725,Athanasios,,ΚΟΛΩΝΑΚΙ,37.97851,23.73874,Entire home/apt,50,28,126,2022-06-05,1.48,1,116,3,00000259520
7352618,Luxury Flat in Athens,32273578,Spiros,,ΠΟΛΥΓΩΝΟ,37.99812,23.75047,Entire home/apt,50,1,50,2022-06-10,1.09,1,229,6,00000356749
7356865,Wonderful apt. in central Athens,860158,Nurit,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96799,23.72471,Entire home/apt,60,3,20,2021-12-31,0.24,1,74,3,00000933591
4619721,Home sweet Home Athens,23929607,Massimiliano,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96283,23.72382,Entire home/apt,27,3,193,2022-06-02,2.17,1,253,18,00000370480
4635944,BIG CENTRAL ATHENS apt_180 m2 & free Parking,24004787,Nikolaos,,ΚΟΛΩΝΟΣ,37.99663,23.7184,Entire home/apt,87,2,172,2022-06-16,1.93,1,225,21,00000505249
6236124,Classic traditional  house next to Acropolis,32360314,Kelly,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9665,23.72366,Entire home/apt,135,3,186,2019-04-17,2.17,2,137,0,00000539722
4640224,Athens Oasis-Central Athens House with Pool,24025455,Nikos,,ΝΙΡΒΑΝΑ,38.0116,23.72825,Entire home/apt,260,2,29,2022-05-24,0.34,1,192,5,00000631513
7378928,Aris Athens Suites - D1 Suite,38531462,Aris Athens Suites,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96574,23.73145,Entire home/apt,90,2,2,2021-04-10,0.13,8,365,0,0206Κ12000345000
6238580,"""Everland"" Apt. under Acropolis!",26808422,Nadina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96387,23.72324,Entire home/apt,73,25,240,2021-10-02,2.80,1,339,1,00000470542
7385698,Aris Athens Suites - D2 Suite,38531462,Aris Athens Suites,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96543,23.73282,Entire home/apt,90,2,0,,,8,365,0,0206Κ12000345000
7385886,Aris Athens Suites - K1 Suite,38531462,Aris Athens Suites,,ΖΑΠΠΕΙΟ,37.96714,23.73313,Entire home/apt,90,2,2,2021-03-31,0.12,8,365,0,0206Κ12000345000
4649629,Comfortable flat in heart of Athens,24070344,Anastasis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99037,23.72961,Entire home/apt,100,1,35,2017-08-07,0.39,1,260,0,
6240267,10 min to Acropolis - the Sunny Family Αpartment,32391931,Elena,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96343,23.72172,Entire home/apt,72,2,3,2015-10-13,0.04,2,320,0,
4649848,Attiki Metro Station  Penthouse,21873493,Dimitris,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9995,23.7212,Entire home/apt,35,1,151,2018-09-29,1.64,2,0,0,00000101304
7386263,Aris Athens Suites - K2 Suite,38531462,Aris Athens Suites,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96575,23.7311,Entire home/apt,90,2,3,2021-05-26,0.15,8,365,0,0206Κ12000345000
7386391,Aris Athens Suites - Diamond Suite,38531462,Aris Athens Suites,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96512,23.73105,Entire home/apt,90,2,0,,,8,365,0,0206Κ12000345000
6241150,Charming Flat ❤ Heart of Athens,32371212,Versaweiss,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97775,23.72414,Entire home/apt,121,1,393,2022-06-03,4.53,9,257,55,00001139419
7386505,Aris Athens Suites - K3 Deluxe Suite,38531462,Aris Athens Suites,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9653,23.73143,Entire home/apt,92,2,5,2021-05-30,0.29,8,365,0,0206Κ12000345000
4665974,MODERN FLAT  close to the city center,6343762,Georgios,,ΙΛΙΣΙΑ,37.977882,23.757355,Entire home/apt,36,1,12,2015-07-20,0.13,1,208,0,00001342111
6241519,""" Dionyssos"" cosy apartment",32399998,Dionysios,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98203,23.71869,Entire home/apt,40,3,103,2021-10-30,1.19,1,3,4,00000095057
4670971,City Elegant 2BR apt. w/t terrasse,4315682,Dimitris,,ΚΥΨΕΛΗ,37.99649,23.73388,Entire home/apt,49,7,11,2022-03-22,0.13,3,259,1,
7386637,Aris Athens Suites - Penthouse Suite K4,38531462,Aris Athens Suites,,ΖΑΠΠΕΙΟ,37.96657,23.73265,Entire home/apt,95,2,4,2021-04-09,0.18,8,365,0,0206Κ12000345000
6275273,lovely shinny room,32614836,Verotzu,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9875,23.73376,Private room,24,1,54,2021-09-30,0.63,1,329,4,
7399597,"ATHENS NEW MUSEUM, STADIUM STUDIO FOR 4 PERS",38768949,Evaggelia,,ΠΑΓΚΡΑΤΙ,37.96886,23.7453,Entire home/apt,39,2,20,2019-09-22,0.24,1,0,0,
4728119,An Athenian Odyssey in STYLE & COMFORT,17335800,Steve,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97636,23.72376,Entire home/apt,88,2,149,2021-09-02,1.64,1,168,7,00000876214
4748673,"Cozy apartment near the Acropolis, in Mets",15408977,Sofiana,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96633,23.73166,Entire home/apt,40,3,40,2022-04-02,0.44,4,324,2,00000347360
6276040,"Atenéo, Sophisticated Flat Along the Marathon Route",4199634,Dimitris,,ΓΟΥΔΙ,37.98713,23.77038,Entire home/apt,66,2,314,2022-06-14,3.64,1,0,29,00000054917
4766077,A Room with a View,256136276,Lillian,,ΚΟΛΩΝΑΚΙ,37.9801,23.73691,Entire home/apt,46,3,260,2022-05-28,2.87,1,266,42,00000200145
7417715,Bright central apartment 60m2,38858452,Aikaterini,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98466,23.7174,Entire home/apt,40,3,33,2019-05-10,0.40,1,260,0,
7490758,"",36720903,Kostis,,ΠΑΓΚΡΑΤΙ,37.97064,23.74348,Entire home/apt,40,2,36,2022-06-12,0.46,1,262,8,
6303494,Private studio in central Athens K1,32783082,Efi,,ΑΚΡΟΠΟΛΗ,37.96326,23.719,Entire home/apt,14,30,3,2022-06-08,0.05,4,155,2,STR-334678
6311319,Appartment 75 sq/met,32808646,George,,ΓΟΥΒΑ,37.96096,23.74452,Entire home/apt,60,3,0,,,1,365,0,
7506567,Plaka Penthouse with view to Acropolis,15423131,Cristi,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97483,23.73201,Entire home/apt,114,3,60,2022-06-11,0.98,1,312,11,00000236660
4888961,Athens Luxury,25153935,Alex,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.00253,23.72401,Entire home/apt,79,1,0,,,1,364,0,
4894536,Single room in the heart of Athens,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97815,23.72616,Private room,60,1,1,2016-05-06,0.01,9,365,0,0206K24000344201
6344685,Cozy central ground level space,21873493,Dimitris,,ΚΥΨΕΛΗ,37.99895,23.73495,Entire home/apt,24,1,140,2022-05-31,1.62,2,275,11,00000227597
4894903,Studio for 2 with view in Athens,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97816,23.72557,Private room,120,1,1,2016-10-11,0.01,9,365,0,0206K24000344201
4895267,Twin room in the heart of Athens!,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97678,23.72466,Private room,90,1,0,,,9,0,0,0206K24000344201
7559058,Awarded Loft in the Center of Athens,14184069,Manos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9839,23.71874,Entire home/apt,104,1,404,2022-05-26,4.83,9,271,62,00000013161
6363438,Cozy studio 5 min from Acropolis,32890755,Nikolas,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96805,23.72674,Entire home/apt,50,3,10,2015-08-17,0.12,1,0,0,
7581991,αθηνα γριμανη,39756501,Αθηνά,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99712,23.76209,Entire home/apt,80,1,0,,,1,365,0,
4895324,Studio for 3 with view in Athens,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97777,23.72577,Private room,170,1,1,2017-04-15,0.02,9,364,0,0206K24000344201
4895376,Studio for 4 in the heart of Athens,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97831,23.72558,Private room,160,1,1,2015-07-25,0.01,9,365,0,0206K24000344201
4895499,Studio for 4 with view on Acropolis,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9768,23.72582,Private room,180,1,2,2016-06-03,0.02,9,365,0,0206K24000344201
6372321,"Athens Thiseio Acropolis  house, Historical Center",33206459,Christos,,ΠΕΤΡΑΛΩΝΑ,37.9734,23.71527,Entire home/apt,67,2,103,2022-06-14,1.39,1,173,23,00000098649
4939649,"Central Penthouse, Acropolis view",25455711,Kalliope,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96538,23.73225,Entire home/apt,90,2,271,2022-05-25,3.09,1,274,30,00000083882
7605233,3min from Stathmos Larisis metro,39887542,Maria,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99394,23.72182,Entire home/apt,33,1,48,2021-09-23,0.58,2,0,2,00000364997
6381924,Cosy Art Central Apartment,33265171,Orestis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96279,23.72878,Entire home/apt,35,2,120,2019-11-01,1.40,2,261,0,00000245903
7629370,"Nea Kypseli 1bdr Apt, residential area",27940347,Henrieta,,ΝΕΑ ΚΥΨΕΛΗ,38.00263,23.74764,Entire home/apt,29,4,6,2022-02-17,0.11,1,352,3,00001375607
5025556,In the heart of the city,6515798,Athanasios,,ΖΑΠΠΕΙΟ,37.96769,23.73286,Entire home/apt,62,1,614,2022-06-08,6.84,4,174,73,
5029402,Refurbished penthouse near Acropolis & city center,4527057,Dimi,,ΠΕΤΡΑΛΩΝΑ,37.97002,23.71008,Entire home/apt,35,3,83,2022-06-14,0.94,1,203,15,00000287499
6383348,"Open space ,great spot ... :)  Welcome :)",706768,Melina,,ΠΕΤΡΑΛΩΝΑ,37.97314,23.71441,Entire home/apt,39,2,18,2019-08-06,0.22,1,240,0,
5071690,ALC Breathtaking Parthenon View,14536309,Athenian Life Collection,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9749,23.73239,Entire home/apt,182,2,103,2022-06-09,1.18,7,280,41,00000364942
6396516,TOPKolonakiStudio+Terrace|Stunning Acropolis Views,2718115,TopHouzzing Properties,,ΚΟΛΩΝΑΚΙ,37.97987,23.73904,Entire home/apt,133,2,304,2022-05-28,3.66,34,315,61,00000464517
7629943,lovely penthouse at the center!,9361580,Marina,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00473,23.72844,Entire home/apt,35,5,91,2022-05-28,1.09,1,348,4,00000417250
6402075,Sunny apart with Lycabettus View - Athens,12851473,Jerry,,ΚΥΨΕΛΗ,37.99616,23.73508,Entire home/apt,85,2,83,2022-04-12,0.97,9,289,6,00000079033
7660473,"City stay  close to  the metro  ""a charming flat""",40209245,Tonia,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99748,23.73018,Entire home/apt,43,1,135,2022-06-06,2.26,5,333,29,00001117221
5109813,Charmante Zimmer in tolle Gegend,25604342,A,,ΚΟΛΩΝΑΚΙ,37.97664,23.74545,Private room,100,1,0,,,1,0,0,
6406712,"Central flat, unique Acropolis view",33415021,Κaterina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97811,23.73127,Entire home/apt,107,3,326,2022-06-10,3.79,2,249,38,00000200225
5130753,Studio near Plato's Academy park,19684693,Theodore,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.9902,23.71115,Entire home/apt,28,2,146,2022-05-21,1.64,1,330,5,00000439900
7660689,Zen Athens Loft in downtown-Gazi,3622853,Anna&Teo,,ΚΕΡΑΜΕΙΚΟΣ,37.98148,23.71536,Entire home/apt,46,1,186,2022-06-05,2.24,5,287,44,00001312476
6423991,Central Athenian modern one bedroom flat,33517626,Argyro,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95553,23.7164,Entire home/apt,39,3,2,2021-10-14,0.03,1,260,1,00000426570
7663029,Athens Centraly Located Apt & near Arch Museum,30289376,Niki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98768,23.74255,Entire home/apt,22,2,190,2021-06-22,2.28,1,167,1,
5147109,Κομβικό σημείο Αθηνών,26612211,Βασίλης,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97511,23.73419,Entire home/apt,40,1,6,2017-09-24,0.07,1,229,0,00000016661
6466621,Penthouse 80 sqm with Acropolis View.,33777697,Stratis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98475,23.72167,Entire home/apt,60,2,88,2022-04-29,1.20,1,197,3,00000406601
5181111,"Exquisite Apartment Athens Old Town, PLAKA center!",26789356,Miltos,,ΑΚΡΟΠΟΛΗ,37.97113,23.73001,Entire home/apt,112,3,224,2022-06-16,2.54,6,285,33,00001149110
7672433,"Artistic small house near Acropolis, Athens Center",942008,Vasileios,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96505,23.73229,Entire home/apt,31,2,205,2022-06-13,2.48,3,108,35,00000386037
6468025,Apartment nearby Acropolis &Plaka,6518607,Chris,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96817,23.73024,Entire home/apt,100,1,366,2022-05-28,4.31,3,341,48,00000510044
7691143,Beautiful place under Acropolis,40090425,Alfiarios,,ΑΚΡΟΠΟΛΗ,37.96866,23.72413,Entire home/apt,49,3,380,2022-06-14,4.55,4,79,49,00000521293
7694008,artistic luminous apartment,25686993,Eleni,,ΚΥΨΕΛΗ,38.00007,23.73464,Entire home/apt,36,2,15,2018-09-15,0.18,1,167,0,
5188935,Exquisite Courtyard Studio in the heart of Plaka!,26789356,Miltos,,ΑΚΡΟΠΟΛΗ,37.97113,23.73001,Entire home/apt,105,2,216,2022-06-08,2.46,6,333,23,00001149125
5196621,Athens apartment near Acropolis,26883127,Nikos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96485,23.72641,Entire home/apt,45,2,158,2022-06-13,1.80,2,285,16,00000718494
6468915,CITY CENTER GEM,14536309,Athenian Life Collection,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97857,23.73031,Entire home/apt,70,2,145,2022-06-16,1.71,7,289,17,00000122470
5266430,"Big balcony Acropolis, 100 Mbps",7943398,Vesna,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9642,23.72017,Entire home/apt,127,4,399,2022-06-11,4.47,2,224,25,00000501200
6484149,Original Athens Family Home,33885592,Nico,,ΠΟΛΥΓΩΝΟ,37.99692,23.74665,Entire home/apt,100,7,0,,,1,0,0,
6485563,Comfortable apartment 1 step from the centre,33892899,Vassilis,,ΠΑΓΚΡΑΤΙ,37.96816,23.75098,Entire home/apt,65,2,121,2021-10-31,1.43,1,350,6,00000110578
5299516,Panathenaic Stadium/Acropolis retreat,27450815,Αngel,,ΣΤΑΔΙΟ,37.96986,23.74032,Entire home/apt,270,3,35,2020-08-19,0.40,1,221,0,00791786862
7695651,Cozy park studio next to Lycabettus,22987868,Eva,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98593,23.74323,Entire home/apt,60,20,1,2017-10-22,0.02,1,358,0,
7723765,Apt/house in downtown Athens 5 min. from Acropolis,40581478,Γιαννης / Yannis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95659,23.72912,Entire home/apt,45,1,130,2021-10-29,1.77,5,34,6,00000488480
6510258,Athens view!,34033909,Marina,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99413,23.74481,Entire home/apt,65,1,0,,,1,0,0,
5333888,"""SAMARA's "" studio",22405350,Dimitris,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95169,23.71997,Entire home/apt,43,1,27,2017-01-04,0.31,1,0,0,00000469049
6513276,Acropolis,21350402,John,,ΑΚΡΟΠΟΛΗ,37.97007,23.72586,Entire home/apt,88,1,326,2022-06-03,3.82,1,264,18,00000533550
5392478,Cozy & modern + center + metro + WI-FI,8171630,Stratos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99481,23.72805,Entire home/apt,35,2,42,2021-09-12,0.49,6,352,1,00000121987
7778776,Modern & Classic Athens Apartment,2639599,Spyridon,,ΓΟΥΔΙ,37.98608,23.76239,Entire home/apt,60,20,0,,,1,358,0,
7806633,"Athens heart,cosy&convenient",16731654,Sylvia,,ΚΟΛΩΝΑΚΙ,37.97863,23.74532,Entire home/apt,300,1,25,2019-09-22,0.30,1,364,0,
6557919,Brand New Apartment with Garden,20431261,Adib,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99224,23.73013,Entire home/apt,31,3,37,2022-06-01,0.45,1,305,5,00000218811
7837682,Retro appartment in Acropolis,41286500,Matina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96854,23.72628,Entire home/apt,55,3,0,,,1,361,0,
5426236,"Panoramic view, Central Studio",3849057,Ignatios,,ΓΟΥΔΙ,37.98739,23.76936,Entire home/apt,34,2,154,2019-11-12,1.74,2,0,0,266242
5428088,Lovely BLUE private double room in Athens tourist area,2089542,Tia & Mike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96364,23.72181,Private room,44,1,269,2022-06-03,3.12,55,312,9,00000164488
6576594,Centrally located apartment with spectacular view,34381550,Manos,,ΚΟΛΩΝΑΚΙ,37.97618,23.74794,Entire home/apt,50,4,3,2017-12-31,0.05,2,0,0,00000312359
5464071,"Athens - Central sunny 60m2 apt, metro in 2'",26923010,Georgia,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99054,23.75967,Entire home/apt,40,3,3,2015-08-09,0.03,1,0,0,
7859388,"House with yard,Subway (5min.) walk",41420699,Akrivi,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95253,23.72242,Entire home/apt,60,1,405,2022-05-16,4.91,1,334,36,23123456787
6579412,Πανέμορφο σπίτι στο Κολωνάκι!,34418171,Miriam,,ΚΟΛΩΝΑΚΙ,37.97887,23.7395,Entire home/apt,120,1,0,,,1,365,0,
7881460,Apartment 150sq.m right in front of Acropolis!!,41543764,Eri,,ΑΚΡΟΠΟΛΗ,37.96964,23.72924,Entire home/apt,144,2,85,2022-05-31,1.08,1,241,16,00000438542
5476645,"Excellent reviews, 5-guest flat near the Acropolis",28401479,Gina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97739,23.7255,Entire home/apt,99,5,70,2022-06-11,0.80,1,105,2,00000146979
6618384,House with yard by the hill,7128352,Kosmas,,ΑΚΡΟΠΟΛΗ,37.96705,23.71338,Entire home/apt,94,3,108,2022-06-05,1.28,1,284,13,00000352992
5508232,Acropolis view!Gazi area,28603781,Antonis,,ΒΟΤΑΝΙΚΟΣ,37.97881,23.70788,Entire home/apt,80,2,29,2022-06-02,0.34,1,297,14,00000089468
7907302,(2B) Central Apartment in Psirri-Historic Center!,22846943,Andreas,,ΚΕΡΑΜΕΙΚΟΣ,37.980228,23.723442,Entire home/apt,137,1,11,2022-01-03,0.21,8,353,1,00000439171
6621904,Beautiful accommodation with a small garden.,11516197,Fivos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98916,23.74004,Entire home/apt,47,3,3,2017-07-09,0.05,1,290,0,00000196239
5532480,Syntagma ap'tment with terrace view,28388095,Ioanna,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97583,23.73104,Entire home/apt,65,1,339,2020-09-15,3.87,1,0,0,00000116467
6631940,"City center apartment, with view",15993753,Ilia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98822,23.74121,Entire home/apt,28,60,0,,,1,0,0,00000478075
7964139,Metaxourghio Boutique Apartment,29795728,Alkis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98675,23.72026,Entire home/apt,39,2,227,2022-05-13,2.73,5,320,20,00000829503
6640980,Cosy architect's studio in center,24229271,Elias,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98578,23.75892,Entire home/apt,36,5,10,2018-07-31,0.12,1,228,0,00000497418
7985111,Cozy & central room under Acropolis,42010332,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97229,23.73196,Private room,100,30,3,2016-02-14,0.04,1,90,0,
8026892,5* Penthouse Acropolis View Loft downtown Athens,3622853,Anna&Teo,,ΚΕΡΑΜΕΙΚΟΣ,37.98003,23.71598,Entire home/apt,90,1,197,2022-06-08,2.40,5,257,58,00001346916
5555308,Two Roses: the Olive house,13783273,Taxiarchoula,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98743,23.75567,Entire home/apt,48,2,11,2021-07-09,0.13,1,32,1,00000315510
