id,city,state,amount,share_under25
26545,"ARMONK","NY",1018.74,.420808
26546,"LAKE FOREST","IL",1950,.4493886
26547,"COLLEGEVILLE","PA",275,.4397087
26548,"SOMERVILLE","MA",300,.5174821
26549,"Albuquerque","NM",0,.4932771
26550,"OAK PARK","IL",0,.4410785
26551,"WOODSTOCK","CT",500,.480446
26552,"CHEVY CHASE","MD",650,.4435954
26553,"RAVENNA","OH",325,.4380642
26554,"NEWTON","MA",649.61,.4494399
26555,"LOVELAND","CO",230,.4855731
26556,"WEST HENRIETTA","NY",210,.4065893
26557,"El Dorado Hills","CA",0,.4751711
26558,"BLOOMFIELD HILLS","MI",610,.4291991
26559,"SUPERIOR","CO",512,.4962959
26560,"SILVER SPRING","MD",0,.4731771
26561,"Gladwyne","PA",0,.4378969
26562,"NEW LONDON","CT",210,.4366401
26563,"FORT PIERCE","FL",275,.3943123
26564,"CHARLOTTE","NC",0,.5258363
26565,"BISMARCK","ND",600,.4505503
26566,"SILVER SPRING","MD",250,.4731771
26567,"Beaufort","NC",875,.515824
26568,"CHARLESTON","IL",325,.4828568
26569,"VIENNA","VA",450,.4798569
26570,"RICHMOND","VA",242.95,.49286
26571,"COOK","MN",0,.3888968
26572,"LITTLE ROCK","AR",500,.4881186
26573,"LA","CA",400,.5352823
26574,"GREENVILLE","SC",0,.4612637
26575,"Portland","OR",0,.4743172
26576,"Totowa","NJ",550,.5131758
26577,"TULSA","OK",1000,.499161
26578,"POTOMAC","MD",0,.4435954
26579,"SANTA CLARA","CA",500,.4732465
26580,"Los Gatos","CA",0,.4732465
26581,"DAYTON","KY",0,.4765396
26582,"DENVER","CO",0,.5182149
26583,"CORONADO","CA",300,.520797
26584,"COLUMBUS","OH",598.2,.5344034
26585,"CHICAGO","IL",430.32,.5333298
26586,"Castaic","CA",0,.4808716
26587,"Rye","NY",0,.420808
26588,"SOUTHERN PINES","NC",0,.5063825
26589,"LAS VEGAS","NV",385,.4974553
26590,"Chicago","IL",0,.5333298
26591,"SCOTTSVILLE","VA",835.2,.4315869
26592,"Savannah","GA",0,.5132356
26593,"BROOKLYN","NY",283.51,.5131685
26594,"Decorah","IA",250,.4312695
26595,"LOS ANGELES","CA",0,.5352823
26596,"BROOKLYN","NY",0,.5131685
26597,"NEW HAVEN","CT",700,.511386
26598,"WICHITA FALLS","TX",0,.4899683
26599,"MONTPELIER","VT",0,.4124142
26600,"MACON","GA",1250,.4908346
26601,"BANGOR","PA",1175,.4187132
26603,"South Lake Tahoe","CA",350,.4413235
26604,"KATY","TX",0,.5032269
26605,"CHICAGO","IL",1322.08,.5333298
26606,"LIBERTYVILLE","IL",798,.4493886
26608,"SAN FRANCISCO","CA",0,.4387415
26609,"CHICAGO","IL",212,.5333298
26610,"WEBSTER GROVES","MO",458,.4732347
26611,"CASTRO VALLEY","CA",0,.4590964
26612,"MADISON","WI",0,.555514
26613,"WASHINGTON","DC",1000,.5195411
26614,"GOSHEN","IN",0,.4901198
26615,"AUSTIN","TX",0,.5566342
26616,"FORT COLLINS","CO",320.59,.4855731
26617,"Denver","CO",0,.5182149
26618,"PHILADELPHIA","PA",0,.5200281
26619,"ACTON","MA",1490,.4164453
26620,"NORWALK","CT",400,.4268852
26621,"EAGAN","MN",250,.4917763
26622,"BROKEN ARROW","OK",389.58,.4816862
26623,"ALEXANDRIA","VA",1068.93,.4743382
26624,"KERNERSVILLE","NC",608,.4419411
26625,"MADISON","CT",642,.3924814
26626,"Peyton","CO",0,.4822966
26627,"WASHINGTON","DC",1456,.5195411
26628,"SAN FRANCISCO","CA",250,.4387415
26629,"PHILADELPHIA","PA",0,.5200281
26630,"COLUMBIA","MD",300,.4411901
26631,"MADBURY","NH",300,.412813
26632,"WEST NEW YORK","NJ",325,.4573098
26633,"NEW YORK","NY",558,.4624566
26634,"Austin","TX",0,.5566342
26635,"NASHVILLE","TN",250,.5177658
26636,"FLORENCE","MA",828.25,.4449917
26637,"SALT LAKE CITY","UT",379.78,.5593248
26638,"STRATHAM","NH",250,.412813
26639,"BERWYN","IL",0,.4750154
26640,"WEBSTER GROVES","MO",575,.4732347
26641,"SAN FRANCISCO","CA",300,.4387415
26642,"LOS ALAMITOS","CA",350,.4829782
26643,"HOPKINS","MN",308,.4713001
26644,"WASHINGTON","DC",250,.5195411
26645,"UNION","ME",0,.3548736
26646,"EVANSTON","IL",0,.5017276
26647,"GRANVILLE","NY",0,.4064286
26648,"NEW YORK","NY",250,.477233
26649,"DETROIT","MI",0,.4930004
26650,"POTOMAC","MD",0,.4435954
26651,"Brooklyn","NY",0,.5131685
26652,"LOS RANCHOS","NM",208.71,.4932771
26653,"MC LEAN","VA",0,.4798569
26654,"MONTPELIER","VT",0,.4124142
26656,"Manzanita","OR",0,.4805841
26657,"REDMOND","WA",0,.4650477
26658,"Lake Oswego","OR",0,.4673465
26659,"MINNEAPOLIS","MN",511.38,.5006417
26660,"LOS ANGELES","CA",350,.5352823
26661,"SAN JOSE","CA",510,.4954745
26662,"MOUNT VERNON","WA",0,.4644603
26663,"NORTHFIELD","MN",0,.4665258
26664,"North Palm Beach","FL",600,.3923365
26665,"HALF MOON BAY","CA",450,.4402437
26666,"SUMERDUCK","VA",1000,.4493469
26667,"CHICAGO","IL",0,.5333298
26668,"BALTIMORE","MD",1000,.4849183
26669,"PINE BROOK","NJ",208.8,.4573098
26670,"SILVER SPRING","MD",259.6,.4731771
26671,"WEAVERVILLE","NC",230.95,.3891892
26672,"HOUSTON","TX",697,.548726
26674,"Murrieta","CA",0,.539625
26675,"CHICAGO","IL",275,.5333298
26676,"RALEIGH","NC",0,.5281892
26677,"Charlotte","NC",350,.5258363
26678,"BROOKLYN","NY",0,.5131685
26679,"Fair Haven","VT",475,.4013554
26680,"NEW YORK","NY",270,.477233
26681,"SAN RAFAEL","CA",0,.3973311
26682,"AUGUSTA","GA",0,.5149536
26683,"RICHMOND","CA",320,.5030745
26684,"ROCKAWAY BEACH","NY",250,.4924073
26685,"West Linn","OR",0,.4673465
26686,"Monticello","NY",750,.4240294
26687,"Beaverton","OR",250,.4673465
26688,"Dallas","TX",250,.5500803
26689,"LOMBARD","IL",800,.4846078
26690,"WOODBRIDGE","VA",0,.4798569
26691,"MIDLAND","VA",307.95,.4493469
26692,"COCKEYSVILLE","MD",500,.4411901
26693,"NEW YORK","NY",282.95,.477233
26694,"MIAMI","FL",500,.4463278
26695,"ARLINGTON","VA",250,.5314384
26696,"Hampstead","NC",0,.4320987
26697,"SAN ANTONIO","TX",0,.5311785
26698,"PITTSBURGH","PA",0,.4520847
26699,"COLUMBIA","SC",350,.539798
26700,"CLEVELAND HEIGHTS","OH",0,.4401636
26701,"MIAMI BEACH","FL",295,.4463278
26702,"CHAGRIN FALLS","OH",405,.4190239
26703,"HILLSBOROUGH","CA",0,.4402437
26705,"CHICAGO","IL",500,.5333298
26706,"GAINESVILLE","FL",0,.5097474
26707,"MADISON","WI",0,.555514
26708,"BURLINGTON","VT",0,.4651355
26709,"Northampton","MA",0,.4449917
26710,"GLENDALE","CA",1156,.4146762
26711,"DENMARK","ME",0,.4013654
26712,"MECHANICSBURG","PA",0,.4234625
26713,"LAFAYETTE","CO",230,.4962959
26715,"IRVINE","CA",0,.448464
26716,"FAIRMONT","MN",0,.4690119
26717,"WINSTON SALEM","NC",525,.4956205
26718,"FORT WORTH","TX",337,.5233899
26719,"NEW YORK","NY",0,.477233
26720,"El Cerrito","CA",0,.4590964
26721,"SAINT LOUIS","MO",0,.4732347
26722,"Statesville","NC",324,.4299632
26724,"MCMINNVILLE","OR",0,.4805841
26725,"HUDSON","NH",0,.4249431
26726,"MAPLE GROVE","MN",250,.4713001
26727,"HOUSTON","TX",0,.548726
26728,"HOUSTON","TX",250,.548726
26729,"SEDONA","AZ",0,.3510678
26730,"ALBUQUERQUE","NM",375,.4932771
26731,"PACIFIC GROVE","CA",555,.5267005
26732,"LA CROSSE","IN",300,.4587907
26733,"Cuyahoga Falls","OH",210,.4380642
26734,"HALF MOON BAY","CA",525,.4402437
26735,"PITTSBURGH","PA",257.95,.4520847
26736,"WEST PALM BEACH","FL",700,.3923365
26737,"VACAVILLE","CA",1345.48,.4593699
26738,"WOODBRIDGE","NJ",0,.4573098
26739,"COLUMBIA","MD",250,.4411901
26740,"DECATUR","GA",225,.4951164
26741,"HUNTINGTON BEACH","CA",300.98,.448464
26742,"SOUTH SALEM","NY",530,.420808
26743,"TROY","OH",0,.4468839
26744,"MILL VALLEY","CA",1000,.3973311
26745,"WINCHESTER","MA",355,.4513606
26746,"WATERTOWN","MA",400,.4494399
26747,"WASHINGTON","DC",250,.5195411
26748,"Sarasota","FL",0,.337309
26749,"RIPLEY","WV",0,.4033929
26750,"PLEASANTON","KS",882.33,.5135395
26751,"SOUTH BEND","IN",672.65,.4841227
26752,"LEXINGTON","KY",410,.5186065
26753,"NEW YORK","NY",650,.477233
26755,"MADISON","WI",216.6,.555514
26756,"HARLINGEN","TX",228.63,.5797854
26757,"Salem","OR",215,.4768394
26758,"NEWARK","DE",0,.4954163
26759,"BOSTON","MA",250,.5174821
26760,"CHICAGO","IL",250,.5333298
26762,"SACRAMENTO","CA",250,.5245932
26763,"PLANO","TX",300,.5117252
26764,"LIBERTY","MO",600,.4701618
26765,"GOLDEN","CO",350,.4004413
26766,"Pensacola","FL",0,.4620414
26767,"MIDDLETOWN","OH",0,.4771548
26768,"SAN FRANCISCO","CA",0,.4387415
26769,"Fort Ann","NY",0,.4064286
26770,"SAN FRANCISCO","CA",0,.4387415
26771,"DELHI","LA",0,.5011128
26772,"BRIGHTON","MA",0,.5174821
26773,"CHICAGO","IL",0,.5333298
26774,"MASHPEE","MA",451,.3059919
26775,"CAMANO ISLAND","WA",0,.4644603
26776,"ROSLINDALE","MA",750,.5174821
26777,"NEW YORK","NY",275,.477233
26778,"Lafayette","LA",0,.499272
26779,"ELLICOTT CITY","MD",0,.4411901
26781,"ANDERSON","SC",0,.4612637
26782,"Sequim","WA",500,.4442257
26783,"WEST HARTFORD","CT",1000,.4804932
26784,"SAN FRANCISCO","CA",0,.4387415
26785,"BROOKLYN","NY",250,.5131685
26786,"West Chester","PA",318,.4510214
26787,"FLAGLER BEACH","FL",830,.3261224
26788,"Bethesda","MD",0,.4435954
26789,"STONE MOUNTAIN","GA",275,.4951164
26790,"SUTTER CREEK","CA",270,.4593699
26791,"PALOS VERDES ESTATES","CA",0,.5116389
26792,"PEMBROKE PINES","FL",400,.4524897
26793,"AUSTIN","TX",201,.5566342
26794,"OVERLAND PARK","KS",560.29,.4575081
26795,"NEW YORK","NY",0,.477233
26796,"LAGUNA HILLS","CA",350,.448464
26797,"DECATUR","GA",250,.4951164
26798,"PORTLAND","OR",0,.4743172
26799,"LOS ANGELES","CA",0,.5352823
26800,"TAMARAC","FL",0,.4322133
26801,"SOUTHBOROUGH","MA",0,.4164453
26802,"PORTLAND","OR",550,.4743172
26804,"SANFORD","FL",0,.4373594
26806,"MOSCOW","ID",350,.4529644
26807,"SACRAMENTO","CA",400,.5245932
26808,"Ipswich","MA",0,.4106115
26809,"MORAGA","CA",0,.4590964
26810,"NEW ORLEANS","LA",0,.4940248
26811,"BROOKEVILLE","MD",750,.4435954
26812,"FOUNTAIN","CO",1000,.4822966
26813,"SACRAMENTO","CA",0,.5245932
26814,"CLAREMONT","CA",521,.5043881
26816,"LYNCHBURG","VA",0,.4315869
26817,"SANTA BARBARA","CA",0,.5105435
26818,"MIAMISBURG","OH",1175,.4468839
26819,"TAMPA","FL",0,.5000342
26820,"Oakland","CA",210,.4778767
26821,"WILMETTE","IL",0,.4493886
26822,"SEATTLE","WA",0,.4679543
26823,"SEATTLE","WA",740,.4679543
26824,"KANEOHE","HI",643,.4707951
26825,"Bowie","MD",300,.499497
26826,"SCARSDALE","NY",1000,.420808
26827,"Locust Grove","GA",0,.4906479
26828,"MERCED","CA",332.46,.5226442
26829,"Millbrae","CA",0,.4402437
26830,"NEW YORK","NY",0,.4624566
26831,"GRAND PRAIRIE","TX",0,.5117252
26832,"SWISSVALE","PA",355,.4520847
26833,"SAN FRANCISCO","CA",330,.4387415
26835,"OLYMPIA","WA",365,.437393
26836,"EUREKA","CA",250,.4658031
26837,"KANEOHE","HI",730,.4707951
26838,"STAMFORD","CT",600,.4679229
26839,"LAWRENCEVILLE","GA",600,.4951164
26840,"Pomfret Center","CT",0,.480446
26841,"MANSFIELD","TX",0,.4892371
26842,"PARAMUS","NJ",300,.4158759
26843,"ETNA","NH",0,.4255926
26844,"MC KEES ROCKS","PA",0,.3952351
26845,"ELLICOTT CITY","MD",477.38,.4411901
26846,"Zionsville","IN",0,.4715025
26847,"WILMINGTON","DE",0,.4404992
26848,"CHANTILLY","VA",0,.4958435
26849,"Los Altos","CA",0,.4402437
26850,"SOUTH KENT","CT",250,.4262478
26851,"HILLSBOROUGH","CA",2000,.4402437
26852,"MARTINSVILLE","IN",701.04,.4582143
26853,"MONROVIA","CA",0,.4120456
26854,"HATTIESBURG","MS",0,.4913552
26855,"EAST GREENWICH","RI",500,.4185297
26856,"Stilwell","KS",0,.5135395
26857,"WASHINGTON","DC",0,.5195411
26858,"VIRGINIA BEACH","VA",250,.4860543
26859,"Zanesville","OH",0,.430093
26860,"KATY","TX",0,.5032269
26861,"New York","NY",0,.477233
26862,"ORINDA","CA",250,.4590964
26863,"WASHINGTON","DC",0,.5195411
26864,"CHARLOTTE","NC",0,.5258363
26865,"MACOMB","MI",0,.4307068
26866,"CHARLOTTE","NC",500,.5258363
26867,"COLUMBUS","OH",475,.5344034
26868,"PEA RIDGE","AR",0,.5315497
26870,"CINCINNATI","OH",0,.4760331
26871,"KINGSTON","NY",245,.3750656
26872,"Broomfield","CO",0,.4962959
26873,"Schertz","TX",1175,.4681663
26874,"ANDREWS","TX",300,.5175202
26875,"EL CERRITO","CA",300,.4590964
26876,"LINCOLN","NE",0,.538033
26877,"PROVO","UT",0,.6743249
26878,"BERKELEY","CA",500,.5246695
26879,"Palm Springs","CA",475,.4799049
26880,"OAKLAND","CA",0,.4778767
26881,"SILVER SPRING","MD",0,.4731771
26882,"MARBLEHEAD","MA",825,.4106115
26883,"SUMMIT","NJ",0,.4085009
26884,"BERKELEY","CA",300,.5246695
26885,"CHICAGO","IL",500,.5333298
26886,"BROOKLYN","NY",541.02,.5131685
26887,"EAST ORANGE","NJ",400,.4573098
26888,"ROANOKE","VA",400,.4634323
26889,"HAMDEN","CT",0,.511386
26890,"Clemmons","NC",1527,.4040239
26891,"SAINT LOUIS","MO",0,.4732347
26892,"STRONGSVILLE","OH",391.29,.4401636
26893,"CHARLOTTE","NC",0,.5258363
26894,"Brooklyn","NY",1355,.5131685
26895,"KLAMATH FALLS","OR",0,.4220203
26896,"Washington","DC",0,.5195411
26897,"DENTON","TX",1000,.5233899
26898,"MILL VALLEY","CA",0,.3973311
26899,"Candler","NC",538,.3891892
26900,"NEW YORK","NY",1000,.477233
26901,"ELLINGTON","CT",0,.4174982
26902,"CONCORD","NH",0,.4255437
26903,"NASHVILLE","TN",215,.5177658
26904,"ALLSTON","MA",700,.5174821
26905,"OOLTEWAH","TN",0,.4272442
26906,"MARTINEZ","CA",325,.4590964
26907,"Long Beach","CA",1400,.5248182
26908,"PROVIDENCE","RI",241.28,.4984984
26909,"SACRAMENTO","CA",0,.5245932
26910,"ROCKLEDGE","FL",0,.3713668
26912,"DECATUR","GA",1619.76,.4951164
26913,"HUNTSVILLE","AL",0,.478599
26915,"SUNLAND","CA",0,.4120456
26916,"RAYMORE","MO",0,.4701618
26917,"SANDIA PARK","NM",275,.4361961
26918,"Philadelphia","PA",510,.5200281
26919,"DELRAN","NJ",0,.430521
26920,"LAKE BLUFF","IL",0,.4493886
26921,"PROSPERITY","SC",700,.4664998
26922,"Ellenwood","GA",0,.4906479
26923,"COLUMBIA","MD",300,.4411901
26924,"LOS ANGELES","CA",550,.5352823
26925,"MIAMI SHORES","FL",250,.4463278
26926,"LIVINGSTON","TX",0,.4934856
26927,"EULESS","TX",400,.4892371
26928,"LOS ANGELES","CA",0,.5352823
26929,"SAN FRANCISCO","CA",560,.4387415
26931,"SAN ANTONIO","TX",0,.5311785
26932,"BOISE","ID",215,.4926254
26933,"NEW ORLEANS","LA",0,.4940248
26934,"WESTBROOK","ME",0,.4013654
26935,"WHITE PLAINS","NY",471.33,.4340113
26936,"LAPEER","MI",500,.4224426
26937,"WASHINGTON","DC",250,.5195411
26938,"NEW YORK","NY",500,.477233
26939,"COLUMBIA","MO",1650,.5295759
26940,"New London","NH",0,.4022934
26941,"SPOKANE","WA",225,.4854283
26942,"FORT MILL","SC",563.53,.459058
26943,"Harrington Park","NJ",0,.4158759
26944,"SOUTHWICK","MA",225,.4449917
26946,"DEERFIELD BEACH","FL",280.11,.3923365
26947,"Detroit","MI",0,.4930004
26948,"Thousand Oaks","CA",0,.4808716
26949,"Bloomington","IN",0,.5108438
26950,"LARCHMONT","NY",270,.420808
26951,"VANCOUVER","WA",375,.4597161
26952,"SUNNYVALE","CA",237.31,.4402437
26953,"GOLDENDALE","WA",433,.4597161
26954,"NIPOMO","CA",0,.4875372
26955,"BIRMINGHAM","AL",1525,.4856624
26956,"Atlanta","GA",0,.5335559
26957,"SHERMAN OAKS","CA",0,.5056244
26958,"SACRAMENTO","CA",310.29,.5245932
26959,"OAKLAND","CA",410,.4778767
26960,"EUGENE","OR",522.25,.4229293
26961,"ASPEN","CO",500,.4904153
26962,"NORWICH","CT",1000,.4366401
26963,"CHARLES TOWN","WV",305,.4483873
26964,"FAIRFAX","VA",0,.4753132
26965,"LEXINGTON","KY",500,.5186065
26966,"KIRKWOOD","MO",300,.4732347
26967,"ROCHESTER","NY",1015,.4885501
26968,"Austin","TX",1010,.5566342
26970,"SAMMAMISH","WA",464.96,.4650477
26971,"LOUISVILLE","KY",250,.4657836
26972,"CORDOVA","TN",300,.4662484
26973,"OAKLAND","CA",207.5,.4778767
26974,"LODI","WI",299,.4441077
26975,"Emeryville","CA",0,.4778767
26976,"ATLANTA","GA",1200,.5335559
26977,"GARDEN CITY","KS",1429.18,.5277785
26978,"Birmingham","AL",211,.4856624
26979,"SAN FRANCISCO","CA",2000,.4387415
26980,"SAN DIEGO","CA",0,.520797
26981,"ELIOT","ME",1300,.3773346
26982,"ALBUQUERQUE","NM",325,.4932771
26983,"CHEVY CHASE","MD",0,.4435954
26984,"UPPER MARLBORO","MD",580,.499497
26985,"CONSHOHOCKEN","PA",498.07,.4397087
26986,"FORT WORTH","TX",250,.5341563
26987,"Washington","DC",0,.5195411
26988,"SAN FRANCISCO","CA",0,.4387415
26989,"PITTSBURGH","PA",0,.4520847
26990,"Seattle","WA",305,.4679543
26991,"COLUMBIA","SC",450,.539798
26992,"Boca Raton","FL",0,.3923365
26993,"RIVERSIDE","RI",0,.4984984
26994,"SHREWSBURY","MA",696.88,.4167195
26995,"LOS ANGELES","CA",0,.5352823
26996,"Frisco","TX",0,.5117252
26997,"NEW YORK","NY",1175,.477233
26998,"AUSTIN","TX",450,.5566342
26999,"MANASSAS","VA",350,.4958435
27000,"TACOMA","WA",0,.5109156
27001,"SAN FRANCISCO","CA",580,.4387415
27003,"CHICAGO","IL",0,.5333298
27005,"MILLSBORO","DE",0,.4270301
27006,"DETROIT","MI",572.08,.4930004
27007,"LOS ANGELES","CA",302.7,.5352823
27008,"SAINT LOUIS","MO",272.04,.4732347
27009,"BETHESDA","MD",0,.4435954
27010,"ARUNDEL","ME",1500,.4013654
27011,"WEBSTER","TX",305,.5116594
27012,"SAN FRANCISCO","CA",740,.4387415
27013,"ROCHESTER","NY",0,.4885501
27014,"OSWEGO","NY",225,.4343226
27015,"WASHINGTON","DC",0,.5195411
27016,"Honolulu","HI",314,.4193506
27017,"PORTLAND","OR",210,.4743172
27018,"SAN FRANCISCO","CA",275,.4387415
27019,"MIAMI GARDENS","FL",250.55,.4524897
27020,"AUSTIN","TX",0,.5566342
27021,"BURLINGTON","MA",650,.4513606
27022,"Petersburg","VA",375,.4458101
27023,"HYSHAM","MT",205,.413494
27024,"STAMFORD","CT",0,.4679229
27025,"HOUSTON","TX",0,.548726
27026,"CHARLOTTE","NC",325,.5258363
27027,"MARIETTA","GA",500,.4951164
27028,"CANDLER","NC",400,.3891892
27029,"North Olmsted","OH",417,.4190239
27030,"NANTUCKET","MA",225,.3656803
27031,"BIG LAKE","AK",660,.4933264
27032,"KANSAS CITY","MO",600,.4927863
27033,"TUCSON","AZ",265,.4749739
27035,"Hampton","GA",0,.4906479
27036,"AUSTIN","TX",0,.5566342
27037,"Tarpon Springs","FL",838,.3584583
27038,"VANCOUVER","WA",236.37,.4597161
27039,"ALTADENA","CA",0,.4120456
27040,"REDMOND","WA",250,.4650477
27041,"PRESCOTT","AZ",0,.3510678
27042,"ELLICOTT CITY","MD",0,.4411901
27044,"HOUSTON","TX",300,.548726
27045,"MARSHALL","VA",500,.4958435
27046,"CHARLOTTE","NC",470.52,.5258363
27047,"VAIL","AZ",205,.4304103
27048,"CHICAGO","IL",210,.5333298
27049,"NEW YORK","NY",400,.477233
27050,"Fort Washington","MD",0,.499497
27052,"JONESBORO","GA",550,.4906479
27053,"CHICAGO","IL",1203,.5333298
27054,"DEVON","PA",250,.4510214
27055,"FAIRBORN","OH",0,.4468839
27056,"MILL VALLEY","CA",260,.3973311
27057,"SANTA MONICA","CA",208,.4035722
27058,"NEW YORK","NY",0,.477233
27059,"RYE","NY",1000,.420808
27060,"EMERYVILLE","CA",0,.4778767
27061,"PLAYA VISTA","CA",0,.5352823
27063,"ASHBURN","VA",804.99,.4958435
27064,"EXETER","NH",0,.412813
27065,"FONTANA","CA",511.7,.5412343
27066,"HIGHLAND PARK","IL",655,.4493886
27067,"Metairie","LA",1000,.4736821
27068,"Los Altos","CA",0,.4402437
27069,"Williamsburg","MA",825,.4449917
27070,"SEATTLE","WA",0,.4679543
27071,"Davie","FL",0,.4322133
27073,"PHARR","TX",340,.5797854
27074,"MADISON","WI",225,.555514
27075,"Dover","DE",1150,.4270301
27076,"Brooklyn","NY",0,.5131685
27077,"ANN ARBOR","MI",650,.460889
27078,"DILLON","CO",600,.4004413
27079,"FORT COLLINS","CO",0,.4855731
27080,"LAND O LAKES","FL",810,.3584583
27081,"AMBLER","PA",650,.4378969
27082,"OKEMOS","MI",500,.4949681
27083,"ALEXANDRIA","VA",1350,.4743382
27084,"CLEVELAND","TN",0,.4272442
27085,"WASHINGTON","DC",300,.5195411
27086,"HASTINGS ON HUDSON","NY",450,.4556417
27087,"Fort Collins","CO",0,.4855731
27088,"SEATTLE","WA",0,.4679543
27089,"Estero","FL",500,.3693463
27090,"SEATTLE","WA",500,.4679543
27091,"CHESTER","CT",400,.3924814
27092,"MIAMI BEACH","FL",0,.4463278
27093,"Los Angeles","CA",0,.5352823
27094,"SEATTLE","WA",213.5,.4679543
27095,"AUSTIN","TX",0,.5566342
27096,"FORT WASHINGTON","MD",1600,.499497
27097,"Wappingers Falls","NY",479,.4346137
27098,"WORCESTER","MA",425,.5174998
27099,"NAPLES","FL",700,.3541788
27100,"AKRON","OH",0,.4629741
27101,"LAGUNA HILLS","CA",0,.448464
27102,"GOODYEAR","AZ",0,.4848824
27103,"CHICAGO","IL",265,.5333298
27104,"HUNTINGTON BEACH","CA",209.31,.448464
27105,"MINNEAPOLIS","MN",0,.5006417
27106,"BALTIMORE","MD",242.07,.4849183
27107,"Cambridge","MA",260,.5174821
27109,"WIMBERLEY","TX",0,.5018783
27111,"DERWOOD","MD",264.6,.4435954
27112,"TUCSON","AZ",700,.4749739
27113,"MISSOULA","MT",292,.4561453
27115,"CHICAGO","IL",0,.5333298
27116,"LAMBERTVILLE","NJ",456.6,.4305483
27117,"CROCKETT","CA",850,.4590964
27118,"OAKLAND","CA",405,.4778767
27119,"Valley Cottage","NY",570,.4849277
27120,"SAN FRANCISCO","CA",235,.4387415
27121,"PITTSBURGH","PA",800,.4520847
27122,"LITTLE ROCK","AR",450,.4881186
27123,"BROOKLYN","NY",830,.5131685
27124,"COLUMBIA","MO",375,.5295759
27125,"BLOOMINGTON","IN",0,.5108438
27126,"LOS ANGELES","CA",400,.5352823
27127,"NEWTON","MA",0,.4494399
27128,"GLENDALE","CA",755.6,.4146762
27129,"ROCHELLE","IL",395,.426166
27130,"MORRISTOWN","NJ",300,.4085009
27131,"Port Townsend","WA",0,.4442257
27132,"Kensington","MD",0,.4435954
27133,"LINO LAKES","MN",467.81,.4665258
27134,"SOMERVILLE","MA",281.95,.5174821
27135,"MADISON","WI",1000,.555514
27136,"WASHINGTON","DC",0,.5195411
27137,"WASHINGTON","DC",280,.5195411
27138,"Lincoln","MA",287,.4164453
27139,"LOS ANGELES","CA",1000,.5352823
27140,"NORWALK","CT",1000,.4268852
27141,"RALEIGH","NC",258.8,.5281892
27142,"DES MOINES","IA",355,.5007284
27143,"LAKE BLUFF","IL",1000,.4493886
27144,"MARION","IN",0,.4389925
27145,"DURHAM","NH",0,.412813
27146,"LEXINGTON","KY",0,.5186065
27147,"LOS ANGELES","CA",333.96,.5352823
27148,"FAIR OAKS","CA",500,.4593699
27149,"FREEHOLD","NJ",0,.4220611
27150,"LANAI CITY","HI",0,.4707951
27151,"MC LEAN","VA",340,.4798569
27152,"CHAPPAQUA","NY",0,.420808
27153,"Chester","NJ",0,.4085009
27154,"SANTA MONICA","CA",1000,.4035722
27155,"WASHINGTON","DC",0,.5195411
27156,"WINTER GARDEN","FL",730,.4537866
27157,"MCKINNEY","TX",0,.5117252
27158,"BROOKLYN","NY",385,.5131685
27159,"SACRAMENTO","CA",1050,.5245932
27160,"MINNEAPOLIS","MN",0,.5006417
27161,"Bloomington","IN",1178,.5108438
27162,"LEEDS","AL",0,.4528596
27163,"IRVINGTON","NY",380,.420808
27164,"VAN NUYS","CA",500,.5056244
27165,"BEAUMONT","CA",235,.4799049
27166,"TUCSON","AZ",0,.4749739
27167,"SACRAMENTO","CA",205,.5245932
27168,"OLNEY","MD",0,.4435954
27169,"JERSEY CITY","NJ",250,.5357573
27170,"CHICAGO","IL",250,.5333298
27171,"MESA","AZ",1125,.4831868
27172,"N HOLLYWOOD","CA",250,.4961229
27173,"HAMPTON","VA",255.4,.5044592
27174,"Austin","TX",212,.5566342
27175,"LOS ANGELES","CA",750,.5352823
27176,"RALEIGH","NC",500,.5281892
27177,"HONOLULU","HI",500,.4193506
27178,"FALMOUTH","ME",575,.4439363
27179,"PROVIDENCE","RI",0,.4984984
27180,"MINNEAPOLIS","MN",480,.5006417
27181,"NEW YORK","NY",406,.477233
27182,"PAOLA","KS",0,.5135395
27183,"SOMERVILLE","MA",0,.5174821
27184,"Bend","OR",0,.4236024
27185,"MEMPHIS","TN",625,.5121719
27186,"GLEN ALLEN","VA",0,.419202
27187,"PORTLAND","OR",0,.4743172
27188,"SAN FERNANDO","CA",261.4,.4808716
27189,"POWHATAN","VA",0,.4238136
27190,"LAGUNA BEACH","CA",0,.448464
27191,"Newark","DE",0,.4954163
27192,"Albuquerque","NM",0,.4932771
27193,"LEES SUMMIT","MO",330,.4701618
27194,"NYACK","NY",209.13,.4849277
27195,"BEND","OR",500,.4236024
27196,"SAN FRANCISCO","CA",0,.4387415
27197,"CAMPBELL","CA",280.31,.4732465
27198,"CHICAGO","IL",0,.5333298
27199,"MADISON","WI",0,.555514
27200,"LAKE JUNALUSKA","NC",220,.3891892
27202,"LURAY","VA",310,.50011
27203,"BLOOMINGTON","IN",270,.5108438
27204,"ENCINO","CA",258,.4808716
27205,"MENDHAM","NJ",0,.4085009
27206,"PHOENIX","AZ",0,.5434535
27208,"KENMORE","WA",375,.4650477
27209,"Exeter","NH",625,.412813
27210,"CHICAGO","IL",510,.5333298
27211,"WORCESTER","MA",1000,.5174998
