state,year,robbery_rate,assault_rate,burglary_rate,black,income,age,female
"New Mexico",2003,104.0214,505.224,1025.171,.0220236,35105,35.64871,.5071986
"New Mexico",2004,108.3388,515.4761,1046.819,.022371,39562,35.84451,.5067412
"New Mexico",2005,98.73552,541.9045,1093.921,.0225511,38947,36.07202,.5064085
"New Mexico",2006,107.6947,472.7824,1069.734,.0228343,40028,36.34066,.5065747
"New Mexico",2007,117.8223,485.8078,964.1025,.0231123,44356,36.53071,.5064756
"New Mexico",2008,109.4562,475.8723,1094.209,.0231446,42102,36.72189,.5065884
"New Mexico",2009,93.05006,464.6532,1095.801,.0235428,43542,36.88008,.5063025
"New Mexico",2010,78.38075,457.0754,1020.504,.0237859,45134,37.03623,.505796
"New York",2000,213.6279,316.6555,463.4479,.1764487,40744,36.33919,.5179547
"New York",2001,192.2796,300.0414,422.9046,.1762101,42114,36.49689,.5176753
"New York",2002,191.3242,279.6968,400.3647,.1759459,41966,36.67068,.5174538
"New York",2003,186.3355,254.2976,393.3952,.1755375,42788,36.83829,.5172008
"New York",2004,174.2646,243.9839,367.6896,.1749856,44649,37.02981,.5170953
"New York",2005,182.7041,239.6826,353.3384,.1747353,47176,37.21357,.5167861
"New York",2006,178.6423,235.0905,355.1453,.1745189,48222,37.38251,.516702
"New York",2007,161.1278,233.6752,336.0862,.1740973,48944,37.55385,.5164822
"New York",2008,163.0452,216.3641,337.2704,.1739026,50461,37.68572,.5162719
"New York",2009,143.9811,223.5044,321.583,.1739689,50216,37.83803,.5162162
"New York",2010,146.9339,226.3741,335.2908,.1745068,49781,37.98658,.516011
"North Carolina",2000,156.473,307.0448,1216.104,.2179843,38317,35.85543,.5096796
"North Carolina",2001,162.5161,300.1734,1244.633,.2178349,38162,35.95523,.5100188
"North Carolina",2002,146.6921,290.4877,1196.313,.2179362,36515,36.09984,.5104584
"North Carolina",2003,145.4578,277.9625,1197.621,.21803,37279,36.2918,.5121877
"North Carolina",2004,137.9428,276.2017,1184.76,.2180189,40238,36.42202,.5116324
"North Carolina",2005,145.5102,289.385,1201.141,.2178354,42056,36.54788,.5120023
"North Carolina",2006,152.2497,289.1095,1212.747,.2177671,39797,36.69276,.5117207
"North Carolina",2007,149.5194,284.1177,1200.746,.217785,43513,36.80637,.5129737
"North Carolina",2008,155.4257,280.5881,1210.117,.2180496,42930,36.91501,.5125304
"North Carolina",2009,126.0542,248.4201,1149.465,.2185215,41906,37.06803,.5128808
"North Carolina",2010,100.7815,236.5271,1076.925,.2192533,43830,37.24725,.5127395
"North Dakota",2000,8.720025,45.78013,325.9109,.0064904,35996,36.79454,.5008466
"North Dakota",2001,9.45704,43.18715,341.2415,.007148,35793,37.01595,.5004006
"North Dakota",2002,9.146678,42.57936,353.7241,.0077644,36200,37.19969,.499895
"North Dakota",2003,8.046233,44.01763,306.2302,.0082606,40410,37.34467,.4991977
"North Dakota",2004,6.147871,46.8184,301.088,.0090646,39220,37.45328,.4979146
"North Dakota",2005,7.382079,65.49632,311.9321,.0098748,42192,37.58839,.497676
"North Dakota",2006,11.32312,84.92342,376.3365,.0103292,41047,37.72222,.4967232
"North Dakota",2007,10.94237,97.2308,338.2756,.0107012,47205,37.83133,.4964079
"North Dakota",2008,11.22403,118.6317,328.3028,.0111395,49631,37.92757,.4959647
"North Dakota",2009,16.23266,148.1037,363.9208,.0122803,50075,37.96496,.4957742
"North Dakota",2010,13.38109,174.8462,292.3025,.0122343,51006,37.99912,.4946204
"Ohio",2000,137.495,155.3403,780.718,.1162995,42962,36.40426,.5144016
"Ohio",2001,151.2194,157.4356,852.0653,.1172654,41785,36.55016,.5140496
"Ohio",2002,156.4713,148.1622,868.2399,.1181673,42684,36.71964,.5136257
"Ohio",2003,147.6854,140.8297,830.1213,.1189196,43520,36.88909,.5132176
"Ohio",2004,153.0935,143.6162,846.0939,.1196045,43055,37.05233,.5129482
"Ohio",2005,163.0838,143.3613,872.8422,.1204,44203,37.23105,.5126528
"Ohio",2006,166.8321,139.1618,909.7922,.1212132,45900,37.43203,.5124081
"Ohio",2007,159.2407,140.683,859.0626,.1219864,49099,37.61898,.512237
"Ohio",2008,162.9736,142.0523,892.7808,.1226772,46934,37.8106,.512062
"Ohio",2009,154.0548,138.6944,902.852,.1232582,45879,38.01046,.5119326
"Ohio",2010,142.8422,136.1938,923.3386,.1238894,45886,38.21348,.5117248
"Oklahoma",2000,75.78274,375.523,917.5362,.0764647,32432,36.06096,.5084851
"Oklahoma",2001,79.36194,384.6424,999.1917,.0765164,35609,36.17836,.5076439
"Oklahoma",2002,84.89533,368.8052,1006.694,.0764543,36458,36.26513,.5070333
"Oklahoma",2003,91.81178,365.2822,992.3304,.0761421,35902,36.38837,.5072119
"Oklahoma",2004,87.69557,363.3264,1000.24,.076088,39614,36.51203,.5062562
"Oklahoma",2005,91.04018,370.5307,1006.008,.0758889,37645,36.61002,.5062494
"Oklahoma",2006,87.53323,362.5099,960.4628,.0759989,38838,36.71767,.5060232
"Oklahoma",2007,93.24593,357.1156,943.2684,.0759853,43216,36.7688,.5055032
"Oklahoma",2008,101.1157,379.5066,963.139,.0755622,46111,36.85545,.5055283
"Oklahoma",2009,90.66869,362.729,1029.956,.0757045,45878,36.89544,.5051776
"Oklahoma",2010,88.95462,346.6751,999.0001,.0758696,43103,36.98016,.5049055
"Oregon",2000,84.40991,226.6909,748.7581,.0170997,42499,36.49297,.5040216
"Oregon",2001,79.1565,191.2829,767.3199,.0173668,41273,36.66087,.5040141
"Oregon",2002,77.86421,177.3668,729.686,.0176497,41802,36.84112,.5041025
"Oregon",2003,80.09336,179.3181,804.1924,.0177605,41638,37.0477,.5042614
"Oregon",2004,76.53176,183.6095,836.5915,.0178478,40994,37.31205,.5043831
"Oregon",2005,68.05718,181.8154,758.5986,.0180325,44159,37.50999,.5046623
"Oregon",2006,72.66079,173.0186,645.2462,.0183395,47091,37.68756,.504815
"Oregon",2007,76.37183,175.7726,608.9733,.0186301,50236,37.83152,.5048728
"Oregon",2008,69.68227,154.826,550.8884,.0189848,51727,37.97618,.5050842
"Oregon",2009,64.32882,157.62,506.5013,.0192454,49098,38.1543,.5049648
"Oregon",2010,62.38459,155.5699,512.5717,.0194503,50602,38.34276,.5050176
"Pennsylvania",2000,147.8293,240.8588,440.3531,.1027014,42176,38.02964,.5170881
"Pennsylvania",2001,142.4252,234.5052,442.2914,.1035187,43499,38.1584,.5166607
"Pennsylvania",2002,139.1396,227.4811,450.8276,.1044481,42498,38.28594,.5160827
"Pennsylvania",2003,145.4051,218.5848,436.0454,.1054258,42933,38.40201,.5153996
"Pennsylvania",2004,148.9083,228.4244,438.8338,.1066264,44106,38.50924,.5149378
"Pennsylvania",2005,154.5824,234.963,451.6149,.1078037,46300,38.63246,.5144625
"Pennsylvania",2006,168.5929,237.5605,463.1843,.1090327,48477,38.75839,.5139006
"Pennsylvania",2007,156.5055,226.4254,450.5826,.1101578,48437,38.88332,.5135402
"Pennsylvania",2008,151.6113,224.8022,470.9085,.111246,51402,39.00792,.5132532
"Pennsylvania",2009,138.9474,207.3739,434.7324,.1121872,48172,39.13983,.5129152
"Pennsylvania",2010,128.8105,205.3159,434.336,.1129038,48314,39.297,.5125777
"Rhode Island",2000,87.95033,166.1708,631.4872,.057433,42197,37.18615,.5196521
"Rhode Island",2001,93.11374,173.4786,644.4302,.0589495,45723,37.28937,.5193002
"Rhode Island",2002,85.62949,158.8259,599.6868,.0605997,42417,37.39281,.5188486
"Rhode Island",2003,77.12579,159.2694,513.3047,.0622761,44711,37.5078,.5185926
"Rhode Island",2004,67.6456,147.6913,505.7226,.0640055,47935,37.65103,.5177609
"Rhode Island",2005,72.10629,146.071,494.1511,.0654312,49484,37.84128,.5176737
"Rhode Island",2006,68.84537,129.3544,507.2077,.0666271,53736,38.07332,.5174829
"Rhode Island",2007,70.99426,130.2664,494.9746,.0681471,54210,38.25645,.5172148
"Rhode Island",2008,83.6515,136.6593,547.2084,.069288,53241,38.43726,.5169767
"Rhode Island",2009,74.62906,147.739,545.8556,.0705787,51634,38.66043,.5170276
"Rhode Island",2010,74.10455,151.6293,581.5307,.0714189,51623,38.8227,.5169059
"South Carolina",2000,146.6347,614.8038,969.2892,.2968324,37570,35.84247,.5140438
"South Carolina",2001,130.6913,549.3463,906.4952,.2959829,37736,36.02054,.5141367
"South Carolina",2002,140.583,626.4634,1065.085,.2944782,37812,36.20037,.5139178
"South Carolina",2003,136.7203,605.1141,1050.89,.2932809,38479,36.40087,.5141721
"South Carolina",2004,129.7263,606.7076,1034.404,.291697,38691,36.58463,.5134993
"South Carolina",2005,132.1243,579.0251,1000.897,.2898975,40230,36.78383,.5134117
"South Carolina",2006,136.5115,579.8787,989.8064,.2878864,39617,37.01588,.5134772
"South Carolina",2007,143.975,596.886,1025.794,.2854423,44213,37.16931,.5132168
"South Carolina",2008,147.3057,539.0643,1026.095,.2838203,42155,37.33568,.5133692
"South Carolina",2009,125.7333,503.4155,992.7559,.2822364,41101,37.50891,.5135285
"South Carolina",2010,107.7104,452.2887,997.889,.2819968,41698,37.70563,.5134523
"South Dakota",2000,17.35458,108.1018,383.6554,.0065953,36475,36.19185,.5036502
"South Dakota",2001,13.61353,93.84087,408.0095,.0073063,39671,36.36049,.5033656
"South Dakota",2002,15.37323,113.1312,398.6529,.0079945,37873,36.53259,.5030499
"South Dakota",2003,13.60706,112.1274,375.8951,.0086091,39522,36.69401,.5023156
"South Dakota",2004,14.78824,110.5226,408.4926,.0091537,41107,36.83127,.5019198
"South Dakota",2005,18.5583,108.1279,324.3837,.009777,43151,36.97818,.5016435
"South Dakota",2006,15.21897,112.0321,338.9098,.0103367,45427,37.13405,.5011538
"South Dakota",2007,14.06657,114.2909,298.6634,.011124,46418,37.24812,.5010592
"South Dakota",2008,14.92177,129.5707,302.1659,.0117141,51600,37.36589,.5008434
"South Dakota",2009,13.66351,114.6011,305.1516,.0125194,45826,37.42852,.4995843
"South Dakota",2010,18.91474,198.8504,390.6999,.0129216,45352,37.49856,.4995487
"Tennessee",2000,166.3654,495.1766,990.3533,.1650725,34096,36.22067,.5130219
"Tennessee",2001,178.0307,521.566,1040.153,.1657792,35783,36.34619,.5126985
"Tennessee",2002,162.369,507.8063,1056.494,.1664875,37030,36.49597,.5127528
"Tennessee",2003,160.4314,484.872,1081.988,.1669927,37523,36.64067,.5131805
"Tennessee",2004,149.8061,501.8334,1020.257,.1675896,38072,36.76557,.5122702
"Tennessee",2005,167.2659,541.9122,1026.89,.167942,39406,36.89453,.5121699
"Tennessee",2006,184.2915,533.6653,1040.918,.1683903,40693,37.07708,.5126581
"Tennessee",2007,179.0239,532.5402,1002.401,.1680494,41195,37.19947,.5120499
"Tennessee",2008,173.7763,508.8909,1045.972,.1678022,39702,37.36363,.5127108
"Tennessee",2009,153.2181,475.5208,1010.855,.1679733,40517,37.53577,.5124896
"Tennessee",2010,131.8289,442.161,1012.196,.168522,38591,37.71925,.5124521
"Texas",2000,145.1048,356.3334,906.2758,.1175441,38609,33.45895,.5034809
"Texas",2001,165.7584,362.5132,958.3204,.1178,40860,33.54976,.5033481
"Texas",2002,172.5445,361.0119,976.1389,.1179366,40149,33.65062,.5032037
"Texas",2003,167.3621,342.4869,993.67,.1179432,39271,33.78099,.5036534
"Texas",2004,159.2573,337.8609,978.7363,.1180918,41397,33.91827,.5036345
"Texas",2005,156.5619,329.7599,961.6287,.1183673,41422,34.06063,.5035726
"Texas",2006,158.4752,316.3548,917.343,.1216097,43307,34.17073,.503915
"Texas",2007,162.1837,307.1655,955.1095,.1213998,46053,34.28257,.5039687
"Texas",2008,155.1899,314.1492,945.9582,.1214582,46490,34.39421,.5039251
"Texas",2009,153.4765,298.6728,969.3732,.1217859,47475,34.51797,.5040025
"Texas",2010,130.6115,284.412,909.0948,.1220181,47266,34.65403,.5038899
"Utah",2000,55.61603,159.5491,642.4951,.0086723,47550,30.63361,.49892
"Utah",2001,52.73618,138.9556,608.1622,.0091128,47342,30.77447,.4988284
"Utah",2002,49.21736,144.9753,652.9503,.0094722,47861,30.91505,.4984711
"Utah",2003,53.37094,154.797,713.1293,.0096113,49275,31.05125,.4982198
"Utah",2004,51.73628,143.3212,637.1181,.0099405,50871,31.18494,.4983174
"Utah",2005,44.33943,143.3844,606.2152,.0103368,54813,31.34137,.4983242
"Utah",2006,48.82232,139.6828,576.4955,.0107594,54628,31.47253,.4981142
"Utah",2007,53.6795,144.5566,587.4882,.0113163,53529,31.50253,.4976129
"Utah",2008,51.92909,135.8342,536.5397,.0116007,62537,31.57828,.4977907
"Utah",2009,46.6499,132.2645,544.3925,.0120319,58491,31.66441,.4977229
"Utah",2010,45.87745,130.6133,543.3294,.0122717,56701,31.79869,.4976281
"Vermont",2000,19.21728,69.80637,575.0402,.0053328,39594,37.05314,.5099078
"Vermont",2001,17.45258,68.99477,513.7908,.0059096,40794,37.29285,.5092573
"Vermont",2002,12.488,71.68436,565.8523,.0063077,42999,37.54616,.5085109
"Vermont",2003,9.691378,78.66168,477.7849,.0068673,43261,37.79528,.5085408
"Vermont",2004,12.23057,72.73968,544.9039,.0074187,47329,38.06724,.5082591
"Vermont",2005,11.71656,83.4604,491.7743,.0079811,50704,38.33741,.5077502
"Vermont",2006,17.6308,92.96243,528.9241,.0086468,51981,38.64923,.5077766
"Vermont",2007,12.87718,89.65737,499.9565,.009046,47390,38.94709,.5076947
"Vermont",2008,14.32549,98.34693,557.2457,.0096948,50706,39.2352,.5074445
"Vermont",2009,17.85255,92.47942,555.1981,.0104575,52318,39.51545,.5075534
"Vermont",2010,11.82598,96.20594,537.9222,.0102499,55928,39.74077,.5073695
"Virginia",2000,88.93108,164.3141,429.9489,.1993678,47163,35.7282,.5094054
"Virginia",2001,95.44037,166.1859,439.6935,.1988613,50241,35.87125,.5091972
"Virginia",2002,95.4406,165.4614,435.4126,.1985098,49631,36.02941,.5096418
"Virginia",2003,90.32903,155.9232,391.5205,.1980894,54783,36.18236,.5100844
"Virginia",2004,92.57587,154.1055,385.9741,.1979196,51141,36.2948,.5102363
"Virginia",2005,99.20099,154.7546,392.0996,.19765,51914,36.43223,.5099106
"Virginia",2006,101.3884,152.1415,417.5518,.1978886,57119,36.57687,.5093322
"Virginia",2007,99.20786,142.5813,410.8873,.197731,59161,36.73055,.5093492
"Virginia",2008,95.72551,132.8212,411.7986,.197647,61985,36.89736,.5092213
"Virginia",2009,79.37746,123.8679,400.579,.1975133,60501,37.07449,.5094534
"Virginia",2010,70.70345,119.0973,382.8135,.1975936,60367,37.23331,.5092335
"Washington",2000,98.60673,221.2883,907.2769,.0337903,42525,35.44957,.5021111
"Washington",2001,99.09864,209.5033,885.5084,.0342899,42490,35.62481,.5015402
"Washington",2002,95.51827,201.8291,905.3886,.0347035,45183,35.8281,.501746
"Washington",2003,93.25697,204.0302,950.3143,.0348861,47508,36.0506,.5022414
"Washington",2004,94.55513,200.1519,977.3384,.0351289,49922,36.26053,.502993
"Washington",2005,92.05187,205.8126,959.6901,.0354352,50646,36.47042,.5026758
"Washington",2006,100.1439,199.8031,911.6454,.0359758,54723,36.6494,.5024045
"Washington",2007,93.57766,196.1993,814.7889,.0362677,58080,36.81599,.502632
"Washington",2008,96.91225,191.2288,801.2858,.0369295,56631,36.93107,.5018357
"Washington",2009,100.5223,189.6553,792.1587,.0375133,60392,37.08186,.5015309
"Washington",2010,88.1696,185.2617,820.3386,.0375724,56163,37.27268,.5017878
"West Virginia",2000,41.41911,254.2105,546.9092,.0319681,29411,38.55871,.5137013
"West Virginia",2001,39.23601,220.21,532.8217,.032002,29673,38.76117,.5127131
"West Virginia",2002,36.46206,176.4275,537.0523,.0321117,29359,38.91422,.5117059
"West Virginia",2003,40.3236,197.3095,562.2105,.0323198,32763,39.05618,.5108633
"West Virginia",2004,42.3058,207.5628,602.1966,.0325037,33373,39.18563,.5103543
"West Virginia",2005,44.63755,206.1253,621.183,.0326489,36445,39.34696,.509582
"West Virginia",2006,46.90757,207.3171,634.1045,.0331318,38419,39.52294,.5091082
"West Virginia",2007,47.01896,204.3007,596.7876,.033474,42091,39.67995,.5085368
"West Virginia",2008,48.99508,201.5467,609.8757,.0338302,37994,39.81718,.5080182
"West Virginia",2009,50.39079,217.719,656.7288,.0343207,40490,39.96192,.5073313
"West Virginia",2010,44.68444,247.4914,580.466,.0345237,42777,40.12935,.506879
"Wisconsin",2000,84.58752,127.3194,469.5102,.0577745,45088,36.24798,.5059984
"Wisconsin",2001,82.26726,124.1784,498.4722,.0586042,45346,36.40235,.505591
"Wisconsin",2002,86.61699,112.7326,513.2327,.0594048,45903,36.56956,.5053471
"Wisconsin",2003,80.14913,115.6735,485.3901,.0600617,46269,36.74433,.5049824
"Wisconsin",2004,73.8243,112.3792,432.9985,.0605944,45732,36.92231,.5046545
"Wisconsin",2005,82.18633,135.201,440.8438,.0612383,44650,37.11173,.5043234
"Wisconsin",2006,100.1889,160.5505,485.8089,.0619452,51692,37.28879,.504204
"Wisconsin",2007,97.72138,168.0936,496.9795,.0626484,51277,37.45607,.5039914
"Wisconsin",2008,91.08085,160.4309,488.258,.0633603,51200,37.63276,.5038592
"Wisconsin",2009,85.76823,149.0953,472.8748,.0640334,51237,37.81634,.5037873
"Wisconsin",2010,79.19836,145.8769,467.1367,.0646196,50351,38.00091,.5036103
"Wyoming",2000,14.1763,217.5049,420.8335,.0079709,39629,35.83707,.4968319
"Wyoming",2001,16.9895,207.5146,501.7971,.0084523,39719,36.13248,.4959538
"Wyoming",2002,18.64837,222.1763,490.8733,.0085697,39763,36.30822,.4955532
"Wyoming",2003,16.75837,215.4648,520.9061,.0086006,42555,36.54399,.4948387
"Wyoming",2004,13.22728,192.0917,540.5416,.008898,45397,36.70723,.494015
"Wyoming",2005,15.31532,188.1035,476.3457,.0088961,44718,36.87637,.4934796
"Wyoming",2006,13.98047,196.6975,450.4819,.0089369,47041,36.97803,.4923995
"Wyoming",2007,16.06641,189.5454,449.0944,.0092451,48744,36.96061,.491284
"Wyoming",2008,16.14514,180.2248,410.0115,.0089993,53337,36.97903,.4907709
"Wyoming",2009,14.14739,177.8529,409.7231,.009649,52470,36.9498,.4894981
"Wyoming",2010,13.48412,151.8738,381.2812,.009037,52201,37.11074,.4898735
