id,earnings,height,weight,male,age
2894,8.405475,165,57,0,44
2895,8.405475,173,52,0,31
2896,8.405475,157,114,0,43
2897,8.405475,155,50,0,50
2898,2.856038672,165,57,0,32
2899,8.405475,168,54,0,51
2900,8.405475,152,57,0,29
2901,8.405475,165,68,0,43
2902,8.405475,165,91,0,38
2903,4.415216016,155,49,0,26
2904,4.943010938,163,102,0,34
2905,8.405475,165,57,0,43
2906,8.405475,157,54,0,44
2907,4.943010938,180,64,0,57
2908,2.856038672,157,50,0,25
2909,1.923719531,157,79,0,35
2910,8.405475,173,95,0,42
2911,8.405475,155,54,0,32
2912,8.405475,152,51,0,45
2913,8.405475,168,64,0,40
2914,3.371296875,168,91,0,48
2915,2.336287305,157,84,0,30
2916,8.405475,173,68,0,47
2917,8.405475,170,70,0,45
2918,8.405475,178,82,0,45
2919,4.415216016,165,66,0,51
2920,8.405475,160,227,0,27
2921,8.405475,165,50,0,35
2922,1.717126367,160,73,0,34
2923,4.943010938,157,70,0,53
2924,1.608158789,168,66,0,48
2925,8.405475,173,60,0,32
2926,8.405475,163,79,0,47
2927,4.943010938,168,57,0,35
2928,2.336287305,165,66,0,52
2929,1.608158789,157,89,0,35
2930,8.405475,163,68,0,44
2931,4.415216016,168,68,0,33
2932,8.405475,175,110,0,56
2933,4.415216016,152,52,0,48
2934,8.405475,178,77,0,50
2935,8.405475,160,66,0,49
2936,2.856038672,178,61,0,35
2937,1.295476563,163,64,0,53
2938,3.892533594,157,89,0,43
2939,8.405475,152,54,0,44
2940,8.405475,165,70,0,42
2941,4.415216016,175,78,0,45
2942,4.415216016,163,66,0,50
2943,8.405475,157,75,0,49
2944,4.415216016,173,227,0,37
2945,8.405475,157,70,0,49
2946,4.943010938,157,50,0,46
2947,8.405475,168,64,0,52
2948,0.567589551,155,59,0,32
2949,1.086542871,173,70,0,28
2950,2.856038672,180,132,0,29
2951,8.405475,163,52,0,29
2952,0.67112876,168,77,0,57
2953,4.415216016,160,227,0,27
2954,2.336287305,170,73,0,64
2955,1.923719531,175,57,0,36
2956,8.405475,157,59,0,35
2957,8.405475,163,63,0,54
2958,8.405475,152,58,0,45
2959,8.405475,178,75,0,44
2960,4.943010938,168,60,0,40
2961,8.405475,157,73,0,42
2962,8.405475,163,74,0,39
2963,2.856038672,163,61,0,31
2964,3.371296875,168,89,0,40
2965,8.405475,173,114,0,44
2966,8.405475,173,73,0,34
2967,2.336287305,173,86,0,56
2968,4.415216016,155,50,0,59
2969,8.405475,170,68,0,48
2970,3.371296875,173,66,0,27
2971,8.405475,160,73,0,36
2972,0.985750586,183,86,0,35
2973,2.856038672,160,53,0,34
2974,8.405475,163,74,0,44
2975,4.943010938,170,61,0,31
2976,3.892533594,152,57,0,42
2977,8.405475,170,68,0,41
2978,3.371296875,160,59,0,25
2979,8.405475,165,51,0,35
2980,8.405475,175,64,0,41
2981,8.405475,170,68,0,37
2982,4.415216016,165,64,0,46
2983,8.405475,170,227,0,37
2984,8.405475,163,61,0,51
2985,4.415216016,157,84,0,38
2986,3.371296875,170,73,0,44
2987,4.943010938,175,70,0,39
2988,8.405475,160,54,0,29
2989,3.892533594,165,64,0,56
2990,8.405475,168,75,0,51
2991,8.405475,165,84,0,45
2992,3.371296875,175,64,0,28
2993,1.086542871,173,77,0,29
2994,8.405475,157,54,0,46
2995,4.415216016,183,70,0,43
2996,2.856038672,168,54,0,46
2997,4.943010938,168,66,0,56
2998,8.405475,168,64,0,49
2999,3.371296875,168,62,0,44
3000,4.943010938,178,68,0,25
3001,4.943010938,155,64,0,38
3002,3.892533594,165,54,0,38
3003,3.892533594,163,66,0,34
3004,2.856038672,163,68,0,42
3005,4.415216016,170,63,0,48
3006,2.856038672,165,68,0,56
3007,8.405475,165,54,0,28
3008,8.405475,160,47,0,35
3009,4.415216016,170,57,0,38
3010,2.336287305,170,64,0,30
3011,1.295476563,160,75,0,33
3012,3.371296875,165,54,0,31
3013,8.405475,163,73,0,31
3014,2.856038672,160,61,0,47
3015,8.405475,157,54,0,35
3016,3.371296875,168,64,0,56
3017,8.405475,168,73,0,35
3018,3.371296875,168,91,0,52
3019,4.943010938,165,59,0,26
3020,3.892533594,170,91,0,54
3021,8.405475,160,74,0,39
3022,8.405475,157,52,0,46
3023,4.415216016,150,54,0,30
3024,8.405475,168,77,0,37
3025,8.405475,170,69,0,30
3026,4.415216016,160,59,0,38
3027,8.405475,160,57,0,40
3028,3.371296875,168,61,0,39
3029,8.405475,165,73,0,34
3030,8.405475,168,57,0,39
3031,8.405475,168,59,0,40
3032,2.336287305,155,77,0,38
3033,1.402139453,165,91,0,64
3034,3.371296875,163,104,0,57
3035,3.892533594,173,64,0,47
3036,8.405475,157,68,0,37
3037,4.943010938,175,88,0,38
3038,3.371296875,165,68,0,31
3039,8.405475,160,75,0,59
3040,8.405475,168,79,0,51
3041,3.892533594,163,54,0,31
3042,8.405475,165,82,0,47
3043,3.371296875,168,78,0,45
3044,1.086542871,160,73,0,40
3045,4.415216016,163,82,0,43
3046,2.856038672,168,84,0,33
3047,8.405475,163,54,0,41
3048,4.943010938,170,52,0,42
3049,8.405475,160,66,0,37
3050,8.405475,160,53,0,53
3051,8.405475,165,64,0,47
3052,2.856038672,157,52,0,35
3053,3.371296875,160,59,0,26
3054,3.892533594,163,54,0,29
3055,4.943010938,165,50,0,38
3056,4.943010938,168,56,0,38
3057,2.030550977,165,86,0,51
3058,4.943010938,152,50,0,43
3059,8.405475,168,68,0,33
3060,3.892533594,152,54,0,38
3061,8.405475,163,46,0,39
3062,2.030550977,163,52,0,42
3063,8.405475,173,64,0,36
3064,8.405475,173,73,0,44
3065,4.943010938,168,86,0,53
3066,8.405475,168,52,0,41
3067,4.943010938,160,57,0,37
3068,4.415216016,170,57,0,53
3069,1.923719531,157,54,0,27
3070,8.405475,157,68,0,54
3071,3.371296875,163,227,0,42
3072,4.943010938,170,57,0,25
3073,2.336287305,178,68,0,32
3074,3.892533594,157,50,0,26
3075,4.415216016,163,46,0,61
3076,8.405475,160,79,0,41
3077,8.405475,157,58,0,39
3078,4.415216016,168,59,0,37
3079,8.405475,163,66,0,45
3080,3.892533594,147,41,0,52
3081,8.405475,150,57,0,47
3082,8.405475,155,91,0,33
3083,8.405475,157,52,0,39
3084,8.405475,165,49,0,55
3085,8.405475,155,48,0,28
3086,3.371296875,180,64,0,33
3087,8.405475,168,59,0,31
3088,8.405475,175,73,0,48
3089,3.371296875,165,52,0,40
3090,8.405475,170,227,0,57
3091,8.405475,160,64,0,46
3092,4.943010938,152,75,0,42
3093,3.892533594,170,59,0,31
3094,8.405475,175,64,0,35
3095,8.405475,168,64,0,52
3096,1.608158789,160,50,0,50
3097,1.508197559,168,73,0,30
3098,3.892533594,175,84,0,32
3099,3.371296875,157,54,0,30
3100,8.405475,163,55,0,47
3101,4.415216016,160,73,0,29
3102,8.405475,165,61,0,44
3103,4.415216016,157,50,0,32
3104,3.892533594,175,64,0,30
3105,8.405475,157,55,0,55
3106,3.892533594,175,104,0,33
3107,8.405475,170,73,0,44
3108,3.371296875,168,91,0,38
3109,8.405475,178,64,0,30
3110,3.892533594,168,66,0,50
3111,3.371296875,157,64,0,38
3112,2.856038672,157,57,0,31
3113,8.405475,165,61,0,42
3114,8.405475,173,102,0,51
3115,4.943010938,157,91,0,39
3116,3.371296875,163,73,0,34
3117,4.943010938,163,56,0,42
3118,8.405475,157,57,0,35
3119,2.030550977,157,68,0,25
3120,4.415216016,155,61,0,51
3121,8.405475,152,54,0,51
3122,2.856038672,170,99,0,44
3123,3.371296875,157,56,0,35
3124,3.892533594,157,59,0,29
3125,8.405475,175,58,0,32
3126,8.405475,160,57,0,43
3127,3.892533594,155,52,0,29
3128,8.405475,163,68,0,53
3129,8.405475,163,72,0,63
3130,8.405475,155,74,0,48
3131,8.405475,163,54,0,43
3132,8.405475,170,68,0,37
3133,8.405475,160,48,0,28
3134,3.892533594,160,50,0,61
3135,0.985750586,168,58,0,31
3136,8.405475,163,52,0,27
3137,4.415216016,155,91,0,40
3138,8.405475,165,50,0,49
3139,3.371296875,173,91,0,50
3140,8.405475,170,57,0,41
3141,8.405475,163,227,0,41
3142,8.405475,173,77,0,47
3143,8.405475,163,61,0,44
3144,8.405475,163,52,0,58
3145,3.892533594,165,102,0,64
3146,8.405475,157,54,0,51
3147,8.405475,168,59,0,39
3148,3.892533594,180,77,0,39
3149,4.943010938,155,57,0,51
3150,3.892533594,163,91,0,34
3151,8.405475,170,64,0,33
3152,3.371296875,170,91,0,35
3153,8.405475,157,57,0,33
3154,8.405475,173,86,0,41
3155,8.405475,165,109,0,41
3156,4.943010938,157,123,0,36
3157,2.856038672,168,54,0,40
3158,3.371296875,168,71,0,50
3159,8.405475,165,57,0,31
3160,8.405475,165,59,0,40
3161,8.405475,170,59,0,26
3162,8.405475,170,67,0,44
3163,8.405475,152,68,0,48
3164,8.405475,160,50,0,46
3165,8.405475,152,68,0,26
3166,4.943010938,173,60,0,35
3167,8.405475,160,84,0,38
3168,8.405475,152,59,0,51
3169,0.985750586,163,59,0,37
3170,4.415216016,152,68,0,48
3171,3.371296875,173,84,0,42
3172,8.405475,168,66,0,28
3173,8.405475,165,64,0,43
3174,3.371296875,160,57,0,42
3175,3.892533594,157,51,0,34
3176,3.892533594,163,77,0,50
3177,3.892533594,157,50,0,31
3178,8.405475,173,77,0,26
3179,2.336287305,155,44,0,50
3180,4.943010938,165,53,0,29
3181,8.405475,168,64,0,37
3182,3.892533594,170,54,0,48
3183,2.856038672,163,73,0,41
3184,8.405475,152,66,0,28
3185,4.415216016,165,59,0,57
3186,8.405475,173,227,0,41
3187,8.405475,180,68,0,37
3188,4.415216016,160,68,0,32
3189,8.405475,157,77,0,45
3190,8.405475,155,54,0,38
3191,4.415216016,163,70,0,47
3192,3.371296875,168,73,0,46
3193,2.336287305,160,68,0,26
3194,8.405475,170,82,0,43
3195,8.405475,163,54,0,43
3196,3.371296875,170,93,0,36
3197,8.405475,170,126,0,42
3198,8.405475,157,54,0,33
3199,3.371296875,163,52,0,30
3200,8.405475,157,52,0,56
3201,8.405475,168,63,0,36
3202,3.892533594,163,70,0,36
3203,3.371296875,173,91,0,31
3204,2.856038672,150,75,0,32
3205,8.405475,163,61,0,47
3206,8.405475,168,66,0,49
3207,4.415216016,160,59,0,25
3208,4.943010938,157,52,0,52
3209,2.856038672,163,57,0,29
3210,2.856038672,168,64,0,44
3211,8.405475,183,68,0,50
3212,8.405475,165,54,0,27
3213,8.405475,150,48,0,27
3214,8.405475,178,82,0,25
3215,2.856038672,165,100,0,35
3216,4.415216016,168,73,0,34
3217,8.405475,152,50,0,37
3218,8.405475,163,116,0,50
3219,3.892533594,165,57,0,28
3220,8.405475,160,136,0,45
3221,3.371296875,155,52,0,53
3222,8.405475,165,54,0,53
3223,8.405475,168,59,0,47
3224,8.405475,163,118,0,53
3225,2.336287305,173,64,0,47
3226,8.405475,168,61,0,40
3227,2.856038672,152,45,0,32
3228,3.892533594,165,57,0,25
3229,8.405475,170,82,0,40
3230,2.856038672,168,68,0,47
3231,2.856038672,170,227,0,44
3232,3.892533594,163,49,0,34
3233,2.336287305,168,82,0,29
3234,4.943010938,157,61,0,41
3235,3.892533594,163,57,0,30
3236,8.405475,155,49,0,54
3237,8.405475,165,59,0,39
3238,8.405475,155,54,0,39
3239,8.405475,168,61,0,31
3240,8.405475,157,54,0,27
3241,3.892533594,157,91,0,60
3242,2.336287305,168,86,0,34
3243,3.892533594,163,54,0,38
3244,4.415216016,160,86,0,43
3245,4.943010938,165,52,0,40
3246,4.415216016,168,70,0,45
3247,8.405475,168,50,0,51
3248,8.405475,165,69,0,29
3249,4.415216016,170,64,0,54
3250,2.336287305,175,79,0,32
3251,2.336287305,165,50,0,32
3252,8.405475,168,73,0,55
3253,8.405475,157,45,0,27
3254,8.405475,163,59,0,40
3255,4.415216016,160,77,0,44
3256,2.856038672,168,66,0,33
3257,8.405475,155,104,0,45
3258,8.405475,168,61,0,29
3259,3.892533594,160,73,0,40
3260,1.086542871,173,52,0,35
3261,8.405475,168,59,0,44
3262,4.415216016,150,47,0,26
3263,8.405475,173,91,0,64
3264,8.405475,163,68,0,27
3265,4.415216016,170,59,0,38
3266,8.405475,168,68,0,42
3267,8.405475,163,64,0,45
3268,4.415216016,152,93,0,46
3269,8.405475,173,55,0,41
3270,3.371296875,168,59,0,25
3271,8.405475,165,57,0,37
3272,8.405475,152,58,0,52
3273,2.856038672,168,58,0,32
3274,4.415216016,168,64,0,27
3275,4.415216016,163,64,0,33
3276,3.892533594,163,82,0,36
3277,8.405475,175,66,0,35
3278,4.415216016,173,59,0,35
3279,4.415216016,168,99,0,56
3280,2.336287305,168,77,0,37
3281,2.336287305,155,54,0,31
3282,8.405475,178,61,0,31
3283,8.405475,170,59,0,37
3284,8.405475,157,64,0,42
3285,4.415216016,163,54,0,47
3286,3.371296875,183,73,0,31
3287,2.336287305,168,59,0,36
3288,2.336287305,175,75,0,37
3289,8.405475,157,52,0,38
3290,3.371296875,168,77,0,45
3291,8.405475,155,57,0,34
3292,4.943010938,170,61,0,41
3293,8.405475,163,64,0,45
3294,4.415216016,165,70,0,60
3295,4.415216016,160,66,0,25
3296,4.415216016,163,63,0,25
3297,8.405475,165,73,0,42
3298,4.943010938,178,59,0,32
3299,4.415216016,175,66,0,54
3300,8.405475,170,77,0,40
3301,3.371296875,157,100,0,39
3302,2.030550977,178,59,0,40
3303,4.943010938,173,68,0,45
3304,2.336287305,170,84,0,44
3305,2.856038672,165,95,0,46
3306,4.415216016,173,50,0,37
3307,8.405475,170,77,0,43
3308,8.405475,173,84,0,38
3309,3.371296875,165,59,0,27
3310,1.402139453,165,64,0,46
3311,2.336287305,168,59,0,36
3312,8.405475,180,227,0,50
3313,4.415216016,152,66,0,33
3314,4.943010938,155,51,0,53
3315,8.405475,163,64,0,57
3316,4.415216016,175,59,0,35
3317,3.892533594,165,77,0,60
3318,8.405475,160,64,0,43
3319,8.405475,157,52,0,43
3320,2.336287305,163,85,0,37
3321,4.415216016,165,57,0,45
3322,8.405475,157,68,0,50
3323,4.415216016,175,65,0,28
3324,2.856038672,163,66,0,51
3325,4.943010938,157,61,0,41
3326,4.415216016,160,59,0,37
3327,8.405475,163,64,0,47
3328,4.415216016,152,68,0,28
3329,8.405475,173,65,0,46
3330,8.405475,175,70,0,50
3331,3.892533594,163,59,0,30
3332,4.415216016,168,75,0,46
3333,3.892533594,173,73,0,27
3334,4.415216016,165,227,0,40
3335,8.405475,173,66,0,32
3336,4.943010938,173,70,0,29
3337,4.415216016,163,57,0,36
3338,8.405475,165,68,0,45
3339,1.295476563,157,67,0,30
3340,2.856038672,163,54,0,35
3341,8.405475,163,77,0,38
3342,8.405475,173,58,0,34
3343,4.943010938,168,77,0,49
3344,8.405475,170,68,0,52
3345,2.336287305,175,54,0,26
3346,8.405475,165,57,0,56
3347,8.405475,165,61,0,35
3348,8.405475,163,68,0,44
3349,8.405475,170,61,0,34
3350,1.923719531,160,51,0,46
3351,8.405475,163,54,0,49
3352,8.405475,163,57,0,49
3353,3.371296875,173,63,0,50
3354,1.923719531,165,68,0,48
3355,8.405475,163,50,0,43
3356,3.371296875,163,110,0,63
3357,4.415216016,170,75,0,47
3358,1.608158789,170,59,0,25
3359,2.336287305,152,59,0,57
3360,8.405475,168,70,0,44
3361,8.405475,170,64,0,26
3362,8.405475,165,57,0,41
3363,3.892533594,173,84,0,40
3364,8.405475,160,51,0,28
3365,3.371296875,180,79,0,30
3366,3.371296875,168,68,0,28
3367,8.405475,157,91,0,58
3368,4.943010938,168,54,0,37
3369,3.371296875,160,66,0,29
3370,8.405475,160,59,0,35
3371,8.405475,165,66,0,52
3372,3.371296875,170,79,0,43
3373,2.856038672,173,114,0,56
3374,8.405475,160,77,0,52
3375,8.405475,152,44,0,34
3376,8.405475,170,65,0,46
3377,8.405475,168,114,0,36
3378,8.405475,163,73,0,54
3379,4.415216016,160,91,0,35
3380,4.415216016,155,125,0,47
3381,4.415216016,168,57,0,42
3382,1.923719531,173,56,0,46
3383,8.405475,163,61,0,41
3384,3.371296875,168,74,0,48
3385,4.943010938,178,91,0,47
3386,3.892533594,163,64,0,63
3387,2.856038672,157,227,0,53
3388,4.415216016,160,54,0,40
3389,4.415216016,157,64,0,25
3390,3.892533594,157,61,0,44
3391,8.405475,163,59,0,32
3392,8.405475,165,66,0,36
3393,4.943010938,170,72,0,40
3394,3.892533594,160,62,0,41
3395,8.405475,163,79,0,44
3396,4.415216016,157,57,0,34
3397,4.943010938,157,57,0,43
3398,8.405475,160,51,0,44
3399,8.405475,152,57,0,39
3400,3.371296875,168,68,0,51
3401,1.81688418,155,57,0,30
3402,4.943010938,155,60,0,29
3403,1.402139453,168,79,0,63
3404,8.405475,160,68,0,57
3405,8.405475,173,84,0,32
3406,3.371296875,165,64,0,51
3407,4.943010938,157,50,0,30
3408,8.405475,178,74,0,48
3409,8.405475,165,95,0,44
3410,8.405475,142,54,0,63
3411,3.892533594,160,60,0,48
3412,8.405475,157,73,0,46
3413,4.415216016,163,68,0,59
3414,8.405475,170,68,0,46
3415,4.943010938,157,59,0,47
3416,2.856038672,155,66,0,49
3417,8.405475,160,57,0,32
3418,8.405475,165,68,0,42
3419,8.405475,163,59,0,42
3420,4.943010938,168,64,0,28
3421,3.371296875,170,64,0,43
3422,8.405475,165,58,0,53
3423,8.405475,168,64,0,58
3424,4.415216016,157,57,0,28
3425,1.295476563,175,57,0,26
3426,8.405475,173,73,0,26
3427,8.405475,175,73,0,48
3428,8.405475,173,73,0,43
3429,3.371296875,157,63,0,44
3430,8.405475,157,70,0,37
3431,8.405475,157,46,0,47
3432,2.030550977,165,86,0,49
3433,8.405475,168,64,0,44
3434,8.405475,168,59,0,30
3435,4.943010938,163,59,0,47
3436,8.405475,173,82,0,57
3437,2.336287305,163,68,0,35
3438,3.371296875,168,68,0,32
3439,3.892533594,168,58,0,28
3440,4.943010938,160,59,0,25
3441,8.405475,163,61,0,39
3442,8.405475,163,96,0,46
3443,8.405475,170,57,0,35
3444,8.405475,165,61,0,54
3445,8.405475,178,118,0,34
3446,8.405475,168,57,0,53
3447,1.717126367,173,91,0,26
3448,4.943010938,160,59,0,65
3449,8.405475,173,82,0,64
3450,1.81688418,168,66,0,49
3451,3.892533594,165,73,0,26
3452,3.371296875,160,64,0,53
3453,2.856038672,160,52,0,42
3454,8.405475,163,57,0,49
3455,8.405475,155,53,0,49
3456,8.405475,168,65,0,60
3457,8.405475,157,45,0,40
3458,4.943010938,160,57,0,48
3459,3.371296875,165,49,0,41
3460,4.943010938,152,45,0,30
3461,2.336287305,175,125,0,29
3462,8.405475,163,57,0,37
3463,8.405475,157,52,0,46
3464,8.405475,168,77,0,43
3465,2.856038672,163,77,0,46
3466,8.405475,173,64,0,30
3467,8.405475,168,59,0,27
3468,8.405475,163,227,0,54
3469,2.856038672,163,64,0,55
3470,8.405475,168,59,0,43
3471,2.030550977,173,114,0,46
3472,4.415216016,170,70,0,47
3473,4.415216016,168,86,0,51
3474,2.030550977,168,60,0,43
3475,2.856038672,160,70,0,38
3476,4.415216016,165,61,0,56
3477,4.943010938,170,86,0,51
3478,2.336287305,163,61,0,25
3479,8.405475,163,64,0,45
3480,8.405475,165,73,0,49
3481,2.856038672,168,79,0,44
3482,3.892533594,165,68,0,57
3483,8.405475,160,68,0,50
3484,4.415216016,147,59,0,31
3485,4.943010938,163,52,0,28
3486,3.371296875,165,85,0,42
3487,2.856038672,168,73,0,59
3488,8.405475,170,73,0,55
3489,8.405475,165,51,0,29
3490,2.336287305,157,82,0,42
3491,8.405475,155,64,0,26
3492,8.405475,175,54,0,32
3493,2.856038672,160,51,0,33
3494,8.405475,163,57,0,34
3495,1.81688418,163,64,0,30
3496,8.405475,155,43,0,44
3497,2.856038672,155,58,0,46
3498,3.371296875,160,84,0,39
3499,1.923719531,163,73,0,65
3500,4.943010938,157,64,0,42
3501,0.882665137,163,73,0,48
3502,1.295476563,173,86,0,25
3503,3.371296875,155,57,0,38
3504,2.856038672,170,84,0,54
3505,4.943010938,157,50,0,42
3506,3.892533594,165,54,0,57
3507,3.371296875,165,66,0,37
3508,8.405475,157,60,0,48
3509,8.405475,170,68,0,54
3510,8.405475,175,66,0,25
3511,8.405475,157,52,0,46
3512,2.856038672,168,64,0,39
3513,8.405475,157,56,0,37
3514,3.371296875,173,70,0,34
3515,3.371296875,165,57,0,34
3516,8.405475,163,77,0,41
3517,8.405475,173,114,0,42
3518,8.405475,165,61,0,50
3519,8.405475,170,82,0,48
3520,8.405475,165,77,0,64
3521,4.415216016,173,89,0,44
3522,8.405475,168,66,0,54
3523,8.405475,163,48,0,41
3524,8.405475,173,59,0,44
3525,3.892533594,175,91,0,55
3526,2.336287305,152,53,0,32
3527,8.405475,163,61,0,58
3528,3.371296875,160,66,0,43
3529,2.030550977,173,63,0,48
3530,8.405475,163,227,0,31
3531,3.892533594,170,61,0,56
3532,8.405475,163,75,0,30
3533,0.7782854,160,58,0,50
3534,8.405475,160,75,0,30
3535,8.405475,163,79,0,49
3536,8.405475,168,59,0,28
3537,8.405475,170,64,0,49
3538,8.405475,163,227,0,47
3539,3.892533594,168,68,0,28
3540,1.195345508,175,61,0,29
3541,3.892533594,165,59,0,47
3542,8.405475,165,100,0,47
3543,8.405475,157,50,0,40
3544,8.405475,165,59,0,49
3545,8.405475,168,82,0,35
3546,2.856038672,160,59,0,46
3547,8.405475,160,70,0,47
3548,8.405475,170,60,0,41
3549,8.405475,163,57,0,28
3550,4.415216016,170,62,0,50
3551,4.943010938,155,54,0,32
3552,8.405475,157,77,0,61
3553,8.405475,170,70,0,40
3554,2.856038672,157,54,0,40
3555,8.405475,152,48,0,49
3556,3.371296875,173,93,0,49
3557,1.402139453,163,73,0,34
3558,4.415216016,157,54,0,46
3559,4.415216016,168,68,0,34
3560,3.371296875,163,91,0,44
3561,8.405475,170,64,0,35
3562,4.943010938,165,64,0,37
3563,8.405475,178,84,0,43
3564,8.405475,157,56,0,46
3565,8.405475,160,91,0,39
3566,8.405475,150,52,0,31
3567,8.405475,168,73,0,45
3568,2.856038672,165,63,0,35
3569,8.405475,155,48,0,39
3570,4.943010938,173,75,0,45
3571,2.856038672,152,61,0,62
3572,1.402139453,165,64,0,25
3573,4.943010938,173,68,0,33
3574,1.81688418,155,86,0,25
3575,2.856038672,168,76,0,40
3576,8.405475,157,50,0,38
3577,8.405475,168,61,0,58
3578,2.856038672,168,59,0,62
3579,8.405475,157,68,0,36
3580,4.415216016,170,59,0,31
3581,4.415216016,170,57,0,30
3582,8.405475,157,53,0,51
3583,2.336287305,160,54,0,33
3584,8.405475,168,64,0,41
3585,8.405475,173,79,0,38
3586,3.892533594,157,73,0,41
3587,8.405475,165,73,0,29
3588,8.405475,170,77,0,40
3589,2.336287305,173,114,0,29
3590,8.405475,163,61,0,41
3591,8.405475,168,64,0,46
3592,8.405475,165,59,0,52
3593,3.371296875,173,64,0,40
3594,4.415216016,168,59,0,27
3595,3.892533594,173,227,0,30
3596,8.405475,170,54,0,36
3597,8.405475,168,54,0,49
3598,4.943010938,170,64,0,31
3599,1.402139453,170,77,0,50
3600,1.508197559,163,109,0,35
3601,8.405475,155,75,0,56
3602,4.415216016,165,68,0,33
3603,4.415216016,175,91,0,40
3604,8.405475,152,52,0,44
3605,8.405475,150,54,0,43
3606,3.371296875,168,54,0,30
3607,8.405475,168,68,0,30
3608,8.405475,152,43,0,28
3609,8.405475,168,73,0,30
3610,8.405475,163,57,0,36
3611,2.856038672,163,52,0,32
3612,2.336287305,178,70,0,37
3613,8.405475,175,68,0,57
3614,3.892533594,160,50,0,46
3615,8.405475,165,73,0,43
3616,3.892533594,178,81,0,39
3617,8.405475,175,66,0,51
3618,4.943010938,155,57,0,30
3619,8.405475,157,50,0,27
3620,4.415216016,183,78,0,59
3621,8.405475,165,64,0,43
3622,3.371296875,163,54,0,35
3623,3.371296875,173,77,0,56
3624,2.856038672,160,54,0,25
3625,8.405475,165,66,0,31
3626,8.405475,175,54,0,29
3627,3.371296875,170,86,0,30
3628,8.405475,168,68,0,59
3629,8.405475,155,79,0,49
3630,8.405475,168,77,0,38
3631,8.405475,170,68,0,38
3632,8.405475,160,57,0,25
3633,8.405475,173,66,0,25
3634,8.405475,160,61,0,47
3635,8.405475,168,63,0,41
3636,8.405475,173,57,0,37
3637,8.405475,163,73,0,45
3638,2.856038672,168,59,0,32
3639,3.892533594,163,91,0,48
3640,1.086542871,170,68,0,30
3641,3.892533594,163,93,0,43
3642,8.405475,168,66,0,28
3643,2.336287305,163,54,0,28
3644,8.405475,157,57,0,44
3645,8.405475,160,68,0,44
3646,4.943010938,163,73,0,38
3647,3.892533594,165,48,0,46
3648,8.405475,170,54,0,42
3649,8.405475,173,61,0,47
3650,2.856038672,170,59,0,26
3651,8.405475,150,70,0,43
3652,8.405475,168,64,0,50
3653,8.405475,157,67,0,47
3654,2.856038672,165,62,0,58
3655,4.415216016,157,61,0,49
3656,2.336287305,165,52,0,29
3657,8.405475,155,50,0,34
3658,8.405475,157,61,0,53
3659,3.892533594,165,64,0,36
3660,8.405475,165,54,0,35
3661,8.405475,173,73,0,31
3662,8.405475,157,68,0,55
3663,8.405475,160,73,0,54
3664,2.856038672,175,104,0,29
3665,8.405475,165,64,0,31
3666,4.415216016,157,82,0,40
3667,4.415216016,170,60,0,39
3668,8.405475,163,79,0,30
3669,8.405475,168,54,0,39
3670,8.405475,165,61,0,31
3671,8.405475,180,91,0,33
3672,2.336287305,163,54,0,26
3673,8.405475,163,68,0,45
3674,8.405475,163,64,0,50
3675,8.405475,165,86,0,40
3676,8.405475,163,107,0,54
3677,3.892533594,155,66,0,41
3678,8.405475,168,75,0,37
3679,8.405475,175,75,0,56
3680,8.405475,170,61,0,31
3681,3.892533594,175,84,0,41
3682,4.415216016,155,64,0,25
3683,8.405475,163,82,0,52
3684,4.415216016,165,68,0,25
3685,4.415216016,160,50,0,41
3686,3.371296875,163,75,0,48
3687,8.405475,165,70,0,46
3688,4.943010938,173,98,0,53
3689,8.405475,157,54,0,47
3690,8.405475,163,52,0,44
3691,8.405475,168,68,0,38
3692,8.405475,170,60,0,41
3693,8.405475,175,61,0,34
3694,8.405475,160,44,0,29
3695,3.371296875,173,114,0,31
3696,8.405475,175,54,0,37
3697,8.405475,163,68,0,43
3698,8.405475,165,77,0,56
3699,8.405475,163,227,0,31
3700,3.892533594,170,227,0,38
3701,8.405475,157,59,0,44
3702,4.943010938,165,59,0,41
3703,1.717126367,160,70,0,36
3704,8.405475,163,51,0,26
3705,4.943010938,163,57,0,36
3706,8.405475,175,118,0,41
3707,8.405475,170,227,0,48
3708,8.405475,160,91,0,44
3709,4.943010938,173,73,0,34
3710,8.405475,165,61,0,41
3711,2.336287305,170,79,0,32
3712,8.405475,155,54,0,39
3713,8.405475,155,63,0,54
3714,8.405475,173,93,0,39
3715,2.856038672,152,55,0,27
3716,3.371296875,163,227,0,63
3717,8.405475,160,73,0,46
3718,3.371296875,173,59,0,33
3719,3.371296875,165,52,0,33
3720,4.415216016,170,66,0,34
3721,2.856038672,160,53,0,29
3722,8.405475,163,61,0,48
3723,2.856038672,157,64,0,40
3724,2.856038672,175,68,0,31
3725,8.405475,157,55,0,42
3726,8.405475,175,61,0,35
3727,8.405475,163,54,0,45
3728,1.923719531,175,68,0,37
3729,4.943010938,170,68,0,59
3730,8.405475,165,73,0,44
3731,4.943010938,170,68,0,37
3732,8.405475,168,59,0,30
3733,8.405475,165,68,0,41
3734,3.892533594,157,51,0,32
3735,3.892533594,157,49,0,25
3736,3.892533594,168,68,0,26
3737,4.943010938,163,75,0,54
3738,3.892533594,175,64,0,39
3739,8.405475,168,61,0,27
