year,ahe,bachelor,female,age
1992,38.46458,1,0,31
1992,14.68648,1,0,34
1992,19.66939,1,0,28
1992,12.58841,0,0,26
1992,24.47746,0,0,33
1992,20.45617,0,1,34
1992,19.48206,0,1,34
1992,13.09195,0,0,32
1992,11.88661,0,1,32
1992,22.81649,1,1,29
1992,14.25733,0,0,32
1992,20.94711,1,0,34
1992,18.88261,1,1,30
1992,15.73551,0,0,30
1992,19.41133,0,0,32
1992,22.02972,1,1,25
1992,31.47103,1,0,34
1992,26.951,1,0,33
1992,15.73551,0,0,34
1992,14.94874,1,1,25
1992,40.56265,1,0,33
1992,29.37295,1,0,26
1992,18.55435,1,1,30
1992,22.65914,1,0,32
1992,13.16061,1,1,26
1992,15.73551,1,1,28
1992,15.38583,1,0,25
1992,12.58841,1,0,25
1992,12.23873,1,1,31
1992,23.07875,1,0,34
1992,26.57553,1,1,29
1992,16.69891,0,0,33
1992,13.37519,0,0,31
1992,13.63744,0,1,30
1992,36.19168,1,0,31
1992,15.05574,0,0,30
1992,22.37939,0,0,33
1992,26.13214,0,0,33
1992,18.88261,0,1,32
1992,22.02972,1,1,26
1992,16.32577,1,1,31
1992,18.88261,0,0,31
1992,20.966,0,0,29
1992,27.53715,0,0,33
1992,18.88261,0,1,28
1992,21.95653,1,0,28
1992,15.73551,0,0,28
1992,22.02972,0,0,30
1992,27.03873,0,0,34
1992,22.02972,0,0,32
1992,14.94874,0,1,31
1992,23.60327,0,1,34
1992,18.00142,0,0,27
1992,25.96359,0,0,31
1992,38.46458,1,0,32
1992,23.84168,0,0,31
1992,12.06389,0,0,32
1992,26.43566,0,0,29
1992,10.79007,0,0,25
1992,19.66939,0,1,32
1992,18.3581,1,1,25
1992,23.60327,1,0,26
1992,25.83937,1,0,30
1992,15.99987,0,1,30
1992,12.58841,0,1,31
1992,8.261144,0,1,26
1992,25.17682,1,1,31
1992,22.02972,0,0,29
1992,18.88261,1,1,28
1992,26.75037,1,0,27
1992,21.08558,1,1,28
1992,17.12024,1,1,27
1992,23.60327,0,0,25
1992,16.67964,1,1,27
1992,10.14066,0,0,29
1992,17.30906,0,0,29
1992,14.16196,1,0,29
1992,13.63744,0,0,27
1992,24.5474,1,0,33
1992,18.88261,1,0,32
1992,29.89747,1,0,31
1992,20.98068,1,0,26
1992,7.553046,0,1,34
1992,11.80163,0,0,29
1992,29.58276,1,0,34
1992,24.15401,0,0,27
1992,14.47667,1,1,28
1992,18.88261,1,0,27
1992,20.37189,0,0,33
1992,15.4208,0,0,32
1992,27.78105,1,1,30
1992,10.70015,0,0,32
1992,5.114041,0,1,29
1992,7.08098,1,0,32
1992,27.56199,0,0,32
1992,26.35698,1,0,32
1992,26.75037,0,0,32
1992,36.36652,1,0,27
1992,18.88261,1,1,26
1992,31.47103,1,0,32
1992,13.37519,0,1,33
1992,15.73551,0,0,29
1992,18.88261,1,1,30
1992,9.938218,0,1,27
1992,25.36564,0,0,31
1992,23.78501,0,1,30
1992,29.89747,1,0,29
1992,15.73551,0,0,27
1992,22.4793,0,0,33
1992,23.91798,1,0,26
1992,11.49951,0,1,25
1992,15.17353,0,1,30
1992,11.68924,0,0,30
1992,27.27489,0,0,34
1992,46.92044,1,0,34
1992,10.90996,0,0,32
1992,6.49402,0,1,33
1992,17.4839,1,0,25
1992,19.66939,0,0,26
1992,20.14145,1,0,31
1992,25.17682,1,0,29
1992,13.73281,1,0,30
1992,18.18326,1,0,28
1992,17.70245,1,1,34
1992,15.44941,1,0,27
1992,19.93165,1,1,25
1992,27.97302,0,0,30
1992,13.37519,0,1,25
1992,10.22808,0,1,34
1992,24.39004,0,0,29
1992,18.88261,0,1,29
1992,21.71501,1,1,28
1992,31.47103,1,0,30
1992,14.9862,0,0,25
1992,18.11332,0,0,30
1992,23.60327,0,1,29
1992,10.31306,0,0,30
1992,30.68425,0,0,34
1992,37.76523,1,0,30
1992,23.60327,0,1,32
1992,26.22585,1,0,28
1992,31.47103,1,0,26
1992,18.25319,0,1,29
1992,15.73551,0,0,27
1992,16.00127,1,0,32
1992,12.70945,0,0,30
1992,18.81967,0,1,32
1992,17.18318,0,0,33
1992,10.62147,0,1,29
1992,28.7,1,1,28
1992,26.13843,1,0,26
1992,25.17682,1,0,25
1992,20.61895,1,0,30
1992,30.68425,1,0,25
1992,26.58759,0,0,29
1992,23.37848,0,0,29
1992,11.01486,0,0,25
1992,15.73551,0,0,28
1992,17.30906,0,1,27
1992,33.04457,1,1,31
1992,37.98227,1,0,29
1992,24.49636,0,0,31
1992,27.3301,1,1,28
1992,18.81967,0,0,30
1992,18.7487,1,1,34
1992,24.45377,0,0,32
1992,19.80314,0,1,33
1992,13.63744,1,0,26
1992,22.99588,1,0,32
1992,15.73551,1,1,28
1992,31.47103,1,0,29
1992,34.61813,1,0,28
1992,28.32392,1,0,29
1992,28.32392,1,1,26
1992,7.867756,1,1,33
1992,44.05943,0,0,34
1992,37.76523,1,1,32
1992,22.81649,1,0,28
1992,11.80163,0,1,34
1992,15.73551,0,0,33
1992,26.25942,0,1,32
1992,20.23137,1,1,26
1992,33.35928,1,0,25
1992,24.24434,1,1,34
1992,20.45617,1,1,29
1992,46.57711,1,0,30
1992,52.45171,1,0,32
1992,32.18627,1,1,26
1992,23.28856,1,1,34
1992,24.5474,1,0,30
1992,28.16657,1,1,27
1992,55.07429,0,1,34
1992,19.66939,0,1,34
1992,11.80163,0,0,25
1992,15.94532,0,0,34
1992,32.0224,1,0,30
1992,22.88802,0,0,34
1992,29.75442,0,1,31
1992,18.09584,0,1,30
1992,31.31367,1,0,31
1992,16.5637,0,1,26
1992,34.68806,0,0,33
1992,12.58841,1,0,25
1992,23.95732,1,0,30
1992,22.12728,1,1,26
1992,22.72907,1,0,28
1992,25.57021,0,0,33
1992,14.94874,0,0,29
1992,12.58841,0,1,30
1992,27.89477,1,0,26
1992,24.39004,0,1,32
1992,22.02972,1,1,29
1992,23.60327,1,0,26
1992,22.02972,0,0,32
1992,20.45617,0,0,34
1992,17.30906,0,0,29
1992,18.88261,0,0,26
1992,9.441307,0,1,30
1992,20.92823,0,0,33
1992,17.22037,0,0,27
1992,31.47103,1,0,32
1992,29.53434,1,0,32
1992,25.17682,1,0,26
1992,25.11388,1,1,27
1992,22.01555,0,0,30
1992,22.4793,0,0,32
1992,28.32392,1,0,34
1992,18.88261,0,0,25
1992,14.72844,0,0,30
1992,15.73551,0,0,33
1992,9.441307,0,1,30
1992,8.392273,0,0,27
1992,11.01486,0,1,26
1992,6.294205,0,1,32
1992,11.78275,0,0,30
1992,17.30906,0,1,34
1992,15.73551,0,0,33
1992,33.04457,0,0,30
1992,26.57553,1,0,30
1992,44.05943,0,0,29
1992,16.52229,0,0,34
1992,12.42277,1,0,34
1992,17.01953,1,1,30
1992,5.192719,0,0,34
1992,6.951162,0,1,32
1992,16.78455,0,0,29
1992,14.94874,0,0,27
1992,17.30906,0,1,31
1992,17.70245,0,0,32
1992,16.36493,0,1,33
1992,28.32392,1,0,31
1992,30.18858,1,0,33
1992,16.52229,0,1,33
1992,6.399108,0,0,27
1992,30.52689,1,0,33
1992,22.81649,1,1,34
1992,14.31932,0,0,27
1992,7.655114,0,0,29
1992,31.47103,0,0,29
1992,7.51451,0,0,32
1992,23.60327,0,0,28
1992,26.22585,1,1,26
1992,18.88261,0,0,33
1992,17.83358,0,0,34
1992,8.240912,0,1,34
1992,25.96359,0,1,30
1992,7.553046,0,1,34
1992,16.52229,0,1,28
1992,15.73551,0,0,25
1992,21.24294,1,0,25
1992,23.60327,1,0,34
1992,11.80163,0,1,26
1992,14.35472,0,0,29
1992,14.86132,0,1,33
1992,12.58841,0,0,33
1992,7.867756,0,0,33
1992,16.36493,0,0,25
1992,16.85732,0,0,34
1992,15.6883,0,1,29
1992,11.80163,0,1,27
1992,13.37519,0,0,25
1992,26.75037,0,1,31
1992,13.21154,0,1,34
1992,44.05943,1,0,34
1992,27.53715,1,0,29
1992,28.98647,1,1,27
1992,18.3857,0,0,28
1992,12.06389,0,1,31
1992,32.72987,1,0,31
1992,26.57553,1,0,26
1992,25.17682,0,0,30
1992,15.38583,0,1,29
1992,28.32392,1,0,27
1992,17.30906,0,1,27
1992,12.58841,0,0,26
1992,15.4208,1,1,26
1992,17.27517,1,1,27
1992,19.51203,0,0,31
1992,11.95899,0,1,30
1992,23.32003,0,0,33
1992,24.60011,0,1,29
1992,11.80163,0,1,34
1992,15.73551,0,0,33
1992,24.56313,1,0,28
1992,21.94002,1,1,30
1992,22.02972,0,0,30
1992,12.33664,0,1,34
1992,16.96157,0,1,26
1992,18.56791,1,0,29
1992,20.45617,1,1,28
1992,15.73551,0,0,26
1992,18.88261,1,1,26
1992,18.88261,1,0,30
1992,11.40825,0,1,30
1992,6.294205,0,0,26
1992,19.66939,1,1,26
1992,11.01486,1,0,32
1992,13.98712,1,0,29
1992,4.720654,0,1,33
1992,5.114041,0,1,28
1992,5.114041,0,1,28
1992,19.66939,0,1,31
1992,20.45617,0,1,33
1992,12.46253,0,0,29
1992,32.19486,1,1,30
1992,21.27441,1,1,28
1992,19.66939,1,1,28
1992,23.60327,0,0,34
1992,11.80163,0,1,33
1992,14.64231,0,0,34
1992,21.47023,0,0,32
1992,15.73551,0,1,26
1992,24.75161,1,0,30
1992,11.85986,0,0,30
1992,17.4839,0,1,28
1992,22.02972,1,0,26
1992,23.60327,0,0,28
1992,19.51203,0,0,30
1992,27.06508,0,0,26
1992,15.4208,0,0,32
1992,15.43479,0,1,30
1992,29.27537,1,0,34
1992,31.47103,1,0,34
1992,29.89747,1,1,33
1992,31.47103,1,0,34
1992,22.02972,0,1,30
1992,11.80163,0,1,30
1992,15.48034,0,1,30
1992,21.63633,0,0,27
1992,19.66939,0,0,27
1992,14.16196,0,1,25
1992,28.94783,1,0,34
1992,15.73551,0,1,27
1992,17.4839,0,0,32
1992,16.08519,0,1,31
1992,19.276,0,0,27
1992,10.7664,0,1,32
1992,24.47746,0,1,34
1992,26.22585,1,0,31
1992,14.16196,0,0,31
1992,9.938218,0,1,25
1992,23.10343,0,0,31
1992,26.22585,0,0,34
1992,6.294205,0,1,25
1992,11.80163,0,0,27
1992,11.80163,0,0,25
1992,17.4839,1,0,31
1992,22.88802,1,1,34
1992,16.52229,0,0,25
1992,14.16196,0,0,26
1992,2.098068,0,0,28
1992,2.517682,0,1,25
1992,2.479535,0,0,32
1992,33.71895,0,0,26
1992,58.35252,1,0,33
1992,23.60327,0,0,32
1992,29.89747,0,0,28
1992,11.04633,0,1,33
1992,9.790985,0,1,30
1992,12.58841,0,0,33
1992,14.68648,0,0,29
1992,13.96055,0,0,27
1992,4.720654,0,1,31
1992,14.87721,0,0,33
1992,10.22808,0,0,25
1992,13.37519,0,1,28
1992,29.61137,0,0,25
1992,25.17682,1,0,31
1992,26.22585,0,0,28
1992,22.02972,0,0,32
1992,13.37519,0,1,29
1992,8.670005,0,0,30
1992,9.078603,0,1,30
1992,12.58841,0,1,29
1992,16.29134,0,0,28
1992,2.788333,0,1,30
1992,15.885,0,1,33
1992,14.68648,0,0,28
1992,18.81967,0,0,31
1992,17.28045,0,1,28
1992,29.1107,1,0,34
1992,18.88261,0,1,33
1992,20.45617,1,1,30
1992,22.02972,1,0,33
1992,24.62575,1,0,34
1992,19.20375,0,0,34
1992,17.62377,1,1,33
1992,18.88261,0,0,33
1992,31.47103,1,1,34
1992,35.25104,1,0,31
1992,36.91709,1,1,31
1992,24.09781,1,1,30
1992,20.77088,1,1,28
1992,12.58841,0,1,29
1992,18.09584,0,1,28
1992,19.66939,0,0,26
1992,15.73551,0,1,26
1992,23.60327,1,1,30
1992,8.092549,0,1,30
1992,20.68096,0,1,33
1992,31.70706,1,0,31
1992,15.4208,1,1,31
1992,16.36493,0,1,32
1992,18.47212,1,0,27
1992,11.80163,0,1,27
1992,19.58197,0,0,33
1992,12.58841,0,1,29
1992,14.16196,1,0,25
1992,17.07303,1,1,25
1992,24.47746,1,0,28
1992,22.02972,1,1,32
1992,20.45617,1,1,30
1992,17.08427,1,0,33
1992,33.56909,1,0,27
1992,27.53715,0,0,33
1992,30.68425,0,1,34
1992,6.605705,0,0,25
1992,19.66939,0,1,34
1992,31.08708,0,1,33
1992,56.64784,1,1,34
1992,14.24468,1,1,26
1992,21.24294,1,1,31
1992,4.926002,0,1,32
1992,3.01099,0,1,33
1992,4.495861,0,0,27
1992,3.147102,0,0,31
1992,14.94874,1,0,26
1992,18.3581,0,0,31
1992,12.58841,0,0,30
1992,27.53715,1,0,26
1992,14.16196,0,0,32
1992,17.16601,1,1,32
1992,11.40413,1,0,31
1992,19.56592,1,1,29
1992,9.756017,0,1,33
1992,14.47667,0,0,33
1992,27.93053,1,1,26
1992,24.47746,1,0,28
1992,26.22585,1,0,31
1992,31.47103,1,0,28
1992,36.97845,0,1,29
1992,20.61352,0,1,32
1992,13.98712,0,0,31
1992,18.88261,0,1,31
1992,8.91679,0,1,33
1992,11.1359,0,0,34
1992,32.2578,0,1,31
1992,12.58841,0,0,28
1992,23.91798,0,0,34
1992,24.5474,1,0,27
1992,13.37519,0,1,25
1992,19.66939,1,0,28
1992,13.37519,0,1,32
1992,13.98712,0,0,31
1992,8.654531,0,1,31
1992,7.867756,0,1,25
1992,14.99279,0,0,31
1992,9.441307,0,1,26
1992,15.6411,0,0,29
1992,16.52229,0,1,27
1992,14.16196,1,0,26
1992,17.0468,0,0,30
1992,12.2737,1,0,32
1992,4.243133,1,0,30
1992,15.4208,1,0,26
1992,17.83358,0,0,34
1992,7.343238,0,0,25
1992,18.04706,0,1,31
1992,11.80163,0,1,27
1992,9.441307,0,0,31
1992,10.07073,0,1,25
1992,13.76857,0,0,31
1992,9.441307,0,1,29
1992,14.38675,1,0,28
1992,8.991721,0,1,32
1992,14.38675,0,0,32
1992,29.09321,1,0,34
1992,9.741032,1,1,28
1992,17.30906,0,1,28
1992,12.58841,0,0,31
1992,10.22808,0,1,27
1992,18.36728,1,0,31
1992,11.95899,0,1,25
1992,10.10386,0,1,33
1992,19.20375,0,0,34
1992,13.09195,0,0,29
1992,14.48978,0,1,26
1992,19.31176,0,0,33
1992,11.25089,0,0,28
1992,25.74902,1,1,25
1992,10.49034,0,1,26
1992,15.73551,1,0,31
1992,13.98712,1,1,25
1992,27.53715,0,0,32
1992,14.16196,0,1,28
1992,14.38675,0,0,29
1992,12.19502,0,0,31
1992,26.75037,1,0,26
1992,29.9077,0,0,28
1992,22.81649,1,1,33
1992,23.97134,1,1,29
1992,13.11293,1,0,25
1992,23.91798,1,0,28
1992,15.73551,0,1,30
1992,26.22585,1,0,32
1992,14.68648,1,0,27
1992,22.40737,0,0,27
1992,14.98021,1,1,26
1992,24.47746,1,0,34
1992,10.22808,0,1,25
1992,16.52229,0,0,25
1992,11.86458,0,0,34
1992,6.294205,0,0,31
1992,23.42843,1,1,30
1992,11.44401,0,1,27
1992,8.262574,0,1,34
1992,21.08558,1,1,25
1992,15.73551,1,0,32
1992,5.532606,0,1,33
1992,18.31041,1,0,32
1992,5.005744,0,1,28
1992,28.84844,1,0,32
1992,9.741032,0,1,28
1992,17.70245,1,0,27
1992,19.66939,0,0,27
1992,21.24294,0,0,27
1992,7.193377,0,1,33
1992,32.2578,1,0,28
1992,13.70878,1,1,33
1992,13.37519,0,1,25
1992,7.867756,0,1,31
1992,21.24294,0,0,32
1992,11.2981,1,0,31
1992,9.29654,1,1,29
1992,11.40825,0,1,27
1992,17.89915,0,0,29
1992,42.54882,1,0,33
1992,12.58841,0,0,30
1992,15.34212,0,0,29
1992,17.0468,0,1,34
1992,20.56767,0,0,27
1992,8.91679,0,0,28
1992,16.52229,0,0,33
1992,14.94874,0,1,31
1992,10.07073,1,0,34
1992,33.04457,1,0,30
1992,25.96359,1,1,28
1992,20.28133,0,0,30
1992,13.27763,0,1,28
1992,10.22808,0,0,31
1992,16.6403,0,0,30
1992,11.38314,0,1,28
1992,15.73551,0,0,29
1992,11.45545,0,1,34
1992,10.01935,0,1,30
1992,10.62147,0,0,34
1992,10.20682,0,1,29
1992,22.02972,0,0,25
1992,18.09584,0,1,30
1992,14.16196,0,0,31
1992,8.741951,0,1,31
1992,15.10609,1,0,33
1992,13.48758,0,1,31
1992,10.22808,0,1,27
1992,19.74335,1,1,30
1992,19.66939,1,1,28
1992,19.66939,1,0,29
1992,13.37519,0,0,28
1992,7.867756,0,1,29
1992,7.855168,0,0,29
1992,9.756017,0,1,27
1992,12.58841,0,1,28
1992,17.4839,0,0,25
1992,12.17299,0,0,26
1992,22.91091,0,0,33
1992,12.58841,0,0,32
1992,18.88261,0,0,30
1992,21.68004,1,1,28
1992,11.80163,0,0,29
1992,21.24294,0,0,33
1992,9.965824,1,1,27
1992,23.60327,1,0,28
1992,10.22808,0,1,28
1992,11.01486,0,0,26
1992,22.02972,1,0,32
1992,23.60327,1,1,34
1992,14.94874,0,0,27
1992,23.84168,0,0,34
1992,8.182467,1,0,29
1992,17.30906,1,0,33
1992,9.965824,0,1,27
1992,16.52229,1,1,30
1992,8.744008,0,0,28
1992,14.87721,0,0,34
1992,5.56795,0,0,32
1992,12.58841,0,0,27
1992,18.09584,0,0,34
1992,7.118446,0,1,33
1992,5.395033,0,1,31
1992,10.70015,0,0,32
1992,12.58841,1,1,32
1992,11.01486,0,0,26
1992,15.73551,1,1,33
1992,32.2578,0,0,30
1992,27.53715,0,0,33
1992,23.52459,0,0,33
1992,15.94532,0,0,29
1992,13.37519,0,1,25
1992,25.17682,1,0,27
1992,16.52229,1,1,26
1992,21.78346,0,0,33
1992,22.02972,0,1,34
1992,20.29881,1,1,31
1992,18.88261,1,1,25
1992,15.38583,1,0,25
1992,11.1897,1,0,27
1992,25.17682,1,0,28
1992,26.75037,1,1,28
1992,17.30906,0,0,34
1992,23.60327,0,0,32
1992,12.58841,0,1,25
1992,20.10212,0,0,30
1992,17.38774,0,1,31
1992,12.58841,0,0,29
1992,28.32392,1,1,29
1992,14.31932,1,1,25
1992,30.72171,1,0,34
1992,9.047919,0,1,31
1992,50.35364,1,0,31
1992,14.16196,0,1,34
1992,36.20807,1,0,28
1992,17.30906,1,1,34
1992,9.818959,0,0,26
1992,11.80163,0,1,29
1992,13.18636,1,0,29
1992,22.8401,1,1,31
1992,13.17392,0,0,29
1992,8.050727,0,1,25
1992,18.09584,0,1,32
1992,26.75037,1,1,31
1992,14.94874,0,0,32
1992,14.55535,1,1,33
1992,13.29651,0,0,25
1992,14.80506,1,1,27
1992,14.7127,0,1,26
1992,13.65921,1,1,31
1992,11.76023,1,0,25
1992,16.52229,1,0,32
1992,11.32957,0,0,32
1992,11.80163,0,1,33
1992,17.59624,0,0,30
1992,11.98896,0,1,29
1992,11.88905,0,0,33
1992,7.930698,0,0,34
1992,18.18326,0,1,32
1992,10.62147,0,1,28
1992,11.80163,0,1,34
1992,14.94874,0,0,28
1992,9.586074,1,1,26
1992,11.01486,0,0,26
1992,13.6214,0,0,30
1992,9.441307,0,1,25
1992,20.02702,0,0,26
1992,18.88261,0,0,31
1992,16.15373,0,0,29
1992,19.66939,1,0,29
1992,15.44941,0,0,27
1992,4.091233,0,0,34
1992,14.16196,1,1,30
1992,13.37519,0,1,32
1992,16.52229,1,0,27
1992,22.02972,1,1,25
1992,9.35625,0,1,25
1992,27.53715,1,1,34
1992,12.9818,0,1,26
1992,8.654531,0,1,25
1992,22.37939,1,0,31
1992,21.24294,1,1,32
1992,9.965824,0,0,33
1992,7.977904,0,1,32
1992,22.34443,1,0,26
1992,37.76523,1,0,33
1992,10.49034,1,0,32
1992,12.58841,0,0,30
1992,12.15681,1,0,25
1992,9.441307,0,0,33
1992,9.965824,1,0,31
1992,19.66939,1,1,28
1992,12.33324,1,0,27
1992,11.88905,0,1,29
1992,13.63744,1,1,30
1992,12.58841,0,1,32
1992,14.16196,0,0,32
1992,27.53715,0,1,32
1992,12.13882,1,0,27
1992,22.02972,1,1,32
1992,11.93276,1,0,30
1992,11.32957,0,0,33
1992,14.66025,1,1,27
1992,7.867756,0,1,29
1992,14.03608,1,0,26
1992,10.22808,0,1,30
1992,4.90948,0,1,25
1992,25.17682,1,0,30
1992,6.24149,0,1,28
1992,18.88261,0,0,34
1992,11.23965,0,1,26
1992,8.127392,0,1,25
1992,13.09195,1,0,30
1992,11.04633,0,0,26
1992,24.16737,0,0,33
1992,7.150217,0,0,27
1992,28.32392,1,0,31
1992,15.10609,1,0,27
1992,15.10609,0,0,31
1992,17.30906,0,0,27
1992,23.60327,0,0,32
1992,15.75911,0,0,34
1992,15.73551,1,0,25
1992,13.63744,1,0,27
1992,10.31306,0,0,26
1992,14.30501,1,0,27
1992,26.22585,1,0,34
1992,34.9678,1,1,34
1992,20.45617,1,0,34
1992,12.2737,0,1,31
1992,11.40825,1,0,31
1992,14.94874,1,1,27
1992,18.38458,1,1,32
1992,15.73551,0,1,28
1992,14.16196,0,0,34
1992,18.02431,1,0,26
1992,14.63769,0,0,30
1992,7.193377,0,1,30
1992,6.818721,0,0,25
1992,26.75037,1,1,28
1992,29.89747,1,0,28
1992,12.63509,0,0,25
1992,8.567112,0,1,30
1992,23.77811,1,1,25
1992,11.80163,1,0,28
1992,22.88802,1,0,33
1992,15.28593,0,0,30
1992,43.36008,1,0,33
1992,16.52229,0,0,30
1992,12.58841,0,1,29
1992,13.37519,1,1,27
1992,27.53715,0,1,33
1992,8.136644,1,0,26
1992,11.32957,1,1,27
1992,11.42398,1,1,26
1992,15.10609,1,0,34
1992,12.5593,1,1,27
1992,8.182467,0,1,33
1992,16.78455,1,1,32
1992,32.68145,1,0,34
1992,18.88261,1,0,30
1992,7.36422,0,0,33
1992,11.51379,0,0,32
1992,14.63769,0,1,29
1992,10.79007,0,1,33
1992,10.22808,0,0,32
1992,16.45076,0,0,29
1992,12.75852,0,1,27
1992,22.17277,1,0,31
1992,17.66311,0,1,32
1992,19.10741,1,1,31
1992,28.32392,1,0,31
1992,22.02972,0,1,30
1992,14.98294,0,0,33
1992,15.73551,0,0,28
1992,7.08098,0,0,30
1992,14.69843,0,1,25
1992,7.521574,0,1,34
1992,2.360327,0,1,32
1992,30.73914,0,0,25
1992,16.52229,0,0,34
1992,5.245171,0,1,31
1992,15.21736,0,0,32
1992,8.62306,0,1,32
1992,10.22808,0,0,30
1992,27.97424,1,0,31
1992,28.71731,0,0,31
1992,26.75037,1,1,32
1992,12.03304,1,0,27
1992,7.867756,0,0,28
1992,17.30906,0,1,25
1992,16.78455,0,0,26
1992,12.42555,0,1,30
1992,29.37295,1,0,31
1992,23.20988,1,1,31
1992,17.4839,1,1,29
1992,9.441307,1,0,27
1992,9.521416,1,0,28
1992,10.22808,0,0,26
1992,13.63744,1,1,29
1992,14.2528,0,0,27
1992,8.129039,0,0,28
1992,25.17682,1,1,30
1992,11.99833,1,0,26
1992,9.581179,1,0,30
1992,10.07073,0,0,25
1992,23.43568,0,0,31
1992,6.771666,0,1,26
1992,18.88261,0,0,27
1992,13.37519,1,1,27
1992,7.553046,0,0,26
1992,23.60327,1,0,26
1992,19.66939,1,1,25
1992,14.68648,1,0,34
1992,9.441307,0,0,33
1992,27.97424,1,1,32
1992,8.654531,0,0,30
1992,10.38544,0,0,29
1992,34.81819,1,0,34
1992,11.80163,0,1,27
1992,6.294205,0,1,29
1992,21.76716,1,0,34
1992,14.94874,0,0,31
1992,18.88261,0,0,33
1992,11.24922,1,1,31
1992,15.18477,0,1,34
1992,26.75037,1,0,29
1992,10.22808,0,0,31
1992,16.1289,1,0,27
1992,11.48692,0,0,31
1992,10.49988,1,1,32
1992,13.76857,0,0,32
1992,13.09195,0,0,27
1992,19.66939,0,0,29
1992,6.136849,0,1,25
1992,27.53715,0,1,33
1992,7.867756,0,1,32
1992,8.836614,0,0,30
1992,20.45617,0,1,32
1992,16.52229,1,1,30
1992,11.80163,1,1,32
1992,8.041167,0,1,28
1992,14.16196,0,1,30
1992,15.4389,0,0,33
1992,11.61438,0,1,30
1992,9.834695,0,1,33
1992,19.66939,1,1,32
1992,22.02972,1,0,27
1992,21.24294,0,0,32
1992,27.53715,1,0,31
1992,28.32392,1,1,31
1992,10.22808,0,1,33
1992,16.47937,1,0,30
1992,12.35238,1,1,32
1992,9.441307,0,0,34
1992,10.03139,0,0,31
1992,24.71787,0,0,33
1992,12.68422,0,1,29
1992,17.30906,1,0,26
1992,9.790985,0,0,25
1992,13.73281,0,0,25
1992,15.05136,0,0,30
1992,67.83754,1,0,33
1992,7.867756,0,0,27
1992,14.55535,0,0,33
1992,29.58276,1,0,32
1992,27.6945,0,0,29
1992,22.65914,0,0,33
1992,12.58841,1,0,25
1992,11.80163,0,0,33
1992,14.94874,0,1,34
1992,11.80163,0,0,27
1992,11.88905,0,1,30
1992,10.29961,0,0,30
1992,33.04457,1,0,28
1992,14.47667,1,0,28
1992,15.73551,1,1,25
1992,21.79368,1,0,30
1992,12.7851,1,1,25
1992,15.95674,0,0,29
1992,14.16196,1,0,26
1992,14.30501,1,1,28
1992,27.97424,1,0,28
1992,20.98068,0,0,30
1992,15.73551,0,1,28
1992,18.88261,1,0,33
1992,15.73551,0,0,25
1992,14.87721,1,1,34
1992,18.18326,1,0,29
1992,22.37939,1,1,30
1992,31.47103,1,0,33
1992,12.93809,1,1,28
1992,11.4885,0,0,29
1992,25.96359,0,0,27
1992,16.67964,0,0,30
1992,8.392273,0,1,27
1992,16.54117,1,1,28
1992,7.977904,0,1,34
1992,13.98712,0,0,28
1992,15.00081,1,0,34
1992,15.73551,0,1,33
1992,15.73551,1,0,26
1992,21.68004,1,0,28
1992,17.4839,1,1,29
1992,23.07875,1,0,31
1992,16.52229,0,0,25
1992,27.53715,0,1,27
1992,14.94874,0,0,32
1992,6.294205,0,0,28
1992,7.438605,0,1,28
1992,10.4304,1,1,26
1992,29.37295,1,0,33
1992,20.87578,0,0,33
1992,13.76857,0,1,32
1992,34.30342,1,1,28
1992,31.47103,1,0,28
1992,18.88261,1,1,33
1992,20.45617,1,0,34
1992,9.260348,0,1,30
1992,9.683392,0,0,31
1992,6.542826,0,0,33
1992,27.53715,0,0,33
1992,16.16282,1,1,29
1992,15.73551,0,0,34
1992,19.66939,0,0,31
1992,13.37519,0,1,30
1992,21.45752,1,0,26
1992,18.88261,1,0,33
1992,8.880074,0,0,32
1992,17.30906,1,0,28
1992,26.75037,0,0,31
1992,6.294205,0,1,29
1992,9.626431,0,0,31
1992,9.441307,0,1,25
1992,10.93916,0,1,28
1992,10.03139,0,0,27
1992,13.51575,0,0,27
1992,7.867756,0,0,26
1992,18.09584,0,0,25
1992,18.53294,0,0,33
1992,30.18307,0,1,31
1992,17.67413,0,0,32
1992,12.2737,1,0,32
1992,12.88738,1,1,26
1992,7.097975,0,0,27
1992,6.719489,0,1,27
1992,26.18389,1,0,27
1992,23.60327,0,0,33
1992,20.24636,1,0,28
1992,14.47667,0,0,32
1992,9.907079,0,0,28
1992,15.73551,0,0,26
1992,15.42788,0,1,33
1992,11.37093,1,0,26
1992,25.87617,0,0,32
1992,37.65963,1,0,29
1992,15.73551,1,1,29
1992,12.58841,0,1,33
1992,16.52229,0,0,33
1992,22.99805,0,0,31
1992,25.87617,0,0,32
1992,3.147102,1,1,29
1992,13.84725,1,0,34
1992,4.855529,0,0,33
1992,4.675695,0,1,26
1992,12.58841,0,0,29
1992,11.1897,1,0,28
1992,8.949573,1,0,28
1992,33.75267,0,1,30
1992,18.48923,0,1,30
1992,21.24294,0,0,26
1992,35.82855,1,1,29
1992,8.102358,0,0,33
1992,14.3854,1,1,32
1992,18.88261,0,0,32
1992,14.01247,1,1,27
1992,38.24516,1,0,32
1992,21.87394,1,1,32
1992,21.45752,0,1,33
1992,28.73441,1,0,31
1992,11.80163,0,0,25
1992,10.7462,0,0,28
1992,6.625479,0,1,33
