OrderID,OrderDate,CustomerID,ProductID,Quantity,TotalAmount,PaymentMethod
ORD1724,2022-09-22 08:21:17.225741916,CUST172,PROD250,4,26.9,Debit Card
ORD1725,2022-09-22 17:07:03.741247084,CUST109,PROD243,1,129.85,Debit Card
ORD1726,2022-09-23 01:52:50.256752252,CUST177,PROD238,2,482.82,Debit Card
ORD1727,2022-09-23 10:38:36.772257420,CUST140,PROD232,3,394.54,Credit Card
ORD1728,2022-09-23 19:24:23.287762588,CUST144,PROD222,3,88.3,Credit Card
ORD1729,2022-09-24 04:10:09.803267756,CUST177,PROD228,4,305.84,Credit Card
ORD1730,2022-09-24 12:55:56.318772924,CUST191,PROD212,4,475.3,Credit Card
ORD1731,2022-09-24 21:41:42.834278092,CUST147,PROD248,4,334.5,Credit Card
ORD1732,2022-09-25 06:27:29.349783260,CUST175,PROD237,4,444.18,PayPal
ORD1733,2022-09-25 15:13:15.865288432,CUST153,PROD230,2,152.42,PayPal
ORD1734,2022-09-25 23:59:02.380793600,CUST134,PROD219,1,220.49,PayPal
ORD1735,2022-09-26 08:44:48.896298768,CUST142,PROD250,1,102.8,PayPal
ORD1736,2022-09-26 17:30:35.411803936,CUST166,PROD225,4,142.67,Credit Card
ORD1737,2022-09-27 02:16:21.927309104,CUST161,PROD228,1,28.51,Credit Card
ORD1738,2022-09-27 11:02:08.442814272,CUST124,PROD248,4,127.6,Debit Card
ORD1739,2022-09-27 19:47:54.958319440,CUST174,PROD247,4,405.97,PayPal
ORD1740,2022-09-28 04:33:41.473824608,CUST133,PROD248,1,284.15,Debit Card
ORD1741,2022-09-28 13:19:27.989329776,CUST172,PROD214,4,195.85,Credit Card
ORD1742,2022-09-28 22:05:14.504834944,CUST143,PROD210,2,363.28,PayPal
ORD1743,2022-09-29 06:51:01.020340116,CUST183,PROD211,2,315.38,Debit Card
ORD1744,2022-09-29 15:36:47.535845284,CUST164,PROD228,1,468.69,Credit Card
ORD1745,2022-09-30 00:22:34.051350452,CUST196,PROD220,2,170.96,Credit Card
ORD1746,2022-09-30 09:08:20.566855620,CUST188,PROD204,1,236.36,PayPal
ORD1747,2022-09-30 17:54:07.082360788,CUST170,PROD237,3,309.52,Credit Card
ORD1748,2022-10-01 02:39:53.597865956,CUST194,PROD243,4,84.65,Debit Card
ORD1749,2022-10-01 11:25:40.113371124,CUST124,PROD213,4,427.66,Credit Card
ORD1750,2022-10-01 20:11:26.628876292,CUST146,PROD200,4,121.9,Debit Card
ORD1751,2022-10-02 04:57:13.144381460,CUST138,PROD202,2,456.49,Credit Card
ORD1752,2022-10-02 13:42:59.659886628,CUST134,PROD228,2,290.66,Credit Card
ORD1753,2022-10-02 22:28:46.175391800,CUST191,PROD216,2,28.66,PayPal
ORD1754,2022-10-03 07:14:32.690896968,CUST174,PROD204,4,117.81,PayPal
ORD1755,2022-10-03 16:00:19.206402136,CUST172,PROD235,1,475.64,Debit Card
ORD1756,2022-10-04 00:46:05.721907304,CUST115,PROD232,1,154.1,Debit Card
ORD1757,2022-10-04 09:31:52.237412472,CUST118,PROD250,4,53.55,Credit Card
ORD1758,2022-10-04 18:17:38.752917640,CUST166,PROD222,1,335.68,Debit Card
ORD1759,2022-10-05 03:03:25.268422808,CUST183,PROD239,3,33.04,Debit Card
ORD1760,2022-10-05 11:49:11.783927976,CUST113,PROD216,1,146.34,Credit Card
ORD1761,2022-10-05 20:34:58.299433144,CUST152,PROD203,4,384.56,Credit Card
ORD1762,2022-10-06 05:20:44.814938312,CUST141,PROD216,2,159.77,Debit Card
ORD1763,2022-10-06 14:06:31.330443484,CUST116,PROD218,3,142.61,Credit Card
ORD1764,2022-10-06 22:52:17.845948652,CUST175,PROD237,3,416.03,PayPal
ORD1765,2022-10-07 07:38:04.361453820,CUST150,PROD209,2,305.79,Debit Card
ORD1766,2022-10-07 16:23:50.876958988,CUST168,PROD240,4,485.07,PayPal
ORD1767,2022-10-08 01:09:37.392464156,CUST154,PROD224,4,492.04,PayPal
ORD1768,2022-10-08 09:55:23.907969324,CUST166,PROD220,2,153.18,Credit Card
ORD1769,2022-10-08 18:41:10.423474492,CUST130,PROD218,1,102.94,Credit Card
ORD1770,2022-10-09 03:26:56.938979660,CUST100,PROD212,3,34.75,PayPal
ORD1771,2022-10-09 12:12:43.454484828,CUST156,PROD204,1,411.03,Debit Card
ORD1772,2022-10-09 20:58:29.969989996,CUST158,PROD211,4,269.64,Debit Card
ORD1773,2022-10-10 05:44:16.485495164,CUST196,PROD240,3,59.81,Debit Card
ORD1774,2022-10-10 14:30:03.001000336,CUST171,PROD240,1,205.93,Debit Card
ORD1775,2022-10-10 23:15:49.516505504,CUST105,PROD229,1,396.25,Debit Card
ORD1776,2022-10-11 08:01:36.032010672,CUST123,PROD210,3,487.12,Debit Card
ORD1777,2022-10-11 16:47:22.547515840,CUST197,PROD220,3,111.33,Credit Card
ORD1778,2022-10-12 01:33:09.063021008,CUST132,PROD204,2,421.76,Credit Card
ORD1779,2022-10-12 10:18:55.578526176,CUST166,PROD215,1,177.58,Credit Card
ORD1780,2022-10-12 19:04:42.094031344,CUST159,PROD227,1,359.77,Debit Card
ORD1781,2022-10-13 03:50:28.609536512,CUST110,PROD226,1,354.02,Credit Card
ORD1782,2022-10-13 12:36:15.125041680,CUST177,PROD244,1,439.86,Debit Card
ORD1783,2022-10-13 21:22:01.640546848,CUST124,PROD210,4,356.74,Debit Card
ORD1784,2022-10-14 06:07:48.156052020,CUST107,PROD220,1,487.09,Credit Card
ORD1785,2022-10-14 14:53:34.671557188,CUST149,PROD201,3,489.6,Debit Card
ORD1786,2022-10-14 23:39:21.187062356,CUST189,PROD237,1,105.59,Credit Card
ORD1787,2022-10-15 08:25:07.702567524,CUST102,PROD202,2,489.29,Debit Card
ORD1788,2022-10-15 17:10:54.218072692,CUST178,PROD249,3,154.58,PayPal
ORD1789,2022-10-16 01:56:40.733577860,CUST197,PROD217,1,431.2,Debit Card
ORD1790,2022-10-16 10:42:27.249083028,CUST181,PROD245,1,136.54,Debit Card
ORD1791,2022-10-16 19:28:13.764588196,CUST124,PROD249,3,20.28,Credit Card
ORD1792,2022-10-17 04:14:00.280093364,CUST126,PROD216,3,20.69,Credit Card
ORD1793,2022-10-17 12:59:46.795598532,CUST163,PROD223,1,334.72,Credit Card
ORD1794,2022-10-17 21:45:33.311103704,CUST119,PROD228,3,90.19,Debit Card
ORD1795,2022-10-18 06:31:19.826608872,CUST116,PROD232,3,160.46,Credit Card
ORD1796,2022-10-18 15:17:06.342114040,CUST132,PROD223,3,86.97,PayPal
ORD1797,2022-10-19 00:02:52.857619208,CUST131,PROD209,1,263.49,PayPal
ORD1798,2022-10-19 08:48:39.373124376,CUST167,PROD227,3,132.18,PayPal
ORD1799,2022-10-19 17:34:25.888629544,CUST119,PROD228,1,218.1,PayPal
ORD1800,2022-10-20 02:20:12.404134712,CUST187,PROD227,4,414.73,PayPal
ORD1801,2022-10-20 11:05:58.919639880,CUST118,PROD203,4,384.1,Credit Card
ORD1802,2022-10-20 19:51:45.435145048,CUST113,PROD241,4,290.27,Debit Card
ORD1803,2022-10-21 04:37:31.950650216,CUST102,PROD240,1,26.81,Credit Card
ORD1804,2022-10-21 13:23:18.466155388,CUST162,PROD200,1,145.72,Debit Card
ORD1805,2022-10-21 22:09:04.981660556,CUST149,PROD247,1,432.75,PayPal
ORD1806,2022-10-22 06:54:51.497165724,CUST136,PROD225,1,202.22,Credit Card
ORD1807,2022-10-22 15:40:38.012670892,CUST187,PROD250,3,226.82,Debit Card
ORD1808,2022-10-23 00:26:24.528176060,CUST110,PROD200,3,111.35,PayPal
ORD1809,2022-10-23 09:12:11.043681228,CUST189,PROD206,1,214.68,Credit Card
ORD1810,2022-10-23 17:57:57.559186396,CUST138,PROD226,2,469.33,Credit Card
ORD1811,2022-10-24 02:43:44.074691564,CUST102,PROD214,1,112.73,PayPal
ORD1812,2022-10-24 11:29:30.590196732,CUST111,PROD216,2,167.68,PayPal
ORD1813,2022-10-24 20:15:17.105701900,CUST151,PROD248,4,296.01,PayPal
ORD1814,2022-10-25 05:01:03.621207068,CUST160,PROD221,4,100.23,Debit Card
ORD1815,2022-10-25 13:46:50.136712240,CUST131,PROD221,1,151.74,PayPal
ORD1816,2022-10-25 22:32:36.652217408,CUST194,PROD208,2,287.55,PayPal
ORD1817,2022-10-26 07:18:23.167722576,CUST180,PROD211,1,446.78,Debit Card
ORD1818,2022-10-26 16:04:09.683227744,CUST186,PROD213,1,334.04,Debit Card
ORD1819,2022-10-27 00:49:56.198732912,CUST151,PROD206,1,21.25,Debit Card
ORD1820,2022-10-27 09:35:42.714238080,CUST155,PROD230,2,259.25,Credit Card
ORD1821,2022-10-27 18:21:29.229743248,CUST161,PROD248,4,436.94,PayPal
ORD1822,2022-10-28 03:07:15.745248416,CUST146,PROD215,4,48.99,Credit Card
ORD1823,2022-10-28 11:53:02.260753584,CUST160,PROD228,3,237.01,PayPal
ORD1824,2022-10-28 20:38:48.776258752,CUST129,PROD218,2,78.38,Credit Card
ORD1825,2022-10-29 05:24:35.291763924,CUST170,PROD200,1,358.32,PayPal
ORD1826,2022-10-29 14:10:21.807269092,CUST143,PROD225,3,185.23,Credit Card
ORD1827,2022-10-29 22:56:08.322774260,CUST186,PROD230,1,368.9,PayPal
ORD1828,2022-10-30 07:41:54.838279428,CUST114,PROD235,4,76.66,Credit Card
ORD1829,2022-10-30 16:27:41.353784596,CUST193,PROD219,1,277.39,Credit Card
ORD1830,2022-10-31 01:13:27.869289764,CUST101,PROD230,2,194.41,Debit Card
ORD1831,2022-10-31 09:59:14.384794932,CUST131,PROD232,2,258.02,Credit Card
ORD1832,2022-10-31 18:45:00.900300100,CUST171,PROD238,1,187.65,Debit Card
ORD1833,2022-11-01 03:30:47.415805268,CUST158,PROD245,1,175.34,Debit Card
ORD1834,2022-11-01 12:16:33.931310436,CUST187,PROD208,1,335.25,PayPal
ORD1835,2022-11-01 21:02:20.446815608,CUST180,PROD231,4,360.39,Credit Card
ORD1836,2022-11-02 05:48:06.962320776,CUST142,PROD246,2,467.82,Debit Card
ORD1837,2022-11-02 14:33:53.477825944,CUST174,PROD217,3,26.06,Debit Card
ORD1838,2022-11-02 23:19:39.993331112,CUST179,PROD218,1,21.62,Debit Card
ORD1839,2022-11-03 08:05:26.508836280,CUST148,PROD209,2,43.3,PayPal
ORD1840,2022-11-03 16:51:13.024341448,CUST191,PROD221,1,264.81,PayPal
ORD1841,2022-11-04 01:36:59.539846616,CUST106,PROD208,4,359.27,PayPal
ORD1842,2022-11-04 10:22:46.055351784,CUST171,PROD229,4,251.53,Debit Card
ORD1843,2022-11-04 19:08:32.570856952,CUST107,PROD242,2,444.25,PayPal
ORD1844,2022-11-05 03:54:19.086362120,CUST101,PROD215,4,465.38,Debit Card
ORD1845,2022-11-05 12:40:05.601867292,CUST154,PROD221,2,215.2,Credit Card
ORD1846,2022-11-05 21:25:52.117372460,CUST148,PROD214,3,484.6,Debit Card
ORD1847,2022-11-06 06:11:38.632877628,CUST135,PROD226,2,176.51,PayPal
ORD1848,2022-11-06 14:57:25.148382796,CUST142,PROD228,4,411.43,Debit Card
ORD1849,2022-11-06 23:43:11.663887964,CUST113,PROD249,4,320.81,Debit Card
ORD1850,2022-11-07 08:28:58.179393132,CUST193,PROD205,2,66.18,Debit Card
ORD1851,2022-11-07 17:14:44.694898300,CUST184,PROD202,2,20.17,Credit Card
ORD1852,2022-11-08 02:00:31.210403468,CUST116,PROD240,1,193.2,Credit Card
ORD1853,2022-11-08 10:46:17.725908636,CUST173,PROD242,2,316.79,Debit Card
ORD1854,2022-11-08 19:32:04.241413804,CUST185,PROD250,3,131.31,PayPal
ORD1855,2022-11-09 04:17:50.756918972,CUST164,PROD227,1,83.16,Credit Card
ORD1856,2022-11-09 13:03:37.272424144,CUST168,PROD210,4,413.27,Debit Card
ORD1857,2022-11-09 21:49:23.787929312,CUST147,PROD242,4,37.81,Debit Card
ORD1858,2022-11-10 06:35:10.303434480,CUST144,PROD206,2,170.93,Debit Card
ORD1859,2022-11-10 15:20:56.818939648,CUST122,PROD224,3,279.94,Credit Card
ORD1860,2022-11-11 00:06:43.334444816,CUST192,PROD240,2,173.91,Debit Card
ORD1861,2022-11-11 08:52:29.849949984,CUST171,PROD223,1,23.08,Debit Card
ORD1862,2022-11-11 17:38:16.365455152,CUST165,PROD216,1,442.72,Credit Card
ORD1863,2022-11-12 02:24:02.880960320,CUST140,PROD248,1,451.56,PayPal
ORD1864,2022-11-12 11:09:49.396465488,CUST103,PROD227,3,249.64,Credit Card
ORD1865,2022-11-12 19:55:35.911970656,CUST121,PROD227,1,98.47,Credit Card
ORD1866,2022-11-13 04:41:22.427475828,CUST121,PROD231,3,380.95,Debit Card
ORD1867,2022-11-13 13:27:08.942980996,CUST127,PROD250,4,62.58,PayPal
ORD1868,2022-11-13 22:12:55.458486164,CUST103,PROD201,2,141.86,PayPal
ORD1869,2022-11-14 06:58:41.973991332,CUST166,PROD200,4,318.36,PayPal
ORD1870,2022-11-14 15:44:28.489496500,CUST182,PROD234,3,475.97,Credit Card
ORD1871,2022-11-15 00:30:15.005001668,CUST151,PROD227,2,99.75,Debit Card
ORD1872,2022-11-15 09:16:01.520506836,CUST189,PROD230,4,272.55,PayPal
ORD1873,2022-11-15 18:01:48.036012004,CUST174,PROD236,2,49.3,Debit Card
ORD1874,2022-11-16 02:47:34.551517172,CUST140,PROD221,4,361.76,PayPal
ORD1875,2022-11-16 11:33:21.067022340,CUST134,PROD245,2,453.74,Credit Card
ORD1876,2022-11-16 20:19:07.582527512,CUST137,PROD221,2,322.23,Debit Card
ORD1877,2022-11-17 05:04:54.098032680,CUST100,PROD200,3,37.79,Debit Card
ORD1878,2022-11-17 13:50:40.613537848,CUST105,PROD250,2,443.64,Credit Card
ORD1879,2022-11-17 22:36:27.129043016,CUST169,PROD206,3,140.28,PayPal
ORD1880,2022-11-18 07:22:13.644548184,CUST194,PROD243,2,361.97,Credit Card
ORD1881,2022-11-18 16:08:00.160053352,CUST107,PROD222,2,452.36,Credit Card
ORD1882,2022-11-19 00:53:46.675558520,CUST197,PROD207,2,255.86,PayPal
ORD1883,2022-11-19 09:39:33.191063688,CUST159,PROD228,3,289.06,PayPal
ORD1884,2022-11-19 18:25:19.706568856,CUST197,PROD217,4,368.75,Credit Card
ORD1885,2022-11-20 03:11:06.222074024,CUST122,PROD209,4,376.38,Credit Card
ORD1886,2022-11-20 11:56:52.737579196,CUST129,PROD228,3,425.99,Credit Card
ORD1887,2022-11-20 20:42:39.253084364,CUST130,PROD231,3,40.33,PayPal
ORD1888,2022-11-21 05:28:25.768589532,CUST177,PROD206,2,458.69,Debit Card
ORD1889,2022-11-21 14:14:12.284094700,CUST167,PROD226,3,78.47,PayPal
ORD1890,2022-11-21 22:59:58.799599868,CUST124,PROD226,1,492.7,PayPal
ORD1891,2022-11-22 07:45:45.315105036,CUST199,PROD227,4,154.62,PayPal
ORD1892,2022-11-22 16:31:31.830610204,CUST192,PROD240,2,260.06,Credit Card
ORD1893,2022-11-23 01:17:18.346115372,CUST121,PROD236,2,353.12,PayPal
ORD1894,2022-11-23 10:03:04.861620540,CUST192,PROD239,4,322.45,Debit Card
ORD1895,2022-11-23 18:48:51.377125708,CUST185,PROD244,2,419.51,PayPal
ORD1896,2022-11-24 03:34:37.892630880,CUST179,PROD231,2,136.63,Credit Card
ORD1897,2022-11-24 12:20:24.408136048,CUST167,PROD202,2,484.18,Credit Card
ORD1898,2022-11-24 21:06:10.923641216,CUST186,PROD244,4,271.01,Debit Card
ORD1899,2022-11-25 05:51:57.439146384,CUST130,PROD237,2,38.65,Credit Card
ORD1900,2022-11-25 14:37:43.954651552,CUST121,PROD249,1,339.01,PayPal
ORD1901,2022-11-25 23:23:30.470156720,CUST135,PROD202,4,63.31,Credit Card
ORD1902,2022-11-26 08:09:16.985661888,CUST122,PROD203,3,334.42,Credit Card
ORD1903,2022-11-26 16:55:03.501167056,CUST153,PROD204,3,414.27,Debit Card
ORD1904,2022-11-27 01:40:50.016672224,CUST114,PROD208,3,410.52,Credit Card
ORD1905,2022-11-27 10:26:36.532177392,CUST197,PROD235,2,79.61,PayPal
ORD1906,2022-11-27 19:12:23.047682560,CUST117,PROD211,3,340.23,PayPal
ORD1907,2022-11-28 03:58:09.563187732,CUST159,PROD219,3,385.49,Credit Card
ORD1908,2022-11-28 12:43:56.078692900,CUST145,PROD240,2,240.91,PayPal
ORD1909,2022-11-28 21:29:42.594198068,CUST124,PROD242,1,21.24,Credit Card
ORD1910,2022-11-29 06:15:29.109703236,CUST114,PROD200,3,387.0,Debit Card
ORD1911,2022-11-29 15:01:15.625208404,CUST143,PROD240,2,108.23,PayPal
ORD1912,2022-11-29 23:47:02.140713572,CUST193,PROD207,2,225.97,Credit Card
ORD1913,2022-11-30 08:32:48.656218740,CUST121,PROD217,1,349.12,PayPal
ORD1914,2022-11-30 17:18:35.171723908,CUST127,PROD247,3,155.74,Credit Card
ORD1915,2022-12-01 02:04:21.687229076,CUST157,PROD233,3,131.64,Debit Card
ORD1916,2022-12-01 10:50:08.202734244,CUST156,PROD243,2,231.72,PayPal
ORD1917,2022-12-01 19:35:54.718239416,CUST116,PROD218,4,247.56,Debit Card
ORD1918,2022-12-02 04:21:41.233744584,CUST196,PROD235,3,94.4,Debit Card
ORD1919,2022-12-02 13:07:27.749249752,CUST164,PROD207,2,467.13,PayPal
ORD1920,2022-12-02 21:53:14.264754920,CUST101,PROD218,4,272.59,Credit Card
ORD1921,2022-12-03 06:39:00.780260088,CUST183,PROD225,1,352.52,Credit Card
ORD1922,2022-12-03 15:24:47.295765256,CUST160,PROD230,2,204.99,Debit Card
ORD1923,2022-12-04 00:10:33.811270424,CUST173,PROD230,4,294.24,Credit Card
ORD1924,2022-12-04 08:56:20.326775592,CUST116,PROD249,2,453.63,Debit Card
ORD1925,2022-12-04 17:42:06.842280760,CUST150,PROD213,4,405.75,PayPal
ORD1926,2022-12-05 02:27:53.357785928,CUST131,PROD205,2,192.49,Credit Card
ORD1927,2022-12-05 11:13:39.873291100,CUST110,PROD234,1,89.15,PayPal
ORD1928,2022-12-05 19:59:26.388796268,CUST117,PROD218,2,200.95,Credit Card
ORD1929,2022-12-06 04:45:12.904301436,CUST160,PROD245,1,477.83,Credit Card
ORD1930,2022-12-06 13:30:59.419806604,CUST181,PROD246,4,443.76,Credit Card
ORD1931,2022-12-06 22:16:45.935311772,CUST190,PROD225,4,84.67,Credit Card
ORD1932,2022-12-07 07:02:32.450816940,CUST163,PROD224,2,335.98,Credit Card
ORD1933,2022-12-07 15:48:18.966322108,CUST126,PROD220,3,387.14,Debit Card
ORD1934,2022-12-08 00:34:05.481827276,CUST103,PROD227,1,321.12,Credit Card
ORD1935,2022-12-08 09:19:51.997332444,CUST143,PROD228,1,79.65,Debit Card
ORD1936,2022-12-08 18:05:38.512837612,CUST188,PROD248,3,417.13,Credit Card
ORD1937,2022-12-09 02:51:25.028342784,CUST172,PROD210,3,478.12,PayPal
ORD1938,2022-12-09 11:37:11.543847952,CUST166,PROD250,1,288.67,Debit Card
ORD1939,2022-12-09 20:22:58.059353120,CUST112,PROD203,4,72.57,Credit Card
ORD1940,2022-12-10 05:08:44.574858288,CUST152,PROD227,1,324.93,Debit Card
ORD1941,2022-12-10 13:54:31.090363456,CUST170,PROD231,4,427.0,PayPal
ORD1942,2022-12-10 22:40:17.605868624,CUST146,PROD217,1,345.61,Debit Card
ORD1943,2022-12-11 07:26:04.121373792,CUST117,PROD220,2,154.25,Debit Card
ORD1944,2022-12-11 16:11:50.636878960,CUST163,PROD250,1,443.9,Debit Card
ORD1945,2022-12-12 00:57:37.152384128,CUST160,PROD249,2,34.89,PayPal
ORD1946,2022-12-12 09:43:23.667889296,CUST198,PROD200,1,465.07,PayPal
ORD1947,2022-12-12 18:29:10.183394464,CUST148,PROD243,4,299.66,PayPal
ORD1948,2022-12-13 03:14:56.698899636,CUST105,PROD204,3,358.69,PayPal
ORD1949,2022-12-13 12:00:43.214404804,CUST127,PROD216,2,462.52,Credit Card
ORD1950,2022-12-13 20:46:29.729909972,CUST145,PROD201,3,326.82,Credit Card
ORD1951,2022-12-14 05:32:16.245415140,CUST153,PROD250,4,35.1,Credit Card
ORD1952,2022-12-14 14:18:02.760920308,CUST173,PROD221,3,413.88,Debit Card
ORD1953,2022-12-14 23:03:49.276425476,CUST116,PROD203,2,66.28,Debit Card
ORD1954,2022-12-15 07:49:35.791930644,CUST160,PROD244,2,249.28,Debit Card
ORD1955,2022-12-15 16:35:22.307435812,CUST192,PROD223,2,69.13,Debit Card
ORD1956,2022-12-16 01:21:08.822940980,CUST169,PROD212,2,326.07,PayPal
ORD1957,2022-12-16 10:06:55.338446148,CUST104,PROD202,1,329.38,PayPal
ORD1958,2022-12-16 18:52:41.853951320,CUST158,PROD213,2,282.64,Debit Card
ORD1959,2022-12-17 03:38:28.369456488,CUST128,PROD249,2,434.96,Debit Card
ORD1960,2022-12-17 12:24:14.884961656,CUST150,PROD214,2,384.89,Credit Card
ORD1961,2022-12-17 21:10:01.400466824,CUST162,PROD235,4,450.37,Credit Card
ORD1962,2022-12-18 05:55:47.915971992,CUST143,PROD211,4,499.86,Credit Card
ORD1963,2022-12-18 14:41:34.431477160,CUST166,PROD218,4,480.42,PayPal
ORD1964,2022-12-18 23:27:20.946982328,CUST161,PROD216,4,395.74,Credit Card
ORD1965,2022-12-19 08:13:07.462487496,CUST151,PROD211,3,386.93,PayPal
ORD1966,2022-12-19 16:58:53.977992664,CUST130,PROD220,1,379.35,Debit Card
ORD1967,2022-12-20 01:44:40.493497832,CUST185,PROD230,1,175.67,PayPal
ORD1968,2022-12-20 10:30:27.009003004,CUST124,PROD217,3,285.49,PayPal
ORD1969,2022-12-20 19:16:13.524508172,CUST146,PROD218,1,83.78,Debit Card
ORD1970,2022-12-21 04:02:00.040013340,CUST172,PROD209,4,247.74,Debit Card
ORD1971,2022-12-21 12:47:46.555518508,CUST196,PROD217,3,75.7,PayPal
ORD1972,2022-12-21 21:33:33.071023676,CUST191,PROD248,1,209.94,Debit Card
ORD1973,2022-12-22 06:19:19.586528844,CUST128,PROD202,1,314.75,Debit Card
ORD1974,2022-12-22 15:05:06.102034012,CUST193,PROD226,2,496.31,Credit Card
ORD1975,2022-12-22 23:50:52.617539180,CUST163,PROD239,2,51.41,Debit Card
ORD1976,2022-12-23 08:36:39.133044348,CUST162,PROD241,3,448.69,Debit Card
ORD1977,2022-12-23 17:22:25.648549516,CUST157,PROD237,2,205.5,PayPal
ORD1978,2022-12-24 02:08:12.164054688,CUST137,PROD244,4,200.76,Credit Card
ORD1979,2022-12-24 10:53:58.679559856,CUST176,PROD226,3,473.46,PayPal
ORD1980,2022-12-24 19:39:45.195065024,CUST129,PROD224,4,424.91,PayPal
ORD1981,2022-12-25 04:25:31.710570192,CUST185,PROD228,3,87.37,Debit Card
ORD1982,2022-12-25 13:11:18.226075360,CUST193,PROD241,2,40.97,Debit Card
ORD1983,2022-12-25 21:57:04.741580528,CUST125,PROD218,3,45.34,PayPal
ORD1984,2022-12-26 06:42:51.257085696,CUST193,PROD207,3,57.29,Debit Card
ORD1985,2022-12-26 15:28:37.772590864,CUST141,PROD219,1,44.23,Debit Card
ORD1986,2022-12-27 00:14:24.288096032,CUST194,PROD237,1,116.11,PayPal
ORD1987,2022-12-27 09:00:10.803601200,CUST161,PROD239,2,163.18,Credit Card
ORD1988,2022-12-27 17:45:57.319106368,CUST138,PROD228,1,266.28,Debit Card
ORD1989,2022-12-28 02:31:43.834611540,CUST151,PROD216,4,252.67,PayPal
ORD1990,2022-12-28 11:17:30.350116708,CUST186,PROD233,3,190.2,Debit Card
ORD1991,2022-12-28 20:03:16.865621876,CUST152,PROD246,4,497.34,Debit Card
ORD1992,2022-12-29 04:49:03.381127044,CUST170,PROD202,3,351.86,Credit Card
ORD1993,2022-12-29 13:34:49.896632212,CUST163,PROD243,4,177.48,Debit Card
ORD1994,2022-12-29 22:20:36.412137380,CUST131,PROD232,3,329.22,PayPal
ORD1995,2022-12-30 07:06:22.927642548,CUST173,PROD242,3,485.36,PayPal
ORD1996,2022-12-30 15:52:09.443147716,CUST112,PROD245,1,112.92,Debit Card
ORD1997,2022-12-31 00:37:55.958652884,CUST199,PROD248,4,325.52,Credit Card
ORD1998,2022-12-31 09:23:42.474158052,CUST173,PROD220,1,233.54,PayPal
ORD1999,2022-12-31 18:09:28.989663224,CUST104,PROD247,3,439.27,PayPal
ORD2000,2023-01-01 02:55:15.505168392,CUST107,PROD211,2,116.81,PayPal
ORD2001,2023-01-01 11:41:02.020673560,CUST174,PROD200,4,70.0,Credit Card
ORD2002,2023-01-01 20:26:48.536178728,CUST182,PROD209,3,450.11,PayPal
ORD2003,2023-01-02 05:12:35.051683896,CUST186,PROD230,3,84.0,Debit Card
ORD2004,2023-01-02 13:58:21.567189064,CUST193,PROD226,1,389.8,Credit Card
ORD2005,2023-01-02 22:44:08.082694232,CUST164,PROD222,2,478.78,Debit Card
ORD2006,2023-01-03 07:29:54.598199400,CUST153,PROD231,2,78.39,PayPal
ORD2007,2023-01-03 16:15:41.113704568,CUST194,PROD243,4,179.41,Credit Card
ORD2008,2023-01-04 01:01:27.629209736,CUST133,PROD232,3,285.57,Debit Card
ORD2009,2023-01-04 09:47:14.144714908,CUST172,PROD213,1,432.58,PayPal
ORD2010,2023-01-04 18:33:00.660220076,CUST165,PROD212,1,209.56,PayPal
ORD2011,2023-01-05 03:18:47.175725244,CUST177,PROD250,3,28.09,Credit Card
ORD2012,2023-01-05 12:04:33.691230412,CUST181,PROD217,3,475.31,Credit Card
ORD2013,2023-01-05 20:50:20.206735580,CUST196,PROD243,4,74.63,PayPal
ORD2014,2023-01-06 05:36:06.722240748,CUST105,PROD209,3,32.46,Credit Card
ORD2015,2023-01-06 14:21:53.237745916,CUST125,PROD220,3,487.17,PayPal
ORD2016,2023-01-06 23:07:39.753251084,CUST183,PROD243,3,357.33,PayPal
ORD2017,2023-01-07 07:53:26.268756252,CUST177,PROD248,4,459.1,Credit Card
ORD2018,2023-01-07 16:39:12.784261420,CUST186,PROD211,3,349.1,Debit Card
ORD2019,2023-01-08 01:24:59.299766592,CUST127,PROD209,2,432.43,Debit Card
ORD2020,2023-01-08 10:10:45.815271760,CUST165,PROD202,3,339.2,Credit Card
ORD2021,2023-01-08 18:56:32.330776928,CUST111,PROD247,1,446.81,Debit Card
ORD2022,2023-01-09 03:42:18.846282096,CUST144,PROD207,2,297.55,PayPal
ORD2023,2023-01-09 12:28:05.361787264,CUST121,PROD250,2,46.77,PayPal
ORD2024,2023-01-09 21:13:51.877292432,CUST115,PROD221,1,29.35,Debit Card
ORD2025,2023-01-10 05:59:38.392797600,CUST100,PROD209,3,34.78,Credit Card
ORD2026,2023-01-10 14:45:24.908302768,CUST163,PROD221,2,70.55,Debit Card
ORD2027,2023-01-10 23:31:11.423807936,CUST144,PROD208,4,25.21,Debit Card
ORD2028,2023-01-11 08:16:57.939313104,CUST113,PROD213,3,67.52,Credit Card
ORD2029,2023-01-11 17:02:44.454818272,CUST194,PROD226,3,303.85,PayPal
ORD2030,2023-01-12 01:48:30.970323444,CUST176,PROD200,3,420.65,Credit Card
ORD2031,2023-01-12 10:34:17.485828612,CUST180,PROD202,2,260.08,PayPal
ORD2032,2023-01-12 19:20:04.001333780,CUST131,PROD200,1,30.97,PayPal
ORD2033,2023-01-13 04:05:50.516838948,CUST169,PROD242,1,163.8,Debit Card
ORD2034,2023-01-13 12:51:37.032344116,CUST175,PROD219,4,460.13,PayPal
ORD2035,2023-01-13 21:37:23.547849284,CUST100,PROD222,3,310.42,PayPal
