ProductID,Month,BudgetUnits,ForecastUnits,BudgetRevenue,ForecastRevenue
1030,2025-06,100,112.0,6635.7,14836.24
1030,2025-07,75,122.0,7589.65,15723.64
1030,2025-08,101,77.0,12365.86,8149.06
1030,2025-09,103,103.0,12464.87,12534.28
1030,2025-10,105,62.0,9758.44,6443.3
1030,2025-11,136,110.0,13491.87,14433.54
1030,2025-12,98,100.0,10212.43,6389.16
1031,2022-01,120,111.0,11451.65,8081.05
1031,2022-02,105,136.0,9268.56,10177.38
1031,2022-03,109,61.0,6178.88,5506.97
1031,2022-04,87,94.0,7838.59,10313.82
1031,2022-05,96,86.0,8830.68,10080.71
1031,2022-06,120,124.0,13811.78,2355.67
1031,2022-07,81,93.0,8528.06,5675.65
1031,2022-08,129,109.0,11450.0,11507.23
1031,2022-09,94,82.0,10463.69,7392.61
1031,2022-10,72,85.0,7121.88,6334.09
1031,2022-11,126,74.0,17182.57,9168.4
1031,2022-12,82,104.0,10240.62,10066.08
1031,2023-01,77,104.0,10862.59,6691.87
1031,2023-02,112,101.0,11081.93,9281.22
1031,2023-03,94,127.0,10647.32,9746.35
1031,2023-04,132,69.0,15129.62,7335.18
1031,2023-05,125,110.0,15313.9,11124.96
1031,2023-06,120,110.0,17327.19,9281.77
1031,2023-07,125,113.0,13120.37,9902.92
1031,2023-08,110,64.0,8148.68,7655.49
1031,2023-09,70,137.0,6718.6,14807.46
1031,2023-10,102,112.0,9782.32,10379.74
1031,2023-11,98,,12168.44,17117.18
1031,2023-12,108,96.0,7335.1,11324.78
1031,2024-01,118,91.0,13883.89,12205.4
1031,2024-02,103,128.0,11091.05,7492.75
1031,2024-03,92,91.0,10314.97,7310.09
1031,2024-04,92,77.0,9270.08,7981.91
1031,2024-05,121,121.0,12684.1,13062.08
1031,2024-06,103,104.0,13644.7,4136.02
1031,2024-07,98,109.0,12165.51,8128.01
1031,2024-08,108,123.0,10004.46,6667.45
1031,2024-09,94,71.0,10768.74,5726.59
1031,2024-10,137,105.0,11704.55,9377.89
1031,2024-11,79,111.0,10377.94,10716.01
1031,2024-12,120,78.0,12924.47,12443.0
1031,2025-01,73,132.0,9126.15,7250.45
1031,2025-02,72,77.0,8705.91,7022.61
1031,2025-03,98,119.0,10181.63,12799.78
1031,2025-04,95,130.0,8167.18,18691.93
1031,2025-05,94,81.0,10758.3,9166.59
1031,2025-06,61,107.0,4544.74,8681.67
1031,2025-07,117,80.0,12704.96,7388.29
1031,2025-08,140,99.0,10913.65,7344.95
1031,2025-09,83,104.0,8412.38,13102.5
1031,2025-10,104,104.0,11216.44,10240.43
1031,2025-11,107,121.0,12519.45,10652.11
1031,2025-12,65,81.0,6951.18,3191.89
1032,2022-01,91,112.0,8189.26,8245.68
1032,2022-02,136,136.0,13065.19,18305.24
1032,2022-03,127,73.0,19660.45,5698.71
1032,2022-04,95,74.0,9758.01,5074.22
1032,2022-05,101,128.0,10644.75,12132.35
1032,2022-06,132,,15899.38,7315.92
1032,2022-07,105,102.0,10878.9,10196.63
1032,2022-08,85,87.0,9335.7,8572.83
1032,2022-09,77,83.0,6706.27,8282.67
1032,2022-10,104,103.0,9132.4,10457.72
1032,2022-11,73,28.0,7280.09,1670.84
1032,2022-12,81,70.0,9179.39,4946.99
1032,2023-01,106,88.0,8049.08,5405.74
1032,2023-02,109,110.0,12648.44,16110.35
1032,2023-03,105,107.0,10291.08,11043.99
1032,2023-04,93,78.0,13045.52,4206.75
1032,2023-05,105,111.0,10849.89,8474.23
1032,2023-06,96,88.0,7560.49,8722.29
1032,2023-07,92,86.0,10470.77,6336.75
1032,2023-08,108,84.0,11729.52,8550.82
1032,2023-09,104,75.0,8788.86,5894.38
1032,2023-10,103,118.0,12514.29,10313.74
1032,2023-11,101,59.0,5615.68,4615.18
1032,2023-12,86,61.0,5532.27,6898.04
1032,2024-01,83,57.0,12126.13,5926.5
1032,2024-02,93,116.0,7861.41,16144.92
1032,2024-03,68,66.0,6587.47,5307.52
1032,2024-04,127,59.0,10790.0,6214.62
1032,2024-05,110,124.0,11694.15,19124.96
1032,2024-06,89,103.0,10365.92,9408.87
1032,2024-07,93,87.0,8043.92,6178.02
1032,2024-08,88,60.0,9401.61,3563.35
1032,2024-09,140,141.0,16971.87,13214.77
1032,2024-10,87,129.0,8939.83,14559.03
1032,2024-11,84,125.0,6986.27,12691.36
1032,2024-12,64,82.0,6979.13,7183.35
1032,2025-01,90,118.0,8781.5,15305.12
1032,2025-02,50,112.0,5455.02,6752.59
1032,2025-03,73,120.0,5673.59,9944.34
1032,2025-04,110,90.0,11930.84,6937.72
1032,2025-05,104,125.0,10964.27,5506.1
1032,2025-06,111,100.0,8979.87,13335.41
1032,2025-07,64,145.0,5525.27,19988.43
1032,2025-08,98,65.0,9880.31,6949.57
1032,2025-09,109,125.0,8834.91,13863.18
1032,2025-10,113,,9070.33,6810.43
1032,2025-11,113,118.0,9311.11,7706.26
1032,2025-12,123,59.0,12555.41,4635.85
1033,2022-01,63,101.0,5991.63,13578.17
1033,2022-02,144,93.0,17179.66,11589.02
1033,2022-03,88,,11523.02,6892.71
1033,2022-04,98,91.0,9430.52,7605.08
1033,2022-05,113,129.0,10334.06,8289.6
1033,2022-06,99,61.0,8528.84,7882.23
1033,2022-07,145,107.0,11263.21,12626.57
1033,2022-08,54,81.0,6976.68,9488.0
1033,2022-09,71,57.0,8228.82,5552.62
1033,2022-10,87,108.0,7608.29,5485.47
1033,2022-11,114,82.0,8996.32,5364.86
1033,2022-12,103,78.0,11464.1,7171.98
1033,2023-01,120,88.0,10304.34,4365.6
1033,2023-02,77,116.0,12295.7,7826.38
1033,2023-03,78,107.0,8454.01,8749.23
1033,2023-04,100,58.0,9296.39,7019.19
1033,2023-05,131,94.0,12279.63,10328.44
1033,2023-06,120,110.0,10075.49,11824.84
1033,2023-07,118,80.0,8534.28,8904.29
1033,2023-08,106,122.0,10672.51,10080.39
1033,2023-09,90,73.0,7208.78,6184.27
1033,2023-10,89,126.0,6634.71,12286.31
1033,2023-11,87,135.0,9064.8,12075.11
1033,2023-12,115,100.0,10296.45,13692.9
1033,2024-01,113,141.0,13790.32,16647.37
1033,2024-02,101,71.0,11429.32,7144.65
1033,2024-03,112,98.0,9561.02,7237.5
1033,2024-04,113,130.0,10552.14,14323.7
1033,2024-05,126,78.0,11637.46,5545.73
1033,2024-06,122,105.0,10976.21,6069.47
1033,2024-07,95,123.0,8862.74,10876.41
1033,2024-08,111,68.0,11124.94,7741.48
1033,2024-09,83,78.0,8642.69,7530.41
1033,2024-10,94,104.0,9742.19,7909.69
1033,2024-11,85,110.0,10328.16,14593.03
1033,2024-12,82,126.0,9374.14,12390.28
1033,2025-01,108,119.0,14554.46,8680.6
1033,2025-02,111,95.0,10568.07,12120.91
1033,2025-03,115,73.0,10777.16,7651.13
1033,2025-04,71,120.0,6948.32,12385.97
1033,2025-05,106,143.0,10609.16,12921.49
1033,2025-06,133,86.0,11834.21,5579.88
1033,2025-07,120,105.0,13046.27,10851.63
1033,2025-08,96,79.0,8058.97,8685.54
1033,2025-09,101,139.0,8521.76,12123.97
1033,2025-10,79,133.0,5927.57,15743.51
1033,2025-11,127,95.0,14450.1,4436.03
1033,2025-12,91,58.0,9359.32,5773.21
1034,2022-01,84,122.0,8945.26,10539.99
1034,2022-02,89,62.0,8526.32,9406.75
1034,2022-03,85,109.0,7533.91,12994.27
1034,2022-04,108,93.0,6937.34,8059.7
1034,2022-05,123,93.0,13767.35,8137.34
1034,2022-06,62,109.0,6561.33,9274.14
1034,2022-07,92,106.0,8077.0,11441.25
1034,2022-08,95,41.0,9183.31,3470.51
1034,2022-09,82,109.0,7369.24,12289.48
1034,2022-10,121,102.0,8341.11,8297.57
1034,2022-11,117,93.0,9781.03,9040.9
1034,2022-12,109,105.0,12243.85,8303.16
1034,2023-01,94,93.0,9319.62,4435.1
1034,2023-02,94,66.0,11944.4,9104.29
1034,2023-03,132,119.0,11880.28,14662.95
1034,2023-04,95,114.0,7768.84,9691.42
1034,2023-05,108,143.0,10707.0,22199.64
1034,2023-06,154,67.0,15262.37,5094.33
1034,2023-07,96,86.0,9440.03,10613.78
1034,2023-08,118,106.0,11767.86,10867.54
1034,2023-09,102,113.0,10178.42,12660.12
1034,2023-10,73,119.0,9799.97,12394.79
1034,2023-11,71,133.0,6616.78,3424.44
1034,2023-12,95,114.0,10194.73,14856.89
1034,2024-01,112,102.0,6792.06,7355.76
1034,2024-02,103,116.0,8179.6,9806.33
1034,2024-03,109,52.0,6673.66,4887.33
1034,2024-04,104,87.0,5652.6,8722.11
1034,2024-05,73,115.0,7135.71,12216.05
1034,2024-06,112,86.0,13006.02,11219.04
1034,2024-07,107,132.0,9346.57,16151.71
1034,2024-08,105,75.0,10311.93,6493.93
1034,2024-09,88,101.0,10629.29,9276.81
1034,2024-10,102,63.0,10392.11,8080.87
1034,2024-11,115,111.0,10274.7,8390.21
1034,2024-12,97,66.0,7307.81,8120.93
1034,2025-01,81,144.0,5789.45,15892.43
1034,2025-02,76,104.0,6017.03,10475.44
1034,2025-03,96,88.0,10551.41,12062.7
1034,2025-04,88,121.0,8927.31,11975.23
1034,2025-05,143,45.0,12338.7,2469.64
1034,2025-06,93,94.0,16299.51,10179.18
1034,2025-07,135,131.0,12290.77,14616.54
1034,2025-08,132,104.0,13715.6,11664.77
1034,2025-09,69,79.0,7343.97,8944.22
1034,2025-10,81,91.0,7883.25,8730.88
1034,2025-11,113,102.0,11642.97,6592.08
1034,2025-12,78,107.0,5314.02,11378.37
1035,2022-01,86,79.0,9679.71,6545.97
1035,2022-02,82,82.0,8268.04,13754.07
1035,2022-03,57,99.0,5407.27,12194.36
1035,2022-04,92,38.0,11586.26,2753.57
1035,2022-05,98,65.0,7628.66,5664.89
1035,2022-06,116,120.0,10171.03,13428.08
1035,2022-07,92,102.0,9439.19,11709.4
1035,2022-08,87,96.0,9032.94,9754.28
1035,2022-09,83,142.0,7496.09,16776.85
1035,2022-10,103,129.0,5773.88,19382.98
1035,2022-11,95,68.0,9690.26,10564.43
1035,2022-12,109,68.0,9834.6,9006.4
1035,2023-01,71,94.0,6642.8,14390.52
1035,2023-02,93,131.0,7992.23,10387.32
1035,2023-03,119,114.0,7741.47,13125.05
1035,2023-04,112,83.0,11621.28,8790.93
1035,2023-05,89,84.0,7657.82,7767.52
1035,2023-06,72,98.0,5016.12,9903.58
1035,2023-07,97,73.0,11279.43,10750.16
1035,2023-08,125,65.0,15578.86,6799.1
1035,2023-09,98,84.0,9721.47,11224.9
1035,2023-10,110,88.0,9463.15,7817.01
1035,2023-11,110,145.0,8616.07,14369.65
1035,2023-12,91,80.0,9756.68,9025.61
1035,2024-01,71,73.0,8734.1,7811.9
1035,2024-02,109,,10003.22,9504.31
1035,2024-03,89,71.0,8839.45,8631.7
1035,2024-04,78,125.0,8831.51,9720.53
1035,2024-05,99,98.0,11075.29,11333.72
1035,2024-06,73,65.0,8738.72,6626.59
1035,2024-07,107,107.0,13872.82,7412.09
1035,2024-08,120,78.0,13647.16,10321.93
1035,2024-09,71,109.0,6661.92,10023.76
1035,2024-10,100,73.0,8025.12,8425.13
1035,2024-11,116,85.0,8181.37,13295.05
1035,2024-12,121,108.0,9553.1,9153.25
1035,2025-01,104,75.0,13623.47,7689.45
1035,2025-02,107,73.0,8708.96,5816.89
1035,2025-03,104,92.0,9735.93,9837.11
1035,2025-04,103,135.0,9829.86,10013.73
1035,2025-05,99,135.0,8752.22,13547.67
1035,2025-06,92,109.0,9603.33,8631.83
1035,2025-07,94,,11363.74,14867.67
1035,2025-08,116,90.0,10691.73,10982.09
1035,2025-09,76,97.0,4773.57,8714.68
1035,2025-10,85,69.0,9412.17,5595.7
1035,2025-11,92,92.0,7808.0,12339.17
1035,2025-12,89,104.0,6557.13,9105.9
1036,2022-01,92,91.0,8083.82,9346.24
1036,2022-02,129,95.0,12463.61,8512.59
1036,2022-03,149,138.0,16434.3,16075.69
1036,2022-04,85,95.0,8797.23,9703.07
1036,2022-05,82,80.0,8978.03,8550.22
1036,2022-06,58,101.0,7210.86,8422.39
1036,2022-07,104,63.0,12034.25,4528.65
1036,2022-08,74,91.0,10795.03,7666.65
1036,2022-09,74,110.0,7687.17,15387.28
1036,2022-10,74,60.0,6897.08,6511.05
1036,2022-11,106,125.0,7430.12,9877.07
1036,2022-12,96,119.0,10437.91,10580.28
1036,2023-01,79,120.0,9323.45,19890.55
1036,2023-02,95,139.0,7190.02,11944.28
1036,2023-03,86,87.0,7071.78,7476.69
1036,2023-04,98,88.0,11009.71,8554.28
1036,2023-05,99,135.0,10452.69,13911.77
1036,2023-06,99,100.0,10953.98,7961.74
1036,2023-07,121,137.0,14764.2,11949.37
1036,2023-08,68,88.0,6964.97,10520.31
1036,2023-09,95,91.0,12275.43,7540.53
1036,2023-10,120,121.0,8803.2,12836.49
1036,2023-11,88,76.0,5558.45,4628.18
1036,2023-12,107,89.0,11210.19,6518.32
1036,2024-01,93,92.0,6430.91,5387.37
1036,2024-02,108,102.0,8762.91,9872.47
1036,2024-03,112,144.0,9186.77,16470.28
1036,2024-04,140,100.0,17943.38,3593.39
1036,2024-05,127,99.0,7955.55,11718.55
1036,2024-06,119,128.0,14628.18,12613.05
1036,2024-07,84,,8293.71,9501.97
1036,2024-08,89,100.0,10378.18,10724.29
1036,2024-09,144,152.0,11073.79,12973.6
1036,2024-10,73,70.0,8039.38,5245.19
1036,2024-11,78,92.0,8980.1,8330.95
1036,2024-12,92,121.0,9998.55,13366.28
1036,2025-01,118,74.0,12230.22,6194.34
1036,2025-02,119,119.0,9389.01,15722.76
1036,2025-03,76,128.0,7861.82,9965.51
1036,2025-04,77,91.0,7618.44,7444.28
1036,2025-05,110,64.0,10919.56,6354.1
1036,2025-06,62,106.0,4622.52,4010.45
1036,2025-07,87,93.0,10196.69,8118.15
1036,2025-08,128,134.0,15478.01,17665.03
1036,2025-09,106,85.0,11889.94,10461.89
1036,2025-10,104,93.0,7124.35,10778.78
1036,2025-11,106,67.0,10744.1,7842.37
1036,2025-12,97,118.0,11084.44,7415.95
1037,2022-01,93,111.0,10925.13,14875.51
1037,2022-02,61,97.0,6924.51,12555.48
1037,2022-03,132,76.0,12149.09,5566.31
1037,2022-04,115,66.0,14118.11,8075.37
1037,2022-05,109,45.0,9375.4,5297.88
1037,2022-06,71,93.0,6910.31,11272.52
1037,2022-07,104,106.0,9431.73,10532.7
1037,2022-08,96,117.0,9200.58,14595.99
1037,2022-09,65,128.0,6241.04,16267.0
1037,2022-10,101,120.0,13018.13,10263.33
1037,2022-11,100,95.0,10348.29,5624.57
1037,2022-12,95,93.0,7963.38,8778.63
1037,2023-01,68,133.0,7356.86,19382.04
1037,2023-02,82,70.0,8603.8,4058.68
1037,2023-03,103,81.0,9551.04,8540.63
1037,2023-04,100,145.0,11181.14,9750.17
1037,2023-05,118,66.0,11920.37,4509.65
1037,2023-06,82,131.0,7239.8,10899.89
1037,2023-07,88,91.0,11243.36,6367.25
1037,2023-08,74,113.0,5012.59,10173.08
1037,2023-09,121,99.0,10859.41,8067.16
1037,2023-10,81,84.0,8252.5,10894.5
1037,2023-11,118,84.0,9994.21,9751.93
1037,2023-12,63,88.0,5838.84,6285.51
1037,2024-01,79,107.0,5242.29,8153.12
1037,2024-02,86,100.0,6181.55,12550.78
1037,2024-03,92,92.0,8439.75,7541.7
1037,2024-04,79,126.0,8124.01,12070.9
1037,2024-05,118,80.0,13119.95,7918.4
1037,2024-06,81,117.0,5606.04,13385.88
1037,2024-07,81,108.0,10195.31,12126.07
1037,2024-08,86,97.0,7854.79,6723.38
1037,2024-09,76,99.0,8291.68,5413.14
1037,2024-10,97,110.0,9758.47,8069.05
1037,2024-11,118,68.0,13113.7,9339.3
1037,2024-12,58,104.0,6060.34,10758.5
1037,2025-01,83,90.0,5876.08,9096.12
1037,2025-02,108,81.0,8643.16,6977.97
1037,2025-03,98,99.0,9421.48,9840.37
1037,2025-04,72,30.0,7938.78,3977.21
1037,2025-05,70,81.0,7280.65,9803.46
1037,2025-06,110,128.0,10673.67,13794.19
1037,2025-07,106,87.0,12895.23,9820.2
1037,2025-08,117,88.0,13837.39,6313.63
1037,2025-09,105,33.0,8217.41,3814.66
1037,2025-10,89,101.0,5896.44,13678.35
1037,2025-11,109,96.0,11571.31,10132.39
1037,2025-12,125,102.0,8649.7,9308.02
1038,2022-01,123,111.0,11042.07,12480.29
1038,2022-02,100,112.0,6696.06,8461.3
1038,2022-03,111,92.0,11642.28,13377.31
1038,2022-04,91,103.0,7926.92,8469.67
1038,2022-05,96,61.0,5458.26,7983.52
1038,2022-06,95,124.0,9537.73,12542.68
1038,2022-07,111,115.0,8268.24,14608.12
1038,2022-08,79,102.0,11689.04,10146.87
1038,2022-09,130,89.0,14302.45,8791.12
1038,2022-10,106,76.0,8488.96,8035.13
1038,2022-11,67,76.0,7407.82,6270.81
1038,2022-12,80,70.0,8072.34,6205.73
1038,2023-01,100,92.0,13417.94,7993.76
1038,2023-02,59,100.0,5786.81,10136.0
1038,2023-03,66,125.0,6430.17,12062.9
1038,2023-04,67,109.0,6483.16,14222.65
1038,2023-05,89,67.0,8948.58,5045.05
1038,2023-06,106,71.0,10125.9,6534.32
1038,2023-07,97,85.0,7978.65,8168.99
1038,2023-08,86,101.0,7976.47,4337.14
1038,2023-09,96,131.0,9977.79,14684.74
1038,2023-10,106,86.0,7647.85,10078.64
1038,2023-11,118,111.0,12540.24,11890.68
1038,2023-12,97,104.0,9533.0,10967.16
1038,2024-01,79,82.0,8614.97,7328.69
1038,2024-02,51,100.0,2748.38,14372.41
1038,2024-03,111,113.0,9464.42,7956.89
1038,2024-04,93,98.0,7742.5,9941.3
1038,2024-05,111,112.0,8671.9,5109.95
1038,2024-06,98,81.0,10459.87,11107.12
1038,2024-07,129,104.0,15411.7,14266.92
1038,2024-08,99,104.0,11342.12,10080.59
1038,2024-09,88,79.0,8657.97,6553.92
1038,2024-10,113,89.0,14275.26,11291.5
1038,2024-11,74,123.0,6707.94,16079.0
1038,2024-12,108,96.0,12015.63,8132.85
1038,2025-01,104,107.0,9947.69,11484.09
1038,2025-02,79,111.0,5956.92,12544.04
1038,2025-03,107,115.0,9409.98,19613.76
1038,2025-04,94,101.0,7922.31,13371.64
1038,2025-05,89,122.0,7186.15,12908.87
1038,2025-06,91,120.0,8486.81,9359.85
1038,2025-07,107,70.0,8631.75,8177.83
1038,2025-08,63,116.0,5752.56,8926.01
1038,2025-09,103,113.0,9053.43,10686.82
1038,2025-10,114,116.0,11181.28,9348.76
1038,2025-11,81,84.0,9070.29,9456.55
1038,2025-12,104,131.0,9724.9,11792.39
1039,2022-01,91,144.0,5492.06,15256.42
1039,2022-02,107,100.0,15347.5,12682.38
1039,2022-03,113,78.0,12292.88,7057.08
1039,2022-04,100,104.0,9035.77,11881.69
1039,2022-05,130,123.0,13467.39,6627.85
1039,2022-06,120,124.0,11512.86,10943.18
1039,2022-07,112,80.0,12839.37,5932.38
1039,2022-08,82,99.0,5927.15,9867.89
1039,2022-09,109,68.0,12769.7,5880.86
1039,2022-10,110,104.0,10031.55,9092.75
1039,2022-11,67,83.0,5716.36,11482.1
1039,2022-12,118,67.0,13554.54,7035.55
1039,2023-01,92,110.0,10552.48,9511.21
1039,2023-02,94,103.0,7651.91,10730.24
1039,2023-03,98,83.0,8243.81,8883.54
1039,2023-04,116,107.0,9730.74,12565.45
1039,2023-05,103,113.0,12537.29,8901.25
1039,2023-06,97,85.0,8106.13,12479.68
1039,2023-07,117,58.0,12627.03,5042.04
1039,2023-08,121,101.0,11699.89,10431.39
1039,2023-09,107,100.0,10256.65,9673.01
1039,2023-10,109,73.0,10892.84,7092.77
1039,2023-11,90,117.0,6827.22,10697.8
1039,2023-12,84,112.0,7663.73,11325.05
1039,2024-01,107,62.0,11602.12,5115.64
1039,2024-02,95,97.0,10933.9,11370.52
1039,2024-03,132,104.0,12023.58,9178.17
1039,2024-04,112,137.0,11912.59,11855.3
1039,2024-05,105,105.0,10563.73,8678.6
1039,2024-06,52,87.0,6222.53,9131.57
1039,2024-07,58,100.0,3798.9,14645.34
1039,2024-08,103,71.0,11834.91,5803.14
1039,2024-09,110,100.0,8575.87,11552.53
1039,2024-10,74,131.0,7483.63,9953.26
1039,2024-11,66,137.0,8389.04,9679.35
1039,2024-12,130,103.0,12462.77,10090.9
1039,2025-01,94,133.0,9663.62,7578.88
1039,2025-02,139,120.0,11073.33,11001.5
1039,2025-03,83,101.0,8911.18,10661.57
1039,2025-04,88,81.0,10192.14,7909.86
1039,2025-05,142,81.0,16291.18,8192.46
1039,2025-06,85,131.0,8696.15,10366.24
1039,2025-07,94,123.0,7249.23,16259.77
1039,2025-08,112,93.0,14039.13,13099.12
1039,2025-09,111,103.0,14932.54,13899.29
1039,2025-10,82,95.0,7869.8,8587.22
1039,2025-11,71,121.0,7211.3,12379.77
1039,2025-12,126,86.0,12465.59,9151.82
1040,2022-01,91,97.0,10407.67,9680.36
1040,2022-02,124,82.0,12869.43,5455.07
1040,2022-03,97,83.0,12180.9,9750.47
1040,2022-04,109,143.0,13856.63,16713.5
1040,2022-05,87,66.0,8651.35,6048.15
1040,2022-06,87,93.0,5991.5,12562.31
1040,2022-07,78,84.0,8637.22,5179.71
1040,2022-08,117,122.0,11010.59,9100.55
1040,2022-09,91,56.0,11483.18,5671.63
1040,2022-10,86,78.0,9531.47,10567.51
1040,2022-11,75,86.0,5008.07,9972.85
1040,2022-12,102,153.0,9963.84,13724.32
1040,2023-01,86,120.0,5950.33,14129.98
1040,2023-02,104,88.0,8623.03,10996.49
1040,2023-03,135,89.0,14853.78,12572.81
1040,2023-04,88,94.0,6764.86,9070.79
1040,2023-05,98,90.0,8425.85,5620.68
1040,2023-06,74,76.0,8300.78,6681.66
1040,2023-07,83,115.0,9187.25,9439.35
1040,2023-08,88,115.0,9410.65,9215.48
1040,2023-09,104,99.0,12604.03,7856.79
1040,2023-10,116,110.0,9371.93,13760.73
1040,2023-11,117,68.0,16119.49,4942.34
1040,2023-12,82,92.0,9405.03,10478.99
1040,2024-01,98,132.0,10557.85,17599.27
1040,2024-02,153,104.0,7762.9,9274.04
1040,2024-03,79,102.0,8047.85,7201.27
1040,2024-04,77,93.0,7409.44,3484.29
1040,2024-05,118,100.0,11777.34,10714.03
1040,2024-06,80,98.0,9600.72,12344.24
1040,2024-07,108,93.0,9086.29,12265.7
1040,2024-08,110,89.0,6375.96,7024.77
1040,2024-09,62,130.0,6426.57,10648.76
1040,2024-10,94,163.0,11624.36,10966.99
1040,2024-11,97,70.0,6437.84,7297.31
1040,2024-12,147,138.0,14825.47,12530.5
1040,2025-01,103,125.0,7351.84,6775.8
1040,2025-02,136,106.0,17887.4,11218.23
1040,2025-03,129,84.0,14162.41,11605.61
1040,2025-04,120,88.0,14114.89,7358.65
1040,2025-05,71,112.0,9060.85,13548.16
1040,2025-06,75,121.0,8506.91,10724.59
1040,2025-07,50,125.0,5877.25,14038.14
1040,2025-08,65,63.0,7803.83,7553.32
1040,2025-09,109,93.0,11751.88,8050.02
1040,2025-10,93,78.0,9776.33,6989.88
1040,2025-11,118,117.0,9894.39,17041.86
1040,2025-12,77,111.0,9360.0,14638.76
1041,2022-01,56,124.0,6960.74,16843.05
1041,2022-02,55,83.0,5391.67,7377.42
1041,2022-03,126,83.0,15688.95,9462.29
1041,2022-04,70,75.0,6344.22,7681.14
1041,2022-05,119,95.0,14061.77,5763.96
1041,2022-06,39,91.0,4257.55,8278.36
1041,2022-07,79,110.0,10954.05,10715.64
1041,2022-08,85,78.0,11842.23,7721.39
1041,2022-09,112,130.0,13612.88,10003.65
1041,2022-10,119,121.0,13064.39,15154.08
1041,2022-11,88,98.0,7876.52,11657.86
1041,2022-12,86,109.0,6718.28,10567.55
1041,2023-01,92,97.0,9444.54,9254.12
1041,2023-02,95,48.0,11600.04,4052.08
1041,2023-03,95,79.0,11398.49,6113.99
1041,2023-04,110,129.0,14620.11,16731.98
1041,2023-05,112,70.0,14091.34,9080.24
1041,2023-06,116,120.0,11783.94,10466.24
1041,2023-07,121,131.0,9602.53,16106.97
1041,2023-08,105,122.0,11091.49,15607.33
1041,2023-09,120,122.0,8726.77,14738.24
1041,2023-10,101,72.0,11549.43,4772.85
1041,2023-11,118,142.0,10655.98,17506.06
1041,2023-12,109,116.0,8009.41,13410.67
1041,2024-01,103,118.0,10359.92,15072.69
1041,2024-02,105,117.0,13401.27,12298.61
1041,2024-03,120,106.0,13303.62,9287.09
1041,2024-04,115,,11378.08,15765.48
1041,2024-05,109,73.0,11725.11,9733.65
1041,2024-06,91,56.0,9524.45,4755.76
1041,2024-07,138,99.0,13877.04,8447.49
1041,2024-08,105,86.0,8704.65,8540.69
1041,2024-09,84,133.0,6530.12,13174.79
1041,2024-10,87,66.0,11603.52,3249.83
1041,2024-11,129,66.0,13219.0,10323.96
1041,2024-12,58,67.0,7334.18,7043.47
1041,2025-01,89,100.0,7278.45,10388.21
1041,2025-02,130,91.0,13446.58,11864.42
1041,2025-03,139,86.0,14817.7,7489.97
1041,2025-04,88,91.0,7771.14,5321.31
1041,2025-05,61,82.0,6301.11,10712.48
1041,2025-06,90,96.0,10229.03,11425.48
1041,2025-07,98,99.0,13465.59,9176.57
1041,2025-08,91,61.0,9936.44,5760.08
1041,2025-09,138,92.0,16092.25,11382.92
1041,2025-10,132,68.0,17339.0,6882.18
1041,2025-11,98,93.0,9111.55,8598.99
1041,2025-12,55,113.0,5606.11,8771.43
1042,2022-01,99,157.0,10706.02,14349.15
1042,2022-02,134,81.0,13090.85,7075.82
1042,2022-03,96,118.0,10755.45,9795.16
1042,2022-04,98,102.0,9084.73,10195.65
1042,2022-05,86,82.0,8732.01,6203.22
1042,2022-06,108,96.0,8929.38,8244.06
1042,2022-07,91,96.0,9359.79,9188.06
1042,2022-08,83,135.0,9814.09,13968.71
1042,2022-09,119,108.0,11374.63,11106.86
1042,2022-10,152,124.0,18370.86,11305.61
1042,2022-11,112,155.0,12195.77,19654.86
1042,2022-12,125,116.0,16398.44,12334.04
1042,2023-01,110,85.0,16698.59,9189.56
1042,2023-02,102,134.0,9295.29,13479.67
1042,2023-03,85,101.0,7908.63,11499.4
1042,2023-04,98,86.0,9296.4,8412.38
1042,2023-05,90,123.0,10221.61,12818.09
1042,2023-06,77,113.0,5837.84,11883.88
1042,2023-07,101,86.0,8534.11,7213.21
1042,2023-08,140,94.0,13515.85,11642.22
1042,2023-09,108,126.0,8297.87,9371.81
1042,2023-10,164,99.0,15570.62,10351.32
1042,2023-11,119,71.0,12614.41,7098.64
1042,2023-12,113,104.0,10202.03,8296.16
1042,2024-01,53,124.0,3826.62,11276.46
1042,2024-02,132,90.0,14825.75,8601.98
1042,2024-03,113,101.0,10251.4,13450.5
1042,2024-04,95,68.0,8948.54,7726.36
1042,2024-05,79,119.0,9105.24,18050.56
1042,2024-06,88,116.0,6019.58,10507.98
1042,2024-07,102,110.0,10144.72,10830.75
1042,2024-08,88,89.0,9362.25,10152.16
1042,2024-09,112,124.0,13814.27,7114.75
1042,2024-10,90,96.0,7933.39,12073.17
1042,2024-11,114,98.0,11723.23,12834.12
1042,2024-12,93,93.0,10965.11,10407.28
1042,2025-01,127,109.0,14589.13,9545.87
1042,2025-02,82,100.0,4070.67,11042.73
1042,2025-03,119,102.0,11458.35,12922.89
1042,2025-04,99,124.0,14110.7,14629.31
1042,2025-05,118,112.0,12429.45,12012.65
1042,2025-06,101,126.0,7033.89,11876.85
1042,2025-07,113,80.0,11132.14,6724.51
1042,2025-08,108,121.0,13860.24,13633.3
1042,2025-09,86,106.0,9581.95,14245.36
1042,2025-10,59,109.0,3869.87,12835.06
1042,2025-11,109,112.0,12802.05,12305.33
