TransactionID,TransactionDate,StoreID,ProductID,CustomerID,ChannelID,Quantity,UnitPrice,Discount,Revenue,Cost,GST,TransactionTime,State
TXN00015003,2023-11-13,STR027,PRD01622,CUST017408,CH003,6,19.04,0.05,108.53,49.32,10.85,10:14:00,Vic
TXN00038029,2023-09-09,STR010,PRD00161,CUST004577,CH002,1,39.96,0.0,39.96,30.64,4.0,06:09:00,NSW
TXN00032671,2022-07-01,STR034,PRD01246,CUST011532,CH001,7,11.71,0.15,69.67,49.28,6.97,12:52:00,VIC
TXN00016548,2024-01-22,STR013,PRD00590,CUST007992,CH002,6,21.97,0.05,125.23,99.12,12.52,12:41:00,NSW
TXN00049263,2022-08-09,STR011,PRD00857,CUST006099,CH002,3,71.78,0.0,215.34,103.32,21.53,18:16:00,nsw
TXN00048957,2022-07-02,STR008,PRD01419,CUST004462,CH001,5,76.01,0.0,380.05,168.25,38.01,06:44:00,NSW
TXN00028740,2024-02-13,STR037,PRD01221,CUST014700,CH002,0,39.47,0.0,276.29,178.36,27.63,20:59:00,VIC
TXN00001357,2023-09-14,STR034,PRD00900,CUST005372,CH002,8,38.9,0.0,311.2,181.04,31.12,12:19:00,VIC
TXN00045805,2022-07-28,STR002,PRD00533,CUST007746,CH003,2,12.19,0.0,24.38,12.28,2.44,16:23:00,nsw
TXN00048744,2023-03-30,STR050,PRD01228,CUST005583,CH001,4,40.35,0.0,161.4,104.48,16.14,15:12:00,QLD
TXN00015157,2023-06-07,STR031,PRD01616,CUST019806,CH002,2,25.03,0.0,50.06,24.56,5.01,12:47:00,VIC
TXN00013121,2022-11-12,STR030,PRD00558,CUST003920,CH002,3,4.11,0.0,12.33,5.85,1.23,17:40:00,VIC
TXN00002969,2023-05-27,STR005,PRD01589,CUST011624,CH001,2,73.64,0.15,125.19,88.9,12.52,13:00:00,NSW
TXN00043323,2023-11-19,STR018,PRD01229,CUST018810,CH002,1,91.9,0.0,91.9,49.23,9.19,17:10:00,Nsw
TXN00034682,2022-11-08,STR048,PRD01172,CUST011755,CH003,3,67.44,0.0,202.32,116.67,20.23,21:39:00,QLD
TXN00040187,2023-11-27,STR021,PRD00136,CUST005571,CH001,10,52.7,0.0,527.0,383.4,52.7,21:23:00,vic
TXN00017979,2022-07-26,STR042,PRD01590,CUST008103,CH001,9,34.76,0.0,312.84,211.77,31.28,13:11:00,Qld
TXN00033207,2023-01-04,STR028,PRD01329,,CH001,6,21.81,0.0,130.86,94.5,13.09,17:41:00,Vic
TXN00003186,2023-03-17,STR014,PRD00734,CUST001408,CH001,4,29.61,0.1,106.6,71.4,10.66,10:16:00,NSW
TXN00007864,2022-10-01,STR034,PRD00527,CUST005570,CH003,1,61.4,0.0,61.4,40.3,6.14,21:03:00,Vic
TXN00045290,2022-11-11,STR005,PRD00317,CUST000217,CH001,4,106.49,0.0,425.96,174.92,42.6,17:30:00,Nsw
TXN00020842,2023-11-30,STR009,PRD01845,CUST008707,CH001,10,67.14,0.1,604.26,342.2,60.43,19:17:00,Nsw
TXN00027471,2023-01-28,STR027,PRD00505,CUST017995,CH002,5,5.31,0.0,26.55,15.8,2.66,18:57:00,vic
TXN00033219,2024-06-13,STR027,PRD00346,CUST016795,CH001,8,79.24,0.0,633.92,324.96,63.39,19:48:00,Vic
TXN00015894,2023-05-19,STR022,PRD00803,CUST017393,CH001,5,98.35,0.0,491.75,201.75,49.18,09:53:00,Vic
TXN00002866,2023-05-02,STR032,PRD00574,,CH003,9,78.42,0.0,705.78,428.58,70.58,19:20:00,Vic
TXN00005050,2023-12-28,STR033,PRD01934,CUST016589,CH001,1,40.75,0.0,40.75,20.96,4.08,06:30:00,VIC
TXN00030861,2023-10-18,STR002,PRD01097,CUST004522,CH001,7,112.48,0.0,787.36,331.66,78.74,13:12:00,nsw
TXN00027609,2022-12-18,STR023,PRD00065,CUST014326,CH001,10,9.85,0.0,98.5,39.6,9.85,12:02:00,vic
TXN00038104,2024-03-31,STR046,PRD00736,,CH001,2,73.4,0.0,146.8,88.58,14.68,19:13:00,QLD
TXN00021261,2023-12-30,STR025,PRD00989,CUST007479,CH003,5,51.98,0.0,259.9,134.55,25.99,19:30:00,vic
TXN00042071,2024-05-25,STR002,PRD01201,CUST002950,CH002,5,66.56,0.0,332.8,165.45,33.28,16:28:00,nsw
TXN00045861,2023-01-22,STR035,PRD00429,CUST007963,CH003,9,38.56,0.0,347.04,228.33,34.7,14:44:00,Vic
TXN00007429,2023-02-15,STR043,PRD01341,CUST018224,CH002,10,40.78,0.1,367.02,211.4,36.7,07:41:00,qld
TXN00011981,2023-04-18,STR001,PRD00032,CUST000973,CH001,7,54.53,0.2,305.37,209.51,30.54,16:23:00,Nsw
TXN00033958,2023-08-11,STR008,PRD00567,CUST011384,CH002,6,67.69,0.0,406.14,202.62,40.61,07:30:00,Nsw
TXN00013001,2022-12-13,STR003,PRD01079,,CH003,1,109.6,0.0,109.6,49.84,10.96,22:32:00,Nsw
TXN00014092,2023-06-19,STR047,PRD00561,CUST011127,CH002,5,62.85,0.0,314.25,200.4,31.42,22:13:00,Qld
TXN00043818,2023-04-30,STR027,PRD00315,CUST013938,CH002,9,52.84,0.0,475.56,300.51,47.56,14:04:00,VIC
TXN00024002,2023-11-26,STR007,PRD01047,CUST010981,CH001,2,38.88,0.0,77.76,39.16,7.78,06:36:00,NSW
TXN00033427,2023-09-06,STR028,PRD01876,CUST001905,CH002,1,69.94,0.1,62.95,29.57,6.3,16:57:00,VIC
TXN00039465,2022-07-08,STR007,PRD00058,CUST018936,CH003,2,34.64,0.0,69.28,28.58,6.93,15:28:00,NSW
TXN00027343,2022-11-07,STR036,PRD00385,CUST001632,CH001,1,92.94,0.0,92.94,46.6,9.29,19:44:00,Vic
TXN00002245,2023-11-16,STR029,PRD00619,CUST016298,CH002,8,62.13,0.05,472.19,310.32,47.22,16:11:00,vic
TXN00040083,2023-03-31,STR040,PRD01160,CUST013693,CH002,6,42.32,0.2,203.14,156.42,20.31,14:27:00,QLD
TXN00002275,2024-02-04,STR014,PRD01278,CUST001776,CH003,8,73.19,0.05,556.24,274.96,55.62,09:57:00,Nsw
TXN00000179,2023-05-18,STR005,PRD01869,CUST015513,CH001,3,41.36,0.0,124.08,83.31,12.41,15:46:00,NSW
TXN00006272,2024-05-13,STR021,PRD00761,,CH002,2,31.94,0.0,63.88,40.08,6.39,12:04:00,VIC
TXN00043177,2024-03-04,STR020,PRD01985,CUST013202,CH003,1,51.78,0.05,49.19,22.89,4.92,16:21:00,NSW
TXN00035680,2023-03-14,STR008,PRD00076,CUST003385,CH001,5,53.63,0.0,268.15,145.0,26.82,21:28:00,Nsw
TXN00025249,2022-08-30,STR013,PRD00459,CUST002469,CH003,9,23.34,0.1,189.05,138.33,18.9,12:32:00,Nsw
TXN00023894,2022-11-06,STR037,PRD01375,CUST016880,CH003,1,74.61,0.05,70.88,35.41,7.09,21:21:00,Vic
TXN00020829,2023-07-16,STR035,PRD00641,CUST017934,CH001,1,40.58,0.1,36.52,19.84,3.65,07:24:00,vic
TXN00032971,2023-02-05,STR049,PRD01429,CUST002695,CH001,6,64.02,0.0,384.12,172.38,38.41,22:00:00,Qld
TXN00002370,2023-04-22,STR028,PRD01459,CUST008066,CH001,3,32.81,0.15,83.67,44.46,8.37,07:31:00,VIC
TXN00008793,2024-01-28,STR021,PRD00484,CUST014292,CH003,8,5.31,0.05,40.36,17.36,4.04,17:53:00,VIC
TXN00018330,2023-04-14,STR013,PRD00775,CUST003637,CH002,9,33.61,0.0,302.49,175.14,30.25,16:22:00,NSW
TXN00048355,2024-06-14,STR048,PRD01330,CUST009855,CH002,1,73.37,0.15,62.36,31.51,6.24,07:26:00,QLD
TXN00048004,2023-02-11,STR025,PRD00512,CUST011044,CH001,8,8.86,0.0,70.88,36.48,,21:16:00,Vic
TXN00047303,2023-12-28,STR045,PRD00029,CUST011461,CH001,6,70.83,0.0,424.98,276.06,42.5,10:51:00,Qld
TXN00009400,2024-01-02,STR022,PRD00129,CUST017700,CH001,9,3.73,0.0,33.57,24.75,3.36,19:47:00,VIC
TXN00025780,2023-02-15,STR024,PRD00354,CUST017232,CH001,9,77.56,0.0,698.04,395.64,69.8,09:31:00,VIC
TXN00008995,2022-12-22,STR046,PRD00538,,CH001,1,51.07,0.0,51.07,33.1,5.11,17:17:00,QLD
TXN00045977,2023-03-14,STR047,PRD00036,CUST010738,CH003,9,109.32,0.0,983.88,418.41,98.39,20:07:00,QLD
TXN00024953,2022-12-11,STR046,PRD01207,CUST001938,CH003,8,4.74,0.0,37.92,16.56,3.79,12:55:00,QLD
TXN00011127,2024-06-26,STR001,PRD00998,CUST016392,CH002,8,19.38,0.0,155.04,80.96,15.5,11:09:00,Nsw
TXN00040667,2023-01-15,STR025,PRD01932,CUST010090,CH002,7,58.31,0.0,408.17,221.62,40.82,06:03:00,vic
TXN00027526,2023-10-29,STR041,PRD01078,CUST007691,CH003,7,27.83,0.0,194.81,86.38,19.48,22:29:00,Qld
TXN00047331,2023-04-10,STR023,PRD00248,CUST002785,CH001,10,41.42,0.0,414.2,267.6,41.42,13:08:00,VIC
TXN00020373,2024-02-01,STR047,PRD01997,CUST006153,CH002,3,92.05,0.0,276.15,112.95,27.62,14:26:00,Qld
TXN00019886,2022-12-19,STR033,PRD01385,CUST008097,CH002,5,0.94,0.0,4.7,3.5,0.47,17:18:00,VIC
TXN00033128,2023-02-15,STR036,PRD01678,,CH001,5,103.78,0.2,415.12,230.2,41.51,13:49:00,VIC
TXN00021043,2022-12-14,STR037,PRD01324,,CH001,5,87.37,0.0,436.85,177.55,,11:58:00,VIC
TXN00032574,2024-04-14,STR027,PRD01035,,CH002,5,73.42,0.0,367.1,203.25,36.71,21:42:00,VIC
TXN00012489,2022-07-13,STR047,PRD01992,,CH001,5,18.72,0.0,93.6,71.15,9.36,09:27:00,Qld
TXN00014125,2024-02-14,STR003,PRD00431,CUST016502,CH001,6,93.56,0.0,561.36,287.34,56.14,11:09:00,Nsw
TXN00044158,2023-04-12,STR022,PRD01478,CUST018882,CH002,5,17.87,0.1,80.42,38.4,8.04,16:01:00,Vic
TXN00046866,2023-07-26,STR001,PRD01095,CUST016218,CH002,5,53.91,0.0,269.55,139.75,26.96,07:15:00,NSW
TXN00000653,2024-05-11,STR026,PRD00412,CUST005090,CH001,2,49.19,0.0,98.38,65.64,9.84,16:03:00,VIC
TXN00020417,2023-06-06,STR033,PRD00985,CUST010948,CH003,2,74.07,0.0,148.14,84.98,,08:26:00,VIC
TXN00004612,2022-08-16,STR035,PRD01482,CUST018984,CH002,5,64.7,0.0,323.5,153.6,32.35,06:42:00,VIC
TXN00007058,2023-11-20,STR013,PRD01246,CUST008979,CH002,7,10.8,0.0,75.6,49.28,7.56,07:10:00,NSW
TXN00035200,2024-02-27,STR040,PRD00155,CUST001710,CH002,3,4.1,0.0,12.3,6.96,1.23,09:49:00,QLD
TXN00049012,2023-11-12,STR012,PRD01642,CUST018394,CH002,7,1.58,0.0,11.06,5.81,1.11,10:08:00,NSW
TXN00023711,2024-02-03,STR045,PRD01684,CUST019353,CH003,2,15.03,0.0,30.06,18.0,3.01,14:50:00,qld
TXN00028754,2023-04-29,STR036,PRD00104,CUST017348,CH001,4,39.96,0.0,159.84,116.0,15.98,16:58:00,VIC
TXN00025118,2023-12-15,STR004,PRD00620,CUST000634,CH001,10,44.8,0.0,448.0,267.6,44.8,15:26:00,NSW
TXN00042158,2023-10-20,STR002,PRD00762,CUST014292,CH001,7,62.35,0.05,414.63,201.46,41.46,11:13:00,nsw
TXN00021489,2022-12-21,STR016,PRD00785,CUST002610,CH003,5,80.86,0.2,323.44,185.9,32.34,18:25:00,nsw
TXN00049704,2023-11-17,STR017,PRD00350,CUST000899,CH003,9,94.34,0.0,849.06,362.52,84.91,20:08:00,NSW
TXN00038847,2024-01-01,STR015,PRD01250,,CH001,4,62.71,0.0,250.84,131.16,25.08,16:36:00,NSW
TXN00023168,2023-08-15,STR004,PRD00553,CUST011134,CH001,9,70.85,0.0,637.65,382.77,63.76,13:03:00,NSW
TXN00036155,2024-02-22,STR001,PRD01768,CUST018018,CH002,4,59.92,0.0,239.68,100.28,,14:35:00,NSW
TXN00030835,2024-01-12,STR044,PRD00731,CUST015711,CH002,6,22.13,0.0,132.78,73.68,13.28,15:56:00,qld
TXN00035619,2022-09-04,STR039,PRD00531,CUST003974,CH002,1,59.97,0.0,59.97,36.88,6.0,07:49:00,qld
TXN00010326,2024-06-17,STR026,PRD00405,CUST002160,CH002,8,84.4,0.05,641.44,382.32,64.14,13:19:00,Vic
TXN00029161,2023-10-19,STR023,PRD00104,CUST005416,CH003,7,54.91,0.2,307.5,203.0,30.75,09:24:00,Vic
TXN00046163,2023-10-01,STR015,PRD01426,CUST017071,CH002,1,76.67,0.0,76.67,40.59,7.67,21:35:00,Nsw
TXN00007420,2024-04-24,STR011,PRD01555,CUST001144,CH001,9,13.81,0.2,99.43,74.88,9.94,11:12:00,NSW
TXN00015976,2022-09-06,STR003,PRD01966,CUST018870,CH003,10,11.98,0.0,119.8,50.7,11.98,16:05:00,nsw
TXN00037085,2022-07-23,STR044,PRD01809,CUST015317,CH002,9,19.44,0.0,174.96,132.75,17.5,10:15:00,QLD
TXN00007875,2024-01-26,STR042,PRD00666,CUST002994,CH001,2,10.47,0.0,20.94,15.9,2.09,20:54:00,QLD
TXN00021285,2024-01-14,STR015,PRD00501,CUST004470,CH001,5,55.71,0.05,264.62,147.8,26.46,09:30:00,NSW
TXN00023883,2023-05-15,STR003,PRD01808,CUST012692,CH002,6,23.99,0.1,129.55,69.66,12.96,06:33:00,nsw
TXN00025492,2023-09-14,STR016,PRD00024,CUST019611,CH002,9,92.76,0.0,834.84,406.53,83.48,06:34:00,Nsw
TXN00024889,2023-02-22,STR045,PRD01291,CUST015838,CH002,3,10.36,0.0,31.08,19.08,3.11,06:38:00,QLD
TXN00031582,2022-08-17,STR009,PRD01368,CUST004430,CH003,8,38.53,0.05,292.83,187.12,29.28,08:07:00,nsw
TXN00036812,2023-06-08,STR040,PRD01842,CUST013030,CH002,10,43.59,0.0,435.9,293.9,,15:05:00,Qld
TXN00010912,2023-02-11,STR002,PRD00949,CUST007748,CH003,7,55.74,0.0,390.18,192.92,39.02,12:50:00,NSW
TXN00016184,2023-05-12,STR008,PRD00552,CUST011736,CH002,1,6.95,0.0,6.95,3.83,0.7,09:49:00,Nsw
TXN00001177,2023-03-24,STR041,PRD00581,CUST005619,CH001,10,47.04,0.05,446.88,288.5,44.69,09:09:00,Qld
TXN00013924,2022-12-26,STR049,PRD00753,CUST015640,CH003,4,67.2,0.0,268.8,109.72,26.88,07:04:00,QLD
TXN00037211,2023-01-18,STR038,PRD00471,CUST002910,CH001,7,76.1,0.1,479.43,328.23,47.94,11:37:00,VIC
TXN00003205,2023-02-16,STR017,PRD01332,CUST001815,CH003,5,58.4,0.05,277.4,125.65,27.74,14:17:00,NSW
TXN00003357,2023-10-13,STR028,PRD00520,,CH002,2,54.42,0.0,108.84,57.62,10.88,14:00:00,VIC
TXN00005426,2023-08-20,STR008,PRD01424,CUST016165,CH003,5,41.08,0.0,205.4,124.85,20.54,18:07:00,Nsw
TXN00045060,2024-05-28,STR020,PRD00372,CUST016355,CH002,2,77.52,0.0,155.04,76.54,15.5,22:19:00,nsw
TXN00039473,2023-05-23,STR024,PRD01133,CUST015429,CH003,2,6.48,0.0,12.96,8.84,,20:17:00,Vic
TXN00046378,2022-10-31,STR015,PRD00196,CUST004455,CH003,10,9.52,0.1,85.68,53.1,8.57,19:33:00,nsw
TXN00001580,2023-08-02,STR011,PRD00862,CUST001125,CH002,1,39.99,0.05,37.99,25.14,3.8,11:30:00,NSW
TXN00003904,2023-10-16,STR010,PRD00055,,CH003,6,12.52,0.0,75.12,35.1,7.51,16:56:00,NSW
TXN00027134,2023-10-04,STR015,PRD01869,CUST019398,CH002,3,50.8,0.0,152.4,83.31,15.24,18:25:00,NSW
TXN00012051,2024-03-12,STR036,PRD00268,CUST014073,CH002,5,8.9,0.0,44.5,27.95,4.45,13:20:00,VIC
TXN00030366,2023-11-16,STR047,PRD00460,CUST009494,CH001,6,79.12,0.0,474.72,204.6,47.47,15:23:00,QLD
TXN00032111,2023-05-17,STR006,PRD01703,CUST005995,CH001,4,53.68,0.0,214.72,151.76,21.47,14:29:00,Nsw
TXN00004536,2023-04-27,STR049,PRD00707,CUST017888,CH003,4,71.44,0.0,285.76,162.12,28.58,11:31:00,QLD
TXN00015733,2024-01-15,STR022,PRD00653,CUST010345,CH003,2,18.4,0.05,34.96,23.62,3.5,13:49:00,Vic
TXN00037367,2024-04-25,STR013,PRD00899,CUST010018,CH003,7,69.57,0.15,413.94,281.12,,17:49:00,NSW
TXN00033912,2024-06-08,STR048,PRD00312,CUST001001,CH002,7,10.53,0.0,73.71,41.93,7.37,12:26:00,qld
TXN00001551,2023-10-05,STR041,PRD01065,CUST004195,CH001,3,26.9,0.0,80.7,39.18,8.07,10:59:00,QLD
TXN00036923,2024-03-05,STR031,PRD00325,CUST012194,CH002,7,90.34,0.05,600.76,264.53,60.08,20:13:00,VIC
TXN00002350,99/99/9999,STR007,PRD00613,CUST012845,CH003,2,20.56,0.2,32.9,22.12,3.29,11:53:00,nsw
TXN00024186,2023-07-14,STR043,PRD01122,CUST003071,CH003,6,42.96,0.0,257.76,121.32,25.78,14:32:00,QLD
TXN00015203,2022-07-07,STR019,PRD00590,,CH001,2,30.4,0.1,54.72,33.04,5.47,07:52:00,NSW
TXN00025187,2023-02-07,STR003,PRD01961,,CH002,8,94.39,0.05,717.36,314.8,71.74,12:03:00,NSW
TXN00032657,2022-12-28,STR039,PRD00236,CUST005111,CH003,8,63.2,0.0,505.6,369.52,50.56,15:45:00,qld
TXN00013881,2023-06-02,STR028,PRD01260,CUST015446,CH001,2,76.84,0.0,153.68,94.94,15.37,13:49:00,vic
TXN00025093,2024-02-04,STR048,PRD01259,CUST001732,CH001,2,66.91,0.2,107.06,85.42,10.71,10:25:00,Qld
TXN00008321,2024-04-10,STR010,PRD01204,CUST001444,CH001,5,11.12,0.0,55.6,29.85,5.56,20:43:00,NSW
TXN00007774,2023-02-07,STR013,PRD00693,CUST006298,CH001,10,9.97,0.0,99.7,50.5,9.97,07:19:00,NSW
TXN00045990,2022-11-25,STR021,PRD01029,CUST001130,CH003,6,41.5,0.1,224.1,156.42,22.41,14:44:00,vic
TXN00037423,2023-07-07,STR028,PRD00725,CUST017442,CH003,7,27.41,0.0,191.87,80.85,19.19,22:14:00,VIC
TXN00022465,2023-07-02,STR041,PRD00963,CUST003708,CH001,4,41.57,0.0,166.28,67.72,16.63,12:27:00,qld
TXN00042711,2023-04-02,STR013,PRD00230,CUST016254,CH001,7,13.42,0.05,89.24,47.25,8.92,20:40:00,NSW
TXN00002973,2023-07-15,STR042,PRD01583,CUST007572,CH002,8,16.57,0.0,132.56,77.2,13.26,09:08:00,qld
TXN00014468,2024-02-19,STR043,PRD00074,CUST012873,CH001,10,11.23,0.0,112.3,77.9,11.23,08:20:00,QLD
TXN00032855,2023-02-07,STR044,PRD01328,CUST011459,CH003,6,20.69,0.0,124.14,56.1,12.41,09:43:00,QLD
TXN00004199,2022-10-26,STR010,PRD01493,CUST006725,CH003,2,106.68,0.05,202.69,85.78,20.27,19:47:00,nsw
TXN00017509,2023-10-07,STR008,PRD01282,,CH003,7,106.37,0.0,744.59,314.37,74.46,08:13:00,NSW
TXN00022840,2024-01-16,STR041,PRD01259,,CH003,4,96.9,0.0,387.6,170.84,38.76,16:11:00,qld
TXN00018737,2023-08-07,STR029,PRD00908,CUST003922,CH003,6,7.33,0.0,43.98,31.92,4.4,13:05:00,Vic
TXN00030615,2023-04-26,STR020,PRD01825,CUST006228,CH002,7,61.61,0.0,431.27,174.3,43.13,17:15:00,nsw
TXN00037667,2024-02-10,STR024,PRD00757,CUST003876,CH001,7,46.62,0.0,326.34,234.99,32.63,09:05:00,Vic
TXN00018703,2023-10-04,STR014,PRD00040,CUST015436,CH002,6,74.52,0.1,402.41,295.2,40.24,21:16:00,NSW
TXN00000992,2023-03-12,STR031,PRD00073,CUST003527,CH001,2,66.63,0.05,126.6,82.02,12.66,22:29:00,Vic
TXN00011384,2024-01-17,STR017,PRD01914,CUST003287,CH002,8,86.36,0.1,621.79,399.68,62.18,22:25:00,Nsw
TXN00049210,2024-00-01,STR026,PRD00776,CUST014613,CH003,4,54.75,0.1,197.1,95.68,19.71,18:53:00,Vic
TXN00025384,2024-03-02,STR020,PRD01376,CUST002086,CH002,7,47.17,0.0,330.19,146.93,33.02,17:57:00,nsw
TXN00011824,2024-06-25,STR001,PRD00577,CUST005346,CH001,1,37.77,0.1,33.99,24.69,3.4,09:02:00,nsw
TXN00039289,2024-04-14,STR037,PRD01039,CUST017983,CH003,3,11.09,0.0,33.27,21.51,3.33,13:35:00,VIC
TXN00022887,2024-05-05,STR029,PRD01637,CUST003580,CH002,6,22.38,0.1,120.85,67.08,12.08,07:25:00,vic
TXN00028185,2022-10-14,STR031,PRD01462,CUST000185,CH003,7,6.65,0.1,41.9,21.42,4.19,08:47:00,Vic
TXN00043942,2023-01-31,STR002,PRD01476,CUST010153,CH003,3,67.07,0.0,201.21,112.29,20.12,22:43:00,NSW
TXN00023732,2022-12-05,STR024,PRD01368,CUST013418,CH002,6,48.91,0.1,264.11,140.34,26.41,13:46:00,Vic
TXN00029017,2022-12-26,STR043,PRD00672,CUST015844,CH002,7,72.96,0.0,510.72,246.33,51.07,19:21:00,QLD
TXN00021706,2023-04-28,STR017,PRD01824,CUST018692,CH003,2,67.84,0.1,122.11,58.46,12.21,10:58:00,NSW
TXN00027760,2023-08-04,STR042,PRD00178,CUST006714,CH001,7,6.86,0.05,45.62,31.36,4.56,13:31:00,qld
TXN00032400,2024-02-26,STR045,PRD00877,CUST015924,CH002,6,15.21,0.15,77.57,57.3,7.76,22:05:00,qld
TXN00048008,2022-12-10,STR015,PRD01164,CUST000911,CH001,7,20.54,0.0,143.78,97.79,14.38,16:03:00,Nsw
TXN00001527,2024-01-07,STR027,PRD00810,CUST010345,CH001,9,63.17,0.0,568.53,289.89,,14:37:00,vic
TXN00012674,2023-04-21,STR010,PRD00215,,CH001,8,26.46,0.0,211.68,113.28,21.17,21:29:00,nsw
TXN00019935,2022-11-27,STR037,PRD00475,,CH002,3,88.99,0.05,253.62,132.6,25.36,06:46:00,VIC
TXN00017225,2023-07-07,STR026,PRD01330,CUST013187,CH001,2,42.89,0.0,85.78,63.02,8.58,22:36:00,Vic
TXN00018052,2023-07-12,STR028,PRD01558,CUST013969,CH002,4,68.64,0.0,274.56,156.24,27.46,06:22:00,Vic
TXN00016661,2023-01-05,STR002,PRD01150,CUST011381,CH002,2,59.32,0.1,106.78,90.98,10.68,20:50:00,NSW
TXN00003004,2023-10-23,STR033,PRD00158,CUST019197,CH002,6,42.69,0.0,256.14,156.96,25.61,20:39:00,VIC
TXN00035729,2023-04-04,STR006,PRD00725,,CH003,2,23.71,0.05,45.05,23.1,4.5,06:43:00,Nsw
TXN00024397,2023-06-04,STR007,PRD01298,CUST002917,CH003,4,8.93,0.0,35.72,17.72,3.57,17:56:00,NSW
TXN00043807,2024-02-13,STR017,PRD00009,CUST014365,CH003,10,20.75,0.0,207.5,159.3,20.75,13:37:00,nsw
TXN00049009,2023-11-14,STR009,PRD00615,CUST012704,CH001,8,47.13,0.0,377.04,279.44,37.7,18:04:00,NSW
TXN00043951,2022-11-17,STR002,PRD01954,CUST001622,CH003,7,8.31,0.0,58.17,41.79,5.82,17:26:00,nsw
TXN00010042,2023-07-15,STR036,PRD00106,CUST003162,CH002,1,86.03,0.0,86.03,38.74,8.6,08:31:00,Vic
TXN00041055,2023-03-08,STR004,PRD01388,CUST010169,CH001,2,56.31,0.2,90.1,58.18,9.01,17:42:00,NSW
TXN00042414,2023-12-23,STR030,PRD01667,CUST002731,CH002,1,30.07,0.0,30.07,21.16,3.01,20:58:00,VIC
TXN00015442,2023-03-12,STR012,PRD00063,CUST003674,CH003,2,19.16,0.0,38.32,19.82,3.83,06:20:00,nsw
TXN00028236,2023-07-08,STR006,PRD00836,CUST019999,CH001,4,35.12,0.0,140.48,98.92,14.05,16:49:00,nsw
TXN00022825,2023-02-08,STR018,PRD01752,CUST015087,CH002,9,13.25,0.05,113.29,71.55,,07:03:00,NSW
TXN00009412,2023-10-29,STR048,PRD01239,CUST001863,CH001,4,91.81,0.05,348.88,174.2,34.89,10:41:00,Qld
TXN00026898,2024-01-15,STR045,PRD01227,CUST017281,CH001,3,90.79,0.05,258.75,109.35,25.88,09:27:00,qld
TXN00049066,2022-09-06,STR028,PRD01829,CUST015778,CH003,8,26.53,0.1,191.02,146.8,19.1,06:23:00,VIC
TXN00029499,2023-02-18,STR048,PRD01551,CUST014916,CH001,10,41.25,0.0,412.5,251.3,41.25,16:04:00,QLD
TXN00013644,2023-03-16,STR022,PRD00966,CUST019420,CH002,1,78.19,0.15,66.46,33.61,6.65,13:59:00,vic
TXN00047044,99/99/9999,STR009,PRD01874,CUST016062,CH001,9,89.81,0.0,808.29,354.78,80.83,13:56:00,Nsw
TXN00041948,2022-10-16,STR040,PRD01715,CUST016094,CH002,5,66.0,0.0,330.0,238.25,33.0,08:34:00,QLD
TXN00024571,2023-06-03,STR029,PRD00996,CUST017189,CH003,8,46.61,0.0,372.88,167.44,37.29,13:25:00,VIC
TXN00027664,2023-02-22,STR012,PRD00217,,CH002,8,90.6,0.1,652.32,315.6,65.23,10:52:00,nsw
TXN00042204,2023-11-19,STR028,PRD00010,CUST017814,CH002,9,43.46,0.15,332.47,205.65,33.25,22:44:00,vic
TXN00028570,2023-07-31,STR008,PRD01063,CUST000783,CH001,4,87.03,0.1,313.31,151.48,31.33,20:21:00,NSW
TXN00023705,2024-03-09,STR005,PRD00925,CUST016968,CH003,10,64.66,0.1,581.94,485.4,58.19,18:38:00,Nsw
TXN00005123,2024-05-28,STR034,PRD01783,,CH002,5,11.67,0.0,58.35,24.85,5.84,20:49:00,VIC
TXN00028087,2024-02-06,STR004,PRD01442,CUST012130,CH003,2,48.64,0.05,92.42,44.24,9.24,08:18:00,nsw
TXN00036979,2022-11-19,STR012,PRD00920,CUST008307,CH001,9,51.37,0.0,462.33,352.44,46.23,06:52:00,NSW
TXN00014505,2023-05-10,STR036,PRD00715,,CH002,2,17.76,0.0,35.52,18.38,3.55,14:36:00,Vic
TXN00022833,2023-04-10,STR046,PRD01838,CUST018898,CH001,7,31.96,0.0,223.72,162.12,22.37,17:31:00,qld
TXN00024730,2022-12-11,STR038,PRD00476,CUST013102,CH003,9,96.81,0.0,871.29,411.84,,19:35:00,VIC
TXN00036368,2024-01-10,STR037,PRD01595,CUST012680,CH002,7,99.34,0.0,695.38,314.65,69.54,17:33:00,VIC
TXN00019440,2022-08-06,STR050,PRD01798,CUST015557,CH001,6,53.46,0.0,320.76,207.18,32.08,09:05:00,QLD
TXN00008902,2023-12-31,STR018,PRD01650,CUST001600,CH003,1,32.69,0.0,32.69,24.85,3.27,06:21:00,NSW
TXN00029006,2023-11-20,STR050,PRD01575,,CH003,10,3.93,0.1,35.37,24.8,3.54,19:59:00,qld
TXN00045723,2024-02-10,STR026,PRD00231,CUST000490,CH002,7,70.65,0.1,445.1,348.11,44.51,12:34:00,Vic
TXN00048372,2024-04-26,STR001,PRD00323,CUST018211,CH002,7,3.62,0.0,25.34,18.69,2.53,09:38:00,nsw
TXN00006697,2024-02-29,STR049,PRD00818,CUST009584,CH003,1,39.41,0.1,35.47,26.96,3.55,18:23:00,Qld
TXN00039066,2023-04-02,STR027,PRD01671,CUST005978,CH001,8,25.17,0.0,201.36,92.08,20.14,20:08:00,vic
