Color,Director,Reviews,Duration,Director_facebook_likes,Actor_3_facebook_likes,Actor_2_name,Actor_1_facebook_likes,Gross,Genre,Actor_1_name,Title,Votes,Cast_total_facebook_likes,Actor_3_name,Facenumber_in_poster,Plot_keywords,Movie_imdb_link,Language,Content_rating,Budget,Year,Actor_2_facebook_likes,Imdb_score,Aspect_ratio,Movie_facebook_likes
Color,McG,241,103,368,520,Abigail Spencer,27000,54758461,Action,Tom Hardy,This Means Wara,147641,28888,Warren Christie,3,best friend|cia|cia agent|dating|undercover,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,English,PG-13,65000000,2012,1000,6.3,2.35,18000
Color,David S. Goyer,185,122,687,957,Natasha Lyonne,16000,52397389,Action,Ryan Reynolds,Blade: Trinitya,132954,18644,John Michael Higgins,0,blade|blood|dracula|vampire hunter|vampire slayer,http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1,English,R,65000000,2004,1000,5.9,2.35,0
Color,Mike Nichols,117,143,0,210,Adrian Lester,509,38966057,Comedy,Maura Tierney,Primary Colorsa,23940,1036,Paul Guilfoyle,0,campaigning|candidate|election|governor|president,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1,English,R,65000000,1998,317,6.7,2.35,688
Color,Paul W.S. Anderson,239,96,545,974,Boris Kodjoe,14000,42345531,Action,Milla Jovovich,Resident Evil: Retributiona,104831,16519,Bingbing Li,0,corporation|fight|rescue|umbrella|zombie,http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1,English,R,65000000,2012,1000,5.4,2.35,32000
Color,Paul W.S. Anderson,230,111,545,805,Max Ryan,26000,36064910,Action,Jason Statham,Death Racea,166610,28222,Joan Allen,4,armored car|car|murder|prison|warden,http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1,English,R,45000000,2008,872,6.4,2.35,0
Color,Renny Harlin,94,121,212,263,Craig Bierko,394,33328051,Action,Melina Kanakaredes,The Long Kiss Goodnighta,60508,1249,Yvonne Zima,2,amnesia|chase|foot chase|strong female character|vomiting,http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1,English,R,65000000,1996,380,6.7,2.35,4000
Color,Taylor Hackford,134,135,138,184,Alun Armstrong,324,32598931,Action,Pamela Reed,Proof of Lifea,49300,838,Michael Kitchen,1,jungle|pipeline|prisoner|ransom|south america,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,English,R,65000000,2000,192,6.2,2.35,892
Color,Jon Favreau,136,101,4000,539,Josh Hutcherson,17000,28045540,Action,Kristen Stewart,Zathura: A Space Adventurea,67707,35539,Jonah Bobo,0,2000s|coke|meeting future self|reference to spongebob squarepants|sony,http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1,English,PG,65000000,2005,14000,6.1,1.85,0
Color,David Fincher,315,151,21000,637,Meat Loaf,11000,37023395,Drama,Brad Pitt,Fight Cluba,1347461,33420,Eugenie Bondurant,2,anti establishment|dark humor|fighting|multiple personality disorder|surprise ending,http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1,English,R,63000000,1999,783,8.8,2.35,48000
Color,McG,96,131,368,383,Kimberly Williams-Paisley,11000,43532294,Drama,Matthew McConaughey,We Are Marshalla,46951,12280,Brian Geraghty,0,coach|football|football team|marshall university|university,http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1,English,PG,65000000,2006,529,7.1,2.35,0
Color,Michael Lehmann,60,100,36,554,James Coburn,13000,17218080,Action,Bruce Willis,Hudson Hawka,43376,14363,Richard E. Grant,0,blackmail|burglar|critically bashed|leonardo da vinci|prison,http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1,English,R,70000000,1991,773,5.7,1.85,0
Color,Nora Ephron,60,105,0,506,Michael Moore,975,10014234,Comedy,Michael Rapaport,Lucky Numbersa,8560,2390,Richard Schiff,1,celebrity|lottery|murder|snowmobile|weatherman,http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1,English,R,65000000,2000,909,5,1.85,177
Color,Stuart Beattie,308,92,72,568,Kevin Grevioux,623,19059018,Action,Caitlin Stasey,"I, Frankensteina",65709,1856,Miranda Otto,0,army|creature|demon|frankenstein|gargoyle,http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1,English,PG-13,65000000,2014,593,5.1,2.35,15000
Color,Roman Polanski,127,130,2000,25,Barney Clark,268,1987287,Crime,Ian McNeice,Oliver Twista,25474,2378,Tony Noble,0,boy|character name in title|orphan|pickpocket|workhouse,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,English,PG-13,50000000,2005,85,6.9,2.35,0
Color,Rob Bowman,196,100,38,1000,Cary-Hiroyuki Tagawa,3000,24407944,Action,Jennifer Garner,Elektraa,71202,5038,Goran Visnjic,0,assassin|battle|heroine|martial arts|spin off,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,English,PG-13,43000000,2005,1000,4.8,2.35,0
 Black and White,Frank Miller,339,102,436,6000,Bruce Willis,23000,13750556,Action,Joseph Gordon-Levitt,Sin City: A Dame to Kill Fora,111102,42436,Eva Green,3,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,English,R,65000000,2014,13000,6.5,1.85,32000
Color,Sydney Pollack,96,133,521,970,Kristin Scott Thomas,11000,31054924,Drama,Harrison Ford,Random Heartsa,17025,13491,Bill Cobbs,1,death|plane crash|police|police sergeant|politician,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1,English,R,64000000,1999,1000,5.1,1.85,295
Color,Baltasar Kormákur,361,121,175,221,Martin Henderson,963,43247140,Adventure,Michael Kelly,Everesta,134625,1939,Tom Goodman-Hill,0,blizzard|mount everest|mountain|mountain climbing|snow,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,English,PG-13,55000000,2015,580,7.1,2.35,40000
Color,Tom Tykwer,226,147,670,16,David Calder,177,2208939,Crime,Michael Smiley,Perfume: The Story of a Murderera,190490,890,Simon Chandler,0,18th century|perfume|scent|sense of smell|smell,http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1,English,R,50000000,2006,27,7.5,2.35,26000
Color,Jay Roach,194,94,116,481,Josh Zuckerman,645,213079163,Action,Verne Troyer,Austin Powers in Goldmembera,162909,1764,Robert Wagner,2,fem bot|prison|seductive fembot|spy|time travel,http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1,English,PG-13,63000000,2002,522,6.2,2.35,0
Color,David Bowers,138,94,42,668,Charlize Theron,12000,19548064,Action,Nicolas Cage,Astro Boya,25681,21710,Dee Bradley Baker,1,betrayal|futuristic|gladiator|robot|scientist,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,English,PG,65000000,2009,9000,6.3,2.35,0
Color,Steven Spielberg,308,127,14000,191,Ariana Richards,967,356784000,Adventure,Wayne Knight,Jurassic Parka,613473,15768,Bob Peck,0,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex,http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1,English,PG-13,63000000,1993,610,8.1,1.85,19000
Color,Lawrence Kasdan,40,212,759,812,Catherine O'Hara,2000,25052000,Adventure,Dennis Quaid,Wyatt Earpa,35314,4496,Isabella Rossellini,0,historically inaccurate|name calling|penis slur|vomiting|wyatt earp,http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1,English,PG-13,63000000,1994,925,6.6,2.35,0
Color,Phillip Noyce,42,141,176,672,Dean Jones,11000,122012710,Action,Harrison Ford,Clear and Present Dangera,69663,12761,Raymond Cruz,1,cia|colombia|colombian drug cartel|drugs|president,http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1,English,PG-13,62000000,1994,913,6.9,2.35,0
Color,Daniel Lee,68,103,10,7,Peng Lin,21,72413,Action,Si Won Choi,Dragon Bladea,11584,56,Sung-jun Yoo,3,child fugitive|final battle|martial art|silk road|sword,http://www.imdb.com/title/tt3672840/?ref_=fn_tt_tt_1,English,R,65000000,2015,18,6.1,2.35,0
Color,Keenen Ivory Wayans,78,98,322,723,Brittany Daniel,979,58255287,Comedy,Chazz Palminteri,Littlemana,39471,2886,John Witherspoon,1,diamond|infant|parody|spoof|sports violence,http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1,English,PG-13,64000000,2006,862,4.3,1.85,0
Color,Jonathan Mostow,178,116,84,563,Thomas Kretschmann,11000,77086030,Action,Matthew McConaughey,U-571a,65297,12566,David Keith,0,battle|historically inaccurate|submarine movie|u boat|world war two,http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1,English,PG-13,62000000,2000,919,6.6,2.35,0
Color,Rob Reiner,75,114,0,452,Samantha Mathis,524,65000000,Comedy,Shawna Waldron,The American Presidenta,43027,1493,Wendie Malick,0,lobbyist|president|senator|state dinner|widower,http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1,English,,62000000,1995,517,6.8,2.35,0
Color,Marco Schnabel,150,87,12,645,Romany Malco,3000,32178777,Comedy,Justin Timberlake,The Love Gurua,43300,4623,Verne Troyer,6,bloopers during credits|bucket of popcorn|chastity belt|guru|toronto maple leafs,http://www.imdb.com/title/tt0811138/?ref_=fn_tt_tt_1,English,PG-13,62000000,2008,966,3.8,2.35,0
Color,Demian Lichtenstein,113,125,11,867,Bokeem Woodbine,11000,15738632,Action,Jon Lovitz,3000 Miles to Gracelanda,38076,12782,Ice-T,2,casino|elvis impersonator|gun|heist|rascal,http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1,English,R,42000000,2001,904,5.9,2.35,0
Color,Quentin Tarantino,596,187,16000,1000,Jennifer Jason Leigh,46000,54116191,Crime,Craig Stark,The Hateful Eighta,272839,64000,Zoë Bell,1,blizzard|blood vomiting|bounty hunter|murder|shot in the crotch,http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1,English,R,44000000,2015,1000,7.9,2.76,114000
Color,Josh Gordon,191,93,8,970,Amy Poehler,8000,118153533,Comedy,Will Ferrell,Blades of Glorya,129995,9978,Jon Heder,2,competition|fight|ice|jock strap|nintendo game boy advance,http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1,English,PG-13,61000000,2007,1000,6.3,1.85,0
Color,Tim Hill,156,95,25,439,Elizabeth Perkins,989,108012170,Adventure,Gary Cole,Hopa,24089,2117,Chelsea Handler,0,drummer|easter|easter bunny|piaggio vespa gtv 250|slacker,http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,English,PG,63000000,2011,664,5.5,1.85,0
Color,Zack Snyder,460,117,0,447,Michael Fassbender,18000,210592590,Action,Gerard Butler,300a,607235,31447,Vincent Regan,0,battle|epic|greece|spartan|warrior,http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1,English,R,65000000,2006,13000,7.7,2.35,13000
Color,Jay Roach,141,106,116,708,Blythe Danner,22000,279167575,Comedy,Robert De Niro,Meet the Fockersa,211296,23537,Teri Polo,6,bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title,http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1,English,PG-13,80000000,2004,713,6.3,1.85,0
Color,David Frankel,180,115,64,664,Kathleen Turner,2000,143151473,Comedy,Eric Dane,Marley & Mea,116681,3627,Haley Bennett,0,box office hit|dog|dog movie|florida|pet name in title,http://www.imdb.com/title/tt0822832/?ref_=fn_tt_tt_1,English,PG,60000000,2008,899,7.1,2.35,11000
Color,Frank Darabont,186,189,0,693,Jeffrey DeMunn,15000,136801374,Crime,Tom Hanks,The Green Milea,782610,16438,Michael Jeter,0,1930s|death row inmate|healing|prison guard|southern u.s.,http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1,English,R,60000000,1999,745,8.5,1.85,30000
Color,Mark Dindal,161,81,10,397,Fred Willard,925,135381507,Adventure,Catherine O'Hara,Chicken Littlea,63912,2061,Amy Sedaris,0,alien invasion|chicken|fish|friend|panic,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1,English,G,150000000,2005,729,5.8,1.85,912
Color,David Fincher,568,149,21000,625,Sela Ward,835,167735396,Crime,Patrick Fugit,Gone Girla,569841,23272,Emily Ratajkowski,0,based on novel|disappearance|missing person|missing wife|murder suspect,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,English,R,61000000,2014,812,8.1,2.35,146000
Color,Doug Liman,249,119,218,73,Josh Hamilton,13000,121468960,Action,Matt Damon,The Bourne Identitya,407601,13438,Nicky Naudé,1,amnesia|assassin|money|political thriller|three word title,http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1,English,PG-13,60000000,2002,147,7.9,2.35,0
Color,Martin Campbell,137,130,258,345,Joe Don Baker,394,106635996,Action,Izabella Scorupco,GoldenEyea,199025,1384,Tchéky Karyo,2,agent|cossack|official james bond series|russia|russian,http://www.imdb.com/title/tt0113189/?ref_=fn_tt_tt_1,English,PG-13,58000000,1995,387,7.2,2.35,0
Color,Simon West,113,116,165,475,Timothy Hutton,577,102678089,Drama,Daniel von Bargen,The General's Daughtera,42705,1718,Clarence Williams III,0,army cid|cover up|military|murder|woman in military,http://www.imdb.com/title/tt0144214/?ref_=fn_tt_tt_1,English,R,95000000,1999,501,6.3,2.35,885
Color,Peter Weir,213,103,608,576,Noah Emmerich,2000,125603360,Comedy,Natascha McElhone,The Truman Showa,667983,3801,Peter Krause,1,controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,English,PG,60000000,1998,617,8.1,1.85,18000
Color,Brenda Chapman,120,99,59,145,Aria Noelle Curzon,770,101217900,Adventure,Martin Short,The Prince of Egypta,91093,1237,Eden Riegel,2,ancient egypt|hebrew|nudity|pharaoh|title directed by female,http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1,English,PG,70000000,1998,263,7,1.85,0
Color,Steve Carr,81,92,41,522,Lisa Edelstein,1000,104148781,Comedy,Anjelica Huston,Daddy Day Carea,49486,2518,Jeff Garlin,1,bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers,http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1,English,PG,60000000,2003,955,5.5,1.85,886
Color,Baltasar Kormákur,265,109,175,459,Patrick Fischler,18000,75573300,Action,Denzel Washington,2 Gunsa,156898,19131,Fred Ward,1,close up of breasts|female nudity|fugitive|money|undercover,http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1,English,R,61000000,2013,497,6.7,2.35,22000
Color,Lawrence Guterman,105,87,6,405,Elizabeth Perkins,3000,93375151,Action,Carol Ann Susi,Cats & Dogsa,46031,4075,Miriam Margolyes,0,cartoon on tv|cat|dog|scientist|secret agent,http://www.imdb.com/title/tt0239395/?ref_=fn_tt_tt_1,English,PG,60000000,2001,664,5.2,1.85,0
Color,F. Gary Gray,155,111,473,82,Charlize Theron,26000,106126012,Action,Jason Statham,The Italian Joba,285623,35555,Jimmy Shubert,6,gold|heist|revenge|traffic jam|venice italy,http://www.imdb.com/title/tt0317740/?ref_=fn_tt_tt_1,English,PG-13,60000000,2003,9000,7,2.35,0
Color,Marc Lawrence,118,101,30,268,Alicia Witt,1000,93307796,Comedy,Dorian Missick,Two Weeks Noticea,85673,2274,Dana Ivey,2,developer|divorce|lawyer|love|new york city,http://www.imdb.com/title/tt0313737/?ref_=fn_tt_tt_1,English,PG-13,60000000,2002,976,6.1,1.85,0
Color,Eric Darnell,131,83,35,754,Woody Allen,13000,90646554,Adventure,Sylvester Stallone,Antza,124641,24789,Anne Bancroft,0,ant|friend|princess|soldier|worker,http://www.imdb.com/title/tt0120587/?ref_=fn_tt_tt_1,English,PG,105000000,1998,11000,6.6,1.85,0
Color,Peter Billingsley,166,113,0,721,Kristin Davis,4000,109176215,Comedy,Jon Favreau,Couples Retreata,83506,5443,Tasha Smith,6,couple|island|marriage|tropical|voyeurism,http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1,English,PG-13,60000000,2009,722,5.5,1.85,0
Color,Tony Scott,60,107,12000,695,Robert Duvall,10000,82670733,Action,Tom Cruise,Days of Thundera,60476,25695,Randy Quaid,0,driver|hot shot|racing|stock car driver|team,http://www.imdb.com/title/tt0099371/?ref_=fn_tt_tt_1,English,PG-13,60000000,1990,3000,5.9,2.35,0
Color,Adam Shankman,77,94,163,2000,Tom Welling,12000,82569532,Adventure,Taylor Lautner,Cheaper by the Dozen 2a,42737,17163,Alyson Stoner,6,children|competition|rival|second part|vacation,http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1,English,PG,60000000,2005,3000,5.4,2.35,781
Color,Wes Ball,249,132,47,240,Lili Taylor,988,81687587,Action,Ki Hong Lee,The Scorch Trialsa,138246,2235,Rosa Salazar,0,desert|disease|escape|resistance|virus,http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1,English,PG-13,61000000,2015,960,6.4,2.35,24000
Color,Ryan Murphy,213,140,708,745,Julia Roberts,11000,80574010,Drama,James Franco,Eat Pray Lovea,63493,20453,Billy Crudup,1,divorce|emotional balance|female protagonist|indonesia|inner peace,http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1,English,PG-13,60000000,2010,8000,5.7,1.85,26000
Color,Brett Ratner,121,125,420,627,Don Cheadle,12000,75764085,Comedy,Nicolas Cage,The Family Mana,85844,16047,Amber Valletta,1,bowling|christmas|parallel universe|salesman|unfaithfulness,http://www.imdb.com/title/tt0218967/?ref_=fn_tt_tt_1,English,PG-13,60000000,2000,3000,6.7,2.35,0
Color,Robert Schwentke,315,111,124,357,Morgan Freeman,13000,90356857,Action,Bruce Willis,REDa,238916,24481,Jaqueline Fleming,4,cia|female assassin|interrogation|office cubicle|spy,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1,English,PG-13,58000000,2010,11000,7.1,2.35,32000
Color,Oliver Stone,171,156,0,1000,Dennis Quaid,14000,75530832,Drama,Al Pacino,Any Given Sundaya,97047,17000,LL Cool J,5,breasts|coach|football|in medias res|vomiting,http://www.imdb.com/title/tt0146838/?ref_=fn_tt_tt_1,English,R,55000000,1999,2000,6.8,2.35,0
Color,Robert Redford,96,170,0,380,Kristin Scott Thomas,19000,75370763,Drama,Scarlett Johansson,The Horse Whisperera,32353,20380,Jessalyn Gilsig,0,grace|groom|horse|montana|western u.s.,http://www.imdb.com/title/tt0119314/?ref_=fn_tt_tt_1,English,PG-13,60000000,1998,1000,6.5,1.85,0
Color,Michael Mann,299,120,0,680,Jada Pinkett Smith,10000,100003492,Crime,Tom Cruise,Collaterala,293662,11531,Debi Mazar,0,city by night|contract killer|driving at night|los angeles california|taxi,http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1,English,R,65000000,2004,851,7.6,2.35,0
Color,Chuck Russell,167,100,55,416,Roger Rees,12000,90341670,Action,Dwayne Johnson,The Scorpion Kinga,102129,13471,Bernard Hill,4,desert|king|showdown|sorceress|warrior,http://www.imdb.com/title/tt0277296/?ref_=fn_tt_tt_1,English,PG-13,60000000,2002,1000,5.5,2.35,0
Color,Jay Russell,125,115,13,579,Jay Hernandez,2000,74540762,Action,Billy Burke,Ladder 49a,48753,3592,Jacinda Barrett,2,death of husband|fire|firefighter|funeral|main character dies,http://www.imdb.com/title/tt0349710/?ref_=fn_tt_tt_1,English,PG-13,55000000,2004,1000,6.5,1.85,0
Color,Christopher McQuarrie,387,130,188,1000,Robert Duvall,10000,80033643,Action,Tom Cruise,Jack Reachera,226570,14188,David Oyelowo,2,coma|mysterious villain|police chase|shooting range|sniper,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,English,PG-13,60000000,2012,3000,7,2.35,38000
Color,Renny Harlin,199,105,212,811,Michael Rapaport,1000,73648142,Action,LL Cool J,Deep Blue Seaa,99043,2998,Saffron Burrows,1,alzheimer's disease|experiment|human versus shark|research|underwater headquarters,http://www.imdb.com/title/tt0149261/?ref_=fn_tt_tt_1,English,R,60000000,1999,975,5.8,2.35,0
Color,Kenny Ortega,136,111,197,6,Mekia Cox,433,71844424,Documentary,Misha Gabriel Hamilton,This Is Ita,33158,844,Judith Hill,0,2000s|box office hit|comeback|rehearsal|year 2009,http://www.imdb.com/title/tt1477715/?ref_=fn_tt_tt_1,English,PG,60000000,2009,208,7.3,1.78,0
Color,Steven Soderbergh,436,106,0,175,Monique Gabriela Curnen,13000,75638743,Drama,Matt Damon,Contagiona,180479,13415,Griffin Kane,4,contagion|cure|infection|panic|virus,http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1,English,PG-13,60000000,2011,240,6.6,1.85,42000
Color,David McNally,73,89,18,226,Dyan Cannon,658,66734992,Action,Estella Warren,Kangaroo Jacka,23476,1159,Bill Hunter,0,australia|body paint|kangaroo|mob|money,http://www.imdb.com/title/tt0257568/?ref_=fn_tt_tt_1,English,PG,60000000,2003,257,4.4,2.35,858
 Black and White,Henry Selick,310,100,253,57,Dawn French,309,75280058,Animation,Jennifer Saunders,Coralinea,143121,848,John Hodgman,1,dream|new home|parallel worlds|scissors|secret door,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1,English,PG,60000000,2009,229,7.7,1.85,10000
Color,M. Night Shyamalan,323,91,0,751,Alan Ruck,11000,64505912,Sci-Fi,Zooey Deschanel,The Happeninga,163130,12697,Kristen Connolly,0,bee|nature|park|school|teacher,http://www.imdb.com/title/tt0949731/?ref_=fn_tt_tt_1,English,R,48000000,2008,946,5,1.85,6000
Color,Tony Scott,171,146,12000,451,Radha Mitchell,18000,77862546,Action,Denzel Washington,Man on Firea,266310,31443,Giancarlo Giannini,2,bodyguard|journalist|kidnapping|mexico|police corruption,http://www.imdb.com/title/tt0328107/?ref_=fn_tt_tt_1,English,R,70000000,2004,992,7.7,2.35,14000
Color,Brian Robbins,76,98,48,722,Joel David Moore,21000,61112916,Comedy,Robert Downey Jr.,The Shaggy Doga,14888,22706,Kristin Davis,0,animal as human|dog movie|elevator|human becoming an animal|sheepdog,http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1,English,PG,50000000,2006,936,4.4,2.35,747
Color,Todd Phillips,173,101,480,767,Carmen Electra,881,88200225,Comedy,Snoop Dogg,Starsky & Hutcha,120795,2997,Fred Williamson,5,cocaine|cop|criminal|partner|police,http://www.imdb.com/title/tt0335438/?ref_=fn_tt_tt_1,English,PG-13,60000000,2004,869,6.1,2.35,0
Color,Brian Levant,81,94,32,626,Harvey Korman,854,60573641,Comedy,Jim Belushi,Jingle All the Waya,68406,2140,Jake Lloyd,1,action figure|christmas|hero|karate|toy,http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1,English,PG,60000000,1996,628,5.4,1.85,0
Color,Guillermo del Toro,242,132,0,160,Rupert Evans,366,59035104,Action,James Babson,Hellboya,244566,860,Brian Steele,1,assassin|demon|hero|nazi|superhero,http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1,English,PG-13,66000000,2004,334,6.8,1.85,0
Color,Steven Zaillian,110,115,234,521,Kathleen Quinlan,3000,56702901,Drama,Robert Duvall,A Civil Actiona,23302,4307,Sydney Pollack,1,1980s|law firm|lawsuit|lawyer|toxic waste,http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1,English,PG-13,60000000,1998,552,6.5,2.35,1000
Color,Chris Butler,328,92,28,586,Kodi Smit-McPhee,10000,55994557,Adventure,Anna Kendrick,ParaNormana,72287,11498,Elaine Stritch,0,curse|ghost|outcast|witch|zombie,http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1,English,PG,60000000,2012,884,7,2.35,12000
Color,Michael Caton-Jones,83,124,105,460,Bruce Willis,24000,54910560,Action,J.K. Simmons,The Jackala,88225,37565,Sophie Okonedo,0,assassin|fbi|ira|jackal|russian,http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1,English,R,60000000,1997,13000,6.3,2.35,0
Color,John Woo,196,119,610,716,Joe Morton,834,53789313,Action,Ivana Milicevic,Paychecka,89816,2940,Callum Rennie,0,anti hero|babe scientist|engineer|memory|money,http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1,English,PG-13,60000000,2003,780,6.3,2.35,0
Color,Jon Avnet,34,124,50,672,Stockard Channing,1000,51045801,Drama,Joe Mantegna,Up Close & Personala,11370,2666,Raymond Cruz,2,journalism|news anchor|newscast|newscaster|tv journalism,http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1,English,PG-13,60000000,1996,944,6.1,1.85,829
Color,Sam Fell,118,93,18,903,Matthew Broderick,9000,50818750,Adventure,Emma Watson,The Tale of Despereauxa,31209,11921,Frank Langella,0,book|darkness|dungeon|princess|rat,http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1,English,G,60000000,2008,2000,6.1,2.35,0
Color,Kevin Donovan,81,98,11,107,Debi Mazar,966,50189179,Action,Romany Malco,The Tuxedoa,61966,1764,Ritchie Coster,2,chauffeur|hospital|secret agent|spying|tuxedo,http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1,English,PG-13,60000000,2002,680,5.3,1.85,797
Color,Geoff Murphy,47,92,14,488,Brenda Bakke,789,50024083,Action,Peter Greene,Under Siege 2: Dark Territorya,35918,1811,Patrick Kilpatrick,1,colorado|niece|satellite|terrorist|train,http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1,English,R,60000000,1995,520,5.4,1.85,1000
Color,Kenneth Branagh,313,105,0,288,Nonso Anozie,539,50549107,Action,Colm Feore,Jack Ryan: Shadow Recruita,99035,1221,Gemma Chan,3,covert analyst|marine|russian|spy|stock market,http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1,English,PG-13,60000000,2014,394,6.2,2.35,17000
Color,David O. Russell,315,124,737,14000,Robert De Niro,34000,56443482,Biography,Jennifer Lawrence,Joya,75329,70737,Bradley Cooper,3,based on real person|female inventor|mop|sales pitch|woman holding a shotgun,http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1,English,PG-13,60000000,2015,22000,6.6,1.85,24000
Color,Babak Najafi,225,99,24,864,Radha Mitchell,18000,62401264,Action,Gerard Butler,London Has Fallena,69484,19880,Julian Kostov,3,british|funeral|good versus evil|mole|sequel,http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1,English,R,60000000,2016,992,5.9,2.35,28000
Color,Jean-Pierre Jeunet,223,116,0,672,Michael Wincott,1000,47748610,Action,Gary Dourdan,Alien: Resurrectiona,170179,2392,Raymond Cruz,0,alien|blood|breeding|clone|scientist,http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1,English,R,75000000,1997,720,6.3,2.35,0
Color,Antoine Fuqua,198,124,845,295,Ned Beatty,650,46975183,Action,Tate Donovan,Shootera,256213,2257,Louis Ferreira,0,colonel|ethiopia|marksman|on the run|rangefinder,http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1,English,R,61000000,2007,467,7.2,2.35,0
Color,Graham Annable,219,96,7,642,Dee Bradley Baker,874,50807639,Adventure,Isaac Hempstead Wright,The Boxtrollsa,40883,2191,Tracy Morgan,3,chase|puppet animation|red hat|stop motion animation|troll,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,English,PG,60000000,2014,668,6.8,1.85,11000
Color,Griffin Dunne,92,104,165,944,Dianne Wiest,1000,46611204,Comedy,Goran Visnjic,Practical Magica,55749,3076,Stockard Channing,1,curse|death|island|love|magic,http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1,English,PG-13,48000000,1998,967,6.1,2.35,0
