id,Created date (UTC),Amount,Amount Refunded,Currency,Captured,Converted Amount,Converted Amount Refunded,Converted Currency,Description,Fee,Status,Seller Message,Card ID,Customer ID,Invoice ID,Transfer,price_id (metadata),product_id (metadata)
ch_3OY84LAKv6LsYLX20iiE7tae,1/13/2024 14:21,12,0,usd,FALSE,12,0,usd,Subscription creation,0,Failed,The bank returned the decline code `transaction_not_allowed`.,pm_1OY84JAKv6LsYLX2FHPMEbL2,cus_PMcwgtJ1nasFzf,in_1OY84KAKv6LsYLX2IGbGX4gm,,,
ch_3OY7xAAKv6LsYLX22W2oyxqf,1/13/2024 14:12,17.89,0,eur,TRUE,19.01,0,usd,,1.14,Paid,Payment complete.,pm_1OY7x9AKv6LsYLX2KPmyYYGk,cus_PMrPJYhXz3cc5g,in_1OY7xEAKv6LsYLX2H9o1aQmn,,d7c2e880-2bff-4c5a-897b-9a08f8cddd06,4033cc0f-bce4-4338-b8d6-9a983207c2a1
ch_3OY7obAKv6LsYLX23XO8THon,1/13/2024 14:04,27,0,usd,TRUE,15,0,usd,Subscription update,0.96,Paid,Payment complete.,pm_1OMs5dAKv6LsYLX2thLJ1xZ4,cus_PBEXJikpoKy8j8,in_1OY6rnAKv6LsYLX297nF4xaY,,,
ch_3OY61LAKv6LsYLX23Ii1w67P,1/13/2024 12:09,35.2,0,usd,TRUE,35.2,0,usd,,1.32,Paid,Payment complete.,pm_1OY61LAKv6LsYLX2KvJssqMC,cus_PMpdL6OO3NvSLI,in_1OY61PAKv6LsYLX2QarMvUwN,,7a56d0f1-a2e5-4e2e-b26c-948a9ad21cb2,c985f100-5645-48e3-8e3d-ceffbcc37a3d
ch_3OY5LgAKv6LsYLX22YXi3p0u,1/13/2024 11:26,63.39,0,gbp,TRUE,78.41,0,usd,,3.75,Paid,Payment complete.,pm_1OY5LfAKv6LsYLX2XQxtGviB,cus_PIUiYkqEZ4th22,in_1OY5LlAKv6LsYLX2HN5JBXOm,,4b101604-f66f-48a3-bb37-e6cff6a35276,17f137bd-4c6a-4590-9c92-529872986e49
ch_3OY4RYAKv6LsYLX22MBOoMkt,1/13/2024 10:28,28.18,0,gbp,TRUE,34.86,0,usd,,1.83,Paid,Payment complete.,pm_1OY4RYAKv6LsYLX2ZnEMZBOI,cus_PMnziGKg2RVLOu,in_1OY4RdAKv6LsYLX2OlPPg3Sw,,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OY2FwAKv6LsYLX230mTAl12,1/13/2024 8:07,14079.83,0,inr,TRUE,118.01,0,usd,,5.49,Paid,Payment complete.,pm_1OY2FwAKv6LsYLX2meYwoKmQ,cus_PMlhApupEkeIfX,in_1OY2G1AKv6LsYLX2YAxrs27Y,,2017cf56-7ca0-48a0-8892-05ad50e746ba,f8c6a47c-29ca-4be7-ae51-63c374920e4e
ch_3OY065AKv6LsYLX228ce6d0H,1/13/2024 5:49,19.2,0,usd,TRUE,19.2,0,usd,,0.86,Paid,Payment complete.,pm_1OY065AKv6LsYLX2O925at4Q,cus_PML1Yl52shMXUv,in_1OY069AKv6LsYLX2tFquuXx3,,d7c2e880-2bff-4c5a-897b-9a08f8cddd06,4033cc0f-bce4-4338-b8d6-9a983207c2a1
ch_3OXyw0AKv6LsYLX22sw4ss2P,1/13/2024 4:35,119.2,0,usd,TRUE,119.2,0,usd,,5.54,Paid,Payment complete.,pm_1OXyw0AKv6LsYLX2RyJVcI70,cus_PMQYRzcmzipTk4,in_1OXyw5AKv6LsYLX22CbV1THT,,2017cf56-7ca0-48a0-8892-05ad50e746ba,f8c6a47c-29ca-4be7-ae51-63c374920e4e
ch_3OXyrEAKv6LsYLX224zZQabs,1/13/2024 4:30,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1O0c3ZAKv6LsYLX2aaZYAkwU,cus_OoEVEV1afXaoX9,in_1OXxu2AKv6LsYLX2PaqFxWKb,,,
ch_3OXypVAKv6LsYLX215F5qhUJ,1/13/2024 4:28,279.2,0,usd,TRUE,279.2,0,usd,,8.4,Paid,Payment complete.,pm_1OXypUAKv6LsYLX2O5cFsMwQ,cus_PL7ykCr4WVa47i,in_1OXypZAKv6LsYLX2SluHvtxi,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OXyI8AKv6LsYLX20aUCovCn,1/13/2024 3:53,27,0,usd,TRUE,15,0,usd,Subscription update,0.74,Paid,Payment complete.,pm_1OMiZIAKv6LsYLX2UTqgzu5W,cus_PB4h7xxysVFh1X,in_1OXxLMAKv6LsYLX20FxiHczF,,,
ch_3OXxswAKv6LsYLX21K2yL6ae,1/13/2024 3:27,279.2,0,usd,TRUE,279.2,0,usd,,8.4,Paid,Payment complete.,pm_1OXxswAKv6LsYLX2VbhX6Tpj,cus_PJMYxPkOhNUTsT,in_1OXxt0AKv6LsYLX2KIyCKdqG,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OXxhGAKv6LsYLX23ddJpeur,1/13/2024 3:15,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1O0asnAKv6LsYLX2Gt90qRaP,cus_OoDIHUjqdaxF8K,in_1OXwk5AKv6LsYLX2b53dKWVA,,,
ch_3OXxUxAKv6LsYLX21rq7vUUJ,1/13/2024 3:03,27,0,usd,TRUE,15,0,usd,Subscription update,0.74,Paid,Payment complete.,pm_1OMhlrAKv6LsYLX2LPhlbEiJ,cus_PB3k2iMlDzNMx8,in_1OXwYlAKv6LsYLX2jjvhIrvK,,,
ch_3OXx8HAKv6LsYLX21xI7ATfb,1/13/2024 2:39,163.09,0,cad,TRUE,118.01,0,usd,,5.49,Paid,Payment complete.,pm_1OXx8GAKv6LsYLX2mGaeFIWj,cus_PMgAixooJYghCa,in_1OXx8KAKv6LsYLX2zNGLtgab,,2017cf56-7ca0-48a0-8892-05ad50e746ba,f8c6a47c-29ca-4be7-ae51-63c374920e4e
ch_3OXwW4AKv6LsYLX21InPuTXB,1/13/2024 2:00,95.41,0,gbp,TRUE,118.02,0,usd,,5.49,Paid,Payment complete.,pm_1OXwW4AKv6LsYLX2RzUOySyz,cus_PMfj35ht4ILUL7,in_1OXwW9AKv6LsYLX2kcbtQFN1,,2017cf56-7ca0-48a0-8892-05ad50e746ba,f8c6a47c-29ca-4be7-ae51-63c374920e4e
ch_3OXvimAKv6LsYLX214jlst5t,1/13/2024 1:09,35.2,0,usd,TRUE,35.2,0,usd,,1.85,Paid,Payment complete.,pm_1OXvilAKv6LsYLX2cRFco5cg,cus_PMevVdZUhIPY5V,in_1OXviqAKv6LsYLX2AqQCzTAP,,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OXvOhAKv6LsYLX23naBa1Ln,1/13/2024 0:48,35.2,0,usd,TRUE,35.2,0,usd,,1.32,Paid,Payment complete.,pm_1OXvOhAKv6LsYLX2oH6NH24L,cus_PL4SYaDyldNXhz,in_1OXvOxAKv6LsYLX2Bj64nT04,,a0ff2472-fe58-453b-bc70-af15c0192959,fec5f1d1-2101-406f-b730-bc7f739ac62a
ch_3OXvM1AKv6LsYLX22yesVBTO,1/13/2024 0:45,48,0,usd,TRUE,44,0,usd,,1.58,Paid,Payment complete.,pm_1OXvM0AKv6LsYLX2vhW3VcaR,cus_PL4SYaDyldNXhz,in_1OXvM7AKv6LsYLX2Wj6ndVSM,,d8b64e76-c7a9-4c9d-b904-49d81557c23a,8c46a7cc-09e5-40d8-9584-33c0184298c6
ch_3OXvLMAKv6LsYLX21niHJHxE,1/13/2024 0:45,14,0,usd,TRUE,10,0,usd,Subscription update,0.74,Paid,Payment complete.,pm_1O0YYEAKv6LsYLX2ryj9mVnr,cus_OoApkHOib7kaaP,in_1OXuOlAKv6LsYLX2rpHI7Ici,,,
ch_3OXv7tAKv6LsYLX20lnGJ4sc,1/13/2024 0:31,14,0,usd,TRUE,10,0,usd,Subscription update,0.74,Paid,Payment complete.,pm_1O0YJfAKv6LsYLX2wbqEjONT,cus_OoAc5442gvQyIw,in_1OXuAxAKv6LsYLX2JGulSAdO,,,
ch_3OXv5mAKv6LsYLX20a9cJ4ck,1/13/2024 0:28,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1O0YHnAKv6LsYLX2Vlt3AsJy,cus_OoAaJtTBXvijVj,in_1OXu8wAKv6LsYLX24MZjBJHJ,,,
ch_3OXuVsAKv6LsYLX211XRqhCy,1/12/2024 23:51,279.2,0,usd,TRUE,279.2,0,usd,,8.4,Paid,Payment complete.,pm_1OXuVsAKv6LsYLX2uCy399VO,cus_PIUlDalidFUaQz,in_1OXuVwAKv6LsYLX2cLJJ6ApU,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OXuNeAKv6LsYLX22ToxIX37,1/12/2024 23:43,27,0,usd,TRUE,15,0,usd,Subscription creation,0.74,Paid,Payment complete.,pm_1OXuNcAKv6LsYLX26UdJX8MC,cus_OxFnO1Vyp8asSR,in_1OXuNdAKv6LsYLX2cQixPQu2,,,
ch_3OXu6SAKv6LsYLX23F3Y4LOH,1/12/2024 23:25,35.2,0,usd,TRUE,35.2,0,usd,,1.32,Paid,Payment complete.,pm_1OXu6RAKv6LsYLX2iYFPpXld,cus_PIo97qZQ2hjVxx,in_1OXu6WAKv6LsYLX2LIJeT98G,,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OXtywAKv6LsYLX22knGIJPl,1/12/2024 23:17,279.2,0,usd,TRUE,279.2,0,usd,,8.4,Paid,Payment complete.,pm_1OXtyvAKv6LsYLX2IfNedFmx,cus_PMdBcEtYZvnTKV,in_1OXtz0AKv6LsYLX2en8Lwi0U,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OXtxCAKv6LsYLX21EPNYKL9,1/12/2024 23:15,279.2,0,usd,TRUE,279.2,0,usd,,8.4,Paid,Payment complete.,pm_1OXtxBAKv6LsYLX2qI9Zql4J,cus_PM0e5d2RetI44Y,in_1OXtxGAKv6LsYLX28GoPveV7,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OXtx4AKv6LsYLX220v8jqx4,1/12/2024 23:15,14,0,usd,TRUE,10,0,usd,Subscription update,0.74,Paid,Payment complete.,pm_1O0X9iAKv6LsYLX28ouRT2xi,cus_Oo9Q5w1bPutOob,in_1OXt0XAKv6LsYLX22l7jS1io,,,
ch_3OXtJ8AKv6LsYLX20EqjHoQv,1/12/2024 22:34,148.11,0,cad,TRUE,78.41,0,usd,,3.75,Paid,Payment complete.,pm_1OXtJ7AKv6LsYLX25MHeed4b,cus_PMcPcPg2zxh8Ip,in_1OXtJBAKv6LsYLX2G0mQ2rsH,,4b101604-f66f-48a3-bb37-e6cff6a35276,17f137bd-4c6a-4590-9c92-529872986e49
ch_3OXtHLAKv6LsYLX20rjgXlca,1/12/2024 22:32,279.2,0,usd,TRUE,279.2,0,usd,,8.4,Paid,Payment complete.,pm_1OXtHKAKv6LsYLX2VTPXlsMf,cus_PMcVH3SrwU4UBQ,in_1OXtHPAKv6LsYLX2W0Uw184e,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OXt8aAKv6LsYLX21Z9LAszt,1/12/2024 22:23,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1O0WKdAKv6LsYLX259V6hY9Q,cus_Oo8aYfml5VEvhW,in_1OXsBmAKv6LsYLX2t9uqEd82,,,
ch_3OXswBAKv6LsYLX216M5twll,1/12/2024 22:10,35.2,0,usd,TRUE,35.2,0,usd,,1.85,Paid,Payment complete.,pm_1OXswAAKv6LsYLX2HjJ2g5C9,cus_PMbuPhMIBqhOtw,in_1OXswFAKv6LsYLX2DW4mtLP0,,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OXss6AKv6LsYLX21KG62Itf,1/12/2024 22:06,369,69.8,usd,TRUE,349,69.8,usd,,10.42,Paid,Payment complete.,pm_1OXss5AKv6LsYLX2X7RhRrpe,cus_PMc3CY4wFJVfxs,in_1OXss9AKv6LsYLX2Dg08GyEX,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OXsoMAKv6LsYLX20R5NI3dD,1/12/2024 22:02,279.2,159.2,usd,TRUE,159.2,159.2,usd,,4.92,Refunded,Payment complete.,pm_1OXsoLAKv6LsYLX2hyDaHHjz,cus_PMbzC8UL0BBXzk,in_1OXsoQAKv6LsYLX2HDBoNcax,,25fdcdc9-4f82-4374-a62c-7d323f543a03,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3OXsfXAKv6LsYLX231TuvzUj,1/12/2024 21:53,27,0,usd,FALSE,15,0,usd,Subscription update,0,Failed,The bank returned the decline code `do_not_honor`.,pm_1OMcwnAKv6LsYLX2lEH1L03B,cus_PAysS2GbSXhjz7,in_1OXrjBAKv6LsYLX242GbfaDf,,,
ch_3OXsWdAKv6LsYLX234bfWOtN,1/12/2024 21:44,27,0,usd,TRUE,15,0,usd,Subscription creation,0.74,Paid,Payment complete.,pm_1OXsWcAKv6LsYLX2bUCASRSG,cus_PL3OUewVEDWHEH,in_1OXsWdAKv6LsYLX21X7HLXjr,,,
ch_3OXsO3AKv6LsYLX23cvELv8I,1/12/2024 21:35,279.2,0,usd,TRUE,279.2,0,usd,,12.58,Paid,Payment complete.,pm_1OXsO2AKv6LsYLX2TCSJg1zo,cus_PINnNXUqbugw3O,in_1OXsO7AKv6LsYLX2VVccDzSt,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OXriQAKv6LsYLX22OkhNr7Y,1/12/2024 20:52,119.2,0,usd,TRUE,119.2,0,usd,,5.54,Paid,Payment complete.,pm_1OXriQAKv6LsYLX27Grv8BK5,cus_PLJi7MwXbZO18f,in_1OXriUAKv6LsYLX21yMRzy57,,2017cf56-7ca0-48a0-8892-05ad50e746ba,f8c6a47c-29ca-4be7-ae51-63c374920e4e
ch_3OXrgNAKv6LsYLX21JjtMvXj,1/12/2024 20:50,27,0,usd,TRUE,15,0,usd,Subscription creation,0.96,Paid,Payment complete.,pm_1OXrgLAKv6LsYLX2UPxVgtUQ,cus_PMaqGBMDUs0A9M,in_1OXrgMAKv6LsYLX2eL9akVuh,,,
ch_3OXrG0AKv6LsYLX23SbRqzHI,1/12/2024 20:23,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1O0USNAKv6LsYLX2QVd1yyCe,cus_Oo6eFkVVkzUBtF,in_1OXqJ8AKv6LsYLX2F92oEOd7,,,
ch_3OXqxrAKv6LsYLX21D55jKjS,1/12/2024 20:04,279.2,0,usd,TRUE,159.2,0,usd,,4.92,Paid,Payment complete.,pm_1OXqxqAKv6LsYLX2IJFEHMQa,cus_PMa5OBUku5Pa4e,in_1OXqxvAKv6LsYLX2N2OE1VHO,,25fdcdc9-4f82-4374-a62c-7d323f543a03,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3OXqrYAKv6LsYLX23St4XojU,1/12/2024 19:57,27,0,usd,TRUE,15,0,usd,Subscription update,0.74,Paid,Payment complete.,pm_1OMb8SAKv6LsYLX2eKrYA4Nc,cus_PAx0oo2Omg0VlQ,in_1OXpucAKv6LsYLX2qgnw8Ga4,,,
ch_3OXqWQAKv6LsYLX22oEJz9wc,1/12/2024 19:36,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1O0TiaAKv6LsYLX2PeWMGu8n,cus_Oo5t9RKqWrXnGV,in_1OXpZnAKv6LsYLX2mgqXB6un,,,
ch_3OXpvHAKv6LsYLX23nDoXuYm,1/12/2024 18:57,279.2,0,usd,TRUE,279.2,0,usd,,8.4,Paid,Payment complete.,pm_1OXpvHAKv6LsYLX2tAWnb5jR,cus_PIUVNBafk7YfpI,in_1OXpvMAKv6LsYLX2twf7tWMI,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OXpuuAKv6LsYLX20ksT7A0x,1/12/2024 18:57,35.2,0,usd,TRUE,35.2,0,usd,,1.32,Paid,Payment complete.,pm_1OXputAKv6LsYLX2RDC5yZhl,cus_PMZ0BemU0f8XiK,in_1OXpuyAKv6LsYLX2LjgKI6OH,,d8b64e76-c7a9-4c9d-b904-49d81557c23a,8c46a7cc-09e5-40d8-9584-33c0184298c6
ch_3OXprRAKv6LsYLX22updn3Tv,1/12/2024 18:53,4814.78,0,mxn,TRUE,276.41,0,usd,,12.46,Paid,Payment complete.,pm_1OXprPAKv6LsYLX2uBFw9j52,cus_PLnFkqp4Iw980L,in_1OXprVAKv6LsYLX2Xpac4j1e,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OXpmfAKv6LsYLX22vX2DmNT,1/12/2024 18:48,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1O0Sz3AKv6LsYLX20uS94Aol,cus_Oo58MTfypBZf1h,in_1OXoppAKv6LsYLX2n5ovpyMM,,,
ch_3OXpeKAKv6LsYLX21iHCwZaE,1/12/2024 18:40,27,0,usd,TRUE,15,0,usd,Subscription creation,0.74,Paid,Payment complete.,pm_1OXpeIAKv6LsYLX2VGJPZX3n,cus_PMYkEqvEEbvtZq,in_1OXpeJAKv6LsYLX2rSzhtQQX,,,
ch_3OXotxAKv6LsYLX23krluYLZ,1/12/2024 17:52,48.01,0,cad,TRUE,34.85,0,usd,,1.83,Paid,Payment complete.,pm_1OXouSAKv6LsYLX2VZmQBpWz,cus_PMFenWxrr5QjBE,in_1OXouZAKv6LsYLX2HwzsGl7O,,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OXotxAKv6LsYLX23UZzUAF6,1/12/2024 17:52,48.01,0,cad,FALSE,48.01,0,cad,,0,Failed,The bank returned the decline code `incorrect_number`.,pm_1OXotwAKv6LsYLX2hVHi6BUV,cus_PMFenWxrr5QjBE,,,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OXok9AKv6LsYLX23j7OodY7,1/12/2024 17:42,369,69.8,usd,TRUE,349,69.8,usd,,10.42,Paid,Payment complete.,pm_1OXok8AKv6LsYLX2cXkXK1Q2,cus_PMXocB3ru8C16z,in_1OXokWAKv6LsYLX2ODO2WjYb,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OXnyWAKv6LsYLX21r1iBkm8,1/12/2024 16:52,27.2,0,usd,TRUE,27.2,0,usd,,1.09,Paid,Payment complete.,pm_1OXnyWAKv6LsYLX2cpx3bIip,cus_PMX1lBNmNBmcrA,in_1OXnyaAKv6LsYLX2UnKtczpV,,c5712f31-b51f-4314-8b89-d3fb2af2e0e0,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c
ch_3OXnrEAKv6LsYLX21UOyoeEg,1/12/2024 16:45,28.22,0,gbp,TRUE,34.84,0,usd,,1.83,Paid,Payment complete.,pm_1OXnrDAKv6LsYLX27LC1mLZa,cus_PMWhZUkB3rIhEJ,in_1OXnrIAKv6LsYLX2aCkR1wnA,,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391
ch_3OXnpTAKv6LsYLX22vyoQNqm,1/12/2024 16:43,48.05,0,cad,TRUE,34.85,0,usd,,1.83,Paid,Payment complete.,pm_1OXnpSAKv6LsYLX27icNyNnN,cus_P9NYDfFAaE0BOO,in_1OXnpYAKv6LsYLX2biL9w5Uv,,a0ff2472-fe58-453b-bc70-af15c0192959,fec5f1d1-2101-406f-b730-bc7f739ac62a
ch_3OXnPjAKv6LsYLX23yJM1MDr,1/12/2024 16:17,2978.94,0,inr,TRUE,34.85,0,usd,,1.83,Paid,Payment complete.,pm_1ONAtBAKv6LsYLX2RjDc40KC,cus_PAXVpz8cDnyi0Q,in_1OXnPnAKv6LsYLX2LQm6DGzn,,a0ff2472-fe58-453b-bc70-af15c0192959,fec5f1d1-2101-406f-b730-bc7f739ac62a
ch_3OXnPMAKv6LsYLX23865WQkA,1/12/2024 16:16,1624.88,0,inr,TRUE,19.01,0,usd,,1.14,Paid,Payment complete.,pm_1ONAtBAKv6LsYLX2RjDc40KC,cus_PAXVpz8cDnyi0Q,in_1OXnPRAKv6LsYLX2TWpuJGxF,,d7c2e880-2bff-4c5a-897b-9a08f8cddd06,4033cc0f-bce4-4338-b8d6-9a983207c2a1
ch_3OXmmwAKv6LsYLX22Htb37oE,1/12/2024 15:36,279.2,0,usd,TRUE,279.2,0,usd,,8.4,Paid,Payment complete.,pm_1OXmmvAKv6LsYLX2BCs4PQb9,cus_PMVaYjnZgwCqFk,in_1OXmn1AKv6LsYLX23xZZPw4Z,,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd
ch_3OXmNiAKv6LsYLX23c9sewCZ,1/12/2024 15:10,79.2,0,usd,TRUE,79.2,0,usd,,2.6,Paid,Payment complete.,pm_1OXmNhAKv6LsYLX2hZAJtvhq,cus_PCnZzLSSchWdW8,in_1OXmNlAKv6LsYLX2YHnK8rKM,,4b101604-f66f-48a3-bb37-e6cff6a35276,17f137bd-4c6a-4590-9c92-529872986e49
ch_3OXm1hAKv6LsYLX20IoDjXJJ,1/12/2024 14:48,27,0,usd,TRUE,15,0,usd,Subscription creation,0.74,Paid,Payment complete.,pm_1OXm1gAKv6LsYLX2U3AcSasX,cus_PMV1xqAh93x3zG,in_1OXm1hAKv6LsYLX2usTqyyMr,,,
ch_3OXliFAKv6LsYLX21gylKCnq,1/12/2024 14:29,99,0,usd,FALSE,99,0,usd,,0,Failed,The bank returned the decline code `transaction_not_allowed`.,pm_1OXliEAKv6LsYLX2kto5Sh9W,cus_PMUW2Yxd9WBDId,,,4b101604-f66f-48a3-bb37-e6cff6a35276,17f137bd-4c6a-4590-9c92-529872986e49
ch_3OXlh0AKv6LsYLX20DV0Iitu,1/12/2024 14:26,27.2,0,usd,TRUE,27.2,0,usd,,1.5,Paid,Payment complete.,pm_1OXl5rAKv6LsYLX2yIKk61YY,cus_PMU3kEFzrX3sND,in_1OXlh3AKv6LsYLX2tVNv2Xxe,,c5712f31-b51f-4314-8b89-d3fb2af2e0e0,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c
ch_3OXlfgAKv6LsYLX21IfsJ826,1/12/2024 14:25,19.2,0,usd,TRUE,19.2,0,usd,,1.14,Paid,Payment complete.,pm_1OXlffAKv6LsYLX29pe8IdRb,cus_PMUc8UntmoQn6Z,in_1OXlfjAKv6LsYLX288jZiVHh,,d7c2e880-2bff-4c5a-897b-9a08f8cddd06,4033cc0f-bce4-4338-b8d6-9a983207c2a1
ch_3OXlb2AKv6LsYLX23pcx1hUc,1/12/2024 14:20,12,0,usd,TRUE,12,0,usd,Subscription creation,0.65,Paid,Payment complete.,pm_1OXlb0AKv6LsYLX2uBLmj9Tw,cus_PMUVDFnRcQJxBj,in_1OXlb1AKv6LsYLX2mW5QST0w,,,
ch_3OXlYgAKv6LsYLX20hLMs0xJ,1/12/2024 14:19,27,0,usd,FALSE,15,0,usd,Subscription creation,0,Failed,The bank returned the decline code `transaction_not_allowed`.,pm_1OXlYeAKv6LsYLX26zZldG66,cus_PMUW2Yxd9WBDId,in_1OXlYfAKv6LsYLX26SRqo8Lb,,,
ch_3OXl5sAKv6LsYLX238ouO6c5,1/12/2024 13:48,12,0,usd,TRUE,12,0,usd,Subscription creation,0.83,Paid,Payment complete.,pm_1OXl5rAKv6LsYLX2yIKk61YY,cus_PMU3kEFzrX3sND,in_1OXl5rAKv6LsYLX2p6cn7gMd,,,
ch_3OXk2vAKv6LsYLX23mrfqM0u,1/12/2024 12:41,127.66,0,gbp,TRUE,157.62,0,usd,,7.24,Paid,Payment complete.,pm_1OXk2vAKv6LsYLX27GDB0oRq,cus_PMSs7ru9yXik38,in_1OXk2zAKv6LsYLX2cuFWV473,,25fdcdc9-4f82-4374-a62c-7d323f543a03,201283c3-5723-4e02-9d18-d9ff952d0d07
ch_3OXjubAKv6LsYLX20zHlcRdk,1/12/2024 12:32,32.81,0,eur,TRUE,34.86,0,usd,,1.83,Paid,Payment complete.,pm_1OXjuaAKv6LsYLX2CNohN1m3,cus_PMSnlAR0vhup7s,in_1OXjufAKv6LsYLX2eusDIziS,,a0ff2472-fe58-453b-bc70-af15c0192959,fec5f1d1-2101-406f-b730-bc7f739ac62a
ch_3OXjMiAKv6LsYLX21ihyyeUv,1/12/2024 11:57,79.2,0,usd,TRUE,79.2,0,usd,,3.78,Paid,Payment complete.,pm_1OTpaLAKv6LsYLX28TnES2o4,cus_PINeqet30Bctrl,in_1OXjMlAKv6LsYLX2dfjGLRDZ,,4b101604-f66f-48a3-bb37-e6cff6a35276,17f137bd-4c6a-4590-9c92-529872986e49
ch_3OXifXAKv6LsYLX23aI8M3ZK,1/12/2024 11:13,12,0,usd,TRUE,12,0,usd,Subscription creation,0.83,Paid,Payment complete.,pm_1OFavFAKv6LsYLX2N6LhQwdd,cus_P3iKebI7S5cmrt,in_1OXifWAKv6LsYLX2Svq9BcGY,,,
ch_3OXhbAAKv6LsYLX22aSdVCdG,1/12/2024 10:04,79.2,0,usd,TRUE,79.2,0,usd,,3.78,Paid,Payment complete.,pm_1OXhbAAKv6LsYLX2tMFlYQ0B,cus_PMCMyBP5Stkpl0,in_1OXhbFAKv6LsYLX2fZ3g8YlI,,4b101604-f66f-48a3-bb37-e6cff6a35276,17f137bd-4c6a-4590-9c92-529872986e49
ch_3OXgRWAKv6LsYLX21HggW8sg,1/12/2024 8:50,79.2,0,usd,TRUE,79.2,0,usd,,3.78,Paid,Payment complete.,pm_1OXgRVAKv6LsYLX2MOrSvgdJ,cus_PMPE8GnB42x7z1,in_1OXgRaAKv6LsYLX2t2U0gJcz,,4b101604-f66f-48a3-bb37-e6cff6a35276,17f137bd-4c6a-4590-9c92-529872986e49
ch_3OXfHDAKv6LsYLX22WCNVH4o,1/12/2024 7:35,73.58,0,eur,TRUE,78.41,0,usd,,3.75,Paid,Payment complete.,pm_1OXfHCAKv6LsYLX2i3wAEZSt,cus_PMNthrqbtpkJ9g,in_1OXfHVAKv6LsYLX2179kQCGD,,4b101604-f66f-48a3-bb37-e6cff6a35276,17f137bd-4c6a-4590-9c92-529872986e49
ch_3OXdr1AKv6LsYLX201gPM7Q0,1/12/2024 6:05,32.7,0,eur,TRUE,34.84,0,usd,,1.83,Paid,Payment complete.,pm_1OXdrtAKv6LsYLX23IrOVrUm,cus_PMMXfSFbFN0gd6,in_1OXds0AKv6LsYLX2gimIARcj,,a0ff2472-fe58-453b-bc70-af15c0192959,fec5f1d1-2101-406f-b730-bc7f739ac62a
